,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,100000.0,100.0,100.0,0.0997798471936846,0.1070120655952611,0.1031055977491511,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0022081504036755,100.22081504036755,2425343723976895.0,1563444714629734.2,1262782269508631.0,0.0100134469536619,0.0064549492759143,0.0052136128767,0.0048182216381953,0.0031059610560267,0.0025086608529446
1,1,2.25,0.02,105,1,100000.0,,100000.0,100.0,105.0,0.1048747182269152,0.1037337430664199,0.1033328915707875,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0011953875442647,100.11953875442649,2422892837857121.0,1561864804569053.0,1261506188305773.5,0.0105804788400316,0.0068204739629954,0.0055088443547272,0.0053692406850884,0.0034611634168338,0.0027955550674427
2,2,2.25,0.02,110,1,100000.0,,100000.0,100.0,110.0,0.1098838327216241,0.1032169798770779,0.1026972078711011,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0010575416952634,100.10575416952634,2422559250902537.0,1561649765044610.8,1261332502536031.8,0.010961052636104,0.007065802525753,0.0057069943477236,0.0060625646652687,0.0039080995362889,0.0031565419331563
3,3,2.25,0.02,115,1,100000.0,,100000.0,100.0,115.0,0.1148126656346192,0.103019442079675,0.1040778114334153,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.001634327815747,100.16343278157468,2423955073314107.0,1562549551392565.0,1262059253047840.8,0.0113714426666199,0.0073303514710442,0.0059206684958434,0.0066039383486879,0.004257084224774,0.0034384141815482
4,4,2.25,0.02,120,1,100000.0,,100000.0,100.0,120.0,0.1196957038422766,0.1007664379154625,0.0981883383874358,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0025557523109765,100.25557523109764,2426184920592562.5,1563986973605122.8,1263220247911830.0,0.0117583751914943,0.0075797790490625,0.006122129231935,0.0072514795115739,0.0046745074537418,0.0037755637126376
5,5,2.25,0.02,125,1,100000.0,,100000.0,100.0,125.0,0.124628359489398,0.0967510055810146,0.0920257948460168,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.002988077979992,100.2988077979992,2427231148711580.0,1564661401648787.5,1263764978254789.8,0.0122429762398578,0.0078921665017265,0.0063744421744714,0.0076221432710963,0.0049134477284753,0.0039685539345377
6,6,2.25,0.02,130,1,100000.0,,100000.0,100.0,130.0,0.1280849481285258,0.0949799299943562,0.0895145001171412,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0157072146863633,101.57072146863634,2458011459540999.0,1584503254910726.5,1279791090504818.0,0.0127150536943002,0.0081964808938464,0.0066202345681067,0.0080327417207991,0.0051781310266308,0.0041823365984326
7,7,2.25,0.02,135,1,100000.0,,100000.0,100.0,135.0,0.1347229814785236,0.0972009158009687,0.0911650703441501,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0020654305490422,100.20654305490424,2424998341928682.0,1563222071656505.5,1262602442491793.2,0.013219797179326,0.0085218527271689,0.006883034895021,0.0084039595845943,0.0054174284925484,0.0043756153209045
8,8,2.25,0.02,140,1,100000.0,,100000.0,100.0,140.0,0.1399330984337097,0.0955790972534067,0.0894452038939091,2419065967918995.5,1560000000000000.0,1260000000000000.0,1.0004781686301178,100.04781686301178,2420222689379039.5,1560745943062983.8,1260602492473948.5,0.0137817210182986,0.0088875148812254,0.0071783774040666,0.0088077493261254,0.0056799149469146,0.0045876236109695
9,9,2.25,0.02,145,1,100000.0,,100000.0,100.0,145.0,0.1446943238904509,0.0993414742898048,0.0882578244210729,2410218671546599.5,1560000000000000.0,1260000000000000.0,1.0021161753772851,100.21161753772851,2415319116953200.0,1563301233588564.8,1262666380975379.2,0.014227880294938,0.0092089126692645,0.0074379679251751,0.0091454822060491,0.0059193601019951,0.0047810216208422
