,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
96,96,2.25,0.02,1160,500000.0,17.15,2.43,0.81,,1.16,500000.0,100.0,1160.0,1.159727447181922,0.0466083786517526,0.030660821610114,1.297782904530179e-06,6.606327138385455e-06,730337037668314.1,1139671204333935.5,1032247895692358.2,949762696177062.2,888220509953030.8,1.0002350354636715,100.02350354636717,730508692772599.0,1139939067483878.8,1032490510555146.4,949985924092736.0,888429273272429.9,0.0370353421978375,0.0577926503361832,0.052345221559647,0.0481624026243525,0.0450416024884498,0.0236115855999687,0.0368452410449587,0.0333722764866771,0.0307055537975145,0.0287159126823971
97,97,2.25,0.02,1170,500000.0,17.15,2.43,0.81,,1.17,500000.0,100.0,1170.0,1.1691918279624134,0.0464312440659939,0.0304877389174337,-2.1420468867661502e-06,-3.1387608534414504e-06,702230680074995.9,1133975968884567.5,1028781977223964.2,947390005667863.2,886367680608365.0,1.0006914282444328,100.06914282444328,702716222201306.9,1134760031897962.0,1029493306140380.4,948045057876275.4,886980540257690.0,0.0359223195224675,0.058008070910147,0.0526269158460128,0.0484633432597372,0.0453417715013558,0.0228953673328158,0.0369718912757061,0.0335421706032663,0.0308884855114671,0.0288989276818512
98,98,2.25,0.02,1180,500000.0,17.15,2.43,0.81,,1.18,500000.0,100.0,1180.0,1.1796777685318376,0.0462762868564183,0.0308437690083664,8.299268321543896e-06,-2.5708911833095414e-05,674124322481677.1,1128280733435199.5,1025316058755570.2,944971717362554.2,884466539923954.2,1.0002732345126808,100.02732345126807,674308516512416.8,1128589018671566.5,1025596210489228.0,945229916249245.2,884708206707973.0,0.0347792901909296,0.0582100389146608,0.0528979055578423,0.0487527960115498,0.0456312247315757,0.0221618013656804,0.037092169300559,0.0337072110787115,0.0310658951145381,0.029076790613675
99,99,2.25,0.02,1190,500000.0,17.15,2.43,0.81,,1.1899999999999995,500000.0,100.0,1190.0,1.189253537150489,0.0465796181648893,0.0305435986682447,-1.5736414649395253e-05,5.656690015905877e-06,646017964888358.9,1122585497985831.2,1021850140287176.0,942553429057245.2,882565399239543.9,1.0006281049122658,100.0628104912266,646423731945517.2,1123290599451554.4,1022491969379890.2,943145451496109.2,883119742902201.9,0.0336092202232022,0.0584027461646505,0.053161968035915,0.0490365399897104,0.0459156501468907,0.0214122392697621,0.0372080508438982,0.033869181494744,0.0312408952141078,0.029252594396498
100,100,2.25,0.02,1200,500000.0,17.15,2.43,0.81,,1.1999999999999995,500000.0,100.0,1200.0,1.1996459132068822,0.0462397609739031,0.030189356956769,-1.174970468836861e-05,-4.35688352251576e-06,617262305580969.9,1116890262536463.4,1018384221818782.0,940135140751936.2,880664258555133.1,1.000295261897271,100.0295261897271,617444559620429.5,1117220037674423.4,1018684911876267.0,940412726837286.0,880924285154972.8,0.0323854333595052,0.0585990345436869,0.0534307927956854,0.0493253575902297,0.0462051439066761,0.0206240141126244,0.037317620610454,0.0340263294436816,0.0314118653210043,0.0294248197771124
101,101,2.25,0.02,1210,500000.0,17.15,2.43,0.81,,1.2100000000000002,500000.0,100.0,1210.0,1.2094906381675172,0.0461078234839961,0.0300336217018368,1.341216590104108e-05,-1.2517934934116735e-05,587728911253431.0,1111195027087095.4,1014918303350388.0,937716852446627.8,878763117870722.2,1.0004212895431248,100.04212895431247,587976515297934.2,1111663161932379.6,1015345877818715.2,938111902750975.2,879133331583165.0,0.0310963113908009,0.0587925247790134,0.0536985929957056,0.0496139200943757,0.0464947206591918,0.0197931840723872,0.0374221640118913,0.0341798138767874,0.0315798694140678,0.0295944606688575
102,102,2.25,0.02,1220,500000.0,17.15,2.43,0.81,,1.2200000000000002,500000.0,100.0,1220.0,1.2197250705272835,0.0460159809629904,0.0300860070001289,-7.128075434079589e-07,-1.2704918988428826e-05,558195516925892.0,1105466333205078.8,1011453917050691.2,935288162325004.2,876844349212676.9,1.0002254695819357,100.02254695819354,558321373035731.6,1105715582237070.6,1011681969142516.0,935499041355953.2,877042050941516.4,0.0297778012062054,0.0589728073984231,0.0539575699873851,0.0498943902695816,0.046776614874007,0.0189450655522823,0.0375193485317652,0.034328582334677,0.0317435289396517,0.0297599553763309
103,103,2.25,0.02,1230,500000.0,17.15,2.43,0.81,,1.2300000000000002,500000.0,100.0,1230.0,1.2295717572989815,0.0457931434090337,0.0299566271094887,-7.725723244645659e-06,-9.510795730928029e-06,528662122598353.0,1099694882647172.0,1007997695852534.6,932807212475633.8,874910922862268.1,1.0003483896588508,100.03483896588506,528846303014892.4,1100078004972177.0,1008348871825914.8,933132192862161.2,875215732780208.9,0.0284313794309106,0.0591414461718993,0.0542099835248465,0.050166249216863,0.0470525943751863,0.01808047096036,0.0376100358641823,0.0344739528120459,0.0319024060847907,0.0299223281894385
104,104,2.25,0.02,1240,500000.0,17.15,2.43,0.81,,1.24,500000.0,100.0,1240.0,1.2396120569692812,0.0464746206978631,0.0297146117960051,7.413116870974329e-06,-2.030457619155749e-06,499128728270814.1,1093923432089264.8,1004541474654378.0,930326262626262.8,872977496511859.8,1.0003130544502778,100.0313054450278,499284982740460.9,1094265889687944.0,1004855950833507.2,930617505402988.2,873250786002135.2,0.0270623053893144,0.0593115329071266,0.0544653245216113,0.0504414432687817,0.0473320453632253,0.0171989996234016,0.0376944616305982,0.0346145342187113,0.0320572231856551,0.0300810968860906
105,105,2.25,0.02,1250,500000.0,17.15,2.43,0.81,,1.25,500000.0,100.0,1250.0,1.2495233595559967,0.0457079435957774,0.0295842772151984,-1.3081180958262988e-07,6.672369362075227e-06,469595333943275.1,1088151981531358.0,1001085253456221.2,927845312776891.8,871044070161451.1,1.0003817228350111,100.0381722835011,469774589205456.0,1088567353990671.2,1001467390557258.2,928199492520136.8,871376567573332.8,0.0256691839369988,0.0594809431575661,0.0547216712989932,0.0507182041157786,0.0476133147798851,0.0163012616226885,0.0377734803862686,0.034751096196319,0.0322086871305846,0.0302369215497963
106,106,2.25,0.02,1260,500000.0,17.15,2.43,0.81,,1.26,500000.0,100.0,1260.0,1.2591655851786527,0.0459418777270978,0.0298875072022533,-1.5773672458912108e-06,-3.979765468988253e-06,438761775585696.5,1082380530973451.2,997629032258064.2,925364362927520.8,869110643811042.4,1.000663629965011,100.06636299650108,439052951047476.5,1083098831127349.6,998291088777835.8,925978462447312.8,869687411677185.6,0.02417473346067,0.0596366007598835,0.0549669941399772,0.0509853822109131,0.047885935674129,0.0153416426773182,0.037846267088591,0.0348828658034107,0.0323560761039574,0.0303891215833562
107,107,2.25,0.02,1270,500000.0,17.15,2.43,0.81,,1.2699999999999998,500000.0,100.0,1270.0,1.2695193517019103,0.045797688980463,0.0298243063553077,2.540778464841412e-06,-4.581016809719082e-07,407915084258117.44,1076609080415544.2,994172811059908.0,922883413078150.0,867146373543780.4,1.0003786808264803,100.03786808264806,408069553879358.2,1077016771631912.6,994549285241664.4,923232891331759.6,867474745249193.6,0.0226518681235514,0.0597850088200204,0.0552072533652605,0.0512484930643829,0.0481533683243259,0.014365078698919,0.0379137098993722,0.035010646142628,0.032500128998431,0.0305373014633518
108,108,2.25,0.02,1280,500000.0,17.15,2.43,0.81,,1.2799999999999998,500000.0,100.0,1280.0,1.278456411416346,0.0458478793636462,0.0293402410756592,-6.198447768194849e-06,3.1167759627028574e-07,377068392930538.4,1070837629857637.8,990716589861751.2,920371442802590.0,865154641112363.9,1.0012133052339016,100.12133052339018,377525891985219.9,1072136882758602.8,991918631485543.6,921488134291276.4,866204337766559.9,0.0211037988071139,0.0599327398405555,0.0554485180389118,0.0515114343203439,0.0484210552392802,0.0133722154107411,0.0379757935824169,0.0351344103589895,0.0326397158229013,0.0306815273872296
109,109,2.25,0.02,1290,500000.0,17.15,2.43,0.81,,1.2899999999999998,500000.0,100.0,1290.0,1.2894150969531892,0.0456379659365047,0.0296713375269435,-5.930522802150105e-06,1.2762607639589135e-06,346221701602959.2,1065066179299730.6,987195958874768.0,917831180474846.2,863162908680947.0,1.000453724926858,100.0453724926858,346378791019195.75,1065549426374032.4,987643874289003.4,918247623360075.4,863554547208555.0,0.0195280384395045,0.0600732224285377,0.0556810868382181,0.0517686860480021,0.0486852163865976,0.0123629855561016,0.0380316939406503,0.0352510813854377,0.0327741836361341,0.0308220730334889
110,110,2.25,0.02,1300,500000.0,17.15,2.43,0.81,,1.3000000000000005,500000.0,100.0,1300.0,1.2994984715676992,0.0455556724956614,0.0290599805207521,2.375465024320796e-06,1.0199913995695674e-05,315238465322183.94,1059123830945898.0,983640339854348.0,915290918147102.8,861171176249530.1,1.0003862659842389,100.03862659842387,315360231218261.6,1059532934454889.0,984020286658359.0,915644463894465.8,861503817381522.6,0.0179196287650531,0.0602055521599311,0.0559147174838128,0.0520294166781255,0.0489529974261988,0.0113330312994432,0.0380762021342432,0.0353625207113322,0.0329053138006357,0.0309596732893607
111,111,2.25,0.02,1310,500000.0,17.15,2.43,0.81,,1.3100000000000005,500000.0,100.0,1310.0,1.2670780395689782,0.0453655416586775,0.0288018793164994,3.1324514542623748e-06,7.484690701460217e-07,283290605017216.0,1053086184444181.4,980084720833928.2,912750655819359.2,859179443818113.6,1.0478232699083625,104.78232699083624,296838488083457.6,1103448209279623.2,1026955576971431.2,956401376791643.2,900268214259543.8,0.0162256527663124,0.0603161928393414,0.0561349867598084,0.0522783846031491,0.0492100587610341,0.010386723216259,0.0386109335324529,0.0359343675487153,0.0334655941974443,0.0315014296908853
112,112,2.25,0.02,1320,500000.0,17.15,2.43,0.81,,1.32,500000.0,100.0,1320.0,1.3188357042791268,0.0454909568860584,0.0288037038292969,3.2755721879351536e-07,-1.307087494247134e-07,251342744712248.0,1047048537942464.8,976529101813508.2,910210393491615.8,857178672566371.9,1.000886140126196,100.08861401261962,251565469603765.8,1047976369666010.4,977394443435023.8,911016967444569.0,857938252983452.2,0.0145057101320542,0.060428171909131,0.0563582931452397,0.0525308504221525,0.0494702378215132,0.0092725870549784,0.0386279251067093,0.0360263078954293,0.0335796647787063,0.0316232078715549
113,113,2.25,0.02,1330,500000.0,17.15,2.43,0.81,,1.33,500000.0,100.0,1330.0,1.3293078799626528,0.0450403868212599,0.0286166773733967,6.360589650116831e-06,5.954006313475117e-07,219394884407280.1,1041010891440748.0,972973482793088.8,907670131163872.0,855143274336283.1,1.0005209710205385,100.05209710205384,219509182784110.6,1041553227947253.6,973480373781376.0,908143000998416.4,855588779200620.6,0.012756896078696,0.0605304348584883,0.0565743437494051,0.0527772266353252,0.0497230093243774,0.0083034927108953,0.0393993979048046,0.0368243691920781,0.0343528170147555,0.0323648200112135
114,114,2.25,0.02,1340,500000.0,17.15,2.43,0.81,,1.34,500000.0,100.0,1340.0,1.3390521343597812,0.0450803277677661,0.0286062500696148,-1.9523203290933064e-05,-5.068192048261011e-06,187394743339831.28,1034973244939031.8,969417863772668.8,905094841516470.0,853107876106194.9,1.0007080220437898,100.070802204379,187527422949006.25,1035706028811181.4,970104232989863.8,905735668615984.2,853711895288208.9,0.0109785503449651,0.0606340694127677,0.0567934971550222,0.0530251228367554,0.0499794583380259,0.0071445085378062,0.039458818604419,0.0369594903303443,0.0345071462917843,0.0325251199467079
115,115,2.25,0.02,1350,500000.0,17.15,2.43,0.81,,1.35,500000.0,100.0,1350.0,1.3496763458236274,0.0452886498562473,0.0288660929807732,-3.1936087708869253e-06,-1.022270360849796e-07,154545490578297.78,1028935598437315.2,965862244752249.0,902484524549409.8,851072477876106.1,1.000239825980208,100.02398259802077,154582554602062.44,1029182363925780.8,966093883611842.2,902700963785132.0,851276587167340.8,0.0091199680695959,0.0607190786887743,0.0569970226812023,0.0532570055353713,0.0502231012635702,0.0059348355086056,0.0395130488946911,0.0370909143005578,0.0346570914636261,0.0326827728405134
116,116,2.25,0.02,1360,500000.0,17.15,2.43,0.81,,1.36,500000.0,100.0,1360.0,1.3591779582362278,0.0449893220195372,0.0283869086961428,8.477174456757117e-06,-8.138455601730587e-06,121696237816764.28,1022897951935598.2,962248170246618.8,899874207582349.1,849037079646017.9,1.000605371686906,100.06053716869062,121769909273541.58,1023517185394294.4,962830688044663.4,900418965949396.6,849551062655168.8,0.0072346791036477,0.0608099196063488,0.057204370937813,0.0534963220088203,0.0504741225245255,0.0047346542201493,0.0397963666897089,0.0374367559903443,0.0350100651504806,0.0330322207516551
117,117,2.25,0.02,1370,500000.0,17.15,2.43,0.81,,1.3700000000000003,500000.0,100.0,1370.0,1.3685256195049988,0.045070341917336,0.0282752877733718,4.453970675259778e-07,3.153604780247025e-06,88846985055230.84,1016860305433882.0,958601922566958.2,897263890615289.0,847001681415929.1,1.0010796563823776,100.10796563823776,88942909269700.7,1017958165152630.0,959636883250817.2,898232627301468.8,847916152187154.5,0.0053200867858587,0.060888786160163,0.0574003205396003,0.0537274479817547,0.0507177868793172,0.0034807284138634,0.039837193753433,0.0375548247066435,0.0351518052847473,0.0331826996409822
118,118,2.25,0.02,1380,500000.0,17.15,2.43,0.81,,1.3799999999999997,500000.0,100.0,1380.0,1.3797351285372996,0.0449518142200165,0.0284711058251187,6.002185265314506e-06,-3.1839446490582845e-06,55435637583892.57,1010798164135067.2,954955674887297.8,894653573648228.9,844931468531468.4,1.000191976771059,100.0191976771059,55446279938597.52,1010992213902810.2,955139004194267.2,894825326352514.0,845093675746563.2,0.0033430585383235,0.0609564096384695,0.0575888158194487,0.0539522841006416,0.0509537814171926,0.0021866548956639,0.0398708637704252,0.0376681606389801,0.0352895484205551,0.0333282634184344
119,119,2.25,0.02,1390,500000.0,17.15,2.43,0.81,,1.39,500000.0,100.0,1390.0,1.3894973463561429,0.0447616967632169,0.0282114898524388,-9.153097818677676e-06,5.61975309921075e-06,23450000000000.0,1004634903289258.0,951309427207637.2,892043256681168.2,842833566433566.4,1.0003618665185152,100.03618665185152,23458485769859.184,1004998447024090.4,951653674238091.6,892366057268828.6,843138559681939.6,0.0014242483478397,0.0610170405625527,0.0577782891251533,0.0541787264191784,0.0511899494454961,0.0009312059215959,0.0398943271208961,0.0377767578629373,0.0354232820017618,0.0334691517263471
120,120,2.25,0.02,1400,500000.0,17.15,2.43,0.81,,1.4,500000.0,100.0,1400.0,1.3543791354599963,0.0454114011644829,0.0279247186053667,-3.682373841627113e-06,4.9269340691028646e-06,23450000000000.0,998471642443448.8,947663179527976.8,889428006972690.1,840735664335664.2,1.047787699416659,104.77876994166591,24570621551320.66,1046186305168594.4,992949822699495.0,931931725222659.4,880912487551802.4,0.0014344421392883,0.0610767504821023,0.0579687845870737,0.0544065250773923,0.0514280027686838,0.0009373588465488,0.0399115661864664,0.037880616839201,0.0355528021622286,0.0336064397686248
121,121,2.25,0.02,1410,500000.0,17.15,2.43,0.81,,1.41,500000.0,100.0,1410.0,1.4093126319492513,0.04500760761563,0.02778474413527,-4.137811881125528e-06,-3.835207828580687e-06,23450000000000.0,992308381597639.8,944016931848316.0,886740615920976.1,838637762237762.1,1.0004879548577243,100.04879548577244,23461442541413.637,992792583292800.8,944477569495985.4,887173305312056.0,839046979607717.1,0.0014444232782984,0.0611221034383916,0.0581475493163999,0.0546195644967571,0.0516566271145558,0.0009434569550278,0.0399232513497123,0.0379803556510181,0.0356759744731919,0.0337406665045729
122,122,2.25,0.02,1420,500000.0,17.15,2.43,0.81,,1.42,500000.0,100.0,1420.0,1.3738169750639773,0.0448024185325245,0.0279206605685963,5.231906995655703e-07,-7.90049959945506e-07,23450000000000.0,986145120751830.2,940370684168655.8,884053224869262.0,836539860139860.1,1.0476537166651767,104.76537166651768,24567479655798.395,1033138600926884.8,985182842312267.0,926181646764117.6,876404093614091.6,0.001454293958268,0.0611575646518105,0.0583187805764997,0.0548261519707805,0.0518795251365391,0.0009494849701995,0.039928783394007,0.0380753872509335,0.0357951066042555,0.0338713016706019
123,123,2.25,0.02,1430,500000.0,17.15,2.43,0.81,,1.43,500000.0,100.0,1430.0,1.3838963835475984,0.0448491647434495,0.0278218913599041,4.1295280697338025e-06,-8.866121870256358e-06,23450000000000.0,979981859906021.2,936716078238405.8,881365833817547.9,834441958041958.0,1.0473097514061462,104.73097514061462,24559413670474.13,1026344558080707.8,981031883038005.0,923063032313327.0,873919199639781.0,0.0014643205583119,0.0611943532722013,0.0584926486424647,0.0550363373071533,0.0521062052826813,0.0009554425593637,0.0399282036826717,0.0381653904984764,0.0359102101491853,0.0339983522401748
124,124,2.25,0.02,1440,500000.0,17.15,2.43,0.81,,1.4399999999999995,500000.0,100.0,1440.0,1.3932758321274314,0.0451970253619542,0.0275824176366365,-7.859257266381838e-06,3.1985417612155226e-06,23450000000000.0,973818599060212.0,932988682494772.0,878678442765833.9,832318484895914.9,1.0475290830084614,104.75290830084614,24564556996548.41,1020103304090128.4,977332779031021.0,920441223409796.8,871877819254009.8,0.0014743441526674,0.0612257465792451,0.0586586954601765,0.0552441119047679,0.0523293770304213,0.0009613216635579,0.0399212330768529,0.0382474299503872,0.0360210073489181,0.0341205027936095
125,125,2.25,0.02,1450,500000.0,17.15,2.43,0.81,,1.4499999999999995,500000.0,100.0,1450.0,1.449077339248197,0.0443180219418106,0.0276187102826726,3.125661422901984e-06,3.0777276766855866e-06,23450000000000.0,967655338214402.8,929261286751138.0,875991051714119.9,830174174362185.0,1.0006371852204932,100.06371852204931,23464941993420.566,968271913894444.2,929853398309032.0,876549220265556.2,830703149076523.8,0.0014842013070403,0.0612450028888026,0.058814960186698,0.0554433715952997,0.0525435221603208,0.0009671299542211,0.039908250019153,0.0383247942735652,0.0361278117587379,0.0342382222279946
126,126,2.25,0.02,1460,500000.0,17.15,2.43,0.81,,1.4600000000000002,500000.0,100.0,1460.0,1.4591638313160047,0.0445972655787344,0.027466843452579,1.6497511486871353e-05,3.2339328437587377e-06,23450000000000.0,961492077368593.8,925533891007504.0,873303660662405.8,828029863828455.1,1.000573345338683,100.05733453386829,23463444948192.12,962043344369333.2,926064541549706.2,873804365245501.1,828504610891171.2,0.0014939434938405,0.0612543638961205,0.0589635537227962,0.0556360904901373,0.0527518050222678,0.0009728716099884,0.0398894816759359,0.0383976821596299,0.0362308033414677,0.0343525265134875
127,127,2.25,0.02,1470,500000.0,17.15,2.43,0.81,,1.4700000000000002,500000.0,100.0,1470.0,1.4693273554047892,0.0445710290633694,0.0274910168362616,-1.608334890473955e-05,-2.249929137011217e-07,23450000000000.0,955324722502522.8,921806495263870.0,870601899077590.9,825885553294725.2,1.0004578976767526,100.04578976767527,23460737700519.85,955762163473501.0,922228588316467.0,871000545664555.2,826263724370842.8,0.0015037893768827,0.0612625658495843,0.0591131264443208,0.0558295047900565,0.0529619582757159,0.0009785429932983,0.039864661557762,0.0384659823930642,0.0363292702897485,0.0344633058184594
128,128,2.25,0.02,1480,500000.0,17.15,2.43,0.81,,1.4800000000000002,500000.0,100.0,1480.0,1.478568423431534,0.0443923004722087,0.0273666272808494,4.035466032126384e-06,-2.207703330486672e-06,23450000000000.0,949068415741675.0,918079099520236.2,867834671730873.8,823741242760995.6,1.0009704159917323,100.09704159917324,23472756255006.125,949989406909559.0,918970018160086.0,868676832374501.2,824540614436020.2,0.0015135743947393,0.0612573839199353,0.0592571862421846,0.056014172196116,0.0531681728330001,0.0009841321800731,0.0398297982525537,0.0385292616499106,0.0364206408287221,0.0345701605566953
129,129,2.25,0.02,1490,500000.0,17.15,2.43,0.81,,1.49,500000.0,100.0,1490.0,1.4894666779121963,0.0447075573987261,0.0274442429954751,7.551558529144708e-06,9.38334558301462e-06,23450000000000.0,942812108980827.2,914351703776602.2,865067444384156.1,821596932227265.8,1.0003581845084055,100.03581845084057,23458399426722.11,943149809672601.6,914679210392129.4,865377298141460.8,821891215520543.2,0.0015234093821618,0.0612489898693946,0.0594000837581687,0.0561983736024605,0.0533743486102562,0.0009898273606009,0.0397962141311394,0.0385948969556624,0.0365146023546559,0.0346797067336652
130,130,2.25,0.02,1500,500000.0,17.15,2.43,0.81,,1.5,500000.0,100.0,1500.0,1.4515667222959967,0.0443104103390242,0.0273581313021959,5.945469105400534e-06,-9.970244595912668e-06,23450000000000.0,936555802219979.8,910624308032968.2,862300217037439.0,819445290227773.9,1.0474114244888797,104.74114244888796,24561797904264.227,980959246916554.4,953798303651011.8,903183098664254.2,858296358728175.8,0.0015329009697104,0.0612216331518531,0.0595265196087695,0.0563676263913954,0.053566246482508,0.0009958594330608,0.0397730460651865,0.038671804141967,0.0366196079005176,0.0347996725863796
131,131,2.25,0.02,1510,500000.0,17.15,2.43,0.81,,1.51,500000.0,100.0,1510.0,1.5088276243257723,0.044354049844323,0.0268833486574752,1.732839126488321e-05,-6.308086674705699e-06,23450000000000.0,930299495459132.2,906896912289334.2,859532989690721.8,817255723732549.8,1.0007775842197764,100.07775842197763,23468234349953.76,931022881666467.4,907602101017294.8,860201348979882.5,817891208886846.2,0.0015425529858653,0.0611955763099992,0.0596561424274605,0.056540519390071,0.0537594992264035,0.0010018584581206,0.0397453483203011,0.0387455156597241,0.0367219784970295,0.0349157594570973
132,132,2.25,0.02,1520,500000.0,17.15,2.43,0.81,,1.5199999999999998,500000.0,100.0,1520.0,1.5190105708117017,0.0442452950038102,0.0266223867144637,1.0242345050632324e-05,-5.131436954322435e-06,23450000000000.0,924043188698284.8,903080747748774.8,856765762344004.2,815066157237325.6,1.0006516327516275,100.06516327516276,23465280788025.668,924645325503958.8,903669224741372.0,857324058975220.8,815597281040124.5,0.0015520832716489,0.0611595725142799,0.0597721331142516,0.056706686885108,0.0539467184620613,0.0010078045761633,0.039712364782206,0.0388114673870473,0.0368210002554538,0.0350288871274915
133,133,2.25,0.02,1530,500000.0,17.15,2.43,0.81,,1.5299999999999998,500000.0,100.0,1530.0,1.529542275227027,0.0440953570059576,0.0267298224335892,4.615814042670173e-06,7.936938942811061e-06,23450000000000.0,917786881937437.0,899262213609939.8,853998534997287.0,812876590742101.2,1.0002993842058978,100.0299384205898,23457020559628.31,918061652834269.4,899531438513655.2,854254208670525.2,813119953154713.8,0.0015616620241546,0.0611203803747972,0.0598867227612743,0.0568723701828981,0.054133838042057,0.0010200708177095,0.0399235656776592,0.039117745909274,0.0371487839623677,0.0353599867213357
134,134,2.25,0.02,1540,500000.0,17.15,2.43,0.81,,1.5399999999999998,500000.0,100.0,1540.0,1.5392730582210106,0.0440958453900114,0.0268625131857844,-9.337924215668956e-06,4.247234651086671e-06,23450000000000.0,911530575176589.2,895443679471104.4,851231307650569.9,810687024246877.2,1.0004723768257289,100.04723768257288,23461077236563.34,911961161096246.0,895866666314031.9,851633409593638.8,811069974010050.8,0.0015709432135308,0.0610645104903839,0.0599868303353601,0.0570249912963165,0.0543088818353143,0.0010257823504193,0.0398734318074148,0.0391697365542069,0.0372357378043695,0.0354621936540107
135,135,2.25,0.02,1550,500000.0,17.15,2.43,0.81,,1.5500000000000005,500000.0,100.0,1550.0,1.5497264800480253,0.0443683267326386,0.0267338672823515,3.664114197604037e-06,-7.103188216885004e-06,23450000000000.0,905274268415741.8,891625145332269.6,848430566801619.6,808497457751653.1,1.0001765026484668,100.01765026484668,23454138987106.543,905434051721706.0,891782519531860.2,848580317043700.2,808640159694225.2,0.001580328850571,0.0610077204288714,0.0600878866125045,0.0571769425340292,0.0544857935223165,0.0010314402336464,0.0398181792293774,0.0392178272164867,0.0373179284458293,0.0355614842953505
136,136,2.25,0.02,1560,500000.0,17.15,2.43,0.81,,1.5600000000000005,500000.0,100.0,1560.0,1.5090008634331675,0.0438691790864975,0.0266558673265387,1.92027717257965e-05,3.977409982757658e-06,23450000000000.0,899017961654894.1,887806611193434.2,845621862348178.1,806307891256429.1,1.047819354606712,104.7819354606712,24571363865527.4,942008420361073.0,930260950356276.6,886058954046993.9,844865014230610.5,0.0015895867458638,0.0609410249953173,0.0601810499805296,0.0573215055181835,0.0546565602143575,0.0010370278648723,0.0397572143819576,0.0392614155405339,0.0373958820639807,0.0356573028102096
137,137,2.25,0.02,1570,500000.0,17.15,2.43,0.81,,1.57,500000.0,100.0,1570.0,1.519217302884884,0.043845090905283,0.0268195685781107,2.5836339592714954e-06,-4.434149339066643e-07,23450000000000.0,892752658086178.0,883988077054599.2,842813157894736.9,804098029217199.8,1.047458007603727,104.74580076037272,24562890278307.4,935120920521879.6,925940389937060.4,882811391150626.5,842258919601931.4,0.0015988326184039,0.060868318546484,0.0602707450693014,0.05746341868069,0.0548238020258775,0.0010425604751763,0.0396907733658554,0.0393011100070066,0.0374705196750384,0.0357492888455898
138,138,2.25,0.02,1580,500000.0,17.15,2.43,0.81,,1.58,500000.0,100.0,1580.0,1.5785046010419364,0.0435331957565879,0.026572582550412,-8.197954751059197e-06,-5.0266651252981184e-06,23450000000000.0,886429210968103.0,880169542915764.1,840004453441295.6,801851612458654.9,1.0009489674408116,100.09489674408115,23472253286487.04,887270403427896.2,881004795154385.4,840801590317748.0,802612543531240.5,0.0016077696564839,0.0607750101499183,0.0603458372563485,0.0575920542240664,0.0549762341796933,0.0010480259570778,0.0396162397529474,0.0393364830535213,0.0375414273461611,0.0358363029245802
139,139,2.25,0.02,1590,500000.0,17.15,2.43,0.81,,1.59,500000.0,100.0,1590.0,1.5890895438310282,0.0437199890132143,0.0270468254995259,-4.603362108405573e-06,3.4990382508314885e-06,23450000000000.0,880105763850028.0,876351008776929.1,837195748987854.1,799605195700110.1,1.0005732521147903,100.05732521147908,23463442762091.84,880610286340394.2,876853378846009.4,837675673221455.2,800063571069542.8,0.0016169298669111,0.0606852578085168,0.0604263590613684,0.0577265164601053,0.0551345638663029,0.0010534212606913,0.03953612466084,0.0393674534956932,0.0376085203131897,0.0359198769002062
140,140,2.25,0.02,1600,500000.0,17.15,2.43,0.81,,1.6,500000.0,100.0,1600.0,1.598175852818258,0.043990685288959,0.0263366900240992,1.2012828352288465e-05,8.398330344024304e-07,23450000000000.0,873782316731953.0,872521538623892.0,834387044534413.0,797358778941565.8,1.0011426429271133,100.11426429271135,23476794976640.81,874780737916003.8,873518519188754.6,835340450989325.2,798269875310694.9,0.0016258368481093,0.0605811295423957,0.0604937171967508,0.0578497740976172,0.055282528100925,0.0010587624444093,0.0394510832215251,0.0393941593617577,0.0376723951750417,0.0360005769664565
141,141,2.25,0.02,1610,500000.0,17.15,2.43,0.81,,1.61,500000.0,100.0,1610.0,1.609277034192837,0.0438355191432525,0.0268912770731373,2.4142233036587558e-06,8.955926721808932e-07,23450000000000.0,867458869613878.1,868648596454200.1,831578340080971.8,795112362183021.0,1.0004493323833994,100.04493323833996,23460536844390.727,867848646975262.9,869038908398381.6,831951995158503.8,795469631915791.2,0.0016345465810209,0.0604649010449375,0.06054782914469,0.057963903310471,0.0554220977882243,0.0010640470086439,0.0393610667519965,0.0394150507727023,0.0377329827384337,0.0360783339239522
