,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
186,186,2.25,0.02,2060,500000.0,17.15,2.43,0.81,,2.06,172.1,0.0344199999999999,2060.0,0.1411810556949603,0.0125220432255682,0.0050179289506228,2.7976843319285448e-05,7.155144439585114e-05,8071490000.0,201717409877.10892,237843725540.16617,240746144818.13388,237138439372.17084,15.714316060291996,0.5373448905224929,126007376827.52458,3149094117573.968,3713077009350.449,3758387880041.0337,3702066494570.4233,7.097392874929006e-07,1.773734103134523e-05,2.0913986921811786e-05,2.1169201385355745e-05,2.0851969958109715e-05,4.3258818989634803e-07,1.081096169472034e-05,1.2747136738027836e-05,1.290269070659824e-05,1.2709337215663062e-05
187,187,2.25,0.02,2070,500000.0,17.15,2.43,0.81,,2.07,112.8,0.0225599999999999,2070.0,0.1461351984879756,0.0126949152004014,0.0046088522868817,0.000300712945056,-4.74626112094189e-05,5290320000.0,130877702511.97664,154994865817.17453,157115070616.7633,154879983389.09668,15.385830689135464,0.3444738802890866,80779124927.79082,1998402040231.4424,2366652608729.0967,2399026508300.103,2364898442249.6187,4.674797483861605e-07,1.1565023559946773e-05,1.369613952905674e-05,1.3883491675285867e-05,1.3685987929801527e-05,2.842363155745632e-07,7.031747787065433e-06,8.327505631577577e-06,8.441419194556494e-06,8.321333271856219e-06
188,188,2.25,0.02,2080,500000.0,17.15,2.43,0.81,,2.08,75.1,0.0150199999999999,2080.0,0.1741972226993211,0.0157706646336974,0.0060284749283782,-7.548118278719001e-05,-2.7581127831732584e-05,3522190000.0,86247277113.10144,102596141791.3204,104152781402.21402,102750937600.86598,12.054968706787683,0.1800420143560788,42219852366.5005,1033830459665.095,1229801333773.0503,1248460490309.119,1231656843051.643,3.1283620445680813e-07,7.660367787313345e-06,9.112452079504284e-06,9.250710727555376e-06,9.126200836250529e-06,1.897046863470622e-07,4.645266908664514e-06,5.525814592324991e-06,5.609654995352648e-06,5.534151874100728e-06
189,189,2.25,0.02,2090,500000.0,17.15,2.43,0.81,,2.09,100.7,0.0201399999999999,2090.0,0.149030006338785,0.0134482677722351,0.0055740380143917,0.0002217818511666,1.8446187529591478e-05,4722830000.0,114455779408.45654,136769345263.15788,139051103974.6969,137283846480.83624,18.366450744034303,0.3795496912017793,89004402586.81726,2156983899242.2373,2577495668346.63,2620496701830.324,2587191734796.1206,4.216186693516008e-07,1.0217749403174326e-05,1.2209736399138287e-05,1.2413434620700469e-05,1.225566719037518e-05,2.549807529302517e-07,6.179350264732595e-06,7.384036823891088e-06,7.507226638953957e-06,7.4118142175019425e-06
190,190,2.25,0.02,2100,500000.0,17.15,2.43,0.81,,2.1000000000000005,105.5,0.0211,2100.0,0.1579528758547659,0.0141042701918149,0.0046998995016454,-0.0003729851960971,-9.04501634095526e-05,4947950000.0,118663310372.839,142450873314.86612,145045159515.0237,143309160810.56296,14.26999230924451,0.3023537068323701,70901944252.1908,1700392974228.81,2041258274325.0293,2078433252960.182,2053557156118.9543,4.4394569283264667e-07,1.0646846782462511e-05,1.2781142018085026e-05,1.3013909565157076e-05,1.2858150281492448e-05,2.6776504840708494e-07,6.421626541522888e-06,7.708922884990076e-06,7.849316213533621e-06,7.755370280948497e-06
191,191,5.0,0.02,200,500000.0,17.15,2.43,0.81,,0.1999999999999999,137.0,0.0273999999999999,200.0,0.0033735579179079,0.0146077794081123,0.0051893500332456,0.0007057818465846,-3.843543064682095e-05,616215747635.9939,404150000000.0,327704000000.0,283316000000.0,252655400000.0,65.29666201801346,1.7786315550865914,40000758156447.234,26234815437527.223,21272433398835.637,18391050279595.355,16400761569453.46,5.121655501106518e-06,3.359078502477552e-06,2.723700263703832e-06,2.354770963770704e-06,2.0999364658539325e-06,3.038644073690876e-06,1.9929188877328114e-06,1.6159532133752151e-06,1.3970699185869331e-06,1.245878309409102e-06
192,192,5.0,0.02,210,500000.0,17.15,2.43,0.81,,0.21,159.5,0.0318999999999999,210.0,0.0035836851989386,0.0169148554397809,0.0047321249475917,0.0010130072885047,4.0307800065102025e-05,716116075396.4485,470525000000.0,381524000000.0,329846000000.0,294149900000.0,68.36332384652279,2.156428508362308,48409188723555.91,31807320498344.043,25790884960013.2,22297470776466.258,19884427275608.84,6.27005236874871e-06,4.119746074925381e-06,3.340485630922546e-06,2.8880118247273517e-06,2.5754697326703013e-06,3.65022670246528e-06,2.3983862088651477e-06,1.944725359866248e-06,1.6813093830281771e-06,1.4993572360641031e-06
193,193,5.0,0.02,220,500000.0,17.15,2.43,0.81,,0.22,168.8,0.0337599999999999,220.0,0.00374337585595,0.0155944493711869,0.0053796678529789,0.0009984158536372,2.977133589243383e-05,756267919096.0022,497960000000.0,403769600000.0,349078400000.0,311300960000.0,71.66185468656428,2.440634250021558,54673382273052.016,35999355187817.98,29189985630257.84,25236158145222.91,22505088419448.785,6.960380031430164e-06,4.583019790914845e-06,3.716129945718071e-06,3.2127745517328462e-06,2.8650864740356463e-06,4.004489788970387e-06,2.636731884249821e-06,2.1379873447883297e-06,1.848393741230044e-06,1.6483596409944138e-06
194,194,5.0,0.02,230,500000.0,17.15,2.43,0.81,,0.23,194.7,0.0389399999999999,230.0,0.0034465288670758,0.0159370038593954,0.0056388592858987,0.0002787812980561,-6.534461479383363e-06,870578865822.3363,574365000000.0,465722400000.0,402639600000.0,359065740000.0,68.91959120910536,2.669998094441536,59692961294471.29,39382471893012.66,31933177209520.773,27607780296525.49,24620052428845.4,8.397826887063322e-06,5.540472011610338e-06,4.492477644668449e-06,3.883964786444128e-06,3.4636401640039944e-06,4.7891368002461e-06,3.1596362676172555e-06,2.5619830346238904e-06,2.2149585767567744e-06,1.975254645674489e-06
195,195,5.0,0.02,240,500000.0,17.15,2.43,0.81,,0.24,208.2,0.0416399999999999,240.0,0.004328731604184,0.0181500950484206,0.0047791934064821,0.0004929482571172,-8.6996959006691e-06,928625089453.7052,614190000000.0,498014400000.0,430557600000.0,383962440000.0,58.57216154955027,2.4461759136505736,54552841657859.34,36081094726345.97,29256263927260.867,25293458947146.934,22556188099771.94,9.376503647530016e-06,6.201592914815988e-06,5.028545848216897e-06,4.347421745030327e-06,3.8769415774588645e-06,5.297589675819235e-06,3.503810784291354e-06,2.841056066449125e-06,2.456230746411702e-06,2.19041621979326e-06
196,196,5.0,0.02,250,500000.0,17.15,2.43,0.81,,0.25,232.5,0.0464999999999999,250.0,0.0048952836817476,0.0166649970919136,0.005819267696941,0.0004359492803176,6.91277543181001e-06,1034440871284.8477,685875000000.0,556140000000.0,480810000000.0,428776500000.0,51.79391646725577,2.3998509746729604,53387181359021.234,35397801876426.164,28702217657088.605,24814459078118.41,22129025837459.363,1.0908326848641388e-05,7.232649912622904e-06,5.864575793557282e-06,5.070210176035309e-06,4.521509480969206e-06,6.110105559863245e-06,4.0512404016538685e-06,3.2849379799173065e-06,2.839988186650916e-06,2.532643236857649e-06
197,197,5.0,0.02,260,500000.0,17.15,2.43,0.81,,0.2599999999999999,239.6,0.04792,260.0,0.0048110780293256,0.017561275347302,0.0047293222544967,0.0004793132728718,1.7998622022682893e-05,1063401047665.286,706820000000.0,573123200000.0,495492800000.0,441870320000.0,60.2061571319305,2.8910787753961307,64156431524188.61,42643411937092.92,34577302153737.72,29893754537595.99,26658637387927.715,1.1685299512200297e-05,7.766969403826583e-06,6.297827394560403e-06,5.444777195631654e-06,4.8555406693345725e-06,6.493378077789092e-06,4.316009940952696e-06,3.499625687714863e-06,3.0255961213187026e-06,2.6981645874932068e-06
198,198,5.0,0.02,270,500000.0,17.15,2.43,0.81,,0.27,260.3,0.0520599999999999,270.0,0.0052609506275927,0.0166504459299799,0.0059405126794483,0.0005608581521059,-5.326197308555323e-05,1152298924375.2678,767885000000.0,622637600000.0,538300400000.0,480045260000.0,52.530718737701726,2.7267095354584363,60353139930705.77,40218965648011.94,32611446044082.9,28194176596640.24,25142988626462.25,1.3185059834068493e-05,8.786443739998161e-06,7.124465568161221e-06,6.159445984513965e-06,5.492867642476138e-06,7.26347159581745e-06,4.840333327029872e-06,3.924771972289985e-06,3.393155701795856e-06,3.0259466853249125e-06
199,199,5.0,0.02,280,500000.0,17.15,2.43,0.81,,0.2800000000000001,264.8,0.0529599999999999,280.0,0.004694627773415,0.0167165046305025,0.005845501078849,0.0002813754126837,-2.5456530049625816e-06,1169395248054.1003,781160000000.0,633401600000.0,547606400000.0,488344160000.0,62.70091858414641,3.3179421532723774,73262571513502.78,48939646760767.56,39682588153137.625,34307521864836.37,30594744595324.586,1.3906690521359683e-05,9.28971653146546e-06,7.532543031615383e-06,6.512248741379855e-06,5.807489907569017e-06,7.612160029514657e-06,5.0849487703584126e-06,4.123117782609262e-06,3.564635273593627e-06,3.1788686516254187e-06
200,200,5.0,0.02,290,500000.0,17.15,2.43,0.81,,0.29,253.7,0.0507399999999999,290.0,0.0060824503949731,0.0160860411089246,0.0056670316981327,0.000565333650168,-2.7974946552704083e-05,1117372907146.3716,748415000000.0,606850400000.0,524651600000.0,467873540000.0,48.72400293926237,2.4731143781383134,54461785620928.2,36478437077540.12,29578447962534.22,25572002669950.16,22804587680813.383,1.3788560928260211e-05,9.235561164158462e-06,7.48863128971764e-06,6.474284911010067e-06,5.773634542013909e-06,7.5293148194199e-06,5.043125812820496e-06,4.089205743819195e-06,3.535316671495859e-06,3.1527229233910367e-06
201,201,5.0,0.02,300,500000.0,17.15,2.43,0.81,,0.2999999999999999,279.6,0.05592,300.0,0.0056237216461397,0.0137731496197934,0.0058931838605625,0.0003534559891943,3.694608369510464e-05,1227661455202.952,824820000000.0,668803200000.0,578212800000.0,515638320000.0,57.82222114611843,3.2047376368716,70356453340941.67,47269880143856.09,38328662136984.336,33136987165252.336,29550885749593.023,1.569140985441125e-05,1.0542473758757756e-05,8.548338044389342e-06,7.390452790885099e-06,6.5906542731868e-06,8.55280763557606e-06,5.746312848772808e-06,4.659383164157477e-06,4.028262702122769e-06,3.592322086680275e-06
202,202,5.0,0.02,310,500000.0,17.15,2.43,0.81,,0.31,299.5,0.0598999999999999,310.0,0.0064684861755324,0.0156165647756127,0.0053203029504146,0.0005009271377525,4.5628210306343376e-05,1311221685455.3745,883525000000.0,716404000000.0,619366000000.0,552337900000.0,50.90972061821663,3.045502994897201,66666603840208.65,44921169174733.7,36424215818970.52,31490500967237.05,28082583115947.09,1.7353254229183856e-05,1.1692938053808192e-05,9.481189093121762e-06,8.196947761110286e-06,7.309869952146802e-06,9.434335502326704e-06,6.3570267081102856e-06,5.154578944338917e-06,4.456383468600702e-06,3.974111408507455e-06
203,203,5.0,0.02,320,500000.0,17.15,2.43,0.81,,0.3199999999999999,317.9,0.06358,320.0,0.0068651496110759,0.0156027317125487,0.0058045884188156,0.0005865869018095,6.650530297442386e-05,1387763052092.2383,937805000000.0,760416800000.0,657417200000.0,586271180000.0,47.24148266676464,3.003965468175525,65567667293094.6,44308490655588.99,35927426999379.27,31061002940934.93,27699565582046.52,1.898928835770026e-05,1.2832341617284582e-05,1.040507157577787e-05,8.99568897103204e-06,8.022170986642788e-06,1.0303538935111053e-05,6.962795497742932e-06,5.645765027322404e-06,4.881037657400806e-06,4.352809307436446e-06
204,204,5.0,0.02,330,500000.0,17.15,2.43,0.81,,0.33,346.1,0.0692199999999999,330.0,0.0064234945532347,0.0165466334897689,0.0059492758405132,0.0001668052046608,1.0159608616531029e-05,1505753935507.361,1020086874321.0498,827871200000.0,715734800000.0,638277620000.0,52.457901684932175,3.6356836986723686,79087619727475.84,53578636524107.04,43482777036121.52,37592969444272.29,33524639385457.902,2.127633155858414e-05,1.4413846807779636e-05,1.1697835697881071e-05,1.011334624716474e-05,9.018874830281051e-06,1.152518530954972e-05,7.80784295571378e-06,6.336605714548141e-06,5.478302933815031e-06,4.885438235271606e-06
205,205,5.0,0.02,340,500000.0,17.15,2.43,0.81,,0.3399999999999999,350.6,0.0701199999999999,340.0,0.0072257205996435,0.0159596886633108,0.0056403675102795,0.0002636625773405,8.01577782295059e-06,1520108820791.6443,1031887364055.4452,838635200000.0,725040800000.0,646576520000.0,48.78938102006456,3.4369743689685834,74509056690016.23,50578585594996.0,41106213452864.25,35538314975135.15,31692340656259.305,2.214909569417265e-05,1.5035352508624335e-05,1.2219527341225542e-05,1.0564373972263553e-05,9.421092108147215e-06,1.1983892442738787e-05,8.134961796630918e-06,6.611443797991266e-06,5.715913785219872e-06,5.097334720842596e-06
206,206,5.0,0.02,350,500000.0,17.15,2.43,0.81,,0.35,369.3,0.0738599999999999,350.0,0.0070275363542463,0.0155744391875024,0.0051727053733038,0.0006074523379856,-1.680388810694571e-05,1595419294382.3518,1085200515121.512,883365600000.0,763712400000.0,681063060000.0,51.05874406613092,3.767380371723137,81377624347745.03,55352871920560.83,45057869245808.73,38954713043617.234,34739014407659.05,2.3965928723716585e-05,1.630156930401881e-05,1.3269663392643828e-05,1.1472267515044916e-05,1.0230732955147888e-05,1.294384330611934e-05,8.804372288158174e-06,7.1668594887105805e-06,6.196097584721355e-06,5.525552788076944e-06
207,207,5.0,0.02,360,500000.0,17.15,2.43,0.81,,0.3599999999999999,392.7,0.0785399999999999,360.0,0.0075363613982403,0.0174200743299458,0.0060574516889549,0.0002364120676643,-3.099953350496486e-05,1690387362999.0527,1152194878217.8218,939338400000.0,812103600000.0,724217340000.0,49.700768804962266,3.8898840712692335,83720535747451.22,57065247055990.55,46523013492380.02,40221401296923.87,35868621021173.59,2.6139461770752832e-05,1.781707236511614e-05,1.4525546471808244e-05,1.255803934101148e-05,1.1199002008072223e-05,1.410125016057604e-05,9.61163610609236e-06,7.835982481751823e-06,6.774586861313867e-06,6.041437664233577e-06
208,208,5.0,0.02,370,500000.0,17.15,2.43,0.81,,0.37,397.2,0.0794399999999999,370.0,0.0079209626522128,0.017025681795108,0.0055242235277131,0.000611009812185,3.899681042808682e-06,1703665430667.2085,1163705904102.2002,950102400000.0,821409600000.0,732516240000.0,47.464600224416735,3.7743990849079,80945534271142.16,55290665905655.39,45141813055498.48,39027286537947.67,34803733961935.742,2.711294604932083e-05,1.851977203226019e-05,1.5120383761289208e-05,1.3072305024392178e-05,1.1657613600572556e-05,1.4601052704958034e-05,9.973396732134626e-06,8.142734464051558e-06,7.039788825944242e-06,6.277939338881222e-06
209,209,5.0,0.02,380,500000.0,17.15,2.43,0.81,,0.3799999999999999,419.8,0.08396,380.0,0.0073515332752037,0.0145408577624876,0.0056378174565232,0.0004598730336117,4.492178356442831e-05,1794162136256.598,1228188106602.2544,1004161600000.0,868146400000.0,774195160000.0,53.25414520093578,4.462512925584046,95360549352531.56,65278767279194.33,53371654589985.18,46142383650539.016,41148831686810.48,2.934670746925973e-05,2.008919726557283e-05,1.6424845966568333e-05,1.4200075860728807e-05,1.266333650984336e-05,1.578631568244215e-05,1.0806473270413053e-05,8.835328587894731e-06,7.638570033347118e-06,6.81192014289108e-06
210,210,5.0,0.02,390,500000.0,17.15,2.43,0.81,,0.39,418.2,0.08364,390.0,0.0082714520995863,0.0151785576617247,0.00561372662065,0.000286043464648,1.5249395128516168e-05,1780113706513.314,1221782801825.0952,1000334400000.0,864837600000.0,771244440000.0,48.38897123070898,4.034010266011962,85856013471345.19,58927359701091.48,48246762781503.055,41711666150563.69,37197608662896.3,2.991429971290677e-05,2.053170917348785e-05,1.6810332365421257e-05,1.4533347546693637e-05,1.2960541366350287e-05,1.6067023246173623e-05,1.1027617284711988e-05,9.028859223958192e-06,7.805886653488939e-06,6.961129674257401e-06
211,211,5.0,0.02,400,500000.0,17.15,2.43,0.81,,0.3999999999999999,450.9,0.09018,400.0,0.0094364017499173,0.0159658460706956,0.0057133767452131,0.0004122840702871,-2.482660617710102e-05,1911413070483.8103,1315030819619.772,1078552800000.0,932461200000.0,831549780000.0,43.103958754250336,3.888408248398804,82416881230500.47,56701892724641.39,46505362650849.695,40206141288443.64,35855012458485.375,3.297375603504788e-05,2.2685575449024163e-05,1.8606096948534505e-05,1.608587311436846e-05,1.4345051836324135e-05,1.7739003178445047e-05,1.2204235834321144e-05,1.0009584972900736e-05,8.653771623728563e-06,7.717256106615191e-06
212,212,5.0,0.02,410,500000.0,17.15,2.43,0.81,,0.41,471.9,0.0943799999999999,410.0,0.0091860552598518,0.0154411723480052,0.0058725701919468,0.0005152847068784,-6.37149196934763e-05,1991956406471.4707,1373953471761.7507,1128784800000.0,975889200000.0,870277980000.0,46.34997893018426,4.360058877839252,92022115006407.22,63472324987210.05,52146304178957.45,45083008796857.87,40204102912555.75,3.5260234611676384e-05,2.4320774090464757e-05,1.998096782880788e-05,1.727451566470514e-05,1.5405058892093434e-05,1.9052485451803146e-05,1.314146657384196e-05,1.0796499316123233e-05,9.334097234842323e-06,8.32395653795755e-06
213,213,5.0,0.02,420,500000.0,17.15,2.43,0.81,,0.42,470.2,0.0940399999999999,420.0,0.0097183923755096,0.0149854607237579,0.005536094760558,0.0003042525496906,-1.033036892136863e-05,1976096845631.18,1366754370194.9524,1124718400000.0,972373600000.0,867142840000.0,43.843256257704205,4.134292753217774,86875402685553.89,60086800171477.2,49446141328484.58,42748587068271.78,38122313477421.09,3.585127460250187e-05,2.479629798932137e-05,2.040516804529749e-05,1.764125732344282e-05,1.5732111584087644e-05,1.946203165016526e-05,1.3460786028550984e-05,1.107704065553104e-05,9.576638827607944e-06,8.540250157579579e-06
214,214,5.0,0.02,430,500000.0,17.15,2.43,0.81,,0.43,478.9,0.0957799999999999,430.0,0.010183299872068,0.0151326698262614,0.0053835944357047,0.0003251774460273,9.428943342447738e-06,2003815808495.2483,1389862721495.0112,1145528800000.0,990365200000.0,883187380000.0,42.85512023335397,4.091141944846619,85590884358756.0,59366524091531.77,48930057660365.56,42302407709714.04,37724419873430.67,3.7247350427343614e-05,2.583506109391437e-05,2.1293330683050957e-05,1.8409116995212945e-05,1.641687309602114e-05,2.0303257721015788e-05,1.4082502449432348e-05,1.16068384901661e-05,1.003467474818708e-05,8.948717200486755e-06
215,215,5.0,0.02,440,500000.0,17.15,2.43,0.81,,0.44,506.6,0.10132,440.0,0.0109453061609257,0.0155896658066361,0.0060397234016679,0.00030862762399,1.0634081572366642e-05,2109729025214.859,1467903772275.02,1211787200000.0,1047648800000.0,934271720000.0,40.75410150488677,4.12588448557125,85910957894723.1,59774984211814.24,49345578447432.17,42661645580806.734,38044780841452.52,4.015486055041413e-05,2.793888246910164e-05,2.306416864498571e-05,1.99400922900629e-05,1.7782165474532877e-05,2.1973254023807683e-05,1.5288514347201383e-05,1.2621008504012454e-05,1.0911473907315117e-05,9.730628713670474e-06
216,216,5.0,0.02,450,500000.0,17.15,2.43,0.81,,0.45,504.7,0.1009399999999999,450.0,0.0105152145770886,0.0152252607029088,0.0060951808132091,0.0002343444144432,-2.058843219837479e-05,2091779139640.6,1459182905686.223,1207242400000.0,1043719600000.0,930767740000.0,43.46378939481668,4.363748139054947,90429931919166.06,63082095197434.55,52190427743097.17,45121155757828.14,40238121590225.664,4.073314424227421e-05,2.841461923336224e-05,2.350859031084816e-05,2.032431637242224e-05,1.812480863347248e-05,2.237807251860774e-05,1.56104916922393e-05,1.2915205751301158e-05,1.1165821694686789e-05,9.957450855580937e-06
217,217,5.0,0.02,460,500000.0,17.15,2.43,0.81,,0.4600000000000001,506.9,0.1013799999999999,460.0,0.0106176670780768,0.016456637344417,0.0059424363614286,0.0003755358353956,5.50523697714578e-05,2090758679769.2024,1462443419782.196,1212504800000.0,1048269200000.0,934824980000.0,45.03029152396922,4.572173117139935,94291878379046.48,65955262273292.06,54683190480993.625,47276270031226.92,42160008313147.35,4.1651911931797625e-05,2.9134670163239097e-05,2.4155414795196205e-05,2.0883527506883677e-05,1.862350165773446e-05,2.296845433099487e-05,1.6065969365072454e-05,1.3320217868465976e-05,1.1515974311031623e-05,1.0269709779692709e-05
218,218,5.0,0.02,470,500000.0,17.15,2.43,0.81,,0.4699999999999998,536.2,0.1072399999999999,470.0,0.0114859271054796,0.0154753811643941,0.0061549336634712,0.0003553984125725,-2.6227426152443132e-05,2200007523260.007,1544297464561.894,1282590400000.0,1108861600000.0,988860040000.0,41.49966096249294,4.458017278051807,91455348289230.5,64197172505301.4,53317886645499.63,46095898655055.69,41107377320915.73,4.480599812883684e-05,3.145161485856885e-05,2.6121612064902148e-05,2.258340039724818e-05,2.0139413449035345e-05,2.4803993014994044e-05,1.7411187515988875e-05,1.4460570241849377e-05,1.250186423919085e-05,1.1148906204021164e-05
219,219,5.0,0.02,480,500000.0,17.15,2.43,0.81,,0.4800000000000001,526.7,0.1053399999999999,480.0,0.0115431931579677,0.0148460819063298,0.0057565660966743,0.0003666764476952,-2.261406394532145e-05,2149633075009.016,1514243780252.5938,1259866400000.0,1089215600000.0,971340140000.0,42.11065415074744,4.428128045255593,90363114737577.77,63653553737330.15,52960411421256.88,45786843987942.83,40831768705301.83,4.473634543214243e-05,3.15131608316778e-05,2.6219273942141656e-05,2.266783382623283e-05,2.0214709449873597e-05,2.4854266413946384e-05,1.750783367059116e-05,1.4566697691627303e-05,1.2593616566172771e-05,1.1230729048034732e-05
220,220,5.0,0.02,490,500000.0,17.15,2.43,0.81,,0.4900000000000001,537.3,0.1074599999999999,490.0,0.0114376892473898,0.0154243592200962,0.0054931580397542,0.0001581227736645,-6.900974443451864e-05,2181263460052.6785,1541691219137.0486,1285221600000.0,1111136400000.0,990888660000.0,43.5512226407288,4.677184430578126,94939247109132.31,67101937157145.11,55939125789714.38,48362087012177.82,43128317634360.89,4.635403081791499e-05,3.276248082469681e-05,2.731224482750528e-05,2.36127601602345e-05,2.1057375380804865e-05,2.584490498674945e-05,1.8266873216929372e-05,1.5228068845070157e-05,1.3165404001507145e-05,1.174063735956454e-05
221,221,5.0,0.02,500,500000.0,17.15,2.43,0.81,,0.5,554.1,0.1108199999999999,500.0,0.0127157861798479,0.0159254647583069,0.0057174283292641,0.0003926063690865,-3.106653383313274e-05,2237052391177.9844,1586758074545.9353,1325407200000.0,1145878800000.0,1021871220000.0,39.65762178211291,4.397486817275127,88769251035544.02,62964696941171.4,52593942334610.52,45470013690624.83,40549225942093.95,4.854205479615664e-05,3.4431244304606265e-05,2.87601618913098e-05,2.486455467860731e-05,2.217370006687021e-05,2.714395046470015e-05,1.925340807608786e-05,1.608222834844396e-05,1.3903866314624626e-05,1.2399182909782756e-05
222,222,5.0,0.02,510,500000.0,17.15,2.43,0.81,,0.5099999999999999,538.8,0.1077599999999999,510.0,0.0128960879351211,0.0155443231789478,0.0055961729139047,0.0002942342141386,8.181379106850535e-08,2163211287699.434,1539618624757.5383,1288809600000.0,1114238400000.0,993654960000.0,40.92904049680605,4.402718217447901,88381679143868.11,62903739487213.21,52656509880676.89,45524106368411.29,40597464683087.086,4.789800707195192e-05,3.4090365650399594e-05,2.85369310368432e-05,2.4671560779344376e-05,2.2001592064442407e-05,2.6861445331177265e-05,1.911804998196421e-05,1.600365568058491e-05,1.3835936432880265e-05,1.2338604434002796e-05
223,223,5.0,0.02,520,500000.0,17.15,2.43,0.81,,0.5199999999999999,539.5,0.1078999999999999,520.0,0.0136259358535425,0.0146778157870152,0.0060965602156014,0.0002700632148809,-1.7722687265780687e-05,2153935171051.4368,1538289211999.6472,1290484000000.0,1115686000000.0,994945900000.0,38.90020811069626,4.188571956445142,83613646464012.22,59714875387245.79,50095320599083.91,43309834029642.77,38622822010380.66,4.864750348122567e-05,3.4742888644765846e-05,2.9146106960972616e-05,2.5198222907730517e-05,2.2471258552435496e-05,2.7347876616626037e-05,1.9531202301653965e-05,1.638489295409126e-05,1.4165534543921704e-05,1.2632533271711996e-05
224,224,5.0,0.02,530,500000.0,17.15,2.43,0.81,,0.5300000000000001,520.4,0.1040799999999999,530.0,0.0124258475327109,0.0151280153786183,0.0060513123378359,0.0002388259790436,1.5306042642934674e-05,2065406594012.6465,1480773723878.437,1244796800000.0,1076187200000.0,959721680000.0,43.75467677277023,4.553468123203354,90360905911708.23,64783396900053.69,54459478753512.11,47082860393922.67,41987529564058.12,4.7555650473575714e-05,3.409457384679334e-05,2.866124360357449e-05,2.477903502181942e-05,2.209743539034785e-05,2.6819317456297613e-05,1.922785600509061e-05,1.6163694182327666e-05,1.3974297478701344e-05,1.2461991977863162e-05
225,225,5.0,0.02,540,500000.0,17.15,2.43,0.81,,0.54,540.9,0.1081799999999999,540.0,0.014041503556109,0.0164776867700289,0.0059925725324019,0.000322929335608,3.031153030038931e-05,2133753918281.0144,1535974395369.0305,1293163922707.4456,1118581200000.0,997527780000.0,39.200933946696814,4.231982707479578,83472080645054.95,60087050104761.88,50588346818583.55,43758701195338.84,39023112545669.2,5.0083996212087664e-05,3.605276838179182e-05,3.0353461311351825e-05,2.6255612750717528e-05,2.341421713485168e-05,2.833794732413258e-05,2.039896031790278e-05,1.717424432554741e-05,1.485564706022973e-05,1.324796146444665e-05
226,226,5.0,0.02,550,500000.0,17.15,2.43,0.81,,0.5499999999999999,511.3,0.1022599999999999,550.0,0.0135386828282662,0.0146551690558557,0.0057812234186174,0.0004125604747599,-1.5657555934745866e-05,2004684646365.6204,1448738344200.8215,1220346486277.2622,1057368400000.0,942939460000.0,42.97913601149806,4.374414019216616,85755140046646.52,61973218492555.65,52203215117083.84,45231440958699.81,40336471671196.42,4.771914581361111e-05,3.448550195564271e-05,2.9048904039529317e-05,2.516940355171565e-05,2.2445558041621856e-05,2.721219958524555e-05,1.9665615258072248e-05,1.6565354659614304e-05,1.4353040508439144e-05,1.2799747246452356e-05
227,227,5.0,0.02,560,500000.0,17.15,2.43,0.81,,0.5600000000000002,461.4,0.0922799999999999,560.0,0.015845474788648,0.0140967657516961,0.0056532846179854,0.0004228184836108,4.450727856159012e-06,1797788194039.8208,1304132318183.9312,1099427130196.7496,954175200000.0,850913880000.0,37.139159931002034,3.441241608926262,67041867548398.7,48632795804941.56,40999072241173.0,35582438236297.55,31731688875909.062,4.360294456067182e-05,3.1629982529685505e-05,2.6665132391789175e-05,2.3142241385664816e-05,2.063777638464364e-05,2.4923829101095096e-05,1.807997801486915e-05,1.52420257252642e-05,1.3228310040162873e-05,1.1796735675081413e-05
228,228,5.0,0.02,570,500000.0,17.15,2.43,0.81,,0.5700000000000001,295.1,0.0590199999999999,570.0,0.0151223388523134,0.0151716981757861,0.0062512073806324,0.000328980958944,-1.4722701940801405e-06,1142027418781.555,832032975300.2247,702044386579.2224,610266800000.0,544223420000.0,38.10121085324434,2.2533953636688686,43602834474162.69,31767184834990.523,26804194608732.207,23300108060336.1,20778558648390.64,2.820234516710976e-05,2.0547038340699103e-05,1.7336972639468855e-05,1.5070526902051214e-05,1.3439586901722848e-05,1.615648236809235e-05,1.1770931130052669e-05,9.931957470414294e-06,8.63356223491697e-06,7.699233788024118e-06
