,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.012,1200,1,100000.0,100,,383.75,0.38375,,0.0010987110150892931,0.018438624954469816,0.0011957197907053652
1,1,2.5,0.012,1200,1,100000.0,150,,569.25,0.56925,,0.0017801198969706888,0.013794674210716408,0.0012106920711949835
2,2,2.5,0.012,1200,1,100000.0,200,,650.25,0.65025,,0.0025977904001805996,0.012755097072710397,0.0012827515104308828
3,3,2.5,0.012,1200,1,100000.0,250,,740.0,0.74,,0.0033555163515330833,0.011092646194767972,0.0014148910654701464
4,4,2.5,0.012,1200,1,100000.0,300,,845.5,0.8454999999999998,,0.003945185001967388,0.010598021167701572,0.001362980586912858
5,5,2.5,0.012,1200,1,100000.0,350,,940.0,0.94,,0.005382361424537408,0.010251917567735146,0.00139762292835699
6,6,2.5,0.012,1200,1,100000.0,400,,980.0,0.98,,0.005947903028726387,0.009426059747498074,0.0014656641914834849
7,7,2.5,0.012,1200,1,100000.0,450,,1032.0,1.032,,0.006565843944613904,0.008972258998881613,0.0013946219548872628
8,8,2.5,0.012,1200,1,100000.0,500,,1106.5,1.1065,,0.007917230269697486,0.008895979305469459,0.0014576845121964813
9,9,2.5,0.012,1200,1,100000.0,550,,1163.0,1.1629999999999998,,0.007436044038968248,0.009876245730359202,0.0014438869205945408
10,10,2.5,0.012,1200,1,100000.0,600,,1206.5,1.2065,,0.00971710960186556,0.009388528241878458,0.0014431472156947911
11,11,2.5,0.012,1200,1,100000.0,650,,1273.5,1.2735,,0.009508990922682868,0.00796588610374763,0.00144411356365722
12,12,2.5,0.012,1200,1,100000.0,700,,1307.0,1.307,,0.010229988376579511,0.00844831034137438,0.001437302215097953
13,13,2.5,0.012,1200,1,100000.0,750,,1383.75,1.38375,,0.012204268506735616,0.0077337032112513235,0.0014463440782894322
14,14,2.5,0.012,1200,1,100000.0,800,,1402.75,1.40275,,0.0118131750749626,0.007619450463208139,0.0014682649305247852
15,15,2.5,0.012,1200,1,100000.0,850,,1466.75,1.46675,,0.0133275999776572,0.0076740110759960355,0.0014379315241678137
16,16,2.5,0.012,1200,1,100000.0,900,,1503.25,1.50325,,0.01437379464175592,0.008192240312683875,0.00148006849279284
17,17,2.5,0.012,1200,1,100000.0,950,,1533.0,1.533,,0.015218624271597037,0.007594338852944248,0.0014832806020816036
18,18,2.5,0.012,1200,1,100000.0,1000,,1589.25,1.58925,,0.015506874935169888,0.006987205251390644,0.0014791158338787343
19,19,2.5,0.012,1200,1,100000.0,1050,,1575.0,1.575,,0.017310423354331302,0.007134315658252415,0.001502395407925831
20,20,2.5,0.012,1200,1,100000.0,1100,,1696.25,1.69625,,0.018123882230725034,0.006952564221504727,0.0014837385662286456
21,21,2.5,0.012,1200,1,100000.0,1150,,1697.0,1.697,,0.01854335859087541,0.007643591974714247,0.0014922431810021123
22,22,2.5,0.012,1200,1,100000.0,1200,,1698.5,1.6985,,0.019262932037008795,0.0076041091390011955,0.0014703720819973023
23,23,2.5,0.012,1200,1,100000.0,1250,,1758.75,1.75875,,0.02452528128759468,0.007137578566465904,0.001501988656481064
24,24,2.5,0.012,1200,1,100000.0,1300,,1813.5,1.8135,,0.02398375042326961,0.00691009493081979,0.0015064047675043477
25,25,2.5,0.012,1200,1,100000.0,1350,,1846.0,1.846,,0.025223517473648368,0.007158000508563143,0.0014856510698079588
26,26,2.5,0.012,1200,1,100000.0,1400,,1882.75,1.88275,,0.025510701730979687,0.00712058363248652,0.00148138569093737
27,27,2.5,0.012,1200,1,100000.0,1450,,1923.75,1.92375,,0.027778282279427913,0.006961223132806832,0.0015031176406173092
28,28,2.5,0.012,1200,1,100000.0,1500,,1966.25,1.96625,,0.02998217748330489,0.006682143503027502,0.0014640657991562
29,29,2.5,0.012,1200,1,100000.0,1550,,2015.25,2.01525,,0.03161200597384095,0.0069081193791660726,0.0015219653984917092
30,30,2.5,0.012,1200,1,100000.0,1600,,2026.5,2.0265,,0.03098185029517708,0.0070742068987307725,0.0014839421587396593
31,31,2.5,0.012,1200,1,100000.0,1650,,2052.0,2.052,,0.033944360920372674,0.007162345649067964,0.001477534374912178
32,32,2.5,0.012,1200,1,100000.0,1700,,2031.75,2.03175,,0.03180312853248779,0.007287391307687373,0.001501904469809166
33,33,2.5,0.012,1200,1,100000.0,1750,,2110.5,2.1105,,0.0347571234104862,0.006777493601684847,0.0015057057798384787
34,34,2.5,0.012,1200,1,100000.0,1800,,2111.75,2.11175,,0.03898367105063016,0.007050111750743698,0.0014839608305861132
35,35,2.5,0.012,1200,1,100000.0,1850,,2178.5,2.1785,,0.03744458921397609,0.007174326042584957,0.0015343110639945178
36,36,2.5,0.012,1200,1,100000.0,1900,,2189.0,2.189,,0.036249162399712986,0.0063049369352970105,0.0014936280620723344
37,37,2.5,0.012,1200,1,100000.0,1950,,2210.75,2.21075,,0.04237477892638708,0.007061451394010334,0.001520428088678172
38,38,2.5,0.012,1200,1,100000.0,2000,,2227.5,2.2275,,0.043104863826499695,0.0067484852585538175,0.001506930276493542
39,39,2.5,0.012,2400,1,100000.0,100,,281.75,0.28174999999999994,,0.0008410124833417852,0.01964446376106289,0.0011178000027589697
40,40,2.5,0.012,2400,1,100000.0,150,,380.0,0.38,,0.0013223446947137063,0.012435768843785423,0.0012798438743556067
41,41,2.5,0.012,2400,1,100000.0,200,,449.75,0.44975,,0.001841975541076124,0.011010610016076432,0.0013583263153308387
42,42,2.5,0.012,2400,1,100000.0,250,,530.0,0.53,,0.0022455210653404838,0.009303362724059657,0.0012339739027254592
43,43,2.5,0.012,2400,1,100000.0,300,,595.5,0.5954999999999999,,0.002849605216965756,0.009861000194473064,0.001396197241324922
44,44,2.5,0.012,2400,1,100000.0,350,,643.25,0.64325,,0.0035818372621889694,0.009945622098390686,0.0013946205263768233
45,45,2.5,0.012,2400,1,100000.0,400,,700.5,0.7005,,0.00417933060384712,0.010219652886473408,0.001384249614343482
46,46,2.5,0.012,2400,1,100000.0,450,,745.5,0.7455,,0.004546537143482965,0.008367021230609478,0.0014362308057662655
47,47,2.5,0.012,2400,1,100000.0,500,,786.0,0.7859999999999998,,0.0049029988402224944,0.009257044890669017,0.001401803902331726
48,48,2.5,0.012,2400,1,100000.0,550,,831.25,0.83125,,0.0055347521486908136,0.009199260209348425,0.0013687509861355254
49,49,2.5,0.012,2400,1,100000.0,600,,862.75,0.86275,,0.0066839117081372015,0.009307884666233673,0.0014806042887100864
50,50,2.5,0.012,2400,1,100000.0,650,,845.5,0.8454999999999998,,0.007390574630505853,0.007748297838050616,0.0014441669194772396
51,51,2.5,0.012,2400,1,100000.0,700,,944.5,0.9445,,0.007730669050289406,0.008201584152250575,0.0014201051227315524
52,52,2.5,0.012,2400,1,100000.0,750,,979.75,0.97975,,0.00848424974819295,0.008077712827561543,0.001476035464089823
53,53,2.5,0.012,2400,1,100000.0,800,,1035.75,1.03575,,0.008528294182951868,0.008578840037996614,0.0014585812088073191
54,54,2.5,0.012,2400,1,100000.0,850,,1047.75,1.04775,,0.010531898109093161,0.008006327099430029,0.001498747532735919
55,55,2.5,0.012,2400,1,100000.0,900,,1049.5,1.0495,,0.009590927982259245,0.008101251116925275,0.0014804750446857414
56,56,2.5,0.012,2400,1,100000.0,950,,1101.0,1.101,,0.010360945946899847,0.007111006196237263,0.0014823800838582087
57,57,2.5,0.012,2400,1,100000.0,1000,,1108.25,1.10825,,0.011400081069581349,0.007709527099824615,0.0014750722823916552
58,58,2.5,0.012,2400,1,100000.0,1050,,1157.75,1.1577499999999998,,0.01237649229415183,0.007069510806349286,0.0014679265182360104
59,59,2.5,0.012,2400,1,100000.0,1100,,1160.0,1.16,,0.013340361808218404,0.0072452505675555555,0.0014754386457111544
60,60,2.5,0.012,2400,1,100000.0,1150,,1217.0,1.217,,0.015146763304528577,0.006685892806055099,0.001466148122309152
61,61,2.5,0.012,2400,1,100000.0,1200,,1270.25,1.2702499999999999,,0.014670027299473531,0.006920824358453323,0.0014882358185576488
62,62,2.5,0.012,2400,1,100000.0,1250,,1257.0,1.257,,0.015806121040782273,0.007285050037617707,0.0014931604230446775
63,63,2.5,0.012,2400,1,100000.0,1300,,1293.5,1.2934999999999999,,0.01565943939203862,0.006428987554325648,0.001469043477659208
