,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.01,2400,1,100000.0,100,,100000.0,100.0,,0.09975047199283722,0.10912710400827252,0.10147888230225761
1,1,2.5,0.01,2400,1,100000.0,150,,100000.0,100.0,,0.14974729062742825,0.09141975659524594,0.0842660723590812
2,2,2.5,0.01,2400,1,100000.0,200,,100000.0,100.0,,0.1989672702555396,0.08174765817625618,0.07521357434835907
3,3,2.5,0.01,2400,1,100000.0,250,,100000.0,100.0,,0.2495547090401402,0.07533830624239508,0.06510197002477572
4,4,2.5,0.01,2400,1,100000.0,300,,100000.0,100.0,,0.29882265288453025,0.06903833114160093,0.06200196260090317
5,5,2.5,0.01,2400,1,100000.0,350,,100000.0,100.0,,0.3496024833019817,0.06617446975881931,0.05584258888544578
6,6,2.5,0.01,2400,1,100000.0,400,,100000.0,100.0,,0.39879307395308394,0.0627808788585878,0.051528225819082125
7,7,2.5,0.01,2400,1,100000.0,450,,100000.0,100.0,,0.4491499467413121,0.06012684523568308,0.05004334821373156
8,8,2.5,0.01,2400,1,100000.0,500,,100000.0,100.0,,0.4984151768660752,0.05743154125757664,0.04704515878994008
9,9,2.5,0.01,2400,1,100000.0,550,,100000.0,100.0,,0.5488437812785832,0.05738154049552001,0.04462871053539024
10,10,2.5,0.01,2400,1,100000.0,600,,100000.0,100.0,,0.5990478251103241,0.053727249617342834,0.043920373612470975
11,11,2.5,0.01,2400,1,100000.0,650,,100000.0,100.0,,0.6491809608092808,0.054576890910319656,0.042446402981229
12,12,2.5,0.01,2400,1,100000.0,700,,100000.0,100.0,,0.6982912284383929,0.05267894067087281,0.04055423795629472
13,13,2.5,0.01,2400,1,100000.0,750,,100000.0,100.0,,0.7451561451919815,0.05270206336596785,0.04008219031019748
14,14,2.5,0.01,2400,1,100000.0,800,,100000.0,100.0,,0.7985734835169637,0.049380966917756494,0.038369771084650936
15,15,2.5,0.01,2400,1,100000.0,850,,100000.0,100.0,,0.848737265191312,0.049586924525318286,0.038040766062572874
16,16,2.5,0.01,2400,1,100000.0,900,,100000.0,100.0,,0.8969776495227619,0.04738268779017365,0.03640670243619484
17,17,2.5,0.01,2400,1,100000.0,950,,100000.0,100.0,,0.9480527710921821,0.05041808294394044,0.03541552957746061
18,18,2.5,0.01,2400,1,100000.0,1000,,100000.0,100.0,,0.9943699264005432,0.04788825943905784,0.035066672191752725
19,19,2.5,0.01,2400,1,100000.0,1050,,100000.0,100.0,,1.0483667175072011,0.04700460759573484,0.03330660101491613
20,20,2.5,0.01,2400,1,100000.0,1100,,100000.0,100.0,,1.0988775552940295,0.045096287892857745,0.033202454187494915
21,21,2.5,0.01,2400,1,100000.0,1150,,100000.0,100.0,,1.1482984936348883,0.04634926753553949,0.032072032269941333
22,22,2.5,0.01,2400,1,100000.0,1200,,100000.0,100.0,,1.1977867815324088,0.045297110935721925,0.0320611623112536
23,23,2.5,0.01,2400,1,100000.0,1250,,100000.0,100.0,,1.248128493272611,0.04567202768282604,0.03168916017004904
24,24,2.5,0.01,2400,1,100000.0,1300,,100000.0,100.0,,1.2944179341873447,0.04638804158927112,0.0311201843750644
25,25,2.5,0.01,2400,1,100000.0,1350,,100000.0,100.0,,1.3481355980137777,0.04593856904007309,0.03080820717699745
26,26,2.5,0.01,2400,1,100000.0,1400,,100000.0,100.0,,1.398516700322625,0.04333440558962688,0.02929988670088869
27,27,2.5,0.01,2400,1,100000.0,1450,,100000.0,100.0,,1.4455957765389484,0.04337052543220549,0.029261515484938983
28,28,2.5,0.01,2400,1,100000.0,1500,,100000.0,100.0,,1.4964460139669655,0.04224332388842682,0.02865299646962711
29,29,2.5,0.01,2400,1,100000.0,1550,,100000.0,100.0,,1.54701021161286,0.04435736029635844,0.0283181595952888
30,30,2.5,0.01,2400,1,100000.0,1600,,100000.0,100.0,,1.5976553212522049,0.04386070243843832,0.028683863567567712
31,31,2.5,0.01,2400,1,100000.0,1650,,100000.0,100.0,,1.647969945525483,0.043468882731330497,0.027946475756732203
32,32,2.5,0.01,2400,1,100000.0,1700,,100000.0,100.0,,1.642273620700568,0.04303881680840462,0.027383584299898334
33,33,2.5,0.01,2400,1,100000.0,1750,,100000.0,100.0,,1.7428663010911578,0.042349772019558175,0.02736318203901624
34,34,2.5,0.01,2400,1,100000.0,1800,,100000.0,100.0,,1.739752799005485,0.04255203422947723,0.025975826311112903
35,35,2.5,0.01,2400,1,100000.0,1850,,100000.0,100.0,,1.8460166079629967,0.04140474173973709,0.025884117255051752
36,36,2.5,0.01,2400,1,100000.0,1900,,100000.0,100.0,,1.895072086066648,0.04125749467886978,0.025818680677165574
37,37,2.5,0.01,2400,1,100000.0,1950,,100000.0,100.0,,1.9478338036011336,0.042027180507205296,0.0260988236719014
38,38,2.5,0.01,2400,1,100000.0,2000,,100000.0,100.0,,1.932299993852784,0.042602268732785976,0.024821995155631642
