,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
294,294,2,25,3000,0.0012,100000.0,1620,17.15,2.43,0.81,,187.2,0.1871999999999999,1620.0,0.0017317518091203,0.0081815665799999,0.0032371001332214,-2.225183930370348e-05,-0.0001222078401078,1020240000000.0,1713649719063.2495,1720057896247.7688,3.799926847679964,0.7122043075093327,3881513475925.8633,6519597817729.724,6543977793125.544,7.149507546626451e-05,0.0001200869559977,0.0001205360200526,4.6520450503852994e-05,7.813823897967488e-05,7.843043619751807e-05
295,295,2,25,3000,0.0012,100000.0,1625,17.15,2.43,0.81,,167.6,0.1676,1625.0,0.0012531973157819,0.0084269254119802,0.0028111712615778,-8.754185612868912e-05,2.347707869135817e-05,913420000000.0,1528512917362.7522,1536704200801.775,5.533933186373396,0.921254080662275,5020834739609.398,8401842258146.981,8446867635796.51,6.418563694196919e-05,0.0001074079560059,0.0001079835540275,4.174975832383007e-05,6.98638576938838e-05,7.023825731721281e-05
296,296,2,25,3000,0.0012,100000.0,1630,17.15,2.43,0.81,,175.8,0.1758,1630.0,0.0015604642796006,0.0066867256994086,0.002846797367345,-7.062123395934087e-05,2.718412302668508e-05,958110000000.0,1597075546372.1975,1608457902436.2278,4.424745538032322,0.7793794627708683,4247618072101.233,7080363375062.881,7130825118829.95,6.750061320470472e-05,0.0001125169121649,0.0001133188201024,4.389784613692906e-05,7.31734107813285e-05,7.369491761788645e-05
297,297,2,25,3000,0.0012,100000.0,1635,17.15,2.43,0.81,,173.4,0.1734,1635.0,0.0018561962065632,0.0085155977310085,0.0033798973562182,-0.0002319525681477,-1.8719139299669945e-05,945030000000.0,1569135985372.477,1582817540617.0671,3.690543210104109,0.6442233565862955,3511017293395.3105,5829723480028.842,5880553799769.275,6.674867558595218e-05,0.0001108300782385,0.0001117964239551,4.340066729277988e-05,7.206284333648581e-05,7.269117114324142e-05
298,298,2,25,3000,0.0012,100000.0,1640,17.15,2.43,0.81,,167.2,0.1672,1640.0,0.0018193336789863,0.0079693587933818,0.0029744178449564,2.448781779034196e-05,-3.343069170942116e-05,911240000000.0,1507199566322.507,1522672897472.8926,4.461908207590847,0.7303628417247483,3980477487399.877,6583747358287.167,6651337945069.128,6.453013836008749e-05,0.0001067334583106,0.0001078292137648,4.194777933269501e-05,6.93820231974344e-05,7.009431840027679e-05
299,299,2,25,3000,0.0012,100000.0,1645,17.15,2.43,0.81,,169.6,0.1696,1645.0,0.0019382806554403,0.0080456652648896,0.0034668330802698,-0.0001099398257512,7.492060417898929e-05,924320000000.0,1523332176995.285,1540928241450.5894,3.93742074924852,0.6510906310622098,3548443939289.043,5848038375219.514,5915589275634.701,6.562186477694526e-05,0.0001081485828815,0.0001093978110301,4.264865338741008e-05,7.02874177888185e-05,7.109931026538162e-05
300,300,2,25,3000,0.0012,100000.0,1650,17.15,2.43,0.81,,166.6,0.1666,1650.0,0.0016788118909971,0.0078896391615905,0.0027451814231885,-1.8569585699179997e-05,4.283846193375374e-06,907970000000.0,1490981930026.2175,1510133751814.139,4.087819438023201,0.6792656295479224,3701997681036.177,6079068303384.362,6157154583599.0205,6.462102647306543e-05,0.0001061145002269,0.0001074775522911,4.199171237501504e-05,6.895479405928139e-05,6.98405257376143e-05
301,301,2,25,3000,0.0012,100000.0,1655,17.15,2.43,0.81,,172.2,0.1722,1655.0,0.0017605316709704,0.0088996129002245,0.0030199009269137,-0.0001951266481963,1.6082709280052696e-05,938490000000.0,1535512792692.141,1557238138255.6875,3.872531504081622,0.6638937720075051,3618221057440.9023,5919961555784.922,6003720682465.232,6.696321475606833e-05,0.0001095620335834,0.0001111121822058,4.350218324418033e-05,7.117620739856216e-05,7.218325058895155e-05
302,302,2,25,3000,0.0012,100000.0,1660,17.15,2.43,0.81,,173.6,0.1735999999999999,1660.0,0.0018285860290233,0.0080150274979093,0.0028286351778156,-0.0002007375569872,8.328671132801341e-05,946120000000.0,1541964047414.3804,1566212477491.85,3.6473337837860287,0.6319768521178084,3444273844042.056,5613396225597.784,5701670687056.067,6.767383692424043e-05,0.0001102932223055,0.0001120276580037,4.395610522109997e-05,7.163862291812846e-05,7.2765188833585e-05
303,303,2,25,3000,0.0012,100000.0,1665,17.15,2.43,0.81,,169.4,0.1694,1665.0,0.00163316671983,0.0066567702681993,0.0031633260327552,3.451921010150064e-05,-6.645078080085949e-05,923230000000.0,1498663543964.8232,1524723296049.307,4.182915605188173,0.7121790746707434,3881375956955.551,6300571522925.884,6410130024258.095,6.620591798296111e-05,0.0001074709397179,0.0001093397154391,4.298861760604205e-05,6.978269121629452e-05,7.099611876659955e-05
304,304,2,25,3000,0.0012,100000.0,1670,17.15,2.43,0.81,,171.6,0.1716,1670.0,0.0016205966445795,0.0078101438376459,0.0031953930876847,-0.0001768449829448,-5.789370598711315e-05,935220000000.0,1512053929090.7644,1540881239653.3003,4.59534964666686,0.7731451435042163,4213641032097.979,6812570815809.983,6942452489246.538,6.722209209923053e-05,0.0001086839764764,0.0001107560366608,4.364456018032397e-05,7.056406910042255e-05,7.190937319003087e-05
305,305,2,25,3000,0.0012,100000.0,1675,17.15,2.43,0.81,,163.2,0.1632,1675.0,0.0016601479956534,0.0072402495863321,0.0025951049831708,-1.290021371446719e-05,-3.852089677681294e-05,889440000000.0,1432450643504.8489,1461988189883.5415,4.210453541638488,0.6865518085981946,3741707356860.161,6026051348197.928,6150310269079.328,6.408472072273872e-05,0.0001032089847972,0.0001053371839006,4.159925916052223e-05,6.69959587536147e-05,6.837743479109129e-05
306,306,2,25,3000,0.0012,100000.0,1680,17.15,2.43,0.81,,155.6,0.1556,1680.0,0.0018808044327669,0.0085438108096141,0.0027079506472365,-0.0002208397103438,8.376101178171815e-05,848020000000.0,1360695708036.9983,1390601483866.1274,3.668894810135503,0.5705909040431608,3109720427035.2266,4989721042265.294,5099386618527.856,6.125081628811012e-05,9.82803740913917e-05,0.0001004404094458,3.974932268376597e-05,6.37800202509116e-05,6.518179654574005e-05
307,307,2,25,3000,0.0012,100000.0,1685,17.15,2.43,0.81,,154.6,0.1546,1685.0,0.001586359327166,0.0078725474254288,0.0036676941396184,-1.676715942085128e-05,-8.362812511573887e-06,842570000000.0,1346935641971.318,1378381767106.0105,4.352211670665186,0.6729743526453785,3667710221917.313,5863215664363.747,6000100759484.864,6.100190144861147e-05,9.751787422903248e-05,9.979456747277867e-05,3.957920350240978e-05,6.327146691459673e-05,6.474862915164316e-05
308,308,2,25,3000,0.0012,100000.0,1690,17.15,2.43,0.81,,159.2,0.1591999999999999,1690.0,0.0020831124800224,0.010207501836105,0.0030632654931326,-5.768583888057998e-05,-5.318589041109914e-05,867640000000.0,1381848180957.7903,1416218875931.09,3.456524030245123,0.5489439785628234,2991744683167.3867,4764806772768.654,4883321760486.068,6.296107769013138e-05,0.0001002750572555,0.0001027691976784,4.0845110205157655e-05,6.505202761285508e-05,6.667006599745271e-05
309,309,2,25,3000,0.0012,100000.0,1695,17.15,2.43,0.81,,161.4,0.1614,1695.0,0.0018162577940528,0.0083031005993733,0.0040288054637297,-0.000157538052675,2.441200274363201e-05,879630000000.0,1395708211412.727,1432648239575.0464,3.892541929209199,0.6357485808034298,3464829765378.693,5497642593688.566,5643147986991.127,6.398177147813575e-05,0.0001015198251909,0.0001042067372338,4.149716827811024e-05,6.584352343159534e-05,6.758619542419435e-05
310,310,2,25,3000,0.0012,100000.0,1700,17.15,2.43,0.81,,156.2,0.1562,1700.0,0.0016493541605086,0.0082825086546476,0.0023405686364044,0.0001068577950114,-5.890031577664153e-05,851290000000.0,1345673984246.9993,1383450760144.6711,4.406342742841535,0.6866625383061531,3742310833768.5337,5915646054773.359,6081714536379.75,6.206132102215309e-05,9.810323758942568e-05,0.0001008572657304,4.024536106843163e-05,6.361772765616354e-05,6.540365253018182e-05
311,311,2,25,3000,0.0012,100000.0,1705,17.15,2.43,0.81,,152.6,0.1525999999999999,1705.0,0.0016596238468536,0.0074626446295512,0.0023415675059055,-0.0001475978807249,-1.1553248606776364e-05,831670000000.0,1309709344076.375,1348595635019.7473,4.356930648291119,0.6691195494808821,3646701544670.807,5742805545604.755,5913313917013.744,6.076613102608383e-05,9.569416909136036e-05,9.85354035359956e-05,3.939967453946387e-05,6.20463908736685e-05,6.388859656488708e-05
312,312,2,25,3000,0.0012,100000.0,1710,17.15,2.43,0.81,,155.6,0.1556,1710.0,0.0022402179147774,0.0087575090958262,0.0035232177223717,-8.17010465943015e-05,-3.3571441290122656e-05,848020000000.0,1330129347076.8164,1372079391421.6555,3.19273040086607,0.50408266319176,2747250514395.093,4309094753624.669,4444996360786.359,6.210295321282693e-05,9.740921276444726e-05,0.0001004813356403,4.025806329101905e-05,6.314524591384676e-05,6.513674085535237e-05
313,313,2,25,3000,0.0012,100000.0,1715,17.15,2.43,0.81,,154.8,0.1548,1715.0,0.0018868900740016,0.0078898845190019,0.003219252451199,-0.0001095971905573,0.0001354754550007,843660000000.0,1317812431225.766,1361991231630.1646,3.709786902856188,0.5726894717699639,3121157621146.3027,4875305588698.811,5038747021948.33,6.192258498451308e-05,9.672421623190526e-05,9.996683235989436e-05,4.0132815138642445e-05,6.268819511389498e-05,6.478977588064545e-05
314,314,2,25,3000,0.0012,100000.0,1720,17.15,2.43,0.81,,147.8,0.1478,1720.0,0.0020238717328993,0.0087618544422231,0.003258265039718,-0.000130961863891,-3.450763646956192e-05,805510000000.0,1252990947686.9214,1297264180093.4482,3.504882106525038,0.5194796787794571,2831164249348.0405,4403946786319.143,4559556018721.518,5.9257100497347415e-05,9.217590161431948e-05,9.543284861938698e-05,3.839638110854768e-05,5.972653095920269e-05,6.183691059991269e-05
315,315,2,25,3000,0.0012,100000.0,1725,17.15,2.43,0.81,,152.4,0.1523999999999999,1725.0,0.0019968660580161,0.0091115982882419,0.0028802782799071,-0.0001745536934257,-7.827104153003853e-06,830580000000.0,1286693457353.4226,1334403139455.851,3.498744573993136,0.5342210537313961,2911504742836.1084,4510359151027.811,4677600073901.494,6.123307728863413e-05,9.48592548832124e-05,9.837656887050238e-05,3.96710083250942e-05,6.145636405705877e-05,6.373512251003506e-05
316,316,2,25,3000,0.0012,100000.0,1730,17.15,2.43,0.81,,142.8,0.1427999999999999,1730.0,0.0021516951794637,0.0085328823537527,0.00336935956029,3.892872555777999e-05,9.219300992029606e-05,778260000000.0,1201009461522.2642,1247314115172.2402,3.317935030351009,0.4730542016045939,2578145398745.0376,3978589439355.589,4131983073550.034,5.749688214303824e-05,8.872908727394374e-05,9.215001757177076e-05,3.724694418653624e-05,5.74794186786186e-05,5.969552492855763e-05
317,317,2,25,3000,0.0012,100000.0,1735,17.15,2.43,0.81,,156.2,0.1562,1735.0,0.0013557965694416,0.0075371348390782,0.0032796389437174,3.510291386132e-05,-8.911531849051658e-05,851290000000.0,1308642092757.316,1361042335575.2295,5.456479707921644,0.8483931626465784,4623742736423.854,7107829730133.268,7392439254638.635,6.302905574263357e-05,9.68911597828516e-05,0.0001007708457012,4.082211027805684e-05,6.275362311908542e-05,6.526638432961278e-05
318,318,2,25,3000,0.0012,100000.0,1740,17.15,2.43,0.81,,144.8,0.1448,1740.0,0.0022443771547386,0.0097282707763908,0.0023669355730025,-0.0002322328550548,-9.30055908565e-05,789160000000.0,1208435683193.9883,1258634299605.8013,3.230454244543418,0.4640844364533359,2529260178670.6807,3873040007080.001,4033926723987.552,5.854896674810904e-05,8.965565998344906e-05,9.337997079887591e-05,3.79172332277888e-05,5.806241781191237e-05,6.047434016758043e-05
319,319,2,25,3000,0.0012,100000.0,1745,17.15,2.43,0.81,,151.8,0.1518,1745.0,0.0018424056645926,0.0082557261796896,0.0034176330341723,-5.870285777150103e-05,-4.672209193517524e-05,827310000000.0,1261559022600.8628,1316256639630.2534,3.9472536011933728,0.596384797033352,3250297143831.768,4956354556254.343,5171248016269.372,6.150486420494545e-05,9.378832163466452e-05,9.78547169492636e-05,3.983599689906057e-05,6.074562293736307e-05,6.337938066103234e-05
320,320,2,25,3000,0.0012,100000.0,1750,17.15,2.43,0.81,,138.6,0.1386,1750.0,0.0015839798721571,0.0088100943239617,0.0022216765120247,-0.0003194972430877,0.0001124287431715,755370000000.0,1146953264515.855,1198856573783.6729,5.508014877004847,0.7646162345528824,4167158478313.2095,6327410435225.463,6613746026085.439,5.627304610015048e-05,8.544495271035226e-05,8.931161052727435e-05,3.645062756054838e-05,5.534660666193065e-05,5.785121790579947e-05
321,321,2,25,3000,0.0012,100000.0,1755,17.15,2.43,0.81,,148.6,0.1485999999999999,1755.0,0.0021193183838931,0.0089354513881251,0.003388468212943,3.007682109062224e-05,-0.0001350035285761,809870000000.0,1224447157599.7007,1282198860068.23,3.442192465908128,0.5134334662755348,2798212391201.665,4230633569297.716,4430173655312.052,6.045543219555291e-05,9.140291912690458e-05,9.571398649912426e-05,3.9163317907279255e-05,5.921124784686624e-05,6.200397789423386e-05
322,322,2,25,3000,0.0012,100000.0,1760,17.15,2.43,0.81,,139.6,0.1396,1760.0,0.001702129684736,0.0088548222057337,0.0027907680675883,-0.0002943874378032,-2.7211741193266648e-05,760820000000.0,1145528192758.606,1201577932064.0403,5.649468229559465,0.7219375705621692,3934559759563.822,5924067625290.975,6213927314580.432,5.691068520891846e-05,8.568754025395204e-05,8.988016015046715e-05,3.6869472510964114e-05,5.551249995195686e-05,5.822868028708005e-05
323,323,2,25,3000,0.0012,100000.0,1765,17.15,2.43,0.81,,144.0,0.144,1765.0,0.0017531737280023,0.0081024644515574,0.0033690369553434,0.0001034610930895,-3.877076455544711e-05,784800000000.0,1176962331420.5637,1236392388092.238,4.471509504425813,0.6532719110490932,3560331915217.5576,5339419663054.914,5609030681774.781,5.881572334380812e-05,8.820577328098276e-05,9.26596746208128e-05,3.8111332876852034e-05,5.7155457691494565e-05,6.004149065875295e-05
324,324,2,25,3000,0.0012,100000.0,1770,17.15,2.43,0.81,,139.2,0.1391999999999999,1770.0,0.0021624269104904,0.0072074792328718,0.0034488673822,-0.00018941770789,1.1138711597627588e-05,758640000000.0,1133214630393.0466,1192223601625.0725,3.326582183141213,0.4619149067882017,2517436241995.699,3760407545754.53,3956220214190.656,5.696462864709046e-05,8.509062348121608e-05,8.952147887122873e-05,3.691840518562857e-05,5.514667943574398e-05,5.801828798463546e-05
325,325,2,25,3000,0.0012,100000.0,1775,17.15,2.43,0.81,,141.0,0.141,1775.0,0.0020077551820122,0.0066769921674678,0.0032780874701797,-0.0001121850866643,0.0001148316084493,768450000000.0,1143294251333.7285,1204646358917.3735,3.626071544427597,0.5141069968945098,2801883133075.0786,4168621093049.22,4392320013495.8623,5.78161599288442e-05,8.601845699892976e-05,9.063442845319703e-05,3.7472753073355794e-05,5.5751686082914936e-05,5.874346482975844e-05
326,326,2,25,3000,0.0012,100000.0,1780,17.15,2.43,0.81,,140.0,0.14,1780.0,0.0020297569828471,0.0081199951976525,0.0025894926558103,-6.921939061124001e-05,-9.472244987343956e-05,763000000000.0,1130644174149.9968,1193130074034.2285,3.788042788651551,0.5305012393025285,2891231754198.781,4284343825691.1226,4521121306601.971,5.751342401969189e-05,8.522571140666203e-05,8.99357743886904e-05,3.728371293006983e-05,5.524850958724032e-05,5.830185998496086e-05
327,327,2,25,3000,0.0012,100000.0,1785,17.15,2.43,0.81,,137.4,0.1374,1785.0,0.0017147316094451,0.0079088718728627,0.0033399048612105,-0.0003780781875773,-1.0206525318282594e-05,748830000000.0,1105189233449.8228,1168054457571.1675,4.305609059511339,0.5855939873800164,3191487231221.09,4710277802222.311,4978207185488.373,5.6548190981866384e-05,8.345879818413135e-05,8.820609022601643e-05,3.6665654745583457e-05,5.411440094842252e-05,5.719252896564534e-05
328,328,2,25,3000,0.0012,100000.0,1790,17.15,2.43,0.81,,136.2,0.1362,1790.0,0.0021973283883198,0.009064512979167,0.0031564334941329,0.0001228592361562,-8.205324021816937e-05,742290000000.0,1091118590616.5673,1154961102311.6233,3.5092108004916964,0.4798676844994834,2615278880522.1846,3844291861920.0586,4069225476161.892,5.616024368371152e-05,8.255194861422664e-05,8.738215111483223e-05,3.6419435081470144e-05,5.353422877466391e-05,5.666657355920376e-05
329,329,2,25,3000,0.0012,100000.0,1795,17.15,2.43,0.81,,134.2,0.1341999999999999,1795.0,0.0018647790369868,0.0090080767889058,0.0029536602821613,-9.8720292239351e-05,-2.89584062841596e-05,731390000000.0,1070483092178.1676,1135151781841.088,4.470765561253283,0.6165796392833465,3360359034094.239,4918316533786.409,5215435739041.924,5.543545039578229e-05,8.113689325252802e-05,8.60384340692866e-05,3.595617750225528e-05,5.262647845270144e-05,5.580568364330868e-05
330,330,2,25,3000,0.0012,100000.0,1800,17.15,2.43,0.81,,121.4,0.1213999999999999,1800.0,0.0019819596310753,0.0086628165929127,0.0033375288729003,-6.916700326182002e-05,5.28648822143873e-05,661630000000.0,964084137847.8904,1024303222287.1808,4.223965067781462,0.5064476389635065,2760139632351.111,4021895678543.919,4273113249670.96,5.023427703905032e-05,7.31981162728487e-05,7.777025201451895e-05,3.25916475375112e-05,4.749042579272978e-05,5.045679547831989e-05
331,331,2,25,3000,0.0012,100000.0,1805,17.15,2.43,0.81,,124.4,0.1243999999999999,1805.0,0.001968887319208,0.0089300841286559,0.0025212693709919,-2.2103153053718115e-05,-9.797781794942e-05,677980000000.0,983505880221.8192,1046974053562.0504,3.75823592824206,0.4674540042922272,2547624323392.6387,3695689404780.072,3934181782376.569,5.156962235983941e-05,7.480903099165264e-05,7.963665087870618e-05,3.3462977404420406e-05,4.854278156726944e-05,5.1675372573470206e-05
332,332,2,25,3000,0.0012,100000.0,1810,17.15,2.43,0.81,,127.6,0.1276,1810.0,0.0019224914006826,0.0052585764993901,0.0026266677228644,0.0001794164138345,5.367248833388963e-05,695420000000.0,1004389284375.6396,1071196475561.0232,4.022841283928122,0.5109488563008822,2784671266839.808,4021877399158.2646,4289393527127.277,5.298824858268604e-05,7.653048384326382e-05,8.162092710581326e-05,3.439165999030692e-05,4.967158661838123e-05,5.29755039692701e-05
333,333,2,25,3000,0.0012,100000.0,1815,17.15,2.43,0.81,,119.4,0.1193999999999999,1815.0,0.0019623378098457,0.0078931265115044,0.0040045513691744,-0.0003744058483286,8.78791808549541e-06,650730000000.0,935970521837.9128,999822558303.4768,3.8336348846840016,0.4581535545696283,2496936872404.4746,3591442391561.388,3836451080616.729,4.967081776323395e-05,7.144348842372407e-05,7.631737293357052e-05,3.224388672794392e-05,4.637764892787519e-05,4.954153845370645e-05
334,334,2,25,3000,0.0012,100000.0,1820,17.15,2.43,0.81,,113.4,0.1133999999999999,1820.0,0.0022760435790587,0.0077979381213664,0.0033267477883914,-0.000193282761796,9.723988907198008e-05,618030000000.0,885258099309.7297,947172347030.7872,3.282899003414508,0.3742394889683845,2039605214877.696,2921503868525.5444,3125831526611.88,4.725429456041854e-05,6.768643429409286e-05,7.24203697006226e-05,3.068303677813965e-05,4.39499811000541e-05,4.702380783972055e-05
335,335,2,25,3000,0.0012,100000.0,1825,17.15,2.43,0.81,,113.6,0.1135999999999999,1825.0,0.0023979297954155,0.0067737531707395,0.0025267322756455,-9.710599374516e-05,-3.0179524834844045e-05,619120000000.0,883134185052.344,946430726650.652,3.0711900797070526,0.3495551551158136,1905075595381.184,2717465731021.5645,2912233622013.564,4.741337513712977e-05,6.763207845378953e-05,7.247944676959828e-05,3.079593811166462e-05,4.392839143811759e-05,4.707685438188276e-05
336,336,2,25,3000,0.0012,100000.0,1830,17.15,2.43,0.81,,108.2,0.1081999999999999,1830.0,0.002079100311016,0.0076500186285275,0.0035464021256719,7.926031529152644e-05,3.0153639889774767e-05,589690000000.0,837365147056.2906,899144480115.3406,3.738377577209422,0.4168362339122943,2271757474822.004,3225916213570.783,3463918658357.729,4.523661315627339e-05,6.423640086813648e-05,6.897564994925506e-05,2.9388253469886123e-05,4.173158640733052e-05,4.48104697174424e-05
337,337,2,25,3000,0.0012,100000.0,1835,17.15,2.43,0.81,,119.6,0.1195999999999999,1835.0,0.0017704010982924,0.0078616788652053,0.0034088969946886,-0.0001755615879603,0.0001291117232707,651820000000.0,921357795794.1448,991339212571.9418,4.364318714855566,0.5238574578335733,2855023145192.9746,4035620005517.269,4342144145055.801,5.008189185577434e-05,7.079153982608233e-05,7.616848706148398e-05,3.2545680140404494e-05,4.600382945718812e-05,4.949803461539514e-05
338,338,2,25,3000,0.0012,100000.0,1840,17.15,2.43,0.81,,105.0,0.1049999999999999,1840.0,0.0019910931443501,0.0067249925230896,0.0033637451426505,1.4624936180620025e-05,-0.0001615638018855,572250000000.0,805168516071.8772,868093367816.568,3.814363074337305,0.4022962706922747,2192514675272.897,3084917059948.086,3326006899860.0234,4.466666100543669e-05,6.284698848341291e-05,6.775855339682044e-05,2.862652699822913e-05,4.027816210302434e-05,4.34259471049098e-05
339,339,2,25,3000,0.0012,100000.0,1845,17.15,2.43,0.81,,111.6,0.1116,1845.0,0.0020402626794934,0.0093315853949343,0.0037351618092753,-7.297259167087137e-05,-2.836557090462e-05,608220000000.0,851988885096.745,920289575951.766,4.188574439940199,0.46240647813087,2520115305813.241,3530153940539.716,3813152882405.089,4.760328589203606e-05,6.668223747015457e-05,7.202789745074571e-05,3.0482175880681388e-05,4.269914676252776e-05,4.612217407405121e-05
340,340,2,25,3000,0.0012,100000.0,1850,17.15,2.43,0.81,,106.0,0.106,1850.0,0.002126311726517,0.0081083261897882,0.003376543836351,-0.0003137203484979,1.821631296302e-05,577700000000.0,805798109122.4375,871859417713.2139,3.981233132874144,0.4226605426665625,2303499957532.765,3213010057371.503,3476420515279.435,4.5342260271334765e-05,6.324512305691359e-05,6.843011361946843e-05,2.9006246108734517e-05,4.04590241771825e-05,4.377595437494797e-05
341,341,2,25,3000,0.0012,100000.0,1855,17.15,2.43,0.81,,104.8,0.1047999999999999,1855.0,0.0020562870978568,0.0079537007783909,0.0028038973801682,3.2349253755135954e-05,-7.724656036934277e-06,571160000000.0,793276148901.0195,859764038326.5015,4.341519371418196,0.4786024109355098,2608383139598.5293,3622746921771.608,3926384938728.1846,4.495350601680151e-05,6.243529682156858e-05,6.76682678582883e-05,2.873009325861913e-05,3.990282536901136e-05,4.324725296156485e-05
342,342,2,25,3000,0.0012,100000.0,1860,17.15,2.43,0.81,,94.8,0.0948,1860.0,0.002719111081552,0.0076657548994732,0.0038840905174977,-0.0001196681353813,9.805372491263512e-05,516660000000.0,714506542761.3225,775712546885.0417,2.74093813228279,0.2597524727532966,1415650976505.4663,1957751490302.348,2125456246826.4463,4.078597333253206e-05,5.640429837607514e-05,6.1235999014756e-05,2.6036081435194514e-05,3.6006175305448625e-05,3.909053350559573e-05
343,343,2,25,3000,0.0012,100000.0,1865,17.15,2.43,0.81,,86.2,0.0861999999999999,1865.0,0.0025433289862447,0.0081885344790807,0.0037403906426554,3.448521709827999e-05,4.629300100953045e-05,469790000000.0,646892104517.1917,703511669413.8132,2.939779863268982,0.2532186057518977,1380041401347.843,1900291377932.1829,2066615360315.0327,3.718848099105363e-05,5.120784761723378e-05,5.568984087566784e-05,2.3716706043900565e-05,3.265746372837743e-05,3.551582507490828e-05
344,344,2,25,3000,0.0012,100000.0,1870,17.15,2.43,0.81,,94.6,0.0946,1870.0,0.0025771992527655,0.008159653102912,0.0037807980105075,0.0001315067749043,-0.0001430542017322,515570000000.0,706861483484.4648,770058639344.3088,2.915376720582437,0.2767339861902279,1508200224736.7422,2067786427156.384,2252657472156.1694,4.093419065138224e-05,5.612196739351002e-05,6.113956815886094e-05,2.607470869072665e-05,3.5749184914856e-05,3.89453511563516e-05
345,345,2,25,3000,0.0012,100000.0,1875,17.15,2.43,0.81,,82.6,0.0825999999999999,1875.0,0.0025207198917241,0.0080575902505651,0.0039988736908911,0.0001099034876378,5.0014745921751e-05,450170000000.0,614516629128.589,670622893070.7926,2.982010076603557,0.246127736067409,1341396161567.3794,1831108797859.5063,1998291700078.576,3.583996361690389e-05,4.8924303329744434e-05,5.339116353448704e-05,2.280733308170301e-05,3.113376156736586e-05,3.39763193781924e-05
346,346,2,25,3000,0.0012,100000.0,1880,17.15,2.43,0.81,,90.8,0.0907999999999999,1880.0,0.0023006803113281,0.007804724183632,0.0040988246748259,-9.335057376414e-05,4.3455656034020005e-05,494860000000.0,672576354660.6034,735270042914.3723,3.7240887710046864,0.3564063309265456,1942414503549.6736,2639983158948.6426,2886067161181.8853,3.950596837553888e-05,5.3693529881899984e-05,5.869853102464597e-05,2.5115844714791075e-05,3.413556012305695e-05,3.7317480138372754e-05
347,347,2,25,3000,0.0012,100000.0,1885,17.15,2.43,0.81,,90.2,0.0901999999999999,1885.0,0.0026320782484834,0.0088983059429155,0.0038734282690216,0.0001370924423158,-9.208974698249443e-05,491590000000.0,665205924801.5996,728496166221.7063,2.903749787356891,0.2637916184298126,1437664320442.479,1945407400138.7388,2130500916935.008,3.936265239001936e-05,5.326444717294235e-05,5.833223083961591e-05,2.499326347685941e-05,3.382018947686956e-05,3.703797193649397e-05
348,348,2,25,3000,0.0012,100000.0,1890,17.15,2.43,0.81,,91.8,0.0917999999999999,1890.0,0.0027855987120436,0.0079747335517439,0.0039396654981806,-4.473639022485416e-05,-1.146679601322391e-06,500310000000.0,674027589641.5964,739469255178.8572,2.725914139311737,0.2501372322564558,1363247915797.6846,1836594724808.7056,2014910597267.7805,4.016865853980921e-05,5.411601625936704e-05,5.937016652069028e-05,2.548090879921771e-05,3.43283874793909e-05,3.766134726677042e-05
349,349,2,25,3000,0.0012,100000.0,1895,17.15,2.43,0.81,,92.0,0.092,1895.0,0.0027824216583194,0.0080123232737129,0.0035532936432141,-5.226550264467286e-05,7.631747311365999e-05,501400000000.0,672427172212.4412,739126814886.1176,2.7693315810959263,0.2529326986848973,1378483207832.6902,1848682818877.684,2032058043038.2424,4.036571439726108e-05,5.4134429969057205e-05,5.950415219994072e-05,2.558019702975853e-05,3.430558347299086e-05,3.770843549015706e-05
350,350,2,25,3000,0.0012,100000.0,1900,17.15,2.43,0.81,,87.2,0.0871999999999999,1900.0,0.0025849936106656,0.0080779701317064,0.0040208515609512,0.0002589577983217,0.0001169683313533,475240000000.0,634258081702.9259,698712113222.8247,2.9828766273991496,0.2604161047463996,1419267770867.878,1894163062396.785,2086650078722.6304,3.837219971908074e-05,5.1211762024546967e-05,5.641595984076926e-05,2.4287210936501853e-05,3.241385367077684e-05,3.570778654518076e-05
351,351,2,25,3000,0.0012,100000.0,1905,17.15,2.43,0.81,,80.4,0.0803999999999999,1905.0,0.0025015756793562,0.0082913988121376,0.0032553121990953,-0.000106686724721,-9.148190019066315e-05,438180000000.0,581952301600.4742,642518213280.8629,3.141607204299408,0.2579421738753526,1405784847620.6724,1867040320479.9905,2061350058310.6128,3.5475651928318114e-05,4.7115654047336776e-05,5.201915306941611e-05,2.2430968640258827e-05,2.979084811567548e-05,3.289129100574687e-05
