,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
43,43,2,25,3000,1000000.0,365,17.15,2.43,0.81,,0.0010949999999999,3258.0,0.3258,365.0,0.0002912087364279,0.0120167728198161,0.0008729454673067,0.0001188765321392,-1.1936020701955406e-05,7460819999999.999,5082480000000.0,4105080000000.0,3.820360687130137,1.2440022763649,28487652128756.207,19406435511292.44,15674428682197.738,0.0001170432670512,7.973253126638172e-05,6.439935217669292e-05,6.307867904428549e-05,4.297062851925125e-05,3.4707046111702935e-05
44,44,2,25,3000,1000000.0,370,17.15,2.43,0.81,,0.0011099999999999,3377.5,0.33775,370.0,0.0003117297910363,0.0121308519680857,0.0008711997366747,-3.0529168151633166e-05,2.479758980897237e-06,7707761476619.44,5264025982594.728,4255650000000.0,3.574544007972003,1.208511277598709,27579323966056.17,18835336093377.81,15227242097743.734,0.0001226650006009,8.377422579527194e-05,6.772644838464824e-05,6.605841119479127e-05,4.511468004726328e-05,3.647251909051173e-05
45,45,2,25,3000,1000000.0,375,17.15,2.43,0.81,,0.001125,3516.5,0.35165,375.0,0.0002990345030866,0.0121284427725397,0.0007964017914305,2.3065277173702976e-05,6.073294305862667e-06,8017620000000.0,5470294895923.434,4430790000000.0,3.762107929512138,1.3229429667346602,30163099641550.246,20579804232977.152,16669081380856.717,0.0001293734991009,8.826948543328857e-05,7.149588108210004e-05,6.961733830003385e-05,4.749880517790195e-05,3.847273958686082e-05
46,46,2,25,3000,1000000.0,380,17.15,2.43,0.81,,0.00114,3600.5,0.36005,380.0,0.0003029656862736,0.0120708303352266,0.0008753263259196,1.580251088861985e-05,-1.7964901433274551e-06,8188963343501.209,5590347730674.645,4536630000000.0,3.7628057536277817,1.35480982141331,30813742438464.14,21035572866639.684,17070603749807.703,0.0001339450358814,9.14400634080071e-05,7.420463893193375e-05,7.205232896185062e-05,4.91878589273899e-05,3.991650022436716e-05
47,47,2,25,3000,1000000.0,385,17.15,2.43,0.81,,0.001155,3664.5,0.3664499999999999,385.0,0.0003069242495712,0.0122131023740824,0.0008212013397346,-5.144575717261879e-05,-9.623216165547758e-06,8318415000000.0,5679975000000.0,4617270000000.0,3.7631442426616433,1.3790047860791064,31303408643995.715,21374574184226.15,17375460304596.738,0.0001379451031509,9.419159025725924e-05,7.656864756396559e-05,7.412397636848061e-05,5.061328782869821e-05,4.11437049446192e-05
48,48,2,25,3000,1000000.0,390,17.15,2.43,0.81,,0.00117,3818.0,0.3818,390.0,0.0003109347856024,0.0114498395828638,0.0009277275354411,2.786252595018446e-07,8.857207409070587e-06,8654266521236.375,5917900000000.0,4810680000000.0,3.7628478263528695,1.4366662021845271,32564935085797.17,22268326133860.164,18101994147525.04,0.0001454324639849,9.944861029001771e-05,8.084209610674666e-05,7.811203344287431e-05,5.341402435171898e-05,4.342043269881671e-05
49,49,2,25,3000,1000000.0,395,17.15,2.43,0.81,,0.0011849999999999,3910.5,0.39105,395.0,0.0002956636814701,0.0119109857948981,0.0008193834990495,2.8900791707557092e-05,-6.578468568618864e-06,8837730000000.0,6061275000000.0,4927230000000.0,4.026195821391875,1.574782837537966,35590092128358.03,24409133981838.477,19842263752978.37,0.0001504587115016,0.0001031907092157,8.388406039475224e-05,8.087789700061772e-05,5.546935413759181e-05,4.509121691184881e-05
50,50,2,25,3000,1000000.0,400,17.15,2.43,0.81,,0.0012,4032.5,0.40325,400.0,0.0002990020569484,0.0120750389265916,0.0008557635868675,-5.800897938546761e-05,-1.3481391780128449e-05,9109445718940.416,6250375000000.0,5080950000000.0,4.03062350961568,1.6272882961988089,36760556486770.2,25222968591081.53,20503832532104.992,0.0001571469011011,0.0001078251182646,8.765138646031644e-05,8.454085046161942e-05,5.800704395278046e-05,4.715411314871185e-05
51,51,2,25,3000,1000000.0,405,17.15,2.43,0.81,,0.001215,4128.0,0.4128,405.0,0.0003417862270395,0.0115793871731643,0.0008923207493012,1.054124890603896e-05,-2.812063983301288e-06,9288659144414.473,6398400000000.0,5201280000000.0,3.5663267161831644,1.472907873578806,33142779042630.46,22830072040471.49,18558639207092.957,0.0001623258718616,0.0001118165541841,9.089603759490338e-05,8.750379546605065e-05,6.027611479818939e-05,4.899864815852815e-05
52,52,2,25,3000,1000000.0,410,17.15,2.43,0.81,,0.0012299999999999,4225.5,0.4225499999999998,410.0,0.0003064527411424,0.0119808243527251,0.0009508261977419,4.748909392377923e-05,-1.277842199855206e-05,9507375000000.0,6549525000000.0,5324130000000.0,4.0305391096346295,1.7027783553038114,38312512994335.766,26393064507209.08,21455007276828.023,0.0001682929766695,0.0001159351617057,9.424406693498255e-05,9.093528517183002e-05,6.264430756281622e-05,5.0923759696224806e-05
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,0.0012449999999999,4364.5,0.4364499999999999,415.0,0.0003310053352265,0.0124935482126279,0.0007685798456489,-4.152323957740281e-06,-9.070667243739688e-06,9787239059016.44,6764975000000.0,5499270000000.0,3.7612797078792286,1.641574138664078,36811727639372.98,25444399149293.207,20683834147167.383,0.0001754117648245,0.0001212452456293,9.856065128581722e-05,9.498162483821336e-05,6.565164226758602e-05,5.336843177881185e-05
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,0.00126,4489.0,0.4488999999999999,420.0,0.0002936873093801,0.0120971096570342,0.0008150928379085,-1.2187724453765392e-05,-9.536273515154066e-06,10026710559673.176,6953757056667.359,5656140000000.0,4.290277322457909,1.9259045420171883,43017347757554.63,29833531520427.14,24266397229416.57,0.0001819092796131,0.0001261583177508,0.0001026163412883,9.875030097377456e-05,6.848563127036085e-05,5.570575953356444e-05
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,0.001275,4583.5,0.4583499999999999,425.0,0.0003391267800907,0.0121820936972802,0.000951069951453,5.81218607169017e-05,-1.1239433970197648e-05,10221205000000.0,7086626605946.346,5775210000000.0,3.821384614498064,1.755101417026585,39138761599692.84,27135918835027.227,22114277854534.973,0.0001877359612844,0.0001301622125895,0.0001060750274521,0.0001020944881967,7.078475741130433e-05,5.768567494530049e-05
