,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
111,111,0.1,605,2.25,100000.0,7111120000000.0,48.0,0.048,605.0,0.0757335047033049,0.1303385768264562,0.0201666863194574,3413337600.0,7.988538261502092,0.3834498365521004,27267578017.023724,8.96071114983887e-08,5.1098977447863776e-08
112,112,0.1,610,2.25,100000.0,7123820000000.0,55.0,0.055,610.0,0.0728846378925589,0.132812421716853,0.0216705671670131,3918101000.0,8.369390555239033,0.4603164805381468,32792117503.87261,1.03723570583541e-07,5.9104925886928164e-08
113,113,0.1,615,2.25,100000.0,7136390000000.0,59.0,0.059,615.0,0.0647723000848451,0.130096714567271,0.0197020340951077,4210470100.000001,9.49479946202948,0.5601931682597393,39977569240.37121,1.1240611002321837e-07,6.398633033775995e-08
114,114,0.1,620,2.25,100000.0,7148840000000.0,51.0,0.051,620.0,0.0638417428969592,0.1219950950868705,0.0197226136479282,3645908400.000001,9.711514314399002,0.4952872300343491,35407291615.58757,9.813269256125434e-08,5.5820640682725336e-08
115,115,0.1,625,2.25,100000.0,7161180000000.0,49.0,0.049,625.0,0.0687415964813066,0.1087908241357685,0.0185060769157319,3508978200.0,9.092020435835533,0.445509001355941,31903701503.301376,9.52228262027011e-08,5.4112777032846457e-08
116,116,0.1,630,2.25,100000.0,7173390000000.0,60.0,0.06,630.0,0.0750888096872899,0.1354724503683831,0.0209810387219437,4304034000.0,8.390065079252928,0.5034039047551756,36111125363.31729,1.1775863575139337e-07,6.685711889102562e-08
117,117,0.1,635,2.25,100000.0,7185490000000.0,58.0,0.058,635.0,0.0799298495194722,0.1297818501692618,0.0216188471279311,4167584200.0,7.944466351651309,0.460779048395776,33109232444.57364,1.1496424424784439e-07,6.522194104712944e-08
118,118,0.1,640,2.25,100000.0,7197470000000.0,73.0,0.073,640.0,0.0762290141790835,0.1365966470625214,0.020225992512244,5254153100.0,8.395753334766448,0.6128899934379508,44112573410.69848,1.461111878454876e-07,8.284642007934356e-08
119,119,0.1,645,2.25,100000.0,7209340000000.0,44.0,0.044,645.0,0.0536132450284316,0.1142689695496623,0.0191563764634044,3172109600.0000005,12.030609220873496,0.529346805718434,38162411003.38135,8.889158065791166e-08,5.044442836526421e-08
120,120,0.1,650,2.25,100000.0,7221090000000.0,76.0,0.076,650.0,0.074976218014203,0.1293116130159699,0.0213239110223996,5488028400.0,8.669415678940592,0.658875591599485,47577999457.43125,1.5502814213088413e-07,8.802520767136999e-08
121,121,0.1,655,2.25,100000.0,7232740000000.0,59.0,0.059,655.0,0.0761683516482219,0.109355712089477,0.0219361370675202,4267316600.000001,8.599372125381823,0.5073629553975275,36696243420.21913,1.2149462019547664e-07,6.901078830121858e-08
122,122,0.1,660,2.25,100000.0,7244270000000.0,67.0,0.067,660.0,0.0813439329157627,0.1264448413969469,0.0192324821257089,4853660900.0,8.11369669921757,0.5436176788475773,39381132423.451385,1.392535462883681e-07,7.914665820898198e-08
123,123,0.1,665,2.25,100000.0,7255700000000.0,77.0,0.077,665.0,0.0829592690382055,0.1144033325230212,0.0215314548458292,5586889000.0,8.015981911481704,0.6172306071840912,44784401165.45611,1.6152234195725266e-07,9.18335850985665e-08
124,124,0.1,670,2.25,100000.0,7267020000000.0,73.0,0.073,670.0,0.0786279992642921,0.1390667116410419,0.0202340222420952,5304924600.0,8.5211375879975,0.6220430439238176,45203992410.552605,1.545521142055913e-07,8.790366416843278e-08
125,125,0.1,675,2.25,100000.0,7278240000000.0,84.0,0.084,675.0,0.0870786969726105,0.1241238448085458,0.0203702751709222,6113721600.0,7.751608871826736,0.6511351452334458,47391178594.43875,1.79451199280993e-07,1.0209239832877457e-07
126,126,0.1,680,2.25,100000.0,7289350000000.0,95.0,0.095,680.0,0.0929805726069492,0.1256886604681135,0.0203932267582467,6924882500.0,7.313355692855541,0.6947687908212764,50644128853.73071,2.0479637082636563e-07,1.1654303919110185e-07
127,127,0.1,685,2.25,100000.0,7300360000000.0,79.0,0.079,685.0,0.0870097272370824,0.1261332767964542,0.0192437335811808,5767284400.0,7.8726829947820125,0.621941956587779,45404001821.951584,1.7184102953133856e-07,9.77917716190633e-08
128,128,0.1,690,2.25,100000.0,7311270000000.0,87.0,0.087,690.0,0.0793373838324268,0.1208121122536495,0.0204025666735044,6360804900.0,8.697034949594377,0.7566420406147107,55320142522.85117,1.9095808667331629e-07,1.0867374835984909e-07
129,129,0.1,695,2.25,100000.0,7322080000000.0,79.0,0.079,695.0,0.0728550711229847,0.1157648298567905,0.019015357248154,5784443200.0,9.539486946993549,0.7536194688124903,55180620402.0256,1.7493923373707118e-07,9.955129966965064e-08
130,130,0.1,700,2.25,100000.0,7332790000000.0,97.0,0.097,700.0,0.0882572096586217,0.1101841710484871,0.0217298102653239,7112806300.0,7.931363371985076,0.7693422470825524,56414251359.84469,2.166605674883099e-07,1.2331687387632608e-07
131,131,0.1,705,2.25,100000.0,7343400000000.0,76.0,0.076,705.0,0.09278605794251,0.1200690593375338,0.0180946223464957,5580984000.0,7.598124283249709,0.5774574455269779,42405010054.828094,1.712334933629345e-07,9.742623620474757e-08
132,132,0.1,710,2.25,100000.0,7353910000000.0,85.0,0.0849999999999999,710.0,0.0849216199537063,0.1306635606409925,0.0201064563324269,6250823499.999999,8.360650684561186,0.7106553081877007,52260951774.34614,1.931738593460383e-07,1.098769628031985e-07
133,133,0.1,715,2.25,100000.0,7364330000000.0,82.0,0.082,715.0,0.0901925948180717,0.1216966831774375,0.01947223241222,6038750600.0,7.927480093484756,0.6500533676657501,47872075171.01913,1.8793423783138002e-07,1.068340262469792e-07
134,134,0.1,720,2.25,100000.0,7374660000000.0,84.0,0.084,720.0,0.0783588210542788,0.1316263623995974,0.019737506905595,6194714400.0,9.188499652148405,0.771833970780466,56920131109.55872,1.941576523944593e-07,1.103049400016738e-07
135,135,0.1,725,2.25,100000.0,7384890000000.0,95.0,0.095,725.0,0.0954273054630463,0.1281196264641073,0.0205009316028793,7015645500.0,7.597406177215721,0.7217535868354935,53300708458.85567,2.214391063987082e-07,1.257063365215428e-07
136,136,0.1,730,2.25,100000.0,7395030000000.0,99.0,0.099,730.0,0.0939391886004226,0.1301492027674111,0.021716034737559,7321079700.0,7.770984728270426,0.7693274880987722,56891998543.15064,2.3272474191033458e-07,1.320071998225739e-07
137,137,0.1,735,2.25,100000.0,7405080000000.0,98.0,0.098,735.0,0.092654455059769,0.1109911974582271,0.020488895405823,7256978400.0,7.932700046920248,0.7774046045981843,57567432894.17922,2.3230130173978681e-07,1.3164944896459768e-07
138,138,0.1,740,2.25,100000.0,7415040000000.0,92.0,0.092,740.0,0.0876577801622509,0.116355430069162,0.0198306207710409,6821836800.0,8.441920370676627,0.7766566741022497,57589403047.35146,2.1982526616725802e-07,1.2451492955484208e-07
139,139,0.1,745,2.25,100000.0,7424910000000.0,96.0,0.096,745.0,0.092149316030295,0.1165630797220656,0.0198544196792807,7127913600.0,8.084704608714336,0.7761316424365764,57627075932.4376,2.3129120871057098e-07,1.308731334103257e-07
140,140,0.1,750,2.25,100000.0,7434690000000.0,103.0,0.103,750.0,0.085661729430285,0.0455095430151513,0.0260452116256887,7657730700.000001,8.755368412336107,0.9018029464706192,67046253480.95648,2.50178337887467e-07,1.4143972715838006e-07
141,141,0.1,755,2.25,100000.0,7444390000000.0,127.0,0.127,755.0,0.1169482059474376,0.0558561271313733,0.0255136298105257,9454375300.0,6.45584935556288,0.8198928681564857,61036022687.75461,3.1093394691638574e-07,1.756308461953579e-07
142,142,0.1,760,2.25,100000.0,7454000000000.0,124.0,0.124,760.0,0.0653660562227287,0.0864789071948093,0.024825634796161,9242960000.0,11.626829640912876,1.441726875473197,107466321297.7721,3.0602783829531564e-07,1.726991102491377e-07
143,143,0.1,765,2.25,100000.0,7463530000000.0,105.0,0.105,765.0,0.1016275122816523,0.072458031357145,0.0261366169882706,7836706500.0,7.52748918894979,0.7903863648397279,58990723455.72255,2.6119401936277684e-07,1.4724742044311166e-07
144,144,0.1,770,2.25,100000.0,7472970000000.0,113.0,0.1129999999999999,770.0,0.1164538423364547,0.1035313984459802,0.0235297991630341,8444456099.999999,6.61206177959625,0.7471629810943763,55835265428.28841,2.8328959201814444e-07,1.5956388918807078e-07
145,145,0.1,775,2.25,100000.0,7482330000000.0,113.0,0.1129999999999999,775.0,0.0935309933917096,0.1154603530794434,0.0287188297124719,8455032899.999999,8.286023401401122,0.9363206443583268,70058600469.01637,2.855177586348931e-07,1.6066967735069937e-07
146,146,0.1,780,2.25,100000.0,7491600000000.0,118.0,0.118,780.0,0.0833579227199834,0.0841720419953219,0.0219641569043435,8840088000.0,9.357238934806256,1.1041541943071385,82718815620.71356,3.004687077794395e-07,1.689448125476586e-07
147,147,0.1,785,2.25,100000.0,7500800000000.0,107.0,0.107,785.0,0.065676218161002,0.117884568045966,0.0193043795230601,8025856000.0,11.952576168067583,1.2789256499832315,95929655153.94225,2.7460274553101977e-07,1.5427826138774113e-07
148,148,0.1,790,2.25,100000.0,7509910000000.0,124.0,0.124,790.0,0.0635156150030979,0.1006899489556728,0.0281479399978563,9312288400.0,12.437886336477534,1.5422979057232145,115825184651.69826,3.2067070852248645e-07,1.800568538204824e-07
149,149,0.1,795,2.25,100000.0,7518950000000.0,115.0,0.1149999999999999,795.0,0.0895845934705903,0.0361892896386122,0.0267138225076242,8646792500.0,8.874293773080414,1.0205437839042475,76734176839.86841,2.9963873048803624e-07,1.6813541574506277e-07
150,150,0.1,800,2.25,100000.0,7527910000000.0,118.0,0.118,800.0,0.0708415822720098,0.0805721779250798,0.0234759125204662,8882933800.0,11.29280253690899,1.332550699355261,100313217351.8346,3.097805312922765e-07,1.737102421949097e-07
151,151,0.1,805,2.25,100000.0,7536780000000.0,127.0,0.127,805.0,0.1005989887643181,0.1044849523687602,0.0246066420886464,9571710600.0,8.002068508719727,1.0162627006074054,76593483966.8388,3.359239982833887e-07,1.882048057383359e-07
152,152,0.1,810,2.25,100000.0,7545590000000.0,118.0,0.118,810.0,0.1064134214211662,0.0738979072979127,0.0149077753268083,8903796200.0,7.61182179073218,0.8981949713063974,67774109935.398384,3.14412540884652e-07,1.760360186162746e-07
153,153,0.1,815,2.25,100000.0,7554310000000.0,135.0,0.135,815.0,0.1077456415275719,0.0173863250915323,0.0264305781144247,10198318500.0,7.564111071643142,1.0211549946718244,77141213877.99307,3.62387901701992e-07,2.026986923778688e-07
154,154,0.1,820,2.25,100000.0,7562970000000.0,142.0,0.142,820.0,0.0930522388903227,0.0792401559012378,0.017244821239016,10739417400.000002,8.812254382901024,1.2513401223719456,94638478052.95354,3.839847723372656e-07,2.145909243495984e-07
155,155,0.1,825,2.25,100000.0,7571540000000.0,137.0,0.1369999999999999,825.0,0.0565949608461551,0.0589657279939296,0.0128637736774966,10373009799.999998,14.577269560140492,1.997085929739247,151210160004.57898,3.732140170134906e-07,2.0833541307030838e-07
156,156,0.1,830,2.25,100000.0,7580040000000.0,136.0,0.136,830.0,0.1098045084750083,0.1218951916900418,0.0089937459046949,10308854400.0,7.558888168867029,1.028008790965916,77923477558.73282,3.731810794808949e-07,2.0811715612943865e-07
157,157,0.1,835,2.25,100000.0,7588470000000.0,133.0,0.133,835.0,0.1163597197435137,0.0588134902630069,0.0270047453176161,10092665100.0,7.176022783834053,0.9544110302499292,72425194707.20679,3.675424469440165e-07,2.047669306563086e-07
158,158,0.1,840,2.25,100000.0,7596830000000.0,141.0,0.141,840.0,0.0841315828392907,0.104925033203486,0.0267779321109761,10711530300.000002,9.984359875940749,1.4077947425076454,106947773337.24356,3.924585831149551e-07,2.184101017062509e-07
159,159,0.1,845,2.25,100000.0,7605120000000.0,144.0,0.144,845.0,0.098389749320404,0.0747241018994189,0.022813469044482,10951372800.000002,8.58829304715755,1.2367141987906871,94053598875.07031,4.036641689125429e-07,2.2437843286701253e-07
160,160,0.1,850,2.25,100000.0,7613330000000.0,154.0,0.154,850.0,0.0901834537330614,0.0548370851768975,0.0246242585077379,11724528200.0,9.425232288352555,1.4514857724062935,110506401756.3401,4.34703641719447e-07,2.4138450547640616e-07
161,161,0.1,855,2.25,100000.0,7621480000000.0,144.0,0.144,855.0,0.076900244436274,0.1181700146058802,0.0260281546151149,10974931200.000002,11.118300159741676,1.601035223002801,122022579314.1139,4.093349254568882e-07,2.270033549134383e-07
162,162,0.1,860,2.25,100000.0,7629560000000.0,159.0,0.159,860.0,0.1283728093856098,0.1201565353450783,0.024764978161181,12131000400.0,6.699237978166453,1.065178838528466,81268458592.83243,4.551325004353926e-07,2.520884501891027e-07
163,163,0.1,865,2.25,100000.0,7637560000000.0,140.0,0.1399999999999999,865.0,0.0893946363878512,0.1425470762800266,0.0219985892778304,10692583999.999998,9.676195742293476,1.3546674039210864,103463535774.91531,4.0357225373736884e-07,2.231999640962429e-07
164,164,0.1,870,2.25,100000.0,7645500000000.0,156.0,0.156,870.0,0.1288245834474537,0.069157310863031,0.0260448221600974,11926980000.0,6.753369401383427,1.0535256266158146,80547301782.91211,4.526978936397229e-07,2.500955132869362e-07
165,165,0.1,875,2.25,100000.0,7653370000000.0,151.0,0.151,875.0,0.0974150144789973,0.1027080965780865,0.0211330647887484,11556588700.0,8.982188266149153,1.356310428188522,103803455417.8519,4.411927195517541e-07,2.433857602574417e-07
166,166,0.1,880,2.25,100000.0,7661180000000.0,142.0,0.142,880.0,0.0919052217925582,0.0872108763939707,0.0251954359337302,10878875600.000002,9.575081620348756,1.3596615900895233,104166121807.62051,4.177698001647122e-07,2.3011656354771506e-07
167,167,0.1,885,2.25,100000.0,7668920000000.0,148.0,0.148,885.0,0.1527805293989104,0.0848326227095065,0.0287314961407568,11350001600.0,5.7926229440484684,0.8573081957191734,65746279683.14684,4.383545288375705e-07,2.410941552200064e-07
168,168,0.1,890,2.25,100000.0,7676590000000.0,146.0,0.146,890.0,0.156209857190106,0.1096472261662883,0.0222114379979152,11207821400.0,5.697463758108925,0.8318297086839029,63856156233.85763,4.352928844584712e-07,2.390818283822469e-07
169,169,0.1,895,2.25,100000.0,7684200000000.0,145.0,0.145,895.0,0.1377579262847348,0.106066641795548,0.0231353992795709,11142090000.0,6.496903838041996,0.9420510565160892,72389087284.80934,4.352190428584425e-07,2.38649974297464e-07
170,170,0.1,900,2.25,100000.0,7691750000000.0,189.0,0.189,900.0,0.1370144663995915,0.1041353130022079,0.0207412299660784,14537407500.0,6.568649454687675,1.2414747469359706,95491133847.44753,5.710361582644e-07,3.126499008546715e-07
171,171,0.1,905,2.25,100000.0,7699230000000.0,157.0,0.157,905.0,0.1351368618970809,0.0666922693021185,0.0240127742524049,12087791100.0,6.696914426570302,1.0514155649715375,80950902602.9581,4.774344106958121e-07,2.6099169272922184e-07
172,172,0.1,910,2.25,100000.0,7706650000000.0,183.0,0.183,910.0,0.1078427257930343,0.0607159925009046,0.0196427070750249,14103169500.0,8.438214013121485,1.5441931644012314,119005562504.32751,5.601549721232835e-07,3.057113887666559e-07
173,173,0.1,915,2.25,100000.0,7714010000000.0,153.0,0.153,915.0,0.1029500833731162,0.0782137190280211,0.0271117684938624,11802435300.0,8.887802418613068,1.3598337700477994,104897713004.86427,4.713838322813169e-07,2.568153052098815e-07
174,174,0.1,920,2.25,100000.0,7721310000000.0,182.0,0.182,920.0,0.1059394540483253,0.1303084210659083,0.0221804051751294,14052784200.0,8.68420559898612,1.5805254190154738,122037267230.98367,5.644115908178596e-07,3.069533370466236e-07
175,175,0.1,925,2.25,100000.0,7728540000000.0,166.0,0.166,925.0,0.0929816582722651,0.0935740901051541,0.022153211714648,12829376400.0,9.948198571501624,1.6514009628692696,127629183975.73663,5.181134603614349e-07,2.8126208849992104e-07
176,176,0.1,930,2.25,100000.0,7735710000000.0,180.0,0.18,930.0,0.1364783878761954,0.0826303133862262,0.0256470722985616,13924278000.0,6.81426571981226,1.2265678295662066,94883730248.53604,5.653498635907999e-07,3.063937402218472e-07
177,177,0.1,935,2.25,100000.0,7742830000000.0,186.0,0.186,935.0,0.0887318041114895,0.0549330044789895,0.0281314050904449,14401663800.0,10.537371682707969,1.9599511329836825,151755684310.00043,5.879194278435067e-07,3.1802704242520605e-07
178,178,0.1,940,2.25,100000.0,7749880000000.0,156.0,0.156,940.0,0.1412681988809936,0.0846692639766693,0.0269250283915764,12089812800.0,6.654009943114441,1.0380255511258527,80445734581.59224,4.962001588036682e-07,2.679295704417472e-07
179,179,0.1,945,2.25,100000.0,7756880000000.0,174.0,0.174,945.0,0.1706494366219431,0.0752974728431835,0.0311997669796533,13496971200.0,5.537668443017211,0.9635543090849948,74741751490.55214,5.568800531933355e-07,3.001447956555967e-07
180,180,0.1,950,2.25,100000.0,7763820000000.0,195.0,0.1949999999999999,950.0,0.1630572239355388,0.1092595799077734,0.0262846817147984,15139448999.999998,5.826175480428652,1.136104218683587,88205086551.00006,6.279991842868871e-07,3.378338350445068e-07
181,181,0.1,955,2.25,100000.0,7770700000000.0,177.0,0.177,955.0,0.0859902627528299,0.1190978210015744,0.0277188631741345,13754139000.000002,11.105908616014442,1.9657458250345563,152752210825.9603,5.735590292189726e-07,3.079385964912281e-07
182,182,0.1,960,2.25,100000.0,7777520000000.0,184.0,0.184,960.0,0.0747802153492784,0.0973017298066528,0.0255548297738654,14310636800.0,12.837620158167445,2.3621221091028097,183714519459.89285,5.999999318814651e-07,3.214638150283823e-07
183,183,0.1,965,2.25,100000.0,7784280000000.0,213.0,0.213,965.0,0.1511970688160318,0.0975447372287644,0.0281780474533812,16580516400.0,6.382398862336138,1.3594509576775973,105823469008.30566,6.986869651491642e-07,3.736462820197905e-07
184,184,0.1,970,2.25,100000.0,7790990000000.0,194.0,0.194,970.0,0.1509441148402857,0.0637738145983096,0.0242133129954962,15114520600.0,6.426219405946096,1.2466865647535428,97129225591.29202,6.402583544524132e-07,3.417046800217938e-07
185,185,0.1,975,2.25,100000.0,7797650000000.0,211.0,0.211,975.0,0.1087346092134566,0.0989765687134667,0.0256286273274244,16453041500.0,8.966786261088037,1.891991901089576,147530906475.31128,7.00654120525366e-07,3.731161457990808e-07
186,186,0.1,980,2.25,100000.0,7804250000000.0,200.0,0.2,980.0,0.1057651149292269,0.0813618228122303,0.0213242136383177,15608500000.0,9.265815109790882,1.8531630219581765,144625475141.17102,6.681224218318932e-07,3.550622271661219e-07
187,187,0.1,985,2.25,100000.0,7810790000000.0,195.0,0.1949999999999999,985.0,0.1063347672767349,0.1293105684430895,0.025661793777112,15231040499.999998,9.263197966442617,1.8063236034563093,141088143386.4051,6.552675704473784e-07,3.475054101504347e-07
188,188,0.1,990,2.25,100000.0,7817280000000.0,208.0,0.208,990.0,0.1158623339440509,0.0973274667229812,0.025107082939764,16259942400.0,8.544623315443165,1.777281649612178,138935082938.80286,7.031353454848837e-07,3.720861705195037e-07
189,189,0.1,995,2.25,100000.0,7823720000000.0,209.0,0.209,995.0,0.1459908331040651,0.1068230757901504,0.0279707469808858,16351574800.0,6.815496417441118,1.4244387512451937,111444099468.92046,7.106951112582031e-07,3.75255161556459e-07
190,190,0.1,1000,2.25,100000.0,7830100000000.0,180.0,0.18,1000.0,0.1257627251412714,0.0705615728464618,0.0293344335206725,14094180000.0,7.951481640340435,1.4312666952612785,112069613505.65337,6.156141816589102e-07,3.243792247127138e-07
191,191,0.1,1005,2.25,100000.0,7836430000000.0,202.0,0.202,1005.0,0.1138463553369319,0.1129850627657922,0.0221883365622295,15829588600.000002,8.827687079008104,1.7831927899596371,139738654750.234,6.949224652513962e-07,3.653254573610493e-07
192,192,0.1,1010,2.25,100000.0,7842710000000.0,184.0,0.184,1010.0,0.1172889577643445,0.0984445557160248,0.024872587648988,14430586400.0,8.611211313082675,1.5844628816072124,124264828862.097,6.36681079592685e-07,3.339601809745317e-07
193,193,0.1,1015,2.25,100000.0,7848930000000.0,210.0,0.21,1015.0,0.1190966744039769,0.0977710569597948,0.0229398048783437,16482753000.0,8.522488180963903,1.7897225180024194,140474067632.2473,7.309305155860451e-07,3.8252809301677924e-07
194,194,0.1,1020,2.25,100000.0,7855110000000.0,211.0,0.211,1020.0,0.1163404906400273,0.0791677344551848,0.0260646528890888,16574282100.0,8.767368904743687,1.8499148389009177,145312845501.9899,7.386371127166405e-07,3.857399685809042e-07
195,195,0.1,1025,2.25,100000.0,7861230000000.0,192.0,0.192,1025.0,0.1755018680878493,0.1090571601915363,0.0252788132793172,15093561600.0,5.840393673114211,1.1213555852379289,88152341673.39961,6.759209346984246e-07,3.5224098893584845e-07
196,196,0.1,1030,2.25,100000.0,7867300000000.0,194.0,0.194,1030.0,0.1633539492700038,0.1072969625721877,0.029473500096976,15262562000.0,6.305326590528509,1.2232333585625306,96235438018.19,6.868735896707164e-07,3.571635305047423e-07
197,197,0.1,1035,2.25,100000.0,7873320000000.0,203.0,0.203,1035.0,0.0634193181979299,0.0189736078846351,0.0275291644834894,15982839600.000002,16.319948391274,3.3129495234286224,260839117418.0104,7.22807029969802e-07,3.750114876723386e-07
198,198,0.1,1040,2.25,100000.0,7879300000000.0,208.0,0.208,1040.0,0.1512574442426739,0.0598189290877513,0.0282077433450267,16388944000.0,6.875694648994915,1.4301444869909423,112685374563.47733,7.446985998998883e-07,3.855632432686766e-07
199,199,0.1,1045,2.25,100000.0,7885220000000.0,246.0,0.246,1045.0,0.1303362446681149,0.0979539396783576,0.0267344028750768,19397641200.0,8.017723716537661,1.9723600342682648,155524927894.12805,8.857135512720163e-07,4.575255284295885e-07
200,200,0.1,1050,2.25,100000.0,7891090000000.0,231.0,0.231,1050.0,0.1148426454303717,0.1040754131190906,0.0246383107431236,18228417900.0,9.142945079897238,2.112020313456262,166661423753.11572,8.363388608066911e-07,4.310623049055033e-07
201,201,0.1,1055,2.25,100000.0,7896920000000.0,209.0,0.209,1055.0,0.1186270963571587,0.1015948805880355,0.0290056249924682,16504562800.0,8.893415015601825,1.8587237382607813,146781926631.4633,7.609641142166176e-07,3.9126795749396964e-07
202,202,0.1,1060,2.25,100000.0,7902700000000.0,226.0,0.2259999999999999,1060.0,0.1245566456309461,0.1153202106254696,0.026175861357712,17860102000.0,8.510184218839004,1.9233016334576143,151992758187.25494,8.272443342804871e-07,4.244593165435995e-07
203,203,0.1,1065,2.25,100000.0,7908430000000.0,235.0,0.235,1065.0,0.1541515070903187,0.0843848517975093,0.0250291449171693,18584810500.0,6.908787465671722,1.6235650544328548,128398505834.2842,8.649035305765329e-07,4.427442682078501e-07
204,204,0.1,1070,2.25,100000.0,7914110000000.0,220.0,0.22,1070.0,0.1347046534881428,0.0788111714894503,0.0218125393197209,17411042000.0,7.943303904450375,1.7475268589790824,138301197899.14948,8.142019809732981e-07,4.157811130613366e-07
205,205,0.1,1075,2.25,100000.0,7919750000000.0,230.0,0.2299999999999999,1075.0,0.1511934767599996,0.1207297833740559,0.0265776016475047,18215425000.0,7.110095111487023,1.6353218756420151,129513404246.1585,8.557982354931435e-07,4.359921492128269e-07
206,206,0.1,1080,2.25,100000.0,7925330000000.0,196.0,0.196,1080.0,0.1769171208641182,0.1050999278978254,0.026236219998599,15533646800.0,6.104553333928023,1.1964924534498926,94825975361.00037,7.331703172991791e-07,3.726614399155531e-07
207,207,0.1,1085,2.25,100000.0,7930880000000.0,248.0,0.248,1085.0,0.1766684537519722,0.1272062546158964,0.0252193116766478,19668582400.0,6.141447309677874,1.5230789328001126,120793562465.65758,9.327007636975208e-07,4.729161433036788e-07
208,208,0.1,1090,2.25,100000.0,7936380000000.0,210.0,0.21,1090.0,0.1526708215665166,0.0632420530692854,0.0287197670743689,16666398000.0,7.139543685006642,1.499304173851395,118990476592.70734,7.939767428928001e-07,4.016289852278478e-07
209,209,0.1,1095,2.25,100000.0,7941830000000.0,231.0,0.231,1095.0,0.1056291842185146,0.08200196574433,0.0270929157866273,18345627300.0,10.36645324965095,2.39465070066937,190179087740.97012,8.779510435863889e-07,4.430406668204195e-07
210,210,0.1,1100,2.25,100000.0,7947230000000.0,203.0,0.203,1100.0,0.1599153355559792,0.0799251118609016,0.0248189096856775,16132876900.000002,6.878639851366469,1.3963638898273931,110972249961.52954,7.756395753878033e-07,3.904384303931036e-07
211,211,0.1,1105,2.25,100000.0,7952600000000.0,201.0,0.201,1105.0,0.1961542124734023,0.1070049267822463,0.030535051671542,15984726000.0,5.633322813038405,1.1322978854207193,90047121635.96812,7.720100057124564e-07,3.876480623933707e-07
212,212,0.1,1110,2.25,100000.0,7957910000000.0,258.0,0.258,1110.0,0.1772013692107066,0.0923670062415873,0.0273227952215625,20531407800.0,6.264059950237299,1.6161274671612231,128609969321.9697,9.962328028614849e-07,4.989358013530852e-07
213,213,0.1,1115,2.25,100000.0,7963190000000.0,236.0,0.236,1115.0,0.1634450026813283,0.0860986574848481,0.0241900251715296,18793128400.0,6.821866571068775,1.6099605107722308,128204214397.7632,9.159949472487772e-07,5.093458042204418e-07
214,214,0.1,1120,2.25,100000.0,7968420000000.0,218.0,0.218,1120.0,0.1818159004901645,0.1020444617039205,0.0286483320068666,17371155600.0,6.160077292363038,1.3428968497351423,107007661153.66502,8.504210989882996e-07,5.321588711752668e-07
215,215,0.1,1125,2.25,100000.0,7973600000000.0,239.0,0.239,1125.0,0.1891480832853176,0.1260632817048941,0.0281972442301844,19056904000.0,5.947720856906652,1.4215052848006895,113345145388.8678,9.371821286078544e-07,5.862066483434511e-07
216,216,0.1,1130,2.25,100000.0,7978750000000.0,203.0,0.203,1130.0,0.1411504922639324,0.1030006500284006,0.0264585685458641,16196862500.000002,8.0056398095095,1.6251448813304288,129666247219.15158,8.001002125196216e-07,5.002907344887552e-07
217,217,0.1,1135,2.25,100000.0,7983850000000.0,229.0,0.2289999999999999,1135.0,0.1731832790521821,0.0896791915842075,0.027169589262861,18283016500.0,6.553750490299999,1.5008088622786997,119822328351.03796,9.070827845008268e-07,5.670049062022211e-07
218,218,0.1,1140,2.25,100000.0,7988910000000.0,217.0,0.217,1140.0,0.1447634802043467,0.1332732738066152,0.0281177713823029,17335934700.0,7.874914297382096,1.7088564025319148,136519000027.5124,8.639471189495565e-07,5.39809705152437e-07
219,219,0.1,1145,2.25,100000.0,7993920000000.0,227.0,0.2269999999999999,1145.0,0.1954692992098898,0.1038869470043647,0.0202943300581712,18146198400.0,5.857697370524303,1.3296973031090165,106294938652.6923,9.082934628349832e-07,5.732227839824113e-07
220,220,0.1,1150,2.25,100000.0,7998900000000.0,197.0,0.197,1150.0,0.2029449548099364,0.1060038513978206,0.0293014203558961,15757833000.0,5.666561167174649,1.116312549933406,89292724556.6232,7.92277147199975e-07,5.050911276363869e-07
221,221,0.1,1155,2.25,100000.0,8003830000000.0,235.0,0.235,1155.0,0.1541848539291095,0.0725538724138666,0.0226746410543306,18809000500.0,7.491008166930853,1.7603869192287505,140898376357.3065,9.496919333801128e-07,6.054792344352826e-07
222,222,0.1,1160,2.25,100000.0,8008730000000.0,220.0,0.22,1160.0,0.1813854670465389,0.106744691722068,0.0246904526259318,17619206000.0,6.395220184329174,1.4069484405524184,112678701843.05368,8.934687545732038e-07,5.696238438086987e-07
223,223,0.1,1165,2.25,100000.0,8013580000000.0,232.0,0.232,1165.0,0.2139508799282339,0.0911067504808984,0.0273321804686599,18591505600.0,5.445175081265283,1.263280618853546,101234003016.32396,9.469417884201106e-07,6.035948352829264e-07
