,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
42,42,2.25,0.02,2550,100000.0,17.15,2.43,0.81,,2.5500000000000003,7.6,0.0075999999999999,2550.0,0.3544376986099251,0.0001936403399414,0.0001282969544184,1.3086973457632724e-05,7.135101691548113e-06,0.0,69965053204.8097,71520619913.4199,61309200000.0,48206800000.0,38433200000.0,7.659737821672931,0.0596147555280058,0.0,548809150303.7706,561011088335.5208,480912232844.4235,378136394314.1414,301471818705.12585,0.0,7.683260272249673e-06,7.8540858965526e-06,6.732711819777867e-06,5.293862783296271e-06,4.2205682003987456e-06,0.0,4.0184396763431e-06,4.107783580117162e-06,3.521291137786457e-06,2.7687553845270235e-06,2.20740910918385e-06
43,43,2.25,0.02,2600,100000.0,17.15,2.43,0.81,,2.6000000000000005,10.2,0.0101999999999999,2600.0,0.4042645134381488,0.0001831995798253,0.0001251952814938,-5.052272989341459e-06,4.416551604046782e-06,0.0,91518472701.97754,94512465618.59196,82283400000.0,64698600000.0,51581400000.0,6.500766041136098,0.0668830101372801,0.0,600101072301.4475,619733156477.2185,539545242777.4392,424238933300.7681,338227382264.2259,0.0,1.0252944373374722e-05,1.0588365648686951e-05,9.218326072807283e-06,7.248275973697363e-06,5.778737442690771e-06,0.0,5.286509857609453e-06,5.459456068357928e-06,4.753051404541439e-06,3.737275946325318e-06,2.97956873097385e-06
44,44,2.25,0.02,2650,100000.0,17.15,2.43,0.81,,2.6499999999999995,13.0,0.0129999999999999,2650.0,0.3485365907164749,0.0001946321338764,0.0001299473841946,-2.384118329168367e-06,3.168050369926646e-06,0.0,113607638696.18932,118572405746.62602,104871000000.0,82459000000.0,65741000000.0,7.790791801175044,0.1014967741133078,0.0,886985295561.0325,925747437087.4452,818774476772.0547,643794038200.7118,513269186690.99786,0.0,1.2981069350322265e-05,1.3548355019926409e-05,1.1982800975893431e-05,9.42195445519921e-06,7.511717433382061e-06,0.0,6.596121479858178e-06,6.884378563270088e-06,6.088867470998758e-06,4.787614524426071e-06,3.8169583241404136e-06
45,45,2.25,0.02,2700,100000.0,17.15,2.43,0.81,,2.7,12.0,0.0119999999999999,2700.0,0.3699046839688782,0.0001814616727452,0.0001223727737076,-1.5589222570883056e-05,3.753556417238728e-06,0.0,102074709493.49046,107707872877.6665,96804000000.0,76116000000.0,60684000000.0,7.599624271440956,0.0906546503692141,0.0,771128925055.9569,813684963144.7186,731311064528.4507,575022447291.9255,458440566917.116,0.0,1.1890859069386675e-05,1.2547075993720304e-05,1.1276865024301783e-05,8.866884200960235e-06,7.069183888421237e-06,0.0,5.94269551384103e-06,6.270653094499259e-06,5.635839664658108e-06,4.431403370884639e-06,3.5329665531394644e-06
46,46,2.25,0.02,2750,100000.0,17.15,2.43,0.81,,2.75,11.2,0.0111999999999999,2750.0,0.3671051187189564,0.0001897280060832,0.0001329991400103,-1.174144692558631e-06,-4.023246716176194e-06,0.0,92664361764.4384,98898351767.15176,90350400000.0,71041600000.0,56638400000.0,7.597506016929619,0.0834551512474541,0.0,690474850562.502,736926509361.7483,673232705113.2131,529356024362.6022,422032699858.376,0.0,1.099943134606885e-05,1.1739417504083267e-05,1.0724759799416743e-05,8.432769481554531e-06,6.723082968346408e-06,0.0,5.399643484397268e-06,5.7629042122434194e-06,5.264806656877142e-06,4.139663892967857e-06,3.3003752651329737e-06
47,47,2.25,0.02,2800,100000.0,17.15,2.43,0.81,,2.8000000000000003,10.5,0.0104999999999999,2800.0,0.3616305873937518,0.000179778480707,0.0001306185283549,-8.057160217419416e-06,1.9456593526291708e-06,0.0,84442416234.65213,91189138253.63828,84703500000.0,66601500000.0,53098500000.0,8.156399547292827,0.084903416950043,0.0,682804730841.8813,737358992996.5496,684915864535.9974,538542373714.1232,429356579516.3678,0.0,1.0211398375227476e-05,1.1027261650282778e-05,1.0242970545425246e-05,8.053943494438124e-06,6.42106136707766e-06,0.0,4.922034054246452e-06,5.315291341433797e-06,4.937252273257168e-06,3.88211121473537e-06,3.0950396362788524e-06
48,48,2.25,0.02,2850,100000.0,17.15,2.43,0.81,,2.8500000000000005,12.8,0.0127999999999999,2850.0,0.3753382857535402,0.0001755555198344,0.0001237007614401,6.134233249869283e-06,-4.1120021320737735e-06,0.0,99976525184.17464,109288486321.22296,103257600000.0,81190400000.0,64729600000.0,7.975324631850512,0.1013035057483516,0.0,791247851069.9425,864945843927.3959,817215380871.9532,642568136961.7948,512291828569.41455,0.0,1.231263587213998e-05,1.3459452952697444e-05,1.271671752432868e-05,9.999025567970354e-06,7.971791312821386e-06,0.0,5.8435732011698444e-06,6.387852235178562e-06,6.035350229121855e-06,4.745534461797438e-06,3.78340970728514e-06
49,49,2.25,0.02,2900,100000.0,17.15,2.43,0.81,,2.8999999999999995,11.1,0.0111,2900.0,0.4683880830457871,0.0001737068694701,0.0001391864533044,-8.607620588325116e-06,2.0523810721621767e-06,0.0,84140136065.85939,93142876652.7695,89543700000.0,70407300000.0,56132700000.0,6.369364233123751,0.0715328114154949,0.0,542232476186.7754,600249714441.3756,577055189688.7979,453732622808.4845,361741427328.1581,0.0,1.0549569051054596e-05,1.1678341096253087e-05,1.1227072957161714e-05,8.82773320531508e-06,7.037970490190503e-06,0.0,4.928199521229727e-06,5.455501994515937e-06,5.244693437668392e-06,4.123849073401589e-06,3.2877667923997846e-06
50,50,2.25,0.02,2950,100000.0,17.15,2.43,0.81,,2.95,14.0,0.014,2950.0,0.4441384300214858,0.0001948309221756,0.0001372600931838,-8.29271049559509e-06,4.846126345206613e-07,0.0,102896803380.08536,115425565959.05988,112938000000.0,88802000000.0,70798000000.0,6.760896825590521,0.0954549731162786,0.0,701572257171.219,786996021110.9514,770035268129.0204,605470894476.5559,482715799049.0216,0.0,1.3128597072028302e-05,1.472714115024305e-05,1.440975275630086e-05,1.1330241940401183e-05,9.033112642694115e-06,0.0,6.035498714268936e-06,6.770383841433308e-06,6.624473563811691e-06,5.208756144199524e-06,4.15271635207583e-06
51,51,2.25,0.02,3000,100000.0,17.15,2.43,0.81,,3.0,10.6,0.0105999999999999,3000.0,0.4186546488803436,0.0002023610571497,0.0001376629920759,7.076436453767936e-06,3.2772140594622606e-06,0.0,75498909531.36748,85841614746.0197,85510200000.0,67235800000.0,53604199999.99999,7.529083180386581,0.0749516226012005,0.0,533845827735.5887,606978142634.0873,604634739523.8851,475418142159.4154,379030355494.2714,0.0,9.800525588062004e-06,1.1143113815298156e-05,1.1100092813818951e-05,8.72789001091529e-06,6.958369822670441e-06,0.0,4.431571412803462e-06,5.038658813731596e-06,5.019205710059519e-06,3.94655036803118e-06,3.14641419062489e-06
52,52,2.25,0.02,3050,100000.0,17.15,2.43,0.81,,,,,3050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,2.25,0.02,3100,100000.0,17.15,2.43,0.81,,,,,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,2.25,0.02,3150,100000.0,17.15,2.43,0.81,,,,,3150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,2.25,0.02,3200,100000.0,17.15,2.43,0.81,,,,,3200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,2.25,0.02,3250,100000.0,17.15,2.43,0.81,,,,,3250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,2.25,0.02,3300,100000.0,17.15,2.43,0.81,,,,,3300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,2.25,0.02,3350,100000.0,17.15,2.43,0.81,,,,,3350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,2.25,0.02,3400,100000.0,17.15,2.43,0.81,,,,,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,2.25,0.02,3450,100000.0,17.15,2.43,0.81,,,,,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,2.25,0.02,3500,100000.0,17.15,2.43,0.81,,,,,3500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
