,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
10,10,2.25,0.02,1000,100000.0,17.15,2.43,0.81,,0.1,447.92,0.44792,100.0,0.0105128300959722,0.0003425309951177,0.0002874095174196,-6.283395045522544e-06,2.8345199607222178e-08,9069091361535.57,6503798400000.0,4712118400000.0,3613370640000.0,2841156560000.0,2265131440000.0,0.9542221764300992,4.274042686210448,86537068236170.42,62059099803775.69,44962929058933.92,34478702349659.688,27110252758632.867,21613833864166.23,0.000396125298309,0.0002840768692957,0.0002058187785806,0.0001578270044496,0.0001240977673514,9.8937791186532e-05,0.000208726213565,0.0001496856917308,0.0001084499639813,8.316215393891899e-05,6.5389555278859e-05,5.2132268807374e-05
11,11,2.25,0.02,1050,100000.0,17.15,2.43,0.81,,0.105,461.5100000000001,0.46151,105.0,0.0113283366900259,0.0003536503312019,0.0002985269150108,-3.948170650232148e-06,5.684122984775126e-07,9081397449470.645,6701125200000.0,4855085200000.0,3723001170000.0,2927357930000.0,2333856070000.0,0.9282506255277816,4.284172081287423,84302115690010.92,62206178620293.375,45069490295143.69,34560416179745.64,27174503511606.12,21665058215070.49,0.000416664004473,0.000307454626432,0.0002227563822358,0.0001708151839825,0.000134310240734,0.0001070797552249,0.0002147552320671,0.0001584669876463,0.0001148121701129,8.8040853260557e-05,6.9225626903644e-05,5.5190603066644e-05
12,12,2.25,0.02,1100,100000.0,17.15,2.43,0.81,,0.1099999999999999,478.81000000000006,0.47881,110.0,0.0122136355594898,0.0003635903227842,0.0003054991263083,-4.631245115009829e-06,-1.1410850970660044e-06,9135226073709.79,6952321200000.0,5037081200000.0,3862560270000.0,3037091830000.0,2421342170000.0,0.9031237888462617,4.325806721407593,82532157538964.73,62810713594838.266,45507486709207.88,34896282821595.062,27438592033888.367,21875604590158.2,0.0004392051657496,0.0003342550430994,0.0002421737640086,0.0001857049196062,0.0001460178883181,0.0001164137570904,0.000221085386792,0.0001682560025556,0.0001219044867001,9.3479419601689e-05,7.3501916267943e-05,5.8599903920382e-05
13,13,2.25,0.02,1150,100000.0,17.15,2.43,0.81,,0.115,492.45,0.4924500000000001,115.0,0.0133409037187493,0.0003520254817795,0.0002953173644481,-3.867472361312861e-06,-4.511128018448824e-07,9081670270670.828,7150374000000.0,5180574000000.0,3972594150000.0,3123610350000.0,2490319650000.0,0.8642235282107403,4.255888994088492,78486304300718.1,61795508194164.9,44771952217810.94,34332256515311.863,26995103889503.293,21522030643105.5,0.000456610995551,0.0003595086909559,0.000260470484081,0.000199735303715,0.0001570498365519,0.0001252090530416,0.0002910978354596,0.0002291933457272,0.0001660546829924,0.0001273348980703,0.0001001221344316,7.982305436245399e-05
14,14,2.25,0.02,1200,100000.0,17.15,2.43,0.81,,0.1199999999999999,500.77,0.50077,120.0,0.0140635134499166,0.0003539202224665,0.0003001619875037,-3.1776429025315948e-06,-3.8361816513488383e-08,8898449106777.11,7271180400000.0,5268100400000.0,4039711590000.0,3176384110000.0,2532393890000.0,0.8564143589353141,4.288916654856953,76212046601140.89,62275069828522.98,45119403209095.15,34598690654731.04,27204598341757.656,21689051523611.617,0.0004668681822053,0.0003814915088124,0.0002763974292497,0.0002119484849579,0.0001666529366664,0.000132865190087,0.0002973156440938,0.0002429452209039,0.0001760181628036,0.0001349751444236,0.0001061295823824,8.4612533203244e-05
15,15,2.25,0.02,1250,100000.0,17.15,2.43,0.81,,0.125,511.29,0.51129,125.0,0.0148334963625438,0.0003422671092889,0.0002873610792938,-3.476202926116573e-06,-3.5317058137335346e-07,8729873380079.1,7423930800000.0,5378770800000.0,4124576430000.0,3243112470000.0,2585593530000.0,0.8440768023992302,4.31567776391651,73686793068931.6,62663641132067.73,45400930076401.68,34814572521514.49,27374344056522.414,21824382452125.79,0.0004771953836471,0.0004058094948272,0.0002940162455635,0.0002254590354525,0.0001772761450199,0.0001413346153816,0.000303043790292,0.0002577100526602,0.0001867155477951,0.0001431781676866,0.0001125795360898,8.975480277568e-05
16,16,2.25,0.02,1300,100000.0,17.15,2.43,0.81,,0.13,523.22,0.52322,130.0,0.0162580248034669,0.0003466003612469,0.0003074756750943,-3.5035242051211384e-06,-7.344150111481197e-07,8554110147323.771,7584125464070.292,5504274400000.0,4220815740000.0,3318784460000.0,2645923540000.0,0.8019332641156257,4.196042038249127,68600981954023.14,60822042870292.83,44142362242380.82,33849471122555.71,26615494648614.22,21219384587425.84,0.0004862556290481,0.0004311171629541,0.0003128887008385,0.0002399309077627,0.0001886552309333,0.0001504066692148,0.0003075259167355,0.0002726543259096,0.0001978823047249,0.0001517411171308,0.0001193124960903,9.5122701045081e-05
17,17,2.25,0.02,1350,100000.0,17.15,2.43,0.81,,0.1349999999999999,520.04,0.5200400000000001,135.0,0.0167754825160045,0.0003375336022625,0.0002966984426561,-3.377341785995816e-06,1.1101653191169431e-06,8104528468724.198,7449097389684.164,5470820800000.0,4195162680000.0,3298613720000.0,2629842280000.0,0.8063758822788326,4.1934254929032,65352158081508.734,60066985026190.81,44114836185341.68,33828363451250.133,26598897901485.008,21206152717611.49,0.0004782607410757,0.000439582740894,0.0003228415842078,0.0002475630284985,0.0001946562897937,0.0001551910543098,0.000311229031379,0.0002860592536859,0.0002100897374848,0.0001611020829173,0.0001266729282192,0.0001009908557472
18,18,2.25,0.02,1400,100000.0,17.15,2.43,0.81,,0.14,520.0,0.52,140.0,0.0179144465642889,0.0003454969209564,0.000287840203564,-5.000524111065874e-06,-7.943030930145532e-09,7695222047244.094,7355748173913.044,5470400000000.0,4194840000000.0,3298360000000.0,2629640000000.0,0.782185865351274,4.068327893015532,60205166341829.3,57549222057554.83,42798809434523.4,32819201112956.293,25805403825397.52,20573534154979.547,0.0004707185831875,0.0004499528847187,0.0003346256835293,0.0002565993715809,0.0002017614743941,0.0001608557111794,0.0003075984845263,0.0002940288112496,0.0002186664321603,0.0001676789076271,0.0001318442185545,0.0001051137022276
19,19,2.25,0.02,1450,100000.0,17.15,2.43,0.81,,0.1449999999999999,522.79,0.52279,145.0,0.0183906371690568,0.0003494697430227,0.0002830700389013,-3.284592848517277e-06,-6.586230768782867e-07,7305590376714.394,7300814498628.43,5499750800000.0,4217346930000.0,3316056970000.0,2643749030000.0,0.7902917100506532,4.131430404919902,57733579847066.88,57695837717465.04,43462647859757.38,33328249076488.85,26205663058406.945,20892643557679.95,0.0004623866433185,0.000462084367647,0.0003480911439554,0.0002669250245521,0.0002098804302385,0.0001673286040858,0.0003012987329036,0.0003011017651102,0.0002268219078648,0.0001739327310595,0.0001367615362725,0.0001090340673072
20,20,2.25,0.02,1500,100000.0,17.15,2.43,0.81,,0.15,511.34,0.5113399999999999,150.0,0.0192836223655444,0.0003422401705144,0.0002899644047052,-2.777781612449733e-06,-1.2320218360888258e-06,6711103001336.8,7044797116749.453,5379296800000.0,4124979780000.0,3243429620000.0,2585846380000.0,0.7802824971736075,3.989656099722513,52362406667089.27,54966006547790.19,41971182169080.84,32184555756461.52,25306388640539.902,20175690896296.75,0.0004386974967409,0.0004605107177688,0.0003516387753125,0.0002696454373048,0.0002120194630995,0.0001690339626193,0.0002850027816684,0.0002991738875358,0.0002284444972927,0.0001751769733517,0.0001377398713239,0.0001098140515978
21,21,2.25,0.02,1550,100000.0,17.15,2.43,0.81,,0.155,508.5100000000001,0.50851,155.0,0.0201878773364978,0.0003474240736742,0.0002979524425852,-2.2333977150378344e-06,-6.776557026871171e-07,6225076501692.732,6909521306872.983,5349525200000.0,4102150170000.0,3225478930000.0,2571535070000.0,0.769535261885162,3.91416993321689,47916476126134.54,53184874539898.35,41177067697441.69,31575608851260.656,24827579886394.742,19793957352277.816,0.0004195167587478,0.0004656424675857,0.0003605121113184,0.0002764497340309,0.0002173696123662,0.0001732994056023,0.0002738078618922,0.0003039129326714,0.0002352970371934,0.0001804316729124,0.00014187158811,0.0001131080909778
22,22,2.25,0.02,1600,100000.0,17.15,2.43,0.81,,0.1599999999999999,496.67,0.4966699999999999,160.0,0.0212072692301285,0.0003589747933776,0.0003045194359625,-2.0641015014137143e-06,-1.4534103761495537e-06,5625668086183.487,6652006194593.612,5224968400000.0,4006636890000.0,3150377810000.0,2511660190000.0,0.7553871731701949,3.751328145819201,42490440394501.3,50242330045991.71,39463972094018.0,30261964152323.5,23794674428931.19,18970466433407.7,0.0003900391671535,0.0004611973042653,0.0003622578317666,0.0002777883962795,0.0002184221888684,0.0001741385793957,0.0002539977012521,0.0003003366455784,0.0002359061968079,0.0001808987917917,0.0001422388789308,0.0001134009160891
23,23,2.25,0.02,1650,100000.0,17.15,2.43,0.81,,0.1649999999999999,478.59,0.4785899999999999,165.0,0.0223193683217664,0.0003425692612729,0.0002968637168943,-3.198292492744851e-06,4.4173299569579165e-07,4967768962089.553,6314407176975.052,5034766800000.0,3860785530000.0,3035696370000.0,2420229630000.0,0.7407488837829954,3.544447849678902,36791403947804.82,46764635576226.52,37287591378622.05,28593060803359.7,22482432710513.277,17924272775826.207,0.0003535605026721,0.0004494019332632,0.0003583287979432,0.0002747755145444,0.0002160531906229,0.0001722498793915,0.000229748918358,0.0002920281176627,0.0002328474281538,0.0001785532512278,0.0001403946042566,0.0001119305555298
24,24,2.25,0.02,1700,100000.0,17.15,2.43,0.81,,0.1699999999999999,459.8,0.4598000000000001,170.0,0.0237534535764075,0.0003349970754679,0.0002855406499223,-2.9046395401867445e-06,-3.033341134506728e-07,4323313523404.256,5974095068651.777,4837096000000.0,3709206600000.0,2916511400000.0,2325208600000.0,0.7176943372787135,3.300358174791859,31031933730220.598,42880934094842.61,34719767998810.355,26623989396045.93,20934171902704.76,16689911289922.432,0.0003151811350484,0.0004355275310087,0.0003526372536632,0.0002704110955609,0.000212621492394,0.0001695139345793,0.0002043878276044,0.0002824297396833,0.00022867727219,0.0001753554709845,0.0001378802221959,0.0001099259472875
25,25,2.25,0.02,1750,100000.0,17.15,2.43,0.81,,0.175,428.44,0.42844,175.0,0.0243239773213258,0.000341335986255,0.0002854519593453,-2.860714448973346e-06,1.1916071121501317e-07,3596873782815.72,5478058473100.615,4507188800000.0,3456225480000.0,2717594920000.0,2166621080000.0,0.7213938096688544,3.089413982234606,25936495558220.438,39501424802296.24,32500635093108.05,24922302594686.566,19596152889314.105,15623166508160.406,0.0002679574833483,0.0004081007148762,0.0003357735191025,0.0002574795607034,0.0002024535581432,0.0001614074796674,0.0001735683263032,0.0002643455116802,0.0002174958765821,0.0001667812962346,0.0001311384358517,0.0001045510121555
26,26,2.25,0.02,1800,100000.0,17.15,2.43,0.81,,0.18,395.91,0.3959099999999999,180.0,0.0260382554631337,0.000352430622553,0.0002926374871374,-4.475190246022733e-06,4.527957720743368e-07,2912881597523.66,4980832334907.599,4164973200000.0,3193805970000.0,2511257130000.0,2002116870000.0,0.6928947155064823,2.742964181151688,20181177252262.65,34508460728381.883,28855983185715.76,22127492049350.668,17398621801045.156,13871169864084.088,0.0002211606202136,0.0003781698402382,0.0003162257116349,0.0002424898113839,0.000190667270808,0.0001520107817241,0.0001434874633027,0.0002453539469231,0.000205165029605,0.0001573256933292,0.0001237035915194,9.8623531816789e-05
27,27,2.25,0.02,1850,100000.0,17.15,2.43,0.81,,0.185,342.17,0.34217,185.0,0.0262310365481221,0.0003480298894009,0.0002999093745367,-2.4150742740967418e-06,-9.908212904191875e-08,2151797782526.8372,4232999929010.857,3599628400000.0,2760285390000.0,2170384310000.0,1730353690000.0,0.7064972646396093,2.4165917133093435,15197173013331.906,29895761027812.72,25422544824014.293,19494645351266.48,15328441237521.168,12220704294205.354,0.0001688893458656,0.0003322378128955,0.0002825260304533,0.0002166480501584,0.0001703481569548,0.000135811229658,0.0001080415026072,0.0002125384069917,0.000180736900243,0.0001385935907091,0.0001089747298708,8.688084643810699e-05
28,28,2.25,0.02,1900,100000.0,17.15,2.43,0.81,,0.19,280.09000000000003,0.28009,190.0,0.027723879741386,0.000349020697251,0.0002946761492817,-2.842514641517618e-06,-1.0785635075955697e-07,1453355041870.0615,3405310358540.798,2946546800000.0,2259486030000.0,1776610870000.0,1416415130000.0,0.6863852991014435,1.9227581485087604,9976972578213.973,23376729765738.18,20227415722312.16,15510889984020.168,12196054935991.066,9723387957008.805,0.0001173479293185,0.000274954231932,0.0002379123859338,0.0001824371879589,0.0001434485041804,0.0001143652980672,7.4273925737573e-05,0.0001740288927323,0.000150583712789,0.0001154713698735,9.0793962948762e-05,7.238610604318001e-05
29,29,2.25,0.02,1950,100000.0,17.15,2.43,0.81,,0.1949999999999999,195.24,0.19524,195.0,0.0288175553823612,0.0003227397502068,0.0002888457136856,-4.264828145742032e-06,-3.289618668172644e-07,792462456958.175,2331539132921.3022,2053924800000.0,1575001080000.0,1238407320000.0,987328680000.0,0.6789327326749335,1.3249542811216206,5377876075470.661,15822489017448.629,13938519037399.447,10688406185808.111,8404185005154.437,6700293799632.035,6.575858621647601e-05,0.0001934712688823,0.0001704348134817,0.0001306936920491,0.0001027631199538,8.1928598077684e-05,4.1165597797372005e-05,0.0001211151409785,0.0001066940666784,8.181568782271402e-05,6.433084267502899e-05,5.1288202965097e-05
30,30,2.25,0.02,2000,100000.0,17.15,2.43,0.81,,0.2,115.38,0.11538,200.0,0.0286721252680513,0.0003427071727371,0.0003052467655164,-1.6435430187383358e-06,-9.718222063821582e-07,334586931943.12805,1352503185908.529,1213797600000.0,930770460000.0,731855340000.0,583476660000.0,0.7054402645912421,0.8142870118259594,2361325992442.2373,9545205215276.01,8566299364409.092,6568853324400.015,5165022516012.061,4117849418803.877,2.8516685156821004e-05,0.0001152732035951,0.0001034513924446,7.9329123845168e-05,6.2375682725906e-05,4.972943836432401e-05,1.7643919146089003e-05,7.132214255474899e-05,6.4007720175282e-05,4.9082726107791e-05,3.8593248010624e-05,3.0768730126081e-05
31,31,2.25,0.02,2050,100000.0,17.15,2.43,0.81,,0.205,228.08,0.22808,205.0,0.031912903612233,0.0003636924680139,0.0002907749474444,-3.249563294921308e-06,-1.788862243411393e-06,389649012877.4931,2623062008126.885,2399401600000.0,1839921360000.0,1446711440000.0,1153400560000.0,0.6447678160817258,1.4704901005934954,2512166854359.7905,16911551719543.484,15469555858243.572,11862443641487.729,9327318708064.54,7436268438701.305,3.4085912564155e-05,0.0002294615392429,0.0002098960614321,0.0001609535672597,0.0001265561518691,0.0001008977550059,2.0830162133934e-05,0.0001402257034174,0.0001282690901315,9.8359957232971e-05,7.7339433336893e-05,6.1659390569867e-05
32,32,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,0.21,203.35,0.20335,210.0,0.0319992572092314,0.0003287095123434,0.0002863646012844,-2.3316387601275837e-06,7.254251575284671e-08,99412122697.97446,2293312312609.457,2139242000000.0,1640424450000.0,1289849050000.0,1028340950000.0,0.6596458807739225,1.3413946568599808,655770298569.8145,15127793865972.62,14111471790166.994,10821030696889.465,8508466308462.856,6783432779740.923,8.919569455454553e-06,0.0002057632198189,0.000191939545029,0.0001471840598621,0.0001157293283383,9.2265996122819e-05,5.379822319642318e-06,0.0001241057169935,0.0001157679923371,8.877380172847098e-05,6.9801936824555e-05,5.5650070080683e-05
33,33,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,0.21,201.71,0.20171,210.0,0.0315226432888903,0.0003448449490137,0.0002914219202478,-1.344647194389535e-06,9.60692904977257e-07,98610372605.89343,2274816948986.74,2121989200000.0,1627194570000.0,1279446530000.0,1020047470000.0,0.6715118245588234,1.3541469787552851,662004551773.3555,15271610226026.023,14245626216505.604,10923903677618.889,8589354286244.775,6847921271565.478,8.84763390636704e-06,0.0002041037574117,0.0001903915693524,0.0001459970332667,0.000114795981407,9.1521878917798e-05,5.336434522227941e-06,0.0001231048152189,0.000114834333584,8.8057848766414e-05,6.923899029693101e-05,5.5201257123061e-05
34,34,2.25,0.02,2150,100000.0,17.15,2.43,0.81,,0.2149999999999999,269.38,0.26938,215.0,0.032645000998209,0.0003395240135668,0.0002908709947395,-7.718994172686665e-07,5.95165985790856e-07,0.0,2977320259644.7334,2833877600000.0,2173088460000.0,1708677340000.0,1362254660000.0,0.6625749953429027,1.7850238532029443,0.0,19728961623321.08,18778450935694.977,14399787423788.156,11322406300866.275,9026865625647.293,0.0,0.0002737615731496,0.0002605721663218,0.0001998132762089,0.0001571111455303,0.0001252579320427,0.0,0.0001666556727723,0.0001586264616486,0.0001216387515323,9.5643312379998e-05,7.6252282942716e-05
35,35,2.25,0.02,2200,100000.0,17.15,2.43,0.81,,0.2199999999999999,272.67,0.27267,220.0,0.0334345466231343,0.0003360340914321,0.0002874020947714,-1.991273970001421e-06,4.045809462294711e-07,0.0,2952075185014.925,2834671181233.9697,2199628890000.0,1729545810000.0,1378892190000.0,0.660672460053574,1.8013037622007964,0.0,19501903902398.49,18726313358121.266,14531117449673.832,11425669763639.654,9109193125449.43,0.0,0.0002780650433585,0.000267006399064,0.0002071898120262,0.0001629112405705,0.0001298820973616,0.0,0.0001669461389041,0.0001603066924488,0.0001243936983961,9.780949906123e-05,7.797929004455899e-05
