,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
10,10,2.25,0.02,1000,100000.0,17.15,2.43,0.81,,0.01,44.792,0.044792,10.0,0.0010512830095972,3.425309951177051e-05,2.8740951741969e-05,-6.283395045522544e-07,2.8345199607222173e-09,906909136153.557,650379840000.0,471211840000.0,361337064000.0,284115656000.0,226513144000.0,0.0954222176430099,0.4274042686210448,8653706823617.042,6205909980377.568,4496292905893.392,3447870234965.9688,2711025275863.2866,2161383386416.623,3.96125298309057e-05,2.84076869295727e-05,2.0581877858064895e-05,1.57827004449629e-05,1.2409776735142895e-05,9.8937791186532e-06,2.08726213565004e-05,1.4968569173089502e-05,1.08449963981333e-05,8.316215393891899e-06,6.5389555278859005e-06,5.2132268807374e-06
11,11,2.25,0.02,1050,100000.0,17.15,2.43,0.81,,0.0105,46.151,0.046151,10.5,0.0011328336690025,3.53650331201928e-05,2.9852691501086906e-05,-3.948170650232148e-07,5.684122984775125e-08,908139744947.0645,670112520000.0,485508520000.0,372300117000.0,292735793000.0,233385607000.0,0.0928250625527781,0.4284172081287423,8430211569001.092,6220617862029.338,4506949029514.369,3456041617974.5635,2717450351160.612,2166505821507.0493,4.166640044730901e-05,3.0745462643200095e-05,2.2275638223585596e-05,1.7081518398256994e-05,1.3431024073403202e-05,1.07079755224972e-05,2.1475523206716095e-05,1.58466987646375e-05,1.14812170112939e-05,8.804085326055699e-06,6.9225626903644e-06,5.5190603066644e-06
12,12,2.25,0.02,1100,100000.0,17.15,2.43,0.81,,0.011,47.88100000000001,0.047881,11.0,0.0012213635559489,3.63590322784282e-05,3.05499126308357e-05,-4.631245115009829e-07,-1.1410850970660046e-07,913522607370.9788,695232120000.0,503708120000.0,386256027000.0,303709183000.0,242134217000.0,0.0903123788846261,0.4325806721407593,8253215753896.474,6281071359483.826,4550748670920.788,3489628282159.5063,2743859203388.837,2187560459015.82,4.39205165749685e-05,3.34255043099445e-05,2.42173764008686e-05,1.8570491960628105e-05,1.4601788831816395e-05,1.16413757090485e-05,2.21085386792069e-05,1.68256002555666e-05,1.21904486700108e-05,9.3479419601689e-06,7.3501916267943e-06,5.8599903920382e-06
13,13,2.25,0.02,1150,100000.0,17.15,2.43,0.81,,0.0115,49.245,0.049245,11.5,0.0013340903718749,3.52025481779511e-05,2.95317364448162e-05,-3.867472361312861e-07,-4.5111280184488245e-08,908167027067.0828,715037400000.0,518057400000.0,397259415000.0,312361035000.0,249031965000.0,0.086422352821074,0.4255888994088492,7848630430071.81,6179550819416.49,4477195221781.094,3433225651531.1865,2699510388950.329,2152203064310.55,4.5661099555108896e-05,3.5950869095597e-05,2.60470484081044e-05,1.99735303715e-05,1.57049836551906e-05,1.25209053041617e-05,2.91097835459665e-05,2.29193345727285e-05,1.6605468299249396e-05,1.27334898070385e-05,1.0012213443169e-05,7.982305436245399e-06
14,14,2.25,0.02,1200,100000.0,17.15,2.43,0.81,,0.0119999999999999,50.077,0.050077,12.0,0.0014063513449916,3.5392022246653104e-05,3.0016198750374294e-05,-3.177642902531595e-07,-3.836181651348838e-09,889844910677.7109,727118040000.0,526810040000.0,403971159000.0,317638411000.0,253239389000.0,0.0856414358935314,0.4288916654856953,7621204660114.089,6227506982852.298,4511940320909.515,3459869065473.104,2720459834175.7656,2168905152361.1616,4.66868182205359e-05,3.81491508812455e-05,2.7639742924979403e-05,2.11948484957992e-05,1.66652936666483e-05,1.32865190087088e-05,2.97315644093812e-05,2.4294522090392303e-05,1.7601816280366803e-05,1.34975144423686e-05,1.06129582382476e-05,8.4612533203244e-06
15,15,2.25,0.02,1250,100000.0,17.15,2.43,0.81,,0.0125,51.129,0.051129,12.5,0.0014833496362543,3.42267109288939e-05,2.8736107929381e-05,-3.4762029261165735e-07,-3.5317058137335344e-08,872987338007.9099,742393080000.0,537877080000.0,412457643000.0,324311247000.0,258559353000.0,0.084407680239923,0.4315677763916509,7368679306893.159,6266364113206.772,4540093007640.168,3481457252151.4487,2737434405652.2417,2182438245212.5789,4.771953836471181e-05,4.0580949482724006e-05,2.94016245563535e-05,2.2545903545256903e-05,1.7727614501991197e-05,1.41334615381633e-05,3.03043790292008e-05,2.577100526602581e-05,1.8671554779517303e-05,1.43178167686658e-05,1.1257953608980498e-05,8.975480277568e-06
16,16,2.25,0.02,1300,100000.0,17.15,2.43,0.81,,0.013,52.322,0.052322,13.0,0.0016258024803466,3.46600361246993e-05,3.07475675094343e-05,-3.5035242051211384e-07,-7.344150111481197e-08,855411014732.3772,758412546407.0292,550427440000.0,422081574000.0,331878446000.0,264592354000.0,0.0801933264115625,0.4196042038249127,6860098195402.314,6082204287029.283,4414236224238.082,3384947112255.572,2661549464861.422,2121938458742.584,4.8625562904815794e-05,4.311171629541661e-05,3.12888700838511e-05,2.3993090776276096e-05,1.88655230933332e-05,1.5040666921486002e-05,3.07525916735523e-05,2.72654325909646e-05,1.9788230472499095e-05,1.5174111713084398e-05,1.19312496090361e-05,9.5122701045081e-06
17,17,2.25,0.02,1350,100000.0,17.15,2.43,0.81,,0.0134999999999999,52.004,0.052004,13.5,0.0016775482516004,3.37533602262592e-05,2.9669844265611096e-05,-3.377341785995816e-07,1.1101653191169433e-07,810452846872.4198,744909738968.4164,547082080000.0,419516268000.0,329861372000.0,262984228000.0,0.0806375882278832,0.41934254929032,6535215808150.873,6006698502619.081,4411483618534.168,3382836345125.013,2659889790148.501,2120615271761.1487,4.7826074107577096e-05,4.395827408940849e-05,3.228415842078731e-05,2.47563028498566e-05,1.9465628979377704e-05,1.55191054309809e-05,3.112290313790911e-05,2.86059253685965e-05,2.10089737484828e-05,1.61102082917308e-05,1.26672928219224e-05,1.00990855747219e-05
18,18,2.25,0.02,1400,100000.0,17.15,2.43,0.81,,0.014,52.0,0.052,14.0,0.0017914446564288,3.45496920956417e-05,2.87840203564048e-05,-5.000524111065874e-07,-7.943030930145531e-10,769522204724.4094,735574817391.3044,547040000000.0,419484000000.0,329836000000.0,262964000000.0,0.0782185865351274,0.4068327893015532,6020516634182.93,5754922205755.482,4279880943452.34,3281920111295.6294,2580540382539.752,2057353415497.9543,4.707185831875181e-05,4.49952884718716e-05,3.34625683529326e-05,2.5659937158090103e-05,2.01761474394155e-05,1.60855711179446e-05,3.075984845263421e-05,2.9402881124962297e-05,2.18666432160398e-05,1.67678907627178e-05,1.3184421855450404e-05,1.0511370222767e-05
19,19,2.25,0.02,1450,100000.0,17.15,2.43,0.81,,0.0144999999999999,52.279,0.052279,14.5,0.0018390637169056,3.49469743022727e-05,2.8307003890137305e-05,-3.284592848517277e-07,-6.586230768782867e-08,730559037671.4393,730081449862.843,549975080000.0,421734693000.0,331605697000.0,264374903000.0,0.0790291710050653,0.4131430404919902,5773357984706.688,5769583771746.504,4346264785975.738,3332824907648.8853,2620566305840.6943,2089264355767.9949,4.62386643318596e-05,4.6208436764706205e-05,3.48091143955492e-05,2.6692502455218e-05,2.09880430238562e-05,1.67328604085827e-05,3.0129873290362695e-05,3.0110176511025307e-05,2.26821907864885e-05,1.73932731059507e-05,1.36761536272523e-05,1.0903406730729002e-05
20,20,2.25,0.02,1500,100000.0,17.15,2.43,0.81,,0.015,51.134,0.0511339999999999,15.0,0.0019283622365544,3.42240170514441e-05,2.89964404705292e-05,-2.7777816124497335e-07,-1.232021836088826e-07,671110300133.6799,704479711674.9453,537929680000.0,412497978000.0,324342962000.0,258584638000.0,0.0780282497173607,0.3989656099722513,5236240666708.927,5496600654779.019,4197118216908.084,3218455575646.152,2530638864053.9907,2017569089629.675,4.386974967409719e-05,4.605107177688051e-05,3.5163877531259005e-05,2.69645437304814e-05,2.12019463099594e-05,1.69033962619366e-05,2.8500278166840105e-05,2.9917388753580496e-05,2.2844449729270104e-05,1.7517697335173202e-05,1.3773987132391504e-05,1.0981405159783e-05
21,21,2.25,0.02,1550,100000.0,17.15,2.43,0.81,,0.0155,50.851000000000006,0.050851,15.5,0.0020187877336497,3.474240736742741e-05,2.9795244258522105e-05,-2.2333977150378346e-07,-6.77655702687117e-08,622507650169.2732,690952130687.2983,534952520000.0,410215017000.0,322547893000.0,257153507000.0,0.0769535261885162,0.391416993321689,4791647612613.454,5318487453989.835,4117706769744.169,3157560885126.0654,2482757988639.474,1979395735227.7815,4.19516758747851e-05,4.656424675857979e-05,3.605121113184219e-05,2.7644973403096003e-05,2.17369612366228e-05,1.7329940560239695e-05,2.7380786189224696e-05,3.0391293267149e-05,2.35297037193422e-05,1.8043167291248295e-05,1.4187158811006202e-05,1.13108090977862e-05
22,22,2.25,0.02,1600,100000.0,17.15,2.43,0.81,,0.0159999999999999,49.667,0.0496669999999999,16.0,0.0021207269230128,3.58974793377643e-05,3.04519435962526e-05,-2.0641015014137146e-07,-1.453410376149554e-07,562566808618.3488,665200619459.3612,522496840000.0,400663689000.0,315037781000.0,251166019000.0,0.0755387173170194,0.3751328145819201,4249044039450.13,5024233004599.171,3946397209401.8,3026196415232.35,2379467442893.119,1897046643340.77,3.90039167153514e-05,4.6119730426532894e-05,3.62257831766608e-05,2.7778839627958493e-05,2.184221888684e-05,1.7413857939578996e-05,2.53997701252156e-05,3.0033664557841203e-05,2.3590619680790503e-05,1.8089879179176295e-05,1.42238878930848e-05,1.1340091608912e-05
23,23,2.25,0.02,1650,100000.0,17.15,2.43,0.81,,0.0164999999999999,47.859,0.047859,16.5,0.0022319368321766,3.42569261272969e-05,2.96863716894302e-05,-3.198292492744851e-07,4.417329956957915e-08,496776896208.95526,631440717697.5051,503476680000.0,386078553000.0,303569637000.0,242022963000.0,0.0740748883782995,0.3544447849678901,3679140394780.482,4676463557622.651,3728759137862.2046,2859306080335.9697,2248243271051.327,1792427277582.6206,3.5356050267217795e-05,4.4940193326323e-05,3.583287979432201e-05,2.7477551454448296e-05,2.16053190622987e-05,1.72249879391525e-05,2.2974891835808105e-05,2.9202811766276803e-05,2.3284742815387104e-05,1.7855325122787702e-05,1.4039460425665102e-05,1.11930555529858e-05
24,24,2.25,0.02,1700,100000.0,17.15,2.43,0.81,,0.0169999999999999,45.98,0.04598,17.0,0.0023753453576407,3.34997075467912e-05,2.8554064992231897e-05,-2.9046395401867445e-07,-3.033341134506728e-08,432331352340.4256,597409506865.1777,483709600000.0,370920660000.0,291651140000.0,232520860000.0,0.0717694337278713,0.3300358174791858,3103193373022.06,4288093409484.2607,3471976799881.036,2662398939604.593,2093417190270.476,1668991128992.2432,3.1518113504846e-05,4.35527531008769e-05,3.5263725366322696e-05,2.7041109556095604e-05,2.1262149239408904e-05,1.6951393457936494e-05,2.04387827604498e-05,2.8242973968333103e-05,2.28677272190042e-05,1.75355470984512e-05,1.3788022219595198e-05,1.09925947287551e-05
25,25,2.25,0.02,1750,100000.0,17.15,2.43,0.81,,0.0174999999999999,42.844,0.042844,17.5,0.0024323977321325,3.41335986255063e-05,2.85451959345361e-05,-2.8607144489733465e-07,1.1916071121501316e-08,359687378281.572,547805847310.0615,450718880000.0,345622548000.0,271759492000.0,216662108000.0,0.0721393809668854,0.3089413982234606,2593649555822.0435,3950142480229.624,3250063509310.8057,2492230259468.6567,1959615288931.4104,1562316650816.0403,2.6795748334830304e-05,4.081007148762949e-05,3.35773519102529e-05,2.5747956070343204e-05,2.02453558143282e-05,1.6140747966743797e-05,1.7356832630328703e-05,2.64345511680228e-05,2.17495876582166e-05,1.66781296234632e-05,1.31138435851775e-05,1.04551012155513e-05
26,26,2.25,0.02,1800,100000.0,17.15,2.43,0.81,,0.018,39.591,0.0395909999999999,18.0,0.0026038255463133,3.52430622553062e-05,2.92637487137432e-05,-4.475190246022733e-07,4.5279577207433684e-08,291288159752.366,498083233490.7599,416497320000.0,319380597000.0,251125713000.0,200211687000.0,0.0692894715506482,0.2742964181151688,2018117725226.265,3450846072838.1885,2885598318571.576,2212749204935.067,1739862180104.5156,1387116986408.4087,2.21160620213642e-05,3.78169840238207e-05,3.162257116349249e-05,2.4248981138393e-05,1.90667270808015e-05,1.52010781724126e-05,1.43487463302737e-05,2.45353946923121e-05,2.0516502960503105e-05,1.5732569332925596e-05,1.2370359151945895e-05,9.8623531816789e-06
27,27,2.25,0.02,1850,100000.0,17.15,2.43,0.81,,0.0185,34.217,0.034217,18.5,0.0026231036548122,3.4802988940092506e-05,2.9990937453677903e-05,-2.415074274096742e-07,-9.908212904191874e-09,215179778252.68372,423299992901.0857,359962840000.0,276028539000.0,217038431000.0,173035369000.0,0.0706497264639609,0.2416591713309343,1519717301333.191,2989576102781.272,2542254482401.429,1949464535126.648,1532844123752.1167,1222070429420.5354,1.6888934586569096e-05,3.32237812895533e-05,2.8252603045332305e-05,2.1664805015845594e-05,1.70348156954887e-05,1.35811229658028e-05,1.08041502607236e-05,2.12538406991764e-05,1.8073690024300903e-05,1.3859359070916e-05,1.0897472987085498e-05,8.688084643810699e-06
28,28,2.25,0.02,1900,100000.0,17.15,2.43,0.81,,0.019,28.009000000000004,0.028009,19.0,0.0027723879741386,3.490206972510641e-05,2.94676149281752e-05,-2.842514641517618e-07,-1.0785635075955697e-08,145335504187.00616,340531035854.0798,294654680000.0,225948603000.0,177661087000.0,141641513000.0,0.0686385299101443,0.192275814850876,997697257821.3972,2337672976573.818,2022741572231.216,1551088998402.0168,1219605493599.1067,972338795700.8802,1.1734792931859498e-05,2.74954231932033e-05,2.37912385933876e-05,1.8243718795899e-05,1.43448504180471e-05,1.14365298067262e-05,7.427392573757299e-06,1.74028892732373e-05,1.5058371278905898e-05,1.1547136987351e-05,9.0793962948762e-06,7.238610604318001e-06
29,29,2.25,0.02,1950,100000.0,17.15,2.43,0.81,,0.0194999999999999,19.524,0.019524,19.5,0.0028817555382361,3.2273975020686904e-05,2.8884571368560707e-05,-4.264828145742033e-07,-3.289618668172643e-08,79246245695.8175,233153913292.13025,205392480000.0,157500108000.0,123840732000.0,98732868000.0,0.0678932732674933,0.132495428112162,537787607547.0661,1582248901744.8628,1393851903739.9448,1068840618580.8112,840418500515.4437,670029379963.2035,6.575858621647601e-06,1.93471268882322e-05,1.7043481348176097e-05,1.3069369204918e-05,1.02763119953877e-05,8.1928598077684e-06,4.1165597797372e-06,1.21115140978526e-05,1.06694066678437e-05,8.181568782271402e-06,6.433084267502899e-06,5.1288202965097e-06
30,30,2.25,0.02,2000,100000.0,17.15,2.43,0.81,,0.02,11.538,0.011538,20.0,0.0028672125268051,3.42707172737102e-05,3.0524676551640395e-05,-1.6435430187383357e-07,-9.718222063821585e-08,33458693194.312805,135250318590.8529,121379760000.0,93077046000.0,73185534000.0,58347666000.0,0.0705440264591242,0.0814287011825959,236132599244.2237,954520521527.601,856629936440.9092,656885332440.0015,516502251601.20605,411784941880.3876,2.8516685156821004e-06,1.15273203595144e-05,1.03451392444675e-05,7.932912384516801e-06,6.2375682725906e-06,4.972943836432401e-06,1.7643919146089003e-06,7.132214255474899e-06,6.4007720175282e-06,4.9082726107791e-06,3.8593248010624e-06,3.0768730126081003e-06
31,31,2.25,0.02,2050,100000.0,17.15,2.43,0.81,,0.0205,22.808,0.022808,20.5,0.0031912903612233,3.63692468013947e-05,2.90774947444487e-05,-3.2495632949213084e-07,-1.7888622434113929e-07,38964901287.74931,262306200812.68848,239940160000.0,183992136000.0,144671144000.0,115340056000.0,0.0644767816081725,0.1470490100593495,251216685435.97903,1691155171954.3484,1546955585824.3572,1186244364148.773,932731870806.454,743626843870.1305,3.4085912564155005e-06,2.29461539242984e-05,2.09896061432127e-05,1.6095356725978696e-05,1.2655615186919904e-05,1.00897755005915e-05,2.0830162133934e-06,1.40225703417449e-05,1.2826909013150502e-05,9.8359957232971e-06,7.7339433336893e-06,6.1659390569867e-06
32,32,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,0.021,20.335,0.020335,21.0,0.0031999257209231,3.28709512343482e-05,2.8636460128443e-05,-2.331638760127584e-07,7.254251575284671e-09,9941212269.797443,229331231260.9457,213924200000.0,164042445000.0,128984905000.0,102834095000.0,0.0659645880773922,0.134139465685998,65577029856.981445,1512779386597.262,1411147179016.6997,1082103069688.9464,850846630846.2856,678343277974.0923,8.919569455454552e-07,2.0576321981892003e-05,1.91939545029089e-05,1.4718405986213298e-05,1.1572932833835398e-05,9.2265996122819e-06,5.379822319642318e-07,1.24105716993584e-05,1.15767992337119e-05,8.877380172847098e-06,6.9801936824555e-06,5.5650070080683e-06
33,33,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,0.021,20.171,0.020171,21.0,0.003152264328889,3.4484494901373494e-05,2.9142192024785497e-05,-1.3446471943895356e-07,9.60692904977257e-08,9861037260.589344,227481694898.674,212198920000.0,162719457000.0,127944653000.0,102004747000.0,0.0671511824558823,0.1354146978755285,66200455177.33555,1527161022602.6023,1424562621650.5603,1092390367761.8888,858935428624.4775,684792127156.5477,8.847633906367039e-07,2.0410375741172496e-05,1.90391569352434e-05,1.45997033266734e-05,1.14795981407078e-05,9.1521878917798e-06,5.33643452222794e-07,1.23104815218963e-05,1.14834333584068e-05,8.8057848766414e-06,6.923899029693101e-06,5.5201257123061e-06
34,34,2.25,0.02,2150,100000.0,17.15,2.43,0.81,,0.0214999999999999,26.938,0.026938,21.5,0.0032645000998209,3.39524013566886e-05,2.90870994739598e-05,-7.718994172686666e-08,5.95165985790856e-08,0.0,297732025964.4733,283387760000.0,217308846000.0,170867734000.0,136225466000.0,0.0662574995342902,0.1785023853202944,0.0,1972896162332.108,1877845093569.4976,1439978742378.8157,1132240630086.6274,902686562564.7292,0.0,2.73761573149696e-05,2.6057216632189097e-05,1.99813276209e-05,1.57111145530394e-05,1.25257932042753e-05,0.0,1.66655672772314e-05,1.5862646164868504e-05,1.2163875153231198e-05,9.5643312379998e-06,7.6252282942716e-06
35,35,2.25,0.02,2200,100000.0,17.15,2.43,0.81,,0.022,27.267,0.027267,22.0,0.0033434546623134,3.360340914321669e-05,2.874020947714531e-05,-1.9912739700014213e-07,4.045809462294711e-08,0.0,295207518501.4925,283467118123.397,219962889000.0,172954581000.0,137889219000.0,0.0660672460053574,0.1801303762200796,0.0,1950190390239.849,1872631335812.1265,1453111744967.3833,1142566976363.965,910919312544.943,0.0,2.7806504335856105e-05,2.67006399064022e-05,2.07189812026246e-05,1.6291124057053103e-05,1.29882097361686e-05,0.0,1.6694613890418097e-05,1.60306692448815e-05,1.2439369839617696e-05,9.780949906123e-06,7.7979290044559e-06
