,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
40,40,2.25,0.02,2450,100000.0,17.15,2.43,0.81,,2.45,2422.3,2.4223,2450.0,0.4113355765455708,0.0033148917398296,0.0028331837465436,-2.3389380124295216e-05,-2.126870507186562e-05,0.0,23428319361256.11,23486535918306.523,19540694100000.0,15364648900000.0,12249571100000.0,5.96327925084494,14.44606382601035,0.0,139721337913908.16,140068528641266.84,116536396884425.48,91631382848383.66,73053744768134.34,0.0,0.0024681324226571,0.0024742654350075,0.0020585779084603,0.0016186388587286,0.0012904708668754,0.0,0.0013299530175157,0.0013332577908767,0.0011092645905119,0.0008722034582393,0.0006953701542356
41,41,2.25,0.02,2500,100000.0,17.15,2.43,0.81,,2.5,2301.8,2.3018000000000005,2500.0,0.4091532156734502,0.003282771915769,0.002996132720089,-2.8213742593047765e-05,-4.9114342478156685e-06,0.0,21726714374045.965,21990440586409.16,18568620600000.0,14600317400000.0,11640202600000.0,6.136840092402589,14.117681164314078,0.0,133256940777174.66,134874458624431.44,113887333952521.66,89548451625244.2,71393113647936.28,0.0,0.0023374105059367,0.0023657827857419,0.0019976554265858,0.0015707361312549,0.0012522800907703,0.0,0.0012408883645008,0.0012559506874412,0.0010605186247072,0.0008338750014277,0.0006648125306984
42,42,2.25,0.02,2550,100000.0,17.15,2.43,0.81,,2.5500000000000003,1518.4,1.5184000000000002,2550.0,0.4139802443113695,0.0033241092956433,0.0029245848096238,-1.972334168728224e-05,-3.407220420445732e-06,0.0,13978281156076.717,14289067010070.637,12248932800000.0,9631211200000.0,7678548800000.0,6.185667322291203,9.377804055099023,0.0,86331389428853.05,88250836769377.0,75650745312483.81,59483411121493.1,47423555106635.766,0.0,0.0015350345259715,0.0015691636875427,0.0013451249509408,0.0010576580592311,0.0008432250994059,0.0,0.0008028419479682,0.0008206919194802,0.0007035169031071,0.0005531681810349,0.0004410171041295
43,43,2.25,0.02,2600,100000.0,17.15,2.43,0.81,,2.6000000000000005,2311.7,2.3117,2600.0,0.4509720488001221,0.0033940110684184,0.0029127456555004,-1.6196714474230852e-05,-1.915418972387541e-05,0.0,20741495425996.227,21420045761813.625,18648483900000.0,14663113100000.0,11690266900000.0,5.789411422174194,13.384400104681616,0.0,120090181922808.84,124018887717568.6,107971955644466.6,84897249863995.5,67684911329374.92,0.0,0.002323699167444,0.0023997181245165,0.0020892161159321,0.0016427293694505,0.0013096771908105,0.0,0.0011981200821406,0.0012373161365904,0.0010772185227331,0.0008470059612862,0.0006752812779796
44,44,2.25,0.02,2650,100000.0,17.15,2.43,0.81,,2.6499999999999995,2342.9,2.3429,2650.0,0.4654418638578136,0.0033547084561919,0.0030942516348864,-2.299063408582702e-05,-3.500474082807293e-06,0.0,20474718207792.457,21369483801828.47,18900174300000.0,14861014700000.0,11848045300000.0,5.702404186220057,13.363537999398885,0.0,116784615133731.16,121888219221167.66,107803661041150.8,84764921530187.11,67579411662960.15,0.0,0.0023394882600668,0.0024417262289373,0.0021595772620323,0.001698053622545,0.0013537848288207,0.0,0.0011887733088583,0.0012407238873757,0.0010973544306001,0.0008628386207136,0.0006879039736636
45,45,2.25,0.02,2700,100000.0,17.15,2.43,0.81,,2.7,2347.3,2.3473,2700.0,0.4572928368582324,0.0033298968563866,0.0029330992655211,-1.6907440633152066e-05,3.991294614013045e-06,0.0,19966663799505.85,21068557500478.883,18935669100000.0,14888923900000.0,11870296100000.0,5.921053881953573,13.902229581199116,0.0,118255503817725.8,124781631370660.8,112149286031533.28,88181842233546.02,70303574992123.95,0.0,0.0023259511244642,0.0024543126233382,0.0022058487726285,0.0017344364404094,0.0013827912784408,0.0,0.0011624407649698,0.0012265920007264,0.0011024172037376,0.0008668194277064,0.0006910776991819
46,46,2.25,0.02,2750,100000.0,17.15,2.43,0.81,,2.75,2330.0,2.33,2750.0,0.4857986927304409,0.0031618911715101,0.0029936549928694,-2.6884249833469564e-05,-5.416900980374487e-06,0.0,19277496688494.773,20574389251559.246,18796110000000.0,14779190000000.0,11782810000000.0,5.671539383558761,13.211686765903044,0.0,109308260892328.8,116661968322473.44,106578677140539.84,83801729156122.98,66811499975171.67,0.0,0.002288274556816,0.0024422181057601,0.0022311330654143,0.0017543172225019,0.001398641367522,0.0,0.0011233186891647,0.0011988898941541,0.0010952678134395,0.0008611979348763,0.0006865959256927
47,47,2.25,0.02,2800,100000.0,17.15,2.43,0.81,,2.8000000000000003,2304.0,2.3040000000000003,2800.0,0.4838694736818979,0.0032852430103049,0.0028883810357639,-1.963013437995265e-05,1.5984712594910325e-06,0.0,18529078762346.523,20009502336798.336,18586368000000.0,14614272000000.0,11651328000000.0,5.816001089089038,13.39836682903566,0.0,107751473203998.58,116360526204370.8,108084625209830.66,84985840796573.17,67755541054433.33,0.0,0.0022406725577641,0.0024196962706905,0.0022476003939675,0.0017672653153509,0.0014089643228329,0.0,0.001080034901046,0.0011663267857774,0.0010833742131032,0.0008518461179761,0.0006791401259034
48,48,2.25,0.02,2850,100000.0,17.15,2.43,0.81,,2.8500000000000005,2263.3,2.2633,2850.0,0.5108708616609874,0.0033655289216284,0.0029327145525743,-3.492324278496437e-05,-5.616665268442179e-06,0.0,17677880425729.875,19324424303970.617,18258041100000.0,14356111900000.0,11445508100000.0,5.588482053299124,12.645592067988952,0.0,98770496394851.28,107970126230170.05,102011991212466.88,80210990487253.94,63948759087820.125,0.0,0.0021771241226104,0.0023799046771749,0.0022485739666259,0.0017680308256239,0.0014095746311177,0.0,0.0010332624395474,0.001129502028428,0.0010671725135602,0.0008391068865144,0.0006689836867576
49,49,2.25,0.02,2900,100000.0,17.15,2.43,0.81,,2.8999999999999995,1871.3,1.8713,2900.0,0.5210995915746025,0.0034499349700332,0.0029797798595105,-5.314026425999063e-05,-3.683288154783801e-06,0.0,14184814109913.754,15702546403633.115,15095777100000.0,11869655900000.0,9463164100000.0,5.579333395861186,10.44527368207174,0.0,79177184581500.56,87648904339966.45,84262022793272.73,66254370965381.04,52821749010236.79,0.0,0.0017785052761475,0.0019687999723799,0.0018927226688951,0.0014882285718113,0.0011865003764227,0.0,0.000830823402169,0.0009197189984087,0.0008841797144061,0.0006952215109059,0.0005542700899655
50,50,2.25,0.02,2950,100000.0,17.15,2.43,0.81,,2.95,1862.6,1.8626,2950.0,0.5257132518177059,0.0032336339458954,0.0029911478543088,-2.2019206372442963e-05,-1.0181181791915458e-05,0.0,13689684712553.355,15356547082524.64,15025594200000.0,11814471800000.0,9419168200000.0,5.6384907789231775,10.50313785415938,0.0,77195665046669.23,86595045083026.6,84728813069503.72,66621403408932.95,53114368128483.984,0.0,0.0017466660647399,0.0019593409361744,0.0019171146774203,0.0015074077598707,0.0012017911148772,0.0,0.0008029799932283,0.000900751210218,0.0008813388899967,0.0006929877995846,0.0005524892483839
51,51,2.25,0.02,3000,100000.0,17.15,2.43,0.81,,3.0,1463.3,1.4632999999999998,3000.0,0.5480863945046167,0.0034624288511271,0.0030537867206592,-2.9151142908063783e-05,5.749637954638464e-06,0.0,10422410784646.23,11850191967721.756,11804441100000.0,9281711900000.0,7399908100000.0,5.5020273426975645,8.05296703906526,0.0,57357568862403.05,65215065483946.7,64963285104139.44,51079969928790.95,40723854316553.02,0.0,0.0013529348200953,0.0015382753250873,0.0015323363975906,0.0012048605144313,0.00096058326052,0.0,0.0006117658913542,0.0006955725888804,0.0006928871429745,0.0005448101088244,0.0004343535740699
52,52,2.25,0.02,3050,100000.0,17.15,2.43,0.81,,3.0500000000000003,915.3,0.9153,3050.0,0.5527740540958803,0.0031513229695296,0.003201428019547,-5.4831152154561305e-06,-9.976812672238102e-06,0.0,6312818212597.108,7278246153243.464,7314390356427.481,5805747900000.0,4628672100000.0,5.558680491690467,5.095114104503471,0.0,35140969205910.54,40515125785468.04,40716326309273.27,32318308764865.52,25765992026474.05,0.0,0.0008334959286695,0.0009609636033044,0.0009657358057003,0.0007665462673827,0.0006111342383973,0.0,0.000370444464744,0.0004270970444125,0.0004292180337315,0.0003406889127525,0.000271616558693
53,53,2.25,0.02,3100,100000.0,17.15,2.43,0.81,,3.1000000000000005,445.4,0.4453999999999999,3100.0,0.5469001839143403,0.0033975080079931,0.0030013069008094,5.389725998702082e-06,-1.997115048388868e-05,0.0,2971946289509.144,3476433275346.06,3509889042666.6665,2825172200000.0,2252387800000.0,5.714525584913305,2.5413928524534883,0.0,16957528194957.8,19836063488989.555,20026957624467.637,16120054863112.48,12851823654857.293,0.0,0.0003989436719307,0.0004666642398567,0.0004711552250099,0.0003792412316747,0.0003023526578242,0.0,0.0001743639466988,0.0002039621740353,0.0002059250223043,0.0001657527178854,0.0001321474845257
54,54,2.25,0.02,3150,100000.0,17.15,2.43,0.81,,3.1499999999999995,156.4,0.1563999999999999,3150.0,0.4988763212073991,0.0027607528689276,0.0030982615210131,-1.28526467134893e-05,-1.987291554542634e-05,0.0,1008962441578.4408,1197847722534.9685,1215175424987.8276,992045200000.0,790914800000.0,7.547127298563012,1.166292977235815,0.0,7523950191225.3,8932489684082.152,9061704375146.1,7397796354606.775,5897943585881.517,0.0,0.0001376750185446,0.0001634488070296,0.0001658132079807,0.0001353666258314,0.0001079219654468,0.0,5.9218708971084505e-05,7.030489218360057e-05,7.132190146601562e-05,5.822579073712136e-05,4.6420908680060334e-05
55,55,2.25,0.02,3200,100000.0,17.15,2.43,0.81,,3.2,45.6,0.0455999999999999,3200.0,0.5524761045762829,0.003734896819937,0.003780705970327,-5.604797929413096e-06,7.674179173426188e-05,0.0,284078871222.3292,342590831428.078,349256647852.7608,289240800000.0,230599200000.0,5.824365515421362,0.26622195376658,0.0,1658509476329.2358,2000114045730.2632,2039030420116.851,1688645852741.4175,1346284420197.5952,0.0,3.939300414948098e-05,4.7506813815302266e-05,4.8431157582747386e-05,4.01088049441095e-05,3.197701822518709e-05,0.0,1.6667773898843506e-05,2.010084908282746e-05,2.0491952865167023e-05,1.6970640005632612e-05,1.3529958459480392e-05
56,56,2.25,0.02,3250,100000.0,17.15,2.43,0.81,,3.25,8.3,0.0082999999999999,3250.0,0.5023726244548758,0.0038945116310166,0.0032187061565089,1.834487230908228e-06,-7.284063477654685e-05,0.0,49909234785.96221,61146887251.75114,62649103586.39964,52646900000.0,41973100000.0,6.7746188350372405,0.0555525673002859,0.0,334046521006.3784,409261032440.4706,419315487142.8982,352369934385.71423,280929332837.5464,0.0,7.030054396078052e-06,8.612954002884633e-06,8.824551367431411e-06,7.415673118854978e-06,5.912195958071831e-06,0.0,2.9257864035291825e-06,3.584561696979267e-06,3.6726248409229255e-06,3.086274210945927e-06,2.460553158561178e-06
57,57,2.25,0.02,3300,100000.0,17.15,2.43,0.81,,,,,3300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,2.25,0.02,3350,100000.0,17.15,2.43,0.81,,,,,3350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,2.25,0.02,3400,100000.0,17.15,2.43,0.81,,,,,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,2.25,0.02,3450,100000.0,17.15,2.43,0.81,,,,,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,2.25,0.02,3500,100000.0,17.15,2.43,0.81,,,,,3500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
