Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5
804.229,319500000000000,2412.69,6443000000000,4021.15,141700000000
754.94,462300000000000,2264.82,20260000000000,3774.7,977000000000
702.016,604900000000000,2106.05,47250000000000,3510.08,4102000000000
648.084,738800000000000,1944.25,89620000000000,3240.42,12210000000000
595.157,859000000000000,1785.47,146300000000000,2975.79,28280000000000
544.625,963400000000000,1633.87,213800000000000,2723.12,54400000000000
497.338,1052000000000000,1492.02,287300000000000,2486.69,90810000000000
453.729,1126000000000000,1361.19,362200000000000,2268.64,136000000000000
413.925,1187000000000000,1241.78,434800000000000,2069.63,187400000000000
377.856,1237000000000000,1133.57,502500000000000,1889.28,242000000000000
345.327,1278000000000000,1035.98,563900000000000,1726.64,297100000000000
316.078,1311000000000000,948.235,618900000000000,1580.39,350500000000000
289.819,1338000000000000,869.458,666900000000000,1449.1,400800000000000
266.258,1361000000000000,798.774,708500000000000,1331.29,447000000000000
245.112,1379000000000000,735.336,744400000000000,1225.56,488900000000000
226.119,1394000000000000,678.357,775100000000000,1130.59,526600000000000
209.038,1406000000000000,627.114,801400000000000,1045.19,559800000000000
193.653,1417000000000000,580.96,823900000000000,968.267,589000000000000
179.772,1425000000000000,539.317,843400000000000,898.861,614600000000000
167.224,1432000000000000,501.673,859800000000000,836.121,636900000000000
155.858,1438000000000000,467.575,873800000000000,779.292,656400000000000
145.543,1443000000000000,436.628,885800000000000,727.713,673400000000000
136.16,1448000000000000,408.481,896200000000000,680.802,688500000000000
127.61,1451000000000000,382.829,905100000000000,638.048,701400000000000
119.801,1454000000000000,359.402,913000000000000,599.003,712600000000000
112.655,1457000000000000,337.964,919700000000000,563.273,722500000000000
106.103,1460000000000000,318.308,925400000000000,530.513,731100000000000
100.083,1461000000000000,300.25,930400000000000,500.416,738700000000000
94.543,1463000000000000,283.629,934800000000000,472.715,745300000000000
89.4343,1464000000000000,268.303,938600000000000,447.172,751200000000000
84.7152,1466000000000000,254.146,942000000000000,423.576,756500000000000
80.3483,1467000000000000,241.045,945200000000000,401.741,761100000000000
76.3007,1468000000000000,228.902,947800000000000,381.503,765100000000000
72.5428,1469000000000000,217.629,950100000000000,362.714,768700000000000
69.0486,1470000000000000,207.146,952100000000000,345.243,771900000000000
65.7946,1470000000000000,197.384,953900000000000,328.973,774700000000000
62.7598,1471000000000000,188.279,955500000000000,313.799,777300000000000
59.9255,1471000000000000,179.776,957100000000000,299.627,779700000000000
57.2748,1472000000000000,171.824,958400000000000,286.374,781800000000000
54.7925,1472000000000000,164.377,959500000000000,273.962,783600000000000
52.4649,1473000000000000,157.395,960500000000000,262.325,785200000000000
50.2798,1473000000000000,150.84,961500000000000,251.399,786700000000000
48.226,1473000000000000,144.678,962300000000000,241.13,788000000000000
46.2933,1474000000000000,138.88,963200000000000,231.466,789200000000000
44.4725,1474000000000000,133.418,963900000000000,222.363,790500000000000
42.7554,1474000000000000,128.266,964500000000000,213.777,791500000000000
41.1343,1475000000000000,123.403,965000000000000,205.672,792400000000000
39.6024,1475000000000000,118.807,965500000000000,198.012,793200000000000
38.1532,1475000000000000,114.46,966000000000000,190.766,793900000000000
36.7811,1475000000000000,110.343,966600000000000,183.905,794600000000000
35.4807,1475000000000000,106.442,966900000000000,177.404,795200000000000
