,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.1,502,2,100000.0,0.01715,0.00243,5.72,1.17662360156545,1363764000000.0,353.08000000000004,0.35308,24075889656.0,100.4,0.030191576741528937,0.020287372265094823,0.005973863479154562,0.6716025515848689,1.185523149154312,80838689599.16403
1,1,0.1,504,2,100000.0,0.01715,0.00243,5.72,1.17747901516844,1365024000000.0,349.08000000000004,0.34908,23825128896.0,100.8,0.030290112452214545,0.02032128367817663,0.005936399072119888,0.6664617402014678,1.1626117034912606,79349643897.32272
2,2,0.1,506,2,100000.0,0.01715,0.00243,5.72,1.17837189466193,1366278000000.0,349.36,0.34936,23866144104.0,101.2,0.0284605105655919,0.021143755939029195,0.005947372368636761,0.7166999346870514,1.2515584287414723,85498837345.20204
3,3,0.1,508,2,100000.0,0.01715,0.00243,5.72,1.1791362468331,1367526000000.0,358.84000000000003,0.35884,24536151492.0,101.6,0.03115719642389877,0.0213447858200586,0.005859862825509582,0.6560434988227278,1.177263870731328,80496947604.28651
4,4,0.1,510,2,100000.0,0.01715,0.00243,5.72,1.18000708146274,1368770000000.0,363.36,0.36336,24867813360.0,102.0,0.029014622776403487,0.020465488992471782,0.0059805083707406255,0.7050367336065985,1.280968516441086,87667563812.45326
5,5,0.1,512,2,100000.0,0.01715,0.00243,5.72,1.18089388467086,1370006000000.0,359.52,0.35951999999999995,24627227856.0,102.4,0.02751032879820968,0.022235538902425182,0.005878763768222776,0.7454023096799283,1.339992943838919,91789918650.84909
6,6,0.1,514,2,100000.0,0.01715,0.00243,5.72,1.18169303123046,1371240000000.0,366.2,0.3662,25107404400.0,102.8,0.02870320524847557,0.021048851531263943,0.005998575436581365,0.7189294968925506,1.3157702469156716,90211839669.03229
7,7,0.1,516,2,100000.0,0.01715,0.00243,5.72,1.18256256858225,1372466000000.0,361.28,0.36128,24792225824.0,103.2,0.02622430522211744,0.02238597618216704,0.005955731726923721,0.7906577242902345,1.4285565422977595,98032264169.06184
8,8,0.1,518,2,100000.0,0.01715,0.00243,5.72,1.18333929872482,1373688000000.0,374.16,0.37415999999999994,25698955104.0,103.6,0.02813232160374809,0.020483248451497328,0.0058881580376669886,0.7427880909260698,1.390480290027143,95504304432.3403
9,9,0.1,520,2,100000.0,0.01715,0.00243,5.72,1.18413280440169,1374906000000.0,373.12,0.37312,25650246336.0,104.0,0.02556753892575216,0.020860675795129995,0.005976229223495495,0.818247276989991,1.5270769969837503,104979366280.747
