,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.1,502,2,100000.0,0.01715,0.00243,5.72,1.17662360156545,6818820000000.0,1778.0,1.778,121238619600.0,502.0,0.15775394390317388,0.11477131511350576,0.030358777858915335,3.1821708388356824,5.657899751449843,385801999831.81226
1,1,0.1,504,2,100000.0,0.01715,0.00243,5.72,1.17747901516844,6825120000000.0,1776.0,1.7760000000000002,121214131200.0,504.0,0.13547162165770033,0.09967775282251251,0.02967468489150533,3.720336361466684,6.607317377964831,450957339826.9533
2,2,0.1,506,2,100000.0,0.01715,0.00243,5.72,1.17837189466193,6831390000000.0,1822.0,1.822,124467925800.0,506.0,0.15526296639166048,0.1095365961482673,0.030043759780537162,3.2589870705135406,5.937874442475672,405639360875.8388
3,3,0.1,508,2,100000.0,0.01715,0.00243,5.72,1.1791362468331,6837630000000.0,1775.0,1.775,121367932500.0,508.0,0.1451263869040531,0.10404005809391587,0.02941856349823192,3.5003972112656,6.21320504999644,424835972460.07166
4,4,0.1,510,2,100000.0,0.01715,0.00243,5.72,1.18000708146274,6843850000000.0,1777.0,1.777,121615214500.0,510.0,0.14992039473327168,0.1108897618629306,0.02918259958884376,3.40180534414519,6.045008096546003,413711286615.4637
5,5,0.1,512,2,100000.0,0.01715,0.00243,5.72,1.18089388467086,6850030000000.0,1786.0,1.786,122341535800.0,512.0,0.16697892301078807,0.11588591794325014,0.02995949607881533,3.0662552540653345,5.476331883760688,375130376937.1722
6,6,0.1,514,2,100000.0,0.01715,0.00243,5.72,1.18169303123046,6856200000000.0,1802.0,1.802,123548724000.0,514.0,0.14005791708473225,0.11609441856583563,0.029854702369101913,3.669910353507829,6.6131784570211085,453412741370.28125
7,7,0.1,516,2,100000.0,0.01715,0.00243,5.72,1.18256256858225,6862330000000.0,1798.0,1.798,123384693400.0,516.0,0.15069667602074333,0.098430022780692,0.030164765626998685,3.4240967593006024,6.1565259732224815,422481128818.2384
8,8,0.1,518,2,100000.0,0.01715,0.00243,5.72,1.18333929872482,6868440000000.0,1808.0,1.808,124181395199.99998,518.0,0.1492586157360165,0.09466723320183495,0.029703112181604496,3.470486426834824,6.274639459717362,430969846507.0111
9,9,0.1,520,2,100000.0,0.01715,0.00243,5.72,1.18413280440169,6874530000000.0,1955.0,1.955,134397061500.0,520.0,0.14858827153068432,0.11652247417628712,0.030888569817144787,3.4996032637247354,6.841724380581858,470336395060.41394
10,10,0.1,522,2,100000.0,0.01715,0.00243,5.72,1.184814908884,6880590000000.0,1929.0,1.929,132726581100.0,522.0,0.13264258330286793,0.1182775614961848,0.030440477122885248,3.935387769160808,7.591363006711198,522330563903.4701
11,11,0.1,524,2,100000.0,0.01715,0.00243,5.72,1.18564428721044,6886620000000.0,1902.0,1.902,130983512400.0,524.0,0.12851299855105935,0.09885323258902515,0.03134930680896386,4.077408557172605,7.755231075742294,534073294308.28406
12,12,0.1,526,2,100000.0,0.01715,0.00243,5.72,1.18623535979449,6892620000000.0,1878.0,1.878,129443403600.0,526.0,0.1227968416726526,0.09875896666021224,0.02949658721524992,4.283497790620641,8.044408850785564,554470533331.016
13,13,0.1,528,2,100000.0,0.01715,0.00243,5.72,1.18691311580508,6898610000000.0,1937.0,1.937,133626075699.99998,528.0,0.13866097317361437,0.0895508373590142,0.03062343719507272,3.8078486535566336,7.3758028419391986,508827872434.30176
14,14,0.1,530,2,100000.0,0.01715,0.00243,5.72,1.18740617352132,6904560000000.0,1974.0,1.974,136296014400.0,530.0,0.13383560640568248,0.10826965577887893,0.02959530941643058,3.960082180174565,7.817202223664592,539743417854.2559
15,15,0.1,532,2,100000.0,0.01715,0.00243,5.72,1.18810554884438,6910490000000.0,1947.0,1.947,134547240300.0,532.0,0.14153194724531204,0.10451974110408171,0.030432650162578304,3.758868653717484,7.318517268787942,505745404007.8638
16,16,0.1,534,2,100000.0,0.01715,0.00243,5.72,1.18943277689967,6916400000000.0,1950.0,1.95,134869800000.0,534.0,0.11164930244774496,0.1150715552674794,0.02948319004461,4.782833285052786,9.326524905852931,645059768588.4121
17,17,0.1,536,2,100000.0,0.01715,0.00243,5.72,1.19165789569026,6922280000000.0,1982.0,1.982,137199589600.0,536.0,0.14306666322431738,0.09758575142399468,0.03042608388864547,3.7465052159607146,7.425573338034134,514018978064.06934
18,18,0.1,538,2,100000.0,0.01715,0.00243,5.72,1.1933953170949,6928140000000.0,1931.0,1.931,133782383400.0,538.0,0.1348722651873686,0.10269567011585543,0.029438140557920996,3.988959474007456,7.702680744308398,533652505718.72784
19,19,0.1,540,2,100000.0,0.01715,0.00243,5.72,1.19462031821519,6933970000000.0,1928.0,1.928,133686941600.0,540.0,0.13042718684164356,0.1048199790737568,0.030296096921589164,4.140241103686717,7.982384847907991,553496170638.4857
20,20,0.1,542,2,100000.0,0.01715,0.00243,5.72,1.19557065892945,6939780000000.0,2058.0,2.058,142820672400.00003,542.0,0.1243255987452585,0.09298343084543904,0.0289013955001044,4.35952052891819,8.971893248513636,622629653281.6997
21,21,0.1,544,2,100000.0,0.01715,0.00243,5.72,1.19668353378915,6945560000000.0,1985.0,1.985,137869366000.0,544.0,0.122034674878023,0.08457399731228817,0.029374387776961164,4.457749410515847,8.848632579873957,614587085014.6935
22,22,0.1,546,2,100000.0,0.01715,0.00243,5.72,1.19757869607337,6951320000000.0,2002.0,2.002,139165426399.99997,546.0,0.11984088394478933,0.10688661754960473,0.030243666437581,4.556041160807377,9.12119440393637,634043410839.7095
23,23,0.1,548,2,100000.0,0.01715,0.00243,5.72,1.19860065465315,6957060000000.0,1927.0,1.927,134062546199.99998,548.0,0.112589694665985,0.11349310306426992,0.02962440921563,4.867230536735426,9.379153244289167,652513318697.1439
24,24,0.1,550,2,100000.0,0.01715,0.00243,5.72,1.19963845879841,6962770000000.0,2022.0,2.022,140787209400.0,550.0,0.1142070641445798,0.11044222783972137,0.030155156305470412,4.815814189074421,9.737576290308478,678005040668.7118
25,25,0.1,552,2,100000.0,0.01715,0.00243,5.72,1.20065872263705,6968460000000.0,2002.0,2.002,139508569199.99997,552.0,0.12511919123244297,0.10708613468267972,0.03092804395494892,4.4117932234273285,8.832410033301514,615482960206.6025
26,26,0.1,554,2,100000.0,0.01715,0.00243,5.72,1.20181115118366,6974130000000.0,1990.0,1.99,138785187000.0,554.0,0.104172834625615,0.10883035231243544,0.029828233859111583,5.318085103386227,10.582989355738592,738071435555.3718
27,27,0.1,556,2,100000.0,0.01715,0.00243,5.72,1.20295231364558,6979770000000.0,2044.0,2.044,142666498800.0,556.0,0.11345959153754848,0.10830699917201148,0.029158633816217604,4.900423071027861,10.016464757180948,699126202182.2887
28,28,0.1,558,2,100000.0,0.01715,0.00243,5.72,1.20410472404016,6985390000000.0,1906.0,1.906,133141533400.0,558.0,0.13060428282608427,0.1057394507954844,0.02939861733745892,4.272447946772512,8.143285786548406,568840271004.9738
29,29,0.1,560,2,100000.0,0.01715,0.00243,5.72,1.20514112000624,6990990000000.0,1930.0,1.93,134926107000.0,560.0,0.12349564305850436,0.10036130841652892,0.02926691913546484,4.534572930113071,8.751725755118228,611832272367.7396
30,30,0.1,562,2,100000.0,0.01715,0.00243,5.72,1.20653239223348,6996560000000.0,1972.0,1.972,137972163200.0,562.0,0.11486100039383018,0.09537338233095347,0.030525040938064917,4.892870496278458,9.64874061866112,675079926628.9963
31,31,0.1,564,2,100000.0,0.01715,0.00243,5.72,1.20811897847302,7002110000000.0,1894.0,1.894,132619963400.0,564.0,0.10623604062539016,0.11140186089202468,0.029589144113642583,5.308932794180258,10.055118712177409,704070472857.2456
32,32,0.1,566,2,100000.0,0.01715,0.00243,5.72,1.2098506842126,7007640000000.0,1813.0,1.813,127048513200.0,566.0,0.09985766273462104,0.09153421104495592,0.030201719650965988,5.668067772667441,10.276206871846068,720119583234.234
33,33,0.1,568,2,100000.0,0.01715,0.00243,5.72,1.21147483348648,7013140000000.0,1745.0,1.745,122379293000.0,568.0,0.12730703200941207,0.1028294803980072,0.02994183270083703,4.4616545609044325,7.785587208778239,546014130773.71
34,34,0.1,570,2,100000.0,0.01715,0.00243,5.72,1.21322571296527,7018630000000.0,1611.0,1.611,113070129300.0,570.0,0.128480100899651,0.10711195729531468,0.029861813862860916,4.436484685244735,7.147176827929267,501633896998.0919
35,35,0.1,572,2,100000.0,0.01715,0.00243,5.72,1.22040172983306,7024090000000.0,411.0,0.411,28869009900.0,572.0,0.11976841013904505,0.08582761084481551,0.02840565689144342,4.775883718719628,1.962888208393767,137875034356.96576
36,36,0.1,574,2,100000.0,0.01715,0.00243,5.72,1.22372713714585,7029530000000.0,141.0,0.141,9911637300.000002,574.0,0.0858223015288786,0.1431766415317241,0.02754896853017804,6.688238252464636,0.9430415935975137,66291391734.41532
37,37,0.1,576,2,100000.0,0.01715,0.00243,5.72,1.22027554950736,7034950000000.0,831.0,0.8309999999999998,58460434500.0,576.0,0.08664953051834345,0.1012224106759086,0.02884929475697928,6.6474682153997655,5.524046086997204,388613880197.20984
38,38,0.1,578,2,100000.0,0.01715,0.00243,5.72,1.21702969464689,7040340000000.0,1064.0,1.064,74909217600.0,578.0,0.1114028995255012,0.11208273983419886,0.029788096057939174,5.188374831013176,5.520430820198019,388657099206.7292
39,39,0.1,580,2,100000.0,0.01715,0.00243,5.72,1.21534946177801,7045720000000.0,1342.0,1.3419999999999999,94553562399.99998,580.0,0.09303901700127426,0.10454386944793778,0.029546840686189665,6.233943765679041,8.36595253354127,589441590846.2241
40,40,0.1,582,2,100000.0,0.01715,0.00243,5.72,1.21559007975785,7051070000000.0,1344.0,1.344,94766380800.0,582.0,0.11678767025796331,0.11014430600116441,0.02902689701398248,4.9834027745777005,6.69769332903243,472259045015.407
41,41,0.1,584,2,100000.0,0.01715,0.00243,5.72,1.21587072513883,7056400000000.0,1463.0,1.463,103235132000.0,584.0,0.10615330778989572,0.09771797756867405,0.030266519605753335,5.501477176348418,8.048661108997736,567945722495.3162
42,42,0.1,586,2,100000.0,0.01715,0.00243,5.72,1.21614745395122,7061710000000.0,1584.0,1.584,111857486400.0,586.0,0.09222553450604208,0.10884413262680244,0.02902520765399,6.353988655512846,10.064718030332347,710741199619.7823
43,43,0.1,588,2,100000.0,0.01715,0.00243,5.72,1.21641984515278,7067000000000.0,1589.0,1.589,112294630000.0,588.0,0.11108267515703572,0.1018022843263698,0.029985010906317566,5.293354694318931,8.411140609272785,594415306857.3076
44,44,0.1,590,2,100000.0,0.01715,0.00243,5.72,1.21696884226858,7072270000000.0,1678.0,1.678,118672690600.0,590.0,0.10019507810409321,0.11698900685771044,0.02985817988695383,5.888512800868778,9.880924479857809,698805657711.6399
45,45,0.1,592,2,100000.0,0.01715,0.00243,5.72,1.21747564218327,7077510000000.0,1690.0,1.69,119609919000.0,592.0,0.09315553506939976,0.1116925687709622,0.02940886375113825,6.3549632296026966,10.739887858028556,760116637140.757
46,46,0.1,594,2,100000.0,0.01715,0.00243,5.72,1.21811891168984,7082740000000.0,1762.0,1.762,124797878800.0,594.0,0.0963067906835704,0.11024717470050598,0.030073677397716,6.167789371693126,10.867644872923288,769727030472.4867
47,47,0.1,596,2,100000.0,0.01715,0.00243,5.72,1.21860384648691,7087950000000.0,1725.0,1.725,122267137500.0,596.0,0.09982092019231459,0.10158133405700905,0.02948012562994952,5.970692304296021,10.299444224910635,730019456939.5535
48,48,0.1,598,2,100000.0,0.01715,0.00243,5.72,1.21910049382016,7093130000000.0,1712.0,1.712,121434385600.0,598.0,0.10299530833810876,0.10525302693946348,0.03027634492547408,5.80608971077508,9.940025584846936,705058936766.4535
49,49,0.1,600,2,100000.0,0.01715,0.00243,5.72,1.21985929056978,7098300000000.0,1782.0,1.7819999999999998,126491705999.99998,600.0,0.09799480563435736,0.0970650163332056,0.029658058133952087,6.122773509432194,10.910782393808168,774480066659.6852
50,50,0.1,602,2,100000.0,0.01715,0.00243,5.72,1.22050059246538,7103440000000.0,1766.0,1.7659999999999996,125446750399.99998,602.0,0.09488597009828936,0.0947003768470533,0.02903672241566408,6.344457451153288,11.204311858736704,795891570298.2465
51,51,0.1,604,2,100000.0,0.01715,0.00243,5.72,1.22113579614298,7108560000000.0,1879.0,1.879,133569842400.0,604.0,0.07336783830362492,0.09522546302547519,0.02943027655680816,8.232490066020631,15.468848834052764,1099612400677.9412
52,52,0.1,606,2,100000.0,0.01715,0.00243,5.72,1.22175151083902,7113670000000.0,1909.0,1.909,135799960300.0,606.0,0.10313864884869872,0.11554818114912235,0.03076822449953641,5.87558598803232,11.2164936511537,797904343914.0253
53,53,0.1,608,2,100000.0,0.01715,0.00243,5.72,1.22238215795596,7118750000000.0,1868.0,1.868,132978249999.99998,608.0,0.12232618155780985,0.11009674584011972,0.02958629392273241,4.970317819596673,9.284553687006586,660944165593.7812
54,54,0.1,610,2,100000.0,0.01715,0.00243,5.72,1.22318836533182,7123820000000.0,1929.0,1.929,137418487800.0,610.0,0.08011254293751334,0.10125554788919545,0.029799404793430736,7.614288320316974,14.687962169891444,1046343986651.1606
55,55,0.1,612,2,100000.0,0.01715,0.00243,5.72,1.22388822314828,7128860000000.0,1880.0,1.88,134022568000.0,612.0,0.09942411824522424,0.12717619958722615,0.029119434099472,6.15544810254726,11.572242432788848,824968961894.1113
56,56,0.1,614,2,100000.0,0.01715,0.00243,5.72,1.2245971197151,7133890000000.0,1963.0,1.963,140038260700.0,614.0,0.09612011531180542,0.11045916255434957,0.02926941476596725,6.387840859410505,12.539331607022824,894542123580.2404
57,57,0.1,616,2,100000.0,0.01715,0.00243,5.72,1.2252878876884,7138890000000.0,1968.0,1.968,140493355200.0,616.0,0.09768116377290424,0.09595825945895091,0.029137064716807833,6.306231173004022,12.410662948471915,885983576162.1667
58,58,0.1,618,2,100000.0,0.01715,0.00243,5.72,1.225923815419,7143880000000.0,1948.0,1.948,139162782400.0,618.0,0.1070655658461419,0.10778836615087888,0.030203432110005007,5.772163955011401,11.244175384362208,803270396448.3748
59,59,0.1,620,2,100000.0,0.01715,0.00243,5.72,1.22668718395639,7148840000000.0,1959.0,1.959,140045775600.0,620.0,0.10507868079980652,0.09836978655568425,0.028919159787255327,5.900340537974678,11.558767113892396,826317766944.7849
60,60,0.1,622,2,100000.0,0.01715,0.00243,5.72,1.22741865002142,7153790000000.0,2049.0,2.049,146581157100.0,622.0,0.07844426339897836,0.10138421022989466,0.029704628063874083,7.929196770405275,16.24692418256041,1162270837479.588
61,61,0.1,624,2,100000.0,0.01715,0.00243,5.72,1.22816432589286,7158720000000.0,2001.0,2.001,143245987200.0,624.0,0.09595279530640256,0.09907343447594158,0.029203056554448922,6.503197723499391,13.01289864472228,931556977859.4629
62,62,0.1,626,2,100000.0,0.01715,0.00243,5.72,1.22887045718098,7163630000000.0,2085.0,2.085,149361685500.0,626.0,0.08685710701411153,0.09600547551314464,0.028718794994144006,7.2072398162915405,15.027095016967865,1076485486764.015
63,63,0.1,628,2,100000.0,0.01715,0.00243,5.72,1.22959507691401,7168520000000.0,1985.0,1.985,142295122000.0,628.0,0.10289460128035444,0.09014303603887472,0.029610421595937,6.103332849202686,12.115115705667332,868474492383.9038
64,64,0.1,630,2,100000.0,0.01715,0.00243,5.72,1.23040421769492,7173390000000.0,2099.0,2.099,150569456100.0,630.0,0.11486066666202532,0.12926870566717402,0.029357385468041047,5.484906350524321,11.512818429750554,825859365957.883
65,65,0.1,632,2,100000.0,0.01715,0.00243,5.72,1.23117903184959,7178240000000.0,2168.0,2.168,155624243200.0,632.0,0.08277162709498499,0.12141220317457203,0.029794715031349166,7.635466671142579,16.553691743037117,1188263722175.3875
66,66,0.1,634,2,100000.0,0.01715,0.00243,5.72,1.2319261619573,7183080000000.0,2101.0,2.101,150916510800.0,634.0,0.09140703043669872,0.09815283347377027,0.03028269070677968,6.936009155653056,14.572555236027071,1046758300648.0134
67,67,0.1,636,2,100000.0,0.01715,0.00243,5.72,1.23270341452702,7187890000000.0,2172.0,2.172,156120970800.0,636.0,0.0942702946352938,0.10745739008307148,0.02956269239958117,6.746557889317217,14.653523735597,1053279167238.6031
68,68,0.1,638,2,100000.0,0.01715,0.00243,5.72,1.23347773841695,7192690000000.0,2159.0,2.159,155290177100.00003,638.0,0.08064140981332457,0.1177735835349072,0.02895764052674984,7.911568032812116,17.081075382841362,1228588800954.0923
69,69,0.1,640,2,100000.0,0.01715,0.00243,5.72,1.23422873606346,7197470000000.0,2141.0,2.141,154097832700.0,640.0,0.09860702101798323,0.10196734379113334,0.029403104054214584,6.490410047812735,13.895967912367066,1000158121702.246
70,70,0.1,642,2,100000.0,0.01715,0.00243,5.72,1.23521015912391,7202230000000.0,2177.0,2.177,156792547100.0,642.0,0.08034213231053398,0.10128892575185067,0.030702059482891945,7.990826002956665,17.39602820843666,1252901962436.4875
71,71,0.1,644,2,100000.0,0.01715,0.00243,5.72,1.23598529338285,7206970000000.0,2166.0,2.166,156102970200.0,644.0,0.09564854567486236,0.1203189653481132,0.02969079764260025,6.732982665404513,14.583640453266172,1051038592374.757
72,72,0.1,646,2,100000.0,0.01715,0.00243,5.72,1.23678336528058,7211700000000.0,2256.0,2.256,162695952000.00003,646.0,0.07427932966049866,0.10375054110188373,0.028354260663640503,8.696901317669528,19.620209372662455,1414950639328.2988
73,73,0.1,648,2,100000.0,0.01715,0.00243,5.72,1.2375610899281,7216400000000.0,2224.0,2.224,160492735999.99997,648.0,0.08697700147388333,0.09954783326631651,0.02802080814058968,7.450245340943096,16.569345638257445,1195710258639.2102
74,74,0.1,650,2,100000.0,0.01715,0.00243,5.72,1.23833604842222,7221090000000.0,2224.0,2.224,160597041599.99997,650.0,0.07815796608281289,0.10021916445011465,0.029495982094590412,8.31649072483907,18.49587537204209,1335603806902.994
75,75,0.1,652,2,100000.0,0.01715,0.00243,5.72,1.23915559600907,7225770000000.0,2334.0,2.334,168649471800.0,652.0,0.08365599623925844,0.11635943368117765,0.029107563191499417,7.793822670347048,18.19078211259001,1314424076656.8953
76,76,0.1,654,2,100000.0,0.01715,0.00243,5.72,1.23991243430684,7230420000000.0,2248.0,2.248,162539841600.00003,654.0,0.09229040841910319,0.1083232689286365,0.029634127937564505,7.086326858909302,15.93006277882811,1151810445172.9436
77,77,0.1,656,2,100000.0,0.01715,0.00243,5.72,1.24074079328274,7235050000000.0,2233.0,2.233,161558666500.0,656.0,0.08233840874663656,0.11824835894081188,0.029880379409825915,7.967120205329411,17.790579418500577,1287157316218.226
78,78,0.1,658,2,100000.0,0.01715,0.00243,5.72,1.24155651007879,7239670000000.0,2309.0,2.309,167163980300.0,658.0,0.07942987322303453,0.1164389964099837,0.029493725602703674,8.284036890659182,19.12784118053205,1384792579594.6248
79,79,0.1,660,2,100000.0,0.01715,0.00243,5.72,1.24231942993718,7244270000000.0,2305.0,2.305,166980423500.0,660.0,0.08648668728721985,0.10482672158500356,0.029115384068302663,7.631232282121739,17.58999041029061,1274266398295.5596
80,80,0.1,662,2,100000.0,0.01715,0.00243,5.72,1.24314995045508,7248860000000.0,2299.0,2.299,166651291400.0,662.0,0.08903206696913912,0.10578664589344931,0.029412509707746795,7.435523205694717,17.09426784989215,1239139544463.6924
81,81,0.1,664,2,100000.0,0.01715,0.00243,5.72,1.24399008048548,7253430000000.0,2290.0,2.29,166103547000.0,664.0,0.08857997356074065,0.10513002001361949,0.028577337756622835,7.4960510068868444,17.165956805770875,1245120660736.8264
82,82,0.1,666,2,100000.0,0.01715,0.00243,5.72,1.24478593786844,7257980000000.0,2401.0,2.401,174264099800.0,666.0,0.0961309356022184,0.12773485390560693,0.029342986976376,6.928050744828398,16.63424983833298,1207310526416.2402
83,83,0.1,668,2,100000.0,0.01715,0.00243,5.72,1.24561914540455,7262510000000.0,2274.0,2.274,165149477400.0,668.0,0.10257027724333057,0.10880405204292688,0.02975890957190367,6.512607920667732,14.809670411598423,1075553794609.3768
84,84,0.1,670,2,100000.0,0.01715,0.00243,5.72,1.24636834168605,7267020000000.0,2380.0,2.3800000000000003,172955076000.00003,670.0,0.09828377792757693,0.09804246341406185,0.029700771630648916,6.816994768899785,16.22444754998149,1179033848346.665
85,85,0.1,672,2,100000.0,0.01715,0.00243,5.72,1.24722718437682,7271520000000.0,2298.0,2.298,167099529600.0,672.0,0.09693418560618737,0.10545546422004264,0.029063072356883497,6.932538771513708,15.9309740969385,1158423967653.7024
86,86,0.1,674,2,100000.0,0.01715,0.00243,5.72,1.24809630082086,7276010000000.0,2432.0,2.432,176952563200.0,674.0,0.08143910186481662,0.10185480867715972,0.028998043925241575,8.276122704776316,20.127530418016,1464481125967.886
87,87,0.1,676,2,100000.0,0.01715,0.00243,5.72,1.24884567323607,7280470000000.0,2451.0,2.451,178444319700.0,676.0,0.09053386646928627,0.1170307517467353,0.02953997375819483,7.466819063000405,18.301173523413986,1332411448020.0986
88,88,0.1,678,2,100000.0,0.01715,0.00243,5.72,1.24968323318255,7284920000000.0,2506.0,2.506,182560095200.0,678.0,0.0789860114939529,0.10303498743993011,0.029508813947451085,8.58379841159478,21.510998819456518,1567059055198.3516
