,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.1,502,2,100000.0,0.01715,0.00243,5.72,1.17662360156545,1363764000000.0,20000.0,20.0,1363764000000.0,100.4,0.10008585578405244,0.0068152642029094355,0.001021876828489148,0.20062963935044467,20.06296393504447,1368057397395.599
1,1,0.1,504,2,100000.0,0.01715,0.00243,5.72,1.17747901516844,1365024000000.0,20000.0,20.0,1365024000000.0,100.8,0.10044123814579733,0.00746181279699785,0.0010074307853421215,0.20072001904698,20.072001904698,1369938216397.924
2,2,0.1,506,2,100000.0,0.01715,0.00243,5.72,1.17837189466193,1366278000000.0,20000.0,20.0,1366278000000.0,101.2,0.1010913240925538,0.007069705705196992,0.0010133510742071094,0.2002151495553682,20.021514955536823,1367747770521.0469
3,3,0.1,508,2,100000.0,0.01715,0.00243,5.72,1.1791362468331,1367526000000.0,20000.0,20.0,1367526000000.0,101.6,0.10122381417683073,0.007116961825156883,0.0009876533469800487,0.2007437941178407,20.074379411784072,1372611788973.9712
4,4,0.1,510,2,100000.0,0.01715,0.00243,5.72,1.18000708146274,1368770000000.0,20000.0,20.0,1368770000000.0,102.0,0.10184126800744704,0.0071783004947693725,0.001048132340389248,0.20031202069607373,20.031202069607367,1370905422840.824
5,5,0.1,512,2,100000.0,0.01715,0.00243,5.72,1.18089388467086,1370006000000.0,20000.0,20.0,1370006000000.0,102.4,0.10225020430302038,0.007248076183964821,0.001001676248221126,0.20029304359758576,20.029304359758576,1372013357434.7708
6,6,0.1,514,2,100000.0,0.01715,0.00243,5.72,1.18169303123046,1371240000000.0,20000.0,20.0,1371240000000.0,102.8,0.10265977670796472,0.0071499344970912485,0.0010085770889005287,0.20027347559674208,20.027347559674205,1373115003386.3828
7,7,0.1,516,2,100000.0,0.01715,0.00243,5.72,1.18256256858225,1372466000000.0,20000.0,20.0,1372466000000.0,103.2,0.10308069455759324,0.0071967331245385655,0.0010806687861931515,0.20023154180797112,20.02315418079711,1374054916295.0942
8,8,0.1,518,2,100000.0,0.01715,0.00243,5.72,1.18333929872482,1373688000000.0,20000.0,20.0,1373688000000.0,103.6,0.10345490674241772,0.006999402124313152,0.0010045698974060692,0.20028072672164812,20.028072672164814,1375616154644.037
9,9,0.1,520,2,100000.0,0.01715,0.00243,5.72,1.18413280440169,1374906000000.0,20000.0,20.0,1374906000000.0,104.0,0.10383092137216408,0.0069571528891928065,0.0009959354282556838,0.20032589258696176,20.032589258696174,1377146358365.846
10,10,0.1,522,2,100000.0,0.01715,0.00243,5.72,1.184814908884,1376118000000.0,20000.0,20.0,1376118000000.0,104.4,0.10427280398848324,0.00740648231646,0.0010306939607699936,0.20024423592511736,20.02442359251174,1377798487264.0034
11,11,0.1,524,2,100000.0,0.01715,0.00243,5.72,1.18564428721044,1377324000000.0,20000.0,20.0,1377324000000.0,104.8,0.1046103631256028,0.006758164883054014,0.0009958934699570304,0.20036297218240856,20.036297218240858,1379823651490.8186
12,12,0.1,526,2,100000.0,0.01715,0.00243,5.72,1.18623535979449,1378524000000.0,20000.0,20.0,1378524000000.0,105.2,0.1045625084003768,0.007231527848875018,0.0010067104636726947,0.2012270744598021,20.122707445980208,1386981757963.1216
13,13,0.1,528,2,100000.0,0.01715,0.00243,5.72,1.18691311580508,1379722000000.0,20000.0,20.0,1379722000000.0,105.6,0.09853990849847143,0.006996577871873065,0.0010003044874832224,0.2194191386055079,21.94191386055079,1513687063775.3423
14,14,0.1,530,2,100000.0,0.01715,0.00243,5.72,1.18740617352132,1380912000000.0,20000.0,20.0,1380912000000.0,106.0,0.10567769733034311,0.0068771616593191085,0.0010167299580998508,0.20061412270904316,20.06141227090432,1385152247091.9507
15,15,0.1,532,2,100000.0,0.01715,0.00243,5.72,1.18810554884438,1382098000000.0,20000.0,20.0,1382098000000.0,106.4,0.10526364324991846,0.006986873308995042,0.0010108331179591989,0.20223628940167096,20.223628940167096,1397551855547.3535
16,16,0.1,534,2,100000.0,0.01715,0.00243,5.72,1.18943277689967,1383280000000.0,20000.0,20.0,1383280000000.0,106.8,0.10670439228566012,0.006992883391306852,0.0010509094130885337,0.20017925432354752,20.017925432354748,1384519794603.384
17,17,0.1,536,2,100000.0,0.01715,0.00243,5.72,1.19165789569026,1384456000000.0,20000.0,20.0,1384456000000.0,107.2,0.10709957615503297,0.007373802723563752,0.0010017202184069058,0.20018758611379245,20.018758611379244,1385754523603.7832
18,18,0.1,538,2,100000.0,0.01715,0.00243,5.72,1.1933953170949,1385628000000.0,20000.0,20.0,1385628000000.0,107.6,0.10745387231264884,0.007278810676528821,0.0009980422012444822,0.20027217329466515,20.02721732946652,1387513654689.7017
19,19,0.1,540,2,100000.0,0.01715,0.00243,5.72,1.19462031821519,1386794000000.0,20000.0,20.0,1386794000000.0,108.0,0.1078417724962992,0.00727048830071416,0.0009982039712307079,0.20029389883910603,20.029389883910607,1388831885733.3962
20,20,0.1,542,2,100000.0,0.01715,0.00243,5.72,1.19557065892945,1387956000000.0,20000.0,20.0,1387956000000.0,108.4,0.10823794356435427,0.007247644457916381,0.0009722782089772125,0.20029962533132245,20.02996253313225,1390035333881.8052
21,21,0.1,544,2,100000.0,0.01715,0.00243,5.72,1.19668353378915,1389112000000.0,20000.0,20.0,1389112000000.0,108.8,0.1086650154609106,0.006886478937412113,0.0010484522434649796,0.20024853476883825,20.024853476883823,1390838213149.0522
22,22,0.1,546,2,100000.0,0.01715,0.00243,5.72,1.19757869607337,1390264000000.0,20000.0,20.0,1390264000000.0,109.2,0.10901528818301356,0.006861941219150386,0.0009595070100442136,0.20033930812512463,20.033930812512462,1392622639356.3413
23,23,0.1,548,2,100000.0,0.01715,0.00243,5.72,1.19860065465315,1391412000000.0,20000.0,20.0,1391412000000.0,109.6,0.10951025377018594,0.00717784373980414,0.0010319600682236357,0.2001639407079568,20.01639407079568,1392552545341.6975
24,24,0.1,550,2,100000.0,0.01715,0.00243,5.72,1.19963845879841,1392554000000.0,20000.0,20.0,1392554000000.0,110.0,0.10992223728896532,0.006898172605551822,0.000977282371082498,0.20014150171846745,20.014150171846744,1393539243920.2935
25,25,0.1,552,2,100000.0,0.01715,0.00243,5.72,1.20065872263705,1393692000000.0,20000.0,20.0,1393692000000.0,110.4,0.11023450983760992,0.006950020496229339,0.0010278575487839435,0.2003003832125053,20.030038321250522,1395785208401.0146
26,26,0.1,554,2,100000.0,0.01715,0.00243,5.72,1.20181115118366,1394826000000.0,20000.0,20.0,1394826000000.0,110.8,0.1104453964049253,0.00733199394712755,0.0010484651514764223,0.20064277171623285,20.064277171623285,1399308773509.331
27,27,0.1,556,2,100000.0,0.01715,0.00243,5.72,1.20295231364558,1395954000000.0,20000.0,20.0,1395954000000.0,111.2,0.11112610564091029,0.007442116987951379,0.001011191250377179,0.20013299754287928,20.013299754287928,1396882292259.8623
28,28,0.1,558,2,100000.0,0.01715,0.00243,5.72,1.20410472404016,1397078000000.0,20000.0,20.0,1397078000000.0,111.6,0.1112740921149316,0.007148484749930348,0.0010619353489403362,0.20058793406720363,20.058793406720365,1401184948753.7036
29,29,0.1,560,2,100000.0,0.01715,0.00243,5.72,1.20514112000624,1398198000000.0,20000.0,20.0,1398198000000.0,112.0,0.11184138752522813,0.0071996660130633295,0.0009956925433090675,0.2002838126750777,20.02838126750777,1400182131573.3416
30,30,0.1,562,2,100000.0,0.01715,0.00243,5.72,1.20653239223348,1399312000000.0,20000.0,20.0,1399312000000.0,112.4,0.11214424340332244,0.007230920646431943,0.001015964965076133,0.20045656702048395,20.045656702048397,1402506398552.8372
31,31,0.1,564,2,100000.0,0.01715,0.00243,5.72,1.20811897847302,1400422000000.0,20000.0,20.0,1400422000000.0,112.8,0.11256593200201678,0.007204616040392883,0.001015570569995818,0.2004162705287107,20.04162705287107,1403336772031.7903
32,32,0.1,566,2,100000.0,0.01715,0.00243,5.72,1.2098506842126,1401528000000.0,20000.0,20.0,1401528000000.0,113.2,0.11310943799071992,0.00720209173346936,0.0010555738064808025,0.20016021872986667,20.016021872986666,1402650755180.163
33,33,0.1,568,2,100000.0,0.01715,0.00243,5.72,1.21147483348648,1402628000000.0,20000.0,20.0,1402628000000.0,113.6,0.11341846777950196,0.007070558880813175,0.0010082387788657656,0.20032027017156848,20.03202701715684,1404874099551.0334
34,34,0.1,570,2,100000.0,0.01715,0.00243,5.72,1.21322571296527,1403726000000.0,20000.0,20.0,1403726000000.0,114.0,0.11391289955972753,0.00731270111991881,0.0010300451104072528,0.20015296995363951,20.01529699536396,1404799639505.7131
35,35,0.1,572,2,100000.0,0.01715,0.00243,5.72,1.22040172983306,1404818000000.0,20000.0,20.0,1404818000000.0,114.4,0.10699891300917584,0.007376551138716861,0.001000919206033068,0.21893187656082508,21.893187656082503,1537797204832.126
36,36,0.1,574,2,100000.0,0.01715,0.00243,5.72,1.22372713714585,1405906000000.0,20000.0,20.0,1405906000000.0,114.8,0.11461714528632,0.007108834230716059,0.0010511350148113836,0.2003191536492124,20.03191536492123,1408149500151.7478
37,37,0.1,576,2,100000.0,0.01715,0.00243,5.72,1.22027554950736,1406990000000.0,20000.0,20.0,1406990000000.0,115.2,0.115053136588499,0.007234963926672595,0.0009726662840522193,0.20025539414191887,20.025539414191886,1408786685018.692
38,38,0.1,578,2,100000.0,0.01715,0.00243,5.72,1.21702969464689,1408068000000.0,20000.0,20.0,1408068000000.0,115.6,0.11543690063395844,0.00740454092769793,0.001021336162187166,0.20028266673344888,20.02826667334489,1410058069910.1697
39,39,0.1,580,2,100000.0,0.01715,0.00243,5.72,1.21534946177801,1409144000000.0,20000.0,20.0,1409144000000.0,116.0,0.1157256583516073,0.007580126157336765,0.000975998532848726,0.20047442934348889,20.047442934348886,1412486696314.0068
40,40,0.1,582,2,100000.0,0.01715,0.00243,5.72,1.21559007975785,1410214000000.0,20000.0,20.0,1410214000000.0,116.4,0.1162349143518486,0.007206796040576802,0.0010061068161138142,0.2002841966184698,20.028419661846986,1412217890250.5942
41,41,0.1,584,2,100000.0,0.01715,0.00243,5.72,1.21587072513883,1411280000000.0,20000.0,20.0,1411280000000.0,116.8,0.11666918593661647,0.007085430385538796,0.0010156979465380165,0.2002243354285748,20.022433542857485,1412863000518.1953
