,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2,25,3000,1000000.0,200,17.15,2.43,0.81,,2806.25,0.280625,200.0,0.0001988456145837,0.0061389112414197,0.0019783401184296,-0.0003671390351524,-2.005361272672687e-06,6715071392308.476,4377750000000.0,3535875000000.0,4.042149505393222,1.134726212583897,27152846425744.94,17701728916308.793,14297550278557.102,5.581207956576866e-05,3.6385515066735375e-05,2.938830063082473e-05,3.311293482668769e-05,2.1587283584739115e-05,1.7435882895366214e-05
11,11,2,25,3000,1000000.0,205,17.15,2.43,0.81,,2816.75,0.281675,205.0,0.0001977515452579,0.0059860256969335,0.0018254443996802,-0.000393881526283,6.920225819522657e-06,6732032500000.0,4394130000000.0,3549105000000.0,4.160969807966287,1.1732168737214903,28039883281943.617,18302183230055.25,14782532608890.775,5.742263314701494e-05,3.748088188675453e-05,3.0273019985455575e-05,3.374646909470973e-05,2.202698401160969e-05,1.7791025547838597e-05
12,12,2,25,3000,1000000.0,210,17.15,2.43,0.81,,2780.25,0.2780249999999999,210.0,0.0002015806538934,0.0061323448926763,0.0020421003082025,-0.0002881349316926,2.6207236448634027e-06,6644797500000.0,4337190000000.0,3503115000000.0,4.182690770948916,1.162819667455946,27791390052197.105,18139986812312.76,14651527809944.918,5.817943450252161e-05,3.797486101419821e-05,3.0672003126852395e-05,3.387023151735105e-05,2.2107766178689392e-05,1.7856272682787588e-05
13,13,2,25,3000,1000000.0,215,17.15,2.43,0.81,,2795.25,0.279525,215.0,0.0002134664153672,0.0059098145649717,0.0018461126275119,-0.0002823073810828,2.934231919193181e-06,6670463413475.107,4360590000000.0,3522015000000.0,4.077875900026449,1.140653079283566,27220050560160.074,17794188036823.625,14372228798972.926,5.988664165229108e-05,3.914886785752078e-05,3.162023942338217e-05,3.4648248169536635e-05,2.265012115655817e-05,1.8294328626450825e-05
14,14,2,25,3000,1000000.0,220,17.15,2.43,0.81,,2889.25,0.2889249999999999,220.0,0.0002182214108969,0.0058956983315639,0.001913927753173,-0.0003011678954855,1.5745591653307065e-05,6876415000000.0,4507230000000.0,3640455000000.0,4.0498785875540335,1.1706053172713755,27860406551058.73,18261442949433.457,14749626997619.33,6.32877059112051e-05,4.148269799221848e-05,3.3505256070638e-05,3.641108257657991e-05,2.3866087739270867e-05,1.927645548171878e-05
15,15,2,25,3000,1000000.0,225,17.15,2.43,0.81,,2981.5,0.2981499999999999,225.0,0.0002231112971386,0.0057124482973418,0.0019743843578634,-0.0002880399946022,-8.230243956330378e-06,7095970000000.0,4651140000000.0,3756690000000.0,4.049324080489904,1.2064325756514909,28713095300505.48,18820348180163.258,15201050453208.783,6.688732904030668e-05,4.3842114833142186e-05,3.541093890369177e-05,3.829067254483497e-05,2.5098087886530487e-05,2.0271532523736163e-05
16,16,2,25,3000,1000000.0,230,17.15,2.43,0.81,,3052.5,0.30525,230.0,0.0002368566667527,0.0062616734967619,0.0019160414674396,-0.0002911051844369,-7.691906299533537e-06,7264950000000.0,4761900000000.0,3846150000000.0,3.927780103029856,1.199604982950506,28550598594222.043,18713837734027.89,15115022785176.377,7.007956985670874e-05,4.59345079733049e-05,3.710094874766934e-05,3.9965178070436015e-05,2.619566293692445e-05,2.115803544905436e-05
17,17,2,25,3000,1000000.0,235,17.15,2.43,0.81,,3225.5,0.32255,235.0,0.0002495697517871,0.0060293620320627,0.0020090905107078,-0.0002576494421572,-5.927941973483429e-06,7676690000000.0,5031780000000.0,4064130000000.0,3.796665089321308,1.2231609221277393,29111229946640.19,19081310385192.73,15411827618809.516,7.580564906431584e-05,4.968773636148432e-05,4.0132402445814265e-05,4.2997753966964825e-05,2.81834017598593e-05,2.276351680604021e-05
18,18,2,25,3000,1000000.0,240,17.15,2.43,0.81,,3374.75,0.3374749999999999,240.0,0.0002305446017771,0.0058194846659562,0.0018983543548556,-0.00031428752018,3.7041194363786784e-06,8005312602212.815,5264610000000.0,4252185000000.0,4.253913072555166,1.4374449521695505,34097921892258.98,22424141253844.984,18111806397336.336,8.083115960007513e-05,5.315776563485143e-05,4.293511839738e-05,4.566844238306834e-05,3.003337288638386e-05,2.4257724254386964e-05
19,19,2,25,3000,1000000.0,245,17.15,2.43,0.81,,3538.25,0.353825,245.0,0.0002680439247128,0.0054523194972061,0.0018854593777654,-0.0002936450823184,1.6872630562298045e-05,8385652500000.0,5519670000000.0,4458195000000.0,3.695422833708999,1.306363233935057,30960808644260.85,20379266449386.89,16460176747581.72,8.651451342831322e-05,5.694626200344667e-05,4.599505777201463e-05,4.867003586850537e-05,3.203597297673771e-05,2.5875208942749687e-05
20,20,2,25,3000,1000000.0,250,17.15,2.43,0.81,,3673.75,0.367375,250.0,0.0002819269208202,0.0060214134158891,0.0019303829273547,-0.0002702591113091,-3.6867987130368416e-06,8706787500000.0,5731050000000.0,4628925000000.0,3.558232155101538,1.3075907178492936,30989900013028.258,20398415198448.977,16475643044901.098,9.18143187185729e-05,6.043474143501e-05,4.881267577443116e-05,5.142816007088009e-05,3.3851447135262855e-05,2.7341553455404605e-05
21,21,2,25,3000,1000000.0,255,17.15,2.43,0.81,,3740.0,0.374,255.0,0.0002615869979507,0.0057640667915307,0.0018854228389804,-0.0002816357259471,1.0159703476487316e-05,8847263015772.523,5834400000000.0,4712400000000.0,3.9440528087000137,1.4749554859361989,34891227595278.4,23009305580604.703,18584439122796.105,9.529169176294668e-05,6.284088598141332e-05,5.075610021575691e-05,5.312602578924074e-05,3.50343924795912e-05,2.8297009310439044e-05
22,22,2,25,3000,1000000.0,260,17.15,2.43,0.81,,3843.25,0.3843249999999999,260.0,0.000258574580286,0.0056400185563281,0.0019653683255264,-0.0002674595912919,1.3029644257112613e-05,9070070000000.0,5995470000000.0,4842495000000.0,4.039292823121438,1.5523041503670416,36634377948662.18,24215944745725.848,19559032294624.723,9.966746297579032e-05,6.588188230604705e-05,5.321228955488415e-05,5.538399066967093e-05,3.660975654435875e-05,2.9569418747366684e-05
23,23,2,25,3000,1000000.0,265,17.15,2.43,0.81,,4048.75,0.404875,265.0,0.0002717941135443,0.0058004985873567,0.0019526958615589,-0.000250712395783,7.746077960128392e-07,9555050000000.0,6316050000000.0,5101425000000.0,3.9422269246778328,1.596787543099854,37684186017156.56,24909885672357.723,20119523043058.16,0.000107178161151,7.08465810998774e-05,5.72222385806702e-05,5.927266523991191e-05,3.918023634502652e-05,3.16455755094445e-05
24,24,2,25,3000,1000000.0,270,17.15,2.43,0.81,,4111.5,0.4111499999999999,270.0,0.0002591348820146,0.0057659388272482,0.0019469416306792,-0.0002950480257412,-3.952002310995017e-06,9699178519367.3,6413940000000.0,5180490000000.0,4.182132350666855,1.718518156197458,40540470353236.24,26808883236680.344,21653328768087.97,0.0001109818350203,7.3390837119782e-05,5.927721459674701e-05,6.11383957651286e-05,4.0430022125148926e-05,3.265501787031259e-05
25,25,2,25,3000,1000000.0,275,17.15,2.43,0.81,,4202.0,0.4201999999999999,275.0,0.0002639754871864,0.0053818279141246,0.0019980272844975,-0.0002749113651653,-6.901439785109197e-07,9875495080824.26,6555120000000.0,5294520000000.0,4.17896821447784,1.757486725561332,41304263476665.57,27416792918756.78,22144332742072.78,0.0001152485396949,7.649925409741294e-05,6.178785907867968e-05,6.325073306854282e-05,4.198434022384833e-05,3.391042864233904e-05
26,26,2,25,3000,1000000.0,280,17.15,2.43,0.81,,4354.0,0.4354,280.0,0.0002966794680787,0.0056671999773385,0.0019584804450007,-0.0002811075864891,-5.020313067315275e-06,10231900000000.0,6792240000000.0,5486040000000.0,3.804682815281829,1.656545930261935,38928829361155.47,25842116512086.188,20872478721300.383,0.0001216798742616,8.077472504183645e-05,6.524112407225251e-05,6.660439260001822e-05,4.421397976852274e-05,3.571129135149914e-05
27,27,2,25,3000,1000000.0,285,17.15,2.43,0.81,,4435.0,0.4434999999999999,285.0,0.0003302498988801,0.0055514714320263,0.0020396036875708,-0.0002977853267819,-3.726914798149429e-06,10422250000000.0,6918600000000.0,5588100000000.0,3.460683886099603,1.534238228645735,36054598373174.78,23934116366873.47,19331401680936.266,0.0001262377369974,8.380037009192957e-05,6.768491430502002e-05,6.901580994950749e-05,4.581475043456668e-05,3.700422150484232e-05
28,28,2,25,3000,1000000.0,290,17.15,2.43,0.81,,4496.75,0.449675,290.0,0.0002792630279059,0.0055642674198561,0.0019615976987818,-0.0002621569309801,-4.974778539610562e-07,10538796087117.484,7014930000000.0,5665905000000.0,4.167892767682487,1.8744636972105455,43930818207830.72,29241633676484.52,23618242584852.88,0.0001300504343968,8.656536156716542e-05,6.991817665040283e-05,7.101471053224991e-05,4.726946220763731e-05,3.8179181013860905e-05
29,29,2,25,3000,1000000.0,295,17.15,2.43,0.81,,4615.25,0.4615249999999999,295.0,0.0003040480151951,0.0054040050214582,0.0019453358808882,-0.0002568277276341,-1.0152289941409742e-05,10799685000000.0,7199790000000.0,5815215000000.0,3.924233585826212,1.8132541407214144,42430146892881.09,28286764595254.062,22847002173089.82,0.0001356645848774,9.04430565849808e-05,7.30501610878691e-05,7.398514088414822e-05,4.9323427256098816e-05,3.983815278377212e-05
30,30,2,25,3000,1000000.0,300,17.15,2.43,0.81,,4663.25,0.466325,300.0,0.0002982650309064,0.0055504359087151,0.0020113467125575,-0.0002768055495262,1.59011678421868e-05,10893131514539.334,7274670000000.0,5875695000000.0,4.040788641857966,1.884548221114131,44022155402535.52,29398952249380.44,23745307586038.047,0.0001392310481592,9.298152030579072e-05,7.510045870852328e-05,7.588969906812318e-05,5.0680790586530496e-05,4.09344847045054e-05
31,31,2,25,3000,1000000.0,305,17.15,2.43,0.81,,4819.75,0.4819749999999999,305.0,0.0003136724832301,0.0052232591981271,0.0019902690321639,-0.0002382918364193,3.911018623814348e-06,11230017500000.0,7518810000000.0,6072885000000.0,3.901574034955635,1.8811428753343984,43830628995291.47,29345828855216.61,23702400229213.41,0.0001460938857021,9.781393205811995e-05,7.90035605084815e-05,7.949807626281754e-05,5.322617981544866e-05,4.299037600478545e-05
32,32,2,25,3000,1000000.0,310,17.15,2.43,0.81,,4873.0,0.4872999999999999,310.0,0.0003493582182727,0.00549072287479,0.0019682141169569,-0.0002521900217864,5.1341233129099694e-08,11354090000000.0,7601880000000.0,6139980000000.0,3.591100453618661,1.7503937235825056,40784173759472.375,27306142087887.09,22054960917139.57,0.0001502647588096,0.0001006064479584,8.125905412028095e-05,8.169350428826342e-05,5.469608012433085e-05,4.417760317734415e-05
33,33,2,25,3000,1000000.0,315,17.15,2.43,0.81,,4979.75,0.4979749999999999,315.0,0.0003034297863137,0.0053054595070876,0.0020076239892968,-0.000247080171905,1.1210967258951932e-06,11599883757008.59,7768410000000.0,6274485000000.0,4.166367908065215,2.077005417947881,48381989880762.01,32401284519986.945,26170268266143.297,0.0001561518539024,0.0001045744637433,8.446398994659497e-05,8.477216344389333e-05,5.6771682890467416e-05,4.5854051565377536e-05
34,34,2,25,3000,1000000.0,320,17.15,2.43,0.81,,5057.25,0.5057250000000001,320.0,0.0003186472722091,0.0053218900598921,0.0019897264085732,-0.0002346692744215,8.006362911134684e-06,11735670228254.332,7889310000000.0,6372135000000.0,4.033822049313221,2.0395245864661464,47328465013957.17,31816583548871.883,25698009789473.445,0.0001605836282347,0.0001079524219263,8.719234078668345e-05,8.713226292063385e-05,5.857470598717035e-05,4.731033945117605e-05
35,35,2,25,3000,1000000.0,325,17.15,2.43,0.81,,5096.0,0.5096,325.0,0.0003343093238469,0.0051919079758945,0.0020058249255725,-0.0002254585387205,-6.910840426198679e-06,11822720000000.0,7949760000000.0,6420960000000.0,3.902346994358688,1.9879140629677887,46119606260852.7,31011459382297.508,25047717193394.145,0.0001643702120294,0.0001105247977439,8.927002894704118e-05,8.911474841428072e-05,5.9921986002706e-05,4.839852715603176e-05
36,36,2,25,3000,1000000.0,330,17.15,2.43,0.81,,5257.75,0.525775,330.0,0.0003611762703598,0.0048229016022557,0.001911827894517,-0.0002578422219658,-2.671771010353565e-06,12160487024817.889,8202090000000.0,6624765000000.0,3.693482457080924,1.9440074187168637,44962345093350.06,30326515731983.062,24494493475832.48,0.0001718279114221,0.000115895686671,9.360805461897104e-05,9.307753618334538e-05,6.277958499491002e-05,5.070658788050425e-05
37,37,2,25,3000,1000000.0,335,17.15,2.43,0.81,,5401.75,0.540175,335.0,0.0003884207510793,0.0051469387797134,0.0019705168242365,-0.000220214642425,8.593768864545348e-06,12478042500000.0,8426730000000.0,6806205000000.0,3.459818964982093,1.8681094671286669,43153328690672.2,29142507687207.2,23538179285821.195,0.0001790734807428,0.0001209327402418,9.767644404157152e-05,9.69187168682887e-05,6.54516010019612e-05,5.28647546554302e-05
38,38,2,25,3000,1000000.0,340,17.15,2.43,0.81,,5369.25,0.536925,340.0,0.0003722858336487,0.0054802620098379,0.0019540609113634,-0.0002447167313086,5.818168141850887e-06,12377057890155.07,8376030000000.0,6765255000000.0,3.692783645031057,1.9809850196323533,45665160436782.83,30903366306264.715,24960411247367.656,0.0001803427727487,0.0001220448743337,9.857470619268406e-05,9.757546860094188e-05,6.603306371505605e-05,5.3334397616006805e-05
39,39,2,25,3000,1000000.0,345,17.15,2.43,0.81,,5539.75,0.553975,345.0,0.0003551092839728,0.005081188646505,0.0018909698368852,-0.0002305971927532,8.756022983663869e-06,12741425000000.0,8642010000000.0,6980085000000.0,3.9297234789578432,2.1773023222503767,50077953411758.67,33965916227105.883,27434009260354.742,0.00018853698478,0.000127877259242,0.0001032854786185,0.0001018894215582,6.910760766564175e-05,5.581768311455681e-05
40,40,2,25,3000,1000000.0,350,17.15,2.43,0.81,,5700.25,0.570025,350.0,0.0003843246201,0.0052949285348415,0.0019450506475414,-0.0002302892842675,3.040338781554981e-06,13110575000000.0,8892390000000.0,7182315000000.0,3.682463849167223,2.101470720858845,48333826579753.43,32782943245397.984,26478531082821.445,0.0001969432782236,0.0001335789191429,0.0001078906654616,0.0001063677924985,7.214511143383337e-05,5.827105154271157e-05
41,41,2,25,3000,1000000.0,355,17.15,2.43,0.81,,5784.5,0.5784499999999999,355.0,0.0003885256828936,0.0051350960407191,0.0020384799013824,-0.0002305276498735,9.964595857967476e-08,13296440105853.195,9023820000000.0,7288470000000.0,3.694595069122868,2.137988108496654,49144491021958.89,33352614492547.8,26938650167057.84,0.0002026037768819,0.0001374999623469,0.0001110576618955,0.0001093763067456,7.422980109570111e-05,5.995483934652782e-05
42,42,2,25,3000,1000000.0,360,17.15,2.43,0.81,,5854.0,0.5853999999999999,360.0,0.0003940720312698,0.0054071650628768,0.0020124363947753,-0.0002298531510414,7.081556225617835e-06,13405660000000.0,9132240000000.0,7376040000000.0,3.663853445046169,2.1440520637463734,49098792259791.95,33447212194443.43,27015056003204.31,0.0002072996667816,0.000141217240253,0.0001140600786658,0.0001118303232533,7.618135557872785e-05,6.153109489051095e-05
43,43,2,25,3000,1000000.0,365,17.15,2.43,0.81,,5982.75,0.598275,365.0,0.0004114817839848,0.0051700663173732,0.0019766608397568,-0.0002415971930802,-4.141560425347437e-06,13700497500000.0,9333090000000.0,7538265000000.0,3.560406483666566,2.1293026303099185,48761030234097.13,33217121032834.727,26829213141904.97,0.0002149295905313,0.0001464149175671,0.0001182582026503,0.0001158330162836,7.890808096180186e-05,6.373345000760919e-05
44,44,2,25,3000,1000000.0,370,17.15,2.43,0.81,,6155.5,0.61555,370.0,0.0004057904800304,0.0051401292751933,0.0019997815676027,-0.0002180623940942,3.572545766159896e-06,14047409554206.06,9593697094259.611,7755930000000.0,3.6866208797752154,2.268719867203337,51774246021231.84,35359290386934.8,28585870326762.05,0.0002235571905844,0.0001526786815344,0.0001234315775075,0.0001203915766423,8.222158787000124e-05,6.64712335341658e-05
45,45,2,25,3000,1000000.0,375,17.15,2.43,0.81,,6296.5,0.6296499999999999,375.0,0.0003739971754299,0.0047205010469384,0.0019958103851647,-0.0002333747059189,-1.766394814318615e-06,14356020000000.0,9794884633067.512,7933590000000.0,4.027803398611352,2.5377636210237684,57861010559341.92,39477649319341.65,31975821624899.484,0.0002316508565587,0.0001580517034069,0.0001280175786245,0.0001246539373257,8.504940332792824e-05,6.888770220636121e-05
46,46,2,25,3000,1000000.0,380,17.15,2.43,0.81,,6371.25,0.6371249999999999,380.0,0.0004175771615706,0.0048413519497573,0.0018984797181201,-0.0002445782609622,2.563764608376691e-06,14490746480289.428,9892376886282.69,8027775000000.0,3.679151450441574,2.3457398972225407,53351417946795.38,36421335123430.086,29556322705004.01,0.0002370218885877,0.0001618073889704,0.000131308514316,0.0001274999030407,8.704017391782611e-05,7.06340791708094e-05
47,47,2,25,3000,1000000.0,385,17.15,2.43,0.81,,6613.25,0.661325,385.0,0.0004463637604174,0.0050934712441176,0.0020580338951595,-0.0002154344110409,6.888542723066818e-07,15012077500000.0,10250537500000.0,8332695000000.0,3.458462872014596,2.285759587383183,51886742633598.25,35429273604439.336,28800570801028.1,0.0002489467740245,0.0001699856827039,0.0001381819098109,0.0001337700605045,9.134079021234508e-05,7.425122301132567e-05
48,48,2,25,3000,1000000.0,390,17.15,2.43,0.81,,6808.5,0.68085,390.0,0.0004395545715709,0.005003174286459,0.0019973896963414,-0.0002132688601143,-3.3802369634118187e-06,15432837509124.637,10553175000000.0,8578710000000.0,3.5899892565394564,2.443417117950025,55384973706890.45,37872965328225.4,30787055686170.324,0.0002593444031014,0.0001773430757358,0.0001441627583401,0.0001392943372697,9.52512794129593e-05,7.743007229698628e-05
49,49,2,25,3000,1000000.0,395,17.15,2.43,0.81,,7080.0,0.708,395.0,0.0004588531349014,0.0049300104590948,0.0019402720133259,-0.0002411128740869,-4.9475976031721024e-06,16000800000000.0,10974000000000.0,8920800000000.0,3.452581333429791,2.444577539737607,55247452398069.92,37890951865932.91,30801677000693.848,0.0002724070265776,0.0001868278279624,0.0001518729440211,0.0001464302546386,0.0001004278295087,8.163810656844128e-05
50,50,2,25,3000,1000000.0,400,17.15,2.43,0.81,,7210.75,0.7210749999999999,400.0,0.0004521292628964,0.0048616244374801,0.002029555398887,-0.0002378451412701,-4.712805268542072e-06,16289134709944.104,11176662500000.0,9085545000000.0,3.5510690248974743,2.561215074431012,57858027762086.125,39698833653680.66,32271309937830.742,0.0002810036000285,0.0001928084244331,0.0001567345901843,0.000151172458144,0.0001037258009131,8.431903816170465e-05
51,51,2,25,3000,1000000.0,405,17.15,2.43,0.81,,7380.0,0.738,405.0,0.0004307490230103,0.0048489619751457,0.0019090290366933,-0.0001967656601267,-1.604962072744812e-06,16606178412252.62,11439000000000.0,9298800000000.0,3.7908151811942905,2.7963838973879307,62923102857959.76,43343950409512.92,35234437107087.92,0.0002902046837062,0.0001999045954164,0.0001625030904675,0.0001564384715453,0.0001077610773281,8.75993273764384e-05
52,52,2,25,3000,1000000.0,410,17.15,2.43,0.81,,7640.0,0.7639999999999999,410.0,0.0004763599323638,0.0050318851828053,0.0020236817949769,-0.0002073076712138,3.507348516147405e-06,17190000000000.0,11842000000000.0,9626400000000.0,3.451333567409077,2.637431090307816,59342199531925.86,40880181899771.15,33231631737878.484,0.0003042854908899,0.0002096188937242,0.0001703998748983,0.0001644173656875,0.0001132652963624,9.207372478503314e-05
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,7796.0,0.7796,415.0,0.0004680800745688,0.0049623952312107,0.0020085511769483,-0.0002112854273644,-8.977713394784172e-06,17482258151928.557,12083800000000.0,9822960000000.0,3.559149407628888,2.7750747491996317,62230083576714.13,43013658612594.28,34965941839915.35,0.0003133257231233,0.0002165718719043,0.0001760519732899,0.0001696590095632,0.0001172689204073,9.53282836860161e-05
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,7885.0,0.7885,420.0,0.0004874414988477,0.0049201713299688,0.0020247213036475,-0.0001971971645333,-1.76003741485862e-06,17612076801742.703,12214385028251.754,9935100000000.0,3.456082039743496,2.7266310604533595,60902518258366.16,42237313382837.95,34355551361712.33,0.0003195265470594,0.0002215990945568,0.0001802472379279,0.0001734564765377,0.0001202961021533,9.784805389221558e-05
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,8088.75,0.8088749999999999,425.0,0.0004936991725798,0.0049928810121792,0.0020681971732627,-0.0002236566827081,-5.7330976346849006e-06,18037912500000.0,12506152712741.027,10191825000000.0,3.452227221945277,2.792694204334901,62277080756668.28,43178315808251.04,35187946974619.74,0.0003313077902997,0.0002297042864804,0.0001871963299451,0.0001801716573365,0.0001249176844137,0.0001018010261183
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,8211.25,0.821125,430.0,0.0004715631129812,0.0050108520507079,0.0019927121958609,-0.0001897310225063,1.8180669850359235e-06,18277612338110.39,12671336260056.86,10346175000000.0,3.688652266772142,3.028065857121665,67402422129076.3,46728136024583.25,38153629799732.98,0.000339748109006,0.0002355374680946,0.0001923168807101,0.000185194204104,0.000128389747534,0.0001048305221273
57,57,2,25,3000,1000000.0,435,17.15,2.43,0.81,,8413.75,0.8413750000000001,435.0,0.0004475220963086,0.0047217664628779,0.0020067706332596,-0.0002160330297414,4.734267289740108e-06,18678525000000.0,12959014771767.074,10601325000000.0,3.900472516407405,3.282199594563006,72864830999298.72,50553050696573.93,41355714891493.87,0.0003513026612967,0.0002437310428476,0.0001993879969521,0.0001918621133821,0.0001331124358835,0.0001088947130006
58,58,2,25,3000,1000000.0,440,17.15,2.43,0.81,,8490.5,0.84905,440.0,0.0004964524960228,0.0048520463812906,0.0019079646791054,-0.0001958725858987,2.415051582224643e-06,18833870771622.543,13075370000000.0,10698030000000.0,3.5571392313322443,3.020257901466745,66996227563979.22,46511971682587.87,38055249558480.98,0.0003584685262515,0.0002488659219832,0.0002036175725317,0.0001961585690722,0.0001361826201523,0.0001114221437609
