,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.01,100,1,300000.0,0.0001792590411729,0.0021712718267892,0.0004328380453094,0.0012768640228732,-0.0003761720559275,-0.0002790003831011,0.0004007429885577,-0.000709213549028,-0.0001198207805732,7.966136144812043e-05,-0.0028217405425576,-0.0002432124228773,-0.0001819027132634,-0.0003352199474969,0.0010873548155813,-0.0003093870565511,0.0003956436850787,0.0002054328429556,-0.0005358506119275,0.0022703409998502,0.0002195335854255,-0.000138885345779,0.0014345394133081,0.0026782756157718,-1.342165330058177e-05,0.0004328857152198,,498.0,0.166,100.0,0.0023374146252308,0.0325144094565363,0.0053156028615152,-0.0011365814169124,0.0006764003569553,4017200000000.0,2589600000000.0,2091600000000.0,42.782311242757686,7.101863666297776,171865100724406.2,110789073194245.31,89483482195351.98,1.6622321943078863e-05,1.071521579801778e-05,8.654597375322053e-06,7.998247919404292e-06,5.15589535300442e-06,4.164377015888186e-06
1,1,2.25,0.01,100,1,300000.0,0.0001793338962604,-0.0003248766653239,0.001061652578979,0.0002579235002908,0.0002551867468514,-0.0002730835921794,-0.0020105640935443,0.0021772515374091,0.0002934135662353,1.7894678558967765e-05,-0.0027973754808324,0.0011665384091766,0.0001192284591479,4.32544975221519e-06,-0.0007351013952783,-0.002959715241287,-0.0003502726245189,-0.0004770644878079,0.0004638826190577,-0.0026798039823619,0.0001204439817246,-0.0004334925495723,0.001931743211011,-0.0009989098349459,0.0002983188616127,-0.0001861572414817,,506.0,0.1686666666666666,100.0,0.0026415473052026,0.0311278533887301,0.004246864549639,0.0023269693532126,-0.0022000139132106,4081733333333.333,2631200000000.0,2125200000000.0,37.85660010821952,6.38514655158636,154520546548389.88,99608286204747.2,80452846549988.12,1.6889347195176513e-05,1.0887347778708829e-05,8.793627052034053e-06,8.126733829756169e-06,5.238720981165133e-06,4.2312746386333775e-06
2,2,2.25,0.01,100,1,300000.0,0.0017474258570756,0.0012925021494034,0.0005898636212772,-0.0023283122519803,0.0004101508663722,0.000495723786182,-0.0006785179749919,-0.0001520919943211,-0.0004658868208287,0.0002548812290517,-0.0013485933540142,0.0020788441312317,-0.0003001447162433,0.0001281159603887,0.0010737437840105,0.0027211714662587,-6.07935085700575e-05,-0.0002156072982814,-0.0028602384884253,-0.002956738891315,-0.0003826618886235,-4.837260542288124e-05,0.001983777194907,-0.0024405134080151,-0.0003217794390495,0.0002401091156949,,483.0,0.161,100.0,0.0031139185188919,0.0286320222681421,0.0044229126168571,-0.0026598950256626,-0.0003983823457715,3896200000000.001,2511600000000.0,2028600000000.0,32.113878187019125,5.17033438811008,125122092192263.94,80657216454517.23,65146213290187.0,1.6121649595395768e-05,1.0392468334222064e-05,8.393916731487052e-06,7.757336837494526e-06,5.000597300203082e-06,4.038943973240952e-06
3,3,2.25,0.01,100,1,300000.0,0.0021319544199942,0.0010106603214665,0.002098440209366,0.0016507775149599,2.603519683542794e-05,0.0003195171986329,0.0001421761675147,0.0020609115848999,0.0003483699816934,0.000114102566529,-0.0014268725547554,-0.0011653415684329,-3.670492090599055e-05,-0.0002184937941342,-0.0022769647713277,0.002400292208317,-7.126241146088028e-05,7.11797558634094e-05,-0.0017944304073842,-0.0025374363898066,0.0003690574745523,-0.0002672531286714,-0.0003025681466795,0.0009010413548211,-0.0004544144137071,0.0002371140673487,,497.0,0.1656666666666666,100.0,0.0030042560369452,0.0332661124282936,0.0034432809896853,-0.0021460769044001,-0.0030538355813471,4009133333333.3335,2584400000000.0,2087400000000.0,33.28611102723527,5.514399060178644,133448457256323.16,86024625338786.83,69481428158250.91,1.6588943786566657e-05,1.0693699300431398e-05,8.637218665733053e-06,7.982187180610308e-06,5.145542149484331e-06,4.156014813045036e-06
4,4,2.25,0.01,100,1,300000.0,0.0017352272381733,-0.001061603545105,0.0005748088420362,-0.0001180213001326,0.0002354940553231,-0.0003612221742858,0.0003259503625525,-0.0004302442306766,3.6976793446563856e-05,-0.000308687790007,0.0008064171812354,0.0027323259395815,-0.0003973249802415,-0.0004823503981878,-0.0001859273679268,0.0013399607420142,-2.471331134974676e-06,-7.485626983718308e-05,-0.0010570852150153,-0.0028617010999175,9.547529036791767e-05,-9.726469796745884e-05,-0.0001539726628336,-0.0011717970389037,0.0004892363590561,0.0004090455074113,,476.0,0.1586666666666666,100.0,0.0032969947495899,0.0318668952049043,0.00486498059358,0.0017426665332347,-0.0021200933760652,3839733333333.333,2475200000000.0,1999200000000.0,30.330651879999387,4.812463431626568,116461615045362.98,75074429533374.48,60637039238494.766,1.5888002499810317e-05,1.0241852851117396e-05,8.27226576436405e-06,7.644911665936633e-06,4.928124875562458e-06,3.980408553338907e-06
5,5,2.25,0.01,100,1,300000.0,0.0012399915798832,0.0025005691944477,0.0010007349890752,-0.0016715371193266,0.0001619507487641,0.0001962786405985,-0.0022697373348975,-0.0017205468144291,0.0001074305775291,-0.0004237233164623,0.0003015151640256,-0.0012160085549756,0.0002777153898945,-0.0004524762725285,-0.002886554883106,-0.0027522916707436,-0.000314141896622,-0.0002158701816103,-0.002354066182832,0.0008423178002285,0.0001450826045356,0.0001558632468592,-0.001398764611125,0.0004450720923212,-0.0004580743648451,-0.0004148400853873,,529.0,0.1763333333333333,100.0,0.0024898868591947,0.0377507592010027,0.0037931810923351,-0.0012850537391873,-9.89363712779135e-05,4267266666666.6665,2750800000000.0,2221800000000.0,40.16246747546688,7.08198176484066,171383958709143.97,110478915531514.3,89232970236992.31,1.7657044794957268e-05,1.1382227223195594e-05,9.193337372581055e-06,8.496130822017813e-06,5.476844662127185e-06,4.423605304025803e-06
6,6,2.25,0.01,100,1,300000.0,-0.0023777431984862,-0.0024414459338993,0.0002592003226496,0.0011654560814606,7.020939477083452e-05,0.0002837618629434,-0.000172489792949,0.0022445980589561,0.0001928386424878,-0.0002325570157713,-0.0015459618820691,0.0028501100222469,0.0004904388196223,0.0003505420548091,0.0029914875651279,0.0015876627695898,-9.312481433101904e-05,-0.0004485958925045,0.0022840896992205,-0.0001995262847851,2.964732761264713e-05,0.0004441643231146,-0.0020064226991596,-7.581058390101992e-05,-0.000448304310992,0.0003621763340676,,498.0,0.166,100.0,0.0027244977698757,0.0392936512887693,0.0038877717554173,0.0001485581388814,-0.0003136670886926,4017200000000.0,2589600000000.0,2091600000000.0,36.704012425953245,6.092866062708239,147447358717539.38,95048710578248.52,76770112390123.8,1.6622321943078863e-05,1.071521579801778e-05,8.654597375322053e-06,7.998247919404292e-06,5.15589535300442e-06,4.164377015888186e-06
7,7,2.25,0.01,100,1,300000.0,0.002165228392845,-0.0003481982725812,-0.0015836553802592,0.0011005303377907,-0.0002792971890509,0.0002809364560675,-0.000448076857425,-0.000254106686655,-0.0004659292323004,0.0001784411401293,0.0025323777523221,-0.0010530782360685,0.0001094614354234,-2.1479581993485552e-05,-0.0012289115066081,-0.0020909457705759,-9.865109219107346e-05,-0.000380756394406,-0.0017592326186295,-3.369833364206404e-05,-0.0003625005643503,-9.26940026458082e-06,-0.0008011351336418,-0.0006283394530966,0.0002582326434717,7.431126370904535e-06,,529.0,0.1763333333333333,100.0,0.0028848992422183,0.0497394117856357,0.0043160393256015,0.0041089666869856,0.0015531206242754,4267266666666.6665,2750800000000.0,2221800000000.0,34.6632556647298,6.112287415547353,147917355456245.97,95351683682538.72,77014821435896.66,1.7657044794957268e-05,1.1382227223195594e-05,9.193337372581055e-06,8.496130822017813e-06,5.476844662127185e-06,4.423605304025803e-06
8,8,2.25,0.01,100,1,300000.0,-0.0025587420104242,0.00281866708174,0.0021210658317149,0.000595106516633,-4.576415815692636e-05,-0.0004883592616327,-0.0010350900995839,-0.0002583789263172,2.41179389982878e-05,-0.0003929840873147,-0.0028824729077138,0.0004194951360989,0.0004658327860463,0.0003779911205635,-0.0022278954218622,-0.0009181295508056,0.0001873004168681,0.0001711498147393,0.0018388461644204,0.000664064418485,0.000429148105395,9.07189085932996e-05,-0.0017455878201233,0.0015046357422213,-8.813213508909555e-05,2.685593595900778e-05,,534.0,0.178,100.0,0.0033081840861228,0.0453832505229928,0.0048022332981482,-0.0024848524512594,-0.0012741604694311,4307600000000.0,2776800000000.0,2242800000000.0,30.2280639156323,5.38059537698255,130210408122977.69,83937287880927.78,67795501749980.125,1.7823935577518298e-05,1.1489809711127498e-05,9.280230920526056e-06,8.576434515987734e-06,5.52861067972763e-06,4.465416318241549e-06
9,9,2.25,0.01,100,1,300000.0,0.0024713223783421,-0.0020063146939912,0.0004959104100969,0.002601925541045,-0.0001048422491614,0.0002697184734604,0.0011915516626572,0.0014843478955968,-0.0004333523556302,0.0002148020521978,0.0022542579470686,0.000498517742781,-0.0003869336901135,-4.31096422138626e-05,0.0021998588562466,0.0018809796837002,-0.0002879687668584,0.0001605400928404,0.0007044186669627,-0.0008219834234819,0.0002064991978689,0.0004949909328786,-0.0009309736888351,0.0024572724758785,-0.0001614999609281,-0.0001128625639505,,492.0,0.164,100.0,0.0033757541171581,0.0389846084363179,0.0038027802743616,0.0010028155322107,-0.0014125081516469,3968800000000.0,2558400000000.0,2066400000000.0,29.62301060131217,4.858173738615196,117567804474487.77,75787510322397.06,61212989106551.48,1.6422053004005627e-05,1.0586116812499493e-05,8.550325117788053e-06,7.901883486640386e-06,5.093776131883885e-06,4.114203798829292e-06
