,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.01,100,1,300000.0,-0.0001556989652449,-7.089306873709616e-05,-3.512709105664191e-05,-0.0002304892599931,4.2471712001097817e-07,1.5106495037339626e-06,5.449169512805575e-06,4.568980328813454e-05,-3.831343620571468e-05,1.859312135853914e-05,0.0002053940533428,0.0001060822486139,2.414724437850752e-05,-1.3779892807327144e-05,-0.0001712486435626,-0.0001086647543956,1.5752682765982262e-05,2.583036183514279e-05,0.0001593704380401,0.0001839015206877,4.298599586383072e-05,-2.9511278996227843e-05,0.000292202333305,-0.0002074810236911,3.129919485488985e-05,7.3048693591237215e-06,,522.0,0.174,100.0,0.0028626341614739,0.0394842163196496,0.0042444753477743,0.0026694708736715,-0.0001437259165183,4210800000000.0,2714399999999.9995,2192400000000.0,34.932860561026686,6.078317737618643,147095289250371.12,94821756706850.8,76586803493994.89,1.742339769937182e-05,1.1231611740090924e-05,9.071686405458056e-06,8.38370565045992e-06,5.4043722374865606e-06,4.36506988412376e-06
1,1,2.25,0.01,100,1,300000.0,0.0001442586763368,-0.0002124368431377,0.0002225384469682,0.000101535591968,3.02694220783259e-05,-1.1440014627194942e-05,-0.000243155441115,-0.0001590693555919,-3.662858065144256e-05,3.177825343274722e-06,0.0001899371211473,-5.808166632923525e-05,-1.226809037894038e-05,-3.698922663344629e-05,-0.0001658326030057,-7.225904168486644e-05,-2.7173344502200003e-05,3.1242749390205574e-05,0.0002522600779255,9.812679173863052e-05,-2.066533445828698e-05,2.3908870291563244e-05,0.0001439326771386,0.0002398557303941,3.2479859702825915e-05,-3.094891933764708e-05,,511.0,0.1703333333333333,100.0,0.001968517684844,0.039696412339525,0.0048186015107377,-0.0006577786686115,0.0002938834906181,4122066666666.667,2657200000000.0,2146200000000.0,50.79964522031766,8.65287290252744,209399524241164.1,134984817279428.08,109026198571845.77,1.705623797773755e-05,1.0994930266640736e-05,8.880520599979055e-06,8.207037523726093e-06,5.290486998765579e-06,4.273085652849122e-06
2,2,2.25,0.01,100,1,300000.0,0.0002547057223366,-0.0001865654550535,-6.060530242258972e-05,-9.66627187052408e-05,3.998508157693352e-05,-2.8656224790448416e-05,-0.0001176031948868,9.477774827556565e-05,4.359007230946944e-05,-3.60531551550272e-05,-0.0002166472817129,5.366088534506329e-05,1.787895156425773e-05,1.5207978879535642e-05,4.04174682853106e-05,-6.065044910410548e-05,6.056913224446148e-07,-1.7117562249460903e-05,0.0001057674504204,-2.5537463311754152e-05,2.143027360214205e-05,-3.2683310077455586e-05,1.4597073645101826e-05,-0.0001050766570532,-6.328775312920362e-06,-3.2235897567552853e-06,,482.0,0.1606666666666666,100.0,0.002554435143395,0.0416346394399329,0.004201621869427,-0.0017244147754224,1.8388515623962395e-05,3888133333333.333,2506400000000.0,2024400000000.0,39.14759795666308,6.289714071703867,152211080535233.6,98119539518580.31,79250397303468.73,1.6088271438883556e-05,1.0370951836635684e-05,8.376538021898052e-06,7.741276098700539e-06,4.990244096682992e-06,4.030581770397802e-06
3,3,2.25,0.01,100,1,300000.0,-0.0002123809561973,-9.565597570863524e-05,-0.0002197847311473,-1.8270408540604585e-06,-4.644673615628817e-06,-4.258858150002616e-05,-0.0002461410837354,-0.0002506925997787,1.8062407532172177e-05,2.352171859888412e-05,0.0002503193571155,2.022682823213081e-07,-5.297143319077621e-06,-3.620956097115959e-05,0.0002995826686541,-0.0002332214845319,2.6591737259395e-05,-1.4249635328324637e-05,-0.000262209853678,2.376114279140296e-05,-4.920510920728925e-05,-2.864178224577392e-05,-0.000158074027497,-0.0002662912582254,1.791406069734282e-05,-1.8818898274993737e-05,,490.0,0.1633333333333333,100.0,0.0028780563463897,0.0468270838076702,0.0040923012665413,0.0002768862903819,0.0002638058022245,3952666666666.6665,2548000000000.0,2058000000000.0,34.74567137138989,5.675126323993681,137338057040647.08,88531970654301.44,71506591682320.38,1.6355296690981213e-05,1.0543083817326732e-05,8.515567698610052e-06,7.869762009052415e-06,5.073069724843706e-06,4.097479393142993e-06
4,4,2.25,0.01,100,1,300000.0,-0.0002915713327972,-0.0001037268653535,-2.6652744030463327e-05,-0.000223278407868,-4.202029058010946e-06,-4.719925872435244e-05,0.0002760214612816,-0.0001182048947822,-1.4739275939423155e-05,3.7772549904609577e-06,-6.747047123030033e-05,0.0002543835548999,2.9302324863802937e-05,4.826936296423696e-05,-0.0002877296546737,-0.0002604542915877,4.2829434729437005e-05,-7.486824916786439e-06,-0.0001186839418365,0.0002116956445503,1.5708760409307786e-05,-2.2122358023022527e-05,-0.0001450236795681,-0.0002194956951966,-5.911549612359088e-06,-3.021052074172236e-05,,506.0,0.1686666666666666,100.0,0.0026932467564506,0.0448732232108414,0.004799947238891,0.0005595967696648,0.0001779311845641,4081733333333.333,2631200000000.0,2125200000000.0,37.12990640775396,6.262577547441167,151554376648076.22,97696209740082.2,78908477097758.7,1.6889347195176513e-05,1.0887347778708829e-05,8.793627052034053e-06,8.126733829756169e-06,5.238720981165133e-06,4.2312746386333775e-06
5,5,2.25,0.01,100,1,300000.0,4.865483350451299e-07,0.0002926459939503,-0.0002240311558432,0.0001811450863157,2.789561560837263e-06,4.91465274704978e-05,-0.0001419426665243,0.0002878654902298,1.924902385687173e-05,-2.7670048829011063e-05,-0.0002900711190542,0.0002765817731478,-2.1266664091115028e-05,-1.948343244014278e-05,7.333531388771725e-05,-5.406271806838547e-06,-5.7921588898573e-06,-6.508161776823816e-06,-0.0002047663130857,-0.0002222994284731,4.338617608727393e-05,1.62154797021649e-05,-3.51673580769031e-05,-0.0002692480085868,2.4894653273895133e-05,-1.4539879318273344e-05,,535.0,0.1783333333333333,100.0,0.0029409515038452,0.0369932508954945,0.0041758341540244,9.916640531953864e-05,-0.0003887403051723,4315666666666.667,2782000000000.0,2247000000000.0,34.00260081448224,6.0637971452493336,146743890915033.88,94595235465889.6,76403844030141.6,1.7857313734030507e-05,1.151132620871388e-05,9.297609630115055e-06,8.592495254781721e-06,5.53896388324772e-06,4.473778521084697e-06
6,6,2.25,0.01,100,1,300000.0,-0.0002311937883122,9.25891786389307e-05,-0.0002382300086422,-4.06049203398432e-05,-1.798579896198835e-06,4.3682872025084086e-05,-3.49840510430732e-05,2.468095467530871e-05,1.6972437198277912e-05,2.848458557373322e-05,0.0001039493808069,-7.575587501626652e-05,-1.2562044914051529e-05,2.6711996148004147e-05,-0.0002113831662678,0.0001751693483694,1.300422050844693e-05,-2.3030180796726665e-05,0.0001145136538217,0.000119867802454,-3.661925970109461e-05,-4.428165334141736e-05,0.0001604956057032,-0.000273471280804,-1.392519947026064e-05,8.134924431655913e-06,,471.0,0.157,100.0,0.0030149249550248,0.0499184646568228,0.0053485830626801,0.0007014090848499,0.0002254210270195,3799400000000.0,2449200000000.0,1978200000000.0,33.168321431461706,5.207426464739488,126019720446695.6,81235852849936.0,65613573455717.54,1.5721111717249286e-05,1.0134270363185492e-05,8.18537221641905e-06,7.564607971966711e-06,4.876358857962012e-06,3.938597539123163e-06
7,7,2.25,0.01,100,1,300000.0,0.000134435833639,-0.0002149172866344,0.0002408435990252,-0.0001237809857073,1.462419484516227e-05,4.339247274912175e-05,3.8496532900335735e-05,-0.0002155385853806,1.8919675872063106e-05,1.4463516346768533e-05,-0.0001089931746789,-0.0002643740862909,2.301663707453358e-05,-2.486855633400933e-06,4.4241395759562585e-06,-0.0002560412251686,-1.758085271503826e-06,-1.2050515335381403e-05,0.0002796322644129,3.102533141208713e-05,3.815273291772638e-05,-4.375067839070653e-05,-0.000256079558799,0.0002328881479405,-2.8785704541003767e-05,2.4082469240286232e-05,,525.0,0.175,100.0,0.0032055525138048,0.044312249274305,0.004280321052695,7.120198549102883e-05,-0.0001240437395469,4235000000000.001,2730000000000.0005,2205000000000.0005,31.19587015634473,5.459277277360329,132114510112119.95,85164725526821.12,68786893694740.16,1.7523532168908443e-05,1.129616123285007e-05,9.123822534225058e-06,8.431887866841876e-06,5.435431848046829e-06,4.390156492653208e-06
8,8,2.25,0.01,100,1,300000.0,-7.879974002404733e-05,9.134161389459044e-05,-0.0002350459702491,-0.000142536600641,-2.570563814991098e-06,3.807833602766144e-05,0.0001095593376694,-2.326113351045346e-05,-1.1877374767026787e-06,-2.340971380058896e-05,0.0002243408831976,-7.446495368518269e-06,3.781975023611055e-05,-3.2758817402069364e-05,0.0001336464059817,7.657234491513097e-05,1.8548269791839835e-05,1.3514088184560689e-05,-0.0002069338605396,-0.0001335706727684,-4.854772857493963e-05,2.2806679540949734e-05,-0.0001146083250649,-1.9668054516633207e-05,3.703284868921217e-05,3.309755617805925e-05,,532.0,0.1773333333333333,100.0,0.0031243864411862,0.0487758740484612,0.003991480025262,0.0016225240272625,0.0001585627319158,4291466666666.6665,2766400000000.0,2234400000000.0,32.00628407606049,5.675781042821393,137353901236277.7,88542184268013.73,71514841139549.55,1.7757179264493887e-05,1.1446776715954735e-05,9.245473501348055e-06,8.544313038399767e-06,5.507904272687453e-06,4.44869191255525e-06
9,9,2.25,0.01,100,1,300000.0,-0.0002170798719278,-0.0001108460831221,-0.0002196457155288,-0.000210146676931,1.2521538957741123e-05,-4.764510478319475e-05,5.142374542551497e-05,-1.0992357556228257e-06,-6.677506264293546e-06,-5.866023978978452e-06,0.0002617022435003,-0.0002654561739269,2.9050043029832598e-05,-3.9978096530179855e-05,-0.0001606532806006,-0.000122431034269,-3.207679637961733e-05,4.242170230267424e-05,9.683437738084344e-05,-4.696346964827493e-05,1.0580756574615244e-05,-3.785807124804757e-05,0.0001722849520089,0.0002400667361607,3.864912048310911e-05,1.2124811687302887e-05,,511.0,0.1703333333333333,100.0,0.002591885089032,0.0377132518901224,0.0061972038374124,-0.0004049660561035,-7.68753602542872e-05,4122066666666.667,2657200000000.0,2146200000000.0,38.5819573649943,6.57179340450403,159037400388997.53,102519977110262.88,82804596896750.78,1.705623797773755e-05,1.0994930266640736e-05,8.880520599979055e-06,8.207037523726093e-06,5.290486998765579e-06,4.273085652849122e-06
