,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
81,81,0.02,662,100000.0,0.01715,0.00243,0.81,1.24314995045508,7796290000000.0,427.0,0.0019254571751408,662.0,0.0331915623401073,0.0259444270869747,0.001804059470532,0.0154807694640272,-5.689298214138384e-05,150114225.19978476,19.94482794201182,0.0384029120678953,2994002393.258122,4.320686559416655e-09,2.455664411024949e-09
82,82,0.02,664,100000.0,0.01715,0.00243,0.81,1.24399008048548,7800190000000.0,439.0,0.0020000257741181,664.0,0.0560459063889311,0.0387083996757309,0.0016270076464753,0.0131441301559226,-1.913835207700832e-05,156005810.43018773,11.847430843426194,0.0236951670439349,1848268050.244306,4.503163929370531e-09,2.5602146697821526e-09
83,83,0.02,666,100000.0,0.01715,0.00243,0.81,1.24478593786844,7804070000000.0,448.0,0.0020641010828567,666.0,0.0503664264477947,0.0356822320886969,0.0015206108697996,0.0137791991707488,-7.02046915910513e-06,161083893.37690043,13.223094171477795,0.0272938029980643,2130027491.631043,4.664781186940194e-09,2.65204335391576e-09
84,84,0.02,668,100000.0,0.01715,0.00243,0.81,1.24561914540455,7807920000000.0,411.0,0.0019176068326174,668.0,0.0432042061365791,0.03001688139396,0.0018195070430141,0.0144778239574897,-3.756911494765741e-05,149725207.4053053,15.461457569392364,0.0296489966772917,2314969941.365599,4.349189387973373e-09,2.4729811170922983e-09
85,85,0.02,670,100000.0,0.01715,0.00243,0.81,1.24636834168605,7811760000000.0,473.0,0.0022344764169889,670.0,0.0562559081130302,0.0367615334430128,0.00222651682393,0.0143332241002306,-5.853977971099427e-05,174551934.95177382,11.909860181331092,0.0266123017048197,2078889139.6564264,5.085344772944273e-09,2.892360556821269e-09
86,86,0.02,672,100000.0,0.01715,0.00243,0.81,1.24722718437682,7815580000000.0,405.0,0.0019376929515134,672.0,0.0427973050464061,0.034491994064581,0.0012478112300682,0.0124603210373878,-5.137263874786692e-06,151441942.7798928,15.70192326996606,0.0304255060454178,2377929765.384468,4.425561500664697e-09,2.5171831243834328e-09
87,87,0.02,674,100000.0,0.01715,0.00243,0.81,1.24809630082086,7819390000000.0,421.0,0.0020400938302692,674.0,0.0556342774739277,0.0227646972878379,0.0013907886281948,0.013653767032613,8.73580309074655e-05,159522892.95468974,12.11483334740638,0.0247153967667837,1932593263.2422128,4.675583835290417e-09,2.6597246913859916e-09
88,88,0.02,676,100000.0,0.01715,0.00243,0.81,1.24884567323607,7823170000000.0,373.0,0.0018303968310855,676.0,0.048006870020913,0.0323408920944506,0.0015555629241532,0.0135195475583049,-6.92740589984573e-05,143195055.77043346,14.081317938568295,0.0257743997322631,2016375107.5344925,4.209627369560312e-09,2.394919380591476e-09
89,89,0.02,678,100000.0,0.01715,0.00243,0.81,1.24968323318255,7826940000000.0,411.0,0.0020486161718059,678.0,0.0594154505656661,0.0344643311072396,0.0016384792932828,0.0146160812578776,-3.641880905624432e-05,160343958.59754905,11.411173247784642,0.0233771140546911,1829712690.79224,4.728236908508801e-09,2.6901028769926394e-09
90,90,0.02,680,100000.0,0.01715,0.00243,0.81,1.25043238280315,7830680000000.0,420.0,0.0021265585898592,680.0,0.0203573531891834,0.0324106093487575,0.0020974825830889,0.0125309895724735,-2.060966721230994e-05,166523998.1843908,33.403163647094765,0.0710337845822038,5562428362.521717,4.924778215898901e-09,2.802533161633057e-09
91,91,0.02,682,100000.0,0.01715,0.00243,0.81,1.2512710931248,7834410000000.0,449.0,0.0023087716476262,682.0,0.0582116108769241,0.0318715833501383,0.0018686398480922,0.0141915943515787,3.822199270023784e-05,180878636.83879936,11.715875745853197,0.0270492817491384,2119151634.282678,5.365430612015342e-09,3.053240984343402e-09
92,92,0.02,684,100000.0,0.01715,0.00243,0.81,1.25210187482514,7838120000000.0,433.0,0.002260682856537,684.0,0.0313599139675488,0.0327790181560912,0.0019185988248148,0.0133981469688609,1.1470580569352911e-06,177195035.11480296,21.811284326474887,0.0493083965559173,3864851292.128669,5.272742458891429e-09,3.0000544344790232e-09
93,93,0.02,686,100000.0,0.01715,0.00243,0.81,1.2528606408531,7841820000000.0,437.0,0.0023160662427869,686.0,0.0434038657822384,0.0381517139849248,0.0020124320206625,0.014030187173739,1.2334690693151664e-06,181621745.84011889,15.805043805123978,0.0366055284228173,2870539648.9661727,5.420668609503587e-09,3.0842753031452262e-09
94,94,0.02,688,100000.0,0.01715,0.00243,0.81,1.2537017293449,7845490000000.0,437.0,0.0023513212630967,688.0,0.0339837774085935,0.0316206485756418,0.0014513353507025,0.0135743993309047,-6.903724902357931e-05,184472674.5641321,20.244953694465494,0.0476023900922065,3734640754.445056,5.521605634365541e-09,3.142165014570769e-09
95,95,0.02,690,100000.0,0.01715,0.00243,0.81,1.25445082841514,7849150000000.0,423.0,0.002311186643973,690.0,0.0547609487905447,0.0236550521317629,0.0020964312826632,0.0126550884620034,2.561221198257993e-05,181408506.4654136,12.600219960380572,0.0291214600835546,2285787084.1483326,5.446075118716391e-09,3.0993471253863504e-09
96,96,0.02,692,100000.0,0.01715,0.00243,0.81,1.25529326238378,7852780000000.0,442.0,0.0024517733676517,692.0,0.0553808730477385,0.0350027561808171,0.0012687303458124,0.0151635927599149,2.7375651021218872e-05,192532368.6602865,12.495288750747813,0.0306356161802025,2405747540.2757096,5.796565454198227e-09,3.299002663437441e-09
97,97,0.02,694,100000.0,0.01715,0.00243,0.81,1.25608149875268,7856410000000.0,453.0,0.0025500392496012,694.0,0.0644095962231858,0.0475029602775397,0.0019187498821621,0.0159108956445299,-3.487831668796177e-05,200341538.60959497,10.77479196725933,0.0274761424227992,2158638400.919039,6.049553981098792e-09,3.442864739272879e-09
98,98,0.02,696,100000.0,0.01715,0.00243,0.81,1.25688263441476,7860010000000.0,479.0,0.0027355389173163,696.0,0.0535167152204394,0.0368742179095034,0.0016159630256397,0.0136134314524222,1.9819284691098584e-05,215013632.45495936,13.005282501609503,0.0355764564138465,2796313031.7739806,6.5110664054267275e-09,3.705857545784421e-09
99,99,0.02,698,100000.0,0.01715,0.00243,0.81,1.25768349177669,7863590000000.0,434.0,0.0025140095259249,698.0,0.071722947668718,0.0304257333924851,0.001693187476426,0.0134828336470838,-3.2746081199560083e-06,197691401.67968,9.731892270016573,0.0244660698720968,1923911423.8552184,6.0041575004681e-09,3.417338669010217e-09
100,100,0.02,700,100000.0,0.01715,0.00243,0.81,1.25848494585637,7867160000000.0,486.0,0.0028577701884665,700.0,0.0484201741813876,0.0378368636162635,0.0023365547269957,0.0136710849590728,1.265545932162187e-05,224825353.15896508,14.456784012748852,0.0413141663727335,3250251571.2091413,6.848322103356176e-09,3.897865139347963e-09
101,101,0.02,702,100000.0,0.01715,0.00243,0.81,1.25928548443795,7870710000000.0,423.0,0.0025246176608407,702.0,0.0465339241486617,0.0240880066907462,0.0019412567176805,0.0139971260783597,2.7339896120476103e-05,198705334.69356132,15.085768347352854,0.0380857971970798,2997622648.570283,6.069536281318913e-09,3.454474905983459e-09
102,102,0.02,704,100000.0,0.01715,0.00243,0.81,1.2600864681475,7874250000000.0,460.0,0.0027865654227532,704.0,0.046787960876145,0.0389677971424113,0.002324532947628,0.0136402031618259,-5.3463835504549375e-05,219421127.8011484,15.046605725425763,0.0419283512442726,3301543197.8521366,6.722146087577372e-09,3.825121407166554e-09
103,103,0.02,706,100000.0,0.01715,0.00243,0.81,1.26088685337121,7877760000000.0,471.0,0.0028985791510492,706.0,0.0632215399955384,0.0394729679317471,0.0014983068201597,0.0146546235096844,3.437064135408317e-06,228343108.92969647,11.167080081406151,0.0323686655020611,2549925783.4551687,7.016643248198628e-09,3.991648121092734e-09
104,104,0.02,708,100000.0,0.01715,0.00243,0.81,1.26168753417693,7881260000000.0,489.0,0.0030564655537289,708.0,0.0581844091796028,0.0352120059676705,0.0015600448497689,0.012875588210233,-2.379487626113804e-05,240887997.0998217,12.168208115932822,0.0371917089569542,2931175281.340853,7.423644658615524e-09,4.222604154867766e-09
105,105,0.02,710,100000.0,0.01715,0.00243,0.81,1.26248794694978,7884750000000.0,459.0,0.0029136201510187,710.0,0.0640647268915017,0.0374616642275162,0.001935821762469,0.0139371718943208,2.4711564709320068e-05,229731664.8574544,11.082541586455774,0.0322903164908013,2546010729.5084586,7.099568931118453e-09,4.0382227388534304e-09
106,106,0.02,712,100000.0,0.01715,0.00243,0.81,1.2634870605769,7888210000000.0,450.0,0.0029009501778073,712.0,0.0437819541575663,0.0229922551490727,0.0014493988228307,0.0134169272906972,4.390265523349162e-05,228833042.02081463,16.26240796465118,0.0471764352766299,3721376285.134655,7.091979719308184e-09,4.032767887815268e-09
107,107,0.02,714,100000.0,0.01715,0.00243,0.81,1.2642888534796,7891660000000.0,472.0,0.0030894078342619,714.0,0.0816036010597827,0.0390954447448921,0.0017033890923354,0.0136153346359433,-2.366083312586785e-05,243805562.29331744,8.749613873987307,0.0270311256490635,2133204530.396887,7.576952993256596e-09,4.307705993817354e-09
108,108,0.02,716,100000.0,0.01715,0.00243,0.81,1.26509115522965,7895090000000.0,495.0,0.0032921622701143,716.0,0.042270892578017,0.0446961651637661,0.0020857903604079,0.0143028075312238,-5.214958111999284e-05,259919174.1715742,16.938369557219968,0.0557638611735337,4402607027.125547,8.10095245692658e-09,4.604278672612536e-09
109,109,0.02,718,100000.0,0.01715,0.00243,0.81,1.26589288992069,7898510000000.0,485.0,0.0032786113652921,718.0,0.0485345095158891,0.0361800425579243,0.0019287439207919,0.0135233334329092,1.5190742051361752e-05,258961446.54873705,14.793597528062849,0.0485024569890647,3830971415.526976,8.093349849845617e-09,4.599198280331735e-09
110,110,0.02,720,100000.0,0.01715,0.00243,0.81,1.266694990595,7901900000000.0,440.0,0.0030224541592371,720.0,0.0524443323661216,0.0247113492711585,0.001760365836698,0.0132029631736582,-4.609057165571114e-05,238831305.2087574,13.728842899049091,0.0414947983217438,3278877468.585876,7.485563101607547e-09,4.25270175354225e-09
111,111,0.02,722,100000.0,0.01715,0.00243,0.81,1.26742532522346,7905290000000.0,465.0,0.0032568854764944,722.0,0.0579736015131402,0.026497583819308,0.0013096662142221,0.0125628376845838,-5.2168402896656094e-05,257466241.8847713,12.453944229018656,0.0405610700845632,3206470217.2879686,8.092639345474287e-09,4.59598153020681e-09
112,112,0.02,724,100000.0,0.01715,0.00243,0.81,1.26822702873633,7908650000000.0,488.0,0.0034853298655885,724.0,0.0351978473893268,0.0316339778681978,0.0016115881092943,0.0130933332710767,-3.346612942766864e-05,275642540.4148693,20.56943971578048,0.071691282559833,5669812618.168239,8.689552535935664e-09,4.9327743076994396e-09
113,113,0.02,726,100000.0,0.01715,0.00243,0.81,1.26902888811467,7912000000000.0,495.0,0.0036043240248978,726.0,0.0608484276338003,0.0291517274209222,0.0014713574245499,0.0142366543193589,-2.292958837448881e-05,285174116.8499156,11.931286119162069,0.0430042212072257,3402493981.9156995,9.013540273759541e-09,5.116168683297917e-09
114,114,0.02,728,100000.0,0.01715,0.00243,0.81,1.26983031425198,7915330000000.0,495.0,0.0036776176054957,728.0,0.0487296761202742,0.0304033946574391,0.0022833189477568,0.013020358894212,3.10490218108918e-05,291095569.6130834,14.939561638028447,0.0549419948984017,4348840204.791661,9.22774443459404e-09,5.235556310390721e-09
115,115,0.02,730,100000.0,0.01715,0.00243,0.81,1.27055805381929,7918650000000.0,482.0,0.0036524024074689,730.0,0.0503956932244591,0.0395046565624257,0.002003421243841,0.0119980820934389,4.439837874004215e-05,289220963.2390371,14.48536478600716,0.0529063812174779,4189471156.277818,9.193845277338432e-09,5.214975256610423e-09
116,116,0.02,732,100000.0,0.01715,0.00243,0.81,1.27135901229813,7921950000000.0,496.0,0.0038301187524694,732.0,0.0478806618880298,0.0275649066852304,0.001658883882842,0.0129350911011598,-4.684483342504482e-05,303420092.51125,15.288009211564376,0.0585548907691377,4638689169.2857065,9.671280970262926e-09,5.484299791510093e-09
117,117,0.02,734,100000.0,0.01715,0.00243,0.81,1.272159837589,7925230000000.0,489.0,0.00384382314783,734.0,0.0645100992639982,0.0311112694193733,0.0021903699605108,0.0134118090418172,-1.8825653663469466e-05,304631825.2587706,11.378063409826916,0.0437352635121706,3466120224.4456043,9.737150301339883e-09,5.519618422560933e-09
118,118,0.02,736,100000.0,0.01715,0.00243,0.81,1.27296098866863,7928500000000.0,509.0,0.0040715645275873,736.0,0.0624420137552306,0.0341434579360223,0.0019250032043519,0.0140154405723171,3.1447404335079326e-05,322813993.5697605,11.786935682200786,0.0479912692126019,3804987779.521145,1.0346053726740949e-08,5.863347666001296e-09
119,119,0.02,738,100000.0,0.01715,0.00243,0.81,1.27368491854199,7931750000000.0,506.0,0.0041236055532341,738.0,0.0652242549303991,0.0339133195198271,0.0020679360643933,0.0141642106892003,-2.5783521422428905e-06,327074083.4686513,11.314809203838664,0.0466578100667342,3700780849.968192,1.0511459857623213e-08,5.955270995744336e-09
120,120,0.02,740,100000.0,0.01715,0.00243,0.81,1.27448555561608,7934990000000.0,475.0,0.0039455969852576,740.0,0.0420761198427044,0.0313396665296285,0.0015468068869023,0.0134742030320123,7.143341601654324e-06,313082726.2204991,17.587173027512623,0.0693918968765591,5506240077.965281,1.0088704207024122e-08,5.714512783446147e-09
121,121,0.02,742,100000.0,0.01715,0.00243,0.81,1.27528577565715,7938210000000.0,536.0,0.0045365013108128,742.0,0.0334689939256804,0.0316540207664664,0.001867216064125,0.0127341796026748,4.443408243512289e-05,360117000.7050801,22.169773063619623,0.1005732045635347,7983712181.982974,1.1636544885330854e-08,6.588538582663505e-09
122,122,0.02,744,100000.0,0.01715,0.00243,0.81,1.276086046278,7941420000000.0,500.0,0.0043059348096955,744.0,0.0769972296527612,0.0345061045955409,0.0019706060187604,0.0133069199611665,-6.890707585137562e-05,341952368.16412616,9.662685311604834,0.0416068930383733,3304178125.1279902,1.1080185346847731e-08,6.271030007282856e-09
123,123,0.02,746,100000.0,0.01715,0.00243,0.81,1.27688630008345,7944600000000.0,527.0,0.0046159388123273,746.0,0.0520336782783488,0.0360020158570584,0.0020915218382328,0.0131755973376633,-2.3050600447397628e-05,366717874.88415486,14.336868441422682,0.0661781074859934,5257585927.332232,1.1916789192818836e-08,6.7411745815538475e-09
124,124,0.02,748,100000.0,0.01715,0.00243,0.81,1.27768646892401,7947780000000.0,552.0,0.0049146907087853,748.0,0.0372832764853683,0.0384628773473421,0.0016707446622609,0.0123324447864417,-7.865467922636048e-05,390608805.2146976,20.062614408193163,0.0986015446258893,7836633843.467507,1.2724833277259144e-08,7.197442537192352e-09
125,125,0.02,750,100000.0,0.01715,0.00243,0.81,1.27848648389625,7950940000000.0,529.0,0.0047772059104745,750.0,0.0474648817946672,0.022463160160937,0.0021959076766465,0.0131528092594066,4.652461245561258e-05,379832775.6182819,15.80115596293898,0.0754853756584816,6001796927.380478,1.2409150465341512e-08,7.0155828474433e-09
126,126,0.02,752,100000.0,0.01715,0.00243,0.81,1.2792868307211,7954080000000.0,509.0,0.0046613429959801,752.0,0.0634018191137784,0.0284503080636761,0.0021427758552954,0.0144785446629632,6.156989854897417e-06,370766950.97465485,11.860858418754365,0.0552875293165723,4397614311.863622,1.2146164328758484e-08,6.863873461223338e-09
127,127,0.02,754,100000.0,0.01715,0.00243,0.81,1.28016843760962,7957210000000.0,526.0,0.0048877645440672,754.0,0.0538395415449031,0.0312585577562916,0.0019478588529757,0.0130080774696922,-1.6671195025271042e-05,388929689.0769774,14.004576903225502,0.0684510744422493,5446795740.626113,1.2774583983408865e-08,7.216698731616402e-09
128,128,0.02,756,100000.0,0.01715,0.00243,0.81,1.28096914587123,7960320000000.0,542.0,0.0051159478600462,756.0,0.0623344325294965,0.0390213169477276,0.0018812048196827,0.0141069287430125,-2.2276436132323176e-05,407245820.6928367,12.128128376596068,0.0620468724146133,4939129594.194947,1.3412160071684929e-08,7.574006017845951e-09
129,129,0.02,758,100000.0,0.01715,0.00243,0.81,1.2817699952141,7963420000000.0,567.0,0.0054350966363712,758.0,0.0579007215046658,0.0303424360898153,0.0019271768187224,0.0123354437267765,-4.1582684097729e-05,432819572.5601154,13.091373998490116,0.0711528827846716,5666202898.251101,1.4291585800133838e-08,8.068257438848906e-09
130,130,0.02,760,100000.0,0.01715,0.00243,0.81,1.28257035434233,7966500000000.0,540.0,0.0052594813377736,760.0,0.0510515779071738,0.0379577312365466,0.0017374047430226,0.0141378809064025,3.7511531572284814e-05,418996580.77373993,14.886905187962927,0.0782974000132971,6237562372.059317,1.3872679084115505e-08,7.828697375846681e-09
131,131,0.02,762,100000.0,0.01715,0.00243,0.81,1.28337129179016,7969570000000.0,577.0,0.0057113563414898,762.0,0.0489430669717876,0.0312580908399253,0.0018140688878821,0.0120503263348986,-1.188748575066311e-05,455170541.5844758,15.569110134418866,0.0889207358975677,7086600291.871786,1.5110587800912274e-08,8.523649256557022e-09
132,132,0.02,764,100000.0,0.01715,0.00243,0.81,1.28418710389317,7972620000000.0,555.0,0.0055816066014734,764.0,0.0605851611041998,0.038982166601896,0.0016525574538074,0.0129605710047335,2.7436489089607643e-05,445000284.23039,12.610348575057898,0.070386004853424,5611608700.145059,1.4811188720104145e-08,8.351919330465343e-09
133,133,0.02,766,100000.0,0.01715,0.00243,0.81,1.28505838495462,7975650000000.0,558.0,0.0056983400712395,766.0,0.0346045814508215,0.0326442103818907,0.0020195611903278,0.0146475747079765,3.7047700108638414e-06,454479659.89182,22.13579728131097,0.1261373006569305,10060269619.844482,1.5167410201882267e-08,8.549037553338788e-09
134,134,0.02,768,100000.0,0.01715,0.00243,0.81,1.28585885107582,7978680000000.0,566.0,0.005867542714,768.0,0.0458815221671784,0.0389396517532663,0.0018803922172598,0.0144395198596854,2.2203012943583804e-05,468152457.01338017,16.738764620790903,0.0982154163920836,7836293784.591902,1.5666811465383234e-08,8.826104261419864e-09
135,135,0.02,770,100000.0,0.01715,0.00243,0.81,1.28689382385114,7981680000000.0,533.0,0.0056068806622632,770.0,0.0615208537526541,0.03399658671103,0.0021387745928381,0.0137968361379093,2.582448537074741e-05,447523272.443735,12.516081182744973,0.0701761735508499,5601237609.073483,1.5013244638599118e-08,8.456264442335716e-09
136,136,0.02,772,100000.0,0.01715,0.00243,0.81,1.28769614424958,7984680000000.0,567.0,0.0060432804854778,772.0,0.0552056884582725,0.033664837573772,0.0017214523541019,0.0147060110099805,7.122161475639279e-05,482536608.2678498,13.984066163462831,0.0845096341532855,6747823856.310559,1.623288178109642e-08,9.138476682608702e-09
