,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
0,0,2.25,0.02,100,1,100000.0,68.59,11.21,8.75,,1211.3,1.2113,100.0,0.0058700610948235,0.0542749108415387,0.0068968547117149,0.0002107475878647,-3.717915260085247e-05,16701041010000.0,9371767535000.0,6435927612000.0,4665007012000.0,17.1936683287542,20.82696228721004,287155907927365.9,161137165868029.72,110658649102895.86,80209630238994.78,6.910536703494548e-05,3.877838722056771e-05,2.6630504024946417e-05,1.9302810021951697e-05,3.325178395651655e-05,1.8659195506311476e-05,1.281393623223032e-05,9.28803211882292e-06
1,1,2.25,0.02,105,1,100000.0,68.59,11.21,8.75,,1243.2,1.2432,105.0,0.0059357965622936,0.0519692727818064,0.0070551196662733,0.0006837433153047,-1.214836369644525e-05,17140868640000.0,9618576240000.0,6605419968000.0,4787861568000.0,17.904999109503258,22.261304832987484,306932192645781.6,172234602427582.56,118279655290822.44,85733627624994.75,7.494156939887678e-05,4.205336461923596e-05,2.8879548016920013e-05,2.093300330959697e-05,3.803035094200221e-05,2.134068218199729e-05,1.465540893978574e-05,1.0622802117965763e-05
2,2,2.25,0.02,110,1,100000.0,68.59,11.21,8.75,,1289.6,1.2896,110.0,0.0064378164287233,0.0571365531000633,0.0070676554915532,0.0005646797881973,-4.690085640677515e-06,17780617920000.0,9977570720000.0,6851954304000.0,4966559104000.0,17.240010510825975,22.218261799275247,306338728209867.4,171901580627902.66,118050957322381.23,85567858571840.81,8.053483013370876e-05,4.519201563734327e-05,3.103497181253049e-05,2.249533709060572e-05,4.454386195389946e-05,2.499573045136045e-05,1.7165461178292013e-05,1.2442184186726992e-05
3,3,2.25,0.02,115,1,100000.0,68.59,11.21,8.75,,1335.5,1.3355,115.0,0.0070360943290281,0.0575166110723334,0.0073392669692019,0.0004165567725625,-5.7216387712754455e-06,18413473350000.0,10332696725000.0,7095832020000.0,5143331020000.0,16.489839503403424,22.03116930473471,303759153022890.75,170454055352267.22,117056889996688.66,84847320473166.48,8.652386631936341e-05,4.85527555371526e-05,3.334291197826284e-05,2.416822058238758e-05,5.024853007793739e-05,2.8196897581648695e-05,1.936381702178754e-05,1.4035636761559623e-05
4,4,2.25,0.02,120,1,100000.0,68.59,11.21,8.75,,1320.8,1.3207999999999998,120.0,0.0073886839574213,0.052613342129354,0.0070938145472015,0.0002628363929043,2.5408382628375844e-05,18210794160000.0,10218963560000.0,7017727392000.0,5086717792000.0,16.391798167104156,21.66768026665626,298747475212576.44,167641758839106.12,115125585500008.69,83447436950157.23,8.848320259022931e-05,4.965223454821868e-05,3.4097963498662584e-05,2.471551086429171e-05,5.456826476889654e-05,3.062091110944641e-05,2.102847371937973e-05,1.5242243739605965e-05
5,5,2.25,0.02,125,1,100000.0,68.59,11.21,8.75,,1339.0,1.339,125.0,0.0071255905434767,0.0535985954240558,0.0071195883687325,0.0006338221936286,-4.163457629317004e-05,18461730300000.0,10359776050000.0,7114428360000.0,5156810360000.0,17.689274879767233,23.67260076882309,326390717620302.1,183153728518345.84,125778209308941.62,91168866984922.23,9.339939066510864e-05,5.2410947119999136e-05,3.599246998828534e-05,2.6088721781377093e-05,5.814791461939677e-05,3.262962698742661e-05,2.2407930682591277e-05,1.6242127018923074e-05
6,6,2.25,0.02,130,1,100000.0,68.59,11.21,8.75,,1284.7,1.2847,130.0,0.0072033911819829,0.053168582788028,0.0070451016736421,0.0003737346212679,6.42402620838229e-06,17713058190000.0,9939659665000.0,6825919428000.0,4947688028000.0,18.330464925638356,23.510421481830367,324154638265032.6,181898955483847.5,124916511834120.4,90544275627684.4,9.306714296533705e-05,5.222450675353137e-05,3.5864434727267586e-05,2.599591691680444e-05,5.879521550651083e-05,3.299285904197938e-05,2.265737511244179e-05,1.642293390248517e-05
7,7,2.25,0.02,135,1,100000.0,68.59,11.21,8.75,,1239.4,1.2393999999999998,135.0,0.0082215710583198,0.0501422662123066,0.007181588398192,7.68227657636547e-06,-3.912463501460657e-05,17088475380000.0,9589175830000.0,6585229656000.0,4773226856000.0,16.517035472050683,20.46523941972016,282168581547275.7,158338534128403.94,108736728694433.95,78816548662803.08,9.334966058987945e-05,5.238304115268447e-05,3.5973305963472585e-05,2.6074830961666363e-05,5.934332911398999e-05,3.330043228301202e-05,2.2868596646403404e-05,1.657603536608447e-05
8,8,2.25,0.02,140,1,100000.0,68.59,11.21,8.75,,1176.9,1.1769,140.0,0.008435401258589,0.0554334362475399,0.0072634149614206,0.0005611882791455,2.4676880267177783e-05,16226744130000.0,9105616455000.0,6253152156000.0,4532524356000.0,16.80433230347721,19.72110059296096,271908618645567.84,152581169232709.28,104782940514543.9,75950691447634.95,9.244578841616155e-05,5.187583445291246e-05,3.562498900065176e-05,2.5822357476581164e-05,5.908110674599129e-05,3.315328654078616e-05,2.276754640781789e-05,1.6502790280063495e-05
9,9,2.25,0.02,145,1,100000.0,68.59,11.21,8.75,,1096.9,1.0969,145.0,0.0088810404161989,0.0536814890455797,0.0071442135746219,0.0006913122572546,-3.5220700695440016e-05,15123728130000.0,8486660455000.0,5828092956000.0,4224425156000.0,16.554161085760658,18.18008771581332,250661595399319.3,140658429652861.92,96595169255167.98,70015881014648.9,8.927762280953155e-05,5.009802242551008e-05,3.440410196164084e-05,2.493741175605651e-05,5.738640569624575e-05,3.220230724135052e-05,2.2114474945170027e-05,1.60294190527506e-05
10,10,2.25,0.02,150,1,100000.0,68.59,11.21,8.75,,984.2,0.9842,150.0,0.0088887589234075,0.0499916358092032,0.0072638650165171,0.0001553448621141,-2.502661587222849e-05,13548660512307.691,7614706190000.0,5229290808000.0,3790390408000.0,17.082310238595564,16.84361742453408,231872032396060.5,130318225832749.0,89494181844731.47,64868813170062.64,8.26823328093297e-05,4.646966177024722e-05,3.191237706126424e-05,2.313131404442925e-05,5.367251581537876e-05,3.01653759824428e-05,2.071564147176269e-05,1.5015490936172907e-05
11,11,2.25,0.02,155,1,100000.0,68.59,11.21,8.75,,924.5,0.9245,155.0,0.0095069848208566,0.0525932865658596,0.0068554896201244,0.0011185583029799,2.540012377514316e-05,12669648462500.0,7152810275000.0,4912090380000.0,3560471380000.0,16.434086577674634,15.170255628633672,207898113467875.12,117371509285957.28,80603209016281.55,58424295287219.14,8.019108153976487e-05,4.52728892753991e-05,3.109051062933346e-05,2.2535593753738623e-05,5.158567638352797e-05,2.912334601635153e-05,2.000004226315532e-05,1.449679720199997e-05
12,12,2.25,0.02,160,1,100000.0,68.59,11.21,8.75,,804.6,0.8046,160.0,0.0098832017281523,0.0514738295679306,0.006902291672571,8.787440927695376e-05,-3.339379232788368e-05,10987242119999.998,6225149970000.0,4275032904000.0,3098707704000.0,16.335920704700502,13.137045857837409,179393367613227.28,101640666949795.12,69800277533696.016,50593916489537.73,7.176044111621393e-05,4.0658019818151226e-05,2.7921314887467777e-05,2.023843920982515e-05,4.6014851241330784e-05,2.6071087420846317e-05,1.7903947230877476e-05,1.297746718263142e-05
13,13,2.25,0.02,165,1,100000.0,68.59,11.21,8.75,,709.7,0.7097,165.0,0.009872679246348,0.0540404681643158,0.0067317085374992,8.852162309898249e-05,9.728145206518502e-06,9650031106153.846,5490913415000.0,3770806428000.0,2733225028000.0,16.87492836785126,11.936556951917137,162305404940647.16,92352544309135.28,63421791859204.2,45970545595501.35,6.484330191584697e-05,3.689614597569183e-05,2.533790171112452e-05,1.836588232151215e-05,4.140098377924915e-05,2.355735590144453e-05,1.617767798289909e-05,1.1726201066554547e-05
14,14,2.25,0.02,170,1,100000.0,68.59,11.21,8.75,,651.0,0.651,170.0,0.0108085074077222,0.0480848871484481,0.0070022691614424,0.000395407783636,1.2327876294100575e-06,8812693088888.889,5036754450000.0,3458919240000.0,2507157240000.0,15.994802397806016,10.383276237065123,140560102510611.44,80334889082361.02,55168838633823.91,39988488775234.69,6.111687917095118e-05,3.493037940042596e-05,2.3987939568630945e-05,1.7387378018740775e-05,3.875448811726088e-05,2.214951076966376e-05,1.5210860429731132e-05,1.102541464744633e-05
15,15,2.25,0.02,175,1,100000.0,68.59,11.21,8.75,,604.3,0.6043000000000001,175.0,0.0107229670617755,0.0527329490597669,0.00677711313095,0.0007243962205172,1.9189748804153746e-05,8142927392500.0,4675438885000.0,3210790932000.0,2327304332000.0,16.640897610347874,10.078447676440687,135806830478846.4,77976445750237.8,53549211332371.73,38814520829415.445,5.848453138802568e-05,3.358016583500788e-05,2.3060699671213758e-05,1.6715279001469018e-05,3.656020901194963e-05,2.099183925127904e-05,1.4415846035384204e-05,1.0449157742792167e-05
16,16,2.25,0.02,180,1,100000.0,68.59,11.21,8.75,,558.2,0.5582,180.0,0.010630087580128,0.0527388041130597,0.0072763446128481,0.000823384808332,-1.678715894250781e-06,7480164874482.758,4318765490000.0,2965850568000.0,2149762168000.0,17.500422633902673,9.79689023310154,131283328915817.56,75798049888994.98,52053229062124.45,37730175541329.984,5.5539827855235005e-05,3.206660493273096e-05,2.2021283321306643e-05,1.5961870191888377e-05,3.430402822445143e-05,1.9805853981793583e-05,1.3601387576528857e-05,9.85880703492238e-06
17,17,2.25,0.02,185,1,100000.0,68.59,11.21,8.75,,510.2,0.5102,185.0,0.0105265278555918,0.0435394222573983,0.0065440508143686,0.0001479934170192,1.8544311305729317e-05,6762694197333.336,3947391890000.0,2710815048000.0,1964902648000.0,17.83337666359755,9.099170783267706,120609387409936.31,70399829391603.08,48346078172489.3,35043090487351.914,5.169363462408051e-05,3.017363023159935e-05,2.0721309959576178e-05,1.5019599673404208e-05,3.1590229602795903e-05,1.843925105862184e-05,1.2662892521563654e-05,9.17854984806762e-06
18,18,2.25,0.02,190,1,100000.0,68.59,11.21,8.75,,473.0,0.473,190.0,0.0104655154676549,0.0500019496498041,0.0066346514666775,0.0004685257656554,8.591189012325837e-05,6277019531200.0,3659577350000.0,2513162520000.0,1821636520000.0,19.213252401391856,9.109414432036488,120887890713928.48,70479083989944.7,48400505136873.54,35082541237236.2,4.935247616934357e-05,2.877308299871051e-05,1.9759504134325365e-05,1.4322445946781854e-05,2.9876911179651204e-05,1.7418596022770545e-05,1.1961972241261138e-05,8.670495963749905e-06
19,19,2.25,0.02,195,1,100000.0,68.59,11.21,8.75,,470.3,0.4702999999999999,195.0,0.0117041180304482,0.0516267416882776,0.0072672252370441,0.0001036236175616,3.610742958355352e-05,6210943465625.0,3638687585000.0,2498816772000.0,1811238172000.0,17.03232485911012,7.999395681650901,105642769164147.38,61890924419148.94,42502709111574.84,30807592625001.227,5.024610713176275e-05,2.9436733280026262e-05,2.0215256494195616e-05,1.4652792725475586e-05,3.0085293944014004e-05,1.7625500243406823e-05,1.2104060762093444e-05,8.773487169675144e-06
20,20,2.25,0.02,200,1,100000.0,68.59,11.21,8.75,,446.5,0.4465,200.0,0.0121468014869179,0.0450217807330887,0.0067813096405733,0.0002777985365257,4.363338577971654e-05,5863176142857.143,3454548175000.0,2372361660000.0,1719578660000.0,16.76092311782752,7.509529702720435,98610739971035.95,58100855833462.88,39899933597682.33,28921001172305.05,4.873158217916783e-05,2.8712355586825585e-05,1.9717800450842407e-05,1.429221751855785e-05,2.8912122917739487e-05,1.703484920584044e-05,1.1698439591110145e-05,8.479477398135043e-06
21,21,2.25,0.02,205,1,100000.0,68.59,11.21,8.75,,434.5,0.4345,205.0,0.0118736467106088,0.0514852906033003,0.0062998773881758,0.0003611443330909,2.0580186345764598e-07,5674536381751.825,3361704775000.0,2308602780000.0,1673363780000.0,19.04410290871472,8.342627603119709,108954071008768.28,64546492633957.02,44326382685999.766,32129461130238.75,4.840244323370759e-05,2.8674540719076065e-05,1.969183163006401e-05,1.4273394321914251e-05,2.8445431098794293e-05,1.6851621898004145e-05,1.1572610852254642e-05,8.388271905398054e-06
22,22,2.25,0.02,210,1,100000.0,68.59,11.21,8.75,,419.0,0.4189999999999999,210.0,0.012849251363525,0.0484938974517571,0.0071189194583855,0.0006505008832986,-3.695924275623319e-05,5438008438297.872,3241782050000.0,2226247560000.0,1613669560000.0,16.535511706587737,6.950153805125696,90202852123488.3,53772992482567.27,36927835203546.05,26766710340452.285,4.761322760552311e-05,2.838386669412052e-05,1.9492215391577928e-05,1.4128704821288064e-05,2.771891916923843e-05,1.6524191830118667e-05,1.1347752925824737e-05,8.225286261876608e-06
23,23,2.25,0.02,215,1,100000.0,68.59,11.21,8.75,,413.1,0.4130999999999999,215.0,0.0128234474185034,0.0419627612845531,0.0064100218588154,4.793044064918001e-05,-7.444473134777125e-05,5329177461931.033,3196134045000.0,2194899444000.0,1590947244000.0,17.25836558358376,7.135768454959605,92054651231491.56,55209083747599.7,37914050385629.58,27481556904478.625,4.784473299402512e-05,2.8694518260746445e-05,1.970555092171055e-05,1.4283338590338198e-05,2.768123469015364e-05,1.6601612018522798e-05,1.1400920135362912e-05,8.26382389316407e-06
24,24,2.25,0.02,220,1,100000.0,68.59,11.21,8.75,,397.2,0.3972,220.0,0.0118876045657912,0.0477961703595103,0.0066246615240357,-7.510846041250998e-05,9.626693671172212e-05,5092243814400.0,3073116540000.0,2110418928000.0,1529712528000.0,19.620989251837116,7.794460807635974,99927731204097.5,60305353545639.17,41413840941563.766,30018339240799.977,4.686692541882661e-05,2.8283705363096928e-05,1.942343102688025e-05,1.4078847277360388e-05,2.6963775459479493e-05,1.6272359958698474e-05,1.1174810981970294e-05,8.099931312382515e-06
25,25,2.25,0.02,225,1,100000.0,68.59,11.21,8.75,,397.5,0.3975000000000001,225.0,0.0139684307663287,0.0486732791868553,0.0063742660891019,-0.0002453278423715,3.837805956371071e-05,5060326725490.196,3075437625000.0,2112012900000.0,1530867900000.0,16.415137726696663,6.527427582592756,83096644641247.77,50502380835141.016,34681789328935.125,25138690203184.523,4.769915018515021e-05,2.89893852942324e-05,1.9908046648967275e-05,1.4430115254791565e-05,2.7306106651468668e-05,1.6595416134924465e-05,1.1396665200722e-05,8.260739753451489e-06
26,26,2.25,0.02,230,1,100000.0,68.59,11.21,8.75,,405.6,0.4056,230.0,0.0140694391739969,0.0491197453986423,0.0062311296095933,0.0003062140070574,-6.123497649677658e-05,5129191672405.063,3138106920000.0,2155050144000.0,1562062944000.0,16.755677420105236,6.817904034897292,86218778597268.42,52749782622798.61,36225160434377.695,26257384735357.85,4.9477497589764464e-05,3.02709837119266e-05,2.0788166072878443e-05,1.5068059546813691e-05,2.821616921590181e-05,1.7263023401656932e-05,1.1855134963857807e-05,8.593056210185829e-06
27,27,2.25,0.02,235,1,100000.0,68.59,11.21,8.75,,404.6,0.4046,235.0,0.0135790451576383,0.0531692231404749,0.0068737940795107,0.0009603101922231,-8.465052495062555e-06,5084920641111.111,3130369970000.0,2149736904000.0,1558211704000.0,18.830732559051853,7.557241691834877,94977692211262.05,58470001107641.85,40153438846724.734,29104751493262.145,5.021248866893996e-05,3.091172463487426e-05,2.1228185757824376e-05,1.538700267971399e-05,2.8481046736032928e-05,1.7533452281599894e-05,1.204084813792099e-05,8.72766823683606e-06
28,28,2.25,0.02,240,1,100000.0,68.59,11.21,8.75,,412.2,0.4122,240.0,0.0151179911498217,0.0500406704545344,0.0066224574840251,0.0004223786666874,-6.587383007730526e-05,5144039470843.373,3189170790000.0,2190117528000.0,1587481128000.0,16.07108150109681,6.635698214852779,82810027981095.6,51340065303405.2,35257057183084.375,25555666392969.613,5.194034213503322e-05,3.220166231199157e-05,2.2114032049136435e-05,1.602909802472996e-05,2.93455461221469e-05,1.819347597152181e-05,1.2494109987905896e-05,9.056209798507634e-06
29,29,2.25,0.02,245,1,100000.0,68.59,11.21,8.75,,424.3,0.4242999999999999,245.0,0.0158525974812703,0.0435311441389949,0.0069899476093322,0.0008150253699416,-7.703310269751871e-05,5256680653882.354,3282787885000.0,2254407732000.0,1634081132000.0,15.72564835051397,6.68475869042162,82817915823264.84,51719643749857.56,35517727264295.766,25744610058899.363,5.423300918069991e-05,3.386841948901846e-05,2.325865375449401e-05,1.6858763708294288e-05,3.0509591945734975e-05,1.905318687026977e-05,1.3084504178854995e-05,9.48415013697358e-06
30,30,2.25,0.02,250,1,100000.0,68.59,11.21,8.75,,422.3,0.4223,250.0,0.0167986990844922,0.0496247767597063,0.0069774369059346,0.0001307852242754,-5.20568592469534e-07,5192913884482.759,3267313985000.0,2243781252000.0,1626378652000.0,15.297773722464388,6.476373530057041,79638290374922.61,50107378183374.81,34410526894840.26,24942068793896.88,5.476001917676324e-05,3.4454292995256914e-05,2.366099402401707e-05,1.7150395356704287e-05,3.067285224148116e-05,1.9298960336680448e-05,1.3253285599527463e-05,9.606489379799174e-06
31,31,2.25,0.02,255,1,100000.0,68.59,11.21,8.75,,429.6,0.4296,255.0,0.0152302705213429,0.0475755272969026,0.0058168884213263,-3.992517938626002e-05,5.749744032644689e-06,5238883167457.627,3323793720000.0,2282567904000.0,1654492704000.0,17.425481647701936,7.441240224149541,90744385836372.56,57572503552233.81,39537095208560.32,28658002000853.68,5.642672079325212e-05,3.5799763846198e-05,2.4584976929949545e-05,1.7820133581712636e-05,3.145843429374645e-05,1.995870932875367e-05,1.3706358804684942e-05,9.934894204469372e-06
32,32,2.25,0.02,260,1,100000.0,68.59,11.21,8.75,,432.0,0.432,260.0,0.0168847873613855,0.0425978192872891,0.0065584748517492,3.082025672101203e-05,6.975359000814737e-05,5226918013186.814,3342362400000.0,2295319680000.0,1663735680000.0,15.60961995187289,6.736777184643356,81510606521384.97,52122108238726.42,35794114008534.46,25944945764585.883,5.743656416730146e-05,3.6727917287711706e-05,2.5222373060412877e-05,1.828214272744775e-05,3.191679650470983e-05,2.040925461173497e-05,1.4015764348128746e-05,1.0159163201377568e-05
33,33,2.25,0.02,265,1,100000.0,68.59,11.21,8.75,,433.0,0.4329999999999999,265.0,0.0169044930734116,0.0497590837090592,0.0068881529517244,0.0009555216171539,-2.6553062874337154e-06,5199056980000.0,3350099350000.0,2300632920000.0,1667586920000.0,16.202988246264365,7.078269749252908,84989209575464.61,54764219136482.29,37608545962520.52,27260115589112.77,5.831736797150966e-05,3.757777175488186e-05,2.580599848763511e-05,1.8705176806528566e-05,3.2251214168295023e-05,2.0781609441394492e-05,1.4271473713594492e-05,1.034451115039856e-05
34,34,2.25,0.02,270,1,100000.0,68.59,11.21,8.75,,440.3,0.4402999999999999,270.0,0.0170886214032577,0.0487879804363122,0.0066575287762305,0.0002517995397224,-4.03281349800756e-05,5242371146666.666,3406579085000.0,2339419572000.0,1695700972000.0,15.985868724617664,7.043897570667546,83867193696440.98,54498283309376.27,37425918328373.63,27127740080057.68,5.998528314054359e-05,3.897942462244595e-05,2.6768563591720864e-05,1.940288088755243e-05,3.3045083279228626e-05,2.147323919113986e-05,1.4746440574119248e-05,1.0688785335627794e-05
35,35,2.25,0.02,275,1,100000.0,68.59,11.21,8.75,,433.0,0.433,275.0,0.0174734443388046,0.0487652060048413,0.0063992345849779,0.0005869722992014,-1.4282543112416251e-05,5110967281443.3,3350099350000.0,2300632920000.0,1667586920000.0,15.843293121358002,6.85076436131686,80863816405469.47,53004021325290.48,36399755235123.2,26383937738877.945,5.964577074816247e-05,3.909617237018207e-05,2.684873844139437e-05,1.9460994691569675e-05,3.2734807176233644e-05,2.145677133204169e-05,1.4735131506893185e-05,1.0680588090243862e-05
36,36,2.25,0.02,280,1,100000.0,68.59,11.21,8.75,,450.6,0.4505999999999999,280.0,0.0180617567145417,0.042010329558101,0.0065869064224376,0.000799880414825,2.802398537058437e-05,5268546034111.675,3486269670000.0,2394145944000.0,1735368744000.0,15.869404405607291,7.1412948419111855,83498092804645.69,55251841127124.74,37943413405836.2,27502840346962.035,6.265464077765633e-05,4.145944107038972e-05,2.847167949551664e-05,2.063736457233505e-05,3.42955177911476e-05,2.2693817747458047e-05,1.558465547903295e-05,1.1296355626147296e-05
37,37,2.25,0.02,285,1,100000.0,68.59,11.21,8.75,,450.1,0.4500999999999999,285.0,0.0183432620193911,0.042391611171912,0.0068207377806352,0.0003971034321979,-1.7476042320625452e-05,5214632878208.955,3482401195000.0,2391489324000.0,1733443124000.0,15.846982542777493,7.115943626615012,82441754265336.84,55055700041939.03,37808716314675.95,27405206732564.8,6.3161357079099e-05,4.217999435573351e-05,2.896650918135149e-05,2.0996036094659407e-05,3.453113403333469e-05,2.3060350600115888e-05,1.583636668487708e-05,1.147880555583147e-05
38,38,2.25,0.02,290,1,100000.0,68.59,11.21,8.75,,450.6,0.4505999999999999,290.0,0.0174459986922669,0.048256169690774,0.0068230937038794,0.0012109160498854,4.18418923846078e-05,5172570162146.342,3486269670000.0,2394145944000.0,1735368744000.0,16.789281540304465,7.549981505419067,86668462183061.22,58413829408352.05,40114863733852.8,29076790772930.125,6.383034560825689e-05,4.3021127011130895e-05,2.954414502880607e-05,2.14147286967536e-05,3.485488947087553e-05,2.34919083172173e-05,1.6132732788420717e-05,1.1693623066919132e-05
39,39,2.25,0.02,295,1,100000.0,68.59,11.21,8.75,,437.6,0.4375999999999999,295.0,0.0190055961787777,0.0468417911233709,0.0070068019667297,0.0007489163235764,-1.956744769321444e-05,4976225978947.367,3385689320000.0,2325073824000.0,1685302624000.0,15.854993993021973,6.953331644990355,79070725713066.36,53797579270708.125,36944719829428.55,26778948964452.656,6.251086320484184e-05,4.2530697527000814e-05,2.9207349579402965e-05,2.117060644619477e-05,3.409051098469811e-05,2.319425995574464e-05,1.5928327023860903e-05,1.1545461934219812e-05
40,40,2.25,0.02,300,1,100000.0,68.59,11.21,8.75,,450.8,0.4508,300.0,0.0197054987521141,0.0452487821044561,0.0065955589653709,0.0002602239157787,2.9636030001437863e-05,5075300329056.604,3487817060000.0,2395208592000.0,1736138992000.0,15.38816928661632,6.938365101488612,78115099118677.92,53681783871962.32,36865198991833.35,26721309213457.0,6.487017838667087e-05,4.457968990858324e-05,3.0614465856685234e-05,2.219053825648765e-05,3.5358336961080995e-05,2.4298741526693093e-05,1.668681398086931e-05,1.2095242352252695e-05
41,41,2.25,0.02,305,1,100000.0,68.59,11.21,8.75,,448.2,0.4481999999999999,305.0,0.0196048890488725,0.0476538360515346,0.0067564596994759,0.000334184311773,2.8143716384274288e-05,4992355795000.001,3467700990000.0,2381394168000.0,1726125768000.0,15.739302667778896,7.065389504074609,78699103602407.52,54664565323550.04,37540110128629.37,27210510673672.293,6.494670706429494e-05,4.511212133751688e-05,3.098010554228064e-05,2.245556791499215e-05,3.534123448356416e-05,2.4548096898305626e-05,1.6858055223822487e-05,1.22193645685484e-05
42,42,2.25,0.02,310,1,100000.0,68.59,11.21,8.75,,447.5,0.4474999999999999,310.0,0.0186862587487325,0.0513743306164498,0.0065706792543275,0.0009909706793356,-1.9326034495212772e-05,4931537047945.205,3462285125000.0,2377674900000.0,1723429900000.0,17.62056829172674,7.909591373437882,87165235513333.47,61196112976720.24,42025557269005.1,30461734681038.914,6.526601648134847e-05,4.582132423105917e-05,3.146714050852504e-05,2.2808589525798196e-05,3.548276814557938e-05,2.4911393577678e-05,1.7107544033845623e-05,1.2400203620560642e-05
43,43,2.25,0.02,315,1,100000.0,68.59,11.21,8.75,,436.7,0.4367,315.0,0.0218841471841926,0.0495770677259633,0.0069454349489906,0.0003704139100188,-2.4946396903238548e-05,4760374855919.282,3378726065000.0,2320291908000.0,1681836508000.0,14.579514604336,6.366455142295509,69399388552144.63,49256945113183.23,33826504120250.188,24518746702214.16,6.408179380019077e-05,4.548272637299451e-05,3.123461326156293e-05,2.26400448648022e-05,3.478890683679209e-05,2.4691792108801773e-05,1.6956735858984476e-05,1.2290892075184892e-05
44,44,2.25,0.02,320,1,100000.0,68.59,11.21,8.75,,447.3,0.4473,320.0,0.021569735945195,0.0468583580602434,0.0062023107320913,0.000223046710971,-1.907089617913406e-05,4823230951991.15,3460737735000.0,2376612252000.0,1722659652000.0,15.261690021716545,6.831584592040737,73664901085349.23,52855628409389.59,36297848517814.52,26310071844250.965,6.599809904512255e-05,4.73545874284608e-05,3.252008712844145e-05,2.35718055936752e-05,3.5810398491262406e-05,2.5694477124910905e-05,1.7645315484675698e-05,1.2790000980042766e-05
45,45,2.25,0.02,325,1,100000.0,68.59,11.21,8.75,,456.7,0.4566999999999999,325.0,0.0200806446750106,0.0502256336261746,0.0067368658749038,-0.0005746259064042,4.5770074602995e-05,4868794938427.947,3533465065000.0,2426556708000.0,1758861308000.0,16.39631069267707,7.45984207172589,79528008146027.73,57716425116839.64,39635931289176.87,28729642180313.625,6.769041780211532e-05,4.912544676121775e-05,3.3736199503625144e-05,2.445329045485265e-05,3.669895218855981e-05,2.663379072651006e-05,1.829037569581325e-05,1.3257565345202515e-05
46,46,2.25,0.02,330,1,100000.0,68.59,11.21,8.75,,466.1,0.4660999999999999,330.0,0.0209810461733127,0.0484524683865443,0.006607385772324,0.0001204913229681,1.1824553983276737e-05,4910306087682.403,3606192395000.0,2476501164000.0,1795062964000.0,16.000918621148493,7.469608601281743,78691406538250.55,57791988267686.77,39687823204674.2,28767255429600.3,6.938271779476561e-05,5.0955566677108994e-05,3.499300823858014e-05,2.536427359741879e-05,3.758395462408746e-05,2.7602143108634587e-05,1.8955377875069848e-05,1.3739584413198724e-05
47,47,2.25,0.02,335,1,100000.0,68.59,11.21,8.75,,457.9,0.4579000000000001,335.0,0.0183644707158748,0.0435527317506631,0.0070390200182665,-0.0005724886679563,-2.2080450642508263e-05,4763122759106.385,3542749405000.0,2432932596000.0,1763482796000.0,18.65682526147116,8.542884950974791,88863965360156.03,66095873721444.42,45390398036917.305,32900700238592.16,6.835599186962344e-05,5.084230698469901e-05,3.49152287611245e-05,2.530789605099584e-05,3.699584659202224e-05,2.7517034544360083e-05,1.8896930783122e-05,1.3697219720771275e-05
48,48,2.25,0.02,340,1,100000.0,68.59,11.21,8.75,,447.4,0.4474,340.0,0.0214312468029902,0.0441656255021869,0.0068568288696862,0.0005114282511147,-9.311239760883017e-06,4595770437058.824,3461511430000.0,2377143576000.0,1723044776000.0,16.59343102850503,7.39618752631502,75974921726378.61,57223933081723.0,39297719412318.016,28484493248845.45,6.696373167932416e-05,5.043674956745164e-05,3.463671799246045e-05,2.510602077099535e-05,3.623110257366274e-05,2.728908621478013e-05,1.8740390520788985e-05,1.3583753338694164e-05
49,49,2.25,0.02,345,1,100000.0,68.59,11.21,8.75,,455.1,0.4550999999999999,345.0,0.0232932910139993,0.0475518586346452,0.0066405195545404,0.0005329013562024,6.69560462444409e-05,4614745593719.007,3521085945000.0,2418055524000.0,1752699324000.0,15.099334147525946,6.872392347319481,69686535493519.69,53171355971593.46,36514669915471.766,26467232303690.684,6.828515803897359e-05,5.210209432788376e-05,3.578036974087789e-05,2.593498339259257e-05,3.690276081229739e-05,2.8157086840221827e-05,1.933647756324394e-05,1.4015820074129456e-05
