,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,100000.0,17.15,2.43,0.81,,1085.0,1.085,500.0,0.023944280357341,0.0057752842798382,0.0058669555081939,1.8636032723763863e-05,-1.5146651461981862e-05,23327500000000.0,16512402435776.79,13671000000000.0,20.88181363307104,22.656767791882068,487120507525464.5,344808910298159.06,285475274177714.06,0.0005061860811677,0.0003583045023954,0.0002966485871029,0.000283051262886,0.0002003582193861,0.0001658812052262
1,1,2.25,0.02,501,100000.0,17.15,2.43,0.81,,1107.0,1.107,501.0,0.0177632521537702,0.0058054777413347,0.0055430549352734,-4.356424793276693e-05,-0.0001186558601207,23800500000000.0,16840686826002.422,13948200000000.0,28.204294780202275,31.22215432168392,671276317916204.2,474979695541641.4,393399144453217.4,0.000517387139272,0.0003660912493553,0.0003032129281315,0.0002894516077482,0.0002048093055764,0.0001696321050059
2,2,2.25,0.02,502,100000.0,17.15,2.43,0.81,,1139.0,1.139,502.0,0.0239332866131007,0.0056470636504941,0.0051219506031514,2.441751871544225e-05,-5.151173546201165e-05,24471669039251.64,17320781772755.008,14351400000000.002,20.974971307334418,23.8904923190539,513292555940887.1,363302900704137.25,301020203220079.2,0.0005331572721107,0.0003773629312318,0.0003126698576504,0.000298296898646,0.0002111313076623,0.000174936090561
3,3,2.25,0.02,503,100000.0,17.15,2.43,0.81,,1040.0,1.04,503.0,0.0233209368820439,0.0066842035399158,0.0055893111797589,9.86764663027024e-05,8.867531102501965e-05,22326229630967.863,15809153889460.191,13104000000000.0,21.5686017480407,22.431345817962328,481545555445651.6,340981344215255.6,282634957306325.3,0.000487384150344,0.000345115640367,0.000286061821081,0.0002727709291558,0.0001931484924626,0.0001600982483267
4,4,2.25,0.02,504,100000.0,17.15,2.43,0.81,,1024.0,1.024,504.0,0.0213833042415103,0.0060092964184741,0.0058798680981448,3.248597731332333e-06,-9.84754783566072e-05,21964629960227.973,15564800000000.002,12902400000000.002,23.569790445276904,24.13546541596355,517701725370624.1,366859074322646.0,304106864241140.8,0.0004804791221224,0.0003404820137444,0.0002822416692881,0.0002689716032744,0.000190601399533,0.0001579985285603
5,5,2.25,0.02,505,100000.0,17.15,2.43,0.81,,1085.0,1.085,505.0,0.0231600862956611,0.0056252520523908,0.0061177984863923,5.433742085141259e-06,-0.0001044717478515,23253871248734.18,16492000000000.0,13671000000000.0,21.80475467807769,23.65815882571429,507044957894252.8,359604014150857.25,298092801204000.06,0.0005097848042774,0.0003615471549753,0.0002997035626769,0.0002854170783401,0.0002024221432051,0.00016779730292
6,6,2.25,0.02,506,100000.0,17.15,2.43,0.81,,1123.0,1.123,506.0,0.0227661020960567,0.0055677235095871,0.0050323142206897,-1.4839548882973675e-05,3.480020499099896e-05,24048421571013.79,17069600000000.0,14149800000000.0,22.22602700563493,24.959828327328022,534500867280246.0,379389390575386.0,314493836924333.06,0.0005281498821466,0.0003748814533074,0.000310756994189,0.0002958528375811,0.0002099967177248,0.000174076226535
7,7,2.25,0.02,507,100000.0,17.15,2.43,0.81,,1116.0,1.116,507.0,0.0213058209666314,0.0056256558156995,0.0062320358802378,2.71557499146858e-05,2.994523529554576e-05,23878773324051.9,16963199999999.996,14061599999999.998,23.79631373013262,26.556686122828005,568226781509860.8,403661629066985.6,334614245147632.8,0.0005254604895201,0.0003732809577303,0.0003094302675922,0.0002944475695366,0.000209172093716,0.000173392656633
8,8,2.25,0.02,508,100000.0,17.15,2.43,0.81,,1116.0,1.116,508.0,0.0196725646908362,0.0055154104539217,0.0051109485529903,-0.0001544675473767,-5.801243898625582e-05,23859026102641.664,16963199999999.996,14061599999999.998,25.82276423961305,28.81820489140816,616106006035289.5,438036714349404.0,363109381631742.8,0.0005261003374198,0.0003740448250203,0.0003100634733721,0.0002948884828943,0.0002096586965248,0.0001737960247508
9,9,2.25,0.02,509,100000.0,17.15,2.43,0.81,,1169.0,1.169,509.0,0.0221757795593475,0.0060635548671322,0.0061071761124499,4.818443223936076e-05,-4.432774918360857e-05,24971431014479.883,17768800000000.0,14729400000000.0,22.95296986686745,26.83202177436805,573168503607916.1,407846730970394.4,338083474357037.4,0.0005518353790613,0.0003926668230499,0.0003255001296334,0.0003093570501055,0.0002201276950739,0.0001824742735481
10,10,2.25,0.02,510,100000.0,17.15,2.43,0.81,,879.0,0.8789999999999999,550.0,0.0256360691635109,0.0067306355020158,0.0040847935547941,-5.951222461814653e-05,1.3101959359204473e-05,18314741626746.508,13206003219015.535,11075399999999.998,21.45414714291856,18.858195338625407,392927161744755.1,283323536230615.4,237613261266680.1,0.0004359607521361,0.0003143532796371,0.0002636367912041,0.0002486098775699,0.0001792623074011,0.0001503408507831
11,11,2.25,0.02,511,100000.0,17.15,2.43,0.81,,818.0,0.818,555.0,0.0248809393264082,0.006187459751047,0.0045533957219183,-9.128416115259693e-05,1.418675767084064e-05,17014400000000.0,12270000000000.0,10306800000000.0,22.30623179933292,18.246497611854327,379527150326569.94,273697464177814.9,229905869909364.5,0.0004088559692608,0.0002948480547554,0.0002476723659945,0.0002333938500643,0.0001683128726425,0.0001413828130197
12,12,2.25,0.02,512,100000.0,17.15,2.43,0.81,,743.0,0.743,560.0,0.0292343029143467,0.0065565092070832,0.0049798640727414,7.366810574405929e-05,1.2570586908731232e-05,15423890562935.498,11145000000000.0,9361800000000.0,19.1555790346956,14.232595222778828,295453554700806.5,213488928341682.44,179330699807013.25,0.0003740858057446,0.0002703070465918,0.0002270579191371,0.0002138307581165,0.0001545099006949,0.0001297883165837
13,13,2.25,0.02,513,100000.0,17.15,2.43,0.81,,460.0,0.4599999999999999,565.0,0.0310177793131742,0.007313346685672,0.0064602051232418,0.000292119675778,-7.896683603863507e-05,9508413723179.855,6900000000000.0,5796000000000.0,18.21535946514474,8.37906535396658,173199173911036.3,125685980309498.7,105576223459978.9,0.0002327073199913,0.0001688694407591,0.0001418503302376,0.0001331554884432,9.662735520425832e-05,8.116697837157698e-05
14,14,2.25,0.02,514,100000.0,17.15,2.43,0.81,,223.0,0.223,570.0,0.0164571815448653,0.0040059656376101,0.0039799822765542,0.0001657720688232,0.0001715578608797,4589784252121.765,3345000000000.0005,2809800000000.0005,34.635335245350184,7.723679759713092,158968716276066.2,115855196395696.38,97318364972384.95,0.0001133446339309,8.260471073858403e-05,6.93879570204106e-05,6.493256389752006e-05,4.732236077039955e-05,3.975078304713563e-05
15,15,2.25,0.02,515,100000.0,17.15,2.43,0.81,,186.0,0.186,575.0,0.0214488240524133,0.0062780464688342,0.0059725107629208,0.0001299327075172,-0.0001334116686499,3813000000000.0,2785617770794.58,2343600000000.0,26.80799649411565,4.986287347905511,102218890632062.95,74676831433407.34,62827220583609.44,9.501604577104472e-05,6.941473527680392e-05,5.840010618122748e-05,5.441142054762462e-05,3.9750700239087455e-05,3.3443117019515624e-05
16,16,2.25,0.02,516,100000.0,17.15,2.43,0.81,,289.0,0.289,580.0,0.0232719701091355,0.0056420619686733,0.0050335096735166,1.0217641534805751e-06,1.260454331472998e-05,5924500000000.0,4319668164003.495,3641400000000.001,24.92268584395949,7.202656208904294,147654452282538.0,107657732601612.4,90753468232194.12,0.0001489327349929,0.0001085897533845,9.153914443466576e-05,8.528264405706143e-05,6.21812342772099e-05,5.241762512775484e-05
17,17,2.25,0.02,517,100000.0,17.15,2.43,0.81,,370.0,0.37,585.0,0.0129797502645487,0.0071541202574964,0.0055467381556025,4.6396265039565965e-05,3.9084484466197886e-05,7554132170808.053,5519459349301.943,4661124883574.181,45.07020459382748,16.675975699716165,340466282467132.94,248763162120352.44,210077852140068.6,0.0001915716217287,0.0001399726341429,0.0001182054050466,0.0001096117899653,8.008832851187177e-05,6.763374404736965e-05
18,18,2.25,0.02,518,100000.0,17.15,2.43,0.81,,449.0,0.449,590.0,0.0218915848802225,0.0064633414131338,0.0061931471323054,0.0001925070721591,2.105212730587558e-05,9127317080603.344,6690100000000.0,5648393174338.93,26.950995244433905,12.100996864750824,245990279233781.03,180304853284787.28,152229817580301.44,0.0002335060962114,0.0001711542527194,0.000144504045204,0.0001335080381509,9.785812393129263e-05,8.262076191194845e-05
19,19,2.25,0.02,519,100000.0,17.15,2.43,0.81,,476.0,0.476,595.0,0.0355706741435142,0.0068746003630579,0.00550694631002,0.000137400259282,3.892725451634865e-05,9634062541502.783,7092400000000.001,5979628947885.01,16.727262395966967,7.962176900480276,161151492070873.47,118636435817156.12,100022822441792.44,0.000248650845553,0.0001830516720649,0.0001543315488746,0.0001420201182781,0.0001045523093229,8.81484427550163e-05
20,20,2.25,0.02,520,100000.0,17.15,2.43,0.81,,530.0,0.53,600.0,0.0250563889642307,0.0073059578713199,0.0044737143285091,-0.0002931673888637,-0.0001428779819526,10680111885557.95,7897000000000.0,6648612095198.321,23.94598842061915,12.69137386292815,255745835542487.6,189101470557629.44,159207588244807.4,0.0002780268899353,0.0002055763435202,0.0001730780504007,0.0001586787588948,0.0001173289355411,9.878112953724114e-05
21,21,2.25,0.02,521,100000.0,17.15,2.43,0.81,,600.0,0.6,605.0,0.026133078576322,0.0057270899583956,0.0060863140306872,5.3246413958459455e-05,-6.732672069214856e-05,12037609345077.023,8939696307937.582,7516113934318.408,23.15073588567408,13.890441531404448,278679514642800.28,206960548123198.62,174003568580040.16,0.0003160119300119,0.0002346853601082,0.0001973134035575,0.0001802076444036,0.0001338306940485,0.0001125191180694
22,22,2.25,0.02,522,100000.0,17.15,2.43,0.81,,591.0,0.5910000000000001,610.0,0.0223625328789012,0.0057352323499972,0.0067093779046232,-5.56181646688818e-05,-7.718849510544536e-05,11820000000000.002,8788171702828.982,7392914736904.987,27.27776872607877,16.121161317112556,322423226342251.1,239721715234838.84,201662218404913.7,0.0003129099031131,0.0002326485580434,0.0001957120333374,0.0001783058231483,0.0001325704051981,0.0001115228212884
23,23,2.25,0.02,523,100000.0,17.15,2.43,0.81,,643.0,0.643,615.0,0.029876466245696,0.0065191346651924,0.0060999254926987,-9.300529730460824e-05,-0.0001617257631022,12850827979387.38,9542449161969.984,8037500000000.0,20.58476377167248,13.236003105185404,264531258226088.4,196429061802346.1,165450038814817.53,0.0003430760816328,0.0002547529289879,0.0002145755908138,0.0001952934719101,0.0001450161834207,0.0001221455366919
24,24,2.25,0.02,524,100000.0,17.15,2.43,0.81,,656.0,0.656,620.0,0.0235835301947417,0.0062010185783447,0.0056499067607465,-5.381618264684093e-05,7.393490633521748e-06,13052604739883.594,9716029743643.885,8200000000000.0,26.28953319881837,17.245933778424853,343146885640223.8,255429886506232.62,215574172230310.62,0.0003513218401379,0.0002615151164381,0.0002207099001725,0.000199841762113,0.0001487571671253,0.0001255460103162
