,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.01,2400,1,100000.0,100,,207.6,0.2076000000000001,,0.0008732177455129886,0.01473159425213652,0.0008632365918476042
1,1,2.5,0.01,2400,1,100000.0,150,,308.5,0.3085,,0.0012577488558719095,0.01423354489006546,0.000976398451429216
2,2,2.5,0.01,2400,1,100000.0,200,,373.3,0.3733,,0.0015921501148881134,0.012385789596486896,0.0009979465644467213
3,3,2.5,0.01,2400,1,100000.0,250,,447.0,0.447,,0.0024535412304118156,0.011184115462025832,0.0010692979993478307
4,4,2.5,0.01,2400,1,100000.0,300,,487.5,0.4875,,0.0028475112060334594,0.010376821681113889,0.0010953167577671876
5,5,2.5,0.01,2400,1,100000.0,350,,523.8,0.5238,,0.0034409288809229112,0.009767763281250608,0.0011341274165653204
6,6,2.5,0.01,2400,1,100000.0,400,,575.2,0.5752,,0.0037731111712787425,0.009004162176424557,0.0011435217243644272
7,7,2.5,0.01,2400,1,100000.0,450,,596.3,0.5963,,0.004225222641156279,0.008466212098530344,0.0011379993112423544
8,8,2.5,0.01,2400,1,100000.0,500,,647.1,0.6471,,0.005087204674833856,0.008052282719341115,0.0011294096427352796
9,9,2.5,0.01,2400,1,100000.0,550,,681.7,0.6817000000000001,,0.005717312173578648,0.008691875177238465,0.001191458798731775
10,10,2.5,0.01,2400,1,100000.0,600,,715.1,0.7151,,0.006041277042163529,0.008515489072537272,0.001165119739755529
11,11,2.5,0.01,2400,1,100000.0,650,,757.5,0.7574999999999998,,0.006203752780254489,0.007846217266235089,0.0012128516396023032
12,12,2.5,0.01,2400,1,100000.0,700,,773.1,0.7731000000000001,,0.007270365922011024,0.007740266614507731,0.0012157782727089308
13,13,2.5,0.01,2400,1,100000.0,750,,817.5,0.8175,,0.0077431964914694605,0.007664278554205647,0.0011963841866721259
14,14,2.5,0.01,2400,1,100000.0,800,,825.0,0.8249999999999998,,0.008119934852072675,0.007007128174303398,0.0012079917527235524
15,15,2.5,0.01,2400,1,100000.0,850,,865.3999999999999,0.8653999999999998,,0.008807898756833766,0.007480299595291935,0.0012198684908151034
16,16,2.5,0.01,2400,1,100000.0,900,,886.2999999999998,0.8863,,0.00955962667986796,0.007258098655113433,0.0012238619603965528
17,17,2.5,0.01,2400,1,100000.0,950,,919.7,0.9197,,0.010044890079541346,0.006848598996679698,0.00119085840796821
18,18,2.5,0.01,2400,1,100000.0,1000,,944.9,0.9449,,0.010570512067602065,0.00721682552655649,0.001211964775351829
19,19,2.5,0.01,2400,1,100000.0,1050,,934.3,0.9343,,0.011775294128324275,0.0065388328082877645,0.0012355428845483064
20,20,2.5,0.01,2400,1,100000.0,1100,,993.6,0.9936,,0.012736946639620328,0.006875150800639232,0.0012152396260353727
21,21,2.5,0.01,2400,1,100000.0,1150,,1008.0,1.0080000000000002,,0.01212944487704135,0.0064857808391993645,0.0012325523010891122
22,22,2.5,0.01,2400,1,100000.0,1200,,1033.9,1.0339,,0.01434812840266204,0.007173642943828364,0.0012358198524816807
23,23,2.5,0.01,2400,1,100000.0,1250,,1053.2,1.0532,,0.013843224792890395,0.0071745540342207205,0.0012188787020241724
24,24,2.5,0.01,2400,1,100000.0,1300,,1064.3,1.0642999999999998,,0.015745020032113644,0.006494743146517145,0.0012465391902633024
25,25,2.5,0.01,2400,1,100000.0,1350,,1095.3,1.0953,,0.015861191605722524,0.006945357593779561,0.0012253080239878651
26,26,2.5,0.01,2400,1,100000.0,1400,,1127.9,1.1279,,0.016671530711232663,0.006485543994202729,0.0012331841408967142
27,27,2.5,0.01,2400,1,100000.0,1450,,1117.8,1.1178,,0.017843849349378615,0.006330521904905256,0.0012259272222967883
28,28,2.5,0.01,2400,1,100000.0,1500,,1142.5,1.1424999999999998,,0.017807630743755,0.007054798738566463,0.0012317980688516035
29,29,2.5,0.01,2400,1,100000.0,1550,,1182.2,1.1822,,0.018608138547415366,0.006589965805471035,0.0012358580313574675
30,30,2.5,0.01,2400,1,100000.0,1600,,1184.5,1.1844999999999999,,0.019404162554747015,0.006596977051247484,0.0012463852364211503
31,31,2.5,0.01,2400,1,100000.0,1650,,1206.9,1.2068999999999999,,0.01992170564924436,0.006536326852085972,0.0012370553124919695
32,32,2.5,0.01,2400,1,100000.0,1700,,1210.6,1.2106,,0.021937213977071223,0.006142086288040555,0.0012357064514087247
33,33,2.5,0.01,2400,1,100000.0,1750,,1235.3,1.2353,,0.02279914569203356,0.006538126457144711,0.001238168953272181
34,34,2.5,0.01,2400,1,100000.0,1800,,1244.7,1.2447,,0.023929400194106165,0.006481303808647483,0.0012352234805400116
35,35,2.5,0.01,2400,1,100000.0,1850,,1295.9,1.2959,,0.0249661769907334,0.006181124093127308,0.0012404639388898912
36,36,2.5,0.01,2400,1,100000.0,1900,,1296.7,1.2967,,0.024201916918332244,0.007088958458447712,0.0012372735128813603
37,37,2.5,0.01,2400,1,100000.0,1950,,1311.6,1.3115999999999999,,0.02616786737592065,0.006431254430394684,0.0012274090867681149
38,38,2.5,0.01,2400,1,100000.0,2000,,1315.0,1.315,,0.025324032425032783,0.006031418142757258,0.001232915174952612
