,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
489,489,0.02,1478,2,100000.0,1.630404114292,,1.4780000000000002,3253.0,0.4574679213723152,1478.0,0.0999066284666696,0.0082617750381586,0.0063616193828027,-0.0001335492331174,-8.68486109585556e-05,604141286322.7069,2905941260950.595,1953470368485.6328,1252414503020.201,819636125364.3497,14.793813210232424,6.767694978455324,8937553342447.672,42989952214410.39,28899275743100.355,18527986219466.93,12125543738998.836,3.894431491997766e-05,0.0001873235519033,0.0001259251220525,8.073347397402131e-05,5.283560006347441e-05,2.532522247962748e-05,0.0001218152286764,8.18882483440018e-05,5.25004277041851e-05,3.4358630501051744e-05
490,490,0.02,1480,2,100000.0,1.63146370843972,,1.48,3190.0,0.4502012144059925,1480.0,0.1052664967310192,0.0085411418201891,0.0063038302348726,-0.000147570511475,4.638754518380698e-05,594544727768.8418,2856106649132.488,1922440221732.181,1232520366691.4297,806616511826.9287,14.059554045782953,6.3296283054181695,8359033732701.343,40155585793998.26,27028652197230.56,17328686708026.377,11340668442251.629,3.837474100120359e-05,0.0001843466905233,0.0001240834240951,7.955271931850577e-05,5.206286135075681e-05,2.495141147505852e-05,0.0001198629621804,8.067954313319908e-05,5.172549916659027e-05,3.385148257002987e-05
491,491,0.02,1482,2,100000.0,1.63252361152239,,1.4820000000000002,3228.0,0.4571752815445706,1482.0,0.0960582213465386,0.0076192366648553,0.0064245754320234,-0.0002377587806038,5.389539055780027e-05,603754820313.3907,2896618850488.6216,1952220743745.9944,1251613340037.3862,819111808437.7762,15.42814325755161,7.053365737481126,9314815860232.324,44689450587862.92,30119141304877.152,19310069913159.453,12637374324530.186,3.9017564491568577e-05,0.0001871935577222,0.000126161972059,8.088532392680122e-05,5.29349774713798e-05,2.536712481800481e-05,0.000121703197156,8.202373813462449e-05,5.258729330579573e-05,3.44154792399955e-05
492,492,0.02,1484,2,100000.0,1.63358637842757,,1.484,3338.0,0.4744204370452469,1484.0,0.0917831582071357,0.0087226447535403,0.0056679140740846,-9.362242120595018e-05,4.466211040810583e-06,626529117570.694,3002009992892.9697,2025860661861.8728,1298825574703.1428,850009608645.228,16.168543652103537,7.670687545816113,10130063386755.676,48538129614141.01,32755216544393.05,21000118001056.227,13743417462087.814,4.054548118273393e-05,0.0001942733965009,0.0001311024388824,8.405277012977426e-05,5.500789608326447e-05,2.635436274077236e-05,0.0001262767492928,8.521593848979368e-05,5.463388591649369e-05,3.575486107690859e-05
493,493,0.02,1486,2,100000.0,1.63464684081556,,1.486,3247.0,0.4631147778006891,1486.0,0.1077467802620049,0.0086755428806958,0.0061699280280361,-0.0001924866187962,2.474610893690364e-05,611598637859.1461,2926689101055.123,1977583461868.947,1267873958332.7249,829753485089.9388,13.791595409037136,6.387091643373238,8434920966071.565,40363711969790.86,27274030993699.54,17486004662979.35,11443624355598.965,3.963114875268973e-05,0.0001896473339489,0.0001281459759664,8.215731417949616e-05,5.37674248438e-05,2.5756032966580507e-05,0.0001232506030974,8.328125944876859e-05,5.33935189630152e-05,3.494310940737152e-05
494,494,0.02,1488,2,100000.0,1.63571013845086,,1.4880000000000002,3297.0,0.471920465662351,1488.0,0.0966784642700986,0.0087459682053443,0.0060994948962571,-0.0002643942672338,-4.141635070552342e-06,623227605363.014,2978477857417.3027,2015185334062.058,1291981378048.475,845530459917.921,15.391225038937849,7.263434087489586,9592236324620.498,45842422977003.14,31016170971716.28,19885176135661.12,13013749585873.342,4.0433107782480095e-05,0.000193234566634,0.0001307390833022,8.381981456223107e-05,5.485543952970115e-05,2.627610124801796e-05,0.0001255765711804,8.496288260609509e-05,5.447164600544535e-05,3.564868401512078e-05
495,495,0.02,1490,2,100000.0,1.63677367170429,,1.49,3234.0,0.464545147145675,1490.0,0.1032101351870551,0.0096897921252692,0.0062954490096524,-0.0001174794728542,1.7027544725186485e-05,613487612223.5214,2928130145524.858,1983691396438.5183,1271789894792.186,832316249237.963,14.436566692792002,6.706436998581412,8856654829066.584,42272146131044.37,28637693142602.37,18360279635386.32,12015789041618.344,3.9854702955286e-05,0.0001902234940675,0.0001288688309018,8.26207530006482e-05,5.407071995799459e-05,2.589538694962312e-05,0.0001235967306371,8.373185582873321e-05,5.368240660133325e-05,3.5132170412306914e-05
496,496,0.02,1492,2,100000.0,1.63783741784768,,1.4920000000000002,3263.0,0.4703559949907777,1492.0,0.0909632205059551,0.0083432938336561,0.0058125778107225,-0.00017787170109,2.2670986511096583e-06,621161534104.7208,2960910532399.484,2008504762689.719,1287698311046.202,842727429105.0765,16.402233690729123,7.714888947674153,10188436642077.44,48565546489757.52,32943964486579.21,21121128620937.004,13822612229768.824,4.040145877601869e-05,0.0001925829244829,0.0001306367473127,8.37542046203254e-05,5.481250144615193e-05,2.6251105518259884e-05,0.0001251319834673,8.48820597612962e-05,5.441982863230548e-05,3.561477240610915e-05
497,497,0.02,1494,2,100000.0,1.63890135400087,,1.494,3252.0,0.4703984066956077,1494.0,0.0941972577568321,0.0098170497197513,0.006452774258831,-0.0001562384725063,4.14993958725543e-05,621217543850.3535,2957330504974.639,2008685868303.4504,1287814421994.6323,842803417308.3865,15.86033431946313,7.460675993535121,9852717930582.354,46904250502044.49,31858429414073.805,20425167274261.04,13367143964097.008,4.045777710405424e-05,0.0001926008361768,0.0001308188507172,8.387095527520431e-05,5.488890830200352e-05,2.62853540658365e-05,0.0001251324599288,8.499280127883395e-05,5.44908275503788e-05,3.5661237276944115e-05
498,498,0.02,1496,2,100000.0,1.63996545713164,,1.496,3206.0,0.4653495691066746,1496.0,0.0849512629290529,0.0089714801757513,0.0061613526152488,-0.0002138678585344,1.986741671815928e-05,614549947953.6566,2921780025350.472,1987126423007.94,1273992168839.0342,833757515977.0468,17.610097230095143,8.194851157951419,10822284336213.805,51452830331371.66,34993489517660.99,22435125963635.18,14682550922678.398,4.007122642821159e-05,0.0001905122754612,0.0001295689522112,8.30696167745295e-05,5.43644765086839e-05,2.6034846491773176e-05,0.0001237785385809,8.418279353049323e-05,5.39715130688558e-05,3.532137462887141e-05
499,499,0.02,1498,2,100000.0,1.64102970405558,,1.4980000000000002,3299.0,0.480519611421618,1498.0,0.0989904961732008,0.0094264599463488,0.0063452859334497,-0.0002232248243798,-6.256635550755584e-06,634583809235.6172,3013089673070.291,2051905234300.3647,1315523345385.078,860937377391.8845,15.132765850359936,7.271590766149288,9603008197592.072,45596380508710.29,31051001457795.363,19907506756394.566,13028363743894.355,4.143131245337077e-05,0.0001967214698486,0.0001339667442656,8.588914177940488e-05,5.620969991099282e-05,2.6916288852131268e-05,0.0001278021764775,8.703290752115968e-05,5.5798786292323525e-05,3.651722403915324e-05
500,500,0.02,1500,2,100000.0,1.642094071436,,1.5,3246.0,0.4744504741545772,1500.0,0.1024560263640523,0.0097194400927463,0.0064993286757451,-0.0001452410942184,6.8210292134931455e-06,626568785178.0178,2971144835504.123,2025988925725.3928,1298907807597.7278,850063425533.2731,14.640427247003682,6.946157649166489,9173234714642.248,43498829804508.84,29661343470317.76,19016565257699.59,12445291736858.615,4.095811933431484e-05,0.0001942205031767,0.0001324366903568,8.490818924652593e-05,5.556772065310629e-05,2.660871791816617e-05,0.0001261766572036,8.60383873330669e-05,5.516117666833964e-05,3.609994375340368e-05
501,501,0.02,1502,2,100000.0,1.64315853578386,,1.5020000000000002,3285.0,0.481821366057847,1502.0,0.0958643861765722,0.0086259672004947,0.0063386136998985,-0.0001471279323198,3.3918412997595525e-06,636302932443.3138,3013354643499.962,2057463960912.897,1319087172070.2285,863269705138.5232,15.66796659223867,7.549161066821146,9969573088065.34,47213139884924.67,32236276604318.32,20667413744246.92,13525680900202.107,4.164682669144003e-05,0.0001972278488734,0.0001346636022483,8.633591335995388e-05,5.65020872366913e-05,2.705450130077485e-05,0.0001281226330503,8.747981278834392e-05,5.60853074738716e-05,3.670473632882455e-05
502,502,0.02,1504,2,100000.0,1.6452904916716,,1.504,3380.0,0.4975551649866507,1504.0,0.0854945539999789,0.0093547149044854,0.0066794707294224,-0.0001582254066136,3.4010629212470566e-05,657081301984.6707,3107677475127.226,2124650114422.696,1362161750735.6035,891459638003.2823,17.591763798199008,8.752872939019097,11559219060727.398,54669528103421.625,37376342966740.56,23962827773881.973,15682347387381.734,4.305931307334264e-05,0.0002036497719967,0.0001392308290799,8.926406687315117e-05,5.841840199849052e-05,2.797149992910807e-05,0.0001322916966479,9.044489676612402e-05,5.79862905839064e-05,3.794882478910236e-05
503,503,0.02,1506,2,100000.0,1.64636106025239,,1.506,3285.0,0.4853199655415732,1506.0,0.0978042049678151,0.0092903998168471,0.0065690057823878,-0.0001958676846963,1.823101043312113e-05,640923252893.5125,3027279508504.5044,2072403610456.315,1328665322862.8203,869538075861.5259,15.398110955409184,7.473010678284505,9869007361956.086,46614385764988.94,31911100738196.93,20458936064046.28,13389243772068.783,4.2056308721550594e-05,0.0001986450031595,0.0001359876485109,8.718478968217674e-05,5.705762990885173e-05,2.7316455037250827e-05,0.0001290240979804,8.832683131481253e-05,5.662835041119471e-05,3.706012794077142e-05
504,504,0.02,1508,2,100000.0,1.64743167618473,,1.508,3308.0,0.4904919102146502,1508.0,0.0881415957965146,0.009053601035487,0.0061606394651677,-0.0001188816627477,4.006585393593177e-05,647753426467.6714,3055519516493.928,2094488745160.395,1342824607513.75,878804545693.3845,17.10883478308469,8.39174505430206,11082306353612.385,52276378584185.42,35834261895979.56,22974164352613.293,15035321778891.914,4.255937509609176e-05,0.000200756948404,0.0001376142965787,8.822767093813615e-05,5.774013809586837e-05,2.764078168133884e-05,0.0001303844092945,8.937553052355673e-05,5.7300695443669005e-05,3.750014063305204e-05
505,505,0.02,1510,2,100000.0,1.64850231535038,,1.51,3287.0,0.4891785024052357,1510.0,0.0952890368848784,0.0098209916382152,0.0064746428782977,-7.102474557054756e-05,9.513780275063464e-06,646018913846.4023,3043327387007.6367,2088880257400.789,1339228877819.8376,876451339189.4126,15.846523895758088,7.751778827655722,10237154155378.7,48226160160831.53,33101490914278.902,21222122414261.344,13888707089934.203,4.249545434879475e-05,0.000200191631036,0.0001374076110093,8.809516009543916e-05,5.7653417067474806e-05,2.759997922997468e-05,0.0001300206091046,8.924359718030415e-05,5.721610996175582e-05,3.74447841065265e-05
506,506,0.02,1512,2,100000.0,1.64957565182227,,1.5120000000000002,3278.0,0.4896345291422174,1512.0,0.0934124481948401,0.0096871264182754,0.0063910476462293,-0.0001664673906101,1.889545937829844e-05,646621151875.7952,3042150473653.8887,2090827573652.5144,1340477346777.9402,877268393173.5282,16.186279550732497,7.925361366387208,10466390727678.275,49241098001955.12,33842719599519.33,21697341066371.93,14199711452928.637,4.2589841278606174e-05,0.0002003718954177,0.000137712807947,8.829082882801482e-05,5.778147144678493e-05,2.7658345989020656e-05,0.000130123875637,8.943232411700279e-05,5.733710711453843e-05,3.752397006073552e-05
507,507,0.02,1514,2,100000.0,1.65064897951052,,1.514,3242.0,0.4860234667185668,1514.0,0.0910217769660448,0.0080414049839042,0.0064491460706795,-0.0001920872524119,-2.08656524738012e-05,641852310617.8738,3015730175310.396,2075407687112.2896,1330591305070.0876,870798524850.3219,16.633382147272172,8.084214054471941,10676174764616.734,50161792458997.92,34521049171125.0,22132233659068.38,14484324637116.29,4.232543305209192e-05,0.0001988651961311,0.0001368578529102,8.774269761251726e-05,5.742274983778229e-05,2.748683842404537e-05,0.0001291463576402,8.887776021988919e-05,5.698156352462727e-05,3.729128641667824e-05
508,508,0.02,1516,2,100000.0,1.65172227387316,,1.516,3300.0,0.4965064946561027,1516.0,0.0932737539869776,0.0089648157807693,0.0061603268018411,-0.000211554934069,-4.2695081623514e-05,655696406972.7424,3076698817412.8936,2120172103350.597,1359290795484.959,889580756345.4462,16.253232396024874,8.06983544378132,10657186083766.488,50006300891986.66,34459649915326.12,22092869192794.56,14458562767914.115,4.3293874661062606e-05,0.0002031461687976,0.000139989276022,8.975032454327339e-05,5.873663078912378e-05,2.8112953508660844e-05,0.0001319133213088,9.090228212022638e-05,5.827953078871732e-05,3.814073430842897e-05
509,509,0.02,1518,2,100000.0,1.65279551021382,,1.518,3254.0,0.4913485469141885,1518.0,0.0957562491635144,0.0080620219247627,0.0063124137472379,-0.00024902449967,4.3372606454983775e-06,648884718025.8157,3040699187093.9487,2098146738062.0293,1345169830372.443,880339364535.2134,15.85275126438846,7.789226298349335,10286608034126.098,48203447882828.56,33261398354685.363,21324642729253.96,13955800974226.54,4.289274890748364e-05,0.0002009971002738,0.0001386922494962,8.891877119194547e-05,5.819242504472164e-05,2.7853887403333944e-05,0.0001305244066194,9.006460065118547e-05,5.774247405232495e-05,3.778926033439246e-05
510,510,0.02,1520,2,100000.0,1.65386866368164,,1.52,3324.0,0.5036859399483138,1520.0,0.1016148736466675,0.009640749497863,0.0061406376925313,-0.0002451216513557,-5.0120872583330645e-05,665177726014.5421,3112910077535.8345,2150829627048.4905,1378946034655.8982,902444024886.5948,14.95844009298582,7.534355958396104,9950021165777.062,46564278909671.625,32173056126423.875,20626881650860.6,13499154883539.137,4.402606487082027e-05,0.0002060339299569,0.0001423567882434,9.126819074184352e-05,5.972999038917423e-05,2.8587170841765745e-05,0.0001337827301204,9.243564779050088e-05,5.926260656752928e-05,3.878410311351854e-05
511,511,0.02,1522,2,100000.0,1.65494170927134,,1.5220000000000002,3288.0,0.4999676381610746,1522.0,0.086896346649155,0.0102115070685071,0.0061076605723295,-0.000150214106072,-1.8349828197514417e-05,660267262308.2783,3085821776178.9844,2134951809122.6577,1368766402669.9556,895782017940.4342,17.515120700587016,8.756993528778636,11564660793975.645,54048540870274.72,37393938626719.96,23974108753672.56,15689730165642.11,4.375372757451134e-05,0.0002044872024495,0.0001414761948282,9.070362217595934e-05,5.936051144212603e-05,2.844454362868696e-05,0.0001329382768971,9.19744675321792e-05,5.8966933362884544e-05,3.859060133016754e-05
512,512,0.02,1524,2,100000.0,1.65601737046599,,1.524,3175.0,0.4844621440237627,1524.0,0.100588799579782,0.0097667494659502,0.0063783732013913,-0.000139746554899,-3.081116714362793e-05,639790396640.6616,2986140378192.363,2068740558167.392,1326316856315.2957,868001134204.4954,15.150792199197472,7.339985272481706,9693331350544.793,45242392347625.44,31343058310845.94,20094751080325.89,13150904813000.027,4.245250536525594e-05,0.0001981416743549,0.000137268736927,8.800612474709973e-05,5.7595148349125234e-05,2.7629000462965945e-05,0.0001289548488454,8.933743635334003e-05,5.727627240043805e-05,3.748415710006423e-05
513,513,0.02,1526,2,100000.0,1.65709289017178,,1.526,3265.0,0.4999310379389697,1526.0,0.0958175961400229,0.0096510037781414,0.0063748424656651,-0.0001548168280951,-7.804128383401207e-05,660218927322.9623,3077372652001.1343,2134795519586.2292,1368666201875.897,895716442054.4933,15.92609355143894,7.961948479484001,10514708400976.164,49010524748409.81,33998953158123.0,21797505971768.15,14265263851721.896,4.385582112627306e-05,0.0002044181088722,0.0001418063108668,9.091526711363528e-05,5.949902136535938e-05,2.8580262579498744e-05,0.0001332165965095,9.241331015865571e-05,5.924828540118997e-05,3.877473070106185e-05
514,514,0.02,1528,2,100000.0,1.65817100850774,,1.528,3234.0,0.4969041358652538,1528.0,0.0973559720878256,0.0093126718831626,0.0065697551799,-5.634247557366035e-05,2.555389027775572e-06,656221539906.3716,3054648891443.5986,2121870102889.0896,1360379421799.664,890293202147.0581,15.694979642559352,7.798900296708704,10299383709839.451,47942652166373.77,33302708068999.586,21351127331302.39,13973133683607.057,4.3647420082293337e-05,0.0002031745915987,0.000141132453156,9.048324153313996e-05,5.921628448232143e-05,2.8476201754616777e-05,0.0001325540123761,9.207683300913924e-05,5.903256220989526e-05,3.863355178606396e-05
515,515,0.02,1530,2,100000.0,1.65924617724698,,1.53,3290.0,0.5072603217977942,1530.0,0.111249392953141,0.0071318166165511,0.0062401176807028,-0.0001713383267271,1.820713077356612e-05,669898126172.603,3114135450972.1064,2166092880934.505,1388731655589.0393,908848173358.672,13.752884032764523,6.976292380107878,9213031243018.066,42828343719540.24,29790024195689.06,19099065411945.14,12499283531591.684,4.46121306480218e-05,0.0002073870819555,0.0001442518120659,9.248313382835014e-05,6.052510354185738e-05,2.914044901266728e-05,0.0001354643367135,9.422465399956956e-05,6.040957933884792e-05,3.953473344869509e-05
516,516,0.02,1532,2,100000.0,1.66032391025481,,1.5320000000000005,3160.0,0.4889061695929935,1532.0,0.09297750226483,0.0105918236226183,0.0062515701475262,-0.0002123357289067,-7.854293491174915e-05,645659265687.8992,2997431456537.8125,2087717347272.609,1338483309556.4343,875963405936.3746,16.477104274498235,8.055757936829272,10638595046535.477,49388990665034.66,34399536426689.62,22054329061236.867,14433340380258.271,4.3047801415587406e-05,0.000199846638862,0.0001391936065248,8.924020264229513e-05,5.840278417734067e-05,2.811737428419193e-05,0.0001305330948281,9.091657654803854e-05,5.828869527311041e-05,3.814673195733896e-05
517,517,0.02,1534,2,100000.0,1.66140141611748,,1.534,3327.0,0.5165227915690974,1534.0,0.1063748409198979,0.0089599699090493,0.006018182493,-0.0001310249530562,-3.180430643194687e-05,682130329001.9814,3162493099078.667,2205645294102.5283,1414089611706.6338,925443555198.5204,14.420703116774844,7.4486218302657266,9836798961485.523,45605374090662.67,31806955967164.1,20392166470936.785,13345546760850.498,4.553544274374259e-05,0.0002111114508737,0.0001472373104265,9.439720506578088e-05,6.177775745870024e-05,2.973878159695438e-05,0.0001378749596326,9.61593421269424e-05,6.164995211779164e-05,4.034648893067743e-05
518,518,0.02,1536,2,100000.0,1.66248146836303,,1.5360000000000005,3267.0,0.5089713351743295,1536.0,0.0832165394267576,0.0087547446785603,0.0063119252357661,-0.0001357712099097,-1.6151383427258156e-05,672157724657.923,3111769230958.3345,2173399216034.718,1393415914020.1135,911913761805.1426,18.457869199810908,9.39452633110089,12406599363378.455,57436629445025.11,40116318448540.39,25719488681918.21,16831984936906.842,4.491995355616737e-05,0.0002079579304147,0.000145247147004,9.312126580716251e-05,6.0942725679994205e-05,2.9336748952850623e-05,0.0001358151359106,9.485938320143848e-05,6.0816518737947855e-05,3.980105281143963e-05
519,519,0.02,1538,2,100000.0,1.66356125834534,,1.538,3248.0,0.5077826831445188,1538.0,0.0996630977999757,0.007933491092331,0.0068606761209361,-1.2000218853283608e-05,-2.499264818661928e-05,670587967014.3143,3100011219807.5454,2168323457910.061,1390161729471.5806,909784077736.3712,15.431990716230525,7.836097652148839,10348507281380.797,47839344364280.5,33461547472252.93,21452962903264.4,14039779441402.031,4.487174795962436e-05,0.000207434265107,0.0001450912758418,9.302133324237344e-05,6.087732533529688e-05,2.930097469279804e-05,0.0001354532958642,9.474370834433245e-05,6.074235694311771e-05,3.9752518012442926e-05
520,520,0.02,1540,2,100000.0,1.66576883018961,,1.54,3199.0,0.5018668343862931,1540.0,0.0949401454561211,0.0093069987350607,0.0064172503648417,-0.0002343685019148,4.9870803171414496e-05,662775378827.2263,3059456523361.428,2143061718859.661,1373965851167.6985,899184769833.2335,16.220746161714565,8.140654527563303,10750711182190.648,49626667658247.46,34762060150510.266,22286751306655.33,14585447903944.615,4.440010590464591e-05,0.0002049566082075,0.000143566237246,9.204359614136404e-05,6.0237450399990896e-05,2.8992037777977232e-05,0.0001338309809611,9.374477130345051e-05,6.010191557385626e-05,3.933338450579746e-05
521,521,0.02,1542,2,100000.0,1.6668514497279,,1.5420000000000005,3274.0,0.5154101099638849,1542.0,0.101403540370029,0.0098286837557573,0.0065744946204589,-0.0001385077047546,4.4970777233708144e-05,680660899420.5057,3137460151063.507,2200893943365.5825,1411043412149.2275,923449985820.0934,15.206569655981708,7.837619738563007,10350517379141.08,47710006330014.11,33468047055216.99,21457129934461.336,14042506533188.57,4.565245176805006e-05,0.0002104318734079,0.0001476156551399,9.463977050923684e-05,6.193650314532564e-05,2.9807111877483224e-05,0.0001373938561969,9.63802857725851e-05,6.179160413904424e-05,4.043919235559748e-05
522,522,0.02,1544,2,100000.0,1.66793373203937,,1.544,3341.0,0.5277678571730945,1544.0,0.1171268373698239,0.0098169473309001,0.0064604967421182,-0.0002594175332949,-4.300624934912284e-05,696980787539.932,3208018036048.2407,2253663748343.405,1444875340261.3523,945591114339.89,13.182290537947958,6.957189229845953,9187803240719.162,42289025802165.12,29708450305503.6,19046766526441.56,12465056799330.396,4.680077429005208e-05,0.0002154115733282,0.0001513287170858,9.702029939090617e-05,6.349442782935326e-05,3.0555341656712106e-05,0.0001406381479729,9.879966139817578e-05,6.334272115142683e-05,4.145431277695168e-05
523,523,0.02,1546,2,100000.0,1.6690184998339,,1.5460000000000005,3341.0,0.5295781158766291,1546.0,0.1014102015899425,0.0093777172845948,0.0063477289569441,-0.0001539091334577,6.459034256469145e-05,699371451388.9938,3214655252189.9194,2261393878854.064,1449831303616.606,948834518653.8387,15.2450145622561,8.073426088391358,10661927960851.396,49007466132268.375,34474982614127.008,22102699336449.902,14464996054049.027,4.702213297431413e-05,0.0002161368560796,0.0001520444728871,9.747918679492171e-05,6.379474429239232e-05,3.0693895176068924e-05,0.0001410842423463,9.924766950594872e-05,6.362994938928355e-05,4.164228779592856e-05
524,524,0.02,1548,2,100000.0,1.67010289386714,,1.548,3267.0,0.5196375826973286,1548.0,0.1019556628170903,0.0089053011771607,0.0062024200096397,-0.000232801783124,-6.787167873732271e-05,686243784461.7461,3150031183770.6963,2218946012882.479,1422617006526.3037,931024264167.1498,15.183070338889662,7.889693968824135,10419287649108.527,47827145032886.35,33690413391793.45,21599694075389.52,14135806890062.826,4.618897313689685e-05,0.0002120189778355,0.0001493504787976,9.575200560843684e-05,6.26643995925515e-05,3.015093770646697e-05,0.0001384003704598,9.749203493465278e-05,6.250437193770478e-05,4.090565951592642e-05
525,525,0.02,1550,2,100000.0,1.67118688703001,,1.55,3309.0,0.528130531643829,1550.0,0.1096876785034055,0.0096151496639572,0.0063607195678746,-0.0003177092407623,-1.9055115588453624e-06,697459742699.4734,3197162394888.2666,2255212433614.8457,1445868237786.627,946240910935.6156,14.13103113447584,7.463028985726224,9855825339129.768,45179201344141.44,31868477114268.41,20431609084512.543,13371359773145.965,4.7002803987201286e-05,0.0002154613207933,0.0001519819732626,9.743911685708292e-05,6.37685207310118e-05,3.067752835688595e-05,0.0001406260949931,9.919474795096792e-05,6.359602017077603e-05,4.1620082996218e-05
526,526,0.02,1552,2,100000.0,1.67227332759446,,1.5520000000000005,3271.0,0.5238558157850617,1552.0,0.0953629866628489,0.0094303474471616,0.0062222540317431,-0.0001703748221877,-2.365829861799886e-05,691814467442.0682,3166966777347.6016,2236958627449.0547,1434165305432.9214,938581988025.7792,16.274658065052208,8.525574277290858,11259043902075.854,51541301404712.54,36405736767401.88,23340549954681.96,15275100921136.482,4.667907823691382e-05,0.0002136860342341,0.0001509352170235,9.676801750691444e-05,6.332932326900526e-05,3.0462049493941983e-05,0.0001394482238481,9.849800435253228e-05,6.314932192459595e-05,4.132774366381394e-05
527,527,0.02,1554,2,100000.0,1.67335932998223,,1.554,3311.0,0.5320687146678684,1554.0,0.1030987996109615,0.0083712869171661,0.0062642991431005,-0.0002313997323672,-1.026820841167493e-05,702660585964.6804,3212232491431.7334,2272029184000.4385,1456649840833.37,953296874696.1263,15.072920401245652,8.019829384181866,10591147081338.256,48417724653645.52,34246115039745.723,21955967103368.53,14368967911050.965,4.746325194245821e-05,0.0002169795817268,0.0001534708161164,9.839364804060764e-05,6.439320867491293e-05,3.0973040260805265e-05,0.0001415941185139,0.0001001502756742,6.420863083431205e-05,4.2021002842967374e-05
528,528,0.02,1556,2,100000.0,1.67444486664753,,1.5560000000000005,3321.0,0.5354879803116444,1556.0,0.0968258115660773,0.0098644119741146,0.0061023423685153,-0.0002616123598219,4.122330077630788e-05,707176136559.1638,3228456645495.109,2286630063767.1777,1466010798578.992,959423104564.767,16.070095099984062,8.605342768506517,11364387766945.078,51881605319281.93,36746362583221.17,23558932950767.977,15418020531477.756,4.7826219789314135e-05,0.0002183400557872,0.0001546444603443,9.914609818070542e-05,6.488564573618326e-05,3.120578493931011e-05,0.0001424631270158,0.0001009028477019,6.469112196256203e-05,4.233676663995936e-05
529,529,0.02,1558,2,100000.0,1.67553281157109,,1.558,3294.0,0.5329394857676175,1558.0,0.1020988823397601,0.0092945582534669,0.0058108588665152,-0.0001590981014333,8.917217348176081e-06,703810543694.431,3208693965557.609,2275747533335.165,1459033759580.8645,954857017860.125,15.259716505175406,8.132505467227807,10739949370130.385,48963760266276.17,34727262196046.84,22264441542684.24,14570847395522.72,4.765100171490848e-05,0.0002172423857886,0.0001540778986407,9.878286252284692e-05,6.464792805846286e-05,3.109088331129429e-05,0.0001417442954763,0.000100531317183,6.445292525492836e-05,4.218088004965831e-05
530,530,0.02,1560,2,100000.0,1.67662025268967,,1.56,3335.0,0.5414089705131948,1560.0,0.0960793429408113,0.009486606289062,0.0062247451690491,-0.0002021303833429,1.921982392538937e-05,714995514639.1354,3255218894670.474,2311913757706.034,1482220752663.6785,970031624289.0808,16.2365806452384,8.790630411792987,11609082334422.057,52853624101220.96,37537574171830.18,24066196784669.777,15749996696201.258,4.846683980479752e-05,0.0002206589684372,0.0001567158834469,0.0001004741348775,6.57547724110339e-05,3.161920136202821e-05,0.0001439553390205,0.0001022396156896,6.554815447353382e-05,4.289764708721563e-05
531,531,0.02,1562,2,100000.0,1.67771008122563,,1.5620000000000005,3430.0,0.5587197709507101,1562.0,0.1044871204264836,0.0092034106811973,0.0060255443237707,-0.0001747881319287,-5.914175517349331e-06,737856503912.9268,3354689454389.4736,2385833991518.303,1529612704129.4685,1001047039216.9684,14.949210903931563,8.352419692138502,11030372493831.95,50149960170863.35,35666335520975.984,22866502915364.496,14964863314010.71,5.007323721017303e-05,0.0002276596600088,0.0001619101149991,0.0001038042754483,6.793416550159987e-05,3.266485029740209e-05,0.0001485118423986,0.0001056206860739,6.771583597681445e-05,4.4316274916970354e-05
532,532,0.02,1564,2,100000.0,1.67879936738647,,1.564,3356.0,0.5484927491410987,1564.0,0.1019564124628686,0.0079604440244069,0.0062532644623985,-0.0002357499901841,2.823409746677353e-05,724350494370.7178,3288757773511.04,2342162767527.337,1501614084251.0774,982723488781.1238,15.33988850941171,8.41381762004518,11111455825384.064,50449177580120.43,35928515724764.52,23034592636573.887,15074868753482.549,4.92123577509987e-05,0.0002234381357701,0.0001591264904523,0.0001020196301271,6.676621369910297e-05,3.2101046961436126e-05,0.0001457479059553,0.0001037976471004,6.654704402234808e-05,4.355136513142758e-05
