sep=	
DetectorAtFocus_RN	DetectorAtFocus_RS	DetectorAtFocus_RO	DetectorAtFocus_OX	DetectorAtFocus_OY	DetectorAtFocus_OZ	DetectorAtFocus_DX	DetectorAtFocus_DY	DetectorAtFocus_DZ	DetectorAtFocus_EN	DetectorAtFocus_PL	DetectorAtFocus_S0	DetectorAtFocus_S1	DetectorAtFocus_S2	DetectorAtFocus_S3
48	2	1	-0.0135998079763699	-0.0046137504212822	0	-2.61661351872167e-05	1.02798341494199e-05	0.999999999604829	15002.4588486011	-0.0809952757153951	4.03156e+13	4.0211e+13	-8.07377e+10	2.08729e+12
52	2	1	-0.0283585632328609	0.0405631480318608	0	3.25636171507881e-05	-4.23088409268139e-05	0.999999998574786	14996.8857577466	0.109007698905771	3.79584e+13	3.60667e+13	-6.10038e+11	-1.16458e+13
94	2	1	0.0153037503017619	0.0183761577929321	0	-2.28328022616742e-05	-3.80924904598672e-05	0.999999999013812	15003.3608515441	-0.0764198250763002	3.63865e+13	3.50394e+13	-9.95684e+11	-9.5945e+12
157	2	1	-0.0137303603426095	-0.0224695628630255	0	5.42494940648786e-05	2.35193644426424e-05	0.999999998251916	14993.9563182578	0.176962496298074	3.85198e+13	3.779e+13	5.07885e+10	7.20724e+12
384	2	1	-0.0252745121688884	-0.00773935771753809	0	-5.25932622818248e-05	3.18156138658047e-05	0.999999998110858	15005.8468936212	-0.163027928065276	3.93087e+13	3.82359e+13	-4.1646e+10	8.99061e+12
510	2	1	0.0125191611433468	0.0450196327147563	0	5.0679070590004e-05	-4.46902452482453e-05	0.999999997717207	14995.6327428625	0.159798018161382	1.15799e+12	1.05528e+12	-9.04042e+08	-4.7456e+11
586	2	1	-0.0173706300585306	0.0400139854219985	0	2.87690393712126e-05	-4.55185132977477e-05	0.999999998550204	14996.5481650557	0.0946023003089067	3.9639e+13	3.70324e+13	1.90548e+11	-1.40863e+13
588	2	1	-0.0182989361667968	-0.0252392439176694	0	3.74789620027904e-05	3.43672912077944e-05	0.999999998707108	14995.101786002	0.123304384054791	3.87268e+13	3.68609e+13	-7.38134e+11	1.17679e+13
641	2	1	-0.0464002471486542	-0.00306772542973519	0	-4.1123871193427e-05	1.02875425850649e-06	0.999999999153884	15003.7510267929	-0.122308648366015	4.03325e+13	4.02893e+13	1.26283e+11	-9.35399e+11
803	2	1	-0.0288182015074989	0.00352365013892118	0	4.19445886171987e-05	-3.85968953804834e-06	0.999999999112877	14995.3150556256	0.140230839526339	3.93646e+13	3.92394e+13	6.99326e+09	1.40415e+12
964	2	1	-0.00188379693486207	-0.0146716101154176	0	-2.92167913668318e-05	3.00401042803728e-05	0.999999999121985	15002.712292717	-0.0932545500327251	3.95904e+13	3.82984e+13	-4.86409e+11	9.84247e+12
1119	2	1	-0.00361155309645567	-0.00760080747039393	0	3.07309881682205e-05	3.81919650511466e-06	0.99999999952051	14997.2412656375	0.0993535723828245	3.67683e+13	3.66567e+13	1.66339e+11	2.09095e+12
