Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9,Energy11[eV],Photons11
1253.17,1703000000000000.0,3759.5,395500000000000.0,6265.84,105500000000000.0,8772.18,29020000000000.0,11278.5,8077000000000.0,13784.8,2262000000000.0
1205.13,1770000000000000.0,3615.39,450300000000000.0,6025.65,132100000000000.0,8435.91,40010000000000.0,10846.2,12270000000000.0,13256.4,3787000000000.0
1158.65,1833000000000000.0,3475.95,506000000000000.0,5793.25,161800000000000.0,8110.55,53470000000000.0,10427.9,17910000000000.0,12745.2,6035000000000.0
1113.78,1891000000000000.0,3341.35,562000000000000.0,5568.92,194300000000000.0,7796.49,69500000000000.0,10024.1,25210000000000.0,12251.6,9204000000000.0
1070.57,1944000000000000.0,3211.7,617800000000000.0,5352.83,229200000000000.0,7493.96,88120000000000.0,9635.09,34370000000000.0,11776.2,13500000000000.0
1029.01,1992000000000000.0,3087.02,673000000000000.0,5145.03,266200000000000.0,7203.04,109300000000000.0,9261.05,45520000000000.0,11319.1,19110000000000.0
989.103,2037000000000000.0,2967.31,727000000000000.0,4945.51,304900000000000.0,6923.72,132800000000000.0,8901.93,58760000000000.0,10880.1,26200000000000.0
950.84,2078000000000000.0,2852.52,779900000000000.0,4754.2,344800000000000.0,6655.88,158600000000000.0,8557.56,74110000000000.0,10459.2,34920000000000.0
914.189,2116000000000000.0,2742.57,830800000000000.0,4570.94,385500000000000.0,6399.32,186300000000000.0,8227.7,91530000000000.0,10056.1,45350000000000.0
879.114,2151000000000000.0,2637.34,879800000000000.0,4395.57,426700000000000.0,6153.8,215700000000000.0,7912.02,110900000000000.0,9670.25,57560000000000.0
845.571,2183000000000000.0,2536.71,926800000000000.0,4227.86,467900000000000.0,5919.0,246600000000000.0,7610.14,132200000000000.0,9301.28,71540000000000.0
813.514,2212000000000000.0,2440.54,971600000000000.0,4067.57,508900000000000.0,5694.6,278500000000000.0,7321.63,155200000000000.0,8948.66,87270000000000.0
782.891,2238000000000000.0,2348.67,1014000000000000.0,3914.46,549400000000000.0,5480.24,311200000000000.0,7046.02,179600000000000.0,8611.8,104700000000000.0
753.649,2263000000000000.0,2260.95,1055000000000000.0,3768.24,589200000000000.0,5275.54,344500000000000.0,6782.84,205300000000000.0,8290.14,123600000000000.0
725.732,2286000000000000.0,2177.2,1093000000000000.0,3628.66,628000000000000.0,5080.13,378000000000000.0,6531.59,232100000000000.0,7983.05,143900000000000.0
699.086,2306000000000000.0,2097.26,1129000000000000.0,3495.43,665900000000000.0,4893.6,411600000000000.0,6291.78,259600000000000.0,7689.95,165500000000000.0
673.655,2325000000000000.0,2020.97,1163000000000000.0,3368.28,702400000000000.0,4715.59,445000000000000.0,6062.9,287800000000000.0,7410.21,188100000000000.0
649.385,2342000000000000.0,1948.16,1195000000000000.0,3246.93,737600000000000.0,4545.7,477900000000000.0,5844.47,316300000000000.0,7143.24,211700000000000.0
626.223,2358000000000000.0,1878.67,1225000000000000.0,3131.11,771400000000000.0,4383.56,510400000000000.0,5636.0,345000000000000.0,6888.45,235900000000000.0
604.115,2372000000000000.0,1812.35,1253000000000000.0,3020.58,803800000000000.0,4228.81,542100000000000.0,5437.04,373700000000000.0,6645.27,260700000000000.0
583.012,2386000000000000.0,1749.04,1279000000000000.0,2915.06,834700000000000.0,4081.08,573200000000000.0,5247.11,402300000000000.0,6413.13,285800000000000.0
562.864,2398000000000000.0,1688.59,1304000000000000.0,2814.32,864300000000000.0,3940.05,603200000000000.0,5065.78,430500000000000.0,6191.5,311100000000000.0
543.625,2409000000000000.0,1630.87,1327000000000000.0,2718.12,892300000000000.0,3805.37,632300000000000.0,4892.62,458300000000000.0,5979.87,336400000000000.0
525.249,2419000000000000.0,1575.75,1349000000000000.0,2626.24,919000000000000.0,3676.74,660400000000000.0,4727.24,485700000000000.0,5777.74,361700000000000.0
507.693,2429000000000000.0,1523.08,1369000000000000.0,2538.46,944400000000000.0,3553.85,687500000000000.0,4569.23,512400000000000.0,5584.62,386700000000000.0
490.916,2438000000000000.0,1472.75,1388000000000000.0,2454.58,968300000000000.0,3436.41,713400000000000.0,4418.24,538300000000000.0,5400.07,411400000000000.0
474.878,2446000000000000.0,1424.63,1406000000000000.0,2374.39,991000000000000.0,3324.15,738300000000000.0,4273.9,563600000000000.0,5223.66,435800000000000.0
459.542,2454000000000000.0,1378.63,1422000000000000.0,2297.71,1013000000000000.0,3216.8,762200000000000.0,4135.88,588000000000000.0,5054.97,459700000000000.0
444.873,2460000000000000.0,1334.62,1438000000000000.0,2224.37,1033000000000000.0,3114.11,784900000000000.0,4003.86,611600000000000.0,4893.61,483000000000000.0
430.837,2467000000000000.0,1292.51,1452000000000000.0,2154.19,1052000000000000.0,3015.86,806700000000000.0,3877.53,634300000000000.0,4739.21,505700000000000.0
