Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9,Energy11[eV],Photons11
2119.72,0.0,6359.16,0.0,10598.6,0.0,14838.0,0.0,19077.5,0.0,23316.9,0.0
2116.4,8265000000000.0,6349.2,34230000.0,10582.0,151.7,14814.8,0.0006807,19047.6,3.066e-09,23280.4,1.384e-14
2106.51,32830000000000.0,6319.52,2153000000.0,10532.5,151200.0,14745.5,10.75,18958.6,0.0007673,23171.6,5.488e-08
2090.22,73010000000000.0,6270.66,23820000000.0,10451.1,8330000.0,14631.6,2951.0,18812.0,1.05,22992.4,0.0003742
2067.84,127700000000000.0,6203.52,128500000000.0,10339.2,138900000.0,14474.9,152100.0,18610.6,167.3,22746.2,0.1843
2039.76,195600000000000.0,6119.28,465600000000.0,10198.8,1193000000.0,14278.3,3102000.0,18357.8,8098.0,22437.4,21.19
2006.46,274900000000000.0,6019.37,1306000000000.0,10032.3,6706000000.0,14045.2,34920000.0,18058.1,182700.0,22071.0,958.2
1968.48,363600000000000.0,5905.43,3064000000000.0,9842.38,27970000000.0,13779.3,259200000.0,17716.3,2415000.0,21653.2,22550.0
1926.4,459900000000000.0,5779.2,6290000000000.0,9632.0,93500000000.0,13484.8,1412000000.0,17337.6,21450000.0,21190.4,326600.0
1880.84,561700000000000.0,5642.51,11640000000000.0,9404.19,263100000000.0,13165.9,6050000000.0,16927.5,139900000.0,20689.2,3245000.0
1832.4,667200000000000.0,5497.2,19830000000000.0,9161.99,645300000000.0,12826.8,21380000000.0,16491.6,712800000.0,20156.4,23840000.0
1781.68,774500000000000.0,5345.05,31550000000000.0,8908.42,1413000000000.0,12471.8,64510000000.0,16035.2,2964000000.0,19598.5,136700000.0
1729.26,882100000000000.0,5187.79,47440000000000.0,8646.32,2816000000000.0,12104.9,170600000000.0,15563.4,10410000000.0,19021.9,637000000.0
1675.68,988600000000000.0,5027.03,67960000000000.0,8378.39,5179000000000.0,11729.7,403200000000.0,15081.1,31630000000.0,18432.5,2490000000.0
1621.41,1093000000000000.0,4864.24,93420000000000.0,8107.07,8896000000000.0,11349.9,865600000000.0,14592.7,84960000000.0,17835.5,8371000000.0
1566.91,1194000000000000.0,4700.74,123900000000000.0,7834.56,14390000000000.0,10968.4,1710000000000.0,14102.2,205100000000.0,17236.0,24690000000.0
1512.56,1291000000000000.0,4537.69,159300000000000.0,7562.82,22110000000000.0,10587.9,3142000000000.0,13613.1,450800000000.0,16638.2,64980000000.0
1458.7,1383000000000000.0,4376.11,199400000000000.0,7293.52,32450000000000.0,10210.9,5416000000000.0,13128.3,913200000000.0,16045.7,154700000000.0
1405.62,1471000000000000.0,4216.86,243700000000000.0,7028.1,45760000000000.0,9839.33,8827000000000.0,12650.6,1721000000000.0,15461.8,337300000000.0
1353.55,1553000000000000.0,4060.64,291500000000000.0,6767.73,62300000000000.0,9474.83,13690000000000.0,12181.9,3043000000000.0,14889.0,679900000000.0
1302.68,1631000000000000.0,3908.04,342400000000000.0,6513.39,82210000000000.0,9118.75,20330000000000.0,11724.1,5084000000000.0,14329.5,1279000000000.0
