,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,0.02,500,100000.0,17.15,2.43,0.81,1.17577026432641,,296.0,0.0041271697570406,500.0,0.0319704921794823,0.0004071510370421,0.000455441491442,5.708432286831325e-06,-1.6352516010842754e-05,88734149776.37474,62810587971.44969,52002338938.71264,15.63942141375241,0.0645465470764534,1387750762143.7488,982321254531.0698,813286493163.3132,1.9254524291525423e-06,1.3629341070029268e-06,1.1284046794103271e-06,1.0766825915904837e-06,7.621312291474511e-07,6.309860769320973e-07
1,1,0.02,510,100000.0,17.15,2.43,0.81,1.17662360156545,,291.0,0.0046078681935931,510.0,0.0330355481193578,0.0003903429326687,0.0003174242144421,6.077548514094571e-06,2.162854518514019e-05,98348801363.41805,70039596542.6155,58059139239.27336,15.437915489016982,0.07113587975722,1518300483894.566,1081265372309.744,896312084940.9718,2.177647467914618e-06,1.5508226633204317e-06,1.2855503656471995e-06,1.2212357462408584e-06,8.697092162217783e-07,7.209431660785792e-07
2,2,0.02,520,100000.0,17.15,2.43,0.81,1.17747901516844,,306.0,0.0057825533170675,520.0,0.0291836304497792,0.0004504361818812,0.0002975449573378,2.339711801304051e-06,1.8211895910323288e-07,122975948238.11208,87894810419.4265,72860171795.05092,17.818208083975165,0.1030347382601901,2191211035030.84,1566128021554.8896,1298237702078.3955,2.7774618987721257e-06,1.985140106966856e-06,1.6455766676172618e-06,1.561389174766471e-06,1.1159743630625782e-06,9.250840114860849e-07
3,3,0.02,530,100000.0,17.15,2.43,0.81,1.17837189466193,,326.0,0.0066653305874756,530.0,0.0267407784040187,0.0002466666864662,0.000383032293641,-3.10303602403963e-06,7.40749861243626e-07,140638475395.73544,100925491317.06422,83983165402.19273,19.81991668276748,0.1321062969068682,2787442864734.9194,2000334829071.585,1664539341026.5398,3.238177992867985e-06,2.323793001756447e-06,1.9336987066415457e-06,1.8261914768462465e-06,1.310518131835005e-06,1.0905219245622136e-06
4,4,0.02,540,100000.0,17.15,2.43,0.81,1.1791362468331,,323.0,0.0075567045453387,540.0,0.024958277955875,0.0002258852108966,0.0003636849828543,-3.1124410520947062e-06,9.843291199034296e-06,158787742443.63464,113976840480.20328,95214477271.26823,21.63610810628413,0.1634976764701979,3435548761463.2803,2466015242242.3794,2060070723524.493,3.727104903211984e-06,2.675292402731713e-06,2.234897603764854e-06,2.1088273781405376e-06,1.5137029973452127e-06,1.264523907040657e-06
5,5,0.02,550,100000.0,17.15,2.43,0.81,1.18000708146274,,322.0,0.0079852875533614,550.0,0.0377810211864471,0.0004366967601528,0.0004354750298031,-8.36617727158059e-06,-1.1547264293982336e-05,166380521450.6135,119970117331.57642,100614623172.35394,14.557573689863558,0.1162464119928092,2422096701575.23,1746473823636.001,1464704791109.3962,3.960491430929252e-06,2.855746679459234e-06,2.395012044835818e-06,2.2584998418676817e-06,1.6285108897356053e-06,1.3657735205006469e-06
6,6,0.02,560,100000.0,17.15,2.43,0.81,1.18089388467086,,334.0,0.0092392938998916,560.0,0.0343655577066783,0.0003380146642633,0.0004206970885513,-2.4445568480138715e-06,-1.7762914597119874e-07,191797924617.3979,138589408498.37503,116415103138.63504,16.295385187104745,0.1505578529556019,3125421059727.7783,2258367794334.029,1897028947240.584,4.651801753771599e-06,3.361300466587165e-06,2.8234923919332187e-06,2.659011062013272e-06,1.921349102239597e-06,1.6139332458812617e-06
7,7,0.02,570,100000.0,17.15,2.43,0.81,1.18169303123046,,293.0,0.0085189816014177,570.0,0.0366731564138262,0.000322585508645,0.0004276449940754,2.198225820851956e-05,7.902454498645887e-06,175337612548.43988,127784724021.26578,107339168177.86324,15.54270359409538,0.1324080059543876,2725220540736.74,1986120089315.814,1668340875025.2834,4.329958973440298e-06,3.155641304809103e-06,2.6507386960396467e-06,2.480535054600241e-06,1.8077951602631629e-06,1.5185479346210568e-06
8,8,0.02,580,100000.0,17.15,2.43,0.81,1.18256256858225,,231.0,0.0074220695036684,580.0,0.0433553846128234,0.0002453728597426,0.0004685463737264,1.901103402969213e-05,-1.5128192448515276e-05,152152424825.20355,110937291854.7332,93518075746.22269,13.377807743595728,0.0992910188796817,2035465887033.475,1484097762027.789,1251066837883.9895,3.824875814840153e-06,2.788791339122615e-06,2.3508992813163863e-06,2.190220455529856e-06,1.5969323274371763e-06,1.346184279984204e-06
9,9,0.02,590,100000.0,17.15,2.43,0.81,1.18333929872482,,277.0,0.0093503403695772,590.0,0.037723321865883,0.0003717044923667,0.0003416917081688,-6.014803718631083e-06,7.855925572688614e-06,190074657827.8329,139320071506.70032,117626723209.94572,15.640192083232105,0.1462411194237869,2972804158581.9243,2178992679414.425,1839704545124.727,4.8627204408655e-06,3.564255052623175e-06,3.0092695043182896e-06,2.7802797300360407e-06,2.037876985937315e-06,1.720561793920976e-06
