Simulation Number,Dipole.bendingRadius,Dipole.photonEnergy,Dipole.numberRays
65,13.895833333333334,6501.0,1000
66,13.895833333333334,6601.0,1000
67,13.895833333333334,6701.0,1000
68,13.895833333333334,6801.0,1000
69,13.895833333333334,6901.0,1000
70,13.895833333333334,7001.0,1000
71,13.895833333333334,7101.0,1000
72,13.895833333333334,7201.0,1000
73,13.895833333333334,7301.0,1000
74,13.895833333333334,7401.0,1000
75,13.895833333333334,7501.0,1000
76,13.895833333333334,7601.0,1000
77,13.895833333333334,7701.0,1000
78,13.895833333333334,7801.0,1000
79,13.895833333333334,7901.0,1000
80,13.895833333333334,8001.0,1000
81,13.895833333333334,8101.0,1000
82,13.895833333333334,8201.0,1000
83,13.895833333333334,8301.0,1000
84,13.895833333333334,8401.0,1000
85,13.895833333333334,8501.0,1000
86,13.895833333333334,8601.0,1000
87,13.895833333333334,8701.0,1000
88,13.895833333333334,8801.0,1000
89,13.895833333333334,8901.0,1000
90,13.895833333333334,9001.0,1000
91,13.895833333333334,9101.0,1000
92,13.895833333333334,9201.0,1000
93,13.895833333333334,9301.0,1000
94,13.895833333333334,9401.0,1000
95,13.895833333333334,9501.0,1000
96,13.895833333333334,9601.0,1000
97,13.895833333333334,9701.0,1000
98,13.895833333333334,9801.0,1000
99,13.895833333333334,9901.0,1000
100,6.413461538461538,1.0,1000
101,6.413461538461538,101.0,1000
102,6.413461538461538,201.0,1000
103,6.413461538461538,301.0,1000
104,6.413461538461538,401.0,1000
105,6.413461538461538,501.0,1000
106,6.413461538461538,601.0,1000
107,6.413461538461538,701.0,1000
108,6.413461538461538,801.0,1000
109,6.413461538461538,901.0,1000
110,6.413461538461538,1001.0,1000
111,6.413461538461538,1101.0,1000
112,6.413461538461538,1201.0,1000
113,6.413461538461538,1301.0,1000
114,6.413461538461538,1401.0,1000
115,6.413461538461538,1501.0,1000
116,6.413461538461538,1601.0,1000
117,6.413461538461538,1701.0,1000
118,6.413461538461538,1801.0,1000
119,6.413461538461538,1901.0,1000
120,6.413461538461538,2001.0,1000
121,6.413461538461538,2101.0,1000
122,6.413461538461538,2201.0,1000
123,6.413461538461538,2301.0,1000
124,6.413461538461538,2401.0,1000
125,6.413461538461538,2501.0,1000
126,6.413461538461538,2601.0,1000
127,6.413461538461538,2701.0,1000
128,6.413461538461538,2801.0,1000
129,6.413461538461538,2901.0,1000
130,6.413461538461538,3001.0,1000
131,6.413461538461538,3101.0,1000
132,6.413461538461538,3201.0,1000
133,6.413461538461538,3301.0,1000
134,6.413461538461538,3401.0,1000
135,6.413461538461538,3501.0,1000
136,6.413461538461538,3601.0,1000
137,6.413461538461538,3701.0,1000
138,6.413461538461538,3801.0,1000
139,6.413461538461538,3901.0,1000
140,6.413461538461538,4001.0,1000
141,6.413461538461538,4101.0,1000
142,6.413461538461538,4201.0,1000
143,6.413461538461538,4301.0,1000
144,6.413461538461538,4401.0,1000
145,6.413461538461538,4501.0,1000
146,6.413461538461538,4601.0,1000
147,6.413461538461538,4701.0,1000
148,6.413461538461538,4801.0,1000
149,6.413461538461538,4901.0,1000
150,6.413461538461538,5001.0,1000
151,6.413461538461538,5101.0,1000
152,6.413461538461538,5201.0,1000
153,6.413461538461538,5301.0,1000
154,6.413461538461538,5401.0,1000
155,6.413461538461538,5501.0,1000
156,6.413461538461538,5601.0,1000
157,6.413461538461538,5701.0,1000
158,6.413461538461538,5801.0,1000
159,6.413461538461538,5901.0,1000
160,6.413461538461538,6001.0,1000
161,6.413461538461538,6101.0,1000
162,6.413461538461538,6201.0,1000
163,6.413461538461538,6301.0,1000
164,6.413461538461538,6401.0,1000
165,6.413461538461538,6501.0,1000
166,6.413461538461538,6601.0,1000
167,6.413461538461538,6701.0,1000
168,6.413461538461538,6801.0,1000
169,6.413461538461538,6901.0,1000
170,6.413461538461538,7001.0,1000
171,6.413461538461538,7101.0,1000
172,6.413461538461538,7201.0,1000
173,6.413461538461538,7301.0,1000
174,6.413461538461538,7401.0,1000
175,6.413461538461538,7501.0,1000
176,6.413461538461538,7601.0,1000
177,6.413461538461538,7701.0,1000
178,6.413461538461538,7801.0,1000
179,6.413461538461538,7901.0,1000
180,6.413461538461538,8001.0,1000
181,6.413461538461538,8101.0,1000
182,6.413461538461538,8201.0,1000
183,6.413461538461538,8301.0,1000
184,6.413461538461538,8401.0,1000
185,6.413461538461538,8501.0,1000
186,6.413461538461538,8601.0,1000
187,6.413461538461538,8701.0,1000
188,6.413461538461538,8801.0,1000
189,6.413461538461538,8901.0,1000
190,6.413461538461538,9001.0,1000
191,6.413461538461538,9101.0,1000
192,6.413461538461538,9201.0,1000
193,6.413461538461538,9301.0,1000
194,6.413461538461538,9401.0,1000
195,6.413461538461538,9501.0,1000
196,6.413461538461538,9601.0,1000
197,6.413461538461538,9701.0,1000
198,6.413461538461538,9801.0,1000
199,6.413461538461538,9901.0,1000
200,4.16875,1.0,1000
201,4.16875,101.0,1000
202,4.16875,201.0,1000
203,4.16875,301.0,1000
204,4.16875,401.0,1000
205,4.16875,501.0,1000
206,4.16875,601.0,1000
207,4.16875,701.0,1000
208,4.16875,801.0,1000
209,4.16875,901.0,1000
210,4.16875,1001.0,1000
211,4.16875,1101.0,1000
212,4.16875,1201.0,1000
213,4.16875,1301.0,1000
214,4.16875,1401.0,1000
215,4.16875,1501.0,1000
216,4.16875,1601.0,1000
217,4.16875,1701.0,1000
218,4.16875,1801.0,1000
219,4.16875,1901.0,1000
220,4.16875,2001.0,1000
221,4.16875,2101.0,1000
222,4.16875,2201.0,1000
223,4.16875,2301.0,1000
224,4.16875,2401.0,1000
225,4.16875,2501.0,1000
226,4.16875,2601.0,1000
227,4.16875,2701.0,1000
228,4.16875,2801.0,1000
229,4.16875,2901.0,1000
230,4.16875,3001.0,1000
231,4.16875,3101.0,1000
232,4.16875,3201.0,1000
233,4.16875,3301.0,1000
234,4.16875,3401.0,1000
235,4.16875,3501.0,1000
236,4.16875,3601.0,1000
237,4.16875,3701.0,1000
238,4.16875,3801.0,1000
239,4.16875,3901.0,1000
240,4.16875,4001.0,1000
241,4.16875,4101.0,1000
242,4.16875,4201.0,1000
243,4.16875,4301.0,1000
244,4.16875,4401.0,1000
245,4.16875,4501.0,1000
246,4.16875,4601.0,1000
247,4.16875,4701.0,1000
248,4.16875,4801.0,1000
249,4.16875,4901.0,1000
250,4.16875,5001.0,1000
251,4.16875,5101.0,1000
252,4.16875,5201.0,1000
253,4.16875,5301.0,1000
254,4.16875,5401.0,1000
255,4.16875,5501.0,1000
256,4.16875,5601.0,1000
257,4.16875,5701.0,1000
258,4.16875,5801.0,1000
259,4.16875,5901.0,1000
260,4.16875,6001.0,1000
261,4.16875,6101.0,1000
262,4.16875,6201.0,1000
263,4.16875,6301.0,1000
264,4.16875,6401.0,1000
265,4.16875,6501.0,1000
266,4.16875,6601.0,1000
267,4.16875,6701.0,1000
268,4.16875,6801.0,1000
269,4.16875,6901.0,1000
270,4.16875,7001.0,1000
271,4.16875,7101.0,1000
272,4.16875,7201.0,1000
273,4.16875,7301.0,1000
274,4.16875,7401.0,1000
275,4.16875,7501.0,1000
276,4.16875,7601.0,1000
277,4.16875,7701.0,1000
278,4.16875,7801.0,1000
279,4.16875,7901.0,1000
280,4.16875,8001.0,1000
281,4.16875,8101.0,1000
282,4.16875,8201.0,1000
283,4.16875,8301.0,1000
284,4.16875,8401.0,1000
285,4.16875,8501.0,1000
286,4.16875,8601.0,1000
287,4.16875,8701.0,1000
288,4.16875,8801.0,1000
289,4.16875,8901.0,1000
290,4.16875,9001.0,1000
291,4.16875,9101.0,1000
292,4.16875,9201.0,1000
293,4.16875,9301.0,1000
294,4.16875,9401.0,1000
295,4.16875,9501.0,1000
296,4.16875,9601.0,1000
297,4.16875,9701.0,1000
298,4.16875,9801.0,1000
299,4.16875,9901.0,1000
300,2.779166666666667,1.0,1000
301,2.779166666666667,101.0,1000
302,2.779166666666667,201.0,1000
303,2.779166666666667,301.0,1000
304,2.779166666666667,401.0,1000
305,2.779166666666667,501.0,1000
306,2.779166666666667,601.0,1000
307,2.779166666666667,701.0,1000
308,2.779166666666667,801.0,1000
309,2.779166666666667,901.0,1000
310,2.779166666666667,1001.0,1000
311,2.779166666666667,1101.0,1000
312,2.779166666666667,1201.0,1000
313,2.779166666666667,1301.0,1000
314,2.779166666666667,1401.0,1000
315,2.779166666666667,1501.0,1000
316,2.779166666666667,1601.0,1000
317,2.779166666666667,1701.0,1000
318,2.779166666666667,1801.0,1000
319,2.779166666666667,1901.0,1000
320,2.779166666666667,2001.0,1000
321,2.779166666666667,2101.0,1000
322,2.779166666666667,2201.0,1000
323,2.779166666666667,2301.0,1000
324,2.779166666666667,2401.0,1000
325,2.779166666666667,2501.0,1000
326,2.779166666666667,2601.0,1000
327,2.779166666666667,2701.0,1000
328,2.779166666666667,2801.0,1000
329,2.779166666666667,2901.0,1000
330,2.779166666666667,3001.0,1000
331,2.779166666666667,3101.0,1000
332,2.779166666666667,3201.0,1000
333,2.779166666666667,3301.0,1000
334,2.779166666666667,3401.0,1000
335,2.779166666666667,3501.0,1000
336,2.779166666666667,3601.0,1000
337,2.779166666666667,3701.0,1000
338,2.779166666666667,3801.0,1000
339,2.779166666666667,3901.0,1000
340,2.779166666666667,4001.0,1000
341,2.779166666666667,4101.0,1000
342,2.779166666666667,4201.0,1000
343,2.779166666666667,4301.0,1000
344,2.779166666666667,4401.0,1000
345,2.779166666666667,4501.0,1000
346,2.779166666666667,4601.0,1000
347,2.779166666666667,4701.0,1000
348,2.779166666666667,4801.0,1000
349,2.779166666666667,4901.0,1000
350,2.779166666666667,5001.0,1000
351,2.779166666666667,5101.0,1000
352,2.779166666666667,5201.0,1000
353,2.779166666666667,5301.0,1000
354,2.779166666666667,5401.0,1000
355,2.779166666666667,5501.0,1000
356,2.779166666666667,5601.0,1000
357,2.779166666666667,5701.0,1000
358,2.779166666666667,5801.0,1000
359,2.779166666666667,5901.0,1000
360,2.779166666666667,6001.0,1000
361,2.779166666666667,6101.0,1000
362,2.779166666666667,6201.0,1000
363,2.779166666666667,6301.0,1000
364,2.779166666666667,6401.0,1000
365,2.779166666666667,6501.0,1000
366,2.779166666666667,6601.0,1000
367,2.779166666666667,6701.0,1000
368,2.779166666666667,6801.0,1000
369,2.779166666666667,6901.0,1000
370,2.779166666666667,7001.0,1000
371,2.779166666666667,7101.0,1000
372,2.779166666666667,7201.0,1000
373,2.779166666666667,7301.0,1000
374,2.779166666666667,7401.0,1000
375,2.779166666666667,7501.0,1000
376,2.779166666666667,7601.0,1000
377,2.779166666666667,7701.0,1000
378,2.779166666666667,7801.0,1000
379,2.779166666666667,7901.0,1000
380,2.779166666666667,8001.0,1000
381,2.779166666666667,8101.0,1000
382,2.779166666666667,8201.0,1000
383,2.779166666666667,8301.0,1000
384,2.779166666666667,8401.0,1000
385,2.779166666666667,8501.0,1000
386,2.779166666666667,8601.0,1000
387,2.779166666666667,8701.0,1000
388,2.779166666666667,8801.0,1000
389,2.779166666666667,8901.0,1000
390,2.779166666666667,9001.0,1000
391,2.779166666666667,9101.0,1000
392,2.779166666666667,9201.0,1000
393,2.779166666666667,9301.0,1000
394,2.779166666666667,9401.0,1000
395,2.779166666666667,9501.0,1000
396,2.779166666666667,9601.0,1000
397,2.779166666666667,9701.0,1000
398,2.779166666666667,9801.0,1000
399,2.779166666666667,9901.0,1000
