,Simulation Number,Dipole.bendingRadius,Dipole.photonEnergy,Dipole.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
139,139,6.413461538461538,3901.0,1000,4325160000000.0,1000.0,100.0,3901.0,0.0,0.1289715270397368,0.089515258423267,4325160000000.0,,,,0.0007288954564182,0.0002381363614715
140,140,6.413461538461538,4001.0,1000,4268700000000.0,1000.0,100.0,4001.0,0.0,0.1401772902576657,0.0729994868993616,4268700000000.0,,,,0.0007360866704866,0.0002311663239182
141,141,6.413461538461538,4101.0,1000,4212270000000.0,1000.0,100.0,4101.0,0.0,0.1348206127636523,0.0862028847659067,4212270000000.0,,,,0.0007421301562562,0.0002240432101227
142,142,6.413461538461538,4201.0,1000,4155910000000.0,1000.0,100.0,4201.0,0.0,0.1197421467205659,0.0783541693387337,4155910000000.0,,,,0.0007470280912406,0.0002167913095892
143,143,6.413461538461538,4301.0,1000,4099680000000.0,1000.0,100.0,4301.0,0.0,0.1048782368847146,0.0822069560677578,4099680000000.0,,,,0.0007508377118745,0.0002094775554104
144,144,6.413461538461538,4401.0,1000,4043620000000.0,1000.0,100.0,4401.0,0.0,0.1243064700752848,0.0735613331319825,4043620000000.0,,,,0.000753307028847,0.0002021510311096
145,145,6.413461538461538,4501.0,1000,3987760000000.0,1000.0,100.0,4501.0,0.0,0.128135629618275,0.0841107614195333,3987760000000.0,,,,0.0007545901674698,0.0001948286206202
146,146,6.413461538461538,4601.0,1000,3932150000000.0,1000.0,100.0,4601.0,0.0,0.1115234624189834,0.0677053483605285,3932150000000.0,,,,0.0007545692875359,0.0001875648128096
147,147,6.413461538461538,4701.0,1000,3876820000000.0,1000.0,100.0,4701.0,0.0,0.1418273650276071,0.060944520023723,3876820000000.0,,,,0.0007533086998775,0.0001803938976848
148,148,6.413461538461538,4801.0,1000,3821790000000.0,1000.0,100.0,4801.0,0.0,0.1190577653800152,0.0833093942814173,3821790000000.0,,,,0.0007508723081398,0.0001733327709459
149,149,6.413461538461538,4901.0,1000,3767110000000.0,1000.0,100.0,4901.0,0.0,0.129841201150726,0.0779955473272085,3767110000000.0,,,,0.0007471741580977,0.0001664133946722
150,150,6.413461538461538,5001.0,1000,3712780000000.0,1000.0,100.0,5001.0,0.0,0.1185804328624264,0.0756009265709033,3712780000000.0,,,,0.000742314708794,0.0001596569816119
151,151,6.413461538461538,5101.0,1000,3658840000000.0,1000.0,100.0,5101.0,0.0,0.1218091353533298,0.0757606778026377,3658840000000.0,,,,0.0007364335535368,0.0001530834228172
152,152,6.413461538461538,5201.0,1000,3605300000000.0,1000.0,100.0,5201.0,0.0,0.1261434486866346,0.0595496424645707,3605300000000.0,,,,0.0007294522355828,0.0001466985104117
153,153,6.413461538461538,5301.0,1000,3552190000000.0,1000.0,100.0,5301.0,0.0,0.1503577846967698,0.0897269618044099,3552190000000.0,,,,0.000721591875761,0.0001405305218182
154,154,6.413461538461538,5401.0,1000,3499520000000.0,1000.0,100.0,5401.0,0.0,0.1527053891060063,0.0892999057621744,3499520000000.0,,,,0.0007127653469348,0.000134573217487
155,155,6.413461538461538,5501.0,1000,3447310000000.0,1000.0,100.0,5501.0,0.0,0.1160752765983711,0.0858994662434879,3447310000000.0,,,,0.0007031271035579,0.0001288380484678
156,156,6.413461538461538,5601.0,1000,3395560000000.0,1000.0,100.0,5601.0,0.0,0.1254910766488263,0.0869134992401511,3395560000000.0,,,,0.000692811949113,0.0001233389447232
157,157,6.413461538461538,5701.0,1000,3344300000000.0,1000.0,100.0,5701.0,0.0,0.121613670896493,0.0876416353299982,3344300000000.0,,,,0.0006818008333222,0.0001180606326762
158,158,6.413461538461538,5801.0,1000,3293540000000.0,1000.0,100.0,5801.0,0.0,0.1370009275388466,0.0756007861363599,3293540000000.0,,,,0.0006701899520368,0.0001130179598061
159,159,6.413461538461538,5901.0,1000,3243280000000.0,1000.0,100.0,5901.0,0.0,0.0901998215508621,0.0755232274044102,3243280000000.0,,,,0.0006581510832699,0.0001082067735328
160,160,6.413461538461538,6001.0,1000,3193540000000.0,1000.0,100.0,6001.0,0.0,0.126504885027619,0.0721371301445749,3193540000000.0,,,,0.0006456185279163,0.0001036114639855
161,161,6.413461538461538,6101.0,1000,3144320000000.0,1000.0,100.0,6101.0,0.0,0.1300155116365673,0.0805332561467353,3144320000000.0,,,,0.0006327617193431,9.925250958767209e-05
162,162,6.413461538461538,6201.0,1000,3095630000000.0,1000.0,100.0,6201.0,0.0,0.1469276025484245,0.0894571331002909,3095630000000.0,,,,0.0006195557110382,9.510018816481704e-05
163,163,6.413461538461538,6301.0,1000,3047470000000.0,1000.0,100.0,6301.0,0.0,0.1157665061326363,0.0829396947918642,3047470000000.0,,,,0.000606154582663,9.115710539614996e-05
164,164,6.413461538461538,6401.0,1000,2999850000000.0,1000.0,100.0,6401.0,0.0,0.1343096672764887,0.0978148157072156,2999850000000.0,,,,0.0005925819165049,8.741630381015728e-05
165,165,6.413461538461538,6501.0,1000,2952770000000.0,1000.0,100.0,6501.0,0.0,0.1146966531667842,0.0777932041666383,2952770000000.0,,,,0.0005788649424745,8.386447972458044e-05
166,166,6.413461538461538,6601.0,1000,2906250000000.0,1000.0,100.0,6601.0,0.0,0.1464525078649036,0.0672868982123587,2906250000000.0,,,,0.0005650772265231,8.049761304669305e-05
167,167,6.413461538461538,6701.0,1000,2860270000000.0,1000.0,100.0,6701.0,0.0,0.1299579336667046,0.0806483695809615,2860270000000.0,,,,0.0005512684627862,7.730233820202007e-05
168,168,6.413461538461538,6801.0,1000,2814850000000.0,1000.0,100.0,6801.0,0.0,0.1272172348272482,0.0899615316844076,2814850000000.0,,,,0.0005374554275005,7.42635218588451e-05
169,169,6.413461538461538,6901.0,1000,2769970000000.0,1000.0,100.0,6901.0,0.0,0.1254218161833054,0.0748127309450874,2769970000000.0,,,,0.0005237353437325,7.138268206453323e-05
170,170,6.413461538461538,7001.0,1000,2725660000000.0,1000.0,100.0,7001.0,0.0,0.1409562378179986,0.0627589657750901,2725660000000.0,,,,0.0005100517182671,6.863842503766644e-05
171,171,6.413461538461538,7101.0,1000,2681900000000.0,1000.0,100.0,7101.0,0.0,0.1102980191588605,0.083078846176578,2681900000000.0,,,,0.0004964908636431,6.6024296714701e-05
172,172,6.413461538461538,7201.0,1000,2638700000000.0,1000.0,100.0,7201.0,0.0,0.1229647428203723,0.0688630272984586,2638700000000.0,,,,0.0004831039003735,6.353169482057901e-05
173,173,6.413461538461538,7301.0,1000,2596050000000.0,1000.0,100.0,7301.0,0.0,0.102165010661548,0.0675598047801973,2596050000000.0,,,,0.0004698460354741,6.114431405338247e-05
174,174,6.413461538461538,7401.0,1000,2553950000000.0,1000.0,100.0,7401.0,0.0,0.1384480505946683,0.0789715615539828,2553950000000.0,,,,0.0004567498279474,5.885625018544172e-05
175,175,6.413461538461538,7501.0,1000,2512410000000.0,1000.0,100.0,7501.0,0.0,0.1428556209115988,0.0900016864212972,2512410000000.0,,,,0.0004439181457036,5.6660867317822016e-05
176,176,6.413461538461538,7601.0,1000,2471430000000.0,1000.0,100.0,7601.0,0.0,0.1305312897606398,0.0827538321991093,2471430000000.0,,,,0.0004312455291772,5.4540091964945495e-05
177,177,6.413461538461538,7701.0,1000,2430990000000.0,1000.0,100.0,7701.0,0.0,0.1398640522979753,0.067873204574888,2430990000000.0,,,,0.0004188517638871,5.2494746994684976e-05
178,178,6.413461538461538,7801.0,1000,2391090000000.0,1000.0,100.0,7801.0,0.0,0.1180294045056279,0.0809606035694631,2391090000000.0,,,,0.0004066637288885,5.0511934289214405e-05
179,179,6.413461538461538,7901.0,1000,2351750000000.0,1000.0,100.0,7901.0,0.0,0.1516507579648816,0.0734054799217125,2351750000000.0,,,,0.0003947133167031,4.858782309714394e-05
180,180,6.413461538461538,8001.0,1000,2312940000000.0,1000.0,100.0,8001.0,0.0,0.1646911223595363,0.0734544190123203,2312940000000.0,,,,0.0003830319256399,4.671467921148909e-05
181,181,6.413461538461538,8101.0,1000,2274680000000.0,1000.0,100.0,8101.0,0.0,0.121919736361908,0.079143754948936,2274680000000.0,,,,0.0003716080999113,4.488971659848718e-05
182,182,6.413461538461538,8201.0,1000,2236950000000.0,1000.0,100.0,8201.0,0.0,0.144944589278174,0.0782570750955057,2236950000000.0,,,,0.000360435182716,4.3103730665993527e-05
183,183,6.413461538461538,8301.0,1000,2199750000000.0,1000.0,100.0,8301.0,0.0,0.1153490264706767,0.0732134382103722,2199750000000.0,,,,0.0003495767638089,4.1357904224513215e-05
184,184,6.413461538461538,8401.0,1000,2163080000000.0,1000.0,100.0,8401.0,0.0,0.1315584568543573,0.0795761996867889,2163080000000.0,,,,0.0003389550079846,3.9650167576710986e-05
185,185,6.413461538461538,8501.0,1000,2126940000000.0,1000.0,100.0,8501.0,0.0,0.1143869442136669,0.0864288585126948,2126940000000.0,,,,0.0003285973597697,3.797505645088002e-05
186,186,6.413461538461538,8601.0,1000,2091320000000.0,1000.0,100.0,8601.0,0.0,0.1210003949242218,0.0848211936235783,2091320000000.0,,,,0.0003185115092463,3.633745957837272e-05
187,187,6.413461538461538,8701.0,1000,2056210000000.0,1000.0,100.0,8701.0,0.0,0.0953325010888938,0.0832846697267496,2056210000000.0,,,,0.0003086959754446,3.473769845536927e-05
188,188,6.413461538461538,8801.0,1000,2021620000000.0,1000.0,100.0,8801.0,0.0,0.1394311978707613,0.075812342385557,2021620000000.0,,,,0.0002991518971644,3.317679432888552e-05
189,189,6.413461538461538,8901.0,1000,1987530000000.0,1000.0,100.0,8901.0,0.0,0.1224463629753264,0.0681048017409157,1987530000000.0,,,,0.000289855740166,3.166188705503176e-05
190,190,6.413461538461538,9001.0,1000,1953950000000.0,1000.0,100.0,9001.0,0.0,0.1087607233848806,0.0797702630932499,1953950000000.0,,,,0.0002808178140172,3.019463598809028e-05
191,191,6.413461538461538,9101.0,1000,1920870000000.0,1000.0,100.0,9101.0,0.0,0.134511439984743,0.0871608710264836,1920870000000.0,,,,0.0002720522156795,2.8781565126369127e-05
192,192,6.413461538461538,9201.0,1000,1888280000000.0,1000.0,100.0,9201.0,0.0,0.131537980251203,0.0794575291258875,1888280000000.0,,,,0.0002635236832593,2.742815375906805e-05
193,193,6.413461538461538,9301.0,1000,1856180000000.0,1000.0,100.0,9301.0,0.0,0.1315816397868233,0.0811116046725276,1856180000000.0,,,,0.0002552572535473,2.615138960516852e-05
194,194,6.413461538461538,9401.0,1000,1824570000000.0,1000.0,100.0,9401.0,0.0,0.11850964663046,0.0798037219752924,1824570000000.0,,,,0.0002472245244531,2.495251920856573e-05
195,195,6.413461538461538,9501.0,1000,1793430000000.0,1000.0,100.0,9501.0,0.0,0.1043878368771238,0.0810409515445509,1793430000000.0,,,,0.0002394272906663,2.3844533688216603e-05
196,196,6.413461538461538,9601.0,1000,1762770000000.0,1000.0,100.0,9601.0,0.0,0.1153680722709416,0.0628919945472904,1762770000000.0,,,,0.0002318759280062,2.2845538823302527e-05
197,197,6.413461538461538,9701.0,1000,1732580000000.0,1000.0,100.0,9701.0,0.0,0.1274508967482432,0.0829874086600729,1732580000000.0,,,,0.0002245425968466,2.1958242610584585e-05
198,198,6.413461538461538,9801.0,1000,1702850000000.0,1000.0,100.0,9801.0,0.0,0.1361713960772393,0.0606184137337291,1702850000000.0,,,,0.0002174336471878,2.1210006026015748e-05
199,199,6.413461538461538,9901.0,1000,1673580000000.0,1000.0,100.0,9901.0,0.0,0.1231578850529388,0.0868305232269588,1673580000000.0,,,,0.0002105499215561,2.060869650345569e-05
200,200,4.16875,1.0,1000,648890000000.0,1000.0,100.0,1.0,0.0,0.1084234755716808,0.0823751997662063,648890000000.0,,,,,
201,201,4.16875,101.0,1000,2882200000000.0,1000.0,100.0,101.0,0.0,0.0982861596304846,0.0734839869820584,2882200000000.0,,,,1.2013476835232562e-05,5.858712380153231e-06
202,202,4.16875,201.0,1000,3518430000000.0,1000.0,100.0,201.0,0.0,0.1210982096958197,0.0742944640321782,3518430000000.0,,,,2.9391789799324672e-05,1.740658707845018e-05
203,203,4.16875,301.0,1000,3923050000000.0,1000.0,100.0,301.0,0.0,0.1189931489574461,0.0829325898166128,3923050000000.0,,,,5.034005197468639e-05,2.74179063274242e-05
204,204,4.16875,401.0,1000,4216560000000.0,1000.0,100.0,401.0,0.0,0.1272831661951209,0.075177579349824,4216560000000.0,,,,7.292707609914683e-05,3.92486775343264e-05
205,205,4.16875,501.0,1000,4442710000000.0,1000.0,100.0,501.0,0.0,0.1316938960213143,0.0878155513128857,4442710000000.0,,,,9.65778457391753e-05,5.4030358700842e-05
206,206,4.16875,601.0,1000,4622990000000.0,1000.0,100.0,601.0,0.0,0.1304190390563115,0.073382911706804,4622990000000.0,,,,0.0001205294071111,6.878946791238914e-05
207,207,4.16875,701.0,1000,4769720000000.0,1000.0,100.0,701.0,0.0,0.1603687775940296,0.0754763768982366,4769720000000.0,,,,0.0001455069497637,8.280746637333394e-05
208,208,4.16875,801.0,1000,4890720000000.0,1000.0,100.0,801.0,0.0,0.1298777311609709,0.0772498116267975,4890720000000.0,,,,0.0001707831211665,9.57447995616356e-05
209,209,4.16875,901.0,1000,4991300000000.0,1000.0,100.0,901.0,0.0,0.1289193630225111,0.082176688019269,4991300000000.0,,,,0.0001962712357106,0.0001074301417816
210,210,4.16875,1001.0,1000,5075240000000.0,1000.0,100.0,1001.0,0.0,0.1086707816256599,0.0732939265896794,5075240000000.0,,,,0.0002219255232276,0.0001168715910226
211,211,4.16875,1101.0,1000,5145360000000.0,1000.0,100.0,1101.0,0.0,0.1305988648812042,0.0789408361819914,5145360000000.0,,,,0.0002476135800629,0.0001245760896013
212,212,4.16875,1201.0,1000,5203810000000.0,1000.0,100.0,1201.0,0.0,0.1406521149732592,0.0769807362627219,5203810000000.0,,,,0.0002732418606138,0.0001740071798973
213,213,4.16875,1301.0,1000,5252250000000.0,1000.0,100.0,1301.0,0.0,0.1261592444984718,0.0576434010611661,5252250000000.0,,,,0.0002987702226819,0.0001891902308716
214,214,4.16875,1401.0,1000,5292060000000.0,1000.0,100.0,1401.0,0.0,0.1090130034508853,0.0634613851715825,5292060000000.0,,,,0.0003239121724565,0.0002116745257076
215,215,4.16875,1501.0,1000,5324320000000.0,1000.0,100.0,1501.0,0.0,0.1181206561919385,0.0818280564173034,5324320000000.0,,,,0.0003482898360542,0.0002262452514298
216,216,4.16875,1601.0,1000,5349940000000.0,1000.0,100.0,1601.0,0.0,0.1723742084060329,0.0736912117438714,5349940000000.0,,,,0.0003711267507933,0.000241668661773
217,217,4.16875,1701.0,1000,5369680000000.0,1000.0,100.0,1701.0,0.0,0.0969422927227106,0.0893167585678023,5369680000000.0,,,,0.0003916357905612,0.0002539611071093
218,218,4.16875,1801.0,1000,5384190000000.0,1000.0,100.0,1801.0,0.0,0.1510387019514611,0.0805930772324094,5384190000000.0,,,,0.0004089752822921,0.0002653277549451
219,219,4.16875,1901.0,1000,5394010000000.0,1000.0,100.0,1901.0,0.0,0.1107982813790555,0.0862599019938963,5394010000000.0,,,,0.0004357401697188,0.0002757544123691
220,220,4.16875,2001.0,1000,5399630000000.0,1000.0,100.0,2001.0,0.0,0.1237494858067733,0.1060269458183164,5399630000000.0,,,,0.0004604507541928,0.0002848217078552
221,221,4.16875,2101.0,1000,5401440000000.0,1000.0,100.0,2101.0,0.0,0.1325064646889659,0.086541902567826,5401440000000.0,,,,0.0004848676611876,0.0002923736795269
222,222,4.16875,2201.0,1000,5399820000000.0,1000.0,100.0,2201.0,0.0,0.125835245446047,0.0785138954084123,5399820000000.0,,,,0.000508869181071,0.0003054362680326
223,223,4.16875,2301.0,1000,5395080000000.0,1000.0,100.0,2301.0,0.0,0.1300538767554708,0.0796033214429436,5395080000000.0,,,,0.0005324947989546,0.0003043042478438
224,224,4.16875,2401.0,1000,5387500000000.0,1000.0,100.0,2401.0,0.0,0.1483109157688393,0.0782143329231102,5387500000000.0,,,,0.0005558592311933,0.0003040799486154
225,225,4.16875,2501.0,1000,5377330000000.0,1000.0,100.0,2501.0,0.0,0.1232192888139144,0.0766759934354429,5377330000000.0,,,,0.0005787469836529,0.0003071587531159
226,226,4.16875,2601.0,1000,5364800000000.0,1000.0,100.0,2601.0,0.0,0.1553223038666216,0.0711547102814458,5364800000000.0,,,,0.000601265434401,0.0003099227503911
227,227,4.16875,2701.0,1000,5350110000000.0,1000.0,100.0,2701.0,0.0,0.0967295722229104,0.079533181113377,5350110000000.0,,,,0.0006234828401781,0.0003114967899023
228,228,4.16875,2801.0,1000,5333430000000.0,1000.0,100.0,2801.0,0.0,0.1373948316613706,0.0835874785396575,5333430000000.0,,,,0.0006451967498008,0.0003108970753082
229,229,4.16875,2901.0,1000,5314940000000.0,1000.0,100.0,2901.0,0.0,0.1200108235621317,0.0737092250997017,5314940000000.0,,,,0.0006666212337164,0.0003113134883143
230,230,4.16875,3001.0,1000,5294780000000.0,1000.0,100.0,3001.0,0.0,0.1213185004088338,0.0866242639799269,5294780000000.0,,,,0.0006875548148596,0.0003107881727713
231,231,4.16875,3101.0,1000,5273080000000.0,1000.0,100.0,3101.0,0.0,0.1263488058566097,0.0719854772176893,5273080000000.0,,,,0.0007080753206859,0.0003093737110846
232,232,4.16875,3201.0,1000,5249980000000.0,1000.0,100.0,3201.0,0.0,0.120640501673025,0.0667736011462914,5249980000000.0,,,,0.0007282322867125,0.0003080286356244
233,233,4.16875,3301.0,1000,5225580000000.0,1000.0,100.0,3301.0,0.0,0.1420168242867366,0.070325247633557,5225580000000.0,,,,0.000747807212873,0.0003058523099236
234,234,4.16875,3401.0,1000,5199990000000.0,1000.0,100.0,3401.0,0.0,0.1177162091711342,0.0794323057964682,5199990000000.0,,,,0.0007668837297307,0.0003028264242187
235,235,4.16875,3501.0,1000,5173300000000.0,1000.0,100.0,3501.0,0.0,0.1227697791002778,0.0778073738112482,5173300000000.0,,,,0.0007854676687596,0.0002990846447759
236,236,4.16875,3601.0,1000,5145600000000.0,1000.0,100.0,3601.0,0.0,0.1239222962280693,0.0742399421373973,5145600000000.0,,,,0.0008033339540672,0.0002947378671084
237,237,4.16875,3701.0,1000,5116970000000.0,1000.0,100.0,3701.0,0.0,0.1273731680856573,0.079714378942374,5116970000000.0,,,,0.000820551182874,0.0002897573543984
238,238,4.16875,3801.0,1000,5087500000000.0,1000.0,100.0,3801.0,0.0,0.12386122028388,0.0837057032263674,5087500000000.0,,,,0.000836883565272,0.0002843162759401
239,239,4.16875,3901.0,1000,5057240000000.0,1000.0,100.0,3901.0,0.0,0.1098179133923832,0.0872372602141689,5057240000000.0,,,,0.0008522688774557,0.0002784435102258
240,240,4.16875,4001.0,1000,5026260000000.0,1000.0,100.0,4001.0,0.0,0.121604938279865,0.0683686007664184,5026260000000.0,,,,0.0008667189046783,0.0002721910762661
241,241,4.16875,4101.0,1000,4994630000000.0,1000.0,100.0,4101.0,0.0,0.098435707981831,0.0801773404006788,4994630000000.0,,,,0.0008799686492893,0.0002656555583036
242,242,4.16875,4201.0,1000,4962390000000.0,1000.0,100.0,4201.0,0.0,0.1384389190145126,0.0757868015832746,4962390000000.0,,,,0.0008919935055599,0.0002588610019929
243,243,4.16875,4301.0,1000,4929610000000.0,1000.0,100.0,4301.0,0.0,0.1269560312341893,0.0869647687621342,4929610000000.0,,,,0.0009028356098119,0.0002518837206628
244,244,4.16875,4401.0,1000,4896320000000.0,1000.0,100.0,4401.0,0.0,0.1050745700564751,0.0936043537743244,4896320000000.0,,,,0.000912160952682,0.0002447797114077
245,245,4.16875,4501.0,1000,4862580000000.0,1000.0,100.0,4501.0,0.0,0.1234380297301176,0.0759233394082382,4862580000000.0,,,,0.0009201293599754,0.0002375694008805
246,246,4.16875,4601.0,1000,4828430000000.0,1000.0,100.0,4601.0,0.0,0.143776577155101,0.0810497906285664,4828430000000.0,,,,0.0009265630723693,0.0002303176555101
247,247,4.16875,4701.0,1000,4793900000000.0,1000.0,100.0,4701.0,0.0,0.1256812541828069,0.0724182489664514,4793900000000.0,,,,0.0009315074149284,0.0002230669224032
248,248,4.16875,4801.0,1000,4759040000000.0,1000.0,100.0,4801.0,0.0,0.120627089887345,0.0799676052177717,4759040000000.0,,,,0.0009350150974621,0.0002158406375658
249,249,4.16875,4901.0,1000,4723880000000.0,1000.0,100.0,4901.0,0.0,0.128361474854907,0.0864745175554421,4723880000000.0,,,,0.0009369413322029,0.0002086790422431
250,250,4.16875,5001.0,1000,4688450000000.0,1000.0,100.0,5001.0,0.0,0.1296682936372976,0.0797880263989089,4688450000000.0,,,,0.0009373853006225,0.0002016127471701
251,251,4.16875,5101.0,1000,4652780000000.0,1000.0,100.0,5101.0,0.0,0.1153199753780103,0.0750235401392744,4652780000000.0,,,,0.0009364889717028,0.0001946692088245
252,252,4.16875,5201.0,1000,4616910000000.0,1000.0,100.0,5201.0,0.0,0.1415265557932054,0.0835153790810863,4616910000000.0,,,,0.0009341290103416,0.0001878605995909
253,253,4.16875,5301.0,1000,4580850000000.0,1000.0,100.0,5301.0,0.0,0.1417348443478513,0.0702899996293552,4580850000000.0,,,,0.0009305538679181,0.0001812260157455
254,254,4.16875,5401.0,1000,4544640000000.0,1000.0,100.0,5401.0,0.0,0.1460509427734069,0.0802540711094109,4544640000000.0,,,,0.0009256303453884,0.0001747630609684
255,255,4.16875,5501.0,1000,4508290000000.0,1000.0,100.0,5501.0,0.0,0.1248911843619837,0.0751588692419823,4508290000000.0,,,,0.0009195288180347,0.0001684905870162
256,256,4.16875,5601.0,1000,4471840000000.0,1000.0,100.0,5601.0,0.0,0.1233352400503832,0.0792241908780936,4471840000000.0,,,,0.0009124103790013,0.0001624333030697
257,257,4.16875,5701.0,1000,4435300000000.0,1000.0,100.0,5701.0,0.0,0.1424363616120947,0.0796250255279186,4435300000000.0,,,,0.0009042224788548,0.0001565751649399
258,258,4.16875,5801.0,1000,4398700000000.0,1000.0,100.0,5801.0,0.0,0.1406072186233823,0.0840233401646832,4398700000000.0,,,,0.0008950747651537,0.0001509415704072
259,259,4.16875,5901.0,1000,4362040000000.0,1000.0,100.0,5901.0,0.0,0.1417053430629928,0.0724574855827695,4362040000000.0,,,,0.0008851783846189,0.0001455323852462
260,260,4.16875,6001.0,1000,4325360000000.0,1000.0,100.0,6001.0,0.0,0.1309196972700009,0.0704345566882829,4325360000000.0,,,,0.0008744316826807,0.0001403323214565
261,261,4.16875,6101.0,1000,4288660000000.0,1000.0,100.0,6101.0,0.0,0.1550839246509443,0.0951297102313712,4288660000000.0,,,,0.0008630482505845,0.0001353743473209
262,262,4.16875,6201.0,1000,4251970000000.0,1000.0,100.0,6201.0,0.0,0.1480854171755031,0.0836636735548809,4251970000000.0,,,,0.0008509842250732,0.0001306238623708
263,263,4.16875,6301.0,1000,4215290000000.0,1000.0,100.0,6301.0,0.0,0.1184818560659133,0.0884591977137,4215290000000.0,,,,0.0008384388856178,0.0001260893904797
264,264,4.16875,6401.0,1000,4178640000000.0,1000.0,100.0,6401.0,0.0,0.1327275518094506,0.0772268003439037,4178640000000.0,,,,0.0008254367716999,0.0001217665095765
265,265,4.16875,6501.0,1000,4142040000000.0,1000.0,100.0,6501.0,0.0,0.1264825836603816,0.0890607734729189,4142040000000.0,,,,0.0008120110087569,0.000117642088479
266,266,4.16875,6601.0,1000,4105490000000.0,1000.0,100.0,6601.0,0.0,0.0939446200511166,0.1017401206191813,4105490000000.0,,,,0.0007982516654515,0.0001137142865847
267,267,4.16875,6701.0,1000,4069020000000.0,1000.0,100.0,6701.0,0.0,0.140480126550061,0.0974365336994106,4069020000000.0,,,,0.0007842344955008,0.0001099703035695
268,268,4.16875,6801.0,1000,4032620000000.0,1000.0,100.0,6801.0,0.0,0.1248334320873095,0.0791765357151293,4032620000000.0,,,,0.0007699712261922,0.0001063916597752
269,269,4.16875,6901.0,1000,3996320000000.0,1000.0,100.0,6901.0,0.0,0.1407673245469982,0.0945507630484899,3996320000000.0,,,,0.0007556089159324,0.0001029859673527
270,270,4.16875,7001.0,1000,3960120000000.0,1000.0,100.0,7001.0,0.0,0.126465959293595,0.085006743316896,3960120000000.0,,,,0.0007410557481652,9.972498395257062e-05
271,271,4.16875,7101.0,1000,3924030000000.0,1000.0,100.0,7101.0,0.0,0.1346684004474796,0.0930176714250894,3924030000000.0,,,,0.0007264420909287,9.660364705521764e-05
272,272,4.16875,7201.0,1000,3888060000000.0,1000.0,100.0,7201.0,0.0,0.1382950123614676,0.0794029350365786,3888060000000.0,,,,0.000711841797433,9.361240056243622e-05
273,273,4.16875,7301.0,1000,3852210000000.0,1000.0,100.0,7301.0,0.0,0.120121301906684,0.0795979164072173,3852210000000.0,,,,0.0006971921173759,9.073043201771172e-05
274,274,4.16875,7401.0,1000,3816500000000.0,1000.0,100.0,7401.0,0.0,0.1739132982877242,0.0794181888546219,3816500000000.0,,,,0.0006825449669576,8.79519484847935e-05
275,275,4.16875,7501.0,1000,3780940000000.0,1000.0,100.0,7501.0,0.0,0.1281397490066742,0.0769388443666182,3780940000000.0,,,,0.0006680549248796,8.526925926765376e-05
276,276,4.16875,7601.0,1000,3745520000000.0,1000.0,100.0,7601.0,0.0,0.1270882974214668,0.0955756752239501,3745520000000.0,,,,0.0006535644361539,8.265700637142976e-05
277,277,4.16875,7701.0,1000,3710260000000.0,1000.0,100.0,7701.0,0.0,0.1439126511103435,0.0722450976472404,3710260000000.0,,,,0.0006392658733601,8.011927650237141e-05
278,278,4.16875,7801.0,1000,3675170000000.0,1000.0,100.0,7801.0,0.0,0.1106100284587121,0.0689450346896264,3675170000000.0,,,,0.0006250531500274,7.763820916054692e-05
279,279,4.16875,7901.0,1000,3640240000000.0,1000.0,100.0,7901.0,0.0,0.1545343709271967,0.0757692257463144,3640240000000.0,,,,0.0006109710658001,7.520839253795993e-05
280,280,4.16875,8001.0,1000,3605490000000.0,1000.0,100.0,8001.0,0.0,0.1360096471985082,0.059401500811807,3605490000000.0,,,,0.0005970832695944,7.282044011095478e-05
281,281,4.16875,8101.0,1000,3570910000000.0,1000.0,100.0,8101.0,0.0,0.1360329943559673,0.0709246769667922,3570910000000.0,,,,0.0005833695640944,7.047019268587399e-05
282,282,4.16875,8201.0,1000,3536530000000.0,1000.0,100.0,8201.0,0.0,0.1202336810321273,0.0574701396321422,3536530000000.0,,,,0.0005698338526703,6.814530347670089e-05
283,283,4.16875,8301.0,1000,3502330000000.0,1000.0,100.0,8301.0,0.0,0.1190223779749855,0.077986101139703,3502330000000.0,,,,0.0005565783326245,6.584795031373536e-05
284,284,4.16875,8401.0,1000,3468320000000.0,1000.0,100.0,8401.0,0.0,0.1199319245450533,0.0976542484613794,3468320000000.0,,,,0.0005434863404466,6.35757665965467e-05
285,285,4.16875,8501.0,1000,3434510000000.0,1000.0,100.0,8501.0,0.0,0.1276941852360183,0.1088935504004196,3434510000000.0,,,,0.0005306077830605,6.132082293393886e-05
286,286,4.16875,8601.0,1000,3400900000000.0,1000.0,100.0,8601.0,0.0,0.1392397586757818,0.0772828727072832,3400900000000.0,,,,0.0005179627181855,5.909189711765191e-05
287,287,4.16875,8701.0,1000,3367490000000.0,1000.0,100.0,8701.0,0.0,0.1641104739031716,0.0777159177310932,3367490000000.0,,,,0.0005055566359224,5.689051807523135e-05
288,288,4.16875,8801.0,1000,3334290000000.0,1000.0,100.0,8801.0,0.0,0.1442331026132703,0.0717267776381241,3334290000000.0,,,,0.0004933959790645,5.471901423752224e-05
