Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1347.34,132100000000000.0,4042.01,408800000000.0,6736.69,1366000000.0,9431.36,4624000.0,12126.0,15730.0
1343.73,139700000000000.0,4031.19,485200000000.0,6718.65,1819000000.0,9406.11,6911000.0,12093.6,26380.0
1340.03,147500000000000.0,4020.1,572600000000.0,6700.16,2400000000.0,9380.23,10200000.0,12060.3,43530.0
1336.25,155500000000000.0,4008.75,672300000000.0,6681.25,3139000000.0,9353.74,14860000.0,12026.2,70680.0
1332.38,163700000000000.0,3997.14,785300000000.0,6661.9,4072000000.0,9326.66,21410000.0,11991.4,113100.0
1328.43,172000000000000.0,3985.28,912900000000.0,6642.13,5240000000.0,9298.98,30490000.0,11955.8,178300.0
1324.39,180400000000000.0,3973.17,1057000000000.0,6621.95,6692000000.0,9270.73,42990000.0,11919.5,277500.0
1320.27,189000000000000.0,3960.82,1217000000000.0,6601.37,8486000000.0,9241.92,59990000.0,11882.5,426200.0
1316.08,197700000000000.0,3948.24,1397000000000.0,6580.39,10690000000.0,9212.55,82940000.0,11844.7,646800.0
1311.81,206700000000000.0,3935.42,1597000000000.0,6559.03,13370000000.0,9182.64,113600000.0,11806.3,970100.0
1307.46,215600000000000.0,3922.38,1819000000000.0,6537.29,16630000000.0,9152.21,154300000.0,11767.1,1439000.0
1303.04,224700000000000.0,3909.11,2064000000000.0,6515.19,20560000000.0,9121.26,207800000.0,11727.3,2112000.0
1298.54,234100000000000.0,3895.63,2334000000000.0,6492.72,25280000000.0,9089.81,277700000.0,11686.9,3068000.0
1293.98,243400000000000.0,3881.94,2631000000000.0,6469.91,30900000000.0,9057.87,368300000.0,11645.8,4413000.0
1289.35,252700000000000.0,3868.05,2957000000000.0,6446.75,37580000000.0,9025.45,484800000.0,11604.1,6289000.0
1284.65,262200000000000.0,3853.96,3313000000000.0,6423.26,45480000000.0,8992.56,633800000.0,11561.9,8882000.0
1279.89,272000000000000.0,3839.67,3700000000000.0,6399.45,54770000000.0,8959.23,823000000.0,11519.0,12440000.0
1275.06,281800000000000.0,3825.19,4122000000000.0,6375.32,65650000000.0,8925.45,1062000000.0,11475.6,17270000.0
1270.18,291400000000000.0,3810.54,4580000000000.0,6350.89,78350000000.0,8891.25,1361000000.0,11431.6,23790000.0
1265.23,301300000000000.0,3795.7,5075000000000.0,6326.17,93100000000.0,8856.63,1735000000.0,11387.1,32520000.0
1260.23,311400000000000.0,3780.69,5609000000000.0,6301.15,110200000000.0,8821.61,2199000000.0,11342.1,44130000.0
1255.17,321300000000000.0,3765.52,6185000000000.0,6275.86,129900000000.0,8786.21,2770000000.0,11296.6,59440000.0
1250.06,331400000000000.0,3750.18,6804000000000.0,6250.3,152500000000.0,8750.42,3472000000.0,11250.5,79530000.0
1244.9,341700000000000.0,3734.69,7469000000000.0,6224.48,178300000000.0,8714.28,4329000000.0,11204.1,105700000.0
1239.68,351900000000000.0,3719.05,8180000000000.0,6198.41,207900000000.0,8677.78,5370000000.0,11157.1,139600000.0
1234.42,362000000000000.0,3703.26,8941000000000.0,6172.1,241400000000.0,8640.94,6629000000.0,11109.8,183100000.0
1229.11,372500000000000.0,3687.34,9752000000000.0,6145.56,279500000000.0,8603.78,8145000000.0,11062.0,238800000.0
1223.76,382900000000000.0,3671.28,10620000000000.0,6118.79,322500000000.0,8566.31,9962000000.0,11013.8,309700000.0
1218.36,393000000000000.0,3655.09,11540000000000.0,6091.81,370900000000.0,8528.53,12130000000.0,10965.3,399300000.0
1212.92,403700000000000.0,3638.77,12510000000000.0,6064.62,425300000000.0,8490.47,14710000000.0,10916.3,512000000.0
1207.45,414100000000000.0,3622.34,13540000000000.0,6037.23,486200000000.0,8452.13,17760000000.0,10867.0,653000000.0
1201.93,424300000000000.0,3605.79,14640000000000.0,6009.66,554200000000.0,8413.52,21360000000.0,10817.4,828500000.0
1196.38,435000000000000.0,3589.14,15790000000000.0,5981.9,630000000000.0,8374.66,25590000000.0,10767.4,1046000000.0
1190.79,445500000000000.0,3572.38,17010000000000.0,5953.97,714200000000.0,8335.56,30530000000.0,10717.2,1314000000.0
1185.18,456000000000000.0,3555.53,18290000000000.0,5925.88,807600000000.0,8296.23,36300000000.0,10666.6,1643000000.0
1179.53,466500000000000.0,3538.58,19640000000000.0,5897.63,910700000000.0,8256.69,43010000000.0,10615.7,2045000000.0
1173.85,477100000000000.0,3521.54,21060000000000.0,5869.24,1025000000000.0,8216.94,50770000000.0,10564.6,2534000000.0
1168.14,487600000000000.0,3504.42,22550000000000.0,5840.71,1150000000000.0,8176.99,59740000000.0,10513.3,3126000000.0
1162.41,498100000000000.0,3487.23,24100000000000.0,5812.04,1287000000000.0,8136.86,70060000000.0,10461.7,3839000000.0
1156.65,508600000000000.0,3469.95,25730000000000.0,5783.25,1438000000000.0,8096.56,81890000000.0,10409.9,4697000000.0
1150.87,519000000000000.0,3452.61,27450000000000.0,5754.35,1602000000000.0,8056.09,95420000000.0,10357.8,5723000000.0
1145.07,529500000000000.0,3435.21,29230000000000.0,5725.34,1782000000000.0,8015.48,110900000000.0,10305.6,6945000000.0
