Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1139.25,539900000000000.0,3417.74,31080000000000.0,5696.23,1977000000000.0,7974.72,128400000000.0,10253.2,8397000000.0
1133.41,550400000000000.0,3400.22,33010000000000.0,5667.03,2190000000000.0,7933.84,148300000000.0,10200.7,10110000000.0
1127.55,560700000000000.0,3382.64,35020000000000.0,5637.74,2420000000000.0,7892.84,170800000000.0,10147.9,12140000000.0
1121.68,571100000000000.0,3365.03,37100000000000.0,5608.38,2669000000000.0,7851.73,196100000000.0,10095.1,14520000000.0
1115.79,581400000000000.0,3347.36,39260000000000.0,5578.94,2939000000000.0,7810.51,224600000000.0,10042.1,17300000000.0
1109.89,591700000000000.0,3329.66,41510000000000.0,5549.44,3229000000000.0,7769.21,256600000000.0,9988.99,20550000000.0
1103.98,602000000000000.0,3311.93,43830000000000.0,5519.88,3542000000000.0,7727.83,292400000000.0,9935.79,24330000000.0
1098.05,612200000000000.0,3294.16,46230000000000.0,5490.27,3877000000000.0,7686.38,332300000000.0,9882.49,28710000000.0
1092.12,622400000000000.0,3276.37,48710000000000.0,5460.62,4238000000000.0,7644.87,376800000000.0,9829.12,33770000000.0
1086.19,632500000000000.0,3258.56,51280000000000.0,5430.94,4624000000000.0,7603.31,426200000000.0,9775.68,39610000000.0
1080.24,642600000000000.0,3240.73,53920000000000.0,5401.22,5036000000000.0,7561.7,481000000000.0,9722.19,46310000000.0
1074.3,652600000000000.0,3222.89,56650000000000.0,5371.48,5477000000000.0,7520.07,541600000000.0,9668.66,53990000000.0
1068.34,662600000000000.0,3205.03,59450000000000.0,5341.71,5947000000000.0,7478.4,608400000000.0,9615.09,62770000000.0
1062.39,672500000000000.0,3187.17,62340000000000.0,5311.94,6446000000000.0,7436.72,682100000000.0,9561.5,72770000000.0
1056.43,682300000000000.0,3169.3,65310000000000.0,5282.16,6978000000000.0,7395.03,763000000000.0,9507.89,84130000000.0
1050.48,692100000000000.0,3151.43,68350000000000.0,5252.38,7542000000000.0,7353.34,851700000000.0,9454.29,97000000000.0
1044.52,701900000000000.0,3133.57,71480000000000.0,5222.61,8139000000000.0,7311.65,948800000000.0,9400.7,111600000000.0
1038.57,711500000000000.0,3115.71,74690000000000.0,5192.85,8772000000000.0,7269.99,1055000000000.0,9347.12,128000000000.0
1032.62,721100000000000.0,3097.86,77980000000000.0,5163.1,9441000000000.0,7228.34,1171000000000.0,9293.58,146400000000.0
1026.67,730700000000000.0,3080.02,81350000000000.0,5133.37,10150000000000.0,7186.72,1296000000000.0,9240.07,167100000000.0
1020.73,740200000000000.0,3062.2,84790000000000.0,5103.67,10890000000000.0,7145.14,1433000000000.0,9186.61,190300000000.0
1014.8,749600000000000.0,3044.4,88310000000000.0,5074.01,11670000000000.0,7103.61,1582000000000.0,9133.21,216200000000.0
1008.87,758900000000000.0,3026.62,91910000000000.0,5044.37,12500000000000.0,7062.12,1742000000000.0,9079.87,245100000000.0
1002.96,768200000000000.0,3008.87,95580000000000.0,5014.78,13360000000000.0,7020.7,1916000000000.0,9026.61,277100000000.0
997.048,777400000000000.0,2991.14,99330000000000.0,4985.24,14270000000000.0,6979.33,2103000000000.0,8973.43,312700000000.0
991.149,786500000000000.0,2973.45,103100000000000.0,4955.74,15220000000000.0,6938.04,2304000000000.0,8920.34,352100000000.0
985.26,795500000000000.0,2955.78,107000000000000.0,4926.3,16220000000000.0,6896.82,2521000000000.0,8867.34,395700000000.0
979.384,804500000000000.0,2938.15,111000000000000.0,4896.92,17260000000000.0,6855.69,2754000000000.0,8814.46,443600000000.0
973.52,813400000000000.0,2920.56,115000000000000.0,4867.6,18350000000000.0,6814.64,3004000000000.0,8761.68,496500000000.0
967.67,822200000000000.0,2903.01,119100000000000.0,4838.35,19480000000000.0,6773.69,3271000000000.0,8709.03,554500000000.0
961.834,830900000000000.0,2885.5,123300000000000.0,4809.17,20670000000000.0,6732.84,3556000000000.0,8656.5,618000000000.0
956.012,839600000000000.0,2868.04,127500000000000.0,4780.06,21900000000000.0,6692.09,3861000000000.0,8604.11,687600000000.0
950.207,848100000000000.0,2850.62,131800000000000.0,4751.03,23180000000000.0,6651.45,4186000000000.0,8551.86,763500000000.0
944.417,856600000000000.0,2833.25,136200000000000.0,4722.09,24510000000000.0,6610.92,4532000000000.0,8499.75,846300000000.0
938.645,865000000000000.0,2815.93,140600000000000.0,4693.22,25890000000000.0,6570.51,4899000000000.0,8447.8,936400000000.0
932.89,873400000000000.0,2798.67,145100000000000.0,4664.45,27320000000000.0,6530.23,5289000000000.0,8396.01,1034000000000.0
927.154,881600000000000.0,2781.46,149600000000000.0,4635.77,28810000000000.0,6490.08,5702000000000.0,8344.38,1140000000000.0
921.436,889800000000000.0,2764.31,154200000000000.0,4607.18,30350000000000.0,6450.06,6140000000000.0,8292.93,1255000000000.0
915.739,897800000000000.0,2747.22,158900000000000.0,4578.69,31940000000000.0,6410.17,6603000000000.0,8241.65,1380000000000.0
910.061,905800000000000.0,2730.18,163600000000000.0,4550.3,33580000000000.0,6370.43,7092000000000.0,8190.55,1514000000000.0
904.404,913800000000000.0,2713.21,168300000000000.0,4522.02,35280000000000.0,6330.83,7607000000000.0,8139.64,1658000000000.0
898.768,921600000000000.0,2696.3,173100000000000.0,4493.84,37030000000000.0,6291.38,8151000000000.0,8088.91,1813000000000.0
893.154,929300000000000.0,2679.46,178000000000000.0,4465.77,38840000000000.0,6252.08,8722000000000.0,8038.39,1980000000000.0
887.562,937000000000000.0,2662.69,182900000000000.0,4437.81,40700000000000.0,6212.94,9323000000000.0,7988.06,2159000000000.0
881.993,944600000000000.0,2645.98,187800000000000.0,4409.97,42610000000000.0,6173.95,9954000000000.0,7937.94,2351000000000.0
876.447,952100000000000.0,2629.34,192800000000000.0,4382.24,44580000000000.0,6135.13,10620000000000.0,7888.03,2556000000000.0
870.925,959500000000000.0,2612.77,197800000000000.0,4354.62,46600000000000.0,6096.47,11310000000000.0,7838.32,2775000000000.0
865.427,966800000000000.0,2596.28,202900000000000.0,4327.13,48680000000000.0,6057.99,12030000000000.0,7788.84,3009000000000.0
859.953,974100000000000.0,2579.86,208000000000000.0,4299.76,50810000000000.0,6019.67,12790000000000.0,7739.58,3258000000000.0
854.504,981200000000000.0,2563.51,213100000000000.0,4272.52,53000000000000.0,5981.53,13590000000000.0,7690.53,3523000000000.0
849.08,988300000000000.0,2547.24,218300000000000.0,4245.4,55240000000000.0,5943.56,14410000000000.0,7641.72,3804000000000.0
843.681,995300000000000.0,2531.04,223500000000000.0,4218.41,57530000000000.0,5905.77,15270000000000.0,7593.13,4103000000000.0
838.309,1002000000000000.0,2514.93,228700000000000.0,4191.55,59880000000000.0,5868.16,16170000000000.0,7544.78,4419000000000.0
832.963,1009000000000000.0,2498.89,234000000000000.0,4164.81,62280000000000.0,5830.74,17110000000000.0,7496.66,4754000000000.0
827.643,1016000000000000.0,2482.93,239300000000000.0,4138.21,64770000000000.0,5793.5,18080000000000.0,7448.79,5108000000000.0
822.35,1023000000000000.0,2467.05,244600000000000.0,4111.75,67280000000000.0,5756.45,19080000000000.0,7401.15,5482000000000.0
817.084,1029000000000000.0,2451.25,249900000000000.0,4085.42,69840000000000.0,5719.59,20130000000000.0,7353.75,5876000000000.0
811.845,1036000000000000.0,2435.54,255300000000000.0,4059.23,72460000000000.0,5682.92,21210000000000.0,7306.61,6291000000000.0
806.634,1042000000000000.0,2419.9,260600000000000.0,4033.17,75120000000000.0,5646.44,22340000000000.0,7259.71,6729000000000.0
801.451,1048000000000000.0,2404.35,266000000000000.0,4007.25,77830000000000.0,5610.15,23500000000000.0,7213.05,7188000000000.0
796.295,1055000000000000.0,2388.89,271400000000000.0,3981.48,80600000000000.0,5574.07,24700000000000.0,7166.66,7671000000000.0
791.168,1061000000000000.0,2373.5,276800000000000.0,3955.84,83410000000000.0,5538.18,25940000000000.0,7120.51,8177000000000.0
786.069,1067000000000000.0,2358.21,282300000000000.0,3930.35,86270000000000.0,5502.48,27230000000000.0,7074.62,8708000000000.0
780.999,1073000000000000.0,2343.0,287700000000000.0,3904.99,89180000000000.0,5466.99,28550000000000.0,7028.99,9263000000000.0
775.957,1079000000000000.0,2327.87,293200000000000.0,3879.79,92140000000000.0,5431.7,29920000000000.0,6983.61,9844000000000.0
770.944,1085000000000000.0,2312.83,298600000000000.0,3854.72,95140000000000.0,5396.61,31320000000000.0,6938.5,10450000000000.0
765.961,1091000000000000.0,2297.88,304100000000000.0,3829.8,98190000000000.0,5361.72,32770000000000.0,6893.65,11090000000000.0
761.006,1096000000000000.0,2283.02,309500000000000.0,3805.03,101300000000000.0,5327.04,34260000000000.0,6849.05,11750000000000.0
756.081,1102000000000000.0,2268.24,315000000000000.0,3780.4,104400000000000.0,5292.56,35790000000000.0,6804.73,12430000000000.0
751.185,1108000000000000.0,2253.55,320500000000000.0,3755.92,107600000000000.0,5258.29,37360000000000.0,6760.66,13150000000000.0
746.318,1114000000000000.0,2238.95,325900000000000.0,3731.59,110800000000000.0,5224.23,38970000000000.0,6716.86,13900000000000.0
741.481,1119000000000000.0,2224.44,331400000000000.0,3707.4,114100000000000.0,5190.37,40620000000000.0,6673.33,14670000000000.0
736.674,1125000000000000.0,2210.02,336900000000000.0,3683.37,117400000000000.0,5156.71,42320000000000.0,6630.06,15480000000000.0
731.896,1129000000000000.0,2195.69,342300000000000.0,3659.48,120700000000000.0,5123.27,44060000000000.0,6587.06,16310000000000.0
727.148,1135000000000000.0,2181.44,347800000000000.0,3635.74,124100000000000.0,5090.03,45840000000000.0,6544.33,17180000000000.0
722.429,1140000000000000.0,2167.29,353200000000000.0,3612.15,127500000000000.0,5057.0,47660000000000.0,6501.86,18070000000000.0
717.741,1145000000000000.0,2153.22,358700000000000.0,3588.7,131000000000000.0,5024.19,49520000000000.0,6459.67,19000000000000.0
713.082,1150000000000000.0,2139.25,364100000000000.0,3565.41,134500000000000.0,4991.57,51430000000000.0,6417.74,19960000000000.0
708.453,1155000000000000.0,2125.36,369500000000000.0,3542.27,138000000000000.0,4959.17,53370000000000.0,6376.08,20950000000000.0
703.854,1160000000000000.0,2111.56,374900000000000.0,3519.27,141500000000000.0,4926.98,55350000000000.0,6334.69,21970000000000.0
699.285,1165000000000000.0,2097.86,380300000000000.0,3496.43,145100000000000.0,4895.0,57380000000000.0,6293.57,23030000000000.0
694.746,1169000000000000.0,2084.24,385700000000000.0,3473.73,148700000000000.0,4863.22,59440000000000.0,6252.71,24120000000000.0
690.236,1175000000000000.0,2070.71,391100000000000.0,3451.18,152400000000000.0,4831.65,61550000000000.0,6212.13,25240000000000.0
685.757,1179000000000000.0,2057.27,396400000000000.0,3428.78,156000000000000.0,4800.3,63690000000000.0,6171.81,26400000000000.0
681.307,1184000000000000.0,2043.92,401700000000000.0,3406.53,159700000000000.0,4769.15,65870000000000.0,6131.76,27580000000000.0
676.887,1188000000000000.0,2030.66,407000000000000.0,3384.43,163500000000000.0,4738.21,68120000000000.0,6091.98,28810000000000.0
672.496,1193000000000000.0,2017.49,412300000000000.0,3362.48,167200000000000.0,4707.48,70380000000000.0,6052.47,30060000000000.0
668.136,1197000000000000.0,2004.41,417600000000000.0,3340.68,171000000000000.0,4676.95,72680000000000.0,6013.22,31350000000000.0
663.805,1201000000000000.0,1991.41,422900000000000.0,3319.02,174800000000000.0,4646.63,75010000000000.0,5974.24,32670000000000.0
659.503,1206000000000000.0,1978.51,428100000000000.0,3297.52,178600000000000.0,4616.52,77380000000000.0,5935.53,34030000000000.0
655.231,1209000000000000.0,1965.69,433300000000000.0,3276.16,182400000000000.0,4586.62,79790000000000.0,5897.08,35420000000000.0
650.989,1214000000000000.0,1952.97,438500000000000.0,3254.95,186300000000000.0,4556.92,82230000000000.0,5858.9,36850000000000.0
646.776,1218000000000000.0,1940.33,443600000000000.0,3233.88,190200000000000.0,4527.43,84710000000000.0,5820.98,38310000000000.0
642.592,1222000000000000.0,1927.78,448800000000000.0,3212.96,194100000000000.0,4498.15,87220000000000.0,5783.33,39800000000000.0
638.438,1226000000000000.0,1915.31,453900000000000.0,3192.19,198000000000000.0,4469.06,89760000000000.0,5745.94,41330000000000.0
634.312,1230000000000000.0,1902.94,459000000000000.0,3171.56,201900000000000.0,4440.19,92340000000000.0,5708.81,42890000000000.0
630.216,1234000000000000.0,1890.65,464000000000000.0,3151.08,205800000000000.0,4411.51,94940000000000.0,5671.94,44480000000000.0
626.148,1238000000000000.0,1878.45,469000000000000.0,3130.74,209800000000000.0,4383.04,97580000000000.0,5635.34,46110000000000.0
622.11,1241000000000000.0,1866.33,474000000000000.0,3110.55,213700000000000.0,4354.77,100300000000000.0,5598.99,47770000000000.0
618.1,1245000000000000.0,1854.3,479000000000000.0,3090.5,217700000000000.0,4326.7,103000000000000.0,5562.9,49460000000000.0
614.119,1249000000000000.0,1842.36,484000000000000.0,3070.59,221700000000000.0,4298.83,105700000000000.0,5527.07,51180000000000.0
610.166,1252000000000000.0,1830.5,488900000000000.0,3050.83,225700000000000.0,4271.16,108400000000000.0,5491.49,52940000000000.0
606.242,1256000000000000.0,1818.73,493700000000000.0,3031.21,229700000000000.0,4243.69,111200000000000.0,5456.18,54730000000000.0
602.346,1259000000000000.0,1807.04,498600000000000.0,3011.73,233700000000000.0,4216.42,114000000000000.0,5421.11,56550000000000.0
598.478,1263000000000000.0,1795.43,503400000000000.0,2992.39,237700000000000.0,4189.35,116900000000000.0,5386.3,58410000000000.0
594.638,1266000000000000.0,1783.91,508200000000000.0,2973.19,241700000000000.0,4162.47,119700000000000.0,5351.74,60290000000000.0
590.826,1269000000000000.0,1772.48,513000000000000.0,2954.13,245700000000000.0,4135.79,122600000000000.0,5317.44,62210000000000.0
587.042,1273000000000000.0,1761.13,517700000000000.0,2935.21,249800000000000.0,4109.3,125500000000000.0,5283.38,64180000000000.0
583.286,1276000000000000.0,1749.86,522400000000000.0,2916.43,253800000000000.0,4083.0,128500000000000.0,5249.57,66160000000000.0
579.557,1279000000000000.0,1738.67,527000000000000.0,2897.79,257800000000000.0,4056.9,131400000000000.0,5216.01,68170000000000.0
575.856,1282000000000000.0,1727.57,531700000000000.0,2879.28,261800000000000.0,4030.99,134400000000000.0,5182.7,70200000000000.0
572.182,1285000000000000.0,1716.54,536200000000000.0,2860.91,265900000000000.0,4005.27,137400000000000.0,5149.63,72270000000000.0
568.534,1289000000000000.0,1705.6,540800000000000.0,2842.67,269900000000000.0,3979.74,140400000000000.0,5116.81,74360000000000.0
564.914,1292000000000000.0,1694.74,545300000000000.0,2824.57,273900000000000.0,3954.4,143500000000000.0,5084.23,76480000000000.0
561.321,1295000000000000.0,1683.96,549800000000000.0,2806.61,277900000000000.0,3929.25,146500000000000.0,5051.89,78630000000000.0
557.754,1297000000000000.0,1673.26,554300000000000.0,2788.77,281900000000000.0,3904.28,149600000000000.0,5019.79,80810000000000.0
554.214,1300000000000000.0,1662.64,558700000000000.0,2771.07,285900000000000.0,3879.5,152700000000000.0,4987.93,83010000000000.0
550.701,1303000000000000.0,1652.1,563100000000000.0,2753.5,289900000000000.0,3854.9,155800000000000.0,4956.31,85240000000000.0
547.213,1306000000000000.0,1641.64,567400000000000.0,2736.07,293900000000000.0,3830.49,159000000000000.0,4924.92,87500000000000.0
543.752,1309000000000000.0,1631.26,571700000000000.0,2718.76,297900000000000.0,3806.26,162100000000000.0,4893.77,89780000000000.0
540.316,1312000000000000.0,1620.95,576000000000000.0,2701.58,301900000000000.0,3782.21,165200000000000.0,4862.85,92080000000000.0
536.907,1314000000000000.0,1610.72,580300000000000.0,2684.53,305900000000000.0,3758.35,168400000000000.0,4832.16,94410000000000.0
533.522,1317000000000000.0,1600.57,584500000000000.0,2667.61,309900000000000.0,3734.66,171600000000000.0,4801.7,96760000000000.0
530.164,1319000000000000.0,1590.49,588600000000000.0,2650.82,313800000000000.0,3711.15,174800000000000.0,4771.47,99130000000000.0
526.83,1322000000000000.0,1580.49,592800000000000.0,2634.15,317800000000000.0,3687.81,178000000000000.0,4741.47,101500000000000.0
523.522,1325000000000000.0,1570.57,596900000000000.0,2617.61,321700000000000.0,3664.66,181200000000000.0,4711.7,103900000000000.0
520.239,1327000000000000.0,1560.72,601000000000000.0,2601.2,325600000000000.0,3641.67,184400000000000.0,4682.15,106400000000000.0
516.981,1330000000000000.0,1550.94,605000000000000.0,2584.9,329500000000000.0,3618.86,187600000000000.0,4652.83,108800000000000.0
513.747,1332000000000000.0,1541.24,609000000000000.0,2568.73,333400000000000.0,3596.23,190900000000000.0,4623.72,111300000000000.0
510.538,1334000000000000.0,1531.61,613200000000000.0,2552.69,337300000000000.0,3573.76,194100000000000.0,4594.84,113800000000000.0
507.353,1337000000000000.0,1522.06,617200000000000.0,2536.76,341200000000000.0,3551.47,197400000000000.0,4566.18,116300000000000.0
504.192,1339000000000000.0,1512.58,621100000000000.0,2520.96,345100000000000.0,3529.34,200600000000000.0,4537.73,118900000000000.0
501.055,1341000000000000.0,1503.17,624900000000000.0,2505.28,348900000000000.0,3507.39,203900000000000.0,4509.5,121400000000000.0
497.942,1344000000000000.0,1493.83,628800000000000.0,2489.71,352700000000000.0,3485.6,207100000000000.0,4481.48,124000000000000.0
494.853,1346000000000000.0,1484.56,632500000000000.0,2474.27,356500000000000.0,3463.97,210400000000000.0,4453.68,126600000000000.0
491.788,1348000000000000.0,1475.36,636300000000000.0,2458.94,360300000000000.0,3442.51,213700000000000.0,4426.09,129200000000000.0
488.745,1350000000000000.0,1466.24,640000000000000.0,2443.73,364100000000000.0,3421.22,217000000000000.0,4398.71,131800000000000.0
485.726,1353000000000000.0,1457.18,643700000000000.0,2428.63,367900000000000.0,3400.08,220200000000000.0,4371.54,134400000000000.0
482.73,1354000000000000.0,1448.19,647300000000000.0,2413.65,371600000000000.0,3379.11,223500000000000.0,4344.57,137100000000000.0
479.757,1357000000000000.0,1439.27,651000000000000.0,2398.78,375400000000000.0,3358.3,226800000000000.0,4317.81,139700000000000.0
476.806,1359000000000000.0,1430.42,654500000000000.0,2384.03,379100000000000.0,3337.64,230100000000000.0,4291.26,142400000000000.0
473.878,1361000000000000.0,1421.64,658100000000000.0,2369.39,382800000000000.0,3317.15,233300000000000.0,4264.91,145100000000000.0
470.973,1363000000000000.0,1412.92,661600000000000.0,2354.86,386400000000000.0,3296.81,236600000000000.0,4238.76,147800000000000.0
468.089,1364000000000000.0,1404.27,665100000000000.0,2340.45,390100000000000.0,3276.63,239900000000000.0,4212.8,150500000000000.0
465.228,1367000000000000.0,1395.68,668500000000000.0,2326.14,393700000000000.0,3256.6,243200000000000.0,4187.05,153200000000000.0
462.389,1368000000000000.0,1387.17,671900000000000.0,2311.94,397300000000000.0,3236.72,246400000000000.0,4161.5,155900000000000.0
459.571,1371000000000000.0,1378.71,675300000000000.0,2297.85,400900000000000.0,3217.0,249700000000000.0,4136.14,158600000000000.0
456.775,1372000000000000.0,1370.32,678600000000000.0,2283.87,404500000000000.0,3197.42,252900000000000.0,4110.97,161400000000000.0
454.0,1374000000000000.0,1362.0,682000000000000.0,2270.0,408100000000000.0,3178.0,256200000000000.0,4086.0,164100000000000.0
