,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,516.4,0.5164,100.0,0.0031199653456382,0.0446564105578232,0.0058559578811975,12496880000000.0,8055840000000.0,6506640000000.0,33.46211759942903,17.27206633802055,417984005380097.3,269444234873120.62,217628035859058.97,5.17094400687104e-05,3.333335806082158e-05,2.6923096895278967e-05,2.4881296539640826e-05,1.6039182893322184e-05,1.295472464460638e-05
1,1,2.25,0.02,105,1,100000.0,,556.4,0.5563999999999999,105.0,0.0028948417581147,0.0393574032334716,0.0063903844546655,13464880000000.0,8679840000000.0,7010640000000.0,36.78582654094934,20.503657329922056,496188507384113.8,319857054346784.06,258346082357017.9,5.8869784265936015e-05,3.794911713010751e-05,3.065120998970222e-05,2.9874455171832336e-05,1.9257913251263823e-05,1.5554468395251547e-05
2,2,2.25,0.02,110,1,100000.0,,587.4,0.5874,110.0,0.0030737844095767,0.0366000317487043,0.0072783079593059,14215080000000.0,9163440000000.0,7401240000000.0,36.54916392766989,21.476801213452188,519738589365542.8,335038098929854.1,270607695289497.5,6.438522318447527e-05,4.150452403627331e-05,3.352288479852845e-05,3.561150484378876e-05,2.295617667616134e-05,1.854152731536108e-05
3,3,2.25,0.02,115,1,100000.0,,631.8,0.6317999999999999,115.0,0.0030694221777252,0.0335389763073047,0.0064339571851121,15289560000000.0,9856080000000.0,7960680000000.0,38.186867641882735,24.25715788645228,587023220852145.0,378411663028655.5,305640189369298.6,7.184477476770488e-05,4.6313160594057694e-05,3.740678355673891e-05,4.172368248701044e-05,2.6896258132122432e-05,2.1723900799021965e-05
4,4,2.25,0.02,120,1,100000.0,,659.6,0.6596,120.0,0.0034767464712018,0.0366830960328856,0.0068553884869929,15962320000000.0,10289760000000.0,8310960000000.0,34.76059395132926,22.9395190376352,555136360710771.9,357856496987109.2,289037939874203.6,7.755824276309701e-05,4.999622260761626e-05,4.038156441384391e-05,4.783075885834145e-05,3.083305116488126e-05,2.4903618248557945e-05
5,5,2.25,0.02,125,1,100000.0,,686.4,0.6863999999999999,125.0,0.0037144958906168,0.0372467478430278,0.007123669899867,16610880000000.0,10707840000000.0,8648640000000.0,34.64432531322588,23.874008194161387,577750998298705.8,372434527828917.7,300812503246433.5,8.403578891038395e-05,5.417183086785082e-05,4.375417108557182e-05,5.23183914128052e-05,3.3725905208254585e-05,2.724015420666717e-05
6,6,2.25,0.02,130,1,100000.0,,736.4,0.7363999999999999,130.0,0.0034519238265317,0.0402990616247482,0.0074119608050799,17820880000000.0,11487840000000.0,9278640000000.0,38.720570085941645,28.633058566281232,692920017304005.8,446675713633987.25,360776537935143.6,9.363365540482152e-05,6.035888530228541e-05,4.875140735953823e-05,5.915311003196501e-05,3.813175688010967e-05,3.079872671085781e-05
7,7,2.25,0.02,135,1,100000.0,,758.2,0.7582000000000001,135.0,0.0043154747659513,0.03638087808387,0.0074487976758668,18348440000000.0,11827920000000.0,9553320000000.0,32.03088718900528,24.236987537283294,586535098402255.8,378097005581619.5,305386042969769.6,0.0001002325022136,6.461268737739475e-05,5.21871705740496e-05,6.371882157039444e-05,4.107494283050221e-05,3.3175915363097935e-05
8,8,2.25,0.02,140,1,100000.0,,754.0,0.754,140.0,0.0040972615755776,0.0369333802494139,0.0070582436303409,18239757398109.227,11762400000000.0,9500400000000.0,34.59493081417223,26.046410376946177,630079849293226.8,406324001880360.4,328184770749521.8,0.0001039141764779,6.701186220443957e-05,5.4124965626662735e-05,6.641042991898557e-05,4.28265586997364e-05,3.4590682026710166e-05
9,9,2.25,0.02,145,1,100000.0,,780.2,0.7802,145.0,0.0046463786663991,0.031718626678424,0.0074626373483389,18804526075406.57,12171120000000.0,9830520000000.0,32.2098984004875,25.179766004551745,606887421693449.2,392804349671007.2,317265051657351.9,0.000111005922061,7.184793664560181e-05,5.803102575221684e-05,7.135305217159528e-05,4.618284751576598e-05,3.730153068581098e-05
