Energy[eV],Reflectivity,Angle,peak_rs,peak_rp
500,,14.86,0.02608462391141862,0.020176191587039875
510,,14.540000000000001,0.01863100293727371,0.014542382913006203
520,,14.24,0.008447298954074808,0.006639038996922891
530,,13.9,0.0022370130979306262,0.0017751992710543952
540,,13.6,0.0022812240728401424,0.0018318266238771543
550,,13.4,0.012754091032362124,0.010334529321885859
560,,13.120000000000001,0.06026436485620119,0.0497970176473335
570,,12.76,0.24358886097450402,0.21204778856061307
580,,12.620000000000001,0.10432993873861443,0.08557637315824579
590,,12.46,0.0891441039799758,0.07205867167590208
600,,12.3,0.08342782900948502,0.06776907219393115
610,,12.120000000000001,0.08348470150151154,0.06830396900769775
620,,11.94,0.08596414315490045,0.0708673724725571
630,,11.76,0.0896360998307125,0.07443026516843726
640,,11.58,0.09228518436775139,0.0771334033658748
650,,11.4,0.0953913144044068,0.08034207344534422
660,,11.24,0.09940972765540447,0.08415820626926997
670,,11.08,0.10380214289894078,0.08845028002176665
680,,10.92,0.10613107509526176,0.09095609139361485
690,,10.76,0.10551087110160869,0.09086157306298218
700,,10.6,0.11185512389331596,0.09642761430262292
710,,10.46,0.11976564535563122,0.10385402675519857
720,,10.32,0.1250877599390722,0.10904243880046284
730,,10.18,0.12964474521567412,0.11351997373060149
740,,10.040000000000001,0.13442026732851983,0.11849093114554067
750,,9.92,0.13996392997845353,0.12383769801158885
760,,9.78,0.1454419159427071,0.12945614774413888
770,,9.66,0.1508416579178023,0.13436900456625883
780,,9.540000000000001,0.15538973811086068,0.139038076830398
790,,9.42,0.16012093705815172,0.14378152057345844
800,,9.3,0.16500196016193144,0.14869452713938838
810,,9.200000000000001,0.17011477424047228,0.15425545901692736
820,,9.08,0.17561493109017062,0.159383261007027
830,,8.98,0.1797518393321984,0.16404328751959213
840,,8.86,0.18449374639291757,0.16841272721798786
850,,8.76,0.18947928195208555,0.17344465933205883
860,,8.66,0.1945303143462137,0.17863422061455392
870,,8.56,0.19974743362976308,0.18386426715089985
880,,8.46,0.2043643759623504,0.18843045781640486
890,,8.38,0.20842819891927933,0.19347356210489972
900,,8.28,0.21363134985829588,0.19835815761897554
910,,8.18,0.21807999023384145,0.20281862483723606
920,,8.1,0.22340730971465939,0.2083315428890791
930,,8.02,0.22801427579897582,0.21350452572272713
940,,7.92,0.23292706443710584,0.21788105955957288
950,,7.84,0.2377113871145906,0.22269215628983668
960,,7.76,0.2424082852921323,0.22763197408634964
970,,7.68,0.2471570966972558,0.23250544903336404
980,,7.6000000000000005,0.25193796250359457,0.23728912788667123
990,,7.5200000000000005,0.2565541824553883,0.24225025720937518
1000,,7.46,0.2615520726756171,0.24804318812378717
1010,,7.38,0.26660570278515333,0.2527866051576427
1020,,7.3,0.2707555498748194,0.2564943801749551
1030,,7.24,0.2756216482184556,0.26236332305394533
1040,,7.16,0.2802774482298229,0.26633586285928657
1050,,7.1000000000000005,0.2855500849422381,0.2724137176950286
1060,,7.04,0.28959632710658456,0.2771559977665866
1070,,6.96,0.29528399059917304,0.2818242385656301
1080,,6.9,0.2998950663708426,0.28697771805625194
1090,,6.84,0.30413555402442227,0.2916575744574041
1100,,6.78,0.30833249919049754,0.29619373353504286
1110,,6.72,0.31269590036105066,0.30080067694317936
1120,,6.66,0.3173328265622356,0.30558904914460294
1130,,6.6000000000000005,0.3222523049395787,0.3105692575356557
1140,,6.54,0.3273603211330806,0.31564581352185617
1150,,6.48,0.33170087025095546,0.31987433264973614
1160,,6.42,0.3355389122876598,0.32350005495462975
1170,,6.36,0.3384517514790787,0.327594242982231
1180,,6.32,0.34405057198062455,0.33310866204729805
1190,,6.26,0.3487723007378918,0.33737303888553716
1200,,6.22,0.3514968829813596,0.341284602937171
1210,,6.16,0.357880508969921,0.3470925784058169
1220,,6.1000000000000005,0.36118662350547287,0.3500942211752502
1230,,6.0600000000000005,0.3663909089813931,0.3559148461966856
1240,,6.0,0.36839225107065854,0.35851749968371965
1250,,5.96,0.3743407328933314,0.36388993607274667
1260,,5.92,0.377583303862067,0.3679156808550877
1270,,5.86,0.3813140192492802,0.3705653560525691
1280,,5.82,0.38668004260170885,0.3766359566828033
1290,,5.78,0.3905867750996456,0.3811361473459378
1300,,5.74,0.3936221099100654,0.3846667046355828
1310,,5.68,0.3976220332914688,0.38734229976313184
1320,,5.64,0.40227055706503534,0.3924413110924858
1330,,5.6000000000000005,0.4063669664992221,0.39690957934857396
1340,,5.5600000000000005,0.4101828214844192,0.4010269283981761
1350,,5.5200000000000005,0.4139088734345715,0.40499123701248485
1360,,5.48,0.4176682530846047,0.40893114504763145
1370,,5.44,0.42152464870535833,0.4129140483316461
1380,,5.4,0.42548603094746906,0.416949751196569
1390,,5.36,0.4295041969932486,0.4209899543175763
1400,,5.32,0.4330566330641298,0.4245121962895457
1410,,5.28,0.436060730137844,0.4274293144193069
1420,,5.24,0.4385611365680719,0.4297782463581132
1430,,5.2,0.44018587518706326,0.43284935013486464
1440,,5.18,0.4453191027544649,0.4378988427659494
1450,,5.14,0.449961665502216,0.4423169216174203
1460,,5.1000000000000005,0.45352007499649505,0.44557041451627666
1470,,5.0600000000000005,0.4552770698693659,0.4469242635600716
1480,,5.04,0.4593837631858322,0.4523853885583198
1490,,5.0,0.46448148323492,0.4571036360666493
1500,,4.96,0.46626701981158936,0.45838512046690677
1510,,4.94,0.4689820535938928,0.4622926752652176
1520,,4.9,0.47367105076485977,0.4664977163710122
1530,,4.86,0.47404322622459844,0.46621579728201856
1540,,4.84,0.4795329840313651,0.47285638916590456
1550,,4.8,0.48193856744236674,0.4746014949417061
1560,,4.78,0.4852330325837005,0.478895317790922
1570,,4.74,0.48884608868643853,0.48182287506560145
1580,,4.72,0.49147060324488556,0.48534677258410913
1590,,4.68,0.4952925471979016,0.48843076014570447
1600,,4.66,0.498036934362342,0.49201691591008223
1610,,4.62,0.5001759278385868,0.4933293846884058
1620,,4.6000000000000005,0.5042360335069744,0.4982085118229491
1630,,4.5600000000000005,0.5034677025315206,0.4975564137330305
1640,,4.54,0.510045044011693,0.5038815231653045
1650,,4.5200000000000005,0.5113735149120723,0.5058418336028919
1660,,4.48,0.5139062891803623,0.5074407792818287
1670,,4.46,0.5186841705364493,0.5128964859410625
1680,,4.44,0.5195875228640003,0.5143258901932202
1690,,4.4,0.5224035318460897,0.5161549410952132
1700,,4.38,0.5274618032885838,0.5218107994647748
1710,,4.36,0.5290656852242436,0.5238884139892199
1720,,4.34,0.5282499075017815,0.5234477392762987
1730,,4.3,0.5340336719431384,0.528275069647144
1740,,4.28,0.5375840975285199,0.5322850839779834
1750,,4.26,0.5391434784353093,0.5342183100889518
1760,,4.24,0.5392627249768289,0.5346424094276879
1770,,4.2,0.5424756425632226,0.5367627861359615
1780,,4.18,0.5471541059829277,0.5418369806861256
1790,,4.16,0.5503812951661262,0.5453951096155714
1800,,4.14,0.5525578188745726,0.5478491769042095
1810,,4.12,0.5539934731718203,0.5495185628536194
1820,,4.1,0.5549301155782183,0.5506530199171779
1830,,4.0600000000000005,0.5557322706786554,0.551004792104371
1840,,4.04,0.5599761463101145,0.5547482675858179
1850,,4.0200000000000005,0.5635072092874966,0.5585090130259913
1860,,4.0,0.5665249748085441,0.5617232883368863
1870,,3.98,0.5691865493608772,0.5645530002693113
1880,,3.96,0.5716151984936206,0.5671253692713907
1890,,3.94,0.573906762625523,0.5695394509581675
1900,,3.92,0.5761344070912167,0.5718709854291819
1910,,3.9,0.5783520853752449,0.5741759460291928
1920,,3.88,0.5805969996441385,0.5764930693886912
1930,,3.86,0.5828912635619699,0.5788455717314377
1940,,3.84,0.5852429070681264,0.5812421919478199
1950,,3.8200000000000003,0.587500045130832,0.58353099272297
1960,,3.8000000000000003,0.5895237651580236,0.5855727101000479
1970,,3.7800000000000002,0.5915428506883692,0.5875964405516548
1980,,3.7600000000000002,0.593508156427605,0.5895522758889122
1990,,3.74,0.5953528223571145,0.5913721835493136
2000,,3.72,0.5969893282173435,0.5929670134220005
2010,,3.7,0.5983053393891472,0.5942222781436082
2020,,3.68,0.5991579399054587,0.5949923014622003
2030,,3.66,0.5993656856437115,0.5950921684930859
2040,,3.66,0.5998566521113737,0.5966903491391183
2050,,3.64,0.6039369402376971,0.6007270552572518
