,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.02,150,1,100000.0,0.01715,0.00243,0.81,,632.9,0.6329,150.0,0.0047500806235575,0.0337507219893102,0.0063567479928141,0.0004032752057132,2.422828997528973e-05,15252890000000.0,9873240000000.0,7974540000000.0,31.77590348519165,20.108274215695445,484609408598260.1,313689077764848.9,253364255117762.6,9.308259854459154e-05,6.025263640230821e-05,4.866559094032586e-05,6.0423757685238e-05,3.911247385434494e-05,3.15908442669709e-05
11,11,2.25,0.02,155,1,100000.0,0.01715,0.00243,0.81,,599.2,0.5992000000000001,155.0,0.0046069018531084,0.033039107369843,0.0068766817894784,0.0004832034920098,-5.9712959161610536e-05,14440720000000.0,9347520000000.0,7549920000000.0,34.64725747043552,20.692842293614007,498697499276097.5,322808339780378.5,260729812899536.4,9.140087496827132e-05,5.916405184668183e-05,4.77863495684738e-05,5.879676226771551e-05,3.805931499486979e-05,3.0740215957394823e-05
12,12,2.25,0.02,160,1,100000.0,0.01715,0.00243,0.81,,565.2,0.5651999999999999,160.0,0.0047033059531258,0.0281945706128439,0.00640769997754,0.0004556013634635,-5.832974527105832e-05,13621320000000.0,8817120000000.0,7121520000000.0,34.796640347570474,19.641754236221576,473366277092940.0,306411366085056.56,247486103376391.8,8.89642661105849e-05,5.758682785581429e-05,4.651243788354231e-05,5.704643682782189e-05,3.692632425369384e-05,2.982510805106041e-05
13,13,2.25,0.02,165,1,100000.0,0.01715,0.00243,0.81,,515.9,0.5159,165.0,0.0049003335915784,0.0302047070419907,0.006911150803843,5.159599098740294e-05,5.6282867052035856e-05,12433190000000.0,8048040000000.0,6500340000000.0,34.21803998721221,17.644158547925834,425224221005012.6,275248873347643.0,222316397703865.5,8.354471442407762e-05,5.4078736307701706e-05,4.367897932545138e-05,5.3341413292032585e-05,3.452805175749828e-05,2.788804180413322e-05
14,14,2.25,0.02,170,1,100000.0,0.01715,0.00243,0.81,,486.6,0.4866,170.0,0.0053955089763746,0.0344732970597718,0.0068476278586722,0.0006092919290642,-3.595859604340412e-05,11707509498828.531,7590960000000.0,6131160000000.0,32.050427156359675,15.642718119391509,376361017201548.06,244026402662507.5,197098248304333.0,8.11927110379922e-05,5.264404200078832e-05,4.252018776986748e-05,5.148466344835281e-05,3.338182393864502e-05,2.696224241198251e-05
15,15,2.25,0.02,175,1,100000.0,0.01715,0.00243,0.81,,462.2,0.4622,175.0,0.0059919396140457,0.0316191600258268,0.0074517807947511,0.0005171389444709,-3.2374847623944705e-05,11092800000000.0,7210320000000.0,5823720000000.0,29.60654438703508,13.684655848131635,328431740355159.1,213480631230853.47,172426663686458.6,7.967125070753128e-05,5.178631295989531e-05,4.182740662145391e-05,4.980458095466861e-05,3.237297762053461e-05,2.6147405001201025e-05
16,16,2.25,0.02,180,1,100000.0,0.01715,0.00243,0.81,,433.3,0.4332999999999999,180.0,0.0053248111892258,0.0316698991751965,0.0072488288968252,0.0006406507959165,-1.8024328241298544e-05,10399200000000.0,6759480000000.0,5459580000000.0,35.073948785687506,15.132082780614216,363169986734741.2,236060491377581.8,190664243035739.2,7.72135089966313e-05,5.018878084781035e-05,4.053709222323143e-05,4.769072023113434e-05,3.0998968150237324e-05,2.503762812134553e-05
17,17,2.25,0.02,185,1,100000.0,0.01715,0.00243,0.81,,409.4,0.4093999999999999,185.0,0.0054599112824888,0.0313028599383912,0.0070005562942656,0.0004906396670735,5.632398338495251e-05,9825600000000.0,6386640000000.0,5158440000000.0,35.956947255730505,14.762297871860422,354295148924650.1,230291846801022.6,186004953185441.3,7.510630549621019e-05,4.881909857253663e-05,3.943081038551036e-05,4.5897825767077504e-05,2.9833586748600377e-05,2.409635852771569e-05
18,18,2.25,0.02,190,1,100000.0,0.01715,0.00243,0.81,,413.4,0.4133999999999999,190.0,0.005012568771346,0.0307830275242363,0.0062165571089499,7.690149073785449e-05,-4.919124370696114e-05,9921600000000.0,6449040000000.0,5208840000000.0,43.27612587318457,17.89614745672235,429507538961336.5,279179900324868.6,225491457954701.6,7.800764759897919e-05,5.070497093933649e-05,4.0954014989464085e-05,4.722412611377656e-05,3.069568197395476e-05,2.479266620973269e-05
19,19,2.25,0.02,195,1,100000.0,0.01715,0.00243,0.81,,404.7,0.4046999999999999,195.0,0.0061657284649469,0.028343564340405,0.006988758130812,2.3878747866096173e-05,-2.0437655428768264e-05,9712800000000.0,6313320000000.0,5099220000000.0,32.790331506283586,13.246921917847391,317926126028337.3,206651981918419.3,166911216164877.1,7.857588658638279e-05,5.1074326281148807e-05,4.125234045785096e-05,4.7047995950485486e-05,3.058119736781556e-05,2.470019787400488e-05
20,20,2.25,0.02,200,1,100000.0,0.01715,0.00243,0.81,,391.5,0.3914999999999999,200.0,0.0069231712675815,0.029482151896151,0.00710730676569,0.0004283293667407,-7.578365424160556e-05,9368197594971.111,6107400000000.0,4932900000000.0,29.61117773573641,11.563932772952436,276713172904165.1,180397351258058.0,145705552939200.7,7.786344463251112e-05,5.07614401732807e-05,4.09996247553421e-05,4.619586275153044e-05,3.0116424136927807e-05,2.432480411059553e-05
21,21,2.25,0.02,205,1,100000.0,0.01715,0.00243,0.81,,386.4,0.3863999999999999,205.0,0.0063597949681934,0.0279317474233755,0.006106051289764,1.2461040938916384e-05,2.6959387513091776e-05,9234960000000.0,6027840000000.0,4868640000000.0,33.03710377531149,12.788238187521308,305638892681759.3,199496515725332.4,161131801162768.53,7.877200833587139e-05,5.1416038913790535e-05,4.152833912267697e-05,4.629319484581818e-05,3.0216478644132372e-05,2.4405617366414603e-05
22,22,2.25,0.02,210,1,100000.0,0.01715,0.00243,0.81,,388.5,0.3884999999999999,210.0,0.0066828938301426,0.0275695192744284,0.0066670044680676,0.00049413665316,-2.821827723924915e-05,9285150000000.0,6060600000000.0,4895100000000.0,32.330391356109786,12.557781771187186,300130984331373.8,195901395630520.1,158228050316958.53,8.129740240708441e-05,5.306441328663251e-05,4.285971842381857e-05,4.73287831831342e-05,3.0892427517024835e-05,2.495157607144313e-05
23,23,2.25,0.02,215,1,100000.0,0.01715,0.00243,0.81,,389.2,0.3892,215.0,0.0065822547045882,0.0280569507999193,0.0068365917460303,0.0001290641704153,3.762001130444953e-05,9287700064482.646,6071520000000.0,4903920000000.0,33.926531081265665,13.263047492068363,316503615229495.7,206903540876266.44,167114398400061.34,8.338388670448686e-05,5.4509397621490336e-05,4.4026821155819125e-05,4.824290559908293e-05,3.153716896210514e-05,2.547232877708492e-05
24,24,2.25,0.02,220,1,100000.0,0.01715,0.00243,0.81,,373.0,0.3729999999999999,220.0,0.0067388540296064,0.027123605545676,0.0063536156503347,0.0004263905606294,5.8348201054713526e-08,8877400000000.0,5818800000000.0,4699800000000.0,34.312875204116345,12.841946852499964,305638335089499.1,200334370898999.44,161808530341499.53,8.170395190751755e-05,5.355385083013755e-05,4.325503336280341e-05,4.7006433507188057e-05,3.081093960975352e-05,2.4885758915570144e-05
25,25,2.25,0.02,225,1,100000.0,0.01715,0.00243,0.81,,384.9,0.3849,225.0,0.0077964930337855,0.0262883808344134,0.0063482482721649,0.0001144814407052,0.0001049741565829,9160620000000.0,6004440000000.0,4849740000000.0,29.362397830523804,11.35027005796736,270136427379623.2,177064212904290.8,143013402730388.75,8.634892821604574e-05,5.659845715001318e-05,4.571413846731834e-05,4.943176207448259e-05,3.2400650771509585e-05,2.616975639237313e-05
26,26,2.25,0.02,230,1,100000.0,0.01715,0.00243,0.81,,386.1,0.3861,230.0,0.0083650664486156,0.0271798224265904,0.0067518962376307,0.0002220546956781,9.018366257567084e-05,9189180000000.0,6023160000000.0,4864860000000.0,27.805879544260485,10.750320851538111,255857636266607.2,167705005283994.6,135454042729380.22,8.864118565659377e-05,5.810094522028835e-05,4.6927686524079054e-05,5.055054955936232e-05,3.3133973660758494e-05,2.6762055649074167e-05
27,27,2.25,0.02,235,1,100000.0,0.01715,0.00243,0.81,,393.5,0.3935,235.0,0.0069903878546312,0.0242698456803562,0.0069647277432245,5.517369575063219e-05,9.115406695561988e-05,9365300000000.0,6138600000000.0,4958100000000.0,36.98309156290277,14.609677778658604,347710331132074.75,227910973347074.2,184081940011098.4,9.24803066402365e-05,6.061734384822223e-05,4.8960162338948727e-05,5.2455793476982367e-05,3.438278900171953e-05,2.777071419369654e-05
28,28,2.25,0.02,240,1,100000.0,0.01715,0.00243,0.81,,401.3,0.4013,240.0,0.0081067820886857,0.0279315438872531,0.0072349696526137,0.0001833703839336,-2.136351740928353e-05,9519318311780.14,6260280000000.0,5056380000000.0,30.602827512639674,12.234619165473784,290219871067906.5,190860058981391.03,154156201484969.7,9.611836238983128e-05,6.321123445963666e-05,5.105522783278346e-05,5.4305492046300686e-05,3.5713438148917235e-05,2.884546927412546e-05
29,29,2.25,0.02,245,1,100000.0,0.01715,0.00243,0.81,,395.5,0.3955,245.0,0.0074026236948639,0.025973394029108,0.0064397110840437,9.069974177613704e-05,6.7563437597070125e-06,9373350000000.0,6169800000000.0,4983300000000.0,34.010492261182286,13.44596536735325,318669379206272.0,209757059730710.62,169419163628650.94,9.670455750977955e-05,6.365363279124752e-05,5.1412549562161466e-05,5.440259785485445e-05,3.5809304917119374e-05,2.8922900125365647e-05
30,30,2.25,0.02,250,1,100000.0,0.01715,0.00243,0.81,,418.2,0.4182,250.0,0.008396346766355,0.0256420383404602,0.0062586641267494,-3.5201312341680733e-06,3.025140639961084e-05,9911340000000.0,6523920000000.0,5269320000000.0,30.59905983911957,12.79066029248331,303138648931854.4,199534300562739.7,161162319685289.7,0.0001045164970073,6.879566891628767e-05,5.556573258623235e-05,5.854305965741287e-05,3.85346721795629e-05,3.112415829887773e-05
31,31,2.25,0.02,255,1,100000.0,0.01715,0.00243,0.81,,412.4,0.4124,255.0,0.0078196061722877,0.0230487693855263,0.0067384243930152,0.0001638938058767,-1.7865682347792594e-05,9755645100814.408,6433440000000.0,5196240000000.0,34.6619888919337,14.218388941966328,336347130027079.4,221806867494674.7,179151700668775.7,0.0001050756515588,6.929299833886324e-05,5.596742173523568e-05,5.858067656546225e-05,3.8631506573752425e-05,3.120237069418465e-05
32,32,2.25,0.02,260,1,100000.0,0.01715,0.00243,0.81,,425.4,0.4253999999999999,260.0,0.0097754538504204,0.0246893316423439,0.0064453861509842,0.0002910327226171,8.707887165394106e-06,10039440000000.0,6636240000000.0,5360040000000.0,26.874041759169785,11.460714747605127,270472868043481.0,178787150062639.97,144405005819824.62,0.0001103194919661,7.292305401155898e-05,5.8899389778566885e-05,6.130319295096081e-05,4.052244957775376e-05,3.2729670812801104e-05
33,33,2.25,0.02,265,1,100000.0,0.01715,0.00243,0.81,,442.9,0.4428999999999999,265.0,0.0090270806127875,0.0266457264360893,0.0068325341379166,0.0004540207120204,8.72828242343819e-05,10452440000000.0,6909240000000.0,5580540000000.0,30.318231905773256,13.438278555815955,317143373917256.6,209637145470728.9,169322309803281.06,0.0001172441063878,7.750034151067785e-05,6.259642968170133e-05,6.48394280574424e-05,4.2859960919326325e-05,3.46176607425328e-05
34,34,2.25,0.02,270,1,100000.0,0.01715,0.00243,0.81,,428.8,0.4287999999999999,270.0,0.0094788989482082,0.0232771838814006,0.0069473890309241,0.0001873491292888,-1.6271472705929345e-05,10115548459454.451,6689280000000.0,5402880000000.0,29.092613219329422,12.490060948712385,294645095121827.7,194844950799913.2,157374767953776.0,0.0001157461044794,7.654138625066891e-05,6.182188889477104e-05,6.376296754003929e-05,4.216561714037178e-05,3.405684461337721e-05
35,35,2.25,0.02,275,1,100000.0,0.01715,0.00243,0.81,,441.9,0.4418999999999999,275.0,0.009150731073538,0.0279059963065921,0.0072215233298107,0.0002377695486253,-1.853925973740978e-05,10385486140447.98,6893640000000.0,5567940000000.0,30.512823302628497,13.505619480153436,317407612422036.06,210687663890393.6,170170805449933.28,0.0001212002134488,8.044983433043021e-05,6.497871234380902e-05,6.651713218226813e-05,4.415249867900661e-05,3.566163354842841e-05
36,36,2.25,0.02,280,1,100000.0,0.01715,0.00243,0.81,,440.5,0.4404999999999999,280.0,0.0096940235469105,0.0238600641766443,0.006717314148682,0.0001537453285576,5.8411486415094814e-05,10351750000000.0,6871800000000.0,5550300000000.0,30.28896496992437,13.308067963913487,312739597151966.9,207605860237050.4,167681656345309.9,0.0001231051552877,8.172086904209681e-05,6.600531730323206e-05,6.73845542956087e-05,4.473187434091472e-05,3.612959081381574e-05
37,37,2.25,0.02,285,1,100000.0,0.01715,0.00243,0.81,,449.1,0.4490999999999999,285.0,0.0098791618426161,0.0257924865004222,0.0063155769999614,0.0003020532327855,3.000034248867656e-05,10553850000000.0,7005960000000.0,5658660000000.0,30.015522655305496,13.495318894096505,317139994011267.9,210526974747905.44,170041018065615.97,0.0001278317196968,8.485850328812982e-05,6.853956034810485e-05,6.988726098832878e-05,4.63932455922523e-05,3.747146759374224e-05
38,38,2.25,0.02,290,1,100000.0,0.01715,0.00243,0.81,,447.7,0.4476999999999999,290.0,0.0102713713451748,0.0227615265544599,0.0062490136888368,0.0003308989032556,-6.46101714640125e-05,10492509052543.5,6984120000000.0,5641020000000.0,28.83668029164504,12.87708532629191,301793465169740.6,200882531090153.75,162251275111278.06,0.0001294792449646,8.618516122448427e-05,6.961109175823729e-05,7.070280959646031e-05,4.706185184935614e-05,3.8011495724479965e-05
39,39,2.25,0.02,295,1,100000.0,0.01715,0.00243,0.81,,450.7,0.4507,295.0,0.010844602533632,0.0238617682180545,0.0067934505043877,0.0001848652510426,-5.910910194432339e-05,10546380000000.0,7030920000000.0,5678820000000.0,27.89987488514051,12.576407519730171,294287935961686.0,196191957307790.62,158462734748600.16,0.0001324825922848,8.832172818991571e-05,7.133678046108577e-05,7.224983044577347e-05,4.816655363051565e-05,3.8903754855416486e-05
40,40,2.25,0.02,300,1,100000.0,0.01715,0.00243,0.81,,447.3,0.4473,300.0,0.0107551533887771,0.0237222462339666,0.0067791235667433,0.0003215719590682,1.6190878227941087e-05,10448716509844.943,6977880000000.0,5635980000000.0,28.660885434917446,12.822463713507805,299526689694202.3,200030433930721.7,161563042790198.3,0.0001335507378794,8.918808563293881e-05,7.20365307035275e-05,7.279357185047231e-05,4.861312953274024e-05,3.926445077644403e-05
41,41,2.25,0.02,305,1,100000.0,0.01715,0.00243,0.81,,451.4,0.4513999999999999,305.0,0.0118447350215319,0.0228857801782633,0.0065833627845938,0.0002292166713105,1.3372130955459184e-05,10517620000000.0,7041840000000.0,5687640000000.0,26.647050427176293,12.066384015723628,281146747566360.56,188235590645288.6,152036438598117.7,0.000136826142447,9.160891940668156e-05,7.399181952078126e-05,7.445496472853537e-05,4.984967595558592e-05,4.026319981028093e-05
42,42,2.25,0.02,310,1,100000.0,0.01715,0.00243,0.81,,456.9,0.4568999999999999,310.0,0.0104788408150397,0.0238735535962165,0.0064950789620331,0.0003286220960771,-4.031031497543941e-05,10645770000000.0,7127640000000.0,5756940000000.0,31.003663481293028,14.120046829612946,328997091129981.6,220272730541961.97,177912590053123.12,0.0001408905567414,9.433015816172768e-05,7.618974313063075e-05,7.659709031255396e-05,5.128388879295459e-05,4.142160248661717e-05
43,43,2.25,0.02,315,1,100000.0,0.01715,0.00243,0.81,,463.2,0.4632,315.0,0.0113774623536414,0.0241985784319983,0.006857226087434,5.753375774227372e-05,5.871657764941795e-05,10789831128563.44,7225920000000.0,5836320000000.0,28.33229359871008,13.11092364368351,305407279911128.4,204530408841462.72,165197637910412.2,0.0001452473291382,9.727173373350422e-05,7.856563109245002e-05,7.885228396447893e-05,5.280715601157591e-05,4.2651933701657456e-05
44,44,2.25,0.02,320,1,100000.0,0.01715,0.00243,0.81,,471.2,0.4712,320.0,0.0124660300781328,0.0249886197534638,0.006674305003452,-0.0001267199925149,-1.3141270853007206e-05,10934495647937.994,7350720000000.0,5937120000000.0,26.10418304742695,12.2882210587419,285155984057116.5,191696248516373.7,154831585340147.94,0.0001496208524874,0.0001005826906158,8.123986549742499e-05,8.118388904681925e-05,5.457590876692802e-05,4.408054169636492e-05
45,45,2.25,0.02,325,1,100000.0,0.01715,0.00243,0.81,,473.1,0.4730999999999999,325.0,0.0130604738524766,0.0228387484055703,0.0063566319929221,0.0002406778102524,-5.034327026560872e-05,10975920000000.0,7380360000000.0,5961060000000.0,25.42292279754559,12.017690794336492,278810426428606.7,187475976391649.3,151422904008639.88,0.0001525972278475,0.000102608480794,8.287608064137594e-05,8.273192204630337e-05,5.563008551389365e-05,4.493199214583719e-05
46,46,2.25,0.02,330,1,100000.0,0.01715,0.00243,0.81,,473.0,0.473,330.0,0.0120203639274392,0.0229191250314424,0.0069681432245007,1.319638867927765e-05,4.795508085478896e-05,10939870406046.05,7378800000000.0,5959800000000.0,29.124960782236503,13.828600449501357,319837413984217.6,215726167012221.12,174240365663717.03,0.0001545805755363,0.0001042625834157,8.421208660505596e-05,8.373481929479789e-05,5.6478044225367214e-05,4.561688187433505e-05
47,47,2.25,0.02,335,1,100000.0,0.01715,0.00243,0.81,,460.2,0.4601999999999999,335.0,0.0118173318495052,0.0224509328864559,0.0066818286182146,4.592211171943633e-05,6.196998753291563e-05,10630620000000.0,7179120000000.0,5798520000000.0,29.585724308709665,13.652941594036864,315382950822251.6,212985888866975.03,172027064084864.44,0.0001525609586483,0.0001030281798663,8.32150683536469e-05,8.256952562185672e-05,5.576123808229287e-05,4.503792306646731e-05
48,48,2.25,0.02,340,1,100000.0,0.01715,0.00243,0.81,,469.3,0.4692999999999999,340.0,0.0117854880447566,0.0258119561530988,0.0063663365885328,2.715096277457967e-05,2.8964075878066887e-05,10818183671555.195,7321080000000.0,5913180000000.0,29.978404293979253,13.982146836349951,322312875768779.6,218121490647059.25,176175050138009.4,0.000157628836897,0.0001066734823762,8.615935115004479e-05,8.528596622325655e-05,5.7716285889976814e-05,4.661700014190436e-05
49,49,2.25,0.02,345,1,100000.0,0.01715,0.00243,0.81,,478.7,0.4787,345.0,0.0129365840851732,0.0213703548203855,0.0073007725798965,0.0001580961234537,5.218579083071943e-07,11010100000000.0,7467720000000.0,6031620000000.0,27.0489379815802,12.93249194475531,297447314729372.1,201746874338182.8,162949398503916.94,0.0001629182808144,0.0001105010948132,8.925088427227633e-05,8.804452565542411e-05,5.971715653150902e-05,4.823308796775729e-05
50,50,2.25,0.02,350,1,100000.0,0.01715,0.00243,0.81,,486.5,0.4865,350.0,0.0129141780132555,0.0240231201105009,0.0062915593061796,0.0003235909704308,-4.1078670994504624e-05,11189500000000.0,7589400000000.0,6129900000000.0,28.23703927366996,13.68182795774284,314682043028085.25,213436516140788.25,172391032267559.75,0.0001680854433678,0.0001140057789799,9.20815907146108e-05,9.078186228774024e-05,6.157378485603252e-05,4.973267238371857e-05
51,51,2.25,0.02,355,1,100000.0,0.01715,0.00243,0.81,,485.6,0.4856,355.0,0.0131680658769482,0.022836152151535,0.0064105405738614,0.0001350567026031,-5.477398970436787e-06,11162159763855.67,7575360000000.0,6118560000000.0,28.308426002708416,13.73637127988276,315748704286840.94,214287391966171.03,173078278126522.75,0.0001700827972233,0.0001154291325363,9.32312224332364e-05,9.181975029083518e-05,6.23147919648586e-05,5.033117812546272e-05
52,52,2.25,0.02,360,1,100000.0,0.01715,0.00243,0.81,,479.8,0.4798,360.0,0.013219286214695,0.0215100414770029,0.0066736138129542,0.0002994858873502,2.2357468349111825e-05,10987420000000.0,7484880000000.0,6045480000000.0,27.94084598500168,13.430994453954076,307569772995548.4,209523513481683.6,169230530119821.34,0.0001699049882504,0.0001157431361007,9.34848406967996e-05,9.165730969760166e-05,6.243904066736183e-05,5.043153284671533e-05
53,53,2.25,0.02,365,1,100000.0,0.01715,0.00243,0.81,,483.3,0.4833,365.0,0.0132043531082842,0.0208889338136743,0.006748952437648,0.0001072814592322,1.139061497865198e-05,11067570000000.0,7539480000000.0,6089580000000.0,28.753028245715303,13.938805914850724,319198655450081.6,217445372271671.2,175628954527119.06,0.0001736249569241,0.0001182772632321,9.553163568751928e-05,9.3572515598832e-05,6.374372241667935e-05,5.148531425962563e-05
54,54,2.25,0.02,370,1,100000.0,0.01715,0.00243,0.81,,490.6,0.4906,370.0,0.0147444489010581,0.0211933088388901,0.0069048826342545,-9.630910689735e-05,2.721802837171088e-05,11195937173736.486,7646280228159.802,6181560000000.0,25.67764370327826,12.5967768904423,287469879039885.2,196327937374499.2,158719388819573.03,0.0001781774960616,0.0001216865586236,9.83763007476091e-05,9.595338721586404e-05,6.55314938007028e-05,5.297829123850499e-05
55,55,2.25,0.02,375,1,100000.0,0.01715,0.00243,0.81,,518.0,0.518,375.0,0.0140899818175227,0.0238393150393006,0.0066248475885553,8.599385510637626e-06,4.607631638374537e-05,11810400000000.0,8058048503023.856,6526800000000.0,26.880701683000552,13.948617791050376,318028485635948.6,216985789016265.25,175752584167234.72,0.000190574356702,0.0001300258593897,0.0001053174076511,0.0001025502096954,6.996838072558854e-05,5.667248430539999e-05
56,56,2.25,0.02,380,1,100000.0,0.01715,0.00243,0.81,,502.8,0.5028,380.0,0.0146933618868274,0.0218536717338329,0.0064701321602967,-0.0002254143009731,-9.329879623567053e-06,11435663849777.553,7806768057167.645,6335280000000.0,26.57673539142545,13.354166067561897,303726639106490.9,207344624276758.72,168262492451279.9,0.0001870505875329,0.000127693553344,0.0001036247533813,0.0001006191112401,6.868950275987124e-05,5.574230332679296e-05
57,57,2.25,0.02,385,1,100000.0,0.01715,0.00243,0.81,,506.7,0.5067,385.0,0.0161109458785972,0.022064125506318,0.0063033591539567,0.0002336373744368,9.774903953894096e-05,11502090000000.0,7853850000000.0,6384420000000.0,24.400348352401057,12.37240373616342,280853564810909.7,191772257910533.0,155892287075659.1,0.0001907403022692,0.0001302411755582,0.0001058734717441,0.0001024931609384,6.998431694037764e-05,5.689047699669408e-05
