,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
58,58,2.25,0.02,390,1,100000.0,0.01715,0.00243,0.81,,528.5,0.5285,390.0,0.015293669059116,0.0210287748896259,0.0070379996597486,7.645032978574924e-06,3.172739258426877e-05,11979517696368.318,8191750000000.0,6659100000000.0,26.12507137475196,13.814159822967676,313125774947401.1,214119477255999.0,174058413769392.75,0.0002013123552017,0.0001376600066481,0.0001119042634688,0.0001081252217772,7.393743287030768e-05,6.0103977688121085e-05
59,59,2.25,0.02,395,1,100000.0,0.01715,0.00243,0.81,,539.8,0.5398,395.0,0.0160297714443799,0.0226252105297876,0.006612604377937,0.0001835179389184,-4.456761155865055e-05,12199480000000.0,8366900000000.0,6801480000000.0,24.9960840651226,13.48646820030558,304794181326906.1,209040257104736.53,169929499323850.34,0.000207691119981,0.0001424430247657,0.0001157923943257,0.0001116427280422,7.656912763961656e-05,6.224329085543023e-05
60,60,2.25,0.02,400,1,100000.0,0.01715,0.00243,0.81,,542.5,0.5425000000000001,400.0,0.0168652530200517,0.0209757942345522,0.0065982847463825,-0.0001970059970428,-1.9877402179731676e-05,12255112963484.629,8408750000000.0,6835500000000.0,24.23993683804701,13.15120062795484,297086542490389.9,203843609733300.1,165705127912231.0,0.0002114127559761,0.0001450592105606,0.0001179191001976,0.0001137344361448,7.803799465439156e-05,6.343733759002153e-05
61,61,2.25,0.02,405,1,100000.0,0.01715,0.00243,0.81,,547.9,0.5479,405.0,0.0164099802281498,0.0226676484747134,0.0064907533880126,0.0001695514813991,-3.4762531649617624e-05,12328624867307.871,8492450000000.0,6903540000000.0,24.99612721997567,13.727858692429304,308898740738040.7,212781809732654.25,172971019524609.28,0.0002154514176187,0.0001484115553234,0.0001206442320693,0.0001161417866662,8.000310876436039e-05,6.503478518909296e-05
62,62,2.25,0.02,410,1,100000.0,0.01715,0.00243,0.81,,559.8,0.5597999999999999,410.0,0.0155585308131093,0.0203546340568509,0.006459380403311,-0.0001228859574,-9.309239523291213e-06,12595500000000.0,8676900000000.0,7053480000000.0,27.04306180948485,15.160935177524228,341121041494295.2,234994495251625.5,191027783236805.25,0.0002229568295814,0.0001535924826005,0.0001248558245655,0.000120472305382,8.299203259653183e-05,6.74644910139549e-05
63,63,2.25,0.02,415,1,100000.0,0.01715,0.00243,0.81,,567.4,0.5673999999999999,415.0,0.0158070999735741,0.0212864937050635,0.006995252273663,0.0002714182385603,-2.7100753438128925e-05,12723747146490.844,8794700000000.0,7149240000000.0,27.13886106654507,15.333561113813367,343849761133989.8,237670197264107.2,193202870034048.44,0.0002280413228581,0.0001576229862987,0.0001281322340234,0.0001234793766369,8.534939127649974e-05,6.938079548928365e-05
64,64,2.25,0.02,420,1,100000.0,0.01715,0.00243,0.81,,580.5,0.5805,420.0,0.0153742160167211,0.0217176218131337,0.0067488163167907,0.0001767670402134,-1.2820457042201234e-05,12966151659367.96,8992327848953.89,7314300000000.0,28.53681157263742,16.591969836354547,370601201078090.8,257020555432306.5,209058819938067.3,0.0002352379969156,0.0001631430239571,0.0001326994567117,0.000127700043919,8.856295155367446e-05,7.203651906712889e-05
65,65,2.25,0.02,425,1,100000.0,0.01715,0.00243,0.81,,598.9,0.5989,425.0,0.0168533189448623,0.020298076399113,0.0065723425654659,0.0001862617701691,-4.638747919293586e-05,13355470000000.0,9259693845972.0,7546140000000.0,25.72880179614959,15.37959075554542,342964873848662.9,237786444936870.56,193782843519872.28,0.0002453039537759,0.0001700755953307,0.000138602233972,0.0001334010886463,9.2490435722985e-05,7.53746061410286e-05
66,66,2.25,0.02,430,1,100000.0,0.01715,0.00243,0.81,,580.6,0.5806000000000001,430.0,0.0180274552835043,0.0218638032149153,0.0070079129663898,8.22463403803523e-05,2.457319012714508e-05,12923710425948.416,8959632008024.373,7315560000000.0,24.260484043732845,14.09743655651414,313798118850444.6,217547095767890.1,177627700612078.12,0.0002402286522623,0.000166543527448,0.0001359831705773,0.0001309468776407,9.078165616478736e-05,7.412342962055558e-05
67,67,2.25,0.02,435,1,100000.0,0.01715,0.00243,0.81,,589.6,0.5896,435.0,0.0189393448843872,0.0218642991007715,0.0068193541041447,0.0001525664608062,1.8220814769316304e-05,13089120000000.0,9081129234210.51,7428960000000.0,23.59887225780647,13.952005694574158,309734526419546.3,214891395503508.9,175795271751634.4,0.0002461780408266,0.0001707964021546,0.0001397226718204,0.0001344488510475,9.327956285480612e-05,7.630880735132336e-05
68,68,2.25,0.02,440,1,100000.0,0.01715,0.00243,0.81,,602.4,0.6023999999999999,440.0,0.0179146522694963,0.0212298595372589,0.0063887841062525,0.0001073987884103,-1.929212914984372e-05,13362609684736.377,9276960000000.0,7590240000000.0,25.40298686460664,15.290399104023477,339176021166846.7,235472146201961.5,192659028710695.8,0.0002543330077309,0.0001765700858638,0.0001444664338886,0.0001391742794995,9.66214126138474e-05,7.90538830476964e-05
69,69,2.25,0.02,445,1,100000.0,0.01715,0.00243,0.81,,605.4,0.6054,445.0,0.0178299762244307,0.0215992863356893,0.0068107376653433,1.839724624726349e-05,-3.269845905889631e-05,13379340000000.0,9323160000000.0,7628040000000.0,25.410570734631,15.346910424913636,339166720390591.4,236342420543670.1,193371071353911.8,0.00025765013496,0.0001795390080717,0.0001468955520586,0.0001412156970361,9.840369838721084e-05,8.051211686228152e-05
70,70,2.25,0.02,450,1,100000.0,0.01715,0.00243,0.81,,610.7,0.6106999999999999,450.0,0.0184268466068828,0.0210355632842394,0.0067937826145494,9.159157643377506e-05,-6.123709735068601e-05,13496470000000.0,9404780000000.0,7694820000000.0,24.812582916118608,15.141945290324989,334636990916182.2,233185957471004.8,190788510658094.88,0.000262816302569,0.0001831389619711,0.0001498409688855,0.0001443866509047,0.0001006133223499,8.231999101359194e-05
71,71,2.25,0.02,455,1,100000.0,0.01715,0.00243,0.81,,612.1,0.6121000000000001,455.0,0.0182128280096889,0.0201214632791699,0.0068067715724357,7.070219184747404e-05,-2.6476487266179423e-05,13476524793363.98,9416682754496.695,7712460000000.0,25.3981987312062,15.52195514778898,341744834815654.06,238793215742943.4,195576634862141.2,0.0002654518429034,0.000185483708118,0.0001519150338614,0.0001460854852265,0.0001020768106398,8.360304148629364e-05
72,72,2.25,0.02,460,1,100000.0,0.01715,0.00243,0.81,,620.9,0.6209,460.0,0.0187686420511169,0.0194245195246647,0.0072935224909574,0.0001663401701564,-1.1577889059203217e-05,13615340748822.12,9533752975557.418,7823340000000.0,24.895037512403228,15.479384453633967,339438063968829.6,237681796738009.44,195040244115788.0,0.0002712436300175,0.0001899305946495,0.0001558558966395,0.000149574092513,0.0001047349806272,8.59448913184382e-05
73,73,2.25,0.02,465,1,100000.0,0.01715,0.00243,0.81,,622.2,0.6222,465.0,0.0182243991977372,0.0197468188691643,0.0073344075435174,0.0002776618216667,3.9559633309909125e-05,13626180000000.0,9535364849374.902,7839720000000.0,25.97957008901529,16.202497187083672,354834688397132.4,248307171568327.7,204151464557254.28,0.0002745218846612,0.0001921056619964,0.0001579440980242,0.0001516352655835,0.0001061117335431,8.724220759601854e-05
74,74,2.25,0.02,470,1,100000.0,0.01715,0.00243,0.81,,621.0,0.6210000000000001,470.0,0.0186483608195032,0.0205237446267265,0.0069335639492342,-8.735847162301245e-05,-2.950990089890306e-05,13569750221918.582,9501300000000.0,7824600000000.0,25.91885186575164,16.066504841462695,351076421317060.1,245817524074379.25,202437961002429.97,0.0002763655108556,0.0001935062610106,0.0001593580973029,0.0001529921994179,0.0001071224422378,8.821848184297547e-05
75,75,2.25,0.02,475,1,100000.0,0.01715,0.00243,0.81,,632.1,0.6321000000000001,475.0,0.0201019702057748,0.0215336561621029,0.0070933100799886,4.147494922482026e-05,6.248702773153684e-06,13756377344124.77,9671130000000.0,7964460000000.0,24.547796097929467,15.59623030256228,339420391058250.1,238622323629202.9,196512501812284.75,0.0002831992527267,0.0001990972419924,0.0001639624345819,0.0001570495377933,0.0001104103542992,9.092617412886476e-05
76,76,2.25,0.02,480,1,100000.0,0.01715,0.00243,0.81,,638.4,0.6383999999999999,480.0,0.0203722427858621,0.0204775420960814,0.0072377040318433,4.798360936943124e-05,-3.2562979744879604e-05,13853280000000.0,9767520000000.0,8043840000000.0,23.98373594524036,15.307179226352256,332165789211843.94,234199842163189.44,192870458252038.44,0.0002883027464794,0.0002032733650292,0.0001674015947299,0.000160172968973,0.0001129330149902,9.300365940373988e-05
77,77,2.25,0.02,485,1,100000.0,0.01715,0.00243,0.81,,654.0,0.654,485.0,0.0190468704442309,0.0212239991822869,0.0066280778368508,0.0001945136656897,-8.093465595471254e-06,14182664146442.275,10006200000000.0,8240400000000.0,25.860204338607325,16.95661664688054,367721710952108.56,259436234697272.25,213653369750694.8,0.0002982652314042,0.000210433070096,0.000173297822432,0.0001659881213971,0.0001171084870355,9.644228344110972e-05
78,78,2.25,0.02,490,1,100000.0,0.01715,0.00243,0.81,,657.2,0.6572000000000001,490.0,0.0205181594447025,0.0191950433641116,0.0069583002897079,0.0003999877714,6.214975622926808e-05,14193914857448.316,10040560971597.549,8280720000000.0,24.098016302817637,15.849210521931392,342304237227736.1,242140846921998.7,199700052576335.6,0.0003016348913271,0.0002133719659408,0.0001759735846238,0.0001681779333853,0.0001189665297553,9.811488870614154e-05
79,79,2.25,0.02,495,1,100000.0,0.01715,0.00243,0.81,,642.4,0.6424,495.0,0.0203111671335818,0.0182410814118327,0.0065514509319096,6.772767831777787e-05,2.9159518530713813e-05,13817436123861.111,9795504742412.64,8094240000000.0,25.18872934736056,16.181066193269295,348039926123080.44,246733671596298.56,203881434035193.1,0.0002967182768884,0.0002103505500128,0.0001738172642154,0.000165664177932,0.0001174432236222,9.704590660417048e-05
80,80,2.25,0.02,500,1,100000.0,0.01715,0.00243,0.81,,653.3,0.6533,500.0,0.0208011555624522,0.0205494022385789,0.0068156944564278,-0.0001192971678604,3.0607957557501465e-05,14045950000000.0,9942444710869.104,8231580000000.0,24.154363484382195,15.788163464205306,339445514480413.94,240276966675378.56,198930859648986.8,0.0003047846698864,0.0002157422409354,0.0001786179925846,0.0001704307742335,0.0001206396541243,9.988036071364492e-05
81,81,2.25,0.02,505,1,100000.0,0.01715,0.00243,0.81,,650.6,0.6506000000000001,505.0,0.0212233510271743,0.0206889170101075,0.0069983088499578,0.0002839658514184,-2.8313328489590853e-05,13943749893480.604,9889120000000.0,8197560000000.0,24.62906271859128,16.012642882368574,343185194413418.06,243392171812002.38,201759300317844.0,0.000305682943468,0.0002167950037114,0.0001797116478134,0.000171145024118,0.0001213786602481,0.0001006165209951
82,82,2.25,0.02,510,1,100000.0,0.01715,0.00243,0.81,,634.6,0.6346,510.0,0.0244693730612368,0.0208968465010502,0.006121909037538,-2.9253189420406517e-05,-1.4847301799757316e-05,13544690673228.076,9645920000000.0,7995960000000.0,21.02729865045033,13.372380261402796,285415622763128.94,203260179973322.47,168491991293675.2,0.0002999076850895,0.0002135807754899,0.0001770472217876,0.0001681897510961,0.0001197771822947,9.928898006012845e-05
83,83,2.25,0.02,515,1,100000.0,0.01715,0.00243,0.81,,661.5,0.6615,515.0,0.0235611859642403,0.0210486584552498,0.0067436669534991,0.0001942800425203,-7.815338281116073e-06,14089950000000.0,10054800000000.0,8334900000000.0,22.14459381590747,14.671734636353056,312507947754320.1,223010366472566.5,184863856418048.53,0.0003150860028048,0.0002248501052879,0.0001863889030676,0.0001769063008497,0.0001262429940335,0.0001046487976857
84,84,2.25,0.02,520,1,100000.0,0.01715,0.00243,0.81,,643.7,0.6437,520.0,0.0222183496559523,0.0199882983112827,0.0069466702584236,-9.453382514906356e-05,-4.452704861444694e-05,13689388327337.8,9784240000000.0,8110620000000.0,23.825314419630267,15.298075723110832,325339908706980.25,232530750991284.62,192755754111196.53,0.0003091804132548,0.0002209810470891,0.0001831816574554,0.0001738101071771,0.0001242275960314,0.0001029781388155
85,85,2.25,0.02,525,1,100000.0,0.01715,0.00243,0.81,,650.0,0.6500000000000001,525.0,0.0230353922530411,0.0201327736559073,0.0065203921197343,9.89024358315596e-05,3.557902892098228e-05,13765861080597.684,9861377025100.23,8190000000000.0,23.148820611423083,15.051277558959429,318759686095619.8,228348188797429.44,189646097242888.8,0.0003139202356683,0.0002248813773151,0.0001867668658771,0.0001767431488946,0.0001266125538859,0.0001051533486333
86,86,2.25,0.02,530,1,100000.0,0.01715,0.00243,0.81,,640.7,0.6406999999999999,530.0,0.024474372244424,0.0197818279508519,0.0072269285435236,0.0001657838137354,-5.017337122080641e-05,13518770000000.0,9701388616544.691,8072820000000.0,21.850762601436923,13.97669162795154,294908193349777.5,211633084214709.7,176106314512189.4,0.0003112674777045,0.0002233728930148,0.000185875365833,0.0001755413124464,0.0001259725914636,0.000104825617859
87,87,2.25,0.02,535,1,100000.0,0.01715,0.00243,0.81,,640.3,0.6403000000000001,535.0,0.0232154385542571,0.0193299646774203,0.0068649822088668,0.0001449947369648,-7.355266874679053e-05,13510330000000.0,9676448809257.52,8067780000000.0,23.37222065106674,14.956533937051594,315582866071788.6,226028635023899.2,188452327606850.1,0.0003140888645758,0.0002249585923974,0.0001875601750547,0.0001774073164613,0.0001270637220649,0.0001059399140954
88,88,2.25,0.02,540,1,100000.0,0.01715,0.00243,0.81,,636.1,0.6360999999999999,540.0,0.0221836074490056,0.0204228414468951,0.0071842516958428,-4.040295482428496e-05,-3.512877512065206e-06,13366260697687.258,9594217663859.615,8014860000000.0,25.04903556730233,15.903411613361808,334175673018112.06,239869191348130.9,200382986328358.8,0.0003137361550538,0.0002251978342102,0.0001881267630916,0.0001775145616963,0.0001274188332803,0.0001064437086883
89,89,2.25,0.02,545,1,100000.0,0.01715,0.00243,0.81,,625.0,0.6249999999999998,545.0,0.0248026970536443,0.0193516674399318,0.0070190915838252,0.0001282431935144,2.5507506853448072e-05,13077722535348.59,9408365882757.488,7875000000000.0,22.53670661838249,14.070638711961848,294419054352274.6,211810747529965.72,177290047770719.28,0.0003083441000328,0.0002218286940296,0.0001856752795599,0.0001755807900946,0.0001263162076369,0.0001057293208552
90,90,2.25,0.02,550,1,100000.0,0.01715,0.00243,0.81,,629.8,0.6297999999999999,550.0,0.0243288803153859,0.0198206604383682,0.0070474532276555,0.0002128126328897,3.849992265484708e-05,13122439449971.502,9462048722794.066,7935480000000.0,23.077735452227667,14.540705965764497,302968456010771.8,218458031616205.2,183212895168632.7,0.000312364142998,0.0002252328731688,0.0001888947111494,0.0001781279873645,0.0001284407294667,0.0001077186209592
91,91,2.25,0.02,555,1,100000.0,0.01715,0.00243,0.81,,647.3,0.6472999999999999,555.0,0.0259041237692485,0.0207382734917244,0.0072526746445117,0.0001619133623429,-8.556463403158206e-05,13463840000000.0,9709500000000.0,8155980000000.0,22.043384479975103,14.29582371488006,297353133269505.3,214437355723200.88,180127378807488.75,0.0003235360255531,0.0002333192491969,0.0001959881693254,0.0001846892899103,0.0001331893917622,0.0001118790890802
92,92,2.25,0.02,560,1,100000.0,0.01715,0.00243,0.81,,656.9,0.6569,560.0,0.0251419520129161,0.0178265921344105,0.0068588641124967,-1.1631455117658384e-05,-6.224298371749362e-05,13636546044135.031,9853500000000.0,8276940000000.0,22.67790714615855,14.89252016430802,309152895317088.9,223387802464620.3,187645754070281.03,0.0003307361585378,0.000238983444019,0.000200746092976,0.0001890517160252,0.0001366050521756,0.0001147482438275
93,93,2.25,0.02,565,1,100000.0,0.01715,0.00243,0.81,,653.0,0.6530000000000001,565.0,0.0248701930814945,0.0187765925390597,0.0072102623184442,0.000227940283838,-2.368898980564463e-05,13497813393992.271,9795000000000.0,8227800000000.0,22.891878495781945,14.948961717989937,309001984231795.25,224234425769849.03,188356917646673.2,0.0003303432172919,0.0002397211843819,0.0002013657948808,0.0001890228998988,0.0001371688324964,0.0001152218192969
94,94,2.25,0.02,570,1,100000.0,0.01715,0.00243,0.81,,662.6,0.6626000000000001,570.0,0.0250577096646338,0.0200852116104461,0.0075029528599782,-7.33744399183111e-06,5.188879188460792e-05,13637628006528.611,9939000000000.0,8348760000000.0,22.98660953707424,15.196409038357398,312772371717729.3,227946135575361.0,191474753883303.2,0.0003367809616261,0.0002454434140599,0.0002061724678103,0.0001929341562263,0.0001406089517778,0.0001181115194933
95,95,2.25,0.02,575,1,100000.0,0.01715,0.00243,0.81,,685.0,0.685,575.0,0.0252353023444015,0.0188247758848437,0.0065376724984654,0.0001393594181262,4.754436294194567e-05,14042500000000.0,10258861145130.576,8631000000000.0,23.149790218659756,15.84204803616585,324761984741399.9,237257475996370.75,199609805255689.72,0.0003499246846943,0.0002556402885193,0.0002150756598609,0.0002003861455651,0.0001463937078697,0.000123164167518
96,96,2.25,0.02,580,1,100000.0,0.01715,0.00243,0.81,,685.8,0.6857999999999999,580.0,0.0266447532792426,0.01946298753136,0.0070519348524663,2.07594981699436e-05,-6.096702166731311e-05,14058900000000.0,10250617394026.287,8641080000000.0,22.319854008773746,15.303604501908996,313723892289134.3,228742190869885.25,192825416724053.28,0.0003534189261526,0.0002576846120107,0.0002172233399767,0.0002023765996343,0.0001475567144197,0.0001243875685557
97,97,2.25,0.02,585,1,100000.0,0.01715,0.00243,0.81,,703.5,0.7034999999999999,585.0,0.0282782453967228,0.0189789921303594,0.0069581663970659,0.0002027890830044,3.258731725843089e-05,14363059411252.604,10494431492524.1,8862436096201.18,21.076286762048493,14.815945894466918,302490847357686.5,221016246178289.7,186645875898347.2,0.0003642449618544,0.0002661371570797,0.0002247500066224,0.0002084105249745,0.0001522760516434,0.0001285955106413
98,98,2.25,0.02,590,1,100000.0,0.01715,0.00243,0.81,,701.8,0.7017999999999999,590.0,0.0281144137892283,0.0197702236758379,0.006959803212096,0.0001292962894956,-4.254245566858013e-06,14266260862288.256,10456820000000.0,8828602070715.059,21.27291133723426,14.946859790478722,303841266518975.06,222708210878132.97,188030603158888.7,0.000364976789134,0.0002675190524688,0.0002258640065126,0.0002086769291188,0.0001529550810132,0.0001291386430062
99,99,2.25,0.02,595,1,100000.0,0.01715,0.00243,0.81,,696.4,0.6964000000000001,595.0,0.0277663000823621,0.0188529497515352,0.0068971721397238,0.0002757544025414,-3.564420636033704e-05,14094876373744.828,10376360000000.0,8748347897704.034,22.458230575463425,15.652155395948304,316793789903122.3,233217115399629.7,196626221643712.25,0.0003637824555528,0.000267809210979,0.0002257909467148,0.0002077790133799,0.0001529626643119,0.0001289633939801
100,100,2.25,0.02,600,1,100000.0,0.01715,0.00243,0.81,,716.5,0.7165,600.0,0.0271526914679383,0.0198357814777308,0.0071730272075954,0.0001236742160885,-2.8160874138982734e-05,14438302200004.283,10675850000000.0,8988170879640.75,22.5880012391814,16.145511792341967,325350702626051.75,240568125705895.3,202538198086286.6,0.0003758608804503,0.0002779159436456,0.0002339819304002,0.0002145157183927,0.0001586154383305,0.0001335409043649
101,101,2.25,0.02,605,1,100000.0,0.01715,0.00243,0.81,,734.7,0.7346999999999999,605.0,0.0273767597659343,0.0189679611260957,0.0066371425165348,0.0001726926141415,-2.771633001332611e-05,14740052643046.816,10946658129069.566,9203481512572.89,22.60338571956633,16.666539697444396,334375490020089.7,248323005665564.6,208779352094721.2,0.0003869566082995,0.0002873722234525,0.0002416102626562,0.0002206642605721,0.0001638756848624,0.000137779660076
102,102,2.25,0.02,610,1,100000.0,0.01715,0.00243,0.81,,722.9,0.7228999999999999,610.0,0.0282225851136672,0.0194901524017428,0.0066716600430746,3.88274255661011e-05,8.35175126622192e-05,14458000000000.0,10749525082868.14,9042873203567.877,22.536728295513843,16.267374150572074,325347483011441.6,241895900489660.1,203491218423877.4,0.000382745463554,0.000284571307292,0.0002393912502531,0.0002181003038137,0.0001621576073057,0.0001364126015387
103,103,2.25,0.02,615,1,100000.0,0.01715,0.00243,0.81,,725.5,0.7255,615.0,0.0295545166974533,0.0189665728871011,0.0063569154594203,3.810063083288108e-05,2.5873921751756795e-05,14499651164923.084,10766791395037.674,9068750000000.0,21.203059019443643,15.388923091039334,307558947793108.5,228379496506545.6,192361538637991.7,0.0003870943969278,0.0002874389579794,0.0002421066736165,0.0002203505658954,0.0001636224588984,0.0001378173979315
104,104,2.25,0.02,620,1,100000.0,0.01715,0.00243,0.81,,748.6,0.7485999999999999,620.0,0.0273743288260902,0.0203282307291657,0.0065749147777657,0.0001825164718899,7.018469730274101e-05,14895091323592.771,11087530283676.549,9357500000000.0,22.97750470483154,17.176274627775907,341760859176905.75,254398163366564.8,214703432847198.8,0.0004009139169623,0.0002984302075695,0.0002518649866907,0.0002280511328014,0.0001697555111433,0.0001432679014065
105,105,2.25,0.02,625,1,100000.0,0.01715,0.00243,0.81,,729.8,0.7298,625.0,0.029934742179796,0.0195659770871341,0.0075281946788917,0.0002785122556807,-3.803201597590956e-05,14456455718314.238,10787560584126.336,9122500000000.0,21.205724050212517,15.467266304155194,306387846546168.0,228629860683598.3,193340828801939.97,0.0003923035402077,0.0002927410625273,0.0002475564630278,0.0002229363992543,0.0001663575056171,0.0001406802152495
106,106,2.25,0.02,630,1,100000.0,0.01715,0.00243,0.81,,742.2,0.7422000000000001,630.0,0.0297080454879732,0.0193018454348504,0.0069586614951255,0.0003158952587648,-5.234451572490748e-06,14636419340000.396,10948963362807.389,9277500000000.0,21.579542551205584,16.00800659574272,315682965956322.56,236150737979474.62,200100082446784.0,0.0004004533360478,0.0002995643130365,0.0002538329723193,0.0002273562030302,0.0001700767571261,0.0001441129230185
107,107,2.25,0.02,635,1,100000.0,0.01715,0.00243,0.81,,769.2,0.7692,635.0,0.0301978244004203,0.0200736551794995,0.0070248206644875,5.829369209929303e-05,2.1269465011478456e-05,15100814711369.918,11324583967258.896,9615000000000.0,21.57671421866313,16.529928087875888,324512976140513.7,243362660691500.0,206624101098448.6,0.0004165611700944,0.0003123925455943,0.0002652330835794,0.0002363250265869,0.0001772276965383,0.0001504730157984
108,108,2.25,0.02,640,1,100000.0,0.01715,0.00243,0.81,,760.2,0.7602,640.0,0.031726823291035,0.019386188808335,0.007112641660524,0.0001479815516005,7.900290299545723e-06,14856871039924.775,11174940000000.0,9502500000000.0,20.63231345776811,15.70218153017096,306873567533857.8,230822068493513.2,196277269127137.0,0.0004131503277493,0.0003107605976502,0.0002642522088862,0.0002342601282855,0.0001762041866654,0.0001498334920624
109,109,2.25,0.02,645,1,100000.0,0.01715,0.00243,0.81,,766.3,0.7663,645.0,0.0307548814027313,0.018256767406214,0.0067658779496566,-0.0001347438553032,1.852338164093028e-05,14908288955278.863,11264610000000.0,9567485389568.812,21.06103362038191,16.151152748665403,314219042330615.1,237421945405381.5,201651987403824.1,0.0004177728821663,0.0003156665798668,0.0002681082958798,0.000237078855741,0.000179135302326,0.0001521468020429
110,110,2.25,0.02,650,1,100000.0,0.01715,0.00243,0.81,,764.4,0.7644,650.0,0.0320253373753188,0.0186028051172456,0.0064648551002563,0.0001826015478489,3.5583883199754286e-05,14829360000000.0,11236680000000.0,9530237564738.45,20.51385246276733,15.685719636987368,304302960957554.9,230580078663714.3,195563362786986.56,0.0004189060191069,0.0003174184783954,0.0002692141723842,0.000237855455273,0.0001802306800264,0.000152860204002
111,111,2.25,0.02,655,1,100000.0,0.01715,0.00243,0.81,,768.2,0.7682,655.0,0.03075552493558,0.0182502344412345,0.0069254476921438,0.000102025023042,5.7816517908465534e-05,14886143474912.275,11292540000000.0,9564021470919.111,21.669591372522355,16.67055066638319,323041146870052.9,245057094795832.9,207546868660939.6,0.0004238228650903,0.0003215095074834,0.0002722969174938,0.0002407378201018,0.0001826222800817,0.0001546687820251
112,112,2.25,0.02,660,1,100000.0,0.01715,0.00243,0.81,,775.2,0.7752000000000001,660.0,0.0316937436345937,0.0181967841783873,0.0065263181808606,8.514441555463703e-05,1.6724130336792457e-05,14953204808799.947,11376132279733.604,9637453989919.668,21.33446096457582,16.580192858941768,319823296683641.06,243315876143983.6,206128542082102.6,0.0004290136540031,0.0003263859580709,0.0002765025560988,0.000243835779737,0.0001855059246689,0.0001571540106859
113,113,2.25,0.02,665,1,100000.0,0.01715,0.00243,0.81,,771.7,0.7716999999999999,665.0,0.0315731172201139,0.0204502090622956,0.0068477372300165,8.736433070255642e-05,-9.674759789524508e-06,14817417586724.49,11302011275474.814,9580286307821.053,21.35644162460148,16.483278987877146,316495565584886.6,241407548241265.44,204632022801028.75,0.0004283858137088,0.0003267520314152,0.0002769753043348,0.0002435589070932,0.0001857749839402,0.0001574744080144
114,114,2.25,0.02,670,1,100000.0,0.01715,0.00243,0.81,,800.1,0.8001000000000001,670.0,0.0316034859150021,0.0181816725813961,0.0068155502181863,0.0001527285687406,2.363274873979e-05,15291938793384.611,11694350658746.77,9921240000000.0,21.616748949936746,17.28123733876371,330288243542466.44,252584488509599.6,214287343000670.1,0.000445510850582,0.0003406997751807,0.0002890424903571,0.0002533904915778,0.0001937777349322,0.0001643969358384
115,115,2.25,0.02,675,1,100000.0,0.01715,0.00243,0.81,,787.3,0.7872999999999999,675.0,0.0320225853223973,0.0189531304109068,0.0067597167619084,0.0001998586346797,6.737362094516789e-05,14977643391203.072,11484046197629.207,9762520000000.0,21.475107488891062,16.90928152190419,321683206702071.06,246649269866970.25,209675090871612.03,0.000439626833671,0.0003370820586208,0.0002865514716935,0.0002501101023508,0.0001917708877738,0.0001630233016387
116,116,2.25,0.02,680,1,100000.0,0.01715,0.00243,0.81,,787.4,0.7874000000000001,680.0,0.0336745732822122,0.0182178162900542,0.0069185540820501,-4.737022796018949e-06,9.389410970863136e-06,14909882544865.16,11462283674959.8,9763760000000.0,20.390157643509543,16.049405610371217,303904943568116.4,233633273965667.1,199012629568603.12,0.0004409446419683,0.0003389854048807,0.0002887532912824,0.0002509274382288,0.0001929057100319,0.0001643202269976
117,117,2.25,0.02,685,1,100000.0,0.01715,0.00243,0.81,,811.6,0.8116,685.0,0.0321672823689254,0.0202437223132206,0.0064867337733393,0.0001783300874686,7.610734141680922e-05,15296319247708.725,11790631339969.115,10063840000000.0,21.885587645320623,17.787508597331616,335243235739462.75,258410493257353.7,220565106606912.1,0.0004557665385057,0.0003513116551499,0.0002998604727449,0.0002593688909262,0.0001999254150259,0.0001706454328644
118,118,2.25,0.02,690,1,100000.0,0.01715,0.00243,0.81,,807.1,0.8070999999999999,690.0,0.0332113855479519,0.0175690065299922,0.007213072270659,3.455279964111693e-05,-4.872222061793509e-05,15140100495067.797,11702950000000.0,10008040000000.0,21.038569177744268,17.00418220285656,318975377757020.9,246560641941420.1,210851859315421.28,0.0004545218204349,0.0003513349293944,0.00030045193962,0.0002586671808379,0.000199943790662,0.0001709864140833
119,119,2.25,0.02,695,1,100000.0,0.01715,0.00243,0.81,,817.9,0.8178999999999998,695.0,0.0334102744348455,0.0178784178362875,0.0075693445546987,-0.0001209026108757,-2.719513410777309e-05,15270331857301.676,11859550000000.0,10141960000000.0,21.417829138952776,17.519345645174532,327089157506526.6,254030511855030.75,217239886000164.25,0.0004618214859516,0.0003586690227101,0.0003067238539038,0.0002628051361591,0.0002041049717623,0.0001745449413691
