,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.1,50,2.25,1,100000.0,0.01715,0.00243,5.72,3540540000000.0,639.8,0.6397999999999999,22652374920.0,50.0,0.0018365858895691644,0.10267021172011516,0.029296493510397367,27.842988670235307,17.72241382183599,627469150327.632
1,1,0.1,60,2.25,1,100000.0,0.01715,0.00243,5.72,3748020000000.0,843.3999999999999,0.8433999999999998,31610800680.0,60.0,0.0024046664819550754,0.11578867053275949,0.02863928432123316,25.36857022541303,21.35875740436419,800530499267.0505
2,2,0.1,70,2.25,1,100000.0,0.01715,0.00243,5.72,3931350000000.0,1039.4,1.0393999999999999,40862451900.0,70.0,0.002984261645198672,0.1059337536823404,0.029544137379118793,23.67256143873261,24.59696699321203,966992861887.641
3,3,0.1,80,2.25,1,100000.0,0.01715,0.00243,5.72,4096050000000.0,1246.6,1.2465999999999997,51061359300.0,80.0,0.003610787556243622,0.11049456083595204,0.02868827384286531,22.21065072765041,27.67439934451827,1133557234351.1406
4,4,0.1,90,2.25,1,100000.0,0.01715,0.00243,5.72,4245860000000.0,1420.0,1.42,60291212000.0,90.0,0.004644510815123226,0.1066988578519614,0.028545508327095348,19.53916649786579,27.807091607222883,1180650179714.4336
5,5,0.1,100,2.25,1,100000.0,0.01715,0.00243,5.72,4383450000000.0,1565.6,1.5655999999999999,68627293200.0,100.0,0.005353300431659136,0.10452746143797328,0.029029369376533037,18.723907358726287,29.309362354432324,1284761244125.3635
6,6,0.1,110,2.25,1,100000.0,0.01715,0.00243,5.72,4510800000000.0,1715.6,1.7155999999999996,77387284800.0,110.0,0.006187904189718552,0.10241686396382518,0.028745707839772705,17.985743601592905,30.902338339583743,1393942677821.9436
7,7,0.1,120,2.25,1,100000.0,0.01715,0.00243,5.72,4629430000000.0,1821.4,1.8214,84320438020.0,120.0,0.007357174116651778,0.11178782676391212,0.028504158991161925,16.336040156157313,29.75774569093099,1377614006339.6665
8,8,0.1,130,2.25,1,100000.0,0.01715,0.00243,5.72,4740500000000.0,2029.0,2.029,96184745000.0,130.0,0.007568084704433886,0.10972566234107088,0.02856522023653216,17.259277128990554,35.013570675701295,1659818317881.6199
9,9,0.1,140,2.25,1,100000.0,0.01715,0.00243,5.72,4844980000000.0,2121.4,2.1214000000000004,102781405720.0,140.0,0.008553746680672703,0.09673162462702856,0.029271354046663135,16.419174657263575,34.84994329947416,1688472782870.8635
10,10,0.1,150,2.25,1,100000.0,0.01715,0.00243,5.72,4943630000000.0,2318.2,2.3182,114603230660.0,150.0,0.009618029531071668,0.10741342886661875,0.028218635178025097,15.653148647619219,36.266204382704544,1792866959724.696
11,11,0.1,160,2.25,1,100000.0,0.01715,0.00243,5.72,5037080000000.0,2398.8,2.3988,120829475040.0,160.0,0.010638534664064992,0.10972111594722483,0.02837041889813857,15.056162524184566,36.125140552380486,1819652229735.8472
12,12,0.1,170,2.25,1,100000.0,0.01715,0.00243,5.72,5125860000000.0,2557.2,2.5572,131078491920.0,170.0,0.012235811598714008,0.10772998825847746,0.02820266185636345,13.912293778464168,35.56345885671137,1822933112152.6255
13,13,0.1,180,2.25,1,100000.0,0.01715,0.00243,5.72,5210430000000.0,2606.2,2.6062,135794226660.0,180.0,0.012731467792292504,0.1009728315681966,0.0285893244897761,14.267617140605664,37.13106129152728,1934687956852.1248
14,14,0.1,190,2.25,1,100000.0,0.01715,0.00243,5.72,5291170000000.0,2678.2,2.6782,141708114940.0,190.0,0.013250264780253929,0.11010320066019091,0.02799557441413309,14.41184992412227,38.62066081654065,2043484818926.5537
15,15,0.1,200,2.25,1,100000.0,0.01715,0.00243,5.72,5368410000000.0,2752.8,2.7528,147781590480.0,200.0,0.015439834750003456,0.10114614230638988,0.02837357582456397,12.998328944247865,35.79308718274706,1921519671627.3113
16,16,0.1,210,2.25,1,100000.0,0.01715,0.00243,5.72,5442440000000.0,2840.8,2.8408,154608835520.0,210.0,0.01651332091173572,0.09606386103444339,0.028155071142403894,12.750813877943632,36.192390362224046,1969749130029.826
17,17,0.1,220,2.25,1,100000.0,0.01715,0.00243,5.72,5513500000000.0,2879.2,2.8792,158744692000.0,220.0,0.017176961660919688,0.10367988961255856,0.0285062935275702,12.861625179707389,37.020003466146576,2041097891105.992
18,18,0.1,230,2.25,1,100000.0,0.01715,0.00243,5.72,5581830000000.0,2856.6,2.8566,159450555780.0,230.0,0.018118825457173672,0.09620094503843497,0.02772626913437928,12.78580481735918,36.52596704009897,2038817386034.356
19,19,0.1,240,2.25,1,100000.0,0.01715,0.00243,5.72,5647610000000.0,2931.6,2.9316,165565334760.0,240.0,0.01965600486350354,0.10557397639520874,0.028604828995230838,12.279528882951695,36.020401146666444,2034291777199.2488
20,20,0.1,250,2.25,1,100000.0,0.01715,0.00243,5.72,5711030000000.0,2944.2,2.9442,168144145260.0,250.0,0.02006420955489716,0.10108096401009543,0.028522606735785033,12.53488000105838,36.9134704449576,2108139371152.6624
21,21,0.1,260,2.25,1,100000.0,0.01715,0.00243,5.72,5772230000000.0,2989.6,2.9896,172566588080.0,260.0,0.021510510544135285,0.11260005961935764,0.02869236995297428,12.08924191472821,36.13904491247744,2086028792151.4968
22,22,0.1,270,2.25,1,100000.0,0.01715,0.00243,5.72,5831360000000.0,3086.2,3.0862,179967432320.0,270.0,0.022992360841635678,0.10612435977609631,0.02824490247664668,11.773643683272947,36.336113373091095,2118889580793.0847
23,23,0.1,280,2.25,1,100000.0,0.01715,0.00243,5.72,5888550000000.0,3111.6,3.1116,183228121800.0,280.0,0.023584257293998687,0.1086317744890464,0.02816014146654596,11.923999326630266,37.08728187898756,2183903137085.1216
24,24,0.1,290,2.25,1,100000.0,0.01715,0.00243,5.72,5943910000000.0,3141.4,3.1414,186721988740.0,290.0,0.025955243923010584,0.11384570747460232,0.028714112550233463,11.18241246076781,35.1311550446414,2088164237813.9448
25,25,0.1,300,2.25,1,100000.0,0.01715,0.00243,5.72,5997540000000.0,3160.2,3.1602,189534259080.0,300.0,0.025685387176372382,0.1009642351077858,0.028722053492386376,11.730060459402033,37.06721244463194,2223120893251.779
26,26,0.1,310,2.25,1,100000.0,0.01715,0.00243,5.72,6049540000000.0,3210.6,3.2105999999999995,194226531240.0,310.0,0.026683242946728566,0.104473395629045,0.027961048110085745,11.66542250871301,37.44562132926696,2265287840562.536
27,27,0.1,320,2.25,1,100000.0,0.01715,0.00243,5.72,6100000000000.0,3232.6,3.2326,197188600000.0,320.0,0.02884376350395996,0.10716042835069624,0.028331328878142503,11.104316308129185,35.894605439512745,2189570931810.277
28,28,0.1,330,2.25,1,100000.0,0.01715,0.00243,5.72,6149000000000.0,3261.6,3.2616,200555784000.0,330.0,0.030128371406283348,0.09926919963079137,0.028325784319613512,11.00246250758922,35.85616014382093,2204795287243.5493
29,29,0.1,340,2.25,1,100000.0,0.01715,0.00243,5.72,6196610000000.0,3342.4,3.342399999999999,207115492640.0,340.0,0.03280395380529626,0.10833863030017848,0.027915674885648754,10.388193265056296,34.728966602716824,2152018617400.6108
30,30,0.1,350,2.25,1,100000.0,0.01715,0.00243,5.72,6242890000000.0,3363.8,3.3638,209998333820.0,350.0,0.030459939971228776,0.10198394558020472,0.02788972165052935,11.525834862440233,38.76098816169191,2419805853847.4473
31,31,0.1,360,2.25,1,100000.0,0.01715,0.00243,5.72,6287920000000.0,3428.8,3.4288,215600200960.0,360.0,0.03288159884132256,0.10719868284324822,0.028987083132537447,10.984851018365092,37.66301143862238,2368220028851.4243
32,32,0.1,370,2.25,1,100000.0,0.01715,0.00243,5.72,6331740000000.0,3453.2,3.4532,218647645680.0,370.0,0.03367848924849568,0.10120264985181224,0.027900582971409495,10.98974521430446,37.94885719720171,2402822970698.1
33,33,0.1,380,2.25,1,100000.0,0.01715,0.00243,5.72,6374420000000.0,3493.4,3.4934,222683988280.0,380.0,0.03603211598343705,0.10014377688091931,0.028270824505880136,10.598580356470189,37.04936144309002,2361681905700.619
34,34,0.1,390,2.25,1,100000.0,0.01715,0.00243,5.72,6416000000000.0,3489.0,3.489,223854240000.0,390.0,0.03740096464957787,0.1023908405370936,0.027844118796719528,10.47907536673315,36.5429641510278,2344596579929.944
35,35,0.1,400,2.25,1,100000.0,0.01715,0.00243,5.72,6456530000000.0,3522.8,3.5228,227450638840.0,400.0,0.038303071970744895,0.10919883656284128,0.02797585996226253,10.47842710288084,36.90498651291279,2382781525702.168
36,36,0.1,410,2.25,1,100000.0,0.01715,0.00243,5.72,6496060000000.0,3513.8,3.513799999999999,228258556280.0,410.0,0.041597675883633646,0.10402995538521093,0.027958512251445397,9.868359928090419,34.66830096568217,2252073631711.293
