Energy[eV],Reflectivity,Angle,peak_rs,peak_rp
3340,,2.48,0.7242768580433995,0.723106326611481
3350,,2.46,0.7290579129557239,0.7274629677388275
3360,,2.46,0.7312602370937521,0.7299824704366487
3370,,2.46,0.7241135010600258,0.7230054245898972
3380,,2.44,0.733336579315006,0.7318731149710382
3390,,2.44,0.7328442065608404,0.7316451029904495
3400,,2.42,0.7272536846729845,0.7254747077907001
3410,,2.42,0.736728897150556,0.7353641926320723
3420,,2.42,0.7343774744552064,0.7332393644602309
3430,,2.4,0.7326296932319601,0.7309749954270759
3440,,2.4,0.7396809381313111,0.7383910482292784
3450,,2.4,0.7361039595243223,0.7350138977860249
3460,,2.38,0.7369430834105131,0.735379034233853
3470,,2.38,0.7424749870776549,0.7412417022582709
3480,,2.38,0.7381805495114295,0.7371287186544656
3490,,2.36,0.7405340384996246,0.7390339862694577
3500,,2.36,0.7452779803391278,0.7440867555386732
3510,,2.36,0.7406975013304667,0.7396760875075917
3520,,2.34,0.743578132925617,0.7421196053788138
3530,,2.34,0.748168330003272,0.7470067873182822
3540,,2.34,0.74368959900772,0.742691946637457
3550,,2.32,0.7460940833796,0.7446565654273469
3560,,2.32,0.7509631607605602,0.7498194824457036
3570,,2.32,0.7467804677497076,0.745799660697597
3580,,2.3000000000000003,0.7475792409711611,0.7461412586080334
3590,,2.3000000000000003,0.7534820191592715,0.7523440785670759
3600,,2.3000000000000003,0.7501252180797651,0.7491546288913146
3610,,2.2800000000000002,0.7482680639472614,0.7468075870619134
3620,,2.2800000000000002,0.7558779835451511,0.7547332276742954
3630,,2.2800000000000002,0.7537527793067955,0.75278527734147
3640,,2.2600000000000002,0.7477862789078671,0.7462773721827325
3650,,2.2600000000000002,0.7579148169229586,0.7567483595229791
3660,,2.2600000000000002,0.7574917244966116,0.7565186742060103
3670,,2.2600000000000002,0.7504002465650589,0.7495330684437328
3680,,2.24,0.7592308488198114,0.7580238662080553
3690,,2.24,0.7610957579056058,0.760106102229992
3700,,2.24,0.7557132826688603,0.7548448681981499
3710,,2.22,0.7592800241157369,0.75800744304464
3720,,2.22,0.7642148200317802,0.7631937875690638
3730,,2.22,0.7609923284892826,0.7601137181526547
3740,,2.2,0.7572250772032786,0.7558520270742451
3750,,2.2,0.7663424026315973,0.7652695445041163
3760,,2.2,0.7658901138374851,0.764988848055625
3770,,2.2,0.7592852413037023,0.7584789044935436
3780,,2.18,0.7667187319983484,0.7655647735673732
3790,,2.18,0.7699220369255965,0.7689804262346823
3800,,2.18,0.7658329966495984,0.765011806107335
3810,,2.16,0.7638845751767501,0.7626054787274779
3820,,2.16,0.7719433471644375,0.7709346327862084
3830,,2.16,0.7711430388268966,0.7702900291323771
3840,,2.16,0.7645532380962988,0.7637867421688788
3850,,2.14,0.7712256681641231,0.7701107571308347
3860,,2.14,0.774930779451293,0.7740220446563734
3870,,2.14,0.771546643839703,0.7707562530055018
3880,,2.12,0.7659513304073546,0.7646693201852834
3890,,2.12,0.7761177813568402,0.7751169351611842
3900,,2.12,0.7769555313468913,0.7761181823087895
3910,,2.12,0.7718141026406493,0.7710696700175762
3920,,2.1,0.7728783329109007,0.7717276290317349
3930,,2.1,0.7797113308975847,0.778791739498271
3940,,2.1,0.7786643654811892,0.7778794935841764
3950,,2.1,0.7723526147324311,0.7716432017663345
3960,,2.08,0.777973497025299,0.7769149485389114
3970,,2.08,0.7826912571970208,0.7818305165321161
3980,,2.08,0.7804593226209702,0.7797139790800379
3990,,2.08,0.7734292554668767,0.7727475606031203
4000,,2.06,0.7819791819633755,0.7809849523284057
4010,,2.06,0.7854633980519259,0.7846454209979948
4020,,2.06,0.7825844625484374,0.7818693864499717
4030,,2.06,0.7752106675534592,0.7745516873454505
4040,,2.04,0.7853053999617557,0.7843543327113688
4050,,2.04,0.7882497018593836,0.7874621509437647
4060,,2.04,0.7850993793448637,0.7844073908057141
4070,,2.04,0.7775595013412656,0.7769192621096487
4080,,2.02,0.7877990879036297,0.7868729007178393
4090,,2.02,0.7906555213870998,0.7898871446278604
4100,,2.02,0.7876126300709312,0.7869369739633925
4110,,2.02,0.780336334082882,0.7797113017201014
4120,,2.0,0.7895874193373064,0.7886694450682435
4130,,2.0,0.7930608235421363,0.7923018058994232
4140,,2.0,0.7905801830703191,0.7899152263824569
4150,,2.0,0.783863217806232,0.7832504770101217
4160,,1.98,0.7906918115684598,0.7897650895186529
4170,,1.98,0.7953953560610841,0.7946354261457614
4180,,1.98,0.7938820496461161,0.7932216485960979
4190,,1.98,0.7880253390588419,0.7874214777112456
4200,,1.96,0.7907239560750223,0.7897685774247241
4210,,1.96,0.7973884714618187,0.7966154423236148
4220,,1.96,0.7973069799844924,0.7966436393801949
4230,,1.96,0.7926368893239699,0.7920374257175986
4240,,1.94,0.7890017129954767,0.7879919017252809
4250,,1.94,0.7985927863616558,0.7977908204880101
4260,,1.94,0.800528863564384,0.7998526702834319
4270,,1.94,0.7974302636984278,0.7968289571223512
4280,,1.94,0.7906118897427469,0.7900516256391638
4290,,1.92,0.7982914600144052,0.7974384596950949
4300,,1.92,0.8030573608291887,0.8023544263012151
4310,,1.92,0.8020311144274832,0.801419006801417
4320,,1.92,0.7969322792455037,0.7963727264363959
4330,,1.9000000000000001,0.7953124574335724,0.7943757441400964
4340,,1.9000000000000001,0.8040895733305985,0.8033394085463
4350,,1.9000000000000001,0.8057587103839855,0.8051223737886798
4360,,1.9000000000000001,0.8027161927190617,0.8021481206658089
4370,,1.9000000000000001,0.7961545186059499,0.7956240649295196
4380,,1.8800000000000001,0.8021279695239555,0.801298545246266
4390,,1.8800000000000001,0.8077225041218311,0.8070414916132754
4400,,1.8800000000000001,0.8074969708067281,0.806906776534408
4410,,1.8800000000000001,0.8032139009577317,0.802677357787115
4420,,1.8800000000000001,0.795749952262283,0.7952411549764347
4430,,1.86,0.8068563810867847,0.806098997509398
4440,,1.86,0.8105539595400139,0.8099209487501962
4450,,1.86,0.8091868208343965,0.808629914843113
4460,,1.86,0.8041663692923682,0.8036536787976857
4470,,1.84,0.8008418537936675,0.7999554802109191
4480,,1.84,0.8104467874042885,0.8097375702281567
4490,,1.84,0.8131135822865572,0.8125140543774437
4500,,1.84,0.8111650343506667,0.8106326356983408
4510,,1.84,0.8058114623989717,0.8053175956741173
4520,,1.82,0.8045435102791167,0.8037010955736593
4530,,1.82,0.8133616119046054,0.8126828820355659
4540,,1.82,0.815669671573842,0.8150927805271375
4550,,1.82,0.8135985323131115,0.8130841274860106
4560,,1.82,0.8082630482224797,0.80778444310371
4570,,1.8,0.806819076194407,0.8059968516625204
4580,,1.8,0.8157656149455441,0.8151026739817391
4590,,1.8,0.8183010076127104,0.8177376359728807
4600,,1.8,0.816519893746876,0.8160179877806847
4610,,1.8,0.8115272104921979,0.8110609008788274
4620,,1.78,0.8076038274415511,0.8067792809320031
4630,,1.78,0.8175796354861894,0.8169183751042561
4640,,1.78,0.8208621911001818,0.8203033588447864
4650,,1.78,0.8196734823958989,0.8191783678636495
4660,,1.78,0.8152262311366264,0.8147687646626761
4670,,1.78,0.8081049369930297,0.8076661126372991
4680,,1.76,0.8180243109637386,0.8173481683794686
4690,,1.76,0.82272222947744,0.8221571666763204
4700,,1.76,0.8226634063668153,0.8221681765146251
4710,,1.76,0.8191907299995647,0.8187378652778473
4720,,1.76,0.81299792058917,0.8125677841830309
4730,,1.74,0.8168454356038788,0.8161341326468815
4740,,1.74,0.8238522874956523,0.8232679603860913
4750,,1.74,0.8254809837811607,0.8249771368484602
4760,,1.74,0.8233733678614358,0.8229195827677017
4770,,1.74,0.8184060560022549,0.8179811463171818
4780,,1.72,0.8128894148920461,0.8121141501415335
4790,,1.72,0.8234568345532677,0.8228346913101969
4800,,1.72,0.8275510436967269,0.8270263641515888
4810,,1.72,0.8273184540291842,0.8268555526738275
4820,,1.72,0.823931180644756,0.8235059367843094
4830,,1.72,0.8179989454143028,0.817593872485337
4840,,1.7,0.82016920762487,0.8194807670159365
4850,,1.7,0.8279450460974384,0.8273808835370611
4860,,1.7,0.8303429752627496,0.8298583798195861
4870,,1.7,0.8290237140010157,0.8285893856607032
4880,,1.7,0.8248922769836643,0.8244878713802087
4890,,1.7,0.8184034994955344,0.8180137903665078
4900,,1.68,0.8250742127395899,0.8244404168145508
4910,,1.68,0.8313594102048717,0.8308330522588946
4920,,1.68,0.8328807848296318,0.8324235043242703
4930,,1.68,0.8310338726052526,0.8306201192652181
4940,,1.68,0.8265776392765235,0.8261893357876754
4950,,1.68,0.819882858228209,0.8195061853617809
4960,,1.6600000000000001,0.8284176166267827,0.8278156709644083
4970,,1.6600000000000001,0.8340693755921446,0.8335661758287496
4980,,1.6600000000000001,0.8352473721580002,0.8348079131328812
4990,,1.6600000000000001,0.8332241556991175,0.8328249047518644
5000,,1.6600000000000001,0.8286933250453898,0.8283174727030459
5010,,1.6600000000000001,0.8219909531691605,0.8216255280604974
5020,,1.6400000000000001,0.8301035127690708,0.8295142625507681
5030,,1.6400000000000001,0.8359948486474303,0.8355023833890183
5040,,1.6400000000000001,0.8374511800797014,0.8370215263533025
5050,,1.6400000000000001,0.835737561473605,0.8353478412026188
5060,,1.6400000000000001,0.8315507661109702,0.8311846443465929
5070,,1.6400000000000001,0.8252365581154479,0.8248814697083385
5080,,1.62,0.8304368497297878,0.8298424459252874
5090,,1.62,0.8373737651285743,0.8368803548459544
5100,,1.62,0.8396606199545923,0.8392331349288252
5110,,1.62,0.8386648418207434,0.8382797928912785
5120,,1.62,0.8351515130445757,0.8347922884784804
5130,,1.62,0.829517615471907,0.8291716228232086
5140,,1.6,0.8288018635026831,0.8281814686971972
5150,,1.6,0.837758623872175,0.8372505012140059
5160,,1.6,0.8415260949825462,0.8410916048713001
5170,,1.6,0.8417102915292939,0.8413238361715316
5180,,1.6,0.8392241071951922,0.838867889577192
5190,,1.6,0.8345645538254504,0.8342254048254063
5200,,1.6,0.8279594324036341,0.8276268179768472
5210,,1.58,0.8362571162634405,0.8357154220614744
5220,,1.58,0.842396584227603,0.8419424074458197
5230,,1.58,0.8443616760228686,0.8439651810998197
5240,,1.58,0.8433309292209589,0.8429718266102568
5250,,1.58,0.8399707394121324,0.8396344706092397
5260,,1.58,0.8346284892244681,0.834303873352473
5270,,1.56,0.8312093916045866,0.8306051756245131
5280,,1.56,0.8411271957616907,0.8406339374246078
5290,,1.56,0.8457759999169907,0.8453561835892429
5300,,1.56,0.8467698206076155,0.8463985018994199
5310,,1.56,0.845049447813353,0.8447093108138585
5320,,1.56,0.8411870843052189,0.8408654535687867
5330,,1.56,0.835448386878069,0.8351352719856387
5340,,1.54,0.835317156889342,0.8347521591599707
5350,,1.54,0.8441241429076103,0.8436586752416121
5360,,1.54,0.8481129667521734,0.8477137428226342
5370,,1.54,0.8487416623917139,0.848386348183831
5380,,1.54,0.8468570605781753,0.8465299856288924
5390,,1.54,0.8429340962617627,0.8426236184045114
5400,,1.54,0.8372053823582499,0.8369022138977494
5410,,1.52,0.8370454255577601,0.8364958007324276
5420,,1.52,0.8459171140204541,0.8454637284085609
5430,,1.52,0.8500586679918237,0.8496696573153188
5440,,1.52,0.8508944696864783,0.8505483740304621
5450,,1.52,0.8492580611977365,0.8489397884750381
5460,,1.52,0.8456220754754455,0.8453204087855121
5470,,1.52,0.8402237497285436,0.8399297589888394
5480,,1.5,0.8364839285121753,0.8359276588000482
5490,,1.5,0.8465064030438837,0.8460503525391123
5500,,1.5,0.8515365934659962,0.8511478516216702
5510,,1.5,0.8531085707746401,0.8527650350484124
5520,,1.5,0.8521279681805433,0.8518141916649151
5530,,1.5,0.8491185083479923,0.8488231290243244
5540,,1.5,0.8443579199903589,0.8440720295378326
5550,,1.5,0.8379511475417335,0.8376672004990883
5560,,1.48,0.8452517009299919,0.84477564883846
5570,,1.48,0.8520596129603021,0.851659301899492
5580,,1.48,0.854988933975301,0.8546398400231383
5590,,1.48,0.8551235248616152,0.854808733362457
5600,,1.48,0.8531032636516116,0.8528105689005492
5610,,1.48,0.8492882480450875,0.8490083278393433
5620,,1.48,0.8438492416458651,0.843574462060328
5630,,1.46,0.840733055789831,0.8402125340351029
5640,,1.46,0.8506145618235972,0.8501859292907459
5650,,1.46,0.8557691447398497,0.8554028567060744
5660,,1.46,0.8576254066499888,0.8573014367451652
5670,,1.46,0.8569775406013969,0.856681732363527
5680,,1.46,0.8543791341399054,0.8541010735688754
5690,,1.46,0.8501097403815826,0.8498412640351313
5700,,1.46,0.8442830758619781,0.8440172991209873
5710,,1.44,0.8449469074700608,0.8444626452982538
5720,,1.44,0.8536881209550206,0.8532855655327868
5730,,1.44,0.8581420068069707,0.8577952121583239
5740,,1.44,0.8595600325847437,0.8592512183325918
5750,,1.44,0.8586959367904278,0.8584124392549377
5760,,1.44,0.8559934906160703,0.8557258399071068
5770,,1.44,0.8516922332959265,0.851432907925702
