Energy[eV],Reflectivity,Angle,peak_rs,peak_rp
500,,16.66,0.18520795047098018,0.14309682884627084
510,,16.34,0.18893114570807698,0.14790066295396634
520,,16.0,0.19222213514852632,0.15208197575957366
530,,15.700000000000001,0.19553137724571554,0.15631825427791837
540,,15.4,0.19882133247346243,0.16047520718826389
550,,15.120000000000001,0.20185763204166166,0.16449263418168414
560,,14.84,0.2043635993627186,0.1678878121991787
570,,14.56,0.20670266487064456,0.1710838102874282
580,,14.32,0.20923374608475614,0.17456172054230654
590,,14.06,0.21151203674189678,0.17751211149025073
600,,13.82,0.2128773973154408,0.17978537248577414
610,,13.58,0.21396636501455865,0.18185974245360498
620,,13.36,0.2155901609298492,0.18412406096110565
630,,13.14,0.21622936027318748,0.18557353421245426
640,,12.94,0.21603702660921836,0.18645933187903058
650,,12.74,0.21545398107824065,0.18682807918246208
660,,12.540000000000001,0.21518003071914468,0.18734787934987734
670,,12.34,0.2147456429925189,0.1875919506458704
680,,12.16,0.21157227984250757,0.18552754863566367
690,,11.98,0.20832538517578494,0.18326693518716183
700,,11.8,0.20526354894178206,0.18106643606794154
710,,11.620000000000001,0.20180410890864128,0.17838996547712455
720,,11.46,0.19631178603601404,0.17404132372637895
730,,11.3,0.18787207140167994,0.1668921739584316
740,,11.14,0.17940640641643224,0.15963298610028687
750,,10.98,0.17074253291029184,0.15211862624498282
760,,10.84,0.16145083887601427,0.14415284566261735
770,,10.68,0.14608967155926528,0.1304258566854884
780,,10.540000000000001,0.12439241771479095,0.11106816867393314
790,,10.4,0.10312494073058721,0.09207945112474193
800,,10.26,0.08295310658241303,0.07407408452161533
810,,10.120000000000001,0.0641599461688562,0.0573066430498232
820,,9.98,0.04157972100071616,0.03713481901510944
830,,9.86,0.01347562648663851,0.012027214622658284
840,,9.72,0.008109516895494762,0.007254036662456497
850,,9.540000000000001,0.10658099608128704,0.09676757707321387
860,,9.44,0.10630277397956824,0.0941717952098411
870,,9.34,0.10329472352432363,0.09165123405901471
880,,9.26,0.10858384901197816,0.09604169998851876
890,,9.18,0.11254092271991302,0.099855073448368
900,,9.08,0.11562949240865174,0.1029766039955667
910,,9.0,0.12041251105237773,0.10761674947578354
920,,8.9,0.1259472547734723,0.11281420786952219
930,,8.82,0.133070516097579,0.11976537583887352
940,,8.72,0.13803297121666663,0.12473701607081657
950,,8.64,0.14214351052688196,0.12868329876289833
960,,8.56,0.1457957483073458,0.1325886438157675
970,,8.46,0.15028400455705276,0.1366096840438884
980,,8.38,0.15510679212110656,0.14150380039378224
990,,8.3,0.1592892242001717,0.14579677711267744
1000,,8.22,0.1598386224056175,0.14673570898450417
1010,,8.120000000000001,0.1550099984559963,0.1424396064590245
1020,,8.06,0.16415122771529042,0.15096156556045515
1030,,7.98,0.17231596120185966,0.15865559567289494
1040,,7.9,0.17720235066254508,0.16378618840374792
1050,,7.84,0.18315974861474354,0.16976902140645836
1060,,7.76,0.18913780712220254,0.17529306317038432
1070,,7.7,0.19455622043914086,0.18125708425900736
1080,,7.62,0.19919477801181737,0.18539886607322176
1090,,7.5600000000000005,0.2034119596179402,0.19017707858318508
1100,,7.48,0.20798158795807353,0.19408533835252817
1110,,7.42,0.21314589294514244,0.19964180397307285
1120,,7.36,0.21784911800962714,0.204727277119177
1130,,7.3,0.22241724014815592,0.20962741320314623
1140,,7.22,0.22784662780770418,0.21457684647644917
1150,,7.16,0.23235669817342028,0.2186811966211058
1160,,7.1000000000000005,0.23658716114165845,0.2230767041235042
1170,,7.04,0.24080228769726547,0.2273862984606566
1180,,6.98,0.24500776189346457,0.23161167761777127
1190,,6.92,0.24912705252800138,0.2359113338246149
1200,,6.88,0.2530755402438673,0.24102543923660022
1210,,6.82,0.25844885557230196,0.24619790217007445
1220,,6.76,0.2636873778438173,0.25114944943749945
1230,,6.7,0.26732721464117465,0.25446498842312304
1240,,6.66,0.2700597692419131,0.25843893897864134
1250,,6.6000000000000005,0.2752344599481778,0.26314209170755176
1260,,6.54,0.27898513807487885,0.2663266430271539
1270,,6.5,0.28293987547374905,0.2713467784421373
1280,,6.44,0.28750351524433987,0.27518898888901056
1290,,6.4,0.2913791170473876,0.28001190930146896
1300,,6.34,0.2959130585447486,0.28366333403478894
1310,,6.3,0.30014020035372574,0.2887400831280467
1320,,6.24,0.302397294233228,0.29149365340179517
1330,,6.2,0.3076411586999419,0.2959590192912298
1340,,6.16,0.3113250746465762,0.3003181130730732
1350,,6.12,0.31399440724377103,0.3035814656291701
1360,,6.0600000000000005,0.3186071527637868,0.3068992991160779
1370,,6.0200000000000005,0.3233005392014631,0.3120958971500879
1380,,5.98,0.32742833088668594,0.31666157945815954
1390,,5.94,0.3312619759548469,0.3208680840506399
1400,,5.9,0.33458517502955615,0.3245111110819326
1410,,5.86,0.33763433226051714,0.32782738812407536
1420,,5.82,0.34083213631562703,0.3312365938377544
1430,,5.78,0.3442524005040019,0.3348159458126492
1440,,5.74,0.34793371390190964,0.338606389827847
1450,,5.7,0.3518811718396545,0.34261417408017064
1460,,5.66,0.356065676867024,0.346810044572167
1470,,5.62,0.36042069279634287,0.3511259084492404
1480,,5.58,0.36483609786666327,0.35544860310914983
1490,,5.54,0.3691484861377753,0.3596101416590976
1500,,5.5,0.3724852035531665,0.3627446723488561
1510,,5.46,0.37515624596937747,0.365144433697994
1520,,5.42,0.37677526462978556,0.3683444860858266
1530,,5.4,0.3819511750006783,0.37327826294362704
1540,,5.36,0.38633836506612346,0.37729793789295474
1550,,5.32,0.3893088326578104,0.3798065584766128
1560,,5.3,0.39119359131921044,0.38313783606226387
1570,,5.26,0.3968929955314782,0.38837674288490276
1580,,5.22,0.40045027591016413,0.3913514540835842
1590,,5.2,0.40233871903460733,0.39455097185978955
1600,,5.16,0.40782227491530726,0.3994555151810433
1610,,5.12,0.40962498638729694,0.40052072183174714
1620,,5.1000000000000005,0.4133128482323754,0.40548308035732017
1630,,5.0600000000000005,0.4168419162076557,0.4082507654763627
1640,,5.04,0.41887793723570954,0.41141966032482125
1650,,5.0,0.4235045489981752,0.4152472954236774
1660,,4.98,0.4250518086549842,0.41782740110541144
1670,,4.94,0.43002296143431595,0.42193914046956166
1680,,4.92,0.43200002188329617,0.4248857614119533
1690,,4.88,0.43634130397434756,0.4282752923224938
1700,,4.86,0.4395500939665781,0.4324224105827094
1710,,4.82,0.441496183264661,0.4332849175335679
1720,,4.8,0.44606264744130775,0.43878868010993466
1730,,4.78,0.4463386338971719,0.4398092353202202
1740,,4.74,0.451316605444537,0.4437291406671854
1750,,4.72,0.45429168000358144,0.4474806658941451
1760,,4.7,0.4541174638134906,0.4479283240099822
1770,,4.66,0.46016258891924255,0.45287152695434757
1780,,4.64,0.46323300895982134,0.45662199840812856
1790,,4.62,0.46380514282114527,0.457747281202665
1800,,4.58,0.46826505409042274,0.46097170348224475
1810,,4.5600000000000005,0.4726202747031867,0.4659581970733692
1820,,4.54,0.474818248754828,0.46867976923085025
1830,,4.5200000000000005,0.4749258489948831,0.46922110457099203
1840,,4.48,0.47929766346305264,0.4722857160263823
1850,,4.46,0.4833047930734376,0.4768160254544532
1860,,4.44,0.48578554414742925,0.4797385892426913
1870,,4.42,0.4871572822716507,0.4814833728410495
1880,,4.4,0.48774155311938405,0.4823833238410745
1890,,4.36,0.491435322959133,0.48465124077743027
1900,,4.34,0.49576964629795545,0.48938689294538373
1910,,4.32,0.49919131248791326,0.493154486978802
1920,,4.3,0.5019532249826246,0.49621466254800795
1930,,4.28,0.5042557352504423,0.4987746937619431
1940,,4.26,0.5062579643209664,0.5009996947764969
1950,,4.24,0.5079353981417764,0.5028699514149776
1960,,4.22,0.5092632531817042,0.5043646692479259
1970,,4.2,0.5105924834821031,0.505838856294355
1980,,4.16,0.5131703727131062,0.5073597644215186
1990,,4.14,0.516438104800926,0.5102803587129726
2000,,4.12,0.5194541069071323,0.513444592816563
2010,,4.1,0.5222767190861176,0.5163895320911281
2020,,4.08,0.5249458288578257,0.5191568359653232
2030,,4.0600000000000005,0.5274846131579058,0.5217709576429783
2040,,4.04,0.5299005554438119,0.5242401767579593
2050,,4.0200000000000005,0.5321857875767367,0.5265569496929937
2060,,4.0,0.5343167656099465,0.5286975840272872
2070,,3.98,0.5362532447199914,0.5306212008874039
2080,,3.96,0.5379364692715201,0.5322679006506263
2090,,3.96,0.5390440585640413,0.5349697888636462
2100,,3.94,0.5421351675979613,0.5380457505799607
2110,,3.92,0.5452841190918439,0.5411663626729448
2120,,3.9,0.5484278020117278,0.5442668759371968
2130,,3.88,0.5514874236563799,0.5472664017644012
2140,,3.86,0.5543647364984897,0.550064047017664
2150,,3.84,0.5569369050728183,0.5525336646744474
2160,,3.8200000000000003,0.5590495060639669,0.5545167111493624
2170,,3.8000000000000003,0.5605069590647278,0.555812509399713
2180,,3.7800000000000002,0.5610594273793436,0.5561649685488703
2190,,3.7600000000000002,0.5603849103332545,0.5562053521920173
2200,,3.7600000000000002,0.5645528203581202,0.5608549645298195
2210,,3.74,0.5687649696878648,0.5649383073437574
2220,,3.72,0.5722024798725817,0.56821236174718
2230,,3.7,0.5743299072180877,0.5701328364484326
2240,,3.68,0.5747978963974256,0.5703400699130715
2250,,3.66,0.5732322891665781,0.5684473541072255
2260,,3.66,0.5768158301272892,0.573347594013978
2270,,3.64,0.581086615340868,0.5774369409513008
2280,,3.62,0.5838365858329976,0.5799515732518775
2290,,3.6,0.5844808127880724,0.5802913947091285
2300,,3.58,0.5822012718484489,0.5778092988202292
2310,,3.58,0.5869493970210963,0.5836260754440649
2320,,3.56,0.5912038909422167,0.5876515482747123
2330,,3.54,0.5930443857523581,0.5891867028225075
2340,,3.52,0.5914870091539604,0.5872234519542859
2350,,3.52,0.5940137083959725,0.5908781129651439
2360,,3.5,0.5989209278453027,0.5955412447162725
2370,,3.48,0.6008051837544548,0.5970906559264133
2380,,3.46,0.5982826966754738,0.5941104835727459
2390,,3.46,0.6023778557340145,0.5993219141013597
2400,,3.44,0.6064506437254569,0.6031066764440858
2410,,3.42,0.6064182759108745,0.6026695079802713
2420,,3.42,0.6048303644675838,0.6019987200373066
2430,,3.4,0.6107809595457074,0.6076909176460851
2440,,3.38,0.612611065446845,0.6091473647887405
2450,,3.36,0.6083265658004775,0.6051560874120767
2460,,3.36,0.6150974746086758,0.6121812326388641
2470,,3.34,0.6180192748212047,0.6147409011532687
2480,,3.3200000000000003,0.6144304854839456,0.6106188167963779
2490,,3.3200000000000003,0.6199148823296774,0.6171122619915768
2500,,3.3000000000000003,0.6231608653927923,0.6199887610247283
2510,,3.2800000000000002,0.6191224855617458,0.6153934277738425
2520,,3.2800000000000002,0.6253822084519014,0.6226422700645594
2530,,3.2600000000000002,0.6280777962490449,0.6249403887542858
2540,,3.2600000000000002,0.6236748162877249,0.621231185634534
2550,,3.24,0.6310802269132657,0.6283520410835554
2560,,3.22,0.6318082384971867,0.6286281105319085
2570,,3.22,0.6302196690601016,0.6277782228860841
2580,,3.2,0.6360691800152729,0.633292765004658
2590,,3.18,0.6335684015063634,0.6302515454159309
2600,,3.18,0.6370591795750875,0.634573467826174
2610,,3.16,0.6400431422284991,0.6371419600676631
2620,,3.16,0.6360310784527876,0.6337582787051167
2630,,3.14,0.6432751419336983,0.6406801340584476
2640,,3.12,0.6412611717145489,0.6381237996381232
2650,,3.12,0.6444846924825813,0.642118882823629
2660,,3.1,0.6471973468429134,0.6443940720704175
2670,,3.1,0.6444734324302456,0.6422821261016705
2680,,3.08,0.6509380315533787,0.6483894810802752
2690,,3.06,0.6458272079677808,0.6426556810371041
2700,,3.06,0.6533122274072352,0.6509607788054353
2710,,3.04,0.6525118027258439,0.6496312810999488
2720,,3.04,0.6548131791910847,0.6526163373265975
2730,,3.02,0.6571743373153357,0.6545203907829479
2740,,3.02,0.6554460381956085,0.6533711021593123
2750,,3.0,0.6605662534551652,0.6580905786227776
2760,,3.0,0.655945469808585,0.6539688876016297
2770,,2.98,0.6633034573173598,0.6609696965696826
2780,,2.98,0.656517524880036,0.6546213371781284
2790,,2.96,0.6656882257108307,0.6634681852190476
2800,,2.94,0.6610237120049814,0.6581836732165433
2810,,2.94,0.667933411805968,0.6658047860430374
2820,,2.92,0.6649908221095631,0.6622773752773911
2830,,2.92,0.6701863739300379,0.6681310756389852
2840,,2.9,0.6684043090143257,0.6657872067489846
2850,,2.9,0.6725441988252279,0.6705471039289658
2860,,2.88,0.671399398063251,0.6688524760886534
2870,,2.88,0.6750631821405078,0.6731111525301751
2880,,2.86,0.6740414023041488,0.6715410164536821
2890,,2.86,0.6777643482388434,0.6758454328488526
2900,,2.84,0.6763332764882212,0.6738569502112658
2910,,2.84,0.6805547020529225,0.6786571813541706
2920,,2.82,0.677980981841532,0.6755051971099729
2930,,2.82,0.6832424435785435,0.6813539550245505
2940,,2.8000000000000003,0.6790194644307511,0.6765199392766091
2950,,2.8000000000000003,0.6859741216424176,0.6840821633184337
2960,,2.7800000000000002,0.6793175646456361,0.6767674630123242
2970,,2.7800000000000002,0.6886297101233169,0.6867201616011265
2980,,2.7800000000000002,0.6823154817285231,0.6807345840077177
2990,,2.7600000000000002,0.6910385232019379,0.6890947241525477
3000,,2.7600000000000002,0.6866906534672945,0.6851022861753241
3010,,2.74,0.6929631418298662,0.6909647014833472
3020,,2.74,0.6910834520182877,0.6894766177711044
3030,,2.72,0.6940736214113777,0.691994807330231
3040,,2.72,0.6952961498138929,0.6936568949563374
3050,,2.7,0.693906099457674,0.6917135877795358
3060,,2.7,0.6990657534171445,0.6973760005852283
3070,,2.68,0.6917958393953552,0.6898976409081922
3080,,2.68,0.7020344528699055,0.7002703164403298
3090,,2.68,0.6974211331305127,0.6959631377412386
3100,,2.66,0.7037009498729713,0.7018302435560086
3110,,2.66,0.7028836706842136,0.7013794472554762
3120,,2.64,0.7030765283614632,0.7010543430216851
3130,,2.64,0.7071286475307849,0.7055530517647833
3140,,2.64,0.6993197508179957,0.6979766504228534
3150,,2.62,0.709873405380831,0.7081925511064272
3160,,2.62,0.7060746359810453,0.7046866255661955
3170,,2.6,0.7102751694317779,0.7084411485743582
3180,,2.6,0.7116178224484601,0.7101577378966912
3190,,2.58,0.707027006910603,0.7049705823749322
3200,,2.58,0.7152697866962932,0.7136992178470416
3210,,2.58,0.7105653535947605,0.7092524343234898
3220,,2.56,0.7159833966174787,0.7142465257139733
3230,,2.56,0.7168978725447693,0.7155055523527967
3240,,2.54,0.7120612181878645,0.7100746779241405
3250,,2.54,0.7207119352083656,0.7191936083488032
3260,,2.54,0.7166844115977605,0.7154163205332841
3270,,2.52,0.7205974349928971,0.7188831877740988
3280,,2.52,0.7230621242324975,0.7216977469569793
3290,,2.52,0.7155556413095856,0.714376556924041
3300,,2.5,0.7259335384515454,0.7244123395160077
3310,,2.5,0.7241465853151784,0.7228937862610919
3320,,2.48,0.7231973837699782,0.7214248155711733
3330,,2.48,0.7292583206720805,0.7278771095118413
