,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
299,299,2.25,0.02,100000.0,1595,226.5,18.76,5.23,,755.9,0.7558999999999999,1595.0,0.186060358469308,0.0296564463363213,0.0065808033182067,0.0006604528732352,-2.9114305108295185e-06,2379558082000.0,47957924320.0,771017197274.3362,1213970129504.5872,8.60888959454643,6.516306270772668,20513201814266.945,413425748087.9178,6646625476216.859,10465142436064.889,0.0001645188345523,3.3157340753145287e-06,5.330689411405328e-05,8.393195038955661e-05,0.0001071648542984,2.1598144676903265e-06,3.4723231272473834e-05,5.4671887622844175e-05
300,300,2.25,0.02,100000.0,1600,226.5,18.76,5.23,,777.6,0.7776000000000001,1600.0,0.1843504048335489,0.0294301705094378,0.0071068199682263,0.0012577684580341,-2.222959702014478e-05,2447869248000.0,49334676480.0,781747842265.4866,1237157358545.4546,8.824377559441382,6.858323273617724,21589864498883.125,435124948430.0217,6894906662435.472,10911554919289.762,0.0001697158218657,3.420474836278837e-06,5.420018967527592e-05,8.577467038093206e-05,0.0001105207688104,2.2274500069982164e-06,3.529574654109698e-05,5.585738801929947e-05
301,301,2.25,0.02,100000.0,1605,226.5,18.76,5.23,,761.1,0.7611000000000001,1605.0,0.1870802925436009,0.0323708651053949,0.0070589094584675,0.0010014445979049,2.7696305834779987e-05,2395927578000.0,48287837280.0,754113405092.9202,1199554349618.182,8.696637176174626,6.616232014205076,20827766056077.297,419765516894.8382,6555497639097.333,10427709749997.06,0.0001665597734503,3.3568674243823528e-06,5.2424355002019614e-05,8.339045910588428e-05,0.0001084449081403,2.185612839975558e-06,3.413281757498451e-05,5.429444631308674e-05
302,302,2.25,0.02,100000.0,1610,226.5,18.76,5.23,,764.3,0.7642999999999999,1610.0,0.1806117572871244,0.0291902908330748,0.0069663096552289,0.0012193257316795,2.201576758840182e-05,2406001114000.0,48490860640.0,746306487363.158,1193282654639.6396,9.018751712366312,6.886979632969958,21680074144996.77,436943045417.8524,6724843096197.068,10752470677586.707,0.0001677066479667,3.379981683150625e-06,5.202015852082343e-05,8.31759523809379e-05,0.0001091726348888,2.200279539896091e-06,3.386376057187004e-05,5.414536627445787e-05
303,303,2.25,0.02,100000.0,1615,226.5,18.76,5.23,,774.8,0.7747999999999999,1615.0,0.1886095719910144,0.0313449567623775,0.0068747196558746,0.0010032485356206,-5.67696953117904e-05,2439054904000.0,49157031040.0,745516569929.8245,1198251862810.811,8.648164677682633,6.696795808464752,21081379269130.867,424876870708.8845,6443691585760.283,10356799241554.62,0.0001704754843702,3.4357851735960945e-06,5.210719043529745e-05,8.375070457630481e-05,0.0001109430356951,2.2359604289336928e-06,3.3910623042328184e-05,5.450377478983437e-05
304,304,2.25,0.02,100000.0,1620,226.5,18.76,5.23,,755.4,0.7554,1620.0,0.1762986489100512,0.0306113711102185,0.006896248265248,0.0006644607055055,1.283700380595827e-05,2377984092000.0,47926201920.0,716196489347.3684,1157167044000.0,9.492241659601468,7.172352592952724,22578422515563.312,455048475789.367,6800124103037.115,10987040043040.56,0.0001666413315641,3.358511157258911e-06,5.018870271167943e-05,8.109047394520333e-05,0.000108430262733,2.185317674524645e-06,3.26568095092503e-05,5.276398905658656e-05
305,305,2.25,0.02,100000.0,1625,226.5,18.76,5.23,,739.3,0.7393000000000002,1625.0,0.1912135114462899,0.0305571063031333,0.0063398788412794,0.000869686974743,1.0862977778628682e-05,2327301614000.0,46904740640.0,690600406106.0869,1121730318705.3572,8.575169601403719,6.349581066281071,19988354205031.49,402847900833.9894,5931317818175.609,9634137147470.535,0.0001635384997598,3.295976279889062e-06,4.852819835158172e-05,7.882351490357277e-05,0.0001063741542019,2.143878594690209e-06,3.1565325976295714e-05,5.12710141123049e-05
306,306,2.25,0.02,100000.0,1630,226.5,18.76,5.23,,750.3,0.7503000000000001,1630.0,0.1887990395771339,0.0317071378347184,0.0070136506068431,0.0006289296139375,2.2589593785024896e-05,2361929394000.0,47602633440.0,690499589400.0,1127557944610.6194,8.681915258893044,6.5102087579715135,20494006965919.164,413038892607.7512,5991332099543.669,9783603366819.16,0.0001664022736858,3.353693153561472e-06,4.86469671562731e-05,7.943853282509658e-05,0.0001082168155264,2.1810158316495543e-06,3.163670636262422e-05,5.166146388513737e-05
307,307,2.25,0.02,100000.0,1635,226.5,18.76,5.23,,735.8,0.7358,1635.0,0.1932228264875902,0.0283190980717961,0.0072357674489371,0.0008579457367242,-6.493729126262565e-05,2316283684000.0,46682683840.0,667070412794.7827,1095185882389.3809,8.496653488504164,6.253625215065888,19686287104523.12,396760001044.8124,5669486754115.063,9308075631006.271,0.0001636020742074,3.297257567609211e-06,4.711603502177303e-05,7.735437728952898e-05,0.0001063757314846,2.143910383452241e-06,3.063532485377575e-05,5.029660233572593e-05
308,308,2.25,0.02,100000.0,1640,226.5,18.76,5.23,,727.3,0.7272999999999998,1640.0,0.1981871980822461,0.0291589998676087,0.0071350908237096,0.001233300255028,-1.1455309651224485e-05,2289525854000.0,46143403040.0,649500292651.7241,1072116791769.9116,8.464100281408273,6.150773226176812,19362511100540.09,390234577180.1427,5492821408546.994,9066887471680.123,0.0001621344762494,3.267679406716652e-06,4.599484630803418e-05,7.59227480258609e-05,0.0001053954230499,2.124153119245783e-06,2.989892339304173e-05,4.935353869457131e-05
309,309,2.25,0.02,100000.0,1645,226.5,18.76,5.23,,726.4,0.7264,1645.0,0.1764165948106437,0.0275462465684531,0.006833874527,0.0010936793334104,-4.054190660218164e-06,2286692672000.0,46086302720.0,638938283917.2415,1060448548491.2278,9.433403322910518,6.849932147261429,21563449400936.03,434592575096.5719,6025170554956.995,10000000829882.684,0.0001623431682841,3.2718854132348148e-06,4.536126197424125e-05,7.528627667041634e-05,0.0001055093075683,2.1264483627018074e-06,2.9480977807180465e-05,4.892970246211759e-05
310,310,2.25,0.02,100000.0,1650,226.5,18.76,5.23,,718.7,0.7186999999999999,1650.0,0.1983746453499406,0.0293936736424951,0.0068993393215713,0.0010547540389346,-4.415369130783295e-06,2262453226000.0,45597777760.0,622599153413.7932,1039057498894.7368,8.428407354639628,6.050567811019326,19047066457732.617,383877064656.55896,5241517179370.227,8747582936706.2,0.0001610207934308,3.245234097758642e-06,4.431093139075174e-05,7.395063949592382e-05,0.0001046337270263,2.1088017981186354e-06,2.879390792105451e-05,4.805423486975373e-05
311,311,2.25,0.02,100000.0,1655,226.5,18.76,5.23,,719.7,0.7197,1655.0,0.1886491439943256,0.0279791145301527,0.0066434135158089,0.0010782233116986,2.9618283637315874e-05,2265601206000.0,45661222560.0,613994682931.0344,1030384262684.2106,8.897458710333954,6.401984777797485,20153320040810.93,406172643830.4059,5461698782510.873,9165630630799.5,0.0001616553613879,3.2580232632312677e-06,4.380979851910509e-05,7.352006165584705e-05,0.0001050182727803,2.116551983461114e-06,2.846072862557753e-05,4.776179288773261e-05
312,312,2.25,0.02,100000.0,1660,226.5,18.76,5.23,,706.3,0.7062999999999999,1660.0,0.186646970713582,0.0303552650346413,0.0072511483131168,0.0008504277404719,1.492983547560214e-05,2223418274000.0,44811062240.0,593364229739.3162,1001331643869.5652,9.184517802565423,6.509111083719742,20490551509328.07,412969250884.3823,5468318964291.393,9228060174983.287,0.0001590361113696,3.2052345563266267e-06,4.244200959715049e-05,7.162300170624292e-05,0.0001032985325354,2.0818921139926222e-06,2.756730701904444e-05,4.652120143232108e-05
313,313,2.25,0.02,100000.0,1665,226.5,18.76,5.23,,700.3,0.7003,1665.0,0.1744744666468932,0.030033922695423,0.0068159370027943,0.0012665533039379,4.2942461420418736e-05,2204530394000.0,44430393440.0,579287226266.6666,983093395250.0,9.633254824272903,6.734418555627029,21199814924742.773,427263838378.0458,5570702049989.937,9453894620713.943,0.0001580894884872,3.1861561951402497e-06,4.154137386218814e-05,7.049879303695963e-05,0.0001026501674647,2.068824879692124e-06,2.69735137008573e-05,4.577605368047811e-05
314,314,2.25,0.02,100000.0,1670,226.5,18.76,5.23,,704.1,0.7041000000000001,1670.0,0.2033724725079309,0.0290850686175047,0.006908847224914,0.0008558516797082,3.649372168866172e-05,2216492718000.0,44671483680.0,573432399846.1538,978721883250.0,8.313511787426417,5.857202471173368,18438356235204.336,371609039343.1001,4770216829185.863,8141701794011.294,0.0001593178905782,3.210913571294704e-06,4.1217387989073095e-05,7.034893669442897e-05,0.0001034386024892,2.084715102132247e-06,2.6760767396369897e-05,4.567469272824003e-05
315,315,2.25,0.02,100000.0,1675,226.5,18.76,5.23,,712.4,0.7123999999999999,1675.0,0.2150576111959935,0.0288880185226949,0.0069731578662767,0.0011176556249717,1.968391693187668e-05,2242620952000.0,45198075520.0,571195238622.2223,980497860482.7584,7.984358841022884,5.700819116502449,17946064562367.38,361687328682.67456,4570860100495.147,7846211323315.359,0.0001615822735607,3.2565502416177078e-06,4.115498217447294e-05,7.064549779443291e-05,0.0001048877610418,2.113921632840142e-06,2.671489787135969e-05,4.585805068870284e-05
316,316,2.25,0.02,100000.0,1680,226.5,18.76,5.23,,711.7,0.7117,1680.0,0.1948476543256901,0.0302763230207046,0.0068936683650017,0.0013925531063051,-5.355554454162009e-05,2240417366000.0,45153664160.0,561725485535.5931,969835798724.138,8.736230999094223,6.21692326997271,19570750115408.69,394431453478.7645,4906848731716.941,8471820633891.615,0.0001618209387673,3.261360331359145e-06,4.05723267362681e-05,7.00493317814258e-05,0.0001050152977847,2.116492025011484e-06,2.632981248584869e-05,4.545920628493865e-05
317,317,2.25,0.02,100000.0,1685,226.5,18.76,5.23,,682.8,0.6828000000000001,1685.0,0.2001710281911755,0.0297071342493436,0.006645862813751,0.0013613882704377,3.756947214513215e-06,2149440744000.0,43320109440.0,530465375755.9321,921209273379.3104,8.475505936766977,5.789112723302059,18224011070700.41,367289098907.35455,4497545190480.191,7810463276719.406,0.0001556190849841,3.1363673603403195e-06,3.8405588347275625e-05,6.669536929659455e-05,0.000100968646668,2.034935289972849e-06,2.4918282229400892e-05,4.32732346266622e-05
318,318,2.25,0.02,100000.0,1690,226.5,18.76,5.23,,678.8,0.6788,1690.0,0.1995070434852095,0.0300954791195264,0.0066785297684189,0.0009084544612798,2.6512989956616864e-05,2136848824000.0,43066330240.0,519041279111.86426,906677859384.6156,8.555616761254589,5.800649034837444,18260327148687.57,368021017885.4546,4435439444197.154,7747967074171.847,0.0001550623586048,3.125147024191479e-06,3.766469768400173e-05,6.57938951000839e-05,0.0001005945158222,2.027395008050014e-06,2.443444083531199e-05,4.268286050336667e-05
319,319,2.25,0.02,100000.0,1695,226.5,18.76,5.23,,681.9,0.6819,1695.0,0.2016495412867925,0.0284167041953246,0.00671581665816,0.0007379401979633,-5.667028180837405e-05,2146607562000.0,43263009120.0,513162022779.8319,901702538641.0256,8.472533563459741,5.783001167132967,18204772014111.234,366901352448.5176,4351982074591.7017,7647084372148.128,0.0001561380972512,3.1468276013464104e-06,3.732593848863397e-05,6.558726483701666e-05,0.0001012677321457,2.0409630977457086e-06,2.4208781889237657e-05,4.253845592213298e-05
320,320,2.25,0.02,100000.0,1700,226.5,18.76,5.23,,675.9,0.6759,1700.0,0.1936874142764509,0.0284831343082184,0.0070079759144439,0.0011067407113989,2.0294178991644344e-05,2127719682000.0,42882340320.0,500537194056.30255,884796403423.7289,8.924653028272449,6.026490620138853,18971271942384.703,382349492096.5856,4462912716394.33,7889062325737.081,0.0001551164635197,3.1262374617119186e-06,3.649050204261289e-05,6.450402757242127e-05,0.0001005895133908,2.027294188393807e-06,2.366326410855939e-05,4.182940094190893e-05
321,321,2.25,0.02,100000.0,1705,226.5,18.76,5.23,,677.3,0.6773,1705.0,0.1868934457011164,0.0305581008538915,0.0068357050307494,0.0006714193650405,2.305217068818154e-05,2132126854000.0,42971163040.0,493547445671.4285,877695426050.4202,9.221919085053322,6.233594324054832,19623230260238.133,395489145170.794,4542410388290.531,8077952496791.357,0.0001557842651224,3.139696422417366e-06,3.606114053802472e-05,6.412898777204215e-05,0.0001010077363911,2.0357231093561614e-06,2.338139974898458e-05,4.158009081866921e-05
322,322,2.25,0.02,100000.0,1710,226.5,18.76,5.23,,676.0,0.6759999999999999,1710.0,0.2007677180821474,0.0285119810957584,0.0068676842114609,0.0008102123339929,4.930684430633187e-06,2128034480000.0,42888684800.0,484668159733.3332,867152917647.0588,8.738270033083062,5.90232035588959,18580386433933.312,374471534515.3438,4231755540008.284,7571322954877.638,0.0001558421095572,3.140862226709372e-06,3.549364879090839e-05,6.350411201740721e-05,0.0001010242055391,2.036055030715039e-06,2.300865716573461e-05,4.116636051228405e-05
323,323,2.25,0.02,100000.0,1715,226.5,18.76,5.23,,654.6,0.6546000000000001,1715.0,0.193948286159798,0.0316377478889822,0.0065904096841757,0.0012381569708264,4.061903433277613e-05,2060667708000.0,41530966080.0,461731012560.0,830719579915.9663,8.896900541804309,5.826034905742169,18340241362578.234,369631619387.8308,4109472954839.956,7393524701304.447,0.0001512479805531,3.0482715508353253e-06,3.388992943274764e-05,6.09727897324105e-05,9.802574044914296e-05,1.9756235737357117e-06,2.196449443004133e-05,3.951724075198326e-05
324,324,2.25,0.02,100000.0,1720,226.5,18.76,5.23,,666.0,0.666,1720.0,0.2079111265158417,0.0300133154930489,0.0066589391121423,0.001129130104505,3.694484630254376e-05,2096554680000.0,42254236800.0,462129584132.2316,836574520840.3362,8.476286317232283,5.664286667365713,17831061143133.914,359369534753.6841,3930382045038.229,7115011868849.513,0.0001542324134659,3.108420201482682e-06,3.399642364430114e-05,6.154235261505884e-05,9.993682574786824e-05,2.014139836406277e-06,2.2028408876209864e-05,3.987713886591874e-05
325,325,2.25,0.02,100000.0,1725,226.5,18.76,5.23,,632.2,0.6321999999999999,1725.0,0.196743979515304,0.0279615248778635,0.0070610173168839,0.0010038858641703,-1.715172955292974e-05,1990152956000.0,40109802560.0,431510480750.00006,786004829683.3331,8.877384892142702,5.619845908185243,17691162522048.98,356549999675.6311,3835846899053.9946,6987070588278.582,0.0001467205925629,2.9570259820707643e-06,3.181236559828124e-05,5.79468497739402e-05,9.50557134600964e-05,1.9157652619562774e-06,2.061024329287806e-05,3.754196361811237e-05
326,326,2.25,0.02,100000.0,1730,226.5,18.76,5.23,,652.1,0.6521,1730.0,0.2009411532947524,0.0294885806993466,0.0069680502945287,0.0009306887198016,-5.268587477080239e-05,2052797758000.0,41372354080.0,437775144502.4794,802428343537.1902,8.731243018982278,5.684110320195917,17893465605770.34,360627242442.76587,3815921203483.823,6994465923504.765,0.000151658148633,3.056538131881129e-06,3.234228392646493e-05,5.928240934468074e-05,9.82453723928385e-05,1.980050064609995e-06,2.0951592492915844e-05,3.840362311492875e-05
327,327,2.25,0.02,100000.0,1735,226.5,18.76,5.23,,634.8,0.6348,1735.0,0.200262521032505,0.0305924440314246,0.0072062039595016,0.0007882986276271,5.613597454605127e-06,1998337704000.0,40274759040.0,419110300125.61975,773100098677.6862,8.743187351107604,5.543803148490045,17451781435383.691,351725481995.3212,3660152806239.788,6751598552532.01,0.000147955853514,2.981921592586892e-06,3.103070219188475e-05,5.723991731864745e-05,9.582675953609384e-05,1.931305025259367e-06,2.0097695133735327e-05,3.707265148679901e-05
328,328,2.25,0.02,100000.0,1740,226.5,18.76,5.23,,615.8,0.6158000000000001,1740.0,0.1889573202162409,0.030590847586635,0.0064608755795394,0.0009908752568985,-2.0109645947630657e-05,1938526084000.0,39069307840.0,399815081566.9423,742203077619.8347,9.356366909740636,5.761057470325586,18135693695435.54,365509138993.3127,3740431410214.4624,6943609264079.878,0.0001438221643677,2.898610681732216e-06,2.9662881945429832e-05,5.506516208615222e-05,9.314149937297848e-05,1.87718594127624e-06,1.921014964742404e-05,3.5661066445960147e-05
329,329,2.25,0.02,100000.0,1745,226.5,18.76,5.23,,624.9,0.6249,1745.0,0.1973398298883011,0.0272041088611487,0.0066538400550471,0.0006839312610116,-2.739787989923081e-05,1967172702000.0,39646655520.0,398948358461.157,745369348868.8527,8.934881117064355,5.577600756392255,17558175629107.691,353869764469.15533,3560849201335.25,6652860688178.133,0.000146245893201,2.947458829142463e-06,2.9659093461869624e-05,5.541313484027438e-05,9.47217918999958e-05,1.909035363228829e-06,1.920985552035386e-05,3.5890453482001194e-05
330,330,2.25,0.02,100000.0,1750,226.5,18.76,5.23,,615.5,0.6155000000000002,1750.0,0.2045409322610339,0.0292914279968511,0.0063145971485746,0.0010691556008894,3.656190987060409e-05,1937581690000.0,39050274400.0,386347109983.6068,726507644836.0657,8.644738578719593,5.3282998564749775,16773381382186.098,338052918734.0836,3344554428391.833,6289277952409.393,0.0001443446572727,2.909141071970989e-06,2.878182709237513e-05,5.412287778171184e-05,9.349864112994676e-05,1.8843838228836416e-06,1.864330674385621e-05,3.505786512809693e-05
331,331,2.25,0.02,100000.0,1755,226.5,18.76,5.23,,607.8,0.6078000000000001,1755.0,0.1976295014623019,0.0300717493025229,0.0070013212516969,0.0014193424734968,7.956514085063457e-06,1913342244000.0,38561749440.0,375072921659.0164,709935650878.049,8.997534078221388,5.46860228533855,17215050622200.049,346954378272.8472,3374670346418.3994,6387554660801.265,0.0001428277776667,2.878569682309285e-06,2.7998562218312316e-05,5.2995501259292974e-05,9.252451698074888e-05,1.864751197574386e-06,1.8137602416862098e-05,3.433073899397218e-05
332,332,2.25,0.02,100000.0,1760,226.5,18.76,5.23,,599.0,0.599,1760.0,0.2139043470956949,0.0312380563078075,0.0067734145801747,0.0009505996718285,-3.2074855070744257e-05,1885640020000.0,38003435200.0,363368754853.6586,692310747049.1802,8.613156381665478,5.147077335669215,16202896511139.973,326555292146.06616,3122349052750.6,5948876386272.217,0.0001410492174174,2.842724346789952e-06,2.7180627247224346e-05,5.178607159652357e-05,9.137845072811417e-05,1.8416532286593491e-06,1.7608914484924457e-05,3.354950192867535e-05
333,333,2.25,0.02,100000.0,1765,226.5,18.76,5.23,,611.9,0.6119,1765.0,0.1936480286856976,0.031447311402412,0.0069241224476413,0.0011275077106446,5.319591568319735e-05,1926248962000.0,38821873120.0,364869178913.1146,699790679357.7236,9.269909774997014,5.676280830936095,17868818530170.21,360130502062.5744,3384703262075.3486,6491597350720.695,0.0001443599975028,2.9094502409713822e-06,2.734460331757924e-05,5.24448203308861e-05,9.35421959664535e-05,1.885261632746221e-06,1.7718719080098612e-05,3.398312375779896e-05
334,334,2.25,0.02,100000.0,1770,226.5,18.76,5.23,,591.8,0.5918,1770.0,0.2048498260291353,0.0279339278886676,0.0071994351974054,0.000786679323891,2.21931470101932e-05,1862974564000.0,37546632640.0,346829514121.9512,669658257967.742,8.81631875558741,5.212756051110987,16409651793776.363,330722265111.5264,3054980818592.573,5898555485633.306,0.0001398867107154,2.8192950349129044e-06,2.604267435912655e-05,5.028318304543648e-05,9.065966704137896e-05,1.827166768374284e-06,1.6878087805400297e-05,3.258820376404524e-05
335,335,2.25,0.02,100000.0,1775,226.5,18.76,5.23,,567.6,0.5675999999999999,1775.0,0.2020706055052642,0.0296223508724243,0.0072055445542085,0.0009785272880795,1.9153094818805945e-05,1786793448000.0,36011268480.0,326905662117.0733,635465025888.0001,8.898246711487252,5.047785702933458,15890328437120.469,320255754365.47266,2907240534606.34,5651323594770.414,0.0001344336466254,2.709393269152483e-06,2.459552351175146e-05,4.781071971621802e-05,8.713132886979503e-05,1.756056180114986e-06,1.594125207208663e-05,3.09878638842536e-05
336,336,2.25,0.02,100000.0,1780,226.5,18.76,5.23,,574.2,0.5741999999999999,1780.0,0.2083198719015171,0.0295000016822694,0.0067255656794092,0.0009565734010141,1.5955642599328646e-05,1807570116000.0,36430004160.0,324971833325.8063,636028096354.8386,8.65741623231709,4.971863279856351,15651326167722.191,315438871417.8302,2813854972309.604,5507218281476.068,0.0001362510439407,2.7460213319701437e-06,2.449573111995247e-05,4.7942534199335886e-05,8.832624548612976e-05,1.7801386856391738e-06,1.5879628498136125e-05,3.107927779810301e-05
337,337,2.25,0.02,100000.0,1785,226.5,18.76,5.23,,563.7,0.5637000000000001,1785.0,0.1958790102856709,0.0299274121234142,0.0069183319198942,0.0012212964213848,3.195101340960801e-06,1774516326000.0,35763833760.0,313473833666.129,617727082416.0,9.260311527664069,5.194137843050481,16351042047166.053,329541036624.7692,2888462484036.4604,5691963128355.701,0.0001340032959457,2.700719925355822e-06,2.367209942706633e-05,4.664790276982903e-05,8.688728142504602e-05,1.7511376160444986e-06,1.5348908773655892e-05,3.024634153394179e-05
338,338,2.25,0.02,100000.0,1790,226.5,18.76,5.23,,558.1,0.5580999999999999,1790.0,0.2002477374742738,0.0293580237674363,0.006376971282546,0.0008710771969726,-2.694794724595401e-05,1756887638000.0,35408542880.0,304914982470.9678,605052060040.0,9.46974795518055,5.266394963114859,16578506015986.309,334125375155.8295,2877267027169.611,5709448345129.7705,0.0001329227631719,2.6789427267320703e-06,2.3069285209802335e-05,4.577708326015176e-05,8.61992688539229e-05,1.7372713208417352e-06,1.4960233075306169e-05,2.9686044836299228e-05
339,339,2.25,0.02,100000.0,1795,226.5,18.76,5.23,,556.2,0.5561999999999999,1795.0,0.2106362853856353,0.0297036248049299,0.0070971283944757,0.0014052926747786,-5.785725542487073e-05,1750906476000.0,35287997760.0,298526579564.51624,596499779999.9998,8.779755568784687,4.863939414734928,15311583998797.254,308591663379.97455,2610599059133.14,5216358847218.109,0.0001327093467205,2.674641503699746e-06,2.262671815757844e-05,4.521149313674654e-05,8.607706427611023e-05,1.7348083938223747e-06,1.467599322381066e-05,2.9324781538900205e-05
340,340,2.25,0.02,100000.0,1800,226.5,18.76,5.23,,535.4,0.5354000000000001,1800.0,0.1915448966022722,0.0270061760505745,0.0068783303407332,0.0012365078511114,6.0760418084279925e-05,1685428492000.0,33968345920.0,282269703137.60004,568005775015.873,9.55060162114918,5.122058771555587,16124138571681.56,324967994349.59,2700414659881.092,5433991337718.123,0.0001279662073917,2.579047654283473e-06,2.143133543996598e-05,4.312585502762549e-05,8.302358018974809e-05,1.6732680768056113e-06,1.3904500514152294e-05,2.7979753062267768e-05
341,341,2.25,0.02,100000.0,1805,226.5,18.76,5.23,,545.4,0.5454000000000001,1805.0,0.2032637394687298,0.0298829757785831,0.0071573135659436,0.001264455642325,-3.97726041051859e-06,1716908292000.0,34602793920.0,282418944430.6452,572356351714.2859,9.08152289717287,4.958948140331283,15610669566800.074,314619472973.69025,2567841766187.518,5204043758599.846,0.0001305942833783,2.6320142409064383e-06,2.148181113241223e-05,4.353550386908337e-05,8.474123629112665e-05,1.7078859421734796e-06,1.3939317909175704e-05,2.824972368608461e-05
342,342,2.25,0.02,100000.0,1810,226.5,18.76,5.23,,538.0,0.538,1810.0,0.2116493990143453,0.0292099052238926,0.0069474312678941,0.0006136368506769,3.054191358241982e-05,1693613240000.0,34133302400.0,273595639040.0001,558450917142.8572,8.715580002903994,4.697307891748913,14787031297067.744,298019759730.43146,2388778725670.408,4875865985593.98,0.0001290466183946,2.600822398721914e-06,2.0846903644690068e-05,4.255174717263628e-05,8.375682422875681e-05,1.6880459729187068e-06,1.3530540094754858e-05,2.7617920197365917e-05
343,343,2.25,0.02,100000.0,1815,226.5,18.76,5.23,,514.6,0.5146,1815.0,0.1994191123525297,0.0296889190155824,0.0067729816686955,0.0010739007013466,-1.6479728806495307e-06,1619950508000.0,32648694080.0,256986526264.0001,528347136968.75,9.240348836922802,4.7543156505766415,14966490581702.256,301636605587.70496,2374261686366.6167,4881323478872.693,0.0001236523081282,2.492104765194866e-06,1.961601726317472e-05,4.032922157592425e-05,8.026908346753212e-05,1.6177535901692143e-06,1.273376737427843e-05,2.6179775386802265e-05
344,344,2.25,0.02,100000.0,1820,226.5,18.76,5.23,,516.6,0.5165999999999998,1820.0,0.2129118993380643,0.0281421301712703,0.0071061224264602,0.0013869276637514,1.867295995106133e-05,1626246468000.0,32775583680.0,253312497600.0001,524590703716.53546,8.644763784228855,4.451905472854019,14014509390434.996,282450252344.1288,2182971921037.0903,4520766985838.145,0.0001243420701692,2.5060063194413973e-06,1.936815911432409e-05,4.010996818451923e-05,8.073747259512271e-05,1.6271935658114223e-06,1.2576083167844944e-05,2.6044101185386818e-05
345,345,2.25,0.02,100000.0,1825,226.5,18.76,5.23,,503.6,0.5036,1825.0,0.2123264464749808,0.03127145134956,0.0070370706463453,0.0011804185085869,3.628428292635924e-05,1585322728000.0,31950801280.0,242445202339.68256,505784522375.0,8.822181277810536,4.426424844829841,13934296883027.44,280833638995.2603,2130987821974.1235,4445625845852.053,0.0001214069989921,2.446852511662563e-06,1.856691001539072e-05,3.873393089856552e-05,7.885628088012555e-05,1.5892797823313327e-06,1.2059580447607687e-05,2.5158464996928463e-05
346,346,2.25,0.02,100000.0,1830,226.5,18.76,5.23,,485.9,0.4859000000000001,1830.0,0.1885289398710483,0.0267101963098908,0.0072970403915829,0.0007869154362842,-4.588266336948826e-05,1529603482000.0,30827828320.0,229636625369.84125,482628732866.6667,9.88588296112865,4.803462626577167,15121204279212.389,304754725650.66296,2270119258401.5938,4771123854367.83,0.0001173397564783,2.3648807749153783e-06,1.7616007034827767e-05,3.702367224608152e-05,7.623051914978445e-05,1.5363598375320825e-06,1.144435101890515e-05,2.405266416818254e-05
347,347,2.25,0.02,100000.0,1835,226.5,18.76,5.23,,481.8,0.4817999999999999,1835.0,0.213603828582427,0.0298513469291476,0.0068588184749644,0.0010763023016598,-2.6470582337419604e-05,1516696764000.0,30567704640.0,223510912638.0952,473261544134.8836,8.860819501687338,4.252107422698243,13385549124505.615,269774105011.6056,1972586987717.94,4176751607915.258,0.0001165337720729,2.3486368599609278e-06,1.717322167979889e-05,3.636254406563165e-05,7.572938503134386e-05,1.5262599150682675e-06,1.1160005324490408e-05,2.363017219196687e-05
348,348,2.25,0.02,100000.0,1840,226.5,18.76,5.23,,483.1,0.4831,1840.0,0.2065618870626167,0.0272289154208478,0.0062804342998086,0.0011173751015504,-3.454502874022156e-05,1520789138000.0,30650182880.0,219964445330.70865,469274194804.6512,9.147958358578112,4.414826839780753,13897786595093.014,280097805884.5219,2010153047078.2412,4288479218464.242,0.0001187043650288,2.3923832738411515e-06,1.7169204565898947e-05,3.662894080897966e-05,7.607673449990494e-05,1.533260441616392e-06,1.1003614037413765e-05,2.3475212594403814e-05
349,349,2.25,0.02,100000.0,1845,226.5,18.76,5.23,,475.7,0.4756999999999999,1845.0,0.2062281315697191,0.0273411370853369,0.0073301907030941,0.001017796854461,-6.703078196497819e-05,1497494086000.0,30180691360.0,212565487888.88892,456947046789.92255,9.1460965301189,4.347796953440541,13686777853491.758,275845108151.64453,1942803406873.8992,4176398944538.319,0.0001172037077002,2.3621388300769176e-06,1.6636769081508186e-05,3.5763672529450305e-05,7.504994592373191e-05,1.5125664105686776e-06,1.0653149498523498e-05,2.2900825767663623e-05
