,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
32,32,0.1,1140,100000.0,1.45381420065885,7988910000000.0,4956.0,0.3134538356583087,1140.0,0.1590039469388102,0.1039180576753719,0.0290304024384143,25041544822.290195,7.169633345257196,2.2473490723345795,179538694774.64447,1.247961005717436e-06,7.797484912701019e-07
33,33,0.1,1160,100000.0,1.46375114566509,8008730000000.0,4966.0,0.3352602222166326,1160.0,0.16214722842642,0.1053395725799412,0.0292039017535836,26850085994.730125,7.153992154274721,2.398448999378189,192085304547.90088,1.3615660600083197e-06,8.680555293418035e-07
34,34,0.1,1180,100000.0,1.47374179461199,8027890000000.0,4965.0,0.355477574479823,1180.0,0.159032271352089,0.0985315438499896,0.0284805858473998,28537348653.90826,7.419877676195305,2.6376001192708927,211743636214.93607,1.47229331002367e-06,9.381638242080674e-07
35,35,0.1,1200,100000.0,1.48319437300648,8046430000000.0,5299.0,0.4013622558164262,1200.0,0.176844115317408,0.1010714384901765,0.0284520680216248,32295332960.689667,6.785637157596022,2.723498636724502,219144411354.99133,1.6944147471260991e-06,1.0790540694466516e-06
36,36,0.1,1220,100000.0,1.49333246877473,8064350000000.0,5168.0,0.4133840637125709,1220.0,0.1392289715158767,0.1212646005739976,0.0281308892267448,33336737742.00472,8.762544079131398,3.6222960798918655,292114633918.75964,1.7783997170235625e-06,1.1314434865039834e-06
37,37,0.1,1240,100000.0,1.50355521895399,8081680000000.0,5165.0,0.4355172628472337,1240.0,0.1563464232704063,0.1234833838750006,0.028545175468732,35197111528.07232,7.931105643877625,3.45413342137383,279152009888.48456,1.9083553541274906e-06,1.2128236136864705e-06
38,38,0.1,1260,100000.0,1.5138667440428,8098420000000.0,5353.0,0.4752582505586585,1260.0,0.1458659248019103,0.0970968596474186,0.0279104044803331,38488409214.89251,8.638069526595142,4.105313811413667,332465554766.2867,2.120620085587872e-06,1.345776807027158e-06
39,39,0.1,1280,100000.0,1.52426622902487,8114610000000.0,5215.0,0.4867258657163574,1280.0,0.1493998891955925,0.1088813914212714,0.0290239544438533,39495905772.00611,8.567610102603485,4.170077444309891,338385521303.71484,2.210510519429017e-06,1.4006683395574178e-06
40,40,0.1,1300,100000.0,1.53429754702107,8130250000000.0,5421.0,0.5310093380508129,1300.0,0.1496385623177047,0.1057690062953072,0.0288730340874723,43172386706.87621,8.687600173810196,4.61319681754508,375064434258.4588,2.4541203812100147e-06,1.5520758525475077e-06
41,41,0.1,1320,100000.0,1.5451051452317,8145360000000.0,5409.0,0.5549928974031977,1320.0,0.1541249454967328,0.114710464202041,0.0287433841595362,45206169467.921104,8.564479914304213,4.753225522391186,387167330410.6427,2.6089775984300744e-06,1.6677550899402754e-06
42,42,0.1,1340,100000.0,1.55521345874571,8159950000000.0,5472.0,0.5871308250775139,1340.0,0.1758385732532588,0.1000310049589656,0.0284876790878714,47909581760.9126,7.620625982161544,4.474304420513647,365101003561.7034,2.80679033997538e-06,1.8265742668824288e-06
43,43,0.1,1360,100000.0,1.56621058572968,8174040000000.0,5546.0,0.6213762285485047,1360.0,0.174625508768031,0.0942607566097768,0.0284883706436643,50791541472.0462,7.788094703887713,4.839336914680331,395569335140.7361,3.0194894297648662e-06,1.976070834174841e-06
44,44,0.1,1380,100000.0,1.57645288509541,8187630000000.0,5542.0,0.647587589970141,1380.0,0.1605607654696541,0.1058281657330716,0.0279801545450931,53022075792.67226,8.594876811675507,5.565935560563191,455718209737.3401,3.1975081540296813e-06,2.0914521175093e-06
45,45,0.1,1400,100000.0,1.58764002600254,8200750000000.0,5510.0,0.6704524799048822,1400.0,0.166127025372134,0.0996236651526079,0.0275281201348597,54982131745.79963,8.427286270032942,5.650094978611952,463350163958.51965,3.363270221069379e-06,2.1977819869529096e-06
46,46,0.1,1420,100000.0,1.59801278952994,8213410000000.0,5605.0,0.7091261582693161,1420.0,0.1772609399142766,0.0999947189838173,0.0284793565056194,58243438795.90784,8.01078906998187,5.680660077902071,466575902904.4165,3.612071690816502e-06,2.358263102322001e-06
47,47,0.1,1440,100000.0,1.6093916073593,8225610000000.0,5624.0,0.7387891845807795,1440.0,0.1970860606106725,0.1065022922436848,0.0283616987649228,60769917045.79505,7.306452803096016,5.3979283085772565,444012530743.1616,3.8207152176783854e-06,2.491234019136042e-06
48,48,0.1,1460,100000.0,1.61989146064109,8237370000000.0,5639.0,0.7680750930478991,1460.0,0.1877377672851707,0.1190638997096493,0.0283455703434753,63269187292.19973,7.776804961051243,5.973170194074798,492032129615.6592,4.030728815170993e-06,2.624852712307956e-06
49,49,0.1,1480,100000.0,1.63146370843972,8248700000000.0,5535.0,0.781148502111965,1480.0,0.2168135819199506,0.104338161826689,0.0280359265189117,64434596493.709656,6.826140626865472,5.332229525881593,439839616901.39496,4.158914941929376e-06,2.704143280148633e-06
50,50,0.1,1500,100000.0,1.642094071436,8259610000000.0,5566.0,0.8135524766310464,1500.0,0.2073859137501585,0.0965930225062261,0.0285040980664695,67196261715.06557,7.232892402745715,5.884337527459656,486023330851.8104,4.392546470956984e-06,2.8536473814657846e-06
51,51,0.1,1520,100000.0,1.65386866368164,8270110000000.0,5596.0,0.8479622502860301,1520.0,0.2002234082519862,0.1142098530431943,0.0284522763082876,70127410857.13,7.591519958980228,6.437322347508185,532373639193.5091,4.641517325177503e-06,3.013847572550326e-06
52,52,0.1,1540,100000.0,1.66576883018961,8280210000000.0,5365.0,0.841674137693799,1540.0,0.205736518968024,0.1062812864405598,0.0279734647441394,69692386116.73572,7.485302112258203,6.300185200712495,521668565007.9161,4.668775309375488e-06,3.04858079476198e-06
53,53,0.1,1560,100000.0,1.67662025268967,8289920000000.0,5531.0,0.8979109492978952,1560.0,0.2203394384566763,0.1092854856604686,0.0285441989218264,74436099368.03607,7.079985366790026,6.357196381709639,527006494286.62366,5.045741448581567e-06,3.2917829081903565e-06
54,54,0.1,1580,100000.0,1.68872777614473,8299250000000.0,5308.0,0.8904174627256523,1580.0,0.1896142944051462,0.0965135189061605,0.0277480800109766,73897971275.2587,8.332705110428206,7.4195861420685585,615770002895.6249,5.066563577487785e-06,3.302643585154173e-06
55,55,0.1,1600,100000.0,1.69972180784833,8308200000000.0,5415.0,0.938314684608334,1600.0,0.1903520743412627,0.1014997777653018,0.027788017748991,77957060626.62961,8.405477090475639,7.886982585132228,655266287137.9557,5.404923741452905e-06,3.5197444805124324e-06
56,56,0.1,1620,100000.0,1.7120423565671,8316800000000.0,5407.0,0.967276769723378,1620.0,0.2018331346771447,0.1060912092734747,0.0280387313233029,80446474384.3539,8.026432342694257,7.763781548844546,645698183854.3032,5.637425269646648e-06,3.668162618410191e-06
57,57,0.1,1640,100000.0,1.72316997258232,8325030000000.0,5428.0,1.002412003048299,1640.0,0.2085962716409994,0.1050819128453437,0.0296601539642706,83451099977.37181,7.862077241833401,7.881040596106666,656098993938.0587,5.909651713973592e-06,3.84156569830282e-06
58,58,0.1,1660,100000.0,1.73570025312257,8332920000000.0,5269.0,1.0043966767908477,1660.0,0.2151878923500589,0.1148108492617347,0.0279866407606511,83695571559.63991,7.714188664943932,7.748105459207311,645643429431.3778,5.986556103885519e-06,3.8884405255312585e-06
59,59,0.1,1680,100000.0,1.74696458987926,8340470000000.0,5332.0,1.0440834106487271,1680.0,0.2021515044452826,0.1094920898373057,0.0279415414641716,87081463640.1339,8.310598551368852,8.676958080045562,723699085578.7762,6.289722803143301e-06,4.081777785908724e-06
60,60,0.1,1700,100000.0,1.75971452816092,8347690000000.0,5136.0,1.033132773269808,1700.0,0.1806180595146997,0.1119767375232192,0.0291103821957014,86242721200.96643,9.412126365257754,9.72397621410462,811727390027.1901,6.287325360661145e-06,4.077188096015432e-06
61,61,0.1,1720,100000.0,1.77259284131932,8354580000000.0,5239.0,1.08145204964493,1720.0,0.2240368497900817,0.121117552503166,0.0283605005934496,90350776649.2254,7.677308449978685,8.302640958985789,693650781031.2349,6.646627666840312e-06,4.306765718211976e-06
62,62,0.1,1740,100000.0,1.7840729127297,8361160000000.0,4992.0,1.0572614904095774,1740.0,0.2240301489232479,0.0970460044494672,0.0279065074737408,88399324831.52942,7.766811781195213,8.211550999517117,686580917551.2252,6.558478800390929e-06,4.247374191312488e-06
63,63,0.1,1760,100000.0,1.79717806739436,8367430000000.0,5110.0,1.1091228979993346,1760.0,0.2113374295888661,0.1069467055495683,0.028696943329831,92805082104.06572,8.327914290544214,9.23668043221847,772872769489.578,6.941984718346411e-06,4.4973507840404015e-06
64,64,0.1,1780,100000.0,1.80879698312742,8373390000000.0,5104.0,1.1357650343280492,1780.0,0.2106976413301708,0.1063601972568633,0.029265588866438,95102035807.92143,8.448124947021476,9.595084920461495,803433881221.4308,7.168602504006432e-06,4.647125821923675e-06
65,65,0.1,1800,100000.0,1.82212538377739,8379050000000.0,5081.0,1.1577549710881845,1800.0,0.2109647294878414,0.0975166141915525,0.0276032106279648,97008867904.96452,8.532231925070395,9.87823392572756,827702159753.675,7.365401123864735e-06,4.778620725740348e-06
66,66,0.1,1820,100000.0,1.83387836960085,8384420000000.0,4878.0,1.1368311004893354,1820.0,0.2069424868291207,0.1106957525112066,0.0271581384186056,95316694155.64792,8.794714067115827,9.998104471408324,838283070921.6538,7.287871368956705e-06,4.73214185775518e-06
67,67,0.1,1840,100000.0,1.84743958356864,8389510000000.0,4899.0,1.168305542835809,1840.0,0.2377702106853121,0.1059018250988622,0.0293247485795595,98015110346.76448,7.738564030778575,9.041007250748429,758496207402.2645,7.650515871156659e-06,4.90315806478997e-06
68,68,0.1,1860,100000.0,1.86114008778218,8394320000000.0,4832.0,1.176776726884643,1860.0,0.2351989682101702,0.1089642912776795,0.0280331047087391,98782404140.22296,7.908197957475442,9.30618330795377,781190806656.225,7.798042234712457e-06,4.977948202994506e-06
69,69,0.1,1880,100000.0,1.87311874637202,8398850000000.0,4781.0,1.1864545827455089,1880.0,0.2314223579849113,0.1035477089336484,0.0280396470904,99648540722.92116,8.123674896280228,9.638371309426322,809512348721.7527,7.955203690878879e-06,5.057505708387065e-06
70,70,0.1,1900,100000.0,1.88705621453883,8403120000000.0,4623.0,1.1702097700848313,1900.0,0.2348674143768221,0.0989706036428109,0.0275616027658042,98334131231.95248,8.089670527694544,9.46661148827547,795490723293.5736,7.939771321510763e-06,5.025380413029384e-06
71,71,0.1,1936,100000.0,1.91089411501287,8410150000000.0,4489.0,1.1807050646273305,1936.0,0.2314941239642394,0.1109250171556584,0.028529707238568,99299066992.75542,8.363063246905861,9.874311131420436,830444377619.1559,8.178837143212495e-06,5.135349377326853e-06
72,72,0.1,1976,100000.0,1.93752271021902,8416990000000.0,4372.0,1.1948030047488056,1976.0,0.2418835156499881,0.1043358450354696,0.0288929363401671,100566449429.4065,8.169221431605637,9.760610312940754,821549593979.1919,8.463918535329002e-06,5.265821555255457e-06
73,73,0.1,2016,100000.0,1.96452174308398,8422860000000.0,3805.0,1.0773876858701026,2016.0,0.2265407820132168,0.1050473267334837,0.0281983755439741,90746856438.07852,8.899059948872177,9.587737604734707,807561715614.1578,7.800064160161428e-06,4.807021537160147e-06
74,74,0.1,2056,100000.0,1.99424960220818,8427800000000.0,2615.0,0.7660964821809233,2056.0,0.2444484002430726,0.1060470725386092,0.0285808465910036,64565079325.24385,8.410772980946371,6.443463593125372,543042224701.4201,5.665573986498023e-06,3.456826230259405e-06
75,75,0.1,2096,100000.0,2.02210370595017,8431830000000.0,2630.0,0.7965447353378615,2096.0,0.2568307889614516,0.0968198460486909,0.0283639073464921,67163297957.63841,8.161015306909306,6.500613777730309,548120702694.7976,6.013958488172376e-06,3.631206184514089e-06
76,76,0.1,2136,100000.0,2.0503324759798,8435010000000.0,2652.0,0.8289332226297494,2136.0,0.260372756903962,0.1093429142602242,0.02837467150255,69920600222.14163,8.20362324153544,6.800255850846285,573602261044.4692,6.385363467312812e-06,3.814636042662324e-06
77,77,0.1,2176,100000.0,2.08169409330203,8437350000000.0,2852.0,0.9185845107537466,2176.0,0.2626409728736689,0.0952130140137013,0.0287970593922644,77504190218.08124,8.285074397156846,7.610541011670714,642127982048.1989,7.216951773355373e-06,4.359629773147327e-06
78,78,0.1,2216,100000.0,2.11081331072047,8438880000000.0,2831.0,0.9383377176513136,2216.0,0.2433084451231479,0.1083018626550228,0.0281390767960376,79185193987.33318,9.107780861771548,8.54617430670303,721201394333.5006,7.515041699699015e-06,4.490687679339721e-06
79,79,0.1,2256,100000.0,2.14029939748533,8439650000000.0,2841.0,0.967796211451491,2256.0,0.2346812664163735,0.1067944305195825,0.0274116057242318,81678612959.76576,9.6130382899732,9.303462037574182,785179633854.1295,7.897801844212926e-06,4.600331680071336e-06
80,80,0.1,2296,100000.0,2.17335195265406,8439670000000.0,2929.0,1.024889362721122,2296.0,0.2787483708325453,0.1134967132036653,0.0281695405022835,86497280078.76572,8.236819440926146,8.441828627659746,712462478140.0114,8.518394620617401e-06,4.875508848834504e-06
81,81,0.1,2336,100000.0,2.20371744188243,8438970000000.0,2864.0,1.0282796017075688,2336.0,0.277704080022886,0.1031475107048429,0.027808052457124,86776207104.22122,8.411831759214653,8.64971501099632,729946854863.4762,8.70091853621449e-06,4.887401639655874e-06
82,82,0.1,2376,100000.0,2.23797359782716,8437580000000.0,2698.0,0.99212844619387,2376.0,0.27061955894942,0.0962655843905861,0.0276285123631582,83711631350.36475,8.779853197691764,8.710742110836213,734975834195.494,8.54259095457702e-06,4.712192658014666e-06
83,83,0.1,2416,100000.0,2.26922860560693,8435520000000.0,2704.0,1.0171637135992857,2416.0,0.2747037566423387,0.1038046478104524,0.0277059481076199,85803048493.41046,8.794928870032185,8.945882510283507,754631708331.4672,8.909269629430266e-06,4.848062623296908e-06
84,84,0.1,2456,100000.0,2.30082002163299,8432820000000.0,2571.0,0.9874122371218422,2456.0,0.2758509065579346,0.1042049462061771,0.0276646965617397,83266696614.45813,8.903360263143407,8.791286875332146,741353397880.3842,8.794429398104299e-06,4.730078666280656e-06
85,85,0.1,2496,100000.0,2.33683453482457,8429490000000.0,2485.0,0.96494673697564,2496.0,0.3181038450416054,0.1088252891642543,0.0280848192576009,81340088698.68787,7.846494278223968,7.571449050470248,638234540564.4844,8.736068985450515e-06,4.643430625982624e-06
86,86,0.1,2536,100000.0,2.36926936284905,8425550000000.0,2428.0,0.964720003489176,2536.0,0.2981151925323502,0.1054083067396125,0.0293099552742649,81282966253.98227,8.506778800697331,8.206659674290378,691456214187.173,8.874791743400952e-06,4.661944837232614e-06
87,87,0.1,2576,100000.0,2.40651032556174,8421040000000.0,2145.0,0.8744399092437043,2576.0,0.2523616113298885,0.0943165779758295,0.0278351041186061,73636934533.37604,10.207574703716082,8.925910697515823,751654510202.0863,8.171341189112394e-06,4.2432450151536965e-06
88,88,0.1,2616,100000.0,2.44447815484697,8415960000000.0,2095.0,0.8709162604782982,2616.0,0.30094164422826,0.1001401986542084,0.0289528123561391,73295964115.34938,8.692715183066525,7.570627000639224,637140940122.9967,8.26410283639266e-06,4.24026589119037e-06
89,89,0.1,2656,100000.0,2.47825379676539,8410340000000.0,2071.0,0.8769484678589401,2656.0,0.3156621978655494,0.1050215865212931,0.0291717621648748,73754347771.72758,8.414057869328007,7.378695156983653,620573350265.859,8.447145007540644e-06,4.2831576870876114e-06
90,90,0.1,2696,100000.0,2.51744817183723,8404200000000.0,1954.0,0.8418508698834994,2696.0,0.3186166890013737,0.1077924954365655,0.0284287929910944,70750830806.74905,8.461578106438662,7.123386889492561,598663680966.7338,8.229158884828537e-06,4.1179741089710274e-06
91,91,0.1,2736,100000.0,2.55199416924148,8397540000000.0,1913.0,0.8364843479804576,2736.0,0.3136312402193653,0.1066827034297838,0.0270282201040516,70244107715.39812,8.723620765859742,7.297172228358966,612782956745.3356,8.295136721633e-06,4.097338036017491e-06
92,92,0.1,2776,100000.0,2.59237837643355,8390390000000.0,1739.0,0.7600742264068416,2776.0,0.3497322061521117,0.1035079855206061,0.0285262277089895,63773191885.017,7.937501754678586,6.033090505790275,506199822488.7766,7.644491866214967e-06,3.7113774116645016e-06
93,93,0.1,2816,100000.0,2.62760886167192,8382770000000.0,1717.0,0.7406914230995055,2816.0,0.3157056046948128,0.1080006221740226,0.0283786239751001,62090458408.15842,8.919702273648829,6.606746970692846,553828403035.1487,7.553109489907051e-06,3.6226105712561137e-06
94,94,0.1,2856,100000.0,2.66918078172062,8374690000000.0,1620.0,0.7278503826115048,2856.0,0.3468154881520604,0.0964154186401436,0.0291768102202123,60955213207.52744,8.234926344315378,5.993794290487508,501961691066.0283,7.5234060873140015e-06,3.563798714191267e-06
95,95,0.1,2896,100000.0,2.71144037566172,8366150000000.0,1502.0,0.6930210778027359,2896.0,0.3438580507690858,0.0999117886531197,0.0286590787509759,57979182900.59359,8.422079964458293,5.836678934309714,488305314662.7522,7.259113070463527e-06,3.395416585689716e-06
96,96,0.1,2936,100000.0,2.75439550712333,8357190000000.0,1344.0,0.6304024590946863,2936.0,0.3491563537327238,0.1228241559799016,0.0286883244038276,52683931271.21521,8.408840247677357,5.3009535702701776,443010761679.2622,6.689276839361226e-06,3.0891585703220862e-06
97,97,0.1,2976,100000.0,2.79802350403656,8347810000000.0,1269.0,0.6037583253578436,2976.0,0.3529596485946058,0.121045564920146,0.0275002924698521,50400597860.0546,8.431558711738477,5.09062376795556,424955599963.7711,6.488806471836242e-06,2.957785036135876e-06
98,98,0.1,3016,100000.0,2.84231908519533,8338020000000.0,1218.0,0.5871178877482188,3016.0,0.3768254278602398,0.1167196085025599,0.0272750666081605,48954006904.02403,8.003706164751172,4.699119057606105,391813486847.0086,6.389406990286807e-06,2.8733767427569264e-06
99,99,0.1,3056,100000.0,2.88726023004366,8327840000000.0,1151.0,0.561042867128148,3056.0,0.3416639815068265,0.0977625923422383,0.0281460525413411,46722752305.84476,8.944460538457257,5.018225785410638,417909814247.7413,6.18103227270097e-06,2.7415497707399496e-06
100,100,0.1,3096,100000.0,2.92478001758178,8317280000000.0,1084.0,0.5339197459773668,3096.0,0.3697189014651485,0.084992312529832,0.0280855605394935,44407600248.22633,8.373929457571549,4.471006288818991,371866111858.68414,5.953502482562143e-06,2.604945513645252e-06
