,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,4437.75,0.443775,420.0,0.0003565376386234,0.0117675333534125,0.0008533039470822,6.155200851784508e-05,-9.66686957120055e-06,9912237644506.49,6874367426648.602,5591565000000.0,3.546094341445334,1.5743426770777509,35164799164178.258,24387606371891.277,19836717731179.664,0.0001798324583655,0.0001247179938958,0.0001014447913905,9.76228888719911e-05,6.770374474716949e-05,5.50697782067444e-05
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,4526.0,0.4526,425.0,0.0003172214649679,0.0121203549235057,0.0009019157991383,-2.110621840976645e-05,2.2986014032988197e-06,10092980000000.0,6997724886770.625,5702760000000.0,4.0379744415175285,1.8284126911207408,40773603011992.52,28269396800580.773,23037999908121.33,0.0001853808139572,0.0001285293278455,0.0001047443164063,0.0001008137130094,6.989676274540492e-05,5.6962008247503e-05
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,4612.5,0.46125,430.0,0.0003328355308553,0.0116579238406923,0.0008688183783483,-1.580513944019376e-05,-1.1438377852203869e-06,10267071019580.96,7117861287807.856,5811750000000.0,3.888670951088095,1.7933789470125845,39919239054741.51,27674845704738.19,22596574732358.56,0.0001908464792559,0.0001323083052624,0.0001080300334632,0.0001040290170716,7.212028747159519e-05,5.888637945656436e-05
57,57,2,25,3000,1000000.0,435,17.15,2.43,0.81,,4703.0,0.4703,435.0,0.000336238998571,0.0117976017268576,0.0008990242797799,-1.6817763522124216e-05,-4.364881902402277e-06,10440660000000.0,7243648369825.647,5925780000000.0,3.924754252779018,1.844262571300875,40942629082879.42,28405676309024.12,23237708398391.023,0.0001963662357543,0.0001362373608096,0.0001114511067794,0.0001072443939071,7.44053229488048e-05,6.086843978515498e-05
58,58,2,25,3000,1000000.0,440,17.15,2.43,0.81,,4803.5,0.4803499999999999,440.0,0.0003733404031862,0.0117735034830369,0.0009258700801019,-2.4087552652898584e-05,-2.190517795401791e-06,10655261557209.688,7397390000000.0,6052410000000.0,3.5777343498899223,1.7188169366867905,38127290578452.55,26469780824976.57,21657093402253.56,0.0002028035528943,0.0001407958843703,0.0001151966326666,0.0001109767017888,7.704531133642664e-05,6.303707291162181e-05
59,59,2,25,3000,1000000.0,445,17.15,2.43,0.81,,4888.0,0.4887999999999999,445.0,0.0003665754851737,0.0117902015540025,0.0008661261884217,1.10305958700778e-05,7.1978677319111644e-06,10802480000000.0,7527520000000.0,6158880000000.0,3.68173692147083,1.7968296372570705,39709934983381.25,27671176413758.883,22640053429439.09,0.0002080267359901,0.0001449598069795,0.0001186034784378,0.0001140175631174,7.945115257958287e-05,6.500548847420417e-05
60,60,2,25,3000,1000000.0,450,17.15,2.43,0.81,,5003.0,0.5003,450.0,0.0003590671003194,0.0117653823924648,0.0008632696754005,7.69166367470914e-05,-8.009216539419207e-06,11056630000000.0,7704620000000.0,6303780000000.0,3.790085920868644,1.896284488275626,41907887190891.336,29202781119444.64,23893184552272.89,0.0002153053809977,0.0001500318039531,0.0001227532941434,0.0001182849868145,8.242483244093308e-05,6.743849926985434e-05
61,61,2,25,3000,1000000.0,455,17.15,2.43,0.81,,5066.25,0.506625,455.0,0.0004077021958294,0.0120827672692082,0.000890805929918,5.677371174694514e-05,3.8587517430180894e-06,11154295659921.62,7794031858351.393,6383475000000.0,3.348064299717469,1.6962353694741568,37345789923377.52,26095262785973.89,21372565655374.37,0.0002197100799068,0.00015352178341,0.0001257375494691,0.0001209125289215,8.448728016731961e-05,6.919684837933918e-05
62,62,2,25,3000,1000000.0,460,17.15,2.43,0.81,,5177.75,0.517775,460.0,0.0003674064124652,0.0116128253118178,0.0008762472739993,5.2622640526443705e-05,4.245516656122025e-06,11353974965729.385,7950296258526.723,6523965000000.0,3.785813017015452,1.9583278662958468,42942987916784.87,30069599166395.613,24674931115327.67,0.0002261928982643,0.0001583851081408,0.0001299698613022,0.00012473139918,8.733959509473766e-05,7.167034321533955e-05
63,63,2,25,3000,1000000.0,465,17.15,2.43,0.81,,5290.75,0.529075,465.0,0.0003599417930359,0.0118840851460769,0.0008306218826305,-2.137712043588835e-06,2.037296664200302e-06,11586742500000.0,8108201796340.449,6666345000000.0,3.88854524248782,2.057869028369237,45067331721286.3,31537338472724.703,25929149757452.39,0.000233434050349,0.0001633531069122,0.0001343045221185,0.0001289399359347,9.022993478679644e-05,7.418462067480474e-05
64,64,2,25,3000,1000000.0,470,17.15,2.43,0.81,,5423.5,0.54235,470.0,0.0003637055058902,0.0119866962727295,0.0009146932622815,5.091856349364076e-05,-4.521337990427575e-06,11851133708305.22,8297955000000.0,6833610000000.0,3.919818407172415,2.1277674423245214,46494803096093.88,32554841867565.17,26809869773288.97,0.0002413636631441,0.0001689985839921,0.0001391753044641,0.0001336156511341,9.355532455350149e-05,7.704556139700121e-05
65,65,2,25,3000,1000000.0,475,17.15,2.43,0.81,,5460.25,0.546025,475.0,0.0003789338443453,0.0116959090236047,0.0009634524502281,1.7493959610672784e-05,7.512857495184759e-06,11883129155712.27,8354182500000.0,6879915000000.0,3.79022795393352,2.06828207330522,45011973824514.04,31644715721569.867,26060354123645.773,0.0002446351399622,0.0001719855585491,0.0001416351658639,0.0001356636194804,9.53754369661364e-05,7.85444775015241e-05
66,66,2,25,3000,1000000.0,480,17.15,2.43,0.81,,5491.25,0.5491250000000001,480.0,0.0004066665518819,0.0118518484495565,0.0009650182026069,5.136475913637871e-05,-2.300141277420412e-06,11916012500000.0,8401612500000.0,6918975000000.0,3.553224287803042,1.951769914690372,42353407148781.08,29862079694762.69,24592300925098.688,0.000247985973779,0.0001748472534017,0.0001439918557426,0.0001377740939651,9.71402598003226e-05,7.999786101203036e-05
67,67,2,25,3000,1000000.0,485,17.15,2.43,0.81,,5584.0,0.5584,485.0,0.0004111379779061,0.0115678506633736,0.0009443410827441,6.371267601302891e-05,3.723186816975512e-06,12109479601488.33,8543520000000.0,7035840000000.0,3.55114853552979,1.9823978791283987,42990341474461.1,30330687550664.5,24978213277017.824,0.000254665604306,0.0001796725173419,0.0001479656025169,0.0001417244143549,9.998987639246464e-05,8.23446040879478e-05
68,68,2,25,3000,1000000.0,490,17.15,2.43,0.81,,5656.75,0.5656749999999999,490.0,0.0004160041531519,0.012035720755556,0.0009231351907657,3.794726360243481e-05,-1.1940572545803117e-06,12217198397728.354,8642261606221.001,7127505000000.0,3.545875803736206,2.004901173645981,43300968588449.86,30630451119932.973,25261754787939.355,0.0002596276889097,0.000183656705468,0.0001514666121151,0.0001447566227446,0.000102398648386,8.445091246021835e-05
69,69,2,25,3000,1000000.0,495,17.15,2.43,0.81,,5619.75,0.561975,495.0,0.0003829751144621,0.0119216117318362,0.0009128336883084,1.860128744762419e-05,5.350470739737729e-06,12087567972769.066,8569160612729.362,7080885000000.0,3.921050347230581,2.2011846877021246,47345468273887.42,33564313585479.84,27734927065046.77,0.0002595707559999,0.0001840158006591,0.000152056284336,0.0001449239202885,0.0001027399682365,8.489628481301772e-05
70,70,2,25,3000,1000000.0,500,17.15,2.43,0.81,,5737.25,0.573725,500.0,0.0004365788551154,0.0119487549646135,0.0008850905527539,5.461816395872077e-05,-1.9178583662105536e-06,12335087500000.0,8731408375544.736,7228935000000.0,3.444818339002839,1.9764322675900885,42493293753186.89,30078935474195.773,24903046571635.117,0.0002676604695096,0.0001894638254716,0.0001568614844567,0.0001496715076491,0.0001059451791864,8.771446494787319e-05
71,71,2,25,3000,1000000.0,505,17.15,2.43,0.81,,5769.5,0.57695,505.0,0.0004034231755695,0.0121229453039395,0.0009138207918504,3.080705950435529e-05,2.497858965813733e-06,12365272826688.648,8769640000000.0,7269570000000.0,3.785038853634988,2.184061714259996,46809115117688.1,33197738056751.93,27519177599675.94,0.0002710786569841,0.000192253116187,0.000159367714734,0.0001517708602288,0.0001076382078545,8.922640914262709e-05
72,72,2,25,3000,1000000.0,510,17.15,2.43,0.81,,5805.25,0.580525,510.0,0.0004325783437479,0.011896168291329,0.0008868956698537,2.466430431735248e-05,-3.1294674889327464e-06,12390531914711.203,8823980000000.0,7314615000000.0,3.5797438629048264,2.0778335236719587,44348585484715.11,31583069559813.773,26180702398266.684,0.0002743522043596,0.0001953813105756,0.0001619608232402,0.0001538581078712,0.000109570830053,9.082845122820436e-05
73,73,2,25,3000,1000000.0,515,17.15,2.43,0.81,,5863.0,0.5863,515.0,0.0004114113580157,0.0119686675562477,0.0008953953231404,5.951397482769977e-05,6.43217869539841e-08,12488190000000.0,8911760000000.0,7387380000000.0,3.7854906569290017,2.2205497588957583,47297709864479.65,33752356335215.527,27978926962086.555,0.000279266702108,0.0001992889141803,0.0001652000209653,0.0001567954107152,0.0001118915606982,9.2752214789369e-05
74,74,2,25,3000,1000000.0,520,17.15,2.43,0.81,,5844.75,0.5844750000000001,520.0,0.0004153281405194,0.0115521035247954,0.0008436001058722,1.6221581755729662e-05,5.640699512328063e-07,12429866774305.98,8884020000000.0,7364385000000.0,3.756077800547338,2.1953186541698564,46687229391299.92,33368843543381.82,27661015042540.188,0.0002807336057746,0.0002006492115852,0.0001663276359193,0.0001578183352374,0.000112797769443,9.350341414362003e-05
75,75,2,25,3000,1000000.0,525,17.15,2.43,0.81,,5842.5,0.5842499999999999,525.0,0.0004587096281056,0.0120782021639612,0.0008974106055083,2.0316424160723573e-05,-8.326278517336409e-07,12373391286675.688,8863860810638.168,7361550000000.0,3.4426742211848134,2.010584776468279,42580662651733.66,30503283879508.57,25333368183500.32,0.0002821659964449,0.0002021337610713,0.0001678746790595,0.0001588648996025,0.000113805207089,9.451668298319664e-05
76,76,2,25,3000,1000000.0,530,17.15,2.43,0.81,,5840.5,0.58405,530.0,0.0004099309585398,0.011876312922778,0.0008894562732171,-8.690972038734487e-06,7.681672565389866e-06,12323455000000.0,8843602343519.473,7359030000000.0,3.8913707737983856,2.2719090080055,47937280068916.055,34400924282955.984,28626053500869.305,0.0002837455444877,0.0002036225037698,0.0001694404673244,0.0001600201397445,0.0001148342313787,9.555705027404856e-05
77,77,2,25,3000,1000000.0,535,17.15,2.43,0.81,,5831.5,0.5831500000000001,535.0,0.0004671329214715,0.0117617192998064,0.0009433110367646,4.431796619463767e-05,-8.520415500525491e-07,12304465000000.0,8812777015646.607,7347690000000.0,3.444686383560377,2.008467596268791,42378666281271.48,30352700109866.4,25306691712986.76,0.0002860548514405,0.0002048799049767,0.0001708194847464,0.0001615728199195,0.0001157226448886,9.648424317471242e-05
78,78,2,25,3000,1000000.0,540,17.15,2.43,0.81,,5875.75,0.587575,540.0,0.0004310343195186,0.0119387736132787,0.000906417590152,-2.2697864816120425e-05,1.7488286068588545e-07,12346613157433.725,8862321087631.371,7403445000000.0,3.78846448610292,2.2253334894885373,46760552680078.42,33564429921127.637,28039201967555.566,0.0002898027374717,0.0002080185779533,0.000173775479993,0.0001639728322413,0.0001176986652486,9.832363171291962e-05
79,79,2,25,3000,1000000.0,545,17.15,2.43,0.81,,5857.25,0.585725,545.0,0.0004761638548415,0.0117629324085768,0.0008568487058367,4.054760876225174e-05,1.068107588250503e-06,12255918451227.28,8817144170685.008,7380135000000.0,3.4424001108611924,2.016559026091768,42195199071009.47,30356040226637.53,25408643728756.28,0.0002889677567868,0.0002078889788968,0.0001740074449924,0.0001645472932451,0.000118378497149,9.908529033271504e-05
80,80,2,25,3000,1000000.0,550,17.15,2.43,0.81,,5929.5,0.5929500000000001,550.0,0.0004941355789469,0.0117350565244856,0.0008251539154988,5.847114368107651e-05,-3.8104773470325873e-06,12354637141728.49,8908418212417.818,7471170000000.0,3.339164822971439,1.9799665810540876,41254353084867.18,29746808922575.04,24947578921281.5,0.0002940875176099,0.000212054353994,0.0001778423610289,0.0001677056051251,0.0001209255804021,0.0001014159356903
81,81,2,25,3000,1000000.0,555,17.15,2.43,0.81,,6076.25,0.607625,555.0,0.0004566058132695,0.0121918760704073,0.0009601220142443,1.793878031374541e-05,7.422992053153813e-07,12638600000000.0,9114375000000.0,7656074999999.999,3.686969460435188,2.2392035981030256,46575434840542.93,33588053971545.37,28213965336098.12,0.0003037055113961,0.0002190183976414,0.0001839754540188,0.000173369117537,0.0001250258059161,0.0001050216769695
82,82,2,25,3000,1000000.0,560,17.15,2.43,0.81,,6172.0,0.6172,560.0,0.0004892426015032,0.0118884771915494,0.0009685171799248,1.0186808675256184e-05,9.384841767780364e-07,12812416225361.762,9258000000000.0,7776720000000.0,3.4425714515327384,2.1249955016545226,44112648807872.914,31874932524817.844,26774943320846.984,0.0003107479936817,0.0002245403891742,0.0001886139269063,0.0001776263040505,0.0001283492741708,0.0001078133903034
83,83,2,25,3000,1000000.0,565,17.15,2.43,0.81,,6373.25,0.637325,565.0,0.0004797412689469,0.0119834404300807,0.0008761412002564,1.3126432702567503e-05,-1.208947479187112e-06,13173803861142.611,9559875000000.0,8030295000000.0,3.54531591938671,2.260146062521014,46718269211447.234,33902190937815.21,28477840387764.777,0.0003224134624205,0.0002339667746343,0.0001965320906928,0.0001844854818958,0.0001338761503381,0.000112455966284
84,84,2,25,3000,1000000.0,570,17.15,2.43,0.81,,6462.75,0.6462749999999999,570.0,0.0004979744612966,0.0120267588071602,0.0009225117484074,3.1306211272607185e-05,1.6543457244778789e-06,13301626984484.271,9694125000000.0,8143065000000.0,3.442769529462669,2.2243731799301423,45782031354642.96,33365597698952.133,28027102067119.8,0.0003284834228417,0.0002393962306392,0.000201092833737,0.0001881806849007,0.0001371446578784,0.0001152015126178
85,85,2,25,3000,1000000.0,575,17.15,2.43,0.81,,6572.75,0.657275,575.0,0.0004591154528838,0.0121854507865712,0.0008868309437302,-4.2860074579024976e-05,-7.78516592393348e-06,13474137500000.0,9843639356446.275,8281665000000.0,3.75722705828638,2.4695368383778966,50625505186746.89,36984869368910.38,31116164163561.504,0.000335761674646,0.0002452933877906,0.0002063705902702,0.0001922756260238,0.0001404685026862,0.0001181791652634
86,86,2,25,3000,1000000.0,580,17.15,2.43,0.81,,6761.5,0.67615,580.0,0.0004913988614418,0.0119241383773797,0.0008806688093166,4.6572222067975486e-05,-6.145063578756097e-06,13861075000000.002,10106379339415.1,8519490000000.001,3.55312969425672,2.402324960724916,49247661694860.78,35907427863094.69,30269294505133.945,0.0003484459126832,0.0002540586911797,0.0002141667560881,0.0001995289265715,0.0001454804206107,0.0001226372914536
87,87,2,25,3000,1000000.0,585,17.15,2.43,0.81,,6869.25,0.686925,585.0,0.0005249952011467,0.0120595151255017,0.000948373337655,3.0917404466328135e-05,-4.833281913790889e-06,14024654706573.842,10247174631133.072,8653630299051.875,3.3428970556941757,2.296302165530012,46882621790612.06,34254990422586.28,28927976118803.285,0.0003556630709621,0.0002598667613745,0.0002194547239504,0.0002035002130321,0.000148688310981,0.0001255657017019
88,88,2,25,3000,1000000.0,590,17.15,2.43,0.81,,6971.5,0.69715,590.0,0.0005151417678916,0.0119621942753249,0.0009008352893802,1.3893724128486947e-05,7.788604095795256e-07,14171735195417.863,10387535000000.0,8770105348530.924,3.445094326534086,2.4024260557814605,48836758070870.04,35796148231143.76,30222376247951.0,0.0003625585188726,0.000265746519562,0.0002243674724142,0.0002072942734898,0.0001519416282821,0.0001282829936901
89,89,2,25,3000,1000000.0,595,17.15,2.43,0.81,,7105.25,0.7105250000000001,595.0,0.0005043136793005,0.0120882560116311,0.0009036857227764,6.941377246567662e-05,3.002616262646356e-06,14380761107775.77,10586822500000.0,8925789618058.814,3.6017018454632046,2.559381452271448,51800926425935.61,38134783638844.58,32151578614878.83,0.0003711610126818,0.0002732411539789,0.0002303706381599,0.0002119933708813,0.0001560651881967,0.0001315791434631
90,90,2,25,3000,1000000.0,600,17.15,2.43,0.81,,7186.0,0.7186,600.0,0.0005389457077171,0.0121480644855758,0.0009474135631294,4.71218874103152e-05,3.5169250762693e-06,14480619624456.494,10707140000000.0,9014514436999.082,3.339856643016605,2.400025105660581,48363276710571.78,35760374074342.66,30107237634480.32,0.0003769624964293,0.0002787304914218,0.0002346677113547,0.0002151444455506,0.0001590803265657,0.0001339323012932
91,91,2,25,3000,1000000.0,605,17.15,2.43,0.81,,7231.5,0.7231500000000001,605.0,0.0004981125317726,0.0123315357323425,0.0009130209267376,3.12308089547326e-05,3.94650585138594e-07,14508328663154.08,10774568975141.77,9058796319337.262,3.6825362720337154,2.663316771916867,53433278104211.41,39682071854622.42,33362987168180.48,0.0003808733786468,0.0002828545302704,0.0002378119796377,0.0002171952634174,0.0001612994440019,0.0001356136670531
92,92,2,25,3000,1000000.0,610,17.15,2.43,0.81,,7384.75,0.738475,610.0,0.0005174927177335,0.0121112821519814,0.0009724717200467,1.1646010033441503e-05,2.978671846366157e-07,14769500000000.0,10981125377743.877,9237703401583.604,3.548548899899018,2.621104471443189,52422089428863.766,38975831042462.84,32787820429610.664,0.0003909917778365,0.000290702443149,0.0002445489743127,0.0002227993109128,0.0001656513197608,0.0001393516335887
93,93,2,25,3000,1000000.0,615,17.15,2.43,0.81,,7443.0,0.7443000000000001,615.0,0.0005375430484093,0.0120044857929115,0.0009319237561743,3.1823473475205145e-05,-1.433770476635972e-07,14875382993869.402,11045793019057.947,9303750000000.0,3.4411252990888594,2.5597174947997567,51157837016329.83,37987517983097.74,31996468684996.957,0.0003971252372618,0.0002948874106465,0.0002483804233946,0.0002260605461005,0.0001678624344012,0.0001413886826746
94,94,2,25,3000,1000000.0,620,17.15,2.43,0.81,,7576.0,0.7576,620.0,0.0005420333816914,0.0119480090665498,0.0009090947270708,-1.4814441976063598e-05,2.48052350270609e-06,15074166693499.71,11220829472232.633,9470000000000.0,3.4405157545851406,2.606619364075276,51864591869819.07,38606694011758.37,32582742050940.957,0.0004057338812324,0.0003020180673986,0.0002548930188577,0.0002307928642938,0.0001717963869118,0.0001449903314261
95,95,2,25,3000,1000000.0,625,17.15,2.43,0.81,,7689.0,0.7689,625.0,0.0005458817733482,0.0123376680398301,0.0009782102285153,2.404439776693634e-05,-1.525770050774306e-06,15230979448906.297,11365518406597.34,9611250000000.0,3.443576979559896,2.648274641851825,52459119059832.016,39145551030942.766,33103433023147.81,0.0004133217211095,0.0003084250520379,0.0002608196278735,0.0002348805116288,0.0001752703289518,0.0001482173438002
96,96,2,25,3000,1000000.0,630,17.15,2.43,0.81,,7760.0,0.776,630.0,0.0005660143515626,0.0118564021189052,0.0009327192713147,5.822860734607492e-05,7.003884817644357e-07,15302966057451.234,11447582281781.91,9700000000000.0,3.339139716269894,2.5911671741276017,51098638292340.88,38224999267626.34,32389589676595.023,0.0004186900953559,0.0003132065574189,0.0002653925983829,0.0002377100694576,0.0001778221012259,0.0001506758666968
97,97,2,25,3000,1000000.0,635,17.15,2.43,0.81,,7880.0,0.788,635.0,0.0005547892477295,0.0120550242631952,0.0009489469279445,2.0640156236848964e-05,-1.4543854305127868e-06,15469893386062.793,11601367870774.844,9850000000000.0,3.4426089185186166,2.7136606793985107,53274164208433.6,39951999769237.2,33920758492481.383,0.000426742332338,0.0003200277248158,0.0002717156394443,0.0002421010412773,0.0001815593147064,0.0001541507234128
98,98,2,25,3000,1000000.0,640,17.15,2.43,0.81,,7945.25,0.794525,640.0,0.0005587552075496,0.0118430625466035,0.0010332265768666,4.492717889614315e-05,1.6215831694740777e-06,15527697267819.3,11679517500000.0,9931562500000.0,3.4449296022058915,2.735256350091673,53456131089775.47,40208268346347.6,34190704376145.914,0.0004318051356946,0.0003247922439464,0.0002761838809068,0.0002448375801448,0.000184160262313,0.000156598862511
99,99,2,25,3000,1000000.0,645,17.15,2.43,0.81,,8033.0,0.8032999999999999,645.0,0.0005632775005607,0.0118381707584606,0.000976379117899,4.1996485979667095e-05,-1.1851040577579243e-06,15628120211112.506,11808510000000.0,10029441489547.992,3.4446599030981284,2.767285784073807,53837264897308.83,40679101025884.96,34550393198339.586,0.0004379446120895,0.0003309082129806,0.0002810536266218,0.0002485259621777,0.0001877846644376,0.0001594930524351
100,100,2,25,3000,1000000.0,650,17.15,2.43,0.81,,8241.75,0.824175,650.0,0.0005514987886669,0.012227042687944,0.0009015261290465,5.162678365168523e-06,-1.3110638776761527e-06,15988995000000.0,12115372500000.0,10275488677287.168,3.547919641849922,2.9248844579763875,56742758484741.93,42995801532252.91,36466305251080.89,0.0004516638779401,0.000342240154934,0.0002902663402992,0.0002564554158158,0.0001943244645614,0.000164813655983
101,101,2,25,3000,1000000.0,655,17.15,2.43,0.81,,8294.5,0.82945,655.0,0.0005716719383314,0.0118457193048994,0.0009302217823377,2.7421902676005707e-05,-2.9386423981839785e-06,16073043094592.535,12192915000000.0,10326578506969.355,3.4464295820494923,2.8574455463644464,55371445424277.84,42004449531557.36,35574942147112.42,0.0004576150422405,0.0003471440523069,0.0002940076519334,0.0002599322896166,0.0001971830906194,0.0001670008087096
102,102,2,25,3000,1000000.0,660,17.15,2.43,0.81,,8406.25,0.8406250000000001,660.0,0.0005925183301371,0.0122208562886213,0.000956609354251,2.1164896175862167e-05,1.937084569775291e-06,16215219030440.473,12336250254967.828,10450831734102.451,3.341680156111895,2.809105136592922,54186177034218.15,41223879800774.266,34923402356503.203,0.0004652213659654,0.0003539321413873,0.0002998387012649,0.000264414928201,0.0002011621748256,0.000170417428061
103,103,2,25,3000,1000000.0,665,17.15,2.43,0.81,,8482.5,0.8482500000000001,665.0,0.0005978988806134,0.0119550534683302,0.0008900938684586,3.97358501958867e-05,-6.362848376944935e-06,16287254720667.42,12423132129611.908,10530617935219.914,3.336684883530016,2.8303452226835284,54345480211341.92,41452110431845.94,35137381862487.68,0.0004708802209129,0.0003591647151069,0.0003044503069872,0.0002677191174573,0.0002042032268075,0.0001730953305666
104,104,2,25,3000,1000000.0,670,17.15,2.43,0.81,,8540.0,0.8540000000000001,670.0,0.000601807434549,0.0119605680120097,0.0007945202852539,1.666153215654824e-05,3.777297963390621e-06,16322104398888.21,12482159058329.889,10589600000000.0,3.339947543477199,2.8523176737180447,54515019729765.67,41689792609173.44,35368739154103.75,0.0004755233925723,0.0003636515535612,0.0003085142941694,0.0002704605421916,0.0002068318780553,0.0001754717950332
105,105,2,25,3000,1000000.0,675,17.15,2.43,0.81,,8648.0,0.8648,675.0,0.0006064289241578,0.0118302201579354,0.0009482785334339,6.016861071604094e-05,-9.320673565540928e-07,16452008135034.19,12614509274367.762,10723520000000.0,3.339223676268292,2.8877674993448927,54937065669876.84,42122768157613.26,35808316991876.66,0.0004829026873602,0.0003702636406646,0.0003147589390582,0.0002747303651886,0.0002106483725985,0.0001790709402479
106,106,2,25,3000,1000000.0,680,17.15,2.43,0.81,,8697.75,0.869775,680.0,0.000611142969916,0.0120424181468228,0.0009148924830012,2.913472827164151e-05,-2.0144027094271817e-06,16469701664287.648,12661427207757.38,10785210000000.0,3.338009456290721,2.9033227825580608,54976126083022.32,42264045381831.49,36001202503719.95,0.0004870747091288,0.0003744488576709,0.0003189616382082,0.0002771785783407,0.0002130868223812,0.0001815108273265
107,107,2,25,3000,1000000.0,685,17.15,2.43,0.81,,8701.75,0.8701749999999999,685.0,0.000615255308503,0.0118550800493876,0.0009601286195814,1.6914609718217332e-05,1.123824440707112e-06,16400289060343.688,12641587760297.713,10790170000000.0,3.34007828209959,2.9064405361893875,54778021582102.74,42223717192892.1,36039862648748.41,0.0004886602361313,0.0003766666085758,0.0003215020784509,0.0002780881279715,0.0002143544825285,0.000182961298106
108,108,2,25,3000,1000000.0,690,17.15,2.43,0.81,,8739.25,0.873925,690.0,0.0006203315408014,0.0123076265179738,0.0009040554936498,-8.995120278958103e-07,-7.312770559872819e-06,16393646791168.531,12671912500000.0,10836670000000.0,3.3369280530262717,2.916219437450866,54704318360396.71,42285181843037.56,36161121024390.734,0.0004921546052826,0.0003804242078689,0.0003253282881086,0.0002800839004012,0.0002164984230632,0.0001851434790333
109,109,2,25,3000,1000000.0,695,17.15,2.43,0.81,,8857.25,0.8857250000000001,695.0,0.0006070934511512,0.01204310065207,0.0008995397299781,2.4040960455074183e-05,-4.906688805970235e-06,16536636122152.498,12843012500000.0,10982990000000.0,3.443109724825048,3.049810747781456,56940484436469.28,44222255842831.11,37817653272490.055,0.0005001183954573,0.0003884119331702,0.0003321591704352,0.0002845984585213,0.00022103053688,0.0001890192177457
110,110,2,25,3000,1000000.0,700,17.15,2.43,0.81,,8895.75,0.889575,700.0,0.000610762565202,0.0121380936173585,0.0009271615399724,4.407751851807237e-05,4.853670625887206e-06,16529813390011.78,12898837500000.0,11022421008611.75,3.4470700437201987,3.0664754385227706,56980318426030.336,44463893858580.17,37995653313059.96,0.0005035085447997,0.0003929067283456,0.0003357498981549,0.0002865823736848,0.0002236310466008,0.0001910990464242
111,111,2,25,3000,1000000.0,705,17.15,2.43,0.81,,8928.75,0.8928750000000001,705.0,0.0006157634508383,0.0123155877155044,0.0009264797568837,5.0020850284828656e-05,1.2622957816086112e-06,16512137471093.594,12946687500000.0,11047511149817.926,3.4435427234553377,3.075416105118918,56874359242378.61,44593533524224.31,38052015916708.24,0.0005066187220863,0.0003972250284363,0.0003389552679507,0.0002882494208017,0.0002260080004608,0.0001928544197145
112,112,2,25,3000,1000000.0,710,17.15,2.43,0.81,,8979.25,0.897925,710.0,0.0006379471929846,0.0120710163684702,0.0009630199065361,4.214190113579775e-05,3.999954696453018e-06,16526085956007.762,13002118858090.36,11094106230199.38,3.338835457576492,2.998035880754092,55178103588314.79,43412109989569.64,37041544163527.31,0.000510717956443,0.0004018141736832,0.0003428494367954,0.0002904955054114,0.0002285512189126,0.0001950121768099
113,113,2,25,3000,1000000.0,715,17.15,2.43,0.81,,8935.0,0.8935,715.0,0.000642851624434,0.0118978851946494,0.0009415365175262,2.705011503394102e-05,2.0385821987729424e-06,16365594924541.129,12911693868173.615,11023624063843.34,3.3366963217228784,2.9813373752440446,54607005950351.09,43082390046889.03,36782476141215.2,0.0005093198597737,0.0004018297007044,0.0003430703673335,0.0002895304862756,0.0002284260988697,0.0001950234776334
114,114,2,25,3000,1000000.0,720,17.15,2.43,0.81,,8973.75,0.897375,720.0,0.0006472801437098,0.0119946353448028,0.0009340578257709,2.7181291416097687e-05,-1.6712367108983606e-06,16357177011175.32,12941225847147.148,11055553509442.422,3.337041251472288,2.994579388153414,54584610810466.61,43185433268483.125,36892862698429.78,0.0005126743354447,0.000405609987377,0.000346508358047,0.0002912607930422,0.0002304353434949,0.0001968584970671
115,115,2,25,3000,1000000.0,725,17.15,2.43,0.81,,9115.25,0.911525,725.0,0.0006332895548552,0.0121716917478147,0.000945773436221,5.1017067987352906e-05,-4.918002220044742e-06,16534455510109.371,13118404099059.32,11213750791169.07,3.44329813398047,3.1390073785023103,56939500118758.67,45175686087734.47,38616655027745.625,0.0005218871239927,0.000414064205649,0.0003539464692983,0.0002962643748966,0.000235055565493,0.0002009279873994
