,Simulation Number,ExitSlit.openingWidth,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
89,89,0.03,1190,500000.0,17.15,2.43,0.81,,1.1900000000000002,500000.0,100.0,1190.0,1.1895197067310506,0.0455880303151639,0.0299845448234206,1.5154535528950769e-05,2.302300188508984e-06,1987857704239916.8,1783793053545585.2,1548059484066767.8,1303000000000000.0,1124000000000000.0,1.000403954773115,100.04039547731148,1988660708847818.8,1784513625263815.0,1548684830084422.5,1303526353069368.8,1124454045164981.2,0.1034187143166125,0.0928022080308439,0.0805381195979715,0.0677888485011411,0.0584763359288431,0.0658874630596084,0.0591237484809859,0.0513103688724669,0.043187882202814,0.0372549344558426
90,90,0.03,1200,500000.0,17.15,2.43,0.81,,1.1999999999999995,500000.0,100.0,1200.0,1.1995311904793085,0.045970646584337,0.0293810056906753,-5.506482576996399e-06,1.2540152791363467e-06,1966978873239436.5,1779210323203087.8,1545354707082483.8,1303000000000000.0,1124000000000000.0,1.0003911268762753,100.03911268762752,1967748211541826.0,1779906220179038.0,1545959136841801.5,1303509638319786.2,1124439626608933.0,0.1031999891179076,0.0933484789750847,0.0810789536806613,0.068363513025015,0.0589720557483629,0.0657208445650061,0.0594471077907965,0.0516335065331458,0.0435359330154731,0.0375551716879445
91,91,0.03,1210,500000.0,17.15,2.43,0.81,,1.2100000000000004,500000.0,100.0,1210.0,1.2095609902462798,0.0455386289500886,0.0294667671303101,-4.306798981684943e-06,8.649672794005364e-06,1945852112676056.5,1774627592860588.2,1542731565141359.0,1303000000000000.0,1124000000000000.0,1.0003630923096738,100.0363092309674,1946558636613931.5,1775271946492091.0,1543291719108552.2,1303473109279504.8,1124408115756073.2,0.1029536271870265,0.0938942617483469,0.0816248107307542,0.0689407870982581,0.0594700266296561,0.0655312480063332,0.0597648506528562,0.051955194407576,0.043881657601832,0.0378534022597537
92,92,0.03,1220,500000.0,17.15,2.43,0.81,,1.2199999999999998,500000.0,100.0,1220.0,1.20008153464344,0.0455672613634842,0.0293891254969574,-8.690930789641763e-06,2.5889395812475744e-06,1924725352112676.0,1770044862518089.0,1540108423200233.0,1303000000000000.0,1124000000000000.0,1.0238587358268187,102.3858735826819,1970646865827912.8,1812275895294526.5,1576853463214026.2,1334087932782345.0,1150817219069344.5,0.1026774439669398,0.0944257745608638,0.0821594603887654,0.0695105456693181,0.0599615144530418,0.0653248671123875,0.0600750363162407,0.0522710307596833,0.0442236092302783,0.0381483781848295
93,93,0.03,1230,500000.0,17.15,2.43,0.81,,1.2300000000000002,500000.0,100.0,1230.0,1.2098890773974895,0.0456504378894741,0.0293634529989205,1.2645217629197734e-05,-9.297320841655068e-07,1903598591549296.0,1765271389144435.0,1537485281259108.0,1303000000000000.0,1124000000000000.0,1.0238808835268554,102.38808835268551,1949058207795970.5,1807427629581882.5,1574201788185111.5,1334116791235492.5,1150842113084185.5,0.102375281918209,0.0949360631637816,0.0826857562370295,0.0700751686472194,0.0604485721868569,0.0651038869316502,0.0603730373791675,0.0525826549539014,0.0445631579307371,0.0384412812848415
94,94,0.03,1240,500000.0,17.15,2.43,0.81,,1.2399999999999995,500000.0,100.0,1240.0,1.2395673865053485,0.0454410999073953,0.0290695489294578,7.936961403344566e-06,8.370458844492336e-07,1882471830985915.5,1760441582336707.0,1534490201567749.0,1303000000000000.0,1124000000000000.0,1.0003490728874485,100.03490728874488,1883128950863498.5,1761056104763037.5,1535025850493172.5,1303454841972345.5,1124392357925492.2,0.1020659094366571,0.0954495404147421,0.0831986621880152,0.0706474741384639,0.0609422570465336,0.0648662969658284,0.0606613733024832,0.0528755307078974,0.0448988311831514,0.0387308413275995
95,95,0.03,1250,500000.0,17.15,2.43,0.81,,1.25,500000.0,100.0,1250.0,1.2293822740576767,0.0450908187190479,0.0289555649408165,1.965117301606785e-05,-5.56572635165606e-06,1860685472773736.5,1755611775528979.2,1531410694288913.0,1303000000000000.0,1124000000000000.0,1.0240203987237042,102.4020398723704,1905379879729165.2,1797782270381215.5,1568195789775478.5,1334298579536986.5,1150998928165443.5,0.1017094383124772,0.0959658632243951,0.0837105055212019,0.0712250404812364,0.0614404800467458,0.0645907625072025,0.0609432947735115,0.0531605077285588,0.0452315906037704,0.0390178878270438
96,96,0.03,1260,500000.0,17.15,2.43,0.81,,1.2600000000000005,500000.0,100.0,1260.0,1.218975835435312,0.0450608476051803,0.0288095248248807,-7.642769379922498e-06,-3.239433858367054e-06,1838668566935324.5,1750781968721251.8,1528331187010079.0,1303000000000000.0,1124000000000000.0,1.0476369463802302,104.76369463802304,1926257122869438.5,1834183875488700.0,1601136217816911.5,1365070941133440.2,1177543927731379.5,0.1013062782619087,0.0964639350934455,0.0842074244874184,0.0717922103793218,0.0619297348168517,0.0642904594829025,0.0612174370343871,0.0534392744956214,0.0455603963719517,0.0393015238081917
97,97,0.03,1270,500000.0,17.15,2.43,0.81,,1.2699999999999998,500000.0,100.0,1270.0,1.2489531690846352,0.0452342999892885,0.0286266322778313,9.445650286088903e-06,5.0456543548940576e-08,1816651661096912.8,1745861403508772.0,1525281644719161.0,1303000000000000.0,1124000000000000.0,1.0240892240884938,102.40892240884936,1860413390051811.5,1787917850085347.0,1562024496056867.5,1334388258987307.8,1151076287875467.0,0.1008801964958938,0.0969491538813869,0.0847001741313138,0.0723566872224588,0.0624166664912077,0.0639749425487445,0.0614820030605667,0.0537140981296563,0.0458862598296255,0.039582621679585
98,98,0.03,1280,500000.0,17.15,2.43,0.81,,1.2800000000000002,500000.0,100.0,1280.0,1.258530477497554,0.0453818652600143,0.0285114724238066,-5.333655228700669e-06,-3.8102052873120768e-06,1794634755258502.8,1740817543859648.5,1522325450147809.0,1303000000000000.0,1124000000000000.0,1.0242940315389315,102.42940315389316,1838233668603614.8,1783109020173700.5,1559308872646219.0,1334655123095227.8,1151306491449759.0,0.1004422845226557,0.0974302378409002,0.0852016520641836,0.0729264249171239,0.0629081363060992,0.0636442697952153,0.0617357159171303,0.0539871923138889,0.0462091148631634,0.0398611244099737
99,99,0.03,1290,500000.0,17.15,2.43,0.81,,1.2899999999999996,500000.0,100.0,1290.0,1.2687562928039235,0.04496805203303,0.0282698489019993,-8.012815957837372e-06,-1.397220935446075e-06,1772617849420091.0,1735773684210527.0,1519369255576457.2,1303000000000000.0,1124000000000000.0,1.0239585129647473,102.39585129647472,1815087137146964.0,1777360240527551.2,1555771083584425.0,1334217942393065.5,1150929368572375.8,0.0999814550669737,0.0979033234214048,0.0856974045512717,0.0734934695568401,0.0633972830252404,0.0632971554567658,0.0619815132535082,0.0542540807641738,0.0465279042446446,0.0401361200084271
100,100,0.03,1300,500000.0,17.15,2.43,0.81,,1.3000000000000005,500000.0,100.0,1300.0,1.299627878003514,0.0451771747347832,0.0285464411455686,-5.32421543703782e-06,-4.439115009663598e-06,1749852345107123.0,1730729824561403.8,1516413061005107.0,1303000000000000.0,1124000000000000.0,1.0002864203738395,100.02864203738396,1750353538469972.5,1731225540844769.8,1516847392600934.5,1303373205747113.0,1124321936500196.0,0.0994697914987301,0.0983827779933155,0.0862000107757064,0.0740686142377979,0.0638934170401265,0.062908349005681,0.062220881746102,0.0545160523659168,0.0468437116900765,0.0404085433151542
101,101,0.03,1310,500000.0,17.15,2.43,0.81,,1.3099999999999998,500000.0,100.0,1310.0,1.2465826097408326,0.0450521249063055,0.0284794957259028,5.476638216969694e-06,2.375539367997628e-06,1726690793283150.8,1725685964912280.2,1513519721577727.0,1303000000000000.0,1124000000000000.0,1.0709961704058717,107.09961704058716,1849279227081329.2,1848203059744214.0,1620973825643505.5,1395508010038850.5,1203799695536199.5,0.0988973328109426,0.0988397806156113,0.0866878217009477,0.0746301683856414,0.0643778275252962,0.0633083449724887,0.0632715033900881,0.0554925230556869,0.047773911704425,0.0412109568348224
102,102,0.03,1320,500000.0,17.15,2.43,0.81,,1.32,500000.0,100.0,1320.0,1.31880791011082,0.0451074274929634,0.028077158219205,4.089713540106769e-06,5.546259472406633e-06,1703529241459177.0,1720666457680251.2,1510683939159577.0,1303000000000000.0,1124000000000000.0,1.0009078071040325,100.09078071040322,1705075717406501.0,1722228490914202.5,1512055348771493.5,1304182872656554.2,1125020375184932.2,0.0983155547472656,0.0993045926097184,0.0871858996673509,0.0751998643275164,0.0648692613231991,0.0628469431660583,0.0634791727912731,0.0557324555138927,0.0480705378882904,0.0414668339113111
103,103,0.03,1330,500000.0,17.15,2.43,0.81,,1.3299999999999994,500000.0,100.0,1330.0,1.265410476409729,0.0447166407698498,0.0282332541983221,9.94498152436786e-06,1.2624191589540816e-06,1680367689635205.0,1715650783699059.8,1507848156741428.2,1303000000000000.0,1124000000000000.0,1.071084069206052,107.10840692060522,1799815062776848.2,1837606222740940.8,1615032139467454.5,1395622542175486.0,1203898493787602.8,0.0977063619718734,0.0997579265082273,0.0876750717774057,0.0757640071483338,0.0653559048616479,0.0635972935294528,0.0649326615585141,0.0570679038960497,0.0493149648020587,0.0425403073196577
104,104,0.03,1340,500000.0,17.15,2.43,0.81,,1.34,500000.0,100.0,1340.0,1.339077995152809,0.0446920987655442,0.0280338537952318,-7.4421137154501296e-06,-2.406871401609869e-06,1657206137811232.8,1710635109717868.2,1505012374323279.8,1303000000000000.0,1124000000000000.0,1.0006891248369745,100.06891248369745,1658348159720785.0,1711813950858975.2,1506049515730379.2,1303897929662577.2,1124774576316759.2,0.0970876807518153,0.1002178254266475,0.0881713853165042,0.0763364587743429,0.0658497157807838,0.0631817263893383,0.0652187298780697,0.0573792709775089,0.0496774587101398,0.0428530035227913
105,105,0.03,1350,500000.0,17.15,2.43,0.81,,1.3500000000000003,500000.0,100.0,1350.0,1.3492980584463112,0.0449521087191772,0.0279280773091413,-5.120226548469912e-06,4.26316540409665e-06,1633635011441647.8,1705619435736676.5,1502091988130563.8,1303000000000000.0,1124000000000000.0,1.0005205770246073,100.05205770246071,1634485444295198.2,1706507342027645.2,1502873942708431.2,1303678311863063.2,1124585128575658.6,0.0964033249108207,0.1006512369567973,0.0886407679582617,0.0768920422732297,0.0663289758366156,0.0627346358520471,0.0654989722022963,0.0576831380520485,0.0500376338305095,0.0431636994823427
106,106,0.03,1360,500000.0,17.15,2.43,0.81,,1.3599999999999997,500000.0,100.0,1360.0,1.2942332882832612,0.044637604333574,0.027849020042087,-8.990671389237082e-06,-3.2550810229540263e-06,1609607551487415.0,1700591081027275.0,1499124629080119.0,1303000000000000.0,1124000000000000.0,1.0709772734236007,107.09772734236006,1723853106774029.2,1821294399167084.8,1605528407774392.5,1395483387270951.8,1203778455328127.5,0.0956890231508493,0.1010978726908757,0.0891209606997034,0.0774616129567353,0.0668203015835538,0.0626226029921221,0.0661623636275215,0.0583242085288705,0.0506938797741923,0.0437297934506464
107,107,0.03,1370,500000.0,17.15,2.43,0.81,,1.3700000000000006,500000.0,100.0,1370.0,1.3474012595287683,0.0445850345794454,0.0278061560800305,5.33340001563354e-06,-1.922358557783251e-06,1585580091533180.2,1695414891499104.2,1496157270029673.2,1303000000000000.0,1124000000000000.0,1.0240451838699374,102.40451838699371,1623705656374608.5,1736181454301030.2,1532132646685880.5,1334330874582528.5,1151026786669809.5,0.0949432745257779,0.1015200949723346,0.0895887071114838,0.0780226034419151,0.0673042258393803,0.062117737294349,0.0664206982652222,0.0586144495298672,0.0510471922085451,0.0440345694876476
108,108,0.03,1380,500000.0,17.15,2.43,0.81,,1.3799999999999994,500000.0,100.0,1380.0,1.3792855244482554,0.0446856080245835,0.0275630242737633,-1.759563733903773e-06,3.36111461060718e-06,1561552631578947.8,1690238701970933.0,1493189910979228.2,1303000000000000.0,1124000000000000.0,1.000518244988701,100.05182449887008,1562361898404856.2,1691114659707938.5,1493963749167772.5,1303675273220277.2,1124582507367299.6,0.0941697811293582,0.1019302234213079,0.0900471519549745,0.0785777067837179,0.0677830716998457,0.0615953356991987,0.0666713488577116,0.0588987729068243,0.0513967450042994,0.0443361023674846
109,109,0.03,1390,500000.0,17.15,2.43,0.81,,1.3900000000000003,500000.0,100.0,1390.0,1.3894675013005553,0.0443524767110539,0.0274988615308804,2.095056951717213e-06,4.84053107800403e-07,1537525171624713.2,1685062512442763.8,1490154301967291.0,1303000000000000.0,1124000000000000.0,1.0003833373767503,100.038333737675,1538114562490691.8,1685708459885942.8,1490725533808359.5,1303499488601904.5,1124430871211467.0,0.0933824172899153,0.1023431769447032,0.090505322072631,0.0791384049993682,0.0682667438367534,0.0610555456042598,0.0669142938100722,0.0591744353980276,0.0517424868161889,0.0446343477984624
110,110,0.03,1400,500000.0,17.15,2.43,0.81,,1.3999999999999997,500000.0,100.0,1400.0,1.399168859018846,0.044753265807176,0.0275500380846385,3.158492738147767e-06,4.402227406942663e-06,1513267399962071.5,1679886322914592.5,1487073003081299.5,1303000000000000.0,1124000000000000.0,1.0005946100004408,100.05946100004404,1514167203891429.5,1680885200121801.5,1487957231560316.0,1303774776830574.2,1124668341640495.2,0.0925669307683097,0.1027590503540636,0.0909646132118482,0.0797048233472357,0.0687553503010689,0.0604893213027116,0.0671495226430958,0.0594422616163064,0.0520843742879869,0.0449292683804276
111,111,0.03,1410,500000.0,17.15,2.43,0.81,,1.41,500000.0,100.0,1410.0,1.409564242953195,0.0442736828563518,0.0272217133238862,7.344361701549617e-06,-2.6908162449494983e-06,1488234212023516.2,1674702692453545.0,1483991704195307.5,1303000000000000.0,1124000000000000.0,1.0003092157654103,100.03092157654106,1488694397504497.5,1675220536928428.0,1484450577825982.5,1303402908142330.0,1124347558520321.4,0.0916690891005076,0.1031547783884425,0.0914077681169072,0.0802594256555593,0.0692337639576736,0.0598756894688283,0.0673778210148918,0.0597050018987948,0.0524232158806537,0.0452215615117841
112,112,0.03,1420,500000.0,17.15,2.43,0.81,,1.4200000000000006,500000.0,100.0,1420.0,1.3968254455479423,0.0443700655370737,0.0271080186590621,-1.0556323239956704e-06,-2.5278525284169157e-06,1463201024084961.0,1669393629124004.2,1480910405309315.5,1303000000000000.0,1124000000000000.0,1.0238485308044731,102.3848530804473,1498096218780988.2,1709206214512959.5,1516227942728999.0,1334074635638228.8,1150805748624228.0,0.0907430451624078,0.1035304506953649,0.0918413243146143,0.0808078903037672,0.0697068831169871,0.0592446644242744,0.067593354379535,0.0599617130939571,0.0527581627364601,0.0455104949468774
113,113,0.03,1430,500000.0,17.15,2.43,0.81,,1.43,500000.0,100.0,1430.0,1.4289259662066798,0.0443747490281246,0.0270551356314334,-5.7591698440387324e-06,-3.0315906105152022e-06,1438167836146406.8,1664084565794463.8,1477791458427987.5,1303000000000000.0,1124000000000000.0,1.0007523733574022,100.07523733574024,1439249875309795.8,1665336578686232.0,1478903309349105.5,1303980342484695.2,1124845667653720.4,0.0898054894998774,0.1039127181433845,0.0922797617686068,0.0813650186558809,0.0701874758013893,0.0585964502414644,0.0678011606200583,0.0602108679422736,0.0530891963689108,0.0457960527387995
114,114,0.03,1440,500000.0,17.15,2.43,0.81,,1.4400000000000004,500000.0,100.0,1440.0,1.4163135757192162,0.0441777907691269,0.02709153402756,-9.916038775390926e-06,8.518752207036092e-06,1413134648207851.8,1658775502464923.0,1474611085870059.5,1303000000000000.0,1124000000000000.0,1.0240029526467258,102.40029526467256,1447054052252231.5,1698591012302136.5,1510006105936534.8,1334275847298683.5,1150979318774919.8,0.0888463456510497,0.1042902329487114,0.0927114811049562,0.0819219799968347,0.0706679244178375,0.0579307868164819,0.0680007175052748,0.0604509843142664,0.0534158689814909,0.0460778486072108
115,115,0.03,1450,500000.0,17.15,2.43,0.81,,1.4499999999999995,500000.0,100.0,1450.0,1.4491078781363171,0.0444154512811525,0.0270185463078242,-2.341443156819852e-06,-4.9127387120925e-06,1388101460269296.2,1653466439135380.8,1471430713312131.0,1303000000000000.0,1124000000000000.0,1.0006164924821088,100.06164924821086,1388957214383956.5,1654485788764527.5,1472337839284831.5,1303803289704187.5,1124692937549890.4,0.0878559488970727,0.1046514733523302,0.0931300378642742,0.0824696930948239,0.07114039527136,0.057248379604458,0.0681926192574495,0.060685062618556,0.0537386068379592,0.0463562502577638
116,116,0.03,1460,500000.0,17.15,2.43,0.81,,1.4600000000000004,500000.0,100.0,1460.0,1.4360101426014054,0.0443664083172427,0.0267906779736708,-8.878827199068776e-06,3.2602802463999982e-06,1387000000000000.0,1648157375805840.0,1468250340754203.0,1303000000000000.0,1124000000000000.0,1.0239692241241265,102.39692241241264,1420245313860163.5,1687662429338362.2,1503443162242065.0,1334231899033736.8,1150941407915518.0,0.0883624573968791,0.1050001700814677,0.0935387225543234,0.0830110180159578,0.0716073555256611,0.0575425553541128,0.0683772076637323,0.0609133932995989,0.0540576421243035,0.0466314579798289
117,117,0.03,1470,500000.0,17.15,2.43,0.81,,1.4699999999999995,500000.0,100.0,1470.0,1.4692605458287062,0.0438936357405796,0.0270647407907252,-1.2698402297597766e-05,4.376859496026106e-06,1387000000000000.0,1642624187725631.8,1465069968196274.8,1303000000000000.0,1124000000000000.0,1.000503598493247,100.0503598493247,1387698491110133.8,1643451410791541.5,1465807775224759.8,1303656188836700.8,1124566044706409.6,0.0889448130377983,0.1053373477062881,0.0939512432649682,0.083558104822099,0.0720792861243586,0.0578780013520166,0.0685449206618886,0.0611357762076878,0.0543727727193062,0.0469032974186494
118,118,0.03,1480,500000.0,17.15,2.43,0.81,,1.4800000000000002,500000.0,100.0,1480.0,1.4790128174221309,0.044032381143867,0.0265232492350225,-2.596389753187783e-06,-1.88599431162719e-06,1387000000000000.0,1637028519855595.8,1461808788340222.8,1303000000000000.0,1124000000000000.0,1.0006680549718852,100.06680549718853,1387926592246005.0,1638122144897403.5,1462785356969218.0,1303870475628366.5,1124750893788398.8,0.0895235686781894,0.1056615970623267,0.0943520832425066,0.0841018096522572,0.072548299346997,0.0582085856614669,0.0687015968480741,0.0613481053185197,0.054683336061205,0.0471711970320755
119,119,0.03,1490,500000.0,17.15,2.43,0.81,,1.489999999999999,500000.0,100.0,1490.0,1.4893005702946769,0.0439570276724034,0.0264889854322117,9.08613006260996e-06,1.2782897854362336e-06,1387000000000000.0,1631432851985559.8,1458545790733087.0,1303000000000000.0,1124000000000000.0,1.0004698329025716,100.04698329025716,1387651658235866.8,1632199352817758.8,1459231063535480.5,1303612192272051.2,1124528092182490.6,0.0901052798745693,0.1059846530098959,0.0947531915529054,0.0846482910429444,0.0730197076993626,0.0585454391963191,0.0688629796963216,0.0615653957508372,0.0549997889493899,0.0474441771136717
120,120,0.03,1500,500000.0,17.15,2.43,0.81,,1.5,500000.0,100.0,1500.0,1.499337236971917,0.0442970820083094,0.0264099926038997,-1.939677385836081e-06,-1.3450420379787205e-06,1387000000000000.0,1625837184115523.8,1455282793125951.8,1303000000000000.0,1124000000000000.0,1.0004422033280802,100.044220332808,1387613336016047.0,1626556134729256.0,1455926324020370.2,1303576190936488.5,1124497036540762.0,0.0906666799568611,0.1062792066576543,0.0951302518032282,0.0851756914086445,0.0734746562880404,0.0589022189192057,0.0690450019796379,0.0618020084138847,0.0553349612485401,0.0477333050217645
121,121,0.03,1510,500000.0,17.15,2.43,0.81,,1.510000000000001,500000.0,100.0,1510.0,1.50950078040986,0.0440465154543502,0.0263926226681252,2.0743825680325064e-06,9.702327990167974e-07,1387000000000000.0,1620241516245487.8,1452019795518816.5,1303000000000000.0,1124000000000000.0,1.0003307797231091,100.03307797231092,1387458791475952.5,1620777459285600.8,1452500094224727.5,1303431005979211.5,1124371796408774.4,0.0912375689294326,0.1065803150834721,0.0955146043118591,0.0857120059949896,0.0739372945037362,0.0592570439835088,0.0692218621428015,0.0620348960980417,0.0556682972678529,0.0480208489094908
122,122,0.03,1520,500000.0,17.15,2.43,0.81,,1.5199999999999998,500000.0,100.0,1520.0,1.4950739060731837,0.0439088847191728,0.0262853204568321,-1.949066863527231e-06,-7.86333926924205e-07,1387000000000000.0,1614669644390998.8,1448809622995209.0,1303000000000000.0,1124000000000000.0,1.0239393873904024,102.39393873904028,1420203930310488.5,1653323846515598.0,1483493237815034.8,1334193021769694.8,1150907871426812.5,0.0918012579009488,0.1068700104178597,0.0958922464671663,0.0862415566293701,0.0743940979673154,0.0596087397500471,0.0693932390878186,0.0622651159080645,0.0559986935070738,0.0483058568702617
123,123,0.03,1530,500000.0,17.15,2.43,0.81,,1.5300000000000005,500000.0,100.0,1530.0,1.5290608181413972,0.0435855042034625,0.0261794954797792,-3.879738666363793e-06,5.378251820124345e-06,1387000000000000.0,1609172307163717.0,1445685273901270.8,1303000000000000.0,1124000000000000.0,1.0006145685800123,100.06145685800124,1387852406620476.8,1610161253903526.5,1446573746647196.8,1303800782859756.2,1124690775083933.6,0.0923678135395518,0.1071634662012319,0.0962759825642311,0.0867738003186993,0.0748532245266448,0.0603342526295642,0.0699987083669173,0.0628870515777938,0.0566802676109027,0.0488937995354219
124,124,0.03,1540,500000.0,17.15,2.43,0.81,,1.5399999999999996,500000.0,100.0,1540.0,1.5140814614938676,0.0437579036815752,0.0260296529049203,7.929592484308419e-07,-7.655646605883443e-07,1387000000000000.0,1603674969936436.5,1442560924807331.8,1303000000000000.0,1124000000000000.0,1.0243526931340394,102.43526931340396,1420777185376912.5,1642728774366039.0,1477691168336320.5,1334731559153653.5,1151372427082660.2,0.0929167691755752,0.107432081481061,0.0966388611910795,0.087289509903226,0.0752980883585772,0.0606720733489059,0.0701501697215487,0.0631024962077693,0.0569976291085973,0.0491675634060347
125,125,0.03,1550,500000.0,17.15,2.43,0.81,,1.5500000000000005,500000.0,100.0,1550.0,1.52374919193115,0.0435740886736438,0.0261201067919446,4.739074697254853e-06,-6.019770095622322e-06,1387000000000000.0,1598177632709156.2,1439436575713392.5,1303000000000000.0,1124000000000000.0,1.0244825399428916,102.44825399428916,1420957282900790.8,1637305080437794.5,1474677639173555.2,1334900749545587.8,1151518374895810.5,0.0934719025902817,0.1077034635952108,0.0970056780028629,0.0878110231255495,0.0757479585518938,0.0610067208557655,0.0702952968396652,0.0633131257131405,0.0573120095710616,0.0494387557619902
126,126,0.03,1560,500000.0,17.15,2.43,0.81,,1.5599999999999996,500000.0,100.0,1560.0,1.5592323475933083,0.0438850599241997,0.0260252726931298,-4.127907863541625e-07,5.16465190430469e-06,1387000000000000.0,1592680295481876.0,1436312226619454.8,1303000000000000.0,1124000000000000.0,1.0004926042965685,100.0492604296568,1387683242159340.0,1593464856638490.0,1437019760193500.5,1303641863398428.5,1124553687229342.6,0.0940194804483247,0.1079617692152057,0.0973621696527307,0.0883254383735885,0.0761917058571861,0.061337213158977,0.0704329998399959,0.0635179446337436,0.057622486478837,0.0497065808152056
127,127,0.03,1570,500000.0,17.15,2.43,0.81,,1.57,500000.0,100.0,1570.0,1.568639194409445,0.0434417439472106,0.0259721155279517,2.319162454492784e-06,6.621411172564675e-06,1387000000000000.0,1587182958254595.8,1433035073734555.8,1303000000000000.0,1124000000000000.0,1.0008720067187558,100.08720067187556,1388209473318914.0,1588566992458087.8,1434284689947064.5,1304136224754538.5,1124980135551881.4,0.094566347195153,0.1082149204704645,0.0977050413306515,0.0888391855769896,0.0766348768906648,0.0616644511330341,0.0705643590255769,0.063711118439963,0.0579299061473278,0.0499717686182628
128,128,0.03,1580,500000.0,17.15,2.43,0.81,,1.5799999999999994,500000.0,100.0,1580.0,1.5541678121740616,0.0435233399285293,0.0257463958610394,-6.808354346362628e-06,3.98889531604709e-06,1387000000000000.0,1581591139447441.0,1429647269828616.5,1303000000000000.0,1124000000000000.0,1.0238768276381442,102.38768276381444,1420117159934106.0,1619354518478044.2,1463782711273658.5,1334111506412502.0,1150837554265274.5,0.0950949472726368,0.1084364282715386,0.0980189125759347,0.0893357723837388,0.0770632449419204,0.0619877186553089,0.070684373885939,0.0638937078143235,0.0582335958239852,0.0502337388381882
129,129,0.03,1590,500000.0,17.15,2.43,0.81,,1.59,500000.0,100.0,1590.0,1.5894015087691171,0.0437010497192308,0.0258837302978015,-7.059175212958582e-06,-4.24507346576735e-07,1387000000000000.0,1575869380415236.2,1426259465922678.8,1303000000000000.0,1124000000000000.0,1.000376705300701,100.03767053007012,1387522490252072.2,1576463018764051.2,1426796745423666.5,1303490847006813.5,1124423416757988.0,0.0956367473520552,0.1086597129016668,0.0983437751989362,0.0898447597690901,0.077502310038724,0.0623068353338604,0.0707912285459299,0.0640704496659005,0.0585333860418313,0.050492345288579
130,130,0.03,1600,500000.0,17.15,2.43,0.81,,1.6000000000000003,500000.0,100.0,1600.0,1.5989426636422537,0.0435223583450957,0.0256266491262228,2.405890522295618e-06,-4.768125107685092e-07,1387000000000000.0,1570147621383031.5,1422871662016739.8,1303000000000000.0,1124000000000000.0,1.0006619270355184,100.06619270355182,1387918092798263.8,1571186944543379.0,1423813499237901.5,1303862490927280.5,1124744005987922.6,0.0961635696515008,0.1088615718471562,0.0986506259376305,0.0903396764642434,0.0779292374104449,0.0626227509763639,0.0708918265969718,0.0642423487828403,0.0588301690859426,0.050748357676592
131,131,0.03,1610,500000.0,17.15,2.43,0.81,,1.61,500000.0,100.0,1610.0,1.608584969024491,0.0437090765205403,0.0256648483067658,-4.856723092510436e-06,3.664477122062575e-07,1387000000000000.0,1564425862350825.0,1419483858110801.0,1303000000000000.0,1124000000000000.0,1.0008815928245194,100.08815928245195,1388222769247608.2,1565805048965566.8,1420735264894633.0,1304148715450348.5,1124990910334759.6,0.0966787252825693,0.1090459251414291,0.0989429632021166,0.090823633052046,0.0783467103227166,0.0629353177394105,0.0709860408989189,0.0644092773151893,0.0591238060666559,0.051001656192572
132,132,0.03,1620,500000.0,17.15,2.43,0.81,,1.6200000000000006,500000.0,100.0,1620.0,1.6192032419793008,0.0436079991998176,0.0256180087730165,-1.1687250016527983e-05,1.6263460867010012e-06,1387000000000000.0,1558704103318620.2,1416071306005719.8,1303000000000000.0,1124000000000000.0,1.0004924208893249,100.04924208893247,1387682987773493.5,1559471641779370.8,1416768609097570.5,1303641624418790.2,1124553481079601.2,0.0971964142473425,0.1092288750650248,0.0992336360939491,0.0913099695488734,0.0787662362033259,0.0632438101317769,0.071073097593298,0.0645693906345228,0.0594136154302129,0.0512516529114038
133,133,0.03,1630,500000.0,17.15,2.43,0.81,,1.6299999999999994,500000.0,100.0,1630.0,1.6293134857226164,0.0433015544869944,0.0255498219809679,1.1467817094150473e-07,-4.754183372443876e-07,1387000000000000.0,1552982344286415.5,1412639466158246.8,1303000000000000.0,1124000000000000.0,1.000421487195546,100.0421487195546,1387584602740222.5,1553636906459440.8,1413234875605154.8,1303549197815796.5,1124473751607793.8,0.0977167032124968,0.1094104649105142,0.0995230508008979,0.0917987485839102,0.0791878690777552,0.0635483531034229,0.0711531870065571,0.0647230797427939,0.0596997145593079,0.0514984490903008
