,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,0.02,500,500000.0,17.15,2.43,0.81,1.132207708766776,,1113.0,0.0031037432024231,500.0,0.043771375934682,0.0003343720035189,0.0004033431324165,2.750198899920332e-06,2.701735894587464e-06,100250905438.26823,54315506042.4054,36003421148.10872,11.42299023786975,0.0354540283021344,1145165114158.9417,620445495287.3523,411266728304.7592,2.175355822840698e-06,1.178598356028242e-06,7.81242338853006e-07,1.2164246228604257e-06,6.590535882370726e-07,4.368583784885738e-07
1,1,0.02,510,500000.0,17.15,2.43,0.81,1.134734428137802,,1589.0,0.0050322354361645,510.0,0.0389798620272472,0.0004690618449762,0.0004585483176368,-1.0857924405580928e-06,3.441847205186902e-06,162541204588.11618,88064120132.88028,58373931059.50921,13.08367894282196,0.0658401528114691,2126636935810.452,1152202674200.7092,763745772613.0414,3.5990010828414795e-06,1.949923187298015e-06,1.2925205127232558e-06,2.018338063384785e-06,1.0935268145273602e-06,7.248520599152787e-07
2,2,0.02,520,500000.0,17.15,2.43,0.81,1.1371251937425453,,1778.0,0.0067198560769582,520.0,0.0494206913617745,0.0003791545117395,0.0004812422486426,6.781440418470255e-06,6.7153864338086136e-06,217051351285.7505,117597481346.76884,77950330492.71535,10.521908651448069,0.0707057117926325,2283794490902.032,1237349956371.0698,820186256794.5376,4.902193208593152e-06,2.65598703251951e-06,1.7605399758415037e-06,2.755836691007312e-06,1.4931003743847669e-06,9.89712248163617e-07
3,3,0.02,530,500000.0,17.15,2.43,0.81,1.1396961390385214,,1776.0,0.0072623479284396,530.0,0.0461421285182268,0.0003469651215819,0.0004417792804523,-4.868187184322996e-06,-7.81384275734909e-06,234573838088.60187,127091088747.69452,84243235969.90036,11.486249486532504,0.0834171401640607,2694373627299.1616,1459799952871.063,967638825903.1046,5.4010244214018375e-06,2.926251621502544e-06,1.939686789110257e-06,3.0459427450640987e-06,1.6502785770471126e-06,1.0938989424998e-06
4,4,0.02,540,500000.0,17.15,2.43,0.81,1.1421032315621116,,1760.0,0.0082351702785115,540.0,0.0536751707908251,0.0004750921938351,0.000380919674913,-8.823967811737357e-06,-7.429344715616611e-06,265995999995.92407,144115479873.95267,95527975230.73434,10.06051759209872,0.0828500754608942,2676057437386.8853,1449876320565.6497,961060875346.3737,6.243523464485944e-06,3.3827139513468733e-06,2.2422561048927847e-06,3.532638216494535e-06,1.9139680739521475e-06,1.2686874090197094e-06
5,5,0.02,550,500000.0,17.15,2.43,0.81,1.1446849391252194,,1876.0,0.0093045959317428,550.0,0.058086960999276,0.0004321086702131,0.0003744302705022,4.870703280655114e-07,-1.3963092574111435e-06,300538448595.29504,162830428805.5004,107933312808.2174,9.46856214438306,0.0881011448080812,2845666977301.025,1541770034141.422,1021973279773.7426,7.153962134201789e-06,3.875985676425117e-06,2.569224791230364e-06,4.079600380559629e-06,2.210309803708777e-06,1.4651196413155322e-06
6,6,0.02,560,500000.0,17.15,2.43,0.81,1.1470719240942415,,1830.0,0.0101244957106597,560.0,0.0435582752591017,0.0004406241929895,0.0004552496599781,-1.0095624978662244e-05,-6.8678572105807964e-06,327021211454.3093,177178674936.5453,117444150243.65288,12.856340079328216,0.1301639599879413,4204295907610.504,2277869299788.9727,1509901935860.119,7.931461448283461e-06,4.297231434828501e-06,2.8484505510863205e-06,4.533693576218775e-06,2.456335528911101e-06,1.628199550592501e-06
7,7,0.02,570,500000.0,17.15,2.43,0.81,1.1496258456588988,,1602.0,0.0093156372187516,570.0,0.0524918420022686,0.000397143538862,0.0003389047650616,4.038945744682866e-06,-8.061185790574365e-07,300895082165.67865,163023651328.15405,108061391737.51926,10.858830215471675,0.101156922907353,3267368609907.504,1770246150878.6785,1173420305725.2954,7.430598273530152e-06,4.025865937671134e-06,2.6685739929705806e-06,4.2568208168260864e-06,2.306327067939829e-06,1.5287653707486872e-06
8,8,0.02,580,500000.0,17.15,2.43,0.81,1.1519513659104534,,1261.0,0.0081032291291133,580.0,0.0480032005583552,0.0004186794167105,0.0004749217248137,3.795332542062686e-06,7.615290209756871e-06,261734300870.36163,141806509759.48386,93997457897.715,12.082527690938456,0.0979074903385313,3162411937934.562,1713381080924.298,1135726887926.9634,6.579594104157273e-06,3.5647955672678728e-06,2.3629502045889897e-06,3.767641694430057e-06,2.041291939706687e-06,1.3530849428912898e-06
9,9,0.02,590,500000.0,17.15,2.43,0.81,1.1544339730283155,,1590.0,0.0107343257672402,590.0,0.0559444698533297,0.0004346382735417,0.0003968671852246,-6.667144232480188e-06,-9.62016312046138e-06,346718722281.8603,187850700926.7045,124518178899.98698,10.546171972793902,0.1132060455533085,3656555271371.867,1981105797182.9,1313190128418.3796,8.870178893589923e-06,4.805824477951197e-06,3.1855750825276508e-06,5.071560020680964e-06,2.7477492372110486e-06,1.8213652086656087e-06
10,10,0.02,600,500000.0,17.15,2.43,0.81,1.1570811972818376,,1625.0,0.0110698808842911,600.0,0.0528875267650619,0.0004297762233789,0.000398647732204,2.4484531854706185e-06,-2.540897114040063e-06,357557152562.6054,193722915475.09583,128410618257.7778,11.34482999489336,0.1255859166960033,4056425109280.908,2197753542180.0583,1456796633673.639,9.308002029038392e-06,5.043035155051762e-06,3.342811874205739e-06,5.3123718000877386e-06,2.878220015527413e-06,1.907848696006742e-06
