sep=	
Sample_RN	Sample_RS	Sample_RO	Sample_OX	Sample_OY	Sample_OZ	Sample_DX	Sample_DY	Sample_DZ	Sample_EN	Sample_PL	Sample_S0	Sample_S1	Sample_S2	Sample_S3
491	2	1	-0.203711621578785	-0.784565547088217	0	0.0331829553814715	-0.0330322068847996	0.998903280993946	0.05	13.7314121264745	5.88188e+09	4.08905e+08	6.22365e+08	-5.83455e+09
594	2	1	-0.0506288662666865	-0.651568760001064	0	0.00825271341912703	-0.0273213571389294	0.999592635109578	0.05	4.19396194184833	1.10927e+10	9.11996e+08	-1.20181e+09	1.09896e+10
600	2	1	-0.138257995093799	-0.163324867677613	0	-0.0438176924166708	0.0195430684929049	0.9988483760337	0.05	-11.3366753277054	8.71976e+10	7.45202e+10	5.43984e+09	-4.49508e+10
626	2	1	-0.218368501965434	0.115553669846043	0	0.046798336256217	-0.00363372845014328	0.998897748391296	0.05	23.3159930850666	8.10997e+10	8.1098e+10	-5.52919e+07	5.16712e+08
632	2	1	-0.0617878862006438	-0.271513566616437	0	0.0228489326582563	-0.0163443831512386	0.999605315820091	0.05	8.56555970625047	5.44318e+10	8.88137e+09	-5.79116e+09	5.33892e+10
668	2	1	-0.0115761291943057	0.0838330214913506	0	0.0444496355928916	-0.00464216688641701	0.999000840931707	0.05	14.2128845207058	8.14899e+10	8.07051e+10	-1.20146e+09	1.12185e+10
772	2	1	-0.237146536550072	-0.579921310755345	0	0.053744478528391	-0.0328009328381771	0.99801584648374	0.05	18.0635113528049	9.96874e+10	5.41014e+10	-8.62831e+09	8.32836e+10
799	2	1	-0.0787005999093979	0.0109708199288883	0	-0.0131005993312902	0.00254170508843982	0.999910953051523	0.05	-0.655498942634779	8.38761e+10	7.82113e+10	-3.46385e+09	3.01032e+10
806	2	1	0.0835590671577773	-0.50644935587694	0	-0.0543680894420233	-0.0269214640836606	0.998157976285326	0.05	-12.5058854878641	3.21177e+09	1.94463e+08	-3.77569e+08	3.18357e+09
807	2	1	0.0978318692689548	-0.510185384908294	0	0.0353441869169712	0.0308955223584687	0.99889751984344	0.05	11.7550825915966	8.1498e+09	6.1478e+08	9.0001e+08	-8.07659e+09
821	2	1	-0.0875966863647282	0.121781466618719	0	-0.0510996784467446	0.00235912672217239	0.998690771652441	0.05	-14.2852644460536	8.52221e+10	7.67403e+10	-4.44238e+09	3.67966e+10
838	2	1	0.0141068712481665	-0.0164433833727078	0	-0.00875315895302836	-0.00379620770297811	0.999954484471879	0.05	-2.80780385175089	9.4563e+10	6.4756e+10	-7.79587e+09	6.84693e+10
866	2	1	-0.168796003657875	-0.461877819393236	0	0.0430616197818866	-0.0261700849380601	0.998729604826098	0.05	14.2486002472533	9.92571e+10	5.53785e+10	-8.63662e+09	8.19182e+10
878	2	1	0.0728872540964884	-0.208834043097863	0	0.0291531534844491	0.0229728743956786	0.999310932935247	0.05	8.74268532976515	1.00435e+11	5.12432e+10	9.55272e+09	-8.58494e+10
892	2	1	-0.0793273696810628	-0.0832102509024244	0	0.0451775030305215	-0.0153172683943308	0.998861539207944	0.05	14.5467175190079	8.58442e+10	7.61004e+10	-4.19186e+09	3.95015e+10
910	2	1	0.00934290250232566	0.0176842870808543	0	-0.000110712254220712	0.00260439767535531	0.999996602422001	0.05	-0.442766420313944	9.45903e+10	6.47167e+10	-7.75781e+09	6.85485e+10
934	2	1	0.182369344235171	-0.162734993873585	0	0.0517299547674069	0.0228940034494146	0.998398656041673	0.05	14.8606053214779	1.35375e+10	1.18212e+09	1.45908e+09	-1.34067e+10
1009	2	1	0.105928299304767	-0.130297826086246	0	0.00275196880338463	-0.012729780125282	0.999915186086134	0.05	-3.21042357063817	9.21229e+10	6.83609e+10	-6.84695e+09	6.13721e+10
1020	2	1	0.0844574186558837	-0.49719637315359	0	0.0212463596002629	0.0317675934368766	0.999269439245974	0.05	4.76900444882455	9.35067e+10	2.83959e+10	1.00029e+10	-8.85275e+10
1045	2	1	0.157866693838387	-0.366941560963014	0	0.0270352105310367	0.0279383806496113	0.999243986360799	0.05	5.3252520103029	9.96005e+10	5.4346e+10	9.28001e+09	-8.29497e+10
1076	2	1	0.0507565566382984	0.0232548327554754	0	0.0264754009489468	0.0155541120965564	0.999528450191129	0.05	8.2545859275607	1.01039e+11	4.57144e+10	9.94298e+09	-8.95557e+10
1121	2	1	-0.138072119080097	-0.175755147056774	0	0.0537858872976378	-0.0192260195908034	0.998367386535788	0.05	18.6262285286644	5.15204e+10	8.0985e+09	-5.28901e+09	5.06043e+10
1127	2	1	0.0227045624757904	0.127278848452673	0	0.0450398644936446	-0.0031343094252831	0.998980273434276	0.05	13.0745589309305	9.51616e+10	6.38168e+10	7.52895e+09	-7.01887e+10
1135	2	1	0.0612258377063286	-0.213360546564377	0	-0.0208139770415722	-0.017727803104134	0.999626181808387	0.05	-6.62105273094446	8.29451e+10	2.02796e+10	-9.13463e+09	7.99074e+10
1143	2	1	-0.0562207101461141	-0.0314267374655366	0	0.0450583127016799	-0.0142392503852416	0.998882872115116	0.05	13.8056277866993	9.71438e+10	6.02614e+10	-8.04163e+09	7.57682e+10
1180	2	1	0.0558937947550043	-0.580699026689884	0	-0.00259135706875213	0.0311850471795853	0.999510268932215	0.05	-2.97815725911016	1.01011e+11	4.46768e+10	1.04391e+10	-8.99899e+10
1234	2	1	0.00771052358671565	0.0736467553109171	0	0.0395035665807129	-0.00425416328870755	0.999210373405979	0.05	11.1155907259434	9.20935e+10	6.84178e+10	-6.59634e+09	6.12921e+10
1241	2	1	-0.0859601031655508	-0.422889648566245	0	0.0176813140838426	-0.0245296681301673	0.999542728708329	0.05	6.81374000865833	9.66908e+10	6.11204e+10	-8.09576e+09	7.4484e+10
1253	2	1	-0.131011024441407	-0.528016086792131	0	0.0421140828595544	-0.0301327688012628	0.998658310068699	0.05	11.7503281434756	1.00811e+11	4.91218e+10	-9.20642e+09	8.75505e+10
1264	2	1	0.0602911678447118	-0.577367680560595	0	-0.0313271644474242	-0.0310029794873995	0.999028239856406	0.05	-6.0943701575365	7.8584e+10	1.78895e+10	-8.7309e+09	7.60209e+10
1275	2	1	-0.0464135347142349	-0.0786203749449399	0	0.0488880113224834	-0.0149261460303273	0.99869273178171	0.05	14.2194850113189	9.85274e+10	5.72694e+10	-8.4215e+09	7.97304e+10
1284	2	1	-0.273533186305073	-0.161892444354109	0	-0.0601299907631939	0.0255917417446737	0.997862438898916	0.05	-13.5067722158347	2.74012e+10	3.08534e+09	3.36063e+09	-2.70188e+10
1327	2	1	-0.060421666859817	0.03239566922832	0	0.0481958773386859	-0.011711880732832	0.998769237240141	0.05	15.5826078747163	9.05986e+10	7.04187e+10	6.02028e+09	-5.66839e+10
1356	2	1	-0.0916007788889281	-0.162241258041431	0	-0.0304437358641896	0.020936068798756	0.999317196874889	0.05	-7.30092005221917	6.91722e+10	1.37132e+10	8.03104e+09	-6.73219e+10
1357	2	1	-0.0530942703906003	-0.108527645977603	0	-0.0505354630359263	0.017686305567522	0.998565652108621	0.05	-17.6138442573882	9.68715e+10	6.07273e+10	9.13691e+09	-7.49186e+10
1365	2	1	-0.0119018050623683	-0.0185400576671055	0	-0.020110933760596	-0.00999684504359005	0.999747774907477	0.05	-4.60918344169664	8.29696e+10	7.91621e+10	-2.8404e+09	2.4683e+10
1374	2	1	-0.0681794187828118	-0.0619047838471816	0	-0.017366150887163	0.0129954402518115	0.999764739994378	0.05	-3.58442498654526	9.12317e+10	6.95544e+10	6.8381e+09	-5.86399e+10
1404	2	1	0.147525227576328	-0.104144366147582	0	0.0574740653372416	0.0242960279335454	0.998051318740807	0.05	18.3463210847498	9.58527e+10	6.26487e+10	7.79066e+09	-7.21262e+10
1448	2	1	0.0302543048164892	-0.815011578902397	0	-0.00245331659107002	-0.0329558581311439	0.9994537971575	0.05	-0.336528655956982	5.54341e+10	9.16171e+09	-6.00267e+09	5.43412e+10
1480	2	1	-0.0586549446921962	0.0466166242410442	0	0.0235372709281308	-0.0021053455989435	0.999720743206404	0.05	9.0164820724917	8.34944e+10	7.86313e+10	3.06799e+09	-2.7911e+10
1548	2	1	-0.0843705392111973	-0.884397673185026	0	0.0260608508725078	-0.0339892617137925	0.999082360038427	0.05	8.10976187161791	1.66128e+10	1.55105e+09	-1.75198e+09	1.64472e+10
1554	2	1	0.0457629489200166	-0.121490113155867	0	0.0260940494299957	0.0121320220251851	0.999585871561781	0.05	8.50273010568219	4.72451e+10	7.02315e+09	-5.12173e+09	4.64385e+10
1576	2	1	-0.0181185551588583	0.0273972261209549	0	-0.0152438321245768	0.00428778440866307	0.999874612382484	0.05	-4.46231430823735	8.12211e+10	8.09498e+10	7.61287e+08	-6.58939e+09
1583	2	1	-0.0403879418550421	-0.471020120363991	0	-0.0124139520415591	0.0259782594713809	0.999585425978965	0.05	-2.15591158994764	6.61072e+10	1.25682e+10	7.54915e+09	-6.44609e+10
1660	2	1	-0.246285518077296	-0.69871886129467	0	0.0512662912620867	-0.0355120318837681	0.99805343693197	0.05	16.9237235523136	1.00825e+11	4.90243e+10	-9.08346e+09	8.76349e+10
1711	2	1	-0.0456993133014318	-0.0384982714247516	0	0.0224146644661138	-0.0045514607454974	0.999738399293512	0.05	8.75641868768517	1.00842e+11	4.88442e+10	-9.61587e+09	8.76981e+10
1732	2	1	-0.0461392296514695	-0.0822774544251224	0	-0.00928035342393873	0.0120401098251151	0.999884448721814	0.05	-1.42923807979307	8.17585e+10	8.04091e+10	-1.69421e+09	1.46958e+10
1756	2	1	-0.04975846422383	-0.0820438883145183	0	-0.012473143533643	0.0070517932306391	0.999897341181895	0.05	-2.46591909102355	9.40741e+10	6.55136e+10	7.74523e+09	-6.70665e+10
1790	2	1	-0.0042441900913941	0.0398967400828675	0	0.0313955981479284	0.00419986347473155	0.99949821288671	0.05	10.5154162191251	9.70596e+10	6.0417e+10	-8.25032e+09	7.55135e+10
1799	2	1	-0.0477218839662825	0.0959675182979518	0	-0.044103798220937	-0.00311039544674345	0.999022112078933	0.05	-11.793022909529	8.46786e+10	7.73363e+10	4.08629e+09	-3.42471e+10
1815	2	1	0.0227500104242626	-0.0677417365072079	0	-0.0533590802978236	-0.0208106790878962	0.998358514856097	0.05	-13.2299220651215	1.00495e+11	5.08667e+10	-1.02605e+10	8.60612e+10
1846	2	1	-0.194361674702622	0.0569321449702687	0	-0.055933083689107	0.00976997556634792	0.998386717523055	0.05	-13.1173373509012	8.46095e+10	7.74031e+10	4.14515e+09	-3.39167e+10
1874	2	1	0.155074818771335	-0.0824841133336232	0	0.0314888845362744	0.0115062488761026	0.999437870198775	0.05	5.66137160945399	6.3163e+10	1.15487e+10	6.80275e+09	-6.17245e+10
1895	2	1	0.0646096298478991	0.118275948625111	0	0.0444253433375226	0.00446461993394213	0.999002730746112	0.05	12.2334267187543	9.2781e+10	6.74544e+10	-6.82278e+09	6.33377e+10
1989	2	1	-0.0264107475669676	-0.474328385178731	0	-0.0058994510821424	0.0286100789663436	0.999573238866702	0.05	-0.641441169229893	5.59368e+10	9.30092e+09	6.3785e+09	-5.4788e+10
2015	2	1	0.0520067358100835	-0.350642683171534	0	0.0133164979284915	0.0262205128550758	0.999567484259336	0.05	4.32250261774587	1.00993e+11	4.71872e+10	1.0072e+10	-8.87215e+10
2041	2	1	0.123353618398632	0.0112969889939367	0	0.0550501912660697	0.0155444871242326	0.998362582112137	0.05	16.2643354830398	8.49612e+10	2.15259e+10	8.80448e+09	-8.17161e+10
2047	2	1	0.087839559452112	-0.128072338517414	0	-0.0535130029034733	-0.0240508977153398	0.998277472869812	0.05	-14.9669630150768	1.01019e+11	4.62163e+10	-1.06114e+10	8.91984e+10
2080	2	1	-0.130821693125774	-0.581969953085192	0	0.0219590283452448	-0.0287896759200292	0.999344262821653	0.05	9.16782292946129	1.00024e+11	3.899e+10	-9.86612e+09	9.15814e+10
2115	2	1	-0.0827904218679745	-0.0409398229213354	0	-0.0287354244327427	0.00900488374635651	0.999546490890436	0.05	-6.45411481186838	1.01027e+11	4.53945e+10	1.05807e+10	-8.96319e+10
2158	2	1	-0.093471117149718	-0.0259580486211879	0	-0.0117510858925545	0.00876718519411446	0.999892518445917	0.05	-0.422138440994189	8.53777e+10	7.65889e+10	-4.32338e+09	3.74806e+10
2187	2	1	0.125458400801202	-0.390448690672604	0	-0.050863296063609	-0.0310400441031906	0.998223141775233	0.05	-13.0038573271169	9.52949e+10	6.35443e+10	-8.32666e+09	7.05259e+10
2191	2	1	0.0792698578180757	-0.199294548878302	0	0.019868576792224	0.0201522649772657	0.999599482729227	0.05	4.33097283263098	8.61688e+10	7.57231e+10	-4.57623e+09	4.08672e+10
2288	2	1	-0.0410657027218948	-0.362759930808842	0	-0.00885683539033915	0.0242227094204459	0.999667353080614	0.05	-1.13848514649177	1.00033e+11	3.90274e+10	1.06472e+10	-9.14888e+10
2290	2	1	-0.0758920339196649	-0.205946043923154	0	0.0369114136364524	-0.019052343492705	0.999136905409261	0.05	10.6806330494278	8.10993e+10	8.10966e+10	-6.93536e+07	6.49003e+08
2301	2	1	-0.0680105060434378	-0.343701255761204	0	0.00297938391897134	-0.020492522053308	0.999785566914904	0.05	4.70708863283505	4.92377e+10	7.51063e+09	5.38888e+09	-4.83622e+10
2325	2	1	-0.0985817329388539	-0.471189240395679	0	0.030799661969326	-0.0274943317202263	0.999147357773533	0.05	9.90366514083706	8.48958e+10	7.7139e+10	-3.76702e+09	3.52516e+10
2353	2	1	-0.0528139921478328	-0.0232704186950135	0	-0.0215749518434851	0.0107622068567928	0.99970930592674	0.05	-5.13862757976315	1.00611e+11	5.02941e+10	1.01343e+10	-8.65472e+10
2387	2	1	-0.107127601520358	-0.16426200833209	0	-0.0260765345481452	0.0175097456325567	0.999506589850133	0.05	-4.78756068472353	1.00669e+11	4.16454e+10	1.07687e+10	-9.10164e+10
2409	2	1	-0.207213106302008	-0.30213107255176	0	-0.0524655864975012	0.0242877654382847	0.998327334436701	0.05	-12.4939597978044	1.0072e+11	4.1965e+10	1.11667e+10	-9.08781e+10
2427	2	1	0.0126641527743709	-0.00397432577333812	0	-0.0144310558476388	-0.00328749765087282	0.999890462493926	0.05	-4.88121976539634	9.94932e+10	5.46458e+10	9.4964e+09	-8.25988e+10
2431	2	1	-0.0442129402954432	0.0165927333193316	0	-0.0366189829886175	-0.00929996468725124	0.999286025491048	0.05	-8.2789449697749	8.21471e+10	8.00022e+10	2.17941e+09	-1.85212e+10
2439	2	1	-0.0441203410739126	0.00657637369792363	0	0.0342643249136727	0.0132702068321987	0.999324700809922	0.05	14.1185161112585	8.49048e+10	7.71258e+10	-3.87223e+09	3.52908e+10
2501	2	1	0.0130527906666065	-0.0115817011442724	0	0.0109495996184239	-0.00195159103673343	0.999938146867406	0.05	2.99437547774804	8.12206e+10	8.09626e+10	7.16719e+08	-6.42894e+09
2504	2	1	-0.0525597161735822	-0.164058626218022	0	0.00801025637848024	-0.0182911420910955	0.999800615079704	0.05	3.11871546366706	8.73603e+10	7.43624e+10	-5.03504e+09	4.55708e+10
2552	2	1	0.0263321560373136	-0.13792202340303	0	0.00242497592289026	0.0162817800956887	0.999864502384543	0.05	-0.271676153358328	9.98649e+10	5.34679e+10	9.56709e+09	-8.38013e+10
2579	2	1	0.0216230317028345	-0.140424412224881	0	0.0161274529248416	0.0159048947227784	0.999743436880689	0.05	5.20231007414478	9.99282e+10	3.86887e+10	1.0292e+10	-9.15582e+10
2633	2	1	-0.125705177441318	-0.38869111525418	0	0.0414932583612617	-0.0302663519212477	0.998680257866323	0.05	12.0976893784677	9.84348e+10	3.51435e+10	-9.61302e+09	9.14437e+10
2642	2	1	-0.0364843840518507	-0.044348287244294	0	-0.0108431049651758	-0.00648902194807227	0.999920156646956	0.05	-0.884011381191328	8.27178e+10	7.94272e+10	2.619e+09	-2.29498e+10
2677	2	1	0.0552940938136475	0.197392211740486	0	0.0460481732894045	0.00193438674393591	0.998937347326965	0.05	12.6566934453474	8.33788e+10	7.87615e+10	-2.92122e+09	2.72049e+10
2719	2	1	-0.0415526375880182	-0.0850402983210854	0	-0.0243621430555226	0.0147048591925054	0.99959504455648	0.05	-7.3423913755415	9.28461e+10	6.7325e+10	7.47612e+09	-6.34969e+10
2760	2	1	-0.145381653562889	-0.117959528699068	0	-0.0477158348708382	0.0183763794971153	0.998691898324582	0.05	-12.461368428301	9.69227e+10	6.06304e+10	9.12778e+09	-7.50643e+10
2788	2	1	0.0207958073255055	0.0153792468277759	0	0.0114142508528262	-0.00392852742932082	0.999927138120426	0.05	2.49811863489404	8.30288e+10	7.91139e+10	2.78658e+09	-2.504e+10
2809	2	1	-0.0942502508337322	0.0938924606532456	0	-0.0396786125698483	0.00326321493415062	0.99920716527296	0.05	-9.43654671255271	8.14151e+10	8.07427e+10	1.23484e+09	-1.03692e+10
2819	2	1	-0.00793440870127693	-0.0056677960759367	0	0.00892440637892233	-0.00276999296980807	0.999956340101772	0.05	3.32527322084664	1.00378e+11	5.1491e+10	-9.54923e+09	8.5634e+10
2855	2	1	0.0331373936966775	-0.0337008635548386	0	0.0165206511934231	0.0117948913661595	0.999793953083237	0.05	4.94970375827714	8.50851e+10	7.6922e+10	4.04338e+09	-3.61404e+10
2868	2	1	-0.0120409389388447	0.0864441358138492	0	0.0452732122503745	-0.00481874676123702	0.998963020302645	0.05	13.5792226346031	9.61997e+10	6.20342e+10	-7.8145e+09	7.311e+10
2891	2	1	-0.188815461941363	-0.805434394867574	0	0.0465372189553463	-0.0352527307689568	0.998294311425861	0.05	14.3829379316939	5.2029e+10	8.23267e+09	-5.31586e+09	5.10977e+10
2911	2	1	0.0825806806317742	-0.296631363599091	0	-0.0192853331305467	-0.0216032606809305	0.999580599578642	0.05	-6.42583616835634	9.30959e+10	2.79782e+10	-1.00413e+10	8.82227e+10
2967	2	1	-0.0480279482530448	-0.0334398538322486	0	0.0189480843480933	-0.00304590241839931	0.99981582932958	0.05	7.70704044526548	8.53654e+10	7.66177e+10	-4.12776e+09	3.74159e+10
2988	2	1	-0.00891964925879191	-0.045093250892994	0	-0.00129618292989164	0.00901914774557555	0.999958486580196	0.05	-0.250839663750014	8.11215e+10	8.10555e+10	3.70583e+08	-3.25137e+09
3090	2	1	-0.291398987626497	-0.30800392077126	0	-0.0588078183198513	0.0302905696443195	0.997809662157609	0.05	-13.5621852301483	1.00872e+11	4.3059e+10	1.12547e+10	-9.05233e+10
3099	2	1	0.0218533903547264	0.0166172490887714	0	-0.0152670761660563	-0.00188110143465974	0.999881681921783	0.05	-6.02331015673272	8.32779e+10	7.88416e+10	-3.0638e+09	2.66425e+10
3112	2	1	-0.0646166898996543	-0.555164016245179	0	0.0107354627584202	-0.0260242691977065	0.999603665085361	0.05	4.414556870621	6.24583e+10	1.13147e+10	-6.67301e+09	6.10613e+10
3172	2	1	0.046520195552334	-0.0723735128028775	0	-0.00642383481310199	-0.00927677918418934	0.999936335830567	0.05	-3.45173497670618	8.31002e+10	7.90322e+10	2.89024e+09	-2.55187e+10
3182	2	1	-0.0312631376888439	-0.297464960286285	0	-0.0140331167830884	0.0224230930036204	0.999650077043714	0.05	-3.54888125343044	8.86242e+10	7.28515e+10	5.85611e+09	-5.01259e+10
3274	2	1	0.00913897409404729	-0.29765602324389	0	0.0280495105496413	-0.019139267424106	0.999423290403217	0.05	5.67602414871197	9.43885e+10	2.93537e+10	-9.60381e+09	8.91926e+10
3288	2	1	-0.0607633964018124	-0.151047499590613	0	-0.0274152591176581	0.0180725898660297	0.999460747134697	0.05	-8.03031961419677	9.97469e+10	5.38358e+10	9.88068e+09	-8.33878e+10
3310	2	1	-0.0385456874034833	-0.0286148876617518	0	-0.00830270084555229	0.00683379841510573	0.999942180507399	0.05	-0.692122404748687	8.31338e+10	7.89946e+10	-2.95262e+09	2.57366e+10
3312	2	1	0.0234089817725325	-0.220323730034165	0	-0.0471365101199322	-0.0235297496774714	0.998611285883466	0.05	-10.575623516793	9.58629e+10	6.25776e+10	-8.51484e+09	7.21196e+10
3332	2	1	0.0286651494668773	-0.0475553301059204	0	-0.0428193102815269	-0.0132945249620473	0.998994375496202	0.05	-12.1580652933957	8.67656e+10	2.27256e+10	-9.81386e+09	8.31595e+10
3370	2	1	-0.102378337799911	0.0535416544365165	0	-0.0492770509244033	0.00542815529255782	0.998770397730286	0.05	-13.2775957698135	9.80251e+10	3.43905e+10	1.10234e+10	-9.11301e+10
3391	2	1	-0.227299254589689	-0.749018960190009	0	0.0465414944562084	-0.0348523646708246	0.998308169840673	0.05	16.0488661051982	8.18968e+10	1.96785e+10	-8.23465e+09	7.90698e+10
3411	2	1	-0.0557413473633068	-0.646234392227406	0	0.0270345995979525	-0.0311725534599485	0.999148338504031	0.05	5.85080486976443	1.00812e+11	4.90897e+10	-9.35954e+09	8.7554e+10
3420	2	1	-0.208286786008157	-0.412890448985515	0	-0.0469421217580345	0.0275831154408454	0.998516704390784	0.05	-10.1939468843778	7.40894e+10	1.57509e+10	8.79202e+09	-7.18599e+10
3430	2	1	0.114202293011114	-0.450508097252852	0	-0.038369767656753	-0.0302282913498499	0.998806293198053	0.05	-9.99181231057543	9.68636e+10	6.07574e+10	-8.70223e+09	7.49357e+10
3432	2	1	0.0109336867169345	-0.406432546451692	0	-0.0106254631143077	0.0268501762576911	0.99958299683845	0.05	-4.16470940411588	9.89305e+10	3.61544e+10	1.06836e+10	-9.14657e+10
3473	2	1	0.0094828740840418	0.0753667081910544	0	0.0292696739390854	-0.00236366772872877	0.999568756645768	0.05	8.53088210930667	8.40613e+10	7.80335e+10	3.39197e+09	-3.10736e+10
3536	2	1	0.0257575846532472	0.179623721697398	0	0.051085407973764	0.00570810796485708	0.998677975423317	0.05	16.7601357565838	1.00745e+11	4.20264e+10	9.77388e+09	-9.10369e+10
3570	2	1	0.120284928596312	-0.20591121372723	0	0.044695449517296	0.0240259559342467	0.998711705265284	0.05	13.9841150683873	5.5122e+10	9.07356e+09	5.9266e+09	-5.40461e+10
3590	2	1	0.00976055772039719	-0.410988043869168	0	-0.00617214015793282	0.0262022127876737	0.999637608701723	0.05	-1.65625244724359	5.38094e+10	8.70442e+09	6.13223e+09	-5.27455e+10
3591	2	1	-0.117313154093164	-0.0148238290710936	0	-0.0357306214910151	0.0102941803174669	0.999308437140134	0.05	-7.62696748408308	8.16134e+10	8.05437e+10	-1.55616e+09	1.30779e+10
3602	2	1	-0.113794697014212	-0.0945475410285077	0	0.000393514443109036	0.0153826997217925	0.999881601838764	0.05	4.91818070594076	1.00509e+11	5.08582e+10	9.85604e+09	-8.61298e+10
3618	2	1	0.210914727783183	-0.363788311563527	0	0.050790386326285	0.0279243806437343	0.998318869711722	0.05	13.3336370532226	3.875e+10	5.14734e+09	4.1719e+09	-3.81793e+10
3635	2	1	-0.0516583409320113	-0.506865597751492	0	0.0056131283888634	-0.0264354416426772	0.99963476340854	0.05	3.26089266224369	1.00125e+11	3.93318e+10	-1.00717e+10	9.15242e+10
3638	2	1	0.0247623831757808	-0.0713732253714938	0	-0.0459146742225314	-0.017608737384244	0.998790155667732	0.05	-12.5268990479108	9.15812e+10	6.9074e+10	-7.06673e+09	5.97156e+10
3675	2	1	0.0299849347129468	-0.780254796390938	0	-0.00870781069105204	-0.0328787356038036	0.999421414008157	0.05	-1.23889820942213	5.84669e+10	1.00502e+10	-6.37388e+09	5.72429e+10
3709	2	1	0.181760689122596	-0.374553330975353	0	0.0569166799075577	0.030738081537319	0.997905637769276	0.05	18.4009364547721	2.7339e+10	3.08054e+09	2.93915e+09	-2.70054e+10
3735	2	1	-0.158694982956093	-0.303731844672685	0	-0.0443218277626423	0.0223849359922568	0.998766484331749	0.05	-10.7031163596161	2.71075e+10	3.0392e+09	3.25255e+09	-2.67395e+10
3781	2	1	-0.0587596019405403	0.00621636156545513	0	-0.0341241962165633	0.00447583557660321	0.999407577582072	0.05	-8.71217010954155	9.021e+10	7.08765e+10	-6.55235e+09	5.54204e+10
3791	2	1	0.0234944797818038	-0.422863333974843	0	-0.00113567750458148	0.0278980529176503	0.999610128440089	0.05	-0.385185519399812	4.84809e+10	7.32035e+09	5.50883e+09	-4.76074e+10
3803	2	1	0.0520512232552561	-0.280299282881894	0	0.00670351947790593	0.0223962998305796	0.999726696942974	0.05	1.13793514619928	9.86452e+10	3.55562e+10	1.04332e+10	-9.14209e+10
3815	2	1	0.148856849455545	-0.0783413175409073	0	-0.0254196506073135	-0.0139866190565143	0.999579019312816	0.05	-11.5199728003458	8.16554e+10	1.95331e+10	-9.07636e+09	7.87634e+10
3854	2	1	0.0185620310839401	0.0323834816623785	0	0.0343332937442331	-0.00611870581505804	0.999391708180441	0.05	8.87390079819821	8.43824e+10	7.76927e+10	-3.54005e+09	3.27368e+10
3879	2	1	-0.149898345636276	0.0595914217173473	0	-0.0191956026751849	-0.00419968890153526	0.999806927086958	0.05	0.791428584354747	8.60885e+10	7.57976e+10	-4.67983e+09	4.05468e+10
3881	2	1	-0.13709309416373	-0.318543070414249	0	-0.0375097934494536	0.0254782427515321	0.998971408270364	0.05	-9.11387463090102	9.949e+10	3.74762e+10	-1.10001e+10	9.1503e+10
