,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,M1.grazingIncAngle,PG.cFactor,M3.grazingIncAngle,KB_ver.grazingIncAngle,KB_hor.grazingIncAngle,KB2_ver.grazingIncAngle,KB2_hor.grazingIncAngle,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
1002,1002,0.02,2170,100000.0,17.15,2.43,0.81,0.2,1.31376464441493,0.2,0.2,0.2,0.2,0.2,,596.4,0.1592643518550444,2170.0,0.2380417478056188,0.0003403825486824,0.0004102622610622,1.7109132389528032e-06,-5.46955432323586e-06,2322304299176.3354,2787126157463.2783,1847466481518.5164,9.279897888789446,1.4778043931989124,21548522664953.21,25861576880980.97,17142530961107.385,0.0002156409897004,0.000258802708684,0.0001715492240419,0.0001304518761473,0.0001565625299102,0.0001037785912547
1003,1003,0.02,2170,100000.0,17.15,2.43,0.81,0.3,1.31376464441493,0.3,0.3,0.3,0.3,0.3,,1186.2,0.3167662209430814,2170.0,0.241287965658148,0.0003579973289839,0.0004286410634786,-7.341717213340739e-07,-7.081483012103025e-07,4618909053794.382,5543408866503.925,3674488162939.7446,9.06537682294778,2.874313130485352,41911637239326.766,50300479783493.664,33342032313630.09,0.0004288956102996,0.0005147414034892,0.0003412000160271,0.0002594601198625,0.0003113924764915,0.0002064087272744
1004,1004,0.02,2170,100000.0,17.15,2.43,0.81,0.4,1.31376464441493,0.4,0.4,0.4,0.4,0.4,,1861.5,0.4971002531491706,2170.0,0.2470303371413592,0.0003788007437316,0.0004376274005631,6.547165892047004e-07,-1.8188197749128018e-07,7248439726553.903,8699254430110.484,5766362936530.378,8.841396582275951,4.395005595110713,64085529935281.48,76912597914437.48,50982064903284.266,0.000673064557893,0.0008077820962699,0.0005354441323845,0.0004071699655405,0.000488667252562,0.0003239165788411
1005,1005,0.02,2170,100000.0,17.15,2.43,0.81,0.5,1.31376464441493,0.5,0.5,0.5,0.5,0.5,,2540.3,0.6783689353074607,2170.0,0.2469065021497499,0.0003818078875217,0.0004275763627598,-1.016014258083577e-06,-3.2505329517238856e-06,9891598945670.094,11871456367880.56,7869079649566.544,8.855338972462974,6.013616843656719,87687219939424.78,105238294763992.56,69757955386417.92,0.0009184990042523,0.0011023415842892,0.0007306949930145,0.0005556453738719,0.0006668608228221,0.0004420334596992
1006,1006,0.02,2170,100000.0,17.15,2.43,0.81,0.6,1.31376464441493,0.6,0.6,0.6,0.6,0.6,,3081.8,0.8229726350551243,2170.0,0.2540794949994506,0.0003821169738142,0.0004516560684517,6.149573192608296e-07,-4.517433033152321e-07,12000129760566.111,14402021113464.676,9546482566639.44,8.558902666801599,7.046157363196014,102743152165754.48,123307753855930.28,81735425413073.77,0.0011142897418828,0.0013373209047997,0.0008864527140386,0.0006740888529696,0.0008090114095867,0.0005362589914975
1007,1007,0.02,2170,100000.0,17.15,2.43,0.81,0.7,1.31376464441493,0.7,0.7,0.7,0.7,0.7,,3424.6,0.9145149218021216,2170.0,0.2437951517744295,0.0003711263054694,0.0004215964253196,-4.846235284186649e-07,-1.112267121354614e-06,13334948529442.115,16004011131537.123,10608373092904.611,8.95332827284307,8.18544797335338,119355654908287.56,143245339533684.16,94951196490899.22,0.0012382363067207,0.0014860760498984,0.000985056124504,0.0007490702465701,0.0008990007376438,0.000595909060381
1008,1008,0.02,2180,100000.0,17.15,2.43,0.81,0.2,1.31457355675456,0.2,0.2,0.2,0.2,0.2,,578.1,0.1546819446533619,2180.0,0.2404975742047554,0.0003583511173777,0.0004299371354188,1.9103302456596363e-06,3.799538398647993e-06,2233032464389.123,2706934031433.8345,1794310557978.9988,9.268719075950491,1.4335624382711536,20695314321022.387,25087342669745.195,16629324283945.385,0.0002083226576773,0.0002525335840739,0.0001673936900146,0.0001257231914189,0.0001524045847159,0.0001010224675831
1009,1009,0.02,2180,100000.0,17.15,2.43,0.81,0.3,1.31457355675456,0.3,0.3,0.3,0.3,0.3,,1200.2,0.3211369485780402,2180.0,0.2418598607598141,0.0003510513069403,0.000426776880834,4.607120378952717e-06,-1.925152178468832e-06,4636024154575.032,5619896600115.705,3725188603505.2666,9.068381424441162,2.9108201293788776,42021425716276.09,50939352264130.35,33765513500794.98,0.0004325010443597,0.0005242878526302,0.0003475279480291,0.0002610153508754,0.0003164088956515,0.0002097338965461
1010,1010,0.02,2180,100000.0,17.15,2.43,0.81,0.4,1.31457355675456,0.4,0.4,0.4,0.4,0.4,,1902.7,0.50910454262576,2180.0,0.2503758210967589,0.000353071154033,0.0004264526783084,4.177005477328359e-06,-2.4200031062638844e-06,7349577702807.792,8909329495950.8,5905612694458.816,8.803388114816055,4.475422989005694,64608476759966.23,78319902307599.66,51914906672466.055,0.0006856521722241,0.0008311635537407,0.0005509426984795,0.0004137926246548,0.0005016090699518,0.0003324951549395
1011,1011,0.02,2180,100000.0,17.15,2.43,0.81,0.5,1.31457355675456,0.5,0.5,0.5,0.5,0.5,,2541.5,0.6800279576829606,2180.0,0.2449286283854234,0.0003797052218362,0.0004288974874941,1.6555400481234784e-06,1.473675978470972e-06,9817076644602.934,11900489259451.809,7888324309122.344,8.940953089631673,6.081771369544596,87798177994332.6,106430998967030.4,70548547886717.31,0.0009158485287789,0.0011102129457255,0.0007359125811666,0.0005527166424345,0.000670016004248,0.0004441248942443
1012,1012,0.02,2180,100000.0,17.15,2.43,0.81,0.6,1.31457355675456,0.6,0.6,0.6,0.6,0.6,,3075.3,0.8228565722063381,2180.0,0.2465503563455058,0.0003831605755162,0.0004308471736755,-4.567500324912496e-07,-2.933927680519154e-07,11878991070292.115,14399990013610.918,9545136237593.527,8.876639496296361,7.30193702038066,105412835712499.58,127783897856661.56,84702469436415.66,0.001108207350208,0.0013433947951957,0.0008904788356725,0.0006688056228523,0.0008107417737021,0.000537405975711
1013,1013,0.02,2180,100000.0,17.15,2.43,0.81,0.7,1.31457355675456,0.7,0.7,0.7,0.7,0.7,,3445.2,0.9218305409440628,2180.0,0.2517087755678403,0.000380432767427,0.0004265479001821,6.159841842887136e-07,7.74888370013378e-07,13307807379888.268,16132034466521.1,10693234274951.129,8.683732241472148,8.002557974049058,115527198693122.92,140044764545858.5,92829672498969.05,0.0012415035810935,0.001504979594969,0.0009975864743794,0.0007492501973306,0.0009082585629884,0.000602045676038
1014,1014,0.02,2190,100000.0,17.15,2.43,0.81,0.2,1.315382107129,0.2,0.2,0.2,0.2,0.2,,588.5,0.1570862808953438,2190.0,0.2398219875845824,0.0003347177401915,0.0004159143145859,-1.4896160586214894e-06,-2.912138602666707e-06,2232145203986.1875,2749009915668.519,1822200858385.9893,9.311527750035518,1.4651482072718724,20819281768913.57,25640093627257.77,16995719204353.725,0.0002092421053017,0.000257693191833,0.0001708137728721,0.0001259547677992,0.0001551202426202,0.0001028225608225
1015,1015,0.02,2190,100000.0,17.15,2.43,0.81,0.3,1.315382107129,0.3,0.3,0.3,0.3,0.3,,1197.1,0.3195377856581414,2190.0,0.2497798911615973,0.0003508902986809,0.0004061576021719,1.2231360172676797e-06,1.1922255215519804e-06,4540528502450.068,5591911249017.475,3706638313634.44,8.821797039151935,2.8178699188294725,40041019425258.98,49312723579515.77,32687291058421.883,0.0004256307973777,0.0005241877993939,0.0003474616270268,0.0002562114741419,0.0003155385597973,0.0002091569882085
1016,1016,0.02,2190,100000.0,17.15,2.43,0.81,0.4,1.315382107129,0.4,0.4,0.4,0.4,0.4,,1928.5,0.5147678720589137,2190.0,0.2542698274168742,0.0003782597274947,0.000430431713489,-1.3748574091116795e-06,1.6071299187572705e-06,7314684835832.393,9008437761030.992,5971307315883.4,8.66220405760778,4.4565865794454105,63326652733511.45,77990265140294.66,51696404321566.76,0.0006856812235762,0.0008444542403569,0.0005597525250366,0.0004127506706898,0.0005083252130726,0.0003369469983795
1017,1017,0.02,2190,100000.0,17.15,2.43,0.81,0.5,1.315382107129,0.5,0.5,0.5,0.5,0.5,,2564.9,0.6846399352055526,2190.0,0.2424020859559732,0.0003655926584665,0.0004302873112784,-9.10871849681268e-07,1.2822985875701625e-06,9728511866956.965,11981198866097.168,7941823248384.408,9.101552255731022,6.233897095769902,88581659869691.75,109093199175973.28,72313206310930.86,0.0009119542495984,0.0011231219502679,0.0007444694070346,0.0005489573218835,0.0006760712154575,0.0004481386342461
1018,1018,0.02,2190,100000.0,17.15,2.43,0.81,0.6,1.315382107129,0.6,0.6,0.6,0.6,0.6,,3107.2,0.8293942090025703,2190.0,0.2505857636344444,0.0003667211296843,0.0004273923562265,1.9593220049677557e-06,-1.7575229004520392e-06,11785423241845.168,14514398657544.98,9620972824429.816,8.761196949054192,7.268008150856845,103276043229237.1,127190142639994.78,84308894549939.4,0.0011047698718672,0.0013605850223683,0.0009018735005412,0.0006650240518369,0.0008190137941712,0.0005428891435649
1019,1019,0.02,2190,100000.0,17.15,2.43,0.81,0.7,1.315382107129,0.7,0.7,0.7,0.7,0.7,,3466.0,0.9251674589350248,2190.0,0.2644411999627664,0.0003898645165688,0.0004162313347669,2.1796113872108944e-06,-2.9835592831392216e-06,13146330122372.346,16190430531362.934,10731942523646.29,8.304474130728774,7.681241893305248,109147960949066.5,134421733132841.84,89102405962340.9,0.0012323417790589,0.0015176968613313,0.0010060162052253,0.0007418168652378,0.0009135883787968,0.0006055785825167
1020,1020,0.02,2200,100000.0,17.15,2.43,0.81,0.2,1.31630553599908,0.2,0.2,0.2,0.2,0.2,,591.9,0.1603527559350788,2200.0,0.2445200184070926,0.0003690878049119,0.0004007983459975,1.565666020459976e-06,-9.396084853010312e-07,2242223010262.201,2806173228863.88,1860091968846.9148,9.092936802601516,1.4585324583925003,20394754180252.51,25524318021868.76,16918976517353.004,0.000211201883249,0.0002643220892599,0.0001752077848808,0.0001268024866119,0.0001586950725486,0.000105192162375
1021,1021,0.02,2200,100000.0,17.15,2.43,0.81,0.3,1.31630553599908,0.3,0.3,0.3,0.3,0.3,,1207.5,0.3271261239932551,2200.0,0.2215443001836319,0.0003711858457278,0.0004174023006005,9.374729971477394e-07,-2.160439522012055e-06,4574225857225.221,5724707169881.965,3794663038321.76,10.12243730269022,3.31236703016272,46317043509197.16,57966423027847.59,38423457549887.54,0.0004308604055132,0.000539227779661,0.0003574309853753,0.0002586822141982,0.0003237443826702,0.0002145962765128
1022,1022,0.02,2200,100000.0,17.15,2.43,0.81,0.4,1.31630553599908,0.4,0.4,0.4,0.4,0.4,,1902.8,0.5154911707945059,2200.0,0.2492518288876453,0.0003603307195499,0.0004377525793475,-9.042436928939297e-08,1.809277691498378e-06,7208146551658.924,9021095488903.854,5979697581216.269,8.896777349902129,4.585025924785272,64112715564206.06,80237953683742.25,53186300727509.15,0.0006789574986423,0.0008497247363471,0.00056324611095,0.0004076360390694,0.0005101621626044,0.0003381646334978
1023,1023,0.02,2200,100000.0,17.15,2.43,0.81,0.5,1.31630553599908,0.5,0.5,0.5,0.5,0.5,,2591.0,0.7019327430778668,2200.0,0.2459106196908578,0.0003749613323917,0.0004157513753417,-1.6872651214685946e-06,5.604509508821102e-07,9815171176870.016,12283823003862.668,8142419819703.253,8.987505170259004,6.308413470811932,88210955652232.81,110397235739208.84,73177596261418.4,0.000924521168269,0.0011570510783452,0.0007669595719317,0.0005550688339442,0.0006946763523798,0.0004604711821489
1024,1024,0.02,2200,100000.0,17.15,2.43,0.81,0.6,1.31630553599908,0.6,0.6,0.6,0.6,0.6,,3133.9,0.8490108157204658,2200.0,0.2548180798808516,0.0003817176114264,0.0004106909140152,-2.6168798767322805e-07,-2.8434035206227145e-07,11871773427708.588,14857689275108.15,9848525462357.402,8.683852065670703,7.371706331440353,103079048843682.66,129004860800206.16,85511793444708.1,0.0011182388611494,0.0013994914606045,0.0009276629110292,0.0006713740712843,0.0008402339717186,0.0005569550898249
1025,1025,0.02,2200,100000.0,17.15,2.43,0.81,0.7,1.31630553599908,0.7,0.7,0.7,0.7,0.7,,3456.3,0.936352813546905,2200.0,0.2483397953035819,0.0003669723277949,0.0004252992022276,4.406568839497698e-07,6.25638027274268e-08,13093082261140.812,16386174237070.838,10861692637144.098,8.92344727249409,8.348623642677095,116739347112989.28,146100913746849.2,96844034255054.34,0.0012332776973709,0.0015434641613604,0.0010230962441017,0.0007404416869013,0.0009266730516134,0.0006142518513551
1026,1026,0.02,2210,100000.0,17.15,2.43,0.81,0.2,1.31711516242917,0.2,0.2,0.2,0.2,0.2,,594.5,0.1634693987427308,2210.0,0.2364904895722702,0.0003593604892937,0.0003806236460032,4.101570871393174e-07,2.048613685291104e-06,2260492258489.032,2860714477997.791,1896245025415.6785,9.549574107562902,1.5596996272457375,21567883408600.344,27294743476800.41,18092515676050.56,0.0002139465783982,0.0002707552180476,0.0001794720302486,0.0001281080553628,0.0001621242308388,0.0001074652044417
1027,1027,0.02,2210,100000.0,17.15,2.43,0.81,0.3,1.31711516242917,0.3,0.3,0.3,0.3,0.3,,1196.2,0.3289185782608152,2210.0,0.2487829974374563,0.0003563999004706,0.0004403622932105,4.120261819225161e-07,1.7187908792588944e-06,4548361378645.216,5756075119564.268,3815455507825.458,8.923627511232917,2.935628093738202,40594537147235.984,51373491640418.54,34053285887363.145,0.0004304842675863,0.000544789557323,0.0003611176494255,0.0002577676296468,0.0003262119511007,0.0002162319218725
1028,1028,0.02,2210,100000.0,17.15,2.43,0.81,0.4,1.31711516242917,0.4,0.4,0.4,0.4,0.4,,1902.7,0.5231845668423786,2210.0,0.2518074197488203,0.0003630420011719,0.0004152984582514,-2.021403051666069e-06,1.7818921673553103e-06,7234715929734.367,9155729919741.623,6068940975371.592,8.812237806199974,4.610232920837001,63751355957359.2,80679076114647.53,53478701881709.23,0.0006847370138242,0.0008665533278036,0.0005744010630012,0.0004100104237828,0.0005188793507436,0.0003439428839214
1029,1029,0.02,2210,100000.0,17.15,2.43,0.81,0.5,1.31711516242917,0.5,0.5,0.5,0.5,0.5,,2585.1,0.7108237892175502,2210.0,0.2574516740404761,0.0003642649059821,0.0004295610128706,1.5380716183436797e-06,-1.45897164511589e-06,9829434041076.531,12439416311307.129,8245555954923.584,8.612789114884903,6.122930086513504,84669278570089.72,107151276513986.31,71025989003556.66,0.0009303167364466,0.0011773411508409,0.0007804089914145,0.0005570599393078,0.0007049745149562,0.0004672973927709
1030,1030,0.02,2210,100000.0,17.15,2.43,0.81,0.6,1.31711516242917,0.6,0.6,0.6,0.6,0.6,,3148.6,0.8657691318441758,2210.0,0.261767865133379,0.0003748310997016,0.0004182379540756,7.902772733799171e-07,7.332227437203636e-07,11972053700720.889,15150959807273.074,10042921929392.44,8.467702563098872,7.335163938875259,101432325720307.12,128365368930317.05,85087901690953.02,0.0011331071433894,0.0014339779302688,0.0009505225137781,0.0006784878437603,0.0008586448330011,0.0005691588607321
1031,1031,0.02,2210,100000.0,17.15,2.43,0.81,0.7,1.31711516242917,0.7,0.7,0.7,0.7,0.7,,3477.6,0.956234114495746,2210.0,0.2579468732169062,0.000370334037579,0.0004380804112713,1.9101325498306447e-07,-1.3659244543606686e-06,13223024185233.742,16734097003675.553,11092315728150.654,8.593407836488584,8.219698720741206,113663875124358.31,143844727612971.12,95348505160598.02,0.001251506511418,0.0015838155530403,0.001049843452301,0.0007493836389065,0.0009483653913627,0.0006286307737033
1032,1032,0.02,2220,100000.0,17.15,2.43,0.81,0.2,1.31795480027411,0.2,0.2,0.2,0.2,0.2,,605.5,0.16851266406041,2220.0,0.236459589194601,0.0003563344956293,0.0004184102650135,-1.4402032023502844e-07,-2.0313152220232675e-06,2296802759786.983,2948971621057.177,1954746903100.757,9.626689959548616,1.627272730740096,22179487338412.062,28477272787951.68,18876363676585.11,0.0002183750264016,0.0002803818276785,0.000185853097204,0.000130313571465,0.0001673156401661,0.0001109063671958
1033,1033,0.02,2220,100000.0,17.15,2.43,0.81,0.3,1.31795480027411,0.3,0.3,0.3,0.3,0.3,,1220.0,0.3395300580573085,2220.0,0.2509308308217441,0.0003588335286354,0.0004196935705914,-4.623853094992477e-07,3.081386019552702e-06,4627744619223.979,5941776016002.898,3938548673464.779,8.894906949139854,3.0189692044593377,41148105035170.28,52831961078038.42,35020042771728.32,0.0004399959243766,0.0005649311804588,0.0003744686681898,0.0002625640911435,0.0003371182180061,0.0002234612187926
1034,1034,0.02,2220,100000.0,17.15,2.43,0.81,0.4,1.31795480027411,0.4,0.4,0.4,0.4,0.4,,1930.6,0.537292401709377,2220.0,0.2466730701237793,0.000370922974683,0.0004196276409051,2.7838589456420997e-08,2.2787927442307659e-07,7323216198257.222,9402617029914.098,6232591859828.771,9.03990079651349,4.859825210990298,66238700924479.98,85046941192330.2,56373972447487.46,0.0006962755177062,0.0008939804401588,0.0005925813203338,0.0004154969134112,0.0005334757636743,0.0003536182204926
1035,1035,0.02,2220,100000.0,17.15,2.43,0.81,0.5,1.31795480027411,0.5,0.5,0.5,0.5,0.5,,2617.8,0.7285424475265757,2220.0,0.251364395449218,0.0003640178072206,0.0004066381650385,7.682004867067953e-07,-8.823859641113182e-07,9929926118200.434,12749492831715.074,8451092391308.278,8.868626216725877,6.462277861829451,88079894234176.28,113089862582015.4,74962423197221.62,0.0009441158449452,0.0012121941345944,0.0008035115406454,0.0005633936703242,0.0007233672713906,0.0004794891627503
1036,1036,0.02,2220,100000.0,17.15,2.43,0.81,0.6,1.31795480027411,0.6,0.6,0.6,0.6,0.6,,3156.3,0.8784087887264616,2220.0,0.2575611962206949,0.0003671787570498,0.000411498305049,-9.584469867906682e-07,-8.732642708286411e-07,11972582247259.545,15372153802713.078,10189541949226.951,8.656056817998191,7.601328677336741,103604988868351.02,133023251853392.95,88175412657106.22,0.0011383271607459,0.0014615510531821,0.0009687995552522,0.0006792877384233,0.0008721690422073,0.0005781234794059
1037,1037,0.02,2220,100000.0,17.15,2.43,0.81,0.7,1.31795480027411,0.7,0.7,0.7,0.7,0.7,,3516.3,0.978597986185995,2220.0,0.2680479373494108,0.0003654155921607,0.0004376397718592,-1.742064942655287e-07,1.6597446652867671e-06,13338146233260.06,17125464758254.912,11351736639757.545,8.308581341915362,8.133265682025318,110855211795000.38,142332149435443.06,94345881911493.72,0.0012681620236767,0.001628252057252,0.0010792985065213,0.0007567656669574,0.0009716465491599,0.0006440628554431
1038,1038,0.02,2230,100000.0,17.15,2.43,0.81,0.2,1.31885197962638,0.2,0.2,0.2,0.2,0.2,,610.7,0.1712259993767671,2230.0,0.2479616347657611,0.0003547884930557,0.0004053031629538,-2.563540361241589e-07,3.357554918578448e-06,2294983527932.208,2996454989093.4253,1986221592770.4983,9.142442207318645,1.567498574198091,21009562922311.387,27431225048466.59,18182983460697.85,0.0002192423475112,0.00028625470206,0.0001897459739368,0.0001302295647595,0.0001700347842595,0.0001127087712806
1039,1039,0.02,2230,100000.0,17.15,2.43,0.81,0.3,1.31885197962638,0.3,0.3,0.3,0.3,0.3,,1233.5,0.3458445558068483,2230.0,0.2587119834838631,0.0003486822091673,0.0004563355126183,2.02359087292734e-06,4.404825752275996e-06,4635438319476.631,6052279726619.846,4011796847359.4414,8.693183296766843,3.0048457122034637,40274674632270.63,52584799963560.61,34856210261560.176,0.0004428286157773,0.0005781810627002,0.0003832514472755,0.0002630394107268,0.0003434385236355,0.000227650678524
1040,1040,0.02,2230,100000.0,17.15,2.43,0.81,0.4,1.31885197962638,0.4,0.4,0.4,0.4,0.4,,1932.5,0.5418278103743286,2230.0,0.2458655715183794,0.0003584593792568,0.0004287512047483,-1.5725078380262985e-06,-1.034930466815329e-07,7262249333107.894,9481986681550.75,6285202600342.211,9.111701995183983,4.940452090584278,66218075582554.29,86457911585224.86,57309244250777.64,0.0006937708147464,0.0009058248104322,0.0006004324457722,0.0004120986309118,0.000538058327463,0.0003566558056326
1041,1041,0.02,2230,100000.0,17.15,2.43,0.81,0.5,1.31885197962638,0.5,0.5,0.5,0.5,0.5,,2622.0,0.7351474870900334,2230.0,0.2520675720160397,0.0003641511598655,0.0004177350480493,-6.702375016862489e-07,4.332392780337269e-07,9853359767870.066,12865081024075.586,8527710850244.389,8.887495605517334,6.53402532598348,87577123502300.47,114345443204710.9,75794693781408.34,0.0009413024974205,0.0012290156030806,0.0008146617711848,0.0005591320104791,0.0007300330838851,0.0004839076441752
