,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.01,2400,1,100000.0,100,,135.8,0.13579999999999995,,0.0009249065749713737,0.016610304377024245,0.0007965209386440319
1,1,2.5,0.01,2400,1,100000.0,150,,146.8,0.14679999999999999,,0.0013817696451980054,0.013132853464175837,0.0008968611343544441
2,2,2.5,0.01,2400,1,100000.0,200,,54.4,0.05439999999999999,,0.0021380771193267767,0.014943459163317246,0.0009276092759044704
3,3,2.5,0.01,2400,1,100000.0,250,,77.4,0.07739999999999998,,0.002796798491809335,0.013232049178091548,0.0009010387774316426
4,4,2.5,0.01,2400,1,100000.0,300,,92.6,0.09259999999999999,,0.003366849289128486,0.012502872016280949,0.0009061204231907665
5,5,2.5,0.01,2400,1,100000.0,350,,102.2,0.1022,,0.003165510186547988,0.00939531569455543,0.001005890026960142
6,6,2.5,0.01,2400,1,100000.0,400,,115.3,0.1153,,0.003522071025076912,0.01034818275861424,0.0010478828770585469
7,7,2.5,0.01,2400,1,100000.0,450,,132.0,0.132,,0.0037324222397217,0.008978279670365689,0.0009575355357611475
8,8,2.5,0.01,2400,1,100000.0,500,,138.8,0.1388,,0.004612303134780405,0.008100294430036915,0.0009712933134080969
9,9,2.5,0.01,2400,1,100000.0,550,,146.4,0.14640000000000003,,0.005321617116294419,0.008428986558233051,0.0010665544714917575
10,10,2.5,0.01,2400,1,100000.0,600,,175.8,0.1758,,0.005517662007139279,0.007122663322381611,0.0010369133334508435
11,11,2.5,0.01,2400,1,100000.0,650,,185.2,0.1852,,0.00591604128039762,0.007150235300763835,0.0011125096572299439
12,12,2.5,0.01,2400,1,100000.0,700,,197.5,0.19750000000000004,,0.006393174142840507,0.0073593943355176415,0.0011275449638245923
13,13,2.5,0.01,2400,1,100000.0,750,,208.2,0.2082,,0.007096588091496869,0.007826357725501587,0.0011458894607004099
14,14,2.5,0.01,2400,1,100000.0,800,,222.6,0.22260000000000005,,0.007604375123219142,0.008276619619924215,0.0011211181359403407
15,15,2.5,0.01,2400,1,100000.0,850,,232.3,0.2323,,0.006960974178855394,0.007223812454681585,0.0011247153436142695
16,16,2.5,0.01,2400,1,100000.0,900,,247.7,0.24770000000000003,,0.007601402125362711,0.00701805829856608,0.0011450405936635853
17,17,2.5,0.01,2400,1,100000.0,950,,248.0,0.248,,0.009560360676073288,0.006430392293404497,0.0011600971913000623
18,18,2.5,0.01,2400,1,100000.0,1000,,260.9,0.2609,,0.011546085203519851,0.006795638192438782,0.0011675740627551127
19,19,2.5,0.01,2400,1,100000.0,1050,,265.2,0.2652,,0.009501413627094734,0.006514629405752382,0.0010782441443212723
20,20,2.5,0.01,2400,1,100000.0,1100,,260.7,0.26070000000000004,,0.01143266210845013,0.0077815248488527404,0.001084764188648504
21,21,2.5,0.01,2400,1,100000.0,1150,,263.6,0.26359999999999995,,0.011452982025161871,0.006375624424289262,0.0011594093196073572
22,22,2.5,0.01,2400,1,100000.0,1200,,260.8,0.2608,,0.011959127077125232,0.0068570348226382515,0.0010787070985240465
23,23,2.5,0.01,2400,1,100000.0,1250,,261.3,0.26130000000000003,,0.014018949676437843,0.0063513908055496315,0.0010978436711412923
24,24,2.5,0.01,2400,1,100000.0,1300,,250.0,0.25,,0.011980210903379885,0.006771373638020948,0.0011031457243699935
25,25,2.5,0.01,2400,1,100000.0,1350,,242.8,0.24280000000000004,,0.014044853439895632,0.0056439125781164255,0.001134555345041818
26,26,2.5,0.01,2400,1,100000.0,1400,,219.9,0.21990000000000004,,0.016294314360993666,0.006091407700516109,0.0011100531508845396
27,27,2.5,0.01,2400,1,100000.0,1450,,208.4,0.20840000000000003,,0.013677371407561622,0.006865665562697143,0.0011380360076996567
28,28,2.5,0.01,2400,1,100000.0,1500,,199.8,0.1998,,0.01345573292373956,0.005483771117784462,0.0010966591522990911
29,29,2.5,0.01,2400,1,100000.0,1550,,169.8,0.16979999999999995,,0.016882882748541307,0.007282182196838195,0.0011230981850228288
30,30,2.5,0.01,2400,1,100000.0,1600,,148.3,0.1483,,0.018269979056640292,0.00585446216973178,0.0011184925656973492
31,31,2.5,0.01,2400,1,100000.0,1650,,134.2,0.1342,,0.019705249611479302,0.005487273651257571,0.0011130891601134544
32,32,2.5,0.01,2400,1,100000.0,1700,,125.3,0.12530000000000002,,0.017352176366807727,0.005839919113908904,0.0009810507105636047
33,33,2.5,0.01,2400,1,100000.0,1750,,113.4,0.1134,,0.019301777310158762,0.0055425096371920085,0.0009513671785765494
34,34,2.5,0.01,2400,1,100000.0,1800,,97.1,0.0971,,0.021621066041490562,0.006949720523989357,0.0009211877249905202
35,35,2.5,0.01,2400,1,100000.0,1850,,83.29999999999998,0.08329999999999999,,0.024773432901607727,0.007072453846688585,0.0009098066457103441
36,36,2.5,0.01,2400,1,100000.0,1900,,72.0,0.072,,0.026304709408195116,0.007488003370660847,0.0008845258817345672
37,37,2.5,0.01,2400,1,100000.0,1950,,60.3,0.0603,,0.02665032077219665,0.00734107991822922,0.0009208200974048888
38,38,2.5,0.01,2400,1,100000.0,2000,,47.0,0.04699999999999999,,0.02727578928045316,0.007314216879205905,0.0008999841013252011
