,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,500000.0,17.15,2.43,0.81,,0.5,19.0,0.0038,500.0,0.0334266475542604,1.122874292076908,1.2929791509581947,-0.0780480934005818,0.1258763975271273,122740000000.0,66500000000.0,44080000000.0,15.309431790764204,0.0581992866522293,1879836958867.0105,1018487516414.0148,675111725165.8613,2.663349248849233e-06,1.442991079097882e-06,9.564969438591676e-07,1.4893028402803391e-06,8.068978236812983e-07,5.34857985983032e-07
1,1,2.25,0.02,501,500000.0,17.15,2.43,0.81,,0.5010000000000001,19.9,0.00398,501.0,0.0355824470374527,1.1797639822910315,1.2695386818050864,-0.1326842463979937,0.1202133205234472,128554000000.0,69650000000.0,46168000000.0,14.384618290807705,0.0576294117518858,1861429999585.914,1008514705658.0028,668501176321.8763,2.7945709670795395e-06,1.5140864372721964e-06,1.003623009848999e-06,1.5634193391934296e-06,8.470538215444277e-07,5.614756759951637e-07
2,2,2.25,0.02,502,500000.0,17.15,2.43,0.81,,0.5019999999999999,20.1,0.0040199999999999,502.0,0.0350177476111927,1.1332188854697616,1.394951424721934,-0.1057617109584756,0.1490825027126308,129846000000.0,70350000000.0,46632000000.0,14.477493215883394,0.0574410913635575,1855347251042.9104,1005219098862.2578,666316659817.2678,2.828917759694109e-06,1.5326953806392235e-06,1.0159580808808567e-06,1.5827551050757476e-06,8.575298556911946e-07,5.684197900581634e-07
3,3,2.25,0.02,503,500000.0,17.15,2.43,0.81,,0.503,17.9,0.00358,503.0,0.0343091451582692,1.1539266134103836,1.2649384075782275,-0.1382074365162479,0.1573176697878917,115634000000.0,62650000000.0,41528000000.0,15.647300153409905,0.0550003755470276,1776512130168.993,962506572072.9838,638004356345.5208,2.524303466032174e-06,1.3676566766428184e-06,9.06560997088954e-07,1.4127595273973991e-06,7.654269885280026e-07,5.07368746681419e-07
4,4,2.25,0.02,504,500000.0,17.15,2.43,0.81,,0.5039999999999999,17.4,0.0034799999999999,504.0,0.0341977524548266,1.081264506816367,1.301307631696901,-0.1557342499796036,0.0890321377157431,112404000000.0,60900000000.0,40368000000.0,15.068043320846275,0.0518088690551419,1673426470481.0854,906655208464.9844,600982881039.6467,2.458852042617712e-06,1.332195379127243e-06,8.830552227357726e-07,1.3764622554172394e-06,7.457612838947892e-07,4.943331938959745e-07
5,5,2.25,0.02,505,500000.0,17.15,2.43,0.81,,0.505,19.9,0.0039799999999999,505.0,0.0339396427968181,1.0707405024544756,1.2625913842315546,-0.1037034099756211,0.1283382200536425,128554000000.0,69650000000.0,46168000000.0,15.250263140861268,0.0607208265961823,1961282699056.69,1062614465433.1912,704361588515.7152,2.8182350812941128e-06,1.526907551784736e-06,1.012121577183025e-06,1.5778666139704665e-06,8.548812923988595e-07,5.666641709615298e-07
6,6,2.25,0.02,506,500000.0,17.15,2.43,0.81,,0.5060000000000001,18.9,0.00378,506.0,0.0308701515532581,1.0874276919140056,1.3472908702632895,-0.0782493242802547,0.0821496081338186,122094000000.0,66150000000.0,43848000000.0,16.761048374257946,0.0628976357629713,2031593635143.975,1100708625851.9988,729612574850.4677,2.6814205464753503e-06,1.452782029824106e-06,9.629869454834071e-07,1.5020468701021146e-06,8.138024838014553e-07,5.39434789262679e-07
7,7,2.25,0.02,507,500000.0,17.15,2.43,0.81,,0.5069999999999999,19.6,0.00392,507.0,0.0296712790743063,1.147225184463858,1.2721401871156652,-0.1082678541300967,0.1159823178990731,126616000000.0,68600000000.0,45472000000.0,17.652697651092666,0.0679537857570298,2194907279952.065,1189191250748.023,788263914781.5464,2.7862279371807955e-06,1.5095662198347962e-06,1.0006267514333505e-06,1.561293495210542e-06,8.459020484886837e-07,5.607122149982133e-07
8,8,2.25,0.02,508,500000.0,17.15,2.43,0.81,,0.508,19.9,0.00398,508.0,0.0353755253154136,1.089981888123983,1.289693842906004,-0.06284597344512,0.1295323371925702,128554000000.0,69650000000.0,46168000000.0,14.555706545824822,0.0578653938007812,1869052219765.235,1012644391513.6722,671238568089.0626,2.834663178862012e-06,1.5358082238416474e-06,1.0180214512321777e-06,1.588878517794886e-06,8.608474941613159e-07,5.706189104155007e-07
9,9,2.25,0.02,509,500000.0,17.15,2.43,0.81,,0.5090000000000001,19.9,0.0039799999999999,509.0,0.0353331858290089,1.0987506174335226,1.2224511061500611,-0.1578867962687914,0.0809745554028003,128554000000.0,69650000000.0,46168000000.0,14.84548472487931,0.0582092412327713,1880158491818.5164,1018661721573.4996,675227198300.1482,2.8408722463170577e-06,1.5391722696764243e-06,1.0202513330426584e-06,1.5925833884412397e-06,8.628547770192473e-07,5.719494521956155e-07
10,10,2.25,0.02,510,500000.0,17.15,2.43,0.81,,0.5099999999999999,19.6,0.00392,510.0,0.0341203148188617,1.0692512888713326,1.317305020779015,-0.0425642875783523,0.1173356331764634,126616000000.0,68600000000.0,45472000000.0,15.287870755153785,0.0601885253747631,1944089369604.8523,1053299194058.3568,698186894347.2535,2.8035421680292726e-06,1.5189469950622994e-06,1.0068448652984386e-06,1.5722406689498114e-06,8.518331797715696e-07,5.646437077342975e-07
11,11,2.25,0.02,511,500000.0,17.15,2.43,0.81,,0.511,19.2,0.00384,511.0,0.0347021673952024,1.0126265285919631,1.348968548677828,-0.1048530407124322,0.1833095618554469,124032000000.0,67200000000.0,44544000000.0,15.153305768217274,0.0580085159701935,1873675065837.2524,1015149029478.3876,672898785254.2456,2.751813523369103e-06,1.4909206395962636e-06,9.882673953895233e-07,1.5435497263146154e-06,8.362885514088475e-07,5.543398397910076e-07
12,12,2.25,0.02,512,500000.0,17.15,2.43,0.81,,0.5120000000000001,19.3,0.0038599999999999,512.0,0.0325628306273823,1.0935480009448793,1.2654152148303008,-0.1269248702712347,0.0942529007477234,124678000000.0,67550000000.0,44776000000.0,16.00108163083394,0.0614644833397303,1985302811873.291,1075628458445.2816,712988006740.8723,2.771047710176334e-06,1.5013416386404285e-06,9.951750290416556e-07,1.5550174187693666e-06,8.425016974756629e-07,5.584582680410109e-07
13,13,2.25,0.02,513,500000.0,17.15,2.43,0.81,,0.513,17.9,0.0035799999999999,513.0,0.0304314813793426,1.0315365085328048,1.2001224372292605,-0.1108486968491238,0.1585758086541475,115634000000.0,62650000000.0,41528000000.0,17.34265281890739,0.0613120260957364,1980378442892.288,1072960456675.388,711219502710.5428,2.5756289254886408e-06,1.3954645881130405e-06,9.249936698349296e-07,1.4454119912920785e-06,7.831179519384326e-07,5.190953281420467e-07
14,14,2.25,0.02,514,500000.0,17.15,2.43,0.81,,0.5140000000000001,20.3,0.0040599999999999,514.0,0.0355496457538919,1.0266904625378546,1.3013508318631926,-0.0619668831940728,0.098861220330962,131138000000.0,71050000000.0,47096000000.0,14.748172572563304,0.0593963972822626,1918503632217.086,1039436952439.5977,688998208474.2477,2.9266585355433165e-06,1.585650909350094e-06,1.0510600313406336e-06,1.6428483019299066e-06,8.900880892809091e-07,5.900012477519168e-07
15,15,2.25,0.02,515,500000.0,17.15,2.43,0.81,,0.5149999999999999,17.9,0.0035799999999999,515.0,0.0345965922028059,1.1432679261452925,1.2347920478276575,-0.0802624533523346,0.1748703902049631,115634000000.0,62650000000.0,41528000000.0,15.139262580675725,0.0538362027252756,1738909348026.4053,942133547692.325,624499951613.1984,2.5858611881757347e-06,1.401008383686544e-06,9.28668414329366e-07,1.4518421422688283e-06,7.866017798670122e-07,5.214046083689909e-07
16,16,2.25,0.02,516,500000.0,17.15,2.43,0.81,,0.516,18.2,0.0036399999999999,516.0,0.0309380496535046,1.1471672802533055,1.2956331131860164,-0.1300210207144501,0.0818388513617167,117572000000.0,63700000000.0,42224000000.0,17.562853827350366,0.0623476686649179,2013829697876.852,1091084201636.0652,723232956513.0488,2.63479088411512e-06,1.4275182808673252e-06,9.462406890320556e-07,1.479465513952317e-06,8.015680029153418e-07,5.313250762181694e-07
17,17,2.25,0.02,517,500000.0,17.15,2.43,0.81,,0.5170000000000001,21.8,0.00436,517.0,0.0326591079366317,1.1704256029994398,1.3095648664008928,-0.084060265578708,0.1847169220418444,140828000000.0,76300000000.0,50576000000.0,16.11509187086101,0.0702433346044407,2268859707723.4365,1229258355577.7131,814822681411.5127,3.161491252096697e-06,1.7128822573279316e-06,1.135396239143086e-06,1.7760664116769295e-06,9.622650837258905e-07,6.378442840697331e-07
18,18,2.25,0.02,518,500000.0,17.15,2.43,0.81,,0.5179999999999999,18.7,0.00374,518.0,0.0352550152490937,1.1024189808229807,1.2477621064487787,-0.1071718077994634,0.1230243495179839,120802000000.0,65450000000.0,43384000000.0,14.85439590114292,0.0551575694264107,1781589492473.0696,965257464962.1892,639827805346.3655,2.717868690509048e-06,1.4725294762819922e-06,9.760766814212065e-07,1.5269180579339526e-06,8.272775855679308e-07,5.483668567193141e-07
19,19,2.25,0.02,519,500000.0,17.15,2.43,0.81,,0.519,20.3,0.0040599999999999,519.0,0.0356735648589297,1.0962697710675644,1.3511183158733826,-0.0991255011978985,0.1608537339450003,131138000000.0,71050000000.0,47096000000.0,14.871489063949143,0.0593220233367561,1916101353777.225,1038135408393.2336,688135470706.372,2.9555641578016943e-06,1.6013118502021557e-06,1.0614409978482862e-06,1.6612835226132589e-06,9.000762119421683e-07,5.966219462016658e-07
20,20,2.25,0.02,520,500000.0,17.15,2.43,0.81,,0.5199999999999999,20.3,0.0040599999999999,520.0,0.036780654053583,1.159706789773241,1.3682579815990772,-0.0749197563301694,0.085614757843363,131138000000.0,71050000000.0,47096000000.0,14.564659778494873,0.0587555911417379,1897805593878.1372,1028222844980.4148,681564857244.1608,2.961805163526264e-06,1.6046932000529296e-06,1.0636823497493704e-06,1.6650203274225948e-06,9.02100796591189e-07,5.979639565975881e-07
21,21,2.25,0.02,521,500000.0,17.15,2.43,0.81,,0.521,19.7,0.0039399999999999,521.0,0.0349379871768398,1.1338273406279935,1.283340720264624,-0.0614105237277837,0.1399080345855616,127262000000.0,68950000000.0,45704000000.0,15.035815277126904,0.0592863129218687,1914947907376.3608,1037510476132.7034,687721229893.6777,2.879791555218315e-06,1.5602585825486226e-06,1.0342285461465155e-06,1.61940342095187e-06,8.77385754385688e-07,5.815814143356562e-07
