,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,500000.0,17.15,2.43,0.81,,0.5,500000.0,100.0,500.0,0.4838232323217591,0.057992095620487,0.0468633946962983,1.1911083209465697e-05,-1.954789744839123e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.047363873968761,104.7363873968761,3382985312919098.0,1832886779445332.0,1214942093803762.5,0.0700881381276114,0.0379734494499441,0.02517097220682,0.0391921800073772,0.021234153254771,0.0140752101574482
1,1,2.25,0.02,501,500000.0,17.15,2.43,0.81,,0.5010000000000001,500000.0,100.0,501.0,0.5007669035195761,0.0580046775053825,0.0464903221522287,-1.041842546185763e-05,2.093210953373868e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0004655961864324,100.04655961864322,3231503875682176.0,1750814793326256.5,1160540091576261.5,0.0702153509316466,0.0380423727957838,0.0252166585389195,0.0392818929445585,0.021282759335287,0.0141074290451046
2,2,2.25,0.02,502,500000.0,17.15,2.43,0.81,,0.5019999999999999,500000.0,100.0,502.0,0.5016770098526251,0.0577498194631709,0.046127943067621,1.6794806348359308e-05,-9.22282992519916e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0006452261056211,100.06452261056214,3232084080321157.0,1751129145684837.2,1160748462282521.0,0.0703710885496047,0.0381267507621697,0.0252725890766382,0.0393720175391977,0.0213315884500296,0.0141397957725911
3,3,2.25,0.02,503,500000.0,17.15,2.43,0.81,,0.503,500000.0,100.0,503.0,0.5027902385472544,0.0579657162385048,0.0470510809607826,8.440623104148191e-07,-2.4366154637779683e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000417522056338,100.0417522056338,3231348596241972.0,1750730663598591.5,1160484325585352.2,0.0705112700008987,0.0382027004648831,0.0253229328795797,0.0394625566312122,0.0213806421376537,0.0141723113598161
4,4,2.25,0.02,504,500000.0,17.15,2.43,0.81,,0.5039999999999999,500000.0,100.0,504.0,0.5038031023848817,0.0580222599519506,0.0461712102163236,-1.1766012489215364e-05,4.906363502110599e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003909779904232,100.03909779904232,3231262858909066.5,1750684211483240.5,1160453534468890.8,0.0706566678913135,0.0382814764117023,0.0253751500786141,0.0395535130867021,0.0214299219509996,0.0142049768360912
5,5,2.25,0.02,505,500000.0,17.15,2.43,0.81,,0.505,500000.0,100.0,505.0,0.5048025186183906,0.0583298636429574,0.0460618208046032,-1.1120867586179018e-05,4.980524622452154e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003913518093783,100.03913518093783,3231264066344293.0,1750684865666412.5,1160453968098879.0,0.0708099266656812,0.0383645113513752,0.0254301903814829,0.0396448897982528,0.0214794294572577,0.0142377932402394
6,6,2.25,0.02,506,500000.0,17.15,2.43,0.81,,0.5060000000000001,500000.0,100.0,506.0,0.4895876874962035,0.0581227606522105,0.0461117168004607,1.2153551147798007e-05,-3.550769887690795e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0475007557584577,104.75007557584576,3383427441099817.0,1833126322577300.8,1215100876679810.8,0.0709370514940568,0.0384333870323837,0.0254758451186086,0.039736689685241,0.0215291662381337,0.0142707616207056
7,7,2.25,0.02,507,500000.0,17.15,2.43,0.81,,0.5069999999999999,500000.0,100.0,507.0,0.5066653343331439,0.0579110203528244,0.0461056932497649,-1.280293104779013e-05,-3.92798121017981e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000661174182404,100.06611741824038,3232135592609164.5,1751157054819206.8,1160766962051588.5,0.0710772432954284,0.0385093423427243,0.0255261926386058,0.0398289156941463,0.0215791338900173,0.0143038830356687
8,8,2.25,0.02,508,500000.0,17.15,2.43,0.81,,0.508,500000.0,100.0,508.0,0.5077950195973585,0.0581313138994409,0.0461428912807176,9.378855893653418e-06,4.890494582723789e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000403710047021,100.04037100470217,3231303983451879.0,1750706492582287.8,1160468303654544.8,0.0712226929362314,0.0385881463276794,0.025578428422919,0.0399215707988663,0.0216293340241536,0.0143371585531532
9,9,2.25,0.02,509,500000.0,17.15,2.43,0.81,,0.5090000000000001,500000.0,100.0,509.0,0.5088810366269569,0.0578527043994472,0.0462223242210415,-8.785156156435833e-06,-4.119128698874486e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0002337975346247,100.02337975346248,3230755166036837.0,1750409145685593.2,1160271205140164.5,0.0713786996562073,0.0386726700923724,0.0256344556040868,0.0400146580010361,0.0216797682668152,0.014370589251146
10,10,2.25,0.02,510,500000.0,17.15,2.43,0.81,,0.5099999999999999,500000.0,100.0,510.0,0.5097562256787797,0.0577853622151402,0.0458570902104856,-1.4361456053859904e-05,5.616554699666583e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0004784875986323,100.04784875986324,3231545514943582.5,1750837353297606.8,1160555045614413.5,0.0715189328578895,0.0387486478332219,0.0256848179923071,0.0401081803303523,0.0217304382594787,0.0144041762177116
11,11,2.25,0.02,511,500000.0,17.15,2.43,0.81,,0.511,500000.0,100.0,511.0,0.51052159967266,0.057390589401335,0.0461441779141237,5.238310350910088e-07,1.2854634477261814e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0009381707563136,100.09381707563134,3233030291542892.5,1751641798823548.5,1161088278077323.5,0.0716618105044036,0.0388260583228193,0.0257361300882687,0.0401966074561097,0.0217783476929387,0.0144359333278908
12,12,2.25,0.02,512,500000.0,17.15,2.43,0.81,,0.5120000000000001,500000.0,100.0,512.0,0.511834923775865,0.0577367404239691,0.0457204361474703,-1.800642644534764e-05,-6.544949230941211e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003226358958708,100.03226358958707,3231042113943663.0,1750564612817774.0,1160374257639210.2,0.0717888007817703,0.0388948611046743,0.0257817365036698,0.0402854253567193,0.0218264688465197,0.0144678307782644
13,13,2.25,0.02,513,500000.0,17.15,2.43,0.81,,0.513,500000.0,100.0,513.0,0.5128330383259708,0.0574265456529237,0.0458907924695,-1.1221540150302048e-05,-1.596263198016249e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003256997071923,100.0325699707192,3231052010054230.5,1750569974487586.0,1160377811660342.8,0.0719449420527552,0.0389794577685206,0.0258378120065622,0.0403746366282702,0.0218748031267718,0.0144998695011744
14,14,2.25,0.02,514,500000.0,17.15,2.43,0.81,,0.5140000000000001,500000.0,100.0,514.0,0.5137943448463261,0.0583466695174122,0.0459185791287324,-1.98256190050054e-05,1.2457687530927476e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0004007468517642,100.0400746851764,3231294412331198.0,1750701306990587.5,1160464866348046.5,0.072085185604515,0.0390554411169973,0.0258881781118381,0.0404642438898991,0.0219233519527317,0.0145320504372393
15,15,2.25,0.02,515,500000.0,17.15,2.43,0.81,,0.5149999999999999,500000.0,100.0,515.0,0.5146788691814095,0.0578947282312204,0.0457138103120971,-1.0810789012285205e-05,8.305315377589457e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0006242277442172,100.06242277442172,3232016255613821.0,1751092398552380.0,1160724104183292.0,0.0722307594462494,0.0391343123934788,0.0259404585008201,0.0405542497840454,0.0219721167560617,0.0145643745354465
16,16,2.25,0.02,516,500000.0,17.15,2.43,0.81,,0.516,500000.0,100.0,516.0,0.5157798683024112,0.0576534212126689,0.046542740434261,1.1549618082396974e-05,6.114896687726013e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000426961367095,100.04269613670952,3231379085215717.0,1750747182392416.5,1160495275185830.5,0.0723843649482175,0.0392175351886627,0.0259956233250564,0.040644656976712,0.0220210989811907,0.0145968427532464
17,17,2.25,0.02,517,500000.0,17.15,2.43,0.81,,0.5170000000000001,500000.0,100.0,517.0,0.5168090680785553,0.0586854434046965,0.0458746257939405,1.549188325512775e-06,1.2794403165904952e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003696292442208,100.0369629244221,3231193902458834.0,1750646851177386.8,1160428769923296.2,0.0725112672499242,0.0392862903056864,0.0260411981454836,0.0407354681577277,0.0220703000854561,0.0146294560566451
18,18,2.25,0.02,518,500000.0,17.15,2.43,0.81,,0.5179999999999999,500000.0,100.0,518.0,0.517547041199282,0.057629008986556,0.0456371408610975,-3.344734722956065e-06,1.0336045326877658e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0008778829473963,100.08778829473962,3232835561920090.0,1751536295157943.5,1161018344218979.5,0.0726702858424879,0.0393724458898928,0.0260983069898718,0.0408266860410147,0.0221197215392494,0.0146622154203024
19,19,2.25,0.02,519,500000.0,17.15,2.43,0.81,,0.519,500000.0,100.0,519.0,0.5181637148961045,0.0580007751293139,0.0452865958447736,1.3149479691544054e-06,3.707207121371195e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.00161821952373,100.161821952373,3235226849061647.5,1752831884166527.5,1161877134647526.8,0.072797146743884,0.0394411785764077,0.0261438669420759,0.0409183133648585,0.0221693648261616,0.0146951218276271
20,20,2.25,0.02,520,500000.0,17.15,2.43,0.81,,0.5199999999999999,500000.0,100.0,520.0,0.4863800344230705,0.0577522395427332,0.045460907867557,-5.07847121390554e-06,-1.990712947354684e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.09481946534856,109.48194653485598,3536266873075848.5,1915934064359979.5,1269990579804329.5,0.072950866096706,0.0395244630554907,0.0261990726539253,0.041010352892182,0.0222192314431327,0.0147281762708765
21,21,2.25,0.02,521,500000.0,17.15,2.43,0.81,,0.521,500000.0,100.0,521.0,0.5206392944371714,0.0573513928122068,0.0461634511792561,1.946464090658389e-05,-9.196821759449044e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0006931761285236,100.06931761285234,3232238958895130.5,1751213058224916.2,1160804084309087.5,0.073091156223815,0.0396004716382899,0.026249455485952,0.041101609668829,0.0222686739691798,0.0147609496024278
22,22,2.25,0.02,522,500000.0,17.15,2.43,0.81,,0.5220000000000001,500000.0,100.0,522.0,0.5217187607863139,0.0575383594193145,0.0453858277087001,-6.690137911275168e-06,-7.65173409607277e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005395231627252,100.05395231627254,3231742659815603.0,1750944165534769.2,1160625846868761.5,0.073236849091442,0.039679407402484,0.0263017786210751,0.0411932734827803,0.0223183370262741,0.0147938691145587
23,23,2.25,0.02,523,500000.0,17.15,2.43,0.81,,0.5229999999999999,500000.0,100.0,523.0,0.5227303407119621,0.0575811661456105,0.04527924244548,5.037662548589871e-06,6.0406089614731365e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005164211829158,100.0516421182916,3231668040420818.0,1750903737070102.5,1160599048572182.5,0.0733636168421396,0.0397480896203543,0.0263473051197776,0.0412853470634166,0.0223682220931824,0.0148269357874809
24,24,2.25,0.02,524,500000.0,17.15,2.43,0.81,,0.524,500000.0,100.0,524.0,0.5238384679391175,0.0576844560810734,0.0453646355958799,2.942191938554852e-06,-4.080116856229637e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003084445136683,100.03084445136687,3230996275779149.0,1750539777898920.2,1160357795635855.5,0.0735174500458154,0.0398314357833364,0.0264025517192402,0.0413778331645766,0.0224183306619223,0.0148601506101885
25,25,2.25,0.02,525,500000.0,17.15,2.43,0.81,,0.5250000000000001,500000.0,100.0,525.0,0.5248252934607308,0.0577880879325899,0.0450840367007869,2.6817206072498345e-06,-4.389238868584937e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003331961282136,100.03331961282136,3231076223494130.0,1750583093224373.8,1160386507508728.0,0.073657750523002,0.0399074499737627,0.0264529382683227,0.04147073456483,0.022468664237911,0.0148935145805581
