,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
27,27,0.02,770,100000.0,17.15,2.43,0.81,1.2002248790949313,,0.077,205.0,0.0037188769797492,770.0,0.0507486810940918,0.0001460281497754,9.65589783413433e-05,-1.1824253514572115e-06,-5.851864689145796e-06,83638322862.68294,53998093745.95881,39122585826.96189,30000180595.637035,23588836682.54936,18806360886.59185,1.5172808108497695,0.0056425806792844,126902822331.2064,81930271463.21027,59359948746.07245,45518698339.78769,35790889248.70129,28534530495.141483,2.8058487225543507e-06,1.811495940756941e-06,1.3124612463335414e-06,1.0064282199783917e-06,7.913442666819062e-07,6.309046124247832e-07,1.5804044598132528e-06,1.0203316524846672e-06,7.392485526266322e-07,5.668743416386923e-07,4.457275255998793e-07,3.5535930899552085e-07
28,28,0.02,780,100000.0,17.15,2.43,0.81,1.2027528561911225,,0.078,223.0,0.0029329969180236,780.0,0.0661408269326102,0.0001627395303768,9.04462039391134e-05,5.7754357240361406e-06,2.103801923858013e-06,65712963451.417725,42587115249.70355,30855127577.608906,23660486137.69687,18603999451.02408,14832165414.44565,1.1793018566198583,0.0034588887108856,77495419802.24982,50223064082.05927,36387509238.51677,27902855230.714336,21939731093.14752,17491600210.948605,2.233539893788956e-06,1.447507704350057e-06,1.0487452513610609e-06,8.042041770655586e-07,6.323375598273012e-07,5.041354311913388e-07,1.2558544996668482e-06,8.138914683662311e-07,5.896789426455062e-07,4.521806112472718e-07,3.5554501266163934e-07,2.834606856424264e-07
29,29,0.02,790,100000.0,17.15,2.43,0.81,1.205406795062256,,0.079,229.0,0.0020700547494437,790.0,0.0441509877936141,0.0001437295887079,7.27807957449783e-05,-1.084956324610686e-06,4.151373237188117e-06,46202881133.07633,30057194961.92304,21776975964.1481,16699131663.762615,13130357275.721617,10468266867.936972,1.7893144400140986,0.0037039788547994,82671482381.66843,53781772971.68791,38965857552.49014,29879997421.66711,23494337875.992867,18731021068.720783,1.5910064199390355e-06,1.0350261493875529e-06,7.498949787573728e-07,5.75038288368415e-07,4.521467538268077e-07,3.604770824692048e-07,8.933513500573553e-07,5.811679929836277e-07,4.210666175060443e-07,3.228844489944163e-07,2.538807561635778e-07,2.024081639475348e-07
30,30,0.02,800,100000.0,17.15,2.43,0.81,1.2081915211478749,,0.08,230.0,0.0013452780978221,800.0,0.0502554064842115,9.777296099618975e-05,8.59836874620157e-05,-7.790400506430383e-06,-3.2917183441936253e-07,29911906842.88685,19533437980.376976,14152325589.088554,10852358415.130928,8533098974.485618,6803071340.68639,1.591868529113044,0.002141505866828,47615823148.9527,31094665186.34357,22528641719.031296,17275527827.702038,13583571713.290443,10829595168.54955,1.0431380670375557e-06,6.812027345656806e-07,4.935435790379449e-07,3.78461601910561e-07,2.9758050587810685e-07,2.3724808737593986e-07,5.849423961922864e-07,3.819862129863596e-07,2.767558512821284e-07,2.122233319670085e-07,1.6686904607248478e-07,1.3303748478457444e-07
31,31,0.02,810,100000.0,17.15,2.43,0.81,1.21111222038318,,0.081,213.0,0.0007452920882572,810.0,0.0428130994697539,0.0001927038769598,0.0001376134452935,-3.279995185551987e-06,1.1471259663854808e-05,16508096849.728268,10821641121.495918,7840472768.46674,6012271275.971596,4727387715.81602,3768942090.317138,1.891944311512036,0.0014100511267933,31232399928.733154,20473942361.038933,14833737853.865671,11374882439.841673,8943954297.249996,7130628548.193792,5.829370483224879e-07,3.821358446581882e-07,2.768642621077231e-07,2.123064641086505e-07,1.669344120294e-07,1.3308959823942546e-07,3.263798473237774e-07,2.1395352893660106e-07,1.5501316283836382e-07,1.1886798332861989e-07,9.346468554027965e-08,7.451535783969637e-08
32,32,0.02,820,100000.0,17.15,2.43,0.81,1.2141744627673512,,0.0819999999999999,239.0,0.0003512205902747,820.0,0.0542799439459713,0.0002009466533788,0.0001156345015743,-1.2611143079071937e-06,-1.7568001973349097e-06,7748391637.771228,5099722970.789012,3694840609.690111,2833296501.746209,2227792204.1125827,1776122525.019286,1.5106868953589996,0.0005305843431082,11705393707.29025,7704084661.932227,5581747289.499106,4280223895.854495,3365496488.33582,2683165023.0985723,2.770415086957657e-07,1.823391242733095e-07,1.3210796056165396e-07,1.0130369941548121e-07,7.96540678557577e-08,6.350474872246047e-08,1.5482539339350253e-07,1.0190071076187932e-07,7.38288896153561e-08,5.661384529725072e-08,4.45148903830992e-08,3.5489799884491994e-08
33,33,0.02,830,100000.0,17.15,2.43,0.81,1.216577539692153,,0.083,237.0,3.658181097980941e-05,830.0,0.0558810872528283,0.000110164238575,6.50769788136385e-05,5.690795282795243e-06,-4.621624339706075e-06,803733894.348138,531167895.42683256,384840651.5075949,295105469.17412245,232038427.04493105,184994218.1248961,1.485296798619448,5.433484673601267e-05,1193783380.2172308,788941974.6069039,571602587.6628534,438319208.6194142,344645932.8465284,274771319.9440161,2.9095209872032116e-08,1.922830616377514e-08,1.3931252124167665e-08,1.068283373437838e-08,8.399803443307556e-09,6.6968005695737515e-09,1.62259360629415e-08,1.072332070414065e-08,7.769237865534411e-09,5.957646564759134e-09,4.6844368613198445e-09,3.734699228707938e-09
34,34,0.02,840,100000.0,17.15,2.43,0.81,1.2199181257968412,,0.084,235.0,1.3136411789593424e-05,840.0,0.0628895824766004,0.0001465700726162,8.25990626673684e-05,-4.097247024035485e-06,-3.956845594202747e-06,287429910.59099233,190740699.1848965,138195052.02652282,105971433.90665014,83324259.98139109,66430834.41997394,1.3356743150784018,1.754596781965304e-05,383912748.9616699,254767452.7413621,184583581.46275,141543322.40114105,111294073.88005924,88729959.26398541,1.053111294988346e-08,6.988527544421951e-09,5.063313344856676e-09,3.88267573697327e-09,3.052908416960636e-09,2.4339520518004e-09,5.8607495145298906e-09,3.88923845069034e-09,2.8178228995359767e-09,2.160777312790563e-09,1.6989972102430323e-09,1.354537110546904e-09
35,35,0.02,850,100000.0,17.15,2.43,0.81,1.225131389594826,,0.085,229.0,0.0022111283734534,850.0,0.067812346519986,0.0001171262771665,0.0001495265468068,1.969888229919173e-06,4.103257659542331e-06,48175506401.33984,32105583982.54445,23261070488.73055,17837172588.649178,14025187272.815388,11181676184.55422,1.2534590581517238,0.0027715588884415,60386024879.80577,40243035060.171234,29156799506.40505,22358165553.057945,17579998029.38472,14015773298.848892,1.7861757605172511e-06,1.1903604169540586e-06,8.624374370769074e-07,6.613386696672445e-07,5.200038653401923e-07,4.145766273096883e-07,9.91836992533555e-07,6.609895409401394e-07,4.788987583120018e-07,3.672315858652964e-07,2.887504585525691e-07,2.3020827193762293e-07
36,36,0.02,860,100000.0,17.15,2.43,0.81,1.2270854739722483,,0.086,226.0,0.0021707837410797,860.0,0.0535416699256074,0.0001409372623839,0.0001412336210222,-3.655078952090729e-06,-1.5910052160768468e-06,47089395116.96177,31519779920.478382,22836644956.159267,17511712439.290573,13769281269.669031,10977653378.640438,1.6062255831671135,0.0034867683804455,75636191132.72853,50627876884.06946,36680803362.28724,28127760525.05429,22116571837.16616,17632587699.91317,1.7667062432520383e-06,1.1825633315765618e-06,8.567883091036797e-07,6.570067765721849e-07,5.165977418863727e-07,4.118610721613411e-07,9.785419375121934e-07,6.549972968803953e-07,4.745572701915813e-07,3.639024238246659e-07,2.86132772321787e-07,2.281213037413333e-07
37,37,0.02,870,100000.0,17.15,2.43,0.81,1.2291293841506865,,0.087,243.0,0.0022038471709904,870.0,0.0274660764666805,0.0001944715118953,0.0001235605712238,1.1293250006479749e-06,-3.7275171248229033e-06,47596371650.39705,31999860922.781338,23184472238.81954,17778435128.379963,13979002605.592426,11144855143.698708,3.167543791904201,0.0069807824247764,150763591538.3803,101360960807.75388,73437831108.64813,56313971820.67152,44279102920.35694,35301816722.09445,1.8065576693369288e-06,1.2145798547920088e-06,8.799848534718962e-07,6.74794468912337e-07,5.305840233433685e-07,4.230117304189525e-07,9.98043008247002e-07,6.710015144314462e-07,4.861526123842159e-07,3.727940232037518e-07,2.931241464213956e-07,2.33695224413211e-07
38,38,0.02,880,100000.0,17.15,2.43,0.81,1.2303568559527955,,0.088,263.0,0.0026357556041215,880.0,0.0755235269298282,0.0001187672010683,0.0001142754113935,-5.455049458565156e-07,2.0417696220546144e-06,56671800184.70146,38271171371.8446,27728148955.35848,21262640458.44837,16718597796.942858,13329016090.04257,1.165199820206545,0.0030711819560307,66033971385.99538,44593562001.5672,32308834177.444004,24775224839.300453,19480507147.103355,15530967151.647749,2.176306404141364e-06,1.4696867768287531e-06,1.064814386517802e-06,8.165263931596109e-07,6.420263929355911e-07,5.118599194506202e-07,1.1987562307051531e-06,8.095349889867816e-07,5.865225953265112e-07,4.497602449143504e-07,3.536419032467739e-07,2.819434186849969e-07
39,39,0.02,890,100000.0,17.15,2.43,0.81,1.2316484350560246,,0.089,266.0,0.0028636603447114,890.0,0.039402046016562,0.0001242834536993,0.0001053016857769,-2.86253905393338e-06,-3.05851009147582e-06,61286262531.36771,41580348205.20999,30125706826.364265,23101148000.787125,18164197566.504616,14481530363.205711,2.258765952473387,0.0064683384860823,138431323160.19882,93920274817.91624,68046920873.5867,52180086567.22661,41028671017.22057,32710387724.118626,2.3802550953353142e-06,1.6149106111767157e-06,1.1700316549296865e-06,8.972096350111961e-07,7.054668048687265e-07,5.624382204353067e-07,1.3073398636343172e-06,8.869793083669306e-07,6.426323914614401e-07,4.927866446691481e-07,3.8747312348288164e-07,3.0891558969776645e-07
40,40,0.02,900,100000.0,17.15,2.43,0.81,1.2339391645767503,,0.09,263.0,0.0029889036305072,900.0,0.0641911586053538,0.0001458104348096,7.935291061720678e-05,-5.507717744063319e-06,2.759324122757531e-06,63668389524.73045,43398880714.965126,31443266192.936165,24111485587.301907,18958615728.307423,15114885659.475113,1.4020622458821543,0.0041906289369143,89267045208.74341,60847932163.99572,44085416416.3385,33805803634.087708,26581159346.84744,21192010533.975647,2.500924085472836e-06,1.7047283098068652e-06,1.235106185893128e-06,9.47110418403029e-07,7.447032829962082e-07,5.937197701579419e-07,1.3692892403603309e-06,9.333614506395008e-07,6.762370840721452e-07,5.185555662747145e-07,4.077349642841841e-07,3.250694804327793e-07
