,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
0,0,0.02,500,100000.0,17.15,2.43,0.81,1.132207708766776,,0.0499999999999999,39819.3,0.3963892786470085,500.0,0.0469713250856102,0.0041309551134694,0.0021186460624638,-9.010673296731128e-05,7.11529810407011e-07,9644654167169.172,5755572325954.564,4170015211366.53,3197672310845.418,2514297194457.976,2004540582117.9224,1.0650266711805692,0.4221626190063405,10271752244460.666,6129801227972.065,4441150751946.703,3405585847524.15,2677777492357.2188,2134876364315.065,0.000209280449988,0.0001248908198714,9.048563533390032e-05,6.938665591621424e-05,5.455802138050663e-05,4.3496754551666725e-05,0.0001170263226713,6.983697419327889e-05,5.0598138327361846e-05,3.8799922232588215e-05,3.0507983974377964e-05,2.4322698243485636e-05
1,1,0.02,550,100000.0,17.15,2.43,0.81,1.1446849391252194,,0.055,65545.6,1.160826707418677,550.0,0.0517921259032618,0.0040815538993192,0.0022228583286592,-8.003405298277774e-05,-1.4052075148152123e-06,27922003945124.79,16855203791719.195,12211896962044.486,9364389048746.473,7363123805156.672,5870300659416.252,1.0631788520061318,1.234161137729653,29685957375357.164,17920019719834.562,12983375168915.95,9955977898065.111,7828284096619.189,6241152873498.855,0.000664650263113,0.0004012181810806,0.0002906897565405,0.0002229082001912,0.0001752704492144,0.0001397355607248,0.0003790217805838,0.0002287976667361,0.0001657680064782,0.000127115067325,9.99492837539354e-05,7.968524798104283e-05
2,2,0.02,600,100000.0,17.15,2.43,0.81,1.1570811972818376,,0.06,58776.5,1.4292837533404823,600.0,0.0560176433650326,0.0039534449756893,0.0022115576702645,-6.832080265640473e-05,-1.033364637084337e-07,33941629269728.1,20753200098503.81,15036065085141.877,11530032038197.674,9065946847438.682,7227887940642.82,1.071533240246321,1.5315380257748343,36369892095847.11,22237932134250.59,16111780031151.256,12354917253925.588,9714545697489.775,7744987796343.338,0.0008835755398744,0.0005402516135992,0.0003914219679795,0.0003001521878033,0.0002360066105412,0.0001881578794745,0.0005042845679053,0.0003083387206064,0.0002233969242961,0.0001713063677088,0.000134696453499,0.0001073876659852
3,3,0.02,650,100000.0,17.15,2.43,0.81,1.1690582049414966,,0.0649999999999999,63477.1,1.7856126947470046,650.0,0.0605111218846445,0.0039046807068641,0.0022260343047433,-6.685717101266021e-05,-2.2788468363532044e-06,41811357271121.7,25927096327726.504,18784645548738.484,14404537608524.084,11326141322780.25,9029843397335.602,1.0748875445273882,1.9193437751560765,44942763089240.09,27868871615266.23,20191496514641.93,15483346234184.068,12174397565814.994,9706121470964.275,0.0011811048641279,0.0007323995580153,0.0005306365943747,0.0004069054569221,0.000319945619593,0.0002550788267825,0.000670633083242,0.0004158575488719,0.0003012962406427,0.0002310415183711,0.0001816655945243,0.0001448341339287
4,4,0.02,700,100000.0,17.15,2.43,0.81,1.1816434119664396,,0.07,65262.4,1.6694316922665002,700.0,0.0658082952143899,0.0038982012235412,0.0021983032954199,-6.329933682685702e-05,-5.166699315824739e-07,38485641993471.61,24240148171709.586,17562421402643.584,13467305461513.855,10589205224046.41,8442316067791.693,1.064327033087181,1.7767903271653378,40960595599998.02,25798995550440.703,18691834241779.35,14333367569242.78,11270181045209.734,8985228684475.113,0.0011722969363663,0.0007383702068314,0.0005349624363544,0.0004102226211094,0.0003225538720338,0.0002571582738254,0.0006672372140596,0.0004202587795528,0.0003044850110809,0.0002334867475656,0.0001835882533542,0.0001463669867905
5,5,0.02,750,100000.0,17.15,2.43,0.81,1.1948713752184863,,0.0749999999999999,67378.4,1.1923629941690972,750.0,0.0697709025136304,0.0038234980002376,0.0022307299490334,-6.212294084652649e-05,-1.408648067639692e-06,27019020619232.195,17313110675335.293,12543658698658.902,9618792273962.107,7563158472014.584,6029779661513.124,1.075592042196715,1.282511089552473,29061782143918.12,18622061020301.914,13492016662092.016,10346016959419.8,8134967841031.334,6485658579866.856,0.0008827123771623,0.0005656199495781,0.0004098017816502,0.0003142462901684,0.0002470886597915,0.0001969931188027,0.0004990463956208,0.0003197764123752,0.0002316837367897,0.0001776609034869,0.0001396929603096,0.0001113711651089
6,6,0.02,800,100000.0,17.15,2.43,0.81,1.2081915211478749,,0.0799999999999999,69381.9,0.2898570113971715,800.0,0.0741723138823772,0.0037436459466117,0.0021917988810884,-5.286539579234897e-05,-1.8508402555001725e-06,6444894878394.354,4208723805486.931,3049295759898.2446,2338276510940.983,1838563023292.259,1465806906635.4966,1.079096865329902,0.312776862527763,6954511776923.349,4541520043903.119,3290412593792.0674,2523170950011.465,1983943639013.6008,1581712593802.8977,0.0002247571584459,0.000146773659005,0.0001063401441276,8.154429112908037e-05,6.411744621690304e-05,5.111807118380556e-05,0.0001260331637556,8.230371271962162e-05,5.963051362330712e-05,4.572617427749226e-05,3.595402546698071e-05,2.8664591957515607e-05
7,7,0.02,850,100000.0,17.15,2.43,0.81,1.225131389594826,,0.0849999999999999,71184.4,0.4912667640090579,850.0,0.0785185386910142,0.0037203335431347,0.0021985925032608,-4.962631827536653e-05,-2.9472220060091305e-06,10703596145039.414,7133193413411.5205,5168126357375.29,3963048985261.0703,3116105084109.454,2484336025593.806,1.0834572456069889,0.5322273585490702,11596035230963.238,7727941246132.5,5599031811936.219,4293478101415.35,3375918135276.752,2691473752182.6484,0.0003968511264907,0.0002644733417843,0.0001916156718712,0.0001469357057971,0.0001155340500645,9.21103091875752e-05,0.0002203655633911,0.0001468581366509,0.0001064013496947,8.159122509390329e-05,6.415434991578387e-05,5.114749290936766e-05
8,8,0.02,900,100000.0,17.15,2.43,0.81,1.2339391645767503,,0.0899999999999999,72983.0,0.592433429765987,900.0,0.0842748576158441,0.003700549291277,0.0022279937455305,-4.760812645265049e-05,-8.705447260141216e-07,12619772008979.64,8602133400202.13,6232399681138.183,4779160477922.217,3757805245005.655,2995935854326.596,1.0686408111867458,0.6331221215628202,13486505700936.398,9192933205092.152,6660444718840.869,5107396154647.271,4015893617072.9688,3201698568743.182,0.0004957105402857,0.0003378958187509,0.0002448115711611,0.0001877276563267,0.0001476083456154,0.0001176817600153,0.0002714081219374,0.0001850024603569,0.0001340375952447,0.0001027833917148,8.081753485153266e-05,6.443233071798845e-05
9,9,0.02,950,100000.0,17.15,2.43,0.81,1.2438372185643578,,0.0949999999999999,74596.2,0.9153163088271836,950.0,0.0885313767097272,0.0038014256415121,0.0022162491771326,-4.717568006663954e-05,-2.4477130658003302e-06,19028244548018.977,13290392804170.707,9629127568861.977,7383856663308.891,5805851346890.826,4628754573739.067,1.0741014982126134,0.9831434023382686,20438282269256.55,14275242201951.66,10342668592598.584,7931017826662.811,6236078601031.638,4971756185624.623,0.0007893102354363,0.0005512985208292,0.0003994256500774,0.0003062896120888,0.0002408324047947,0.000192005276848,0.0004246115449658,0.0002965725087009,0.0002148720930808,0.0001647693132018,0.0001295564340695,0.0001032897504476
