,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
14,14,0.02,1200,100000.0,17.15,2.43,0.81,1.2978919623625709,,0.0012,5.392,0.0002112713135877,12.0,0.0007613106923683,1.3402162304491686e-06,9.4645623544756e-07,3.5174622313798437e-09,-1.4026979306123756e-08,3754192606.750169,3067659473.2937098,2222574218.942826,1704325686.7121456,1340093942.0869143,1068399032.8131052,0.016374653057201,0.0003460278819064,6148753912.3165455,5024324845.282194,3640213317.656245,2791406923.339632,2194854854.9328485,1749862998.801106,1.969683769531701e-07,1.6094856359081006e-07,1.1661011632061444e-07,8.941956353216698e-08,7.030969275871267e-08,5.6054881961344795e-08,1.2543536289689937e-07,1.0249686672570725e-07,7.426081528611846e-08,5.6945056740790646e-08,4.477531857032789e-08,3.5697428032500114e-08
15,15,0.02,1250,100000.0,17.15,2.43,0.81,1.3093104754810685,,0.00125,5.566000000000001,0.0002546016452955,12.5,0.0007880608096168,1.5357745256553191e-06,1.1163278148401429e-06,-1.0601287620753471e-08,2.8657154071327198e-09,4347122231.58995,3696815889.690824,2678409308.5087786,2053871472.598889,1614938236.109428,1287520520.2594004,0.0160741212748058,0.0004085511324943,6975688270.77374,5932162443.818477,4297957913.840935,3295781985.832208,2591439833.4118867,2066043077.024107,2.376239116821774e-07,2.0207663959701238e-07,1.4640814384025966e-07,1.1226943881743105e-07,8.827631714627064e-08,7.037889576047461e-08,1.5090349430838538e-07,1.2832913496547136e-07,9.29767561871046e-08,7.12969099012712e-08,5.606003464779511e-08,4.46942448705502e-08
16,16,0.02,1300,100000.0,17.15,2.43,0.81,1.320797754381538,,0.0012999999999999,5.792,0.0003068296444949,13.0,0.0008988835398954,1.4592032997689318e-06,1.104760940191881e-06,5.706877983552806e-09,1.2355020738114295e-09,5016349863.296916,4447525935.449669,3227847860.087138,2475194742.1409645,1946220435.031627,1551637512.2110891,0.0148361868181283,0.0004553940457347,7445225388.269734,6600981572.65193,4790745361.129618,3673663766.9422655,2888564432.095548,2302927689.280654,2.8515278810926295e-07,2.528181756142923e-07,1.8348596927635906e-07,1.4070164583197608e-07,1.106322721596906e-07,8.820233332989996e-08,1.80341094959966e-07,1.5989149858353205e-07,1.1604326518599573e-07,8.89848878569798e-08,6.996791169912272e-08,5.5782394681138814e-08
17,17,0.02,1350,100000.0,17.15,2.43,0.81,1.3302547444368489,,0.00135,6.135,0.0003682498433338,13.5,0.0008937152082971,1.536676826136e-06,1.0574761340045931e-06,-4.395634197709928e-09,2.070933724796175e-09,5738964962.122404,5274842217.386216,3873988351.87174,2970671486.17389,2335808756.266392,1862239457.7391047,0.0153615709368386,0.0005660648358068,8821799432.621342,8108361069.919411,5955002072.688189,4566445030.453957,3590549253.5229263,2862589874.6753016,3.38665185320108e-07,3.112765853905437e-07,2.286100353938004e-07,1.753039121218429e-07,1.378396819869653e-07,1.098936263295103e-07,2.2038697416792387e-07,2.0256379385056362e-07,1.4876838880630636e-07,1.1407933388787769e-07,8.969941922038034e-08,7.15134735925372e-08
18,18,0.02,1400,100000.0,17.15,2.43,0.81,1.3411336168348729,,0.0014,6.515000000000001,0.0004411202603501,14.0,0.000911608525341,1.405118259343189e-06,1.145699515010485e-06,-4.352627253401842e-09,5.778423187166701e-09,6527919909.4861,6239941441.436336,4640585138.883911,3558517140.244915,2798025811.401202,2230745156.5908685,0.0154246296913835,0.0006796632206104,10057998846.04385,9614291334.387506,7150057080.822401,5482843200.664858,4311103808.332366,3437056906.627269,3.99314430706441e-07,3.816987185623781e-07,2.838657089198385e-07,2.176753492258875e-07,1.7115591175651474e-07,1.3645521768133298e-07,2.6093831457227656e-07,2.4942704955555744e-07,1.8549652593161923e-07,1.422433911302635e-07,1.1184453079698297e-07,8.916881479431544e-08
19,19,0.02,1450,100000.0,17.15,2.43,0.81,1.3514146346328102,,0.00145,6.63,0.0005017770524191,14.5,0.0009316586527811,1.5377755185678998e-06,9.887189038752574e-07,-8.840498443239593e-09,-1.7171069391801072e-09,7011950506.722229,7007366589.606967,5278694591.449254,4047835481.865126,3182771843.4945445,2537486554.083544,0.0158486953017141,0.0007960481861977,11124164518.232946,11116892326.554008,8374426918.800003,6421720718.056999,5049333645.05213,4025615677.601864,4.438015397432675e-07,4.4351141369747474e-07,3.341000175733899e-07,2.561962777342715e-07,2.014445258049441e-07,1.606030217555735e-07,2.891883740966812e-07,2.889993231990335e-07,2.1770506006719405e-07,1.6694170338042346e-07,1.3126456235800496e-07,1.0465156737260457e-07
20,20,0.02,1500,100000.0,17.15,2.43,0.81,1.3631157993992875,,0.0014999999999999,6.871,0.0005756803078603,15.0,0.0009744154308766,1.6378009283873e-06,1.1152441849430034e-06,-8.946050311282354e-09,2.291906950594818e-09,7555540035.772456,7931221834.755389,6056156838.690569,4644013043.509203,3651540192.75801,2911215316.849639,0.0159728723234501,0.0009204099142602,12079958028.028809,12680606074.643816,9682712298.018051,7424946778.337606,5838160086.152899,4654512936.414191,4.938974263335494e-07,5.184553365238909e-07,3.958843791363477e-07,3.035740766628247e-07,2.386972069260317e-07,1.903029757882614e-07,3.208637874837013e-07,3.36817999140265e-07,2.571889516377776e-07,1.9721894228725777e-07,1.550712471709528e-07,1.2363160916656282e-07
21,21,0.02,1550,100000.0,17.15,2.43,0.81,1.373933798538699,,0.00155,7.247999999999999,0.0006668093910688,15.5,0.0010209548857994,1.4952227695073998e-06,9.958480360749906e-07,1.8088675724638175e-08,-7.085706088271165e-09,8162945608.642118,9060458388.651297,7014834794.044077,5379151357.752238,4229571967.549578,3372055090.635066,0.0155620092616879,0.0010350117416932,12670404263.810816,14063510416.89035,10888323522.612514,8349439720.239082,6565079477.559998,5234054377.742536,5.501125139010561e-07,6.105971765878266e-07,4.72739693263019e-07,3.6250866022364776e-07,2.850368701870085e-07,2.2724758829192846e-07,3.590443721032637e-07,3.985211649183333e-07,3.085451104034307e-07,2.366001336144938e-07,1.8603627711872245e-07,1.4831869042872137e-07
22,22,0.02,1600,100000.0,17.15,2.43,0.81,1.383562410751065,,0.0015999999999999,7.297,0.0007341404168964,16.0,0.0010514708716393,1.6066936802045997e-06,9.80347819226793e-07,7.989197754851397e-09,4.6347621164367315e-09,8315441468.403275,9832497636.049664,7723157185.750755,5922310743.103739,4656652664.374243,3712548088.2453966,0.0160084516392565,0.0011812620916355,13379886947.7365,15820892647.025335,12426877204.00565,9529241293.223722,7492745447.244089,5973642397.400814,5.765267013913322e-07,6.817073332894597e-07,5.354624109310979e-07,4.10606014161708e-07,3.228553300889692e-07,2.573986133154527e-07,3.754403895705476e-07,4.4393514847730843e-07,3.486988818994855e-07,2.673910532588545e-07,2.102468638677221e-07,1.676207457952185e-07
23,23,0.02,1650,100000.0,17.15,2.43,0.81,1.3943885337529478,,0.00165,7.62,0.0008309281283251,16.5,0.0009929593974134,1.4771554200420002e-06,1.095725164229545e-06,-8.847934505923975e-09,6.155004341867036e-09,8625042239.956394,10963075987.894918,8741363909.980337,6703097211.198801,5270577117.966281,4202003544.940168,0.0173624330896609,0.0014322926943286,14867212418.7998,18897342753.918068,15067719144.337204,11554305165.149076,9085032560.12651,7243104155.219892,6.13851870567893e-07,7.802517964690303e-07,6.22130586514464e-07,4.770653461418425e-07,3.751116264506888e-07,2.990603019014872e-07,3.98890153818523e-07,5.070193218158277e-07,4.0426978762870033e-07,3.100042183270652e-07,2.4375316187536564e-07,1.943338703458496e-07
