,Simulation Number,M3.radius,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
54,54,306.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75647.0,75.64699999999999,1000.0,0.0999760471181616,0.1343295849774482,0.3233928220951673,-0.000391084015067,-1.7971162853844204e-06,2314798199999999.5,1323822499999999.8,877505199999999.9,1.0002395862061844,75.66512397773921,2315352793718819.5,1324139669610436.2,877715438141774.9,0.1011071661918975,0.05782272576334,0.0383282067916997,0.0532753551808182,0.0304679318844548,0.0201958862776958
55,55,306.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46531.0,46.531,1000.0,0.099236458114774,0.1364377486247136,0.3495537688976208,-0.0011294619202399,-0.0007089934549798,1423848600000000.0,814292500000000.0,539759600000000.0,1.0076941670403323,46.889017286553695,1434803928968543.2,820557802514689.8,543912600524022.9,0.0621917267052914,0.0355671639654444,0.023575948685666,0.032770044442194,0.0187410384881828,0.0124226312264526
56,56,307.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90055.0,90.05499999999999,1000.0,0.0998979432897613,0.1382579644920877,0.0770952880908461,0.000105467632743,-6.427855806714081e-05,2755683000000000.0,1575962500000000.0,1044638000000000.0,1.0010216097236624,90.1470010636644,2758498232548131.0,1577572518614127.2,1045705212338507.2,0.1203644011185021,0.0688358503128688,0.0456283350645302,0.0634223711556121,0.0362709638961834,0.0240424674968987
57,57,307.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89844.0,89.84400000000001,1000.0,0.0997120333945531,0.1459341935388615,0.1617920888033937,0.0002276825117973,-0.0002947112293728,2749226400000000.5,1572270000000000.2,1042190400000000.0,1.0028879824795809,90.10346789789548,2757166117675602.0,1576810688213171.0,1045200227615587.6,0.1200823858096797,0.0686745670480194,0.0455214273004014,0.0632737717406564,0.0361859805706368,0.0239861356925364
58,58,307.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75595.0,75.595,1000.0,0.0993676615089498,0.1483238386482012,0.3130782741409589,-0.0001895029269452,-0.0001400463309662,2313207000000000.0,1322912500000000.0,876902000000000.0,1.006363624558008,76.07605819846262,2327927380872956.0,1331331018473095.8,882482275102166.4,0.1010376647887754,0.0577829782288748,0.0383018598545684,0.0532387335240519,0.0304469881265002,0.0201820035581373
59,59,307.0,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46293.0,46.293,1000.0,0.0998253188590752,0.1356030780557725,0.3373412096642004,-0.0008030213100643,-0.000550662448064,1416565800000000.0,810127500000000.0,536998800000000.0,1.0017498680988075,46.374006643898106,1419044603303282.0,811545116268216.9,537938477069218.0,0.0618736241294633,0.0353852425576996,0.0234553607811037,0.0326024299362251,0.0186451805190829,0.012359091086935
60,60,307.5,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90101.0,90.101,1000.0,0.0999761359435069,0.1227109359104594,0.0640953691606194,0.0005054593901895,6.687889734390839e-05,2757090600000000.0,1576767500000000.0,1045171600000000.0,1.0002386975278434,90.1225068859562,2757748710710260.0,1577143870504233.8,1045421079877092.0,0.1204258831289563,0.0688710115933573,0.045651641970454,0.0634547672365977,0.0362894910666817,0.0240547483642004
61,61,307.5,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89816.0,89.816,1000.0,0.0998631687008355,0.1400898707104043,0.1475265367175056,0.0003169186045899,-0.0001445244206116,2748369600000000.0,1571780000000000.0,1041865600000000.0,1.0013701878374637,89.93906479080962,2752135382598774.0,1573933633839168.2,1043293151573391.6,0.1200449619772293,0.0686531645294612,0.0455072404881,0.063254052387013,0.0361747031625074,0.0239786603820049
62,62,307.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75754.0,75.754,1000.0,0.0999223501776214,0.1298001167489965,0.2735882457119488,-0.0003382075090813,0.0002983043434429,2318072400000000.5,1325695000000000.2,878746400000000.1,1.0007771016418303,75.81286855777523,2319873777867922.5,1326725199761066.8,879429275270192.8,0.1012501786944757,0.057904513959259,0.0383824206815659,0.0533507112822413,0.0305110276940922,0.0202244526429411
63,63,307.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46350.0,46.35,1000.0,0.0998325200641829,0.1384261823826483,0.3312893588450235,-0.0006743632154616,0.000865752229084,1418310000000000.0,811125000000000.0,537660000000000.0,1.0016776090166748,46.42775717792287,1420689369644440.0,812485750613650.2,538561983263905.3,0.0619498083598087,0.0354288119704788,0.0234842410775745,0.032642572906142,0.0186681380999178,0.0123743086833741
64,64,308.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90122.0,90.122,1000.0,0.099864070524859,0.1367522084108218,0.0696316671422199,0.0001691981475343,-0.0001754369114443,2757733200000000.0,1577135000000000.0,1045415200000000.0,1.0013611449485944,90.24466910505724,2761486874614751.0,1579281709338501.5,1046838161618664.0,0.120453951003294,0.068887063482276,0.0456622820796801,0.0634695567518302,0.0362979491227787,0.024060354847099
65,65,308.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89708.0,89.708,1000.0,0.0999320563032597,0.1381997504339983,0.1376486903635737,6.624814559980463e-05,-0.0001260212613822,2745064800000000.0,1569890000000000.0,1040612800000000.0,1.00067989891586,89.76899237194398,2746931166581486.0,1570957366509019.8,1041320311514550.2,0.1199006129092064,0.0685706119578795,0.0454525199263658,0.0631779920229598,0.036131204588294,0.0239498270413834
66,66,308.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75620.0,75.62,1000.0,0.0997607016247457,0.1331107682051613,0.2660634466817663,-0.0003449005812316,-0.0002074213599174,2313972000000000.5,1323350000000000.2,877192000000000.1,1.0023987238597662,75.80139149827552,2319522579847231.5,1326524351219821.8,879296141379996.1,0.1010710789248918,0.0578020876204446,0.0383145266512661,0.053256340089805,0.0304570572409015,0.0201886779425404
67,67,308.0,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46246.0,46.246,1000.0,0.0998975117767031,0.1411186880777094,0.3187911845192235,-0.0001984141160984,-2.649572228993332e-05,1415127599999999.8,809304999999999.9,536453600000000.0,1.001025933694184,46.29344532962123,1416579427086409.5,810135293268371.5,537003965823606.3,0.0618108055535644,0.0353493169015483,0.023431547203312,0.0325693295926093,0.0186262505840086,0.0123465432442571
68,68,308.5,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90100.0,90.1,1000.0,0.099899037764203,0.1354640229948605,0.0682587354446004,0.0003868933730959,-0.0001564507013935,2757060000000000.5,1576750000000000.2,1045160000000000.0,1.001010642725461,90.19105890956403,2759846402632660.0,1578343530917371.0,1046216283350943.0,0.1204245465635116,0.0688702472176945,0.0456511352985861,0.0634540629739676,0.0362890883021056,0.0240544813888243
69,69,308.5,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89736.0,89.736,1000.0,0.0999321396257073,0.1478685860541085,0.1339730295648263,0.0001015062767158,9.495323596430448e-05,2745921600000000.0,1570380000000000.0,1040937600000000.0,1.0006790645586778,89.79693653723751,2747786258039468.0,1571446389401656.2,1041644463831955.0,0.1199380367416568,0.0685920144764377,0.0454667067386673,0.0631977113766033,0.0361424819964234,0.0239573023519149
70,70,308.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75561.0,75.561,1000.0,0.0998920652293691,0.1344892337951376,0.2588925755378736,6.612519929450739e-05,-0.0002107328963971,2312166600000000.5,1322317500000000.2,876507600000000.1,1.0010805139565695,75.64264471507236,2314664928281214.5,1323746282513766.5,877454678694839.5,0.1009922215636571,0.0577569894563398,0.0382846330110595,0.0532147885946278,0.0304332941309146,0.0201729263953491
71,71,308.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46584.0,46.584,1000.0,0.0998958673658307,0.1416042112952082,0.3113044970488539,-0.0006181355184356,3.895446351654365e-05,1425470400000000.0,815220000000000.0,540374400000000.0,1.0010424118325925,46.63255971280948,1426956327211970.2,816069794974166.0,540937692668590.0,0.0622625646738582,0.0356076758755725,0.0236028022946652,0.0328073703615905,0.0187623850107135,0.0124367809213872
72,72,309.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90279.0,90.279,1000.0,0.099895986836259,0.1344259116183018,0.0744157357367508,0.0005302010189461,-5.281896702953812e-05,2762537400000000.0,1579882500000000.0,1047236400000000.0,1.001041214637696,90.37299981627656,2765413794378063.0,1581527496784840.0,1048326797868808.0,0.1206637917781051,0.0690070704613346,0.0457418295629418,0.0635801259847593,0.0363611831612186,0.0241022699811506
73,73,309.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89711.0,89.711,1000.0,0.0999360806389404,0.1393614098506056,0.1172279701061187,0.0001200536636732,-2.55934394976514e-05,2745156600000000.0,1569942500000000.0,1040647600000000.0,1.000639602440389,89.76837937452973,2746912408860610.0,1570946639054270.2,1041313200744544.8,0.1199046226055404,0.0685729050848679,0.0454540399419695,0.0631801048108502,0.0361324128820222,0.0239506279675118
74,74,309.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75407.0,75.407,1000.0,0.0998638711100738,0.1307520399083672,0.249252143083291,-0.0004863838380124,-0.0006531638139429,2307454200000000.0,1319622500000000.0,874721200000000.0,1.0013631445327815,75.50979063978347,2310599593577374.0,1321421336196210.8,875913571421488.2,0.10078639048518,0.0576392756042696,0.0382066055434015,0.053106332149589,0.0303712683862029,0.0201318121874259
75,75,309.0,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46370.0,46.37,1000.0,0.0998570580802606,0.128647748261709,0.298072708773476,-0.0006648647133492,0.0001471086690968,1418922000000000.0,811475000000000.0,537892000000000.0,1.001431465361461,46.43637704881096,1420953137693615.2,812636598354191.8,538661973766207.1,0.0619765396687018,0.0354440994837347,0.0234943745149327,0.0326566581587444,0.0186761933914388,0.0123796481908966
76,76,309.5,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90282.0,90.282,1000.0,0.0998916577098043,0.1494507505857282,0.0683354548251327,5.78347825404714e-05,9.519524748172668e-05,2762629200000000.0,1579935000000000.0,1047271200000000.0,1.0010845979802478,90.37991967485272,2765625542050493.0,1581648594309922.8,1048407068228291.6,0.120667801474439,0.0690093635883229,0.0457433495785455,0.0635822387726497,0.0363623914549467,0.0241030709072789
77,77,309.5,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89726.0,89.726,1000.0,0.0997894768548803,0.1404921892294746,0.1248821019159063,-0.0001485600806647,0.000233743594998,2745615600000000.0,1570205000000000.0,1040821600000000.0,1.0021096728007282,89.91529250171813,2751407950552575.0,1573517618780067.2,1043017393019930.2,0.1199246710872102,0.0685843707198098,0.0454616400199882,0.063190668750302,0.0361384543506629,0.0239546325981537
78,78,309.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75519.0,75.519,1000.0,0.0999836049541045,0.1331242292473465,0.2417042445667092,-0.0001906983100558,0.0001389633739028,2310881400000000.0,1321582500000000.0,876020400000000.0,1.0001639773431157,75.53138340497473,2311260332192227.0,1321799209587057.8,876164047497707.0,0.1009360858149815,0.0577248856785025,0.0382633527926073,0.0531852095641627,0.0304163780187204,0.0201617134295518
79,79,309.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46344.0,46.344,1000.0,0.0983791524067783,0.1195681181427821,0.2894840881733148,-0.0004984535152843,-0.0006007561145704,1418126400000000.0,811020000000000.0,537590400000000.0,1.0164755189851589,47.1075414518482,1441490768426555.0,824381975407343.5,546447480841439.1,0.0619417889671407,0.035424225716502,0.023481201046367,0.0326383473303613,0.0186657215124615,0.0123727068311173
80,80,310.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90069.0,90.069,1000.0,0.0988302663462263,0.1273822406576836,0.066891000292097,0.000400257241125,8.954869915174472e-05,2756111400000000.0,1576207500000000.0,1044800400000000.0,1.01183578368266,91.13503720051352,2788732138335714.0,1594863151008986.5,1057166431525956.8,0.1203831130347273,0.0688465515721479,0.0456354284706809,0.0634322308324338,0.0362766026002481,0.0240462051521644
81,81,310.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89615.0,89.615,1000.0,0.0999851352119094,0.1379448793399989,0.1224052004799573,0.0006792765597858,-0.0001177841562503,2742219000000000.0,1568262500000000.0,1039534000000000.0,1.0001486699803832,89.62832306029203,2742626685644936.5,1568495653555110.8,1039688547499387.6,0.1197763123228534,0.0684995250212397,0.0454053994426503,0.0631124955983585,0.0360937474827214,0.0239249983314039
82,82,310.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75505.0,75.505,1000.0,0.0997490794052282,0.137060613222828,0.2297284328759381,-0.0003471048429527,-0.0003512051995001,2310453000000000.0,1321337500000000.0,875858000000000.0,1.0025155179001943,75.69493417905416,2316264985879057.0,1324661348133447.8,878061236477028.4,0.1009173738987563,0.0577141844192234,0.0382562593864566,0.0531753498873409,0.0304107393146557,0.0201579757742861
83,83,310.0,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46383.0,46.383,1000.0,0.0996318334907755,0.1401074232663386,0.2749130046425205,-0.0003293281793456,0.0007296132647012,1419319800000000.0,811702500000000.0,538042800000000.0,1.0036952698382144,46.5543977009059,1424564569647720.8,814701959765853.4,540031013330508.5,0.0619939150194823,0.035454036367351,0.0235009612492155,0.032665813572936,0.0186814293309274,0.0123831188707862
84,84,310.5,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90035.0,90.035,1000.0,0.0998786252825993,0.1408236841394957,0.0694486738199711,0.0005083588090358,-4.12350581717896e-05,2755071000000000.0,1575612500000000.0,1044406000000000.0,1.0012152221464523,90.14441252595584,2758419023294248.0,1577527219204227.0,1045675185301087.6,0.120337669809609,0.068820562799613,0.045618201627172,0.0634082859030096,0.0362629086046624,0.0240371279893762
85,85,310.5,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89562.0,89.562,1000.0,0.0999610278688578,0.1379365768559845,0.1173219196739613,0.0002793346194823,-7.448127303427822e-05,2740597200000000.0,1567335000000000.0,1038919200000000.0,1.0003898732533372,89.59691782831538,2741665685546450.5,1567946061995519.0,1039324246808458.4,0.1197054743542867,0.0684590131111116,0.0453785458336511,0.0630751696789621,0.0360724009601907,0.0239108486364692
86,86,310.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75865.0,75.86500000000001,1000.0,0.0955909001190775,0.1454466551267988,0.2240982928147651,-0.0002105116456531,5.139086636397478e-05,2321469000000000.0,1327637500000000.0,880034000000000.0,1.0461246821133603,79.36424900853011,2428546019661021.0,1388874357649276.8,920625288498949.0,0.1013985374588325,0.057989359657829,0.0384386612589038,0.0534288844341848,0.0305557345620338,0.0202540869096909
87,87,310.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46183.0,46.183,1000.0,0.0997617424743566,0.1302383423648597,0.2665526807427442,-0.0002390127134848,0.000362335322522,1413199800000000.0,808202500000000.0,535722800000000.0,1.0023882654786689,46.29329726460136,1416574896296801.8,810132702130523.9,537002248269375.8,0.0617266019305511,0.0353011612347923,0.0233996268756337,0.0325249610469117,0.0186008764157174,0.0123297237955613
88,88,311.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90129.0,90.129,1000.0,0.0999306913977307,0.1494432155752595,0.0566472280685859,0.0005482412217091,3.505736334809619e-05,2757947400000000.0,1577257500000000.0,1045496400000000.0,1.0006935667240953,90.191510475276,2759860220543445.0,1578351433317330.0,1046221521513201.6,0.1204633069614067,0.0688924141119155,0.0456658287827554,0.0634744865902411,0.0363007684748111,0.0240622236747319
89,89,311.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89770.0,89.77000000000001,1000.0,0.0997122834367019,0.1409190245000394,0.1118483349307453,0.0004974250213435,0.0003125497763767,2746962000000000.0,1570975000000000.0,1041332000000000.0,1.0028854676011982,90.02902842655958,2754888269852722.5,1575507997464792.2,1044336729748090.8,0.1199834799667751,0.0686180032489727,0.0454839335821762,0.0632216563060274,0.0361561759920091,0.0239663795147032
90,90,311.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75964.0,75.964,1000.0,0.0996362936431296,0.1237679000979934,0.203373984152268,-0.0006849825857009,-0.0002141131935135,2324498400000000.0,1329370000000000.0,881182400000000.0,1.0036503400876498,76.24129443441822,2332983609693197.0,1334222652602318.8,884399015439251.5,0.1015308574378535,0.0580650328484456,0.0384888217738268,0.0534986064345668,0.0305956082550627,0.0202805174719273
91,91,311.0,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46334.0,46.334,1000.0,0.0998582942736447,0.1201434858034896,0.2347740176208798,-0.00035756575472,-0.0001832814225921,1417820400000000.0,810845000000000.0,537474400000000.0,1.001419068164402,46.3997511043294,1419832383792479.8,811995644325764.5,538237112810221.0,0.0619284233126942,0.0354165819598741,0.023476134327688,0.03263130470406,0.018661693866701,0.0123700370773561
92,92,311.5,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90328.0,90.328,1000.0,0.0998772408878494,0.1515994713721268,0.0574487946166808,0.0006156190683304,-0.0001468429745907,2764036800000000.5,1580740000000000.2,1047804800000000.0,1.0012290999536964,90.43902214061748,2767434077502895.5,1582682887460806.0,1049092656831162.8,0.1207292834848932,0.0690445248688115,0.0457666564844693,0.0636146348536353,0.036380918625445,0.0241153517745807
93,93,311.5,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89652.0,89.652,1000.0,0.0999766878106811,0.1449953335207032,0.0990971581355592,4.399824735240848e-06,-0.0002588655762833,2743351200000000.0,1568910000000000.0,1039963200000000.0,1.0002331762516778,89.67290471731542,2743990884349852.0,1569275832553020.0,1040205694720858.8,0.1198257652443057,0.068527806920763,0.0454241463017629,0.063138553315673,0.0361086497720352,0.0239348764203205
94,94,311.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75527.0,75.527,1000.0,0.0999318454560125,0.1321063052073794,0.1937318082743556,-0.000557886614498,-0.0002985474974243,2311126200000000.0,1321722500000000.0,876113200000000.0,1.000682010260858,75.57851018897183,2312702411782537.0,1322623928307006.8,876710718192073.1,0.1009467783385388,0.0577310006838048,0.0382674061675506,0.0531908436652036,0.0304196001353288,0.0201638492325608
95,95,311.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46503.0,46.503,1000.0,0.0999325515149394,0.1455061953159683,0.2249733745974939,-0.0010913077361527,5.111394025685448e-05,1422991800000000.0,813802500000000.0,539434800000000.0,1.0006749400874702,46.53438673888762,1423952234209961.2,814351767930533.4,539798886171096.5,0.0621543028728411,0.0355457614468862,0.0235617618733645,0.0327503250885506,0.0187297610800534,0.0124151559159211
96,96,312.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90131.0,90.131,1000.0,0.0996629438675427,0.1390586761572839,0.0569872518981464,0.000406716282428,4.6521669233457975e-05,2758008600000000.0,1577292500000000.0,1045519600000000.0,1.0033819604295982,90.43581947548012,2767336075949692.0,1582626840820902.0,1049055505915569.6,0.120465980092296,0.0688939428632411,0.0456668421264913,0.0634758951155013,0.0363015740039632,0.0240627576254841
97,97,312.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89664.0,89.664,1000.0,0.0999721892604839,0.1380253933649323,0.1035750236323896,0.000221047895813,-0.0001331215122009,2743718400000000.0,1569120000000000.0,1040102400000000.0,1.0002781847604,89.68894315835652,2744481660645709.0,1569556505271239.0,1040391740636935.6,0.1198418040296416,0.0685369794287166,0.0454302263641778,0.0631470044672345,0.0361134829469478,0.023938080124834
98,98,312.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75641.0,75.641,1000.0,0.0998667834035131,0.1295917945394373,0.1858846020994386,6.80351653877377e-05,0.0001464015292011,2314614600000000.0,1323717500000000.0,877435600000000.0,1.0013339429983297,75.74190078233666,2317702163939501.0,1325483263690891.5,878606049075105.2,0.1010991467992295,0.0578181395093633,0.0383251667604922,0.0532711296050375,0.0304655152969985,0.020194284425439
99,99,312.0,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46292.0,46.292,1000.0,0.0998274818418849,0.1348088621988056,0.2172589429854801,0.0002302928981958,-8.349907783900875e-05,1416535200000000.0,810110000000000.0,536987200000000.0,1.001728162976086,46.37200012048898,1418983203686963.0,811510002108557.1,537915201397672.1,0.0618722875640186,0.0353844781820368,0.0234548541092358,0.0326017256735949,0.0186447777545069,0.0123588241115588
100,100,312.5,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90023.0,90.023,1000.0,0.0999493620952307,0.1423698531558138,0.0570985679777841,0.0006586324842136,-0.0001288934710014,2754703800000000.0,1575402500000000.0,1044266800000000.0,1.0005066355973438,90.06860885637968,2756099431005218.0,1576200654986644.5,1044795862734004.2,0.1203216310242731,0.0688113902916594,0.0456121215647571,0.0633998347514482,0.0362580754297498,0.0240339242848627
101,101,312.5,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89856.0,89.85600000000001,1000.0,0.0979061078403447,0.132581058667581,0.1008474861056933,0.0003465552269577,-0.0001701951417995,2749593600000000.5,1572480000000000.2,1042329600000000.0,1.021386736801649,91.77772662204896,2808398434634698.5,1606110215885857.0,1064621628815768.0,0.1200984245950156,0.0686837395559729,0.0455275073628163,0.0632822228922179,0.0361908137455494,0.0239893393970499
102,102,312.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75924.0,75.924,1000.0,0.0997841824646457,0.1529144230992924,0.1666944326178404,4.662783299605192e-05,-4.66941249439978e-05,2323274400000000.0,1328670000000000.0,880718400000000.0,1.0021628431483192,76.088211703193,2328299278117705.0,1331543704805877.2,882623255757038.6,0.1014773948200672,0.0580344578219338,0.0384685548991104,0.053470435929362,0.0305794976720207,0.0202698384568823
103,103,312.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46588.0,46.588,1000.0,0.0993637814025305,0.1314707990451456,0.2052607810296631,-0.0002029023237852,-0.0001587546551913,1425592800000000.0,815290000000000.0,540420800000000.0,1.0064029225587952,46.886299356169154,1434720760298776.0,820510238732960.1,543881072531562.1,0.0622679109356368,0.0356107333782236,0.0236048289821368,0.032810187412111,0.0187639960690177,0.0124378488228917
104,104,313.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90146.0,90.146,1000.0,0.0999285112927736,0.1447673087397648,0.0556803120490325,-0.0002260226970224,-2.394528980636084e-05,2758467600000000.0,1577555000000000.0,1045693600000000.0,1.0007153985014032,90.2104903133075,2760441003587210.0,1578683580482881.2,1046441687634367.0,0.1204860285739658,0.068905408498183,0.0456744422045099,0.0634864590549531,0.0363076154726039,0.024066762256126
105,105,313.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89782.0,89.782,1000.0,0.099970344006806,0.1354404578774434,0.094439449465648,0.0001822073811935,-1.7580551999428796e-05,2747329200000000.0,1571185000000000.0,1041471200000000.0,1.0002966479058224,89.80863364228054,2748144189453784.5,1571651088739909.5,1041780150250454.2,0.119999518752111,0.0686271757569262,0.0454900136445911,0.0632301074575888,0.0361610091669217,0.0239695832192167
106,106,313.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75685.0,75.685,1000.0,0.0999715832338097,0.1339499878698624,0.161638140277458,-0.0003275640098324,-8.477209935696276e-06,2315961000000000.0,1324487500000000.0,877946000000000.0,1.0002842484361163,75.70651334288746,2316619308292356.5,1324863983500530.8,878195554777494.5,0.1011579556787944,0.0578517720385262,0.0383474603226802,0.0533021171607629,0.0304832369383447,0.0202060313419885
107,107,313.0,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46251.0,46.251,1000.0,0.0996324638992973,0.1485641554128857,0.195238352340444,-0.0008068087806683,-0.000299545633475,1415280600000000.0,809392500000000.0,536511600000000.0,1.0036889191165053,46.421616198057485,1420501455660559.0,812378283466006.0,538490747897466.8,0.0618174883807877,0.0353531387798622,0.0234340805626515,0.0325728509057599,0.0186282644068888,0.0123478781211377
108,108,313.5,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90048.0,90.048,1000.0,0.0994126083645596,0.1224135608720628,0.0547156878961786,0.0002902038961501,-0.0001412002132687,2755468800000000.0,1575840000000000.0,1044556800000000.0,1.0059086231123349,90.58005969401954,2771749826636998.0,1585151044645341.8,1050728692450626.6,0.1203550451603895,0.0688304996832293,0.0456247883614548,0.0634174413172012,0.036268144544151,0.0240405986692658
109,109,313.5,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89696.0,89.696,1000.0,0.0997989980728562,0.1351294577602829,0.0919450464017799,0.000430697475981,-1.948632944152511e-05,2744697600000000.0,1569680000000000.0,1040473600000000.0,1.0020140675861002,89.87665380620284,2750225606469807.0,1572841441608549.8,1042569184151952.8,0.1198845741238706,0.068561439449926,0.0454464398639509,0.0631695408713984,0.0361263714133814,0.0239466233368699
110,110,313.5,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75743.0,75.74300000000001,1000.0,0.0995459051972602,0.1200439949666368,0.1526190555604661,0.000299200134761,-0.0002790952698626,2317735800000000.0,1325502500000000.0,878618800000000.0,1.004561662298815,76.08851398749916,2328308528017473.0,1331548994781235.0,882626762254990.0,0.1012354764745845,0.0578961058269682,0.0383768472910189,0.0533429643933099,0.0305065972837556,0.0202215159138037
111,111,313.5,20.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,46242.0,46.242,1000.0,0.0998023827868337,0.1483864049587974,0.1688469046093413,0.0001087785427405,-9.110481946845092e-05,1415005200000000.0,809235000000000.0,536407200000000.0,1.0019800851206966,46.333563096151245,1417807030742228.2,810837354182646.9,537469331915354.5,0.0618054592917858,0.0353462593988971,0.0234295205158403,0.0325665125420889,0.0186246395257044,0.0123454753427526
112,112,314.0,2.25,10,1000,100000.0,17.15,2.43,0.81,,0.1,90368.0,90.368,1000.0,0.0999325038758343,0.1203428568424579,0.0568026505916974,6.324696415065416e-06,3.979370856915248e-05,2765260800000000.0,1581440000000000.0,1048268800000000.0,1.0006754171220364,90.4290360944842,2767128504491216.0,1582508131653473.2,1048976818696016.4,0.1207827461026794,0.0690750998953232,0.0457869233591856,0.0636428053588402,0.036397029208487,0.0241260307896257
113,113,314.0,5.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,89829.0,89.82900000000001,1000.0,0.0996315701352159,0.128240987496027,0.0758694287845776,0.000320103238308,-4.618520274724944e-05,2748767400000000.0,1572007500000000.0,1042016400000000.0,1.0036979229001814,90.16118071620042,2758932129915732.0,1577820662533507.0,1045869696307924.6,0.1200623373280098,0.0686631014130775,0.0455138272223828,0.0632632078012046,0.0361799391019961,0.0239821310618945
114,114,314.0,10.0,10,1000,100000.0,17.15,2.43,0.81,,0.1,75680.0,75.68,1000.0,0.0998784634191451,0.1381704784281568,0.1306415498127365,-6.475635909005896e-05,6.759769382812958e-05,2315808000000000.0,1324400000000000.0,877888000000000.0,1.0012168447200152,75.77209080841075,2318625978737369.0,1326011589147188.0,878956253377564.6,0.1011512728515711,0.0578479501602122,0.0383449269633407,0.0532985958476123,0.0304812231154645,0.0202046964651079
