,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
14,14,2,25,3000,1000000.0,220,17.15,2.43,0.81,,0.00088,2908.0,0.2908,220.0,0.0002184650358855,0.006014879663001,0.0019273066337697,-0.0003477675856159,-8.384374541153142e-06,6921040000000.0,4536480000000.0,3664080000000.0,4.045643331588969,1.1767394560287645,28006399053484.6,18357135514048.727,14826917145962.434,6.369841612521743e-05,4.175190300644504e-05,3.3722690889820994e-05,3.664737497021525e-05,2.402096846787218e-05,1.940155145481984e-05
15,15,2,25,3000,1000000.0,225,17.15,2.43,0.81,,0.0009,3053.0,0.3052999999999999,225.0,0.000224335356151,0.0065736418236206,0.0019684250982604,-0.0003104829634743,-1.1074556206746878e-05,7266140000000.0,4762680000000.0,3846780000000.0,4.029922167993913,1.2314146882083046,29307669579357.65,19210069136049.547,15515825071424.637,6.849136862654916e-05,4.4893502124964985e-05,3.626013633170249e-05,3.920892949165896e-05,2.569997059117141e-05,2.0757668554407684e-05
16,16,2,25,3000,1000000.0,230,17.15,2.43,0.81,,0.00092,3061.0,0.3061,230.0,0.000229060033817,0.005951590906722,0.0018372070614753,-0.0002616599150297,-2.138337359347386e-06,7285180000000.0,4775160000000.0,3856860000000.001,4.033946537932026,1.2357750128823493,29411445306599.92,19278090200964.65,15570765162317.604,7.027471362207549e-05,4.606241733211672e-05,3.7204260152863503e-05,4.00764652165781e-05,2.6268607452883127e-05,2.1216952173482525e-05
17,17,2,25,3000,1000000.0,235,17.15,2.43,0.81,,0.00094,3157.0,0.3157,235.0,0.0002490510312753,0.0053936858637882,0.0019864675903524,-0.000210548746928,-8.268397143619446e-06,7513660000000.0,4924920000000.0,3977820000000.0,3.830185566626146,1.2096058751354533,28788619828223.78,18869851652113.07,15241034026706.71,7.419576316727486e-05,4.86325170340121e-05,3.928010991208669e-05,4.208460991279119e-05,2.7584870363005987e-05,2.228008760088945e-05
18,18,2,25,3000,1000000.0,240,17.15,2.43,0.81,,0.00096,3362.5,0.33625,240.0,0.0002386441895367,0.00591981598259,0.0018986376731837,-0.0002258620249461,-9.36009693711093e-06,7976254129917.947,5245500000000.0,4236750000000.0,4.041466933109877,1.3574158057974262,32199534355412.992,21175686570439.85,17103439153047.57,8.053775069420036e-05,5.296480834052536e-05,4.277926827503971e-05,4.550267057206232e-05,2.9924354790863247e-05,2.41696711772357e-05
19,19,2,25,3000,1000000.0,245,17.15,2.43,0.81,,0.00098,3558.5,0.35585,245.0,0.0002277059085002,0.0064015662128013,0.002124277113685,-0.000261951182364,-1.923843781927145e-05,8433645000000.0,5551260000000.0,4483710000000.0,4.303800769336983,1.5314947730435944,36296426121133.19,23891318459480.07,19296834140349.29,8.700965054324951e-05,5.727217504112625e-05,4.625829522552506e-05,4.8948582671681296e-05,3.221932023958769e-05,2.6023297116590057e-05
20,20,2,25,3000,1000000.0,250,17.15,2.43,0.81,,0.001,3576.0,0.3575999999999999,250.0,0.000264070658261,0.0058706939710528,0.0017266254746877,-0.0002401209521373,1.9677837783995384e-05,8475120000000.0,5578560000000.0,4505760000000.0,3.786920842633087,1.3542681844419064,32096155971273.188,21126583677293.742,17063779123968.023,8.93713518169763e-05,5.882671258838947e-05,4.751388324446841e-05,5.00597755463674e-05,3.2950738334317785e-05,2.661405788541052e-05
21,21,2,25,3000,1000000.0,255,17.15,2.43,0.81,,0.00102,3790.0,0.379,255.0,0.0002870480702909,0.0054577085090872,0.0020344421856789,-0.0003540393194656,-3.241308891882006e-06,8965541933095.686,5912400000000.0,4775400000000.0,3.565688956878996,1.3512287319350955,31964374293846.457,21079168218187.49,17025482022382.203,9.656564486138178e-05,6.368100477795627e-05,5.1434657705272375e-05,5.383626677572792e-05,3.550276671060177e-05,2.8675311573947583e-05
22,22,2,25,3000,1000000.0,260,17.15,2.43,0.81,,0.00104,3925.0,0.3924999999999999,260.0,0.0002590492971705,0.006303647107172,0.001996572713262,-0.0003078424876787,-1.1480072267292446e-05,9263000000000.0,6123000000000.0,4945500000000.0,4.031881139295464,1.5807752342872432,37306295529178.94,24660093654880.992,19917767952019.266,0.0001017874955259,6.728325975443558e-05,5.434417134012106e-05,5.656206683886253e-05,3.738848485958709e-05,3.019839161735881e-05
23,23,2,25,3000,1000000.0,265,17.15,2.43,0.81,,0.00106,4027.5,0.4027499999999999,265.0,0.0002462534543212,0.0055947231925948,0.0019569225125655,-0.0002634449658923,2.950750758322129e-06,9504900000000.0,6282900000000.0,5074650000000.0,4.304508309496519,1.7336419396799814,40913949776447.56,27044814259007.71,21843888439967.77,0.0001066156329819,7.047474044575639e-05,5.6921905744649386e-05,5.89615706708849e-05,3.897459756211036e-05,3.14794826463199e-05
24,24,2,25,3000,1000000.0,270,17.15,2.43,0.81,,0.00108,4156.0,0.4155999999999999,270.0,0.0002863000594856,0.0055407374597609,0.0018967355335989,-0.0003000650711035,5.294844560866052e-06,9804155643071.992,6483360000000.0,5236560000000.0,3.8283406114267744,1.5905486977697914,37521624135756.75,24812559685208.742,20040913591899.37,0.0001121830247706,7.41851682037733e-05,5.991878970304768e-05,6.180011499449701e-05,4.086760840377451e-05,3.3008452941510185e-05
25,25,2,25,3000,1000000.0,275,17.15,2.43,0.81,,0.0011,4304.0,0.4303999999999999,275.0,0.0002902361451901,0.0054269473804691,0.0019730310093915,-0.0003070550060012,-1.5822155710390333e-05,10115214380739.557,6714240000000.0,5423040000000.0,3.790018700163108,1.6312254498986412,38336884593501.61,25447117018418.805,20553440668722.875,0.00011804610063,7.835620886131967e-05,6.328770715721972e-05,6.478609117729849e-05,4.3003474612908905e-05,3.4733575648887954e-05
26,26,2,25,3000,1000000.0,280,17.15,2.43,0.81,,0.00112,4386.0,0.4386,280.0,0.0003149283855065,0.0057274493727115,0.0019375518481556,-0.0003778210750922,4.910276707359014e-06,10307100000000.0,6842160000000.0,5526360000000.0,3.5680997665667915,1.56433419976234,36761853694414.98,24403613516292.504,19710610917005.484,0.0001225741682388,8.136838402239197e-05,6.572061786423966e-05,6.709390582078088e-05,4.453893322570986e-05,3.59737537592272e-05
27,27,2,25,3000,1000000.0,285,17.15,2.43,0.81,,0.00114,4476.0,0.4476,285.0,0.0003005377933788,0.0053978256927661,0.0019618167848707,-0.0002481329291926,-1.2016380779247415e-05,10518600000000.0,6982560000000.0,5639760000000.0,3.793296001442109,1.6979174284057672,39901059567535.53,26487511883129.965,21393759597912.664,0.0001274047600452,8.457507475343332e-05,6.831063730085e-05,6.965383660293022e-05,4.623829153215793e-05,3.734631239135834e-05
28,28,2,25,3000,1000000.0,290,17.15,2.43,0.81,,0.00116,4416.5,0.44165,290.0,0.0003081701713085,0.0051340451132289,0.0018819181734191,-0.0003108978190037,2.315319959831511e-06,10350718389671.29,6889740000000.0,5564790000000.0,3.8219533526255214,1.6870961859479054,39539584551195.016,26318700500787.33,21257411942943.613,0.0001277295254381,8.502049688361285e-05,6.867040132907192e-05,6.974736622353516e-05,4.64258808784189e-05,3.749782686333834e-05
29,29,2,25,3000,1000000.0,295,17.15,2.43,0.81,,0.00118,4658.5,0.46585,295.0,0.0003329945718064,0.0055475433284585,0.0020974613585084,-0.0002543374050881,4.520071560389197e-07,10900890000000.0,7267260000000.0,5869710000000.0,3.555165480961489,1.6557581765885212,38744741332171.4,25829827554780.938,20862553025015.367,0.0001369359121719,9.129060811464883e-05,7.373472193875483e-05,7.467846353042729e-05,4.9785642353618185e-05,4.021148036253776e-05
30,30,2,25,3000,1000000.0,300,17.15,2.43,0.81,,0.0012,4800.0,0.48,300.0,0.0002992457390575,0.0052624674848305,0.0018662662205645,-0.0002729481115115,1.4498126578496144e-06,11212573048794.04,7488000000000.0,6048000000000.0,4.027993152965812,1.9317176806631604,45124011675172.25,30134795818345.3,24339642776355.82,0.0001433140044313,9.570820725197994e-05,7.730278278044532e-05,7.81151676463821e-05,5.216700687618e-05,4.21348901692223e-05
31,31,2,25,3000,1000000.0,305,17.15,2.43,0.81,,0.00122,4749.0,0.4749,305.0,0.0003240170627236,0.0052923885045825,0.0020764206417983,-0.0002859335817073,-1.7019383259990025e-06,11065170000000.0,7408440000000.0,5983740000000.0,3.823523394637624,1.8184349796380463,42369535025566.48,28367585682353.527,22912280743439.39,0.0001439493465842,9.637810329249686e-05,7.784385265932437e-05,7.833110932561243e-05,5.2444862896118194e-05,4.235931233917238e-05
32,32,2,25,3000,1000000.0,310,17.15,2.43,0.81,,0.00124,4809.0,0.4809,310.0,0.0003085849721173,0.0052580621939754,0.0020184514656929,-0.0002100174351429,-7.822028214938489e-06,11204970000000.0,7502040000000.0,6059340000000.0,4.034631039950336,1.941228229298036,45230617742644.24,30283160377049.36,24459475689155.25,0.0001482912425848,9.9285123790713e-05,8.019183075403881e-05,8.062057503021929e-05,5.397772405456743e-05,4.359739250561216e-05
33,33,2,25,3000,1000000.0,315,17.15,2.43,0.81,,0.00126,5029.0,0.5029,315.0,0.0003322716538889,0.0059934380278223,0.0020088364153309,-0.0002597249344655,-1.0705567453702488e-05,11714607242129.863,7845240000000.0,6336540000000.0,3.792340004031532,1.9070542917059072,44423129880200.55,29750046950612.15,24028884075494.43,0.0001576962042824,0.0001056087109122,8.529934342917339e-05,8.561056477922377e-05,5.733315794089275e-05,4.630755064456722e-05
34,34,2,25,3000,1000000.0,320,17.15,2.43,0.81,,0.00128,4992.5,0.4992499999999999,320.0,0.0003186366790827,0.0056911165395429,0.0020070496864773,-0.0002580847353252,-6.850598487495589e-06,11585413735638.889,7788300000000.0,6290550000000.0,4.03413090551364,2.014969972926364,46758659591869.83,31433531577651.28,25388621658872.188,0.0001585276116391,0.0001065702637732,8.607598227841557e-05,8.60166736133797e-05,5.782475053456878e-05,4.6704606200997865e-05
35,35,2,25,3000,1000000.0,325,17.15,2.43,0.81,,0.0013,5167.0,0.5166999999999999,325.0,0.0003450626611254,0.0053501847923511,0.0020717926737979,-0.0002030888428548,-1.4247933104571038e-06,11987440000000.0,8060520000000.0,6510420000000.0,3.82803301625326,1.973513506184057,45785513343470.125,30786810696471.29,24866270177919.12,0.0001666602993634,0.0001120646840547,9.051378327499248e-05,9.035633929681878e-05,6.075684883751606e-05,4.907283944568607e-05
36,36,2,25,3000,1000000.0,330,17.15,2.43,0.81,,0.00132,5329.5,0.5329499999999999,330.0,0.0003277357444914,0.0052872061641177,0.0018166395038614,-0.0002148759624769,8.212907396258848e-06,12326435376114.674,8314019999999.998,6715169999999.998,4.046916555263438,2.1562594670221715,49871456936643.72,33637647685545.875,27168869284479.36,0.0001741727647613,0.0001174772596858,9.488547897709212e-05,9.434772081006876e-05,6.363630797021025e-05,5.13985564374775e-05
37,37,2,25,3000,1000000.0,335,17.15,2.43,0.81,,0.00134,5401.5,0.5401499999999999,335.0,0.0003120506126208,0.0048335648095054,0.0019541154215041,-0.0002535874745408,-5.301299168036594e-06,12477465000000.0,8426339999999.999,6805890000000.0,4.294175850944645,2.3195035366918813,53580531697582.46,36184255172393.34,29225744562317.703,0.0001790651929897,0.0001209271433177,9.767192344898386e-05,9.691423134429794e-05,6.544857181692848e-05,5.28623080059807e-05
38,38,2,25,3000,1000000.0,340,17.15,2.43,0.81,,0.00136,5448.0,0.5448,340.0,0.0003842596477454,0.0054821693118419,0.0020789872795957,-0.0002569266735407,9.096392865001651e-06,12558590377718.455,8498880000000.0,6864480000000.0,3.5514917730574407,1.9346860700907464,44597888883530.82,30181102693415.65,24377044483143.406,0.0001829878336703,0.0001238348885543,0.0001000204869093,9.900659364677214e-05,6.70015609479211e-05,5.411664538101321e-05
39,39,2,25,3000,1000000.0,345,17.15,2.43,0.81,,0.00138,5600.0,0.56,345.0,0.0003210574618605,0.0049913910271904,0.0019811466509899,-0.0002080975799184,-9.93551222768956e-06,12880000000000.0,8736000000000.0,7056000000000.0,4.298320075820692,2.407040926605413,55361941311924.5,37549838455044.44,30328715675228.203,0.0001905875021017,0.0001292680449037,0.0001044088054991,0.0001029975650032,6.985921800218309e-05,5.642475300176327e-05
40,40,2,25,3000,1000000.0,350,17.15,2.43,0.81,,0.0014,5710.0,0.571,350.0,0.0003952885581951,0.0053833608216414,0.0019931540264369,-0.0002182270669119,1.0642440197290629e-06,13133000000000.0,8907600000000.0,7194600000000.0,3.5533011563815387,2.0301320040255337,46693036092587.28,31670059262798.33,25579663250721.727,0.000197280140109,0.0001338073993783,0.0001080752071901,0.000106549729427,7.226851213318514e-05,5.837072133834184e-05
41,41,2,25,3000,1000000.0,355,17.15,2.43,0.81,,0.00142,5828.0,0.5828,355.0,0.000376197671585,0.0052732047642419,0.0019811452734674,-0.00023053662016,7.981095849984559e-06,13396430622683.451,9091680000000.0,7343280000000.0,3.774656771076488,2.199948531616752,50568733488809.45,34319197093221.33,27719351498371.08,0.0002041273768982,0.0001385339753752,0.0001118928262645,0.0001101988271612,7.47880163861606e-05,6.040570554266818e-05
42,42,2,25,3000,1000000.0,360,17.15,2.43,0.81,,0.00144,5974.0,0.5973999999999999,360.0,0.0003775597924402,0.0047649073565142,0.0019433540631318,-0.0002326663723417,-1.2431004388126396e-05,13680460000000.0,9319440000000.0,7527240000000.0,3.870033223616808,2.3133552946245866,52975836246903.04,36088342596143.56,29148276712269.79,0.0002115490620693,0.0001441120248157,0.0001163981738896,0.0001141227111574,7.774298227320123e-05,6.279240875912409e-05
43,43,2,25,3000,1000000.0,365,17.15,2.43,0.81,,0.00146,6069.0,0.6069,365.0,0.0004358106660049,0.0049911410861571,0.0019369881813449,-0.0002634016632384,6.140134570554146e-06,13898010000000.0,9467640000000.0,7646940000000.0,3.350123101886737,2.0332019161858232,46560323880655.36,31717949892498.848,25618344143941.383,0.0002180281116434,0.0001485257005081,0.000119963065795,0.0001175029168568,8.004565515142291e-05,6.465225992999545e-05
44,44,2,25,3000,1000000.0,370,17.15,2.43,0.81,,0.00148,6167.0,0.6167,370.0,0.0004169993484878,0.0049713823148816,0.0020468698218118,-0.0002319897856124,-5.086644988808389e-06,14073653597723.783,9611620498789.545,7770420000000.0,3.56290859886935,2.198086579865966,50162330311073.5,34258430402390.008,27695890906311.17,0.0002239748508382,0.0001529639231619,0.000123662178294,0.0001206164979535,8.237519817956259e-05,6.659541827718308e-05
45,45,2,25,3000,1000000.0,375,17.15,2.43,0.81,,0.0015,6302.5,0.63025,375.0,0.0003969911019225,0.0051424477559129,0.0019387396144603,-0.0001947526355098,6.632785713616967e-06,14369700000000.0,9804218279982.21,7941150000000.0,3.8397103808282074,2.419225551679504,55158342578292.69,37633661843992.445,30482241951161.742,0.0002318715990568,0.0001582023125105,0.0001281395678998,0.0001247727213524,8.513044778436716e-05,6.895334601057595e-05
46,46,2,25,3000,1000000.0,380,17.15,2.43,0.81,,0.0015199999999999,6391.5,0.63915,380.0,0.0004271942841,0.0049671959080885,0.0020905397819234,-0.0002029221731554,-2.1420417657465418e-07,14536803002357.443,9923818225415.074,8053290000000.0,3.5718148365889406,2.2809445545716818,51877715167188.43,35415284583931.36,28739901387603.188,0.0002377752247845,0.0001623216678995,0.0001317258574457,0.000127905141108,8.731681720161436e-05,7.085857830413627e-05
47,47,2,25,3000,1000000.0,385,17.15,2.43,0.81,,0.00154,6612.5,0.66125,385.0,0.0004084661267995,0.0052340514391604,0.0020712599031704,-0.0002309401634166,1.4071165935901922e-05,15010375000000.0,10249375000000.0,8331750000000.0,3.770228086129598,2.492984210384085,56590741575718.734,38641255260953.32,31411601050839.47,0.0002489185412977,0.0001699664048508,0.0001381662387819,0.0001337548898175,9.133043137324792e-05,7.424280227760798e-05
48,48,2,25,3000,1000000.0,390,17.15,2.43,0.81,,0.00156,6698.0,0.6698,390.0,0.0004639577720695,0.0049430398656141,0.0021004076101609,-0.0002118765801024,1.1079444912613546e-05,15182366987753.074,10381900000000.0,8439480000000.0,3.362465852494715,2.2522023534316613,51050705674052.914,34909136478190.76,28377749653238.938,0.0002551353179075,0.0001744648485391,0.0001418230381673,0.0001370336301729,9.37053784986416e-05,7.617340445696028e-05
49,49,2,25,3000,1000000.0,395,17.15,2.43,0.81,,0.00158,6974.5,0.69745,395.0,0.000445758924286,0.0050519591441641,0.0019802826083507,-0.0002116460288555,1.2825896942651128e-05,15762370000000.0,10810475000000.0,8787870000000.0,3.556059209666226,2.481176349892525,56074585507571.08,38458233423334.15,31262822008645.82,0.0002683478540771,0.0001840438822209,0.0001496098655474,0.0001442482783865,9.893134137134228e-05,8.04216065341234e-05
50,50,2,25,3000,1000000.0,400,17.15,2.43,0.81,,0.0016,7156.0,0.7156,400.0,0.0004785018233803,0.0049142642007761,0.0018279075989149,-0.0002154810768016,-5.738527677949733e-06,16165454076810.32,11091800000000.0,9016560000000.0,3.343772246119148,2.39281822498438,54053931148881.76,37088682487257.91,30149509634803.195,0.0002788699874222,0.0001913444628151,0.0001555445310626,0.000150024631346,0.0001029382285247,8.367881802657956e-05
51,51,2,25,3000,1000000.0,405,17.15,2.43,0.81,,0.00162,7440.0,0.744,405.0,0.0004568110207116,0.0048355015526145,0.0018935237265571,-0.0002431957439468,-3.943527667168907e-06,16741187992840.04,11532000000000.0,9374400000000.0,3.559467652521999,2.647465271540056,59572195988397.01,41035711708870.87,33358062421404.703,0.0002925640713786,0.0002015298360296,0.0001638242538047,0.0001577103290376,0.0001086371836478,8.831151702990537e-05
52,52,2,25,3000,1000000.0,410,17.15,2.43,0.81,,0.00164,7590.0,0.759,410.0,0.0004609054258537,0.0049093940033174,0.0020070902695513,-0.0002289153919381,1.124399252345465e-06,17077500000000.0,11764500000000.0,9563400000000.0,3.5730363844833644,2.713315424232492,61049597045231.06,42056389075603.625,34187774345329.4,0.0003022940936983,0.0002082470423254,0.000169284692471,0.0001633413358073,0.0001125240313339,9.14711480521468e-05
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,0.00166,7691.0,0.7691,415.0,0.0004969478698057,0.0048622507476587,0.001976792713243,-0.0001874137203259,4.540416112334087e-06,17246799313299.451,11921050000000.0,9690660000000.0,3.3403921001242782,2.569075066822448,57610612531905.0,39820663535747.95,32370345841962.844,0.0003091057127427,0.0002136549854818,0.0001736808269078,0.0001673739664636,0.0001156894903608,9.404435990625318e-05
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,0.00168,7800.5,0.78005,420.0,0.0005026780833077,0.0047778988049283,0.0020262704613922,-0.0002243288542421,2.6519644675230693e-06,17423336092833.729,12083488955342.78,9828630000000.0,3.342105762032764,2.60702815396075,58231046381562.75,40384585481254.27,32848554739905.453,0.0003161023247098,0.0002192243166887,0.000178315609316,0.0001715976214626,0.0001190069429102,9.679946028994642e-05
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,0.0017,8093.5,0.80935,425.0,0.0005080987129701,0.0050592205991254,0.0019399794845257,-0.0002003558672672,3.089067110228988e-06,18048505000000.0,12513496767803.37,10197810000000.0,3.3458270402186194,2.7079331080506126,60386908309528.67,41867810211922.01,34119957161437.72,0.0003315023459485,0.0002298391769593,0.0001873062582489,0.0001802774605042,0.0001249910404948,0.0001018608072803
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,0.00172,8271.5,0.82715,430.0,0.000456656984653,0.0052571401781885,0.0020515208512613,-0.0001792930383018,-4.591857609523198e-07,18411724214301.125,12764312117529.04,10422090000000.0,3.823292007524049,3.1632980128465453,70412586133322.1,48814995051360.31,39857554961866.47,0.0003422410088163,0.0002372657229221,0.0001937280047245,0.0001865530655194,0.0001293318065737,0.000105599715485
57,57,2,25,3000,1000000.0,435,17.15,2.43,0.81,,0.00174,8273.5,0.82735,435.0,0.0004614483237332,0.0050759514265579,0.0020945662334159,-0.0001719814769904,-4.08981092311484e-06,18367170000000.0,12742999104348.82,10424610000000.0,3.7708038509085817,3.1197944983865225,69259437864180.805,48051657096382.22,39309410679670.19,0.0003454467470792,0.0002396682552963,0.0001960643699638,0.0001886639364216,0.000130893565685,0.0001070795314825
