,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,100000.0,17.15,2.43,0.81,,71.8,0.0718,100.0,0.0046946417349209,0.0047169767481572,0.0794595855165644,3.361944914428778e-05,-0.0004285521129674,1737560000000.0,1120080000000.0,904680000000.0,21.36772182887359,1.5360289215743488,37171899902099.234,23962051176559.844,19353964411836.8,7.189654912729293e-06,4.634653580106486e-06,3.743374045470624e-06,3.459483136224266e-06,2.230080038227213e-06,1.8012184924142876e-06
1,1,2.25,0.02,105,100000.0,17.15,2.43,0.81,,90.9,0.0908999999999999,105.0,0.0049327123859767,0.0043451697340687,0.0723282752067765,1.431055957665327e-05,-0.0006264820456313,2199780000000.0,1418040000000.0,1145340000000.0,21.45552992460016,1.9641569304890356,47532597717834.65,30640848115628.95,24748377324161.844,9.617655265588754e-06,6.199810832362998e-06,5.007539518447037e-06,4.880639782745434e-06,3.1461975459020155e-06,2.5411595563054737e-06
2,2,2.25,0.02,110,100000.0,17.15,2.43,0.81,,92.4,0.0924,110.0,0.0048786243272697,0.0045432093021097,0.0781365621712856,-4.675511182303476e-05,-0.0013524177310176,2236080000000.0,1441440000000.0,1164240000000.0,22.872676728366635,2.135105812530251,51669560663232.08,33307650675471.92,26902333237881.164,1.0128012635760152e-05,6.528801533795804e-06,5.27326277729661e-06,5.601809750708343e-06,3.6110839715309978e-06,2.9166447462365755e-06
3,3,2.25,0.02,115,100000.0,17.15,2.43,0.81,,94.8,0.0947999999999999,115.0,0.0053450752888738,0.0042123495174327,0.0782186523867226,-0.0001243393379637,-0.0005766462052245,2294160000000.0,1478880000000.0,1194480000000.0,21.928688962021027,2.0875521472153924,50518761962612.49,32565813496560.125,26303157054913.945,1.078012764795572e-05,6.949173194549969e-06,5.61279373405959e-06,6.260533554556173e-06,4.035715845085797e-06,3.2596166441077594e-06
4,4,2.25,0.02,120,100000.0,17.15,2.43,0.81,,113.8,0.1137999999999999,120.0,0.0048974204734017,0.003893212019783,0.0717299439237289,1.7159732822138332e-05,0.0006226791564841,2753960000000.0,1775280000000.0,1433880000000.0,30.736113642667675,3.5329238189793783,85496756419300.97,55113611576078.3,44514840119140.16,1.3381030967920615e-05,8.625788557833124e-06,6.96698306594214e-06,8.2521836841711e-06,5.319589482358229e-06,4.296591504981646e-06
5,5,2.25,0.02,125,100000.0,17.15,2.43,0.81,,107.8,0.1077999999999999,125.0,0.004648257354454,0.00386408809131,0.0832088104690777,-1.5308562208407273e-05,0.0004788497940062,2608760000000.0,1681680000000.0,1358280000000.0,30.408479886890216,3.321005903051246,80368342853840.16,51807692087599.44,41844674378445.7,1.3197928386566714e-05,8.507755488861186e-06,6.8716486640801885e-06,8.216670446241844e-06,5.296696651296394e-06,4.278101141431704e-06
6,6,2.25,0.02,130,100000.0,17.15,2.43,0.81,,108.7,0.1086999999999999,130.0,0.0060340226734387,0.0039425335659264,0.0690808091509899,7.15193134720077e-05,-0.0003139168351891,2630540000000.0,1695720000000.0,1369620000000.0,22.604362759522974,2.4652707792560293,59659552857995.9,38458224156394.06,31062411818625.97,1.382126336570442e-05,8.909574731611114e-06,7.196194975532054e-06,8.731590250508685e-06,5.628628425947748e-06,4.546199882496258e-06
7,7,2.25,0.02,135,100000.0,17.15,2.43,0.81,,114.4,0.1143999999999999,135.0,0.0050147175764919,0.0031428434547729,0.0571959723897918,2.5794423604753296e-06,-0.0010235156366626,2768480000000.0,1784640000000.0,1441440000000.0,28.967553283425516,3.312566353357938,80164105751262.08,51676035112383.84,41738336052310.016,1.512344797314911e-05,9.748999519881244e-06,7.87419191990408e-06,9.614129764775947e-06,6.197538195475407e-06,5.005703927114751e-06
8,8,2.25,0.02,140,100000.0,17.15,2.43,0.81,,113.8,0.1137999999999999,140.0,0.0056950600194141,0.003118119791361,0.0750957590977811,-7.132893291325319e-05,0.0003800265664131,2752897071491.8174,1775280000000.0,1433880000000.0,26.244902727481577,2.9467610203622354,71284092999485.38,45969471917650.88,37129188856564.17,1.5683598518823955e-05,1.0113991934834513e-05,8.168993485827876e-06,1.0023218733130714e-05,6.463743209588862e-06,5.220715669283311e-06
9,9,2.25,0.02,145,100000.0,17.15,2.43,0.81,,112.3,0.1123,145.0,0.0056434228291265,0.0035260083465388,0.0680389637756663,9.579261338293058e-07,-0.0002167091894744,2706675568146.831,1751880000000.0,1414980000000.0,27.67039166920727,3.0956745090255984,74612525026843.48,48292522340799.33,39005498813722.54,1.5977909571215448e-05,1.0341608927584056e-05,8.352837979971738e-06,1.0270376517393173e-05,6.647441394540528e-06,5.36908728020581e-06
