,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
35,35,0.1,400,2.25,1,100000.0,0.01715,0.00243,5.72,1291306000000.0,20000.0,20.0,1291306000000.0,80.0,0.07965118986213611,0.006975574402225481,0.0010051287871455227,0.20088287763770463,20.088287763770463,1297006325954.1692
36,36,0.1,410,2.25,1,100000.0,0.01715,0.00243,5.72,1299212000000.0,20000.0,20.0,1299212000000.0,82.0,0.08186597487759398,0.0070056832364689455,0.0010301681300890603,0.20032757010575664,20.032757010575654,1301339915061.2014
37,37,0.1,420,2.25,1,100000.0,0.01715,0.00243,5.72,1306924000000.0,20000.0,20.0,1306924000000.0,84.0,0.08389490094521534,0.007300950437230677,0.0010631061052119885,0.20025066909734948,20.025066909734953,1308562027296.922
38,38,0.1,430,2.25,1,100000.0,0.01715,0.00243,5.72,1314450000000.0,20000.0,20.0,1314450000000.0,86.0,0.0858862903263116,0.007047764395855881,0.000986727958564029,0.20026505678255205,20.0265056782552,1316192019439.1277
39,39,0.1,440,2.25,1,100000.0,0.01715,0.00243,5.72,1321798000000.0,20000.0,20.0,1321798000000.0,88.0,0.08784618151878477,0.007124935183868396,0.0009865630097352686,0.2003504338887868,20.03504338887868,1324114014066.6528
40,40,0.1,450,2.25,1,100000.0,0.01715,0.00243,5.72,1328976000000.0,20000.0,20.0,1328976000000.0,90.0,0.0898770288632545,0.0072291634884568655,0.0010113984200216131,0.2002737301883814,20.02737301883814,1330794904254.1719
41,41,0.1,460,2.25,1,100000.0,0.01715,0.00243,5.72,1335988000000.0,20000.0,20.0,1335988000000.0,92.0,0.09192254239951353,0.007530050592331624,0.00100151573084807,0.20016857514921896,20.016857514921895,1337114071882.274
42,42,0.1,470,2.25,1,100000.0,0.01715,0.00243,5.72,1342840000000.0,20000.0,20.0,1342840000000.0,94.0,0.09394660133395745,0.006820476792373284,0.000987137773930255,0.20011369469746929,20.011369469746928,1343603368937.7483
43,43,0.1,480,2.25,1,100000.0,0.01715,0.00243,5.72,1349540000000.0,20000.0,20.0,1349540000000.0,96.0,0.09590714469777593,0.006964642657781575,0.0009891137996047939,0.2001936679246246,20.019366792462463,1350846813054.9895
44,44,0.1,490,2.25,1,100000.0,0.01715,0.00243,5.72,1356090000000.0,20000.0,20.0,1356090000000.0,98.0,0.09779118834779184,0.007277704361078226,0.001026694003148065,0.2004287326646896,20.042873266468956,1358997000396.2944
45,45,0.1,500,2.25,1,100000.0,0.01715,0.00243,5.72,1362500000000.0,20000.0,20.0,1362500000000.0,100.0,0.09898344158241569,0.006961637067792738,0.0010346683778167845,0.20210399401462015,20.210399401462016,1376833459224.5999
46,46,0.1,510,2.25,1,100000.0,0.01715,0.00243,5.72,1368770000000.0,20000.0,20.0,1368770000000.0,102.0,0.10182743100477638,0.007037258365574936,0.0010457374916969324,0.20033918439011136,20.033918439011135,1371091327088.2637
47,47,0.1,520,2.25,1,100000.0,0.01715,0.00243,5.72,1374906000000.0,20000.0,20.0,1374906000000.0,104.0,0.10380733733118631,0.007471986189832274,0.0010392171707995497,0.2003715513951364,20.03715513951364,1377460241212.4067
48,48,0.1,530,2.25,1,100000.0,0.01715,0.00243,5.72,1380912000000.0,20000.0,20.0,1380912000000.0,106.0,0.1057557030235148,0.007187390616303855,0.0010450577387862152,0.2004624957555984,20.04624957555984,1384105329694.2747
49,49,0.1,540,2.25,1,100000.0,0.01715,0.00243,5.72,1386794000000.0,20000.0,20.0,1386794000000.0,108.0,0.10788007228613423,0.00704937738399738,0.0009958907020586893,0.20022254812206355,20.022254812206352,1388337142001.9448
50,50,0.1,550,2.25,1,100000.0,0.01715,0.00243,5.72,1392554000000.0,20000.0,20.0,1392554000000.0,110.0,0.1098927859370906,0.007162888188322721,0.0010609636189371403,0.2001951598843738,20.01951598843738,1393912853388.121
51,51,0.1,560,2.25,1,100000.0,0.01715,0.00243,5.72,1398198000000.0,20000.0,20.0,1398198000000.0,112.0,0.11149472166147008,0.007305112224757946,0.0010564624160435952,0.2009077191946244,20.090771919462437,1404543855812.427
52,52,0.1,570,2.25,1,100000.0,0.01715,0.00243,5.72,1403726000000.0,20000.0,20.0,1403726000000.0,114.0,0.11357951132694324,0.007097937746239116,0.0010570523695862088,0.2007475017339609,20.074750173396097,1408972438095.0303
53,53,0.1,580,2.25,1,100000.0,0.01715,0.00243,5.72,1409144000000.0,20000.0,20.0,1409144000000.0,116.0,0.11583130910450563,0.00722413224210053,0.000990366722034968,0.20029166226012948,20.029166226012947,1411198970619.4395
54,54,0.1,590,2.25,1,100000.0,0.01715,0.00243,5.72,1414454000000.0,20000.0,20.0,1414454000000.0,118.0,0.11779329494798732,0.006998929218954994,0.0010253721171636684,0.20035137344914417,20.03513734491442,1416939007903.1792
55,55,0.1,600,2.25,1,100000.0,0.01715,0.00243,5.72,1419660000000.0,20000.0,20.0,1419660000000.0,120.0,0.11972331581994695,0.00712478256975406,0.0010045140436680034,0.20046313274315955,20.04631327431596,1422947455150.7695
56,56,0.1,610,2.25,1,100000.0,0.01715,0.00243,5.72,1424764000000.0,20000.0,20.0,1424764000000.0,122.0,0.12186536555760084,0.007226039751492685,0.0010161536191612534,0.20022107598249425,20.022107598249423,1426338905505.612
57,57,0.1,620,2.25,1,100000.0,0.01715,0.00243,5.72,1429768000000.0,20000.0,20.0,1429768000000.0,124.0,0.12379938577912072,0.007095463057650134,0.0010265803716358276,0.200324208715437,20.032420871543696,1432085716233.2651
58,58,0.1,630,2.25,1,100000.0,0.01715,0.00243,5.72,1434678000000.0,20000.0,20.0,1434678000000.0,126.0,0.1257896144899132,0.007226565536598639,0.0010251131283193255,0.20033459247628535,20.033459247628542,1437078162323.4607
59,59,0.1,640,2.25,1,100000.0,0.01715,0.00243,5.72,1439494000000.0,20000.0,20.0,1439494000000.0,128.0,0.1276846811359064,0.007235719014017046,0.0009732851676850288,0.20049443822126467,20.049443822126474,1443052704264.4055
60,60,0.1,650,2.25,1,100000.0,0.01715,0.00243,5.72,1444218000000.0,20000.0,20.0,1444218000000.0,130.0,0.1297344986300595,0.007072806532331262,0.001020829097159753,0.20040958456463648,20.04095845646365,1447175647003.851
61,61,0.1,660,2.25,1,100000.0,0.01715,0.00243,5.72,1448854000000.0,20000.0,20.0,1448854000000.0,132.0,0.13188319106526253,0.007203068679184976,0.001036913820909932,0.2001772567920357,20.01772567920357,1450138096060.841
62,62,0.1,670,2.25,1,100000.0,0.01715,0.00243,5.72,1453404000000.0,20000.0,20.0,1453404000000.0,134.0,0.1338654082676885,0.006997497036303227,0.0010379529343460998,0.20020120104360803,20.020120104360807,1454866132007.9207
63,63,0.1,680,2.25,1,100000.0,0.01715,0.00243,5.72,1457870000000.0,20000.0,20.0,1457870000000.0,136.0,0.1358430702595706,0.007070972946248745,0.0010417608007409263,0.20023109391330268,20.023109391330273,1459554524416.933
64,64,0.1,690,2.25,1,100000.0,0.01715,0.00243,5.72,1462254000000.0,20000.0,20.0,1462254000000.0,138.0,0.13726644850812136,0.007067825212788799,0.0009836313016915452,0.2010737163401141,20.107371634011407,1470104230065.9858
65,65,0.1,700,2.25,1,100000.0,0.01715,0.00243,5.72,1466558000000.0,20000.0,20.0,1466558000000.0,140.0,0.13974464517114027,0.007097721400886299,0.001035473457748349,0.20036609388818996,20.036609388818988,1469242489602.38
66,66,0.1,710,2.25,1,100000.0,0.01715,0.00243,5.72,1470782000000.0,20000.0,20.0,1470782000000.0,142.0,0.1418811563273948,0.006792941438387874,0.0010135047350958628,0.2001675329023756,20.01675329023756,1472014021886.109
67,67,0.1,720,2.25,1,100000.0,0.01715,0.00243,5.72,1474932000000.0,20000.0,20.0,1474932000000.0,144.0,0.14383135020626922,0.00723476344358824,0.001004806847194704,0.2002345343376672,20.023453433766726,1476661610998.6208
68,68,0.1,730,2.25,1,100000.0,0.01715,0.00243,5.72,1479006000000.0,20000.0,20.0,1479006000000.0,146.0,0.14580387172311476,0.007378422972254353,0.0009934978290949527,0.2002694184217,20.02694184217,1480998357311.024
69,69,0.1,740,2.25,1,100000.0,0.01715,0.00243,5.72,1483008000000.0,20000.0,20.0,1483008000000.0,148.0,0.147663405137414,0.007401636149231605,0.0009959305726959663,0.20045774225495344,20.045774225495343,1486402177130.17
70,70,0.1,750,2.25,1,100000.0,0.01715,0.00243,5.72,1486938000000.0,20000.0,20.0,1486938000000.0,150.0,0.14969861446045343,0.007391367332650422,0.0009991440420614695,0.20040295877491096,20.0402958774911,1489933873574.2432
71,71,0.1,760,2.25,1,100000.0,0.01715,0.00243,5.72,1490800000000.0,20000.0,20.0,1490800000000.0,152.0,0.1518732514717976,0.00715732831092838,0.0010108314423247333,0.2001669395294653,20.01669395294653,1492044367252.6343
72,72,0.1,770,2.25,1,100000.0,0.01715,0.00243,5.72,1494594000000.0,20000.0,20.0,1494594000000.0,154.0,0.15388052770395916,0.007206483444050022,0.0009613755606951744,0.20015531915119103,20.015531915119105,1495754695357.276
73,73,0.1,780,2.25,1,100000.0,0.01715,0.00243,5.72,1498320000000.0,20000.0,20.0,1498320000000.0,156.0,0.14586213964825062,0.006857157410944756,0.0009779611802291784,0.21904235229240884,21.90423522924089,1640977686433.8103
74,74,0.1,790,2.25,1,100000.0,0.01715,0.00243,5.72,1501982000000.0,20000.0,20.0,1501982000000.0,158.0,0.15772536671358012,0.007576163448043503,0.0010183637512626684,0.2003484885380895,20.034848853808953,1504599117557.0835
75,75,0.1,800,2.25,1,100000.0,0.01715,0.00243,5.72,1505582000000.0,20000.0,20.0,1505582000000.0,160.0,0.1597955784128453,0.0070256779755605405,0.000997555454137294,0.20025615510240663,20.025615510240662,1507510312556.9575
76,76,0.1,810,2.25,1,100000.0,0.01715,0.00243,5.72,1509118000000.0,20000.0,20.0,1509118000000.0,162.0,0.16186743486438443,0.007035043683396927,0.0010099411689178735,0.20016385240277113,20.016385240277117,1510354363051.826
77,77,0.1,820,2.25,1,100000.0,0.01715,0.00243,5.72,1512594000000.0,20000.0,20.0,1512594000000.0,164.0,0.1636872875520885,0.0073395457573087715,0.0009948234678295166,0.20038257354214636,20.03825735421463,1515487392222.0464
78,78,0.1,830,2.25,1,100000.0,0.01715,0.00243,5.72,1516008000000.0,20000.0,20.0,1516008000000.0,166.0,0.1656243791232009,0.006966164036161448,0.0010079518096078803,0.20045420036383735,20.045420036383742,1519450856925.902
79,79,0.1,840,2.25,1,100000.0,0.01715,0.00243,5.72,1519366000000.0,20000.0,20.0,1519366000000.0,168.0,0.16780074498631165,0.007034068963182502,0.0009942780159471077,0.2002376480751104,20.023764807511036,1521171372026.4407
80,80,0.1,850,2.25,1,100000.0,0.01715,0.00243,5.72,1522666000000.0,20000.0,20.0,1522666000000.0,170.0,0.16969018720075835,0.0070327537299993935,0.0010021422392254911,0.20036562010147624,20.036562010147623,1525449586487.1724
81,81,0.1,860,2.25,1,100000.0,0.01715,0.00243,5.72,1525912000000.0,20000.0,20.0,1525912000000.0,172.0,0.17180905471846472,0.007012518226932249,0.001015527326960022,0.20022240745137063,20.02224074513706,1527608870994.6792
82,82,0.1,870,2.25,1,100000.0,0.01715,0.00243,5.72,1529100000000.0,20000.0,20.0,1529100000000.0,174.0,0.17383035993410884,0.007063274930281195,0.001009143124879861,0.2001952445103736,20.01952445103736,1530592741904.0615
83,83,0.1,880,2.25,1,100000.0,0.01715,0.00243,5.72,1532236000000.0,20000.0,20.0,1532236000000.0,176.0,0.17571948796949527,0.007486615670240064,0.0010223214105805456,0.2003195428769854,20.031954287698536,1534684075498.3032
84,84,0.1,890,2.25,1,100000.0,0.01715,0.00243,5.72,1535318000000.0,20000.0,20.0,1535318000000.0,178.0,0.17742094558297594,0.007230238187235913,0.000985530760554239,0.20065601866331895,20.065601866331896,1540353986310.648
85,85,0.1,900,2.25,1,100000.0,0.01715,0.00243,5.72,1538350000000.0,20000.0,20.0,1538350000000.0,180.0,0.1796165370528661,0.007256865065010607,0.000980213821143635,0.20042737606610408,20.04273760661041,1541637269856.4558
86,86,0.1,910,2.25,1,100000.0,0.01715,0.00243,5.72,1541330000000.0,20000.0,20.0,1541330000000.0,182.0,0.18131659658713037,0.00717925212566199,0.0010361772448505904,0.20076173332783748,20.076173332783743,1547200412150.9788
87,87,0.1,920,2.25,1,100000.0,0.01715,0.00243,5.72,1544262000000.0,20000.0,20.0,1544262000000.0,184.0,0.1836845222237707,0.0070098302213994846,0.001032443347007024,0.200344192322277,20.03441923222771,1546919615619.9211
88,88,0.1,930,2.25,1,100000.0,0.01715,0.00243,5.72,1547142000000.0,20000.0,20.0,1547142000000.0,186.0,0.18527926275584833,0.007255039633782541,0.0010427288393593868,0.20078263817791356,20.07826381779136,1553196261979.2678
89,89,0.1,940,2.25,1,100000.0,0.01715,0.00243,5.72,1549976000000.0,20000.0,20.0,1549976000000.0,188.0,0.18762526150919256,0.007136282724930103,0.0010159217742540508,0.2003997376706556,20.03997376706556,1553073918979.0603
90,90,0.1,950,2.25,1,100000.0,0.01715,0.00243,5.72,1552764000000.0,20000.0,20.0,1552764000000.0,190.0,0.18902237460721155,0.007256375058609745,0.0009832421568001912,0.2010454776630763,20.104547766307633,1560880900390.145
91,91,0.1,960,2.25,1,100000.0,0.01715,0.00243,5.72,1555504000000.0,20000.0,20.0,1555504000000.0,192.0,0.19165679394093788,0.0072758761352492065,0.0009700135176861651,0.20035895054334368,20.035895054334368,1558295745029.8667
92,92,0.1,970,2.25,1,100000.0,0.01715,0.00243,5.72,1558198000000.0,20000.0,20.0,1558198000000.0,194.0,0.1937383503826413,0.007046353853202916,0.0010041507237391835,0.20027017504605052,20.02701750460505,1560302931082.0293
93,93,0.1,980,2.25,1,100000.0,0.01715,0.00243,5.72,1560850000000.0,20000.0,20.0,1560850000000.0,196.0,0.19548247700267887,0.007249948295444026,0.0010258494434408935,0.20053001026971864,20.053001026971863,1564986332647.4517
94,94,0.1,990,2.25,1,100000.0,0.01715,0.00243,5.72,1563456000000.0,20000.0,20.0,1563456000000.0,198.0,0.19775879867051568,0.007031867303219382,0.0010575366786445511,0.2002442158624163,20.02442158624163,1565365103776.9497
95,95,0.1,1000,2.25,1,100000.0,0.01715,0.00243,5.72,1566020000000.0,20000.0,20.0,1566020000000.0,200.0,0.199510314019476,0.007213815498208531,0.0010614264647667293,0.20049204101093243,20.04920410109325,1569872730319.7026
96,96,0.1,1010,2.25,1,100000.0,0.01715,0.00243,5.72,1568542000000.0,20000.0,20.0,1568542000000.0,202.0,0.20174733686379112,0.0069509237206156725,0.0009613417979362784,0.20025057978908573,20.02505797890857,1570507224617.6606
97,97,0.1,1020,2.25,1,100000.0,0.01715,0.00243,5.72,1571022000000.0,20000.0,20.0,1571022000000.0,204.0,0.20331693611537047,0.007273470514729352,0.0009718052661739742,0.20067333190493855,20.067333190493855,1576311096179.802
98,98,0.1,1030,2.25,1,100000.0,0.01715,0.00243,5.72,1573460000000.0,20000.0,20.0,1573460000000.0,206.0,0.20579846447041744,0.0074334416409637056,0.0009810209358871603,0.20019589672765983,20.01958967276598,1575001178325.518
99,99,0.1,1040,2.25,1,100000.0,0.01715,0.00243,5.72,1575860000000.0,20000.0,20.0,1575860000000.0,208.0,0.20726795109158047,0.007005821414140139,0.0010111889081820687,0.20070974338590536,20.07097433859054,1581452281060.5647
100,100,0.1,1050,2.25,1,100000.0,0.01715,0.00243,5.72,1578218000000.0,20000.0,20.0,1578218000000.0,210.0,0.2098663982184553,0.0072707390266177245,0.0010082090662433638,0.20012733834197824,20.012733834197824,1579222838317.0007
101,101,0.1,1060,2.25,1,100000.0,0.01715,0.00243,5.72,1580540000000.0,20000.0,20.0,1580540000000.0,212.0,0.21151404813941557,0.0072108841329282915,0.000984318467913213,0.2004596240514,20.04596240514,1584172270990.9988
102,102,0.1,1070,2.25,1,100000.0,0.01715,0.00243,5.72,1582822000000.0,20000.0,20.0,1582822000000.0,214.0,0.21357374284586517,0.006963953570707326,0.0010291083888066713,0.2003996643177824,20.039966431778247,1585984987374.0051
103,103,0.1,1080,2.25,1,100000.0,0.01715,0.00243,5.72,1585066000000.0,20000.0,20.0,1585066000000.0,216.0,0.2157849682600954,0.006868143617926756,0.0010161642305951092,0.2001993129500934,20.019931295009343,1586645620902.7644
104,104,0.1,1090,2.25,1,100000.0,0.01715,0.00243,5.72,1587276000000.0,20000.0,20.0,1587276000000.0,218.0,0.20390789629094344,0.0068511182190166805,0.0009966831175577608,0.21898145525101467,21.898145525101473,1737920041825.0479
105,105,0.1,1100,2.25,1,100000.0,0.01715,0.00243,5.72,1589446000000.0,20000.0,20.0,1589446000000.0,220.0,0.21973549509878465,0.00707585003187648,0.0009850738728787523,0.2002408949917601,20.024089499176007,1591360447905.3655
106,106,0.1,1110,2.25,1,100000.0,0.01715,0.00243,5.72,1591582000000.0,20000.0,20.0,1591582000000.0,222.0,0.2216604145632209,0.0072035222820675095,0.0010020476967814653,0.2003065347521844,20.03065347521844,1594021375969.7556
107,107,0.1,1120,2.25,1,100000.0,0.01715,0.00243,5.72,1593684000000.0,20000.0,20.0,1593684000000.0,224.0,0.22342042285101343,0.007079499972225888,0.0009809847067682462,0.20051932310763412,20.051932310763412,1597822184637.3345
108,108,0.1,1130,2.25,1,100000.0,0.01715,0.00243,5.72,1595750000000.0,20000.0,20.0,1595750000000.0,226.0,0.22577567963568984,0.007237411594410766,0.0010358563712770685,0.20019890140908844,20.01989014090885,1597336984617.7646
109,109,0.1,1140,2.25,1,100000.0,0.01715,0.00243,5.72,1597782000000.0,20000.0,20.0,1597782000000.0,228.0,0.2276211712413988,0.007021573173586623,0.001007574482485935,0.20033290822512403,20.033290822512402,1600441573848.7756
110,110,0.1,1150,2.25,1,100000.0,0.01715,0.00243,5.72,1599780000000.0,20000.0,20.0,1599780000000.0,230.0,0.2298444029569964,0.006968152373755204,0.0009860793730255332,0.20013539979006084,20.013539979006083,1600863049380.7175
111,111,0.1,1160,2.25,1,100000.0,0.01715,0.00243,5.72,1601746000000.0,20000.0,20.0,1601746000000.0,232.0,0.23158472707293187,0.007002685606059202,0.0009771780280829184,0.20035992350611473,20.03599235061147,1604628530181.1262
112,112,0.1,1170,2.25,1,100000.0,0.01715,0.00243,5.72,1603678000000.0,20000.0,20.0,1603678000000.0,234.0,0.23379430562894407,0.007093242889728265,0.0010406582929352304,0.2001759678511973,20.01759678511973,1605088978858.3618
