,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
21,21,2.25,0.02,205,100000.0,17.15,2.43,0.81,,,,205.0,,,,,,,,,,,,,,,,,,,
22,22,2.25,0.02,210,100000.0,17.15,2.43,0.81,,,,210.0,,,,,,,,,,,,,,,,,,,
23,23,2.25,0.02,215,100000.0,17.15,2.43,0.81,,,,215.0,,,,,,,,,,,,,,,,,,,
24,24,2.25,0.02,220,100000.0,17.15,2.43,0.81,,,,220.0,,,,,,,,,,,,,,,,,,,
25,25,2.25,0.02,225,100000.0,17.15,2.43,0.81,,,,225.0,,,,,,,,,,,,,,,,,,,
26,26,2.25,0.02,230,100000.0,17.15,2.43,0.81,,,,230.0,,,,,,,,,,,,,,,,,,,
27,27,2.25,0.02,235,100000.0,17.15,2.43,0.81,,,,235.0,,,,,,,,,,,,,,,,,,,
28,28,2.25,0.02,240,100000.0,17.15,2.43,0.81,,4.1,0.0041,240.0,0.0092115300268588,0.003790721244824,0.3976854352441578,0.000176694965437,0.0438981834793192,97256927680.7839,63960000000.0,51660000000.0,44.12178373606692,0.1558579921567557,3697138895527.264,2431384677645.3906,1963810701175.1235,9.820216441523313e-07,6.45816250397484e-07,5.216208176287371e-07,5.548281021426186e-07,3.648768911302285e-07,2.947082582205692e-07
29,29,2.25,0.02,245,100000.0,17.15,2.43,0.81,,,,245.0,,,,,,,,,,,,,,,,,,,
30,30,2.25,0.02,250,100000.0,17.15,2.43,0.81,,,,250.0,,,,,,,,,,,,,,,,,,,
31,31,2.25,0.02,255,100000.0,17.15,2.43,0.81,,,,255.0,,,,,,,,,,,,,,,,,,,
32,32,2.25,0.02,260,100000.0,17.15,2.43,0.81,,,,260.0,,,,,,,,,,,,,,,,,,,
33,33,2.25,0.02,265,100000.0,17.15,2.43,0.81,,,,265.0,,,,,,,,,,,,,,,,,,,
34,34,2.25,0.02,270,100000.0,17.15,2.43,0.81,,,,270.0,,,,,,,,,,,,,,,,,,,
35,35,2.25,0.02,275,100000.0,17.15,2.43,0.81,,,,275.0,,,,,,,,,,,,,,,,,,,
36,36,2.25,0.02,280,100000.0,17.15,2.43,0.81,,3.0,0.003,280.0,0.0135752785143581,0.0024722330006094,0.3553913193833529,0.0005280644995456,0.0488964250140797,70500000000.0,46800000000.0,37800000000.0,24.446475970141822,0.0740852833370843,1741004158421.4836,1155730420058.5168,933474570047.2635,8.384006035489721e-07,5.565552942708069e-07,4.495254299879594e-07,4.589186444649856e-07,3.0464386611292654e-07,2.460585072450561e-07
37,37,2.25,0.02,285,100000.0,17.15,2.43,0.81,,,,285.0,,,,,,,,,,,,,,,,,,,
38,38,2.25,0.02,290,100000.0,17.15,2.43,0.81,,,,290.0,,,,,,,,,,,,,,,,,,,
39,39,2.25,0.02,295,100000.0,17.15,2.43,0.81,,,,295.0,,,,,,,,,,,,,,,,,,,
40,40,2.25,0.02,300,100000.0,17.15,2.43,0.81,,3.6,0.0035999999999999,300.0,0.0099976936821121,0.0040404362214328,0.2495937297117884,7.060241782760575e-06,-0.0054293629175985,84094297865.95529,56160000000.000015,45360000000.0,52.264862150649535,0.1430785979114876,3342248397503.3047,2232026127419.208,1802790333684.745,1.0748550332351206e-06,7.178115543898497e-07,5.7977087085334e-07,5.858637573478657e-07,3.9125255157135e-07,3.1601167626916725e-07
41,41,2.25,0.02,305,100000.0,17.15,2.43,0.81,,,,305.0,,,,,,,,,,,,,,,,,,,
42,42,2.25,0.02,310,100000.0,17.15,2.43,0.81,,3.1,0.0031,310.0,0.0170066280488476,0.0036531458691585,0.2144642085014657,-9.089901721734587e-05,0.006427406825247,72230000000.0,48360000000.0,39060000000.0,32.86219720881697,0.0945388201526111,2202754509555.839,1474805594380.734,1191189133922.9004,9.559219214244823e-07,6.400163937434302e-07,5.169363180235398e-07,5.197001093651067e-07,3.479537212916596e-07,2.810395441201865e-07
43,43,2.25,0.02,315,100000.0,17.15,2.43,0.81,,4.4,0.0043999999999999,315.0,0.01594400400813,0.0030369609255556,0.3300840274209492,-0.000506685427815,-0.0576178738996713,102494078077.89104,68640000000.0,55440000000.0,26.01221055413708,0.0964557160567402,2246849930131.461,1504709170485.149,1215342022314.928,1.3797241973415365e-06,9.239974706982772e-07,7.46305649410147e-07,7.490286041530815e-07,5.016223800754188e-07,4.0515653775322293e-07
44,44,2.25,0.02,320,100000.0,17.15,2.43,0.81,,,,320.0,,,,,,,,,,,,,,,,,,,
45,45,2.25,0.02,325,100000.0,17.15,2.43,0.81,,3.6,0.0036,325.0,0.0200114452702491,0.0044056733128597,0.2958096549024941,-0.0004780304858321,0.0493591864121864,83520000000.0,56160000000.0,45360000000.0,18.407310781251187,0.0628722304158268,1458635745647.183,980806794486.899,792190103239.4182,1.161171042594391e-06,7.8078742519278e-07,6.306359972710915e-07,6.2953903903338e-07,4.23310733143135e-07,3.419048229233014e-07
46,46,2.25,0.02,330,100000.0,17.15,2.43,0.81,,4.0,0.0039999999999999,330.0,0.0132470560615258,0.0035286542311196,0.4272570863725918,-4.845374763601764e-05,-0.0362216350083845,92514760304.82916,62400000000.0,50400000000.0,58.35691714402641,0.1739766706638196,4023852496273.872,2714036062355.588,2192106050364.129,1.30723531109035e-06,8.817131789918273e-07,7.121529522626297e-07,7.081168650722866e-07,4.776155959861919e-07,3.857664429119244e-07
47,47,2.25,0.02,335,100000.0,17.15,2.43,0.81,,5.4,0.0053999999999999,335.0,0.0222771442586609,0.0043691148970729,0.3306376981910369,-0.000419897176914,-0.0276430644511251,124740000000.0,84240000000.0,68040000000.0,16.284559065007485,0.0858274893938949,1982615004998.9731,1338908834544.7612,1081426366363.0764,1.7901546647133948e-06,1.2089356177285264e-06,9.764479989345788e-07,9.68873182003534e-07,6.543039670673217e-07,5.284762810928368e-07
48,48,2.25,0.02,340,100000.0,17.15,2.43,0.81,,,,340.0,,,,,,,,,,,,,,,,,,,
49,49,2.25,0.02,345,100000.0,17.15,2.43,0.81,,,,345.0,,,,,,,,,,,,,,,,,,,
50,50,2.25,0.02,350,100000.0,17.15,2.43,0.81,,,,350.0,,,,,,,,,,,,,,,,,,,
51,51,2.25,0.02,355,100000.0,17.15,2.43,0.81,,4.4,0.0043999999999999,355.0,0.0209877421914773,0.0038013942214909,0.3322322638668754,-0.0002818083354416,0.0002113089215488,101139833115.66092,68640000000.0,55440000000.0,20.33106654525276,0.0888880460484634,2043209578026.9968,1386653518356.031,1119989380210.6404,1.5411126601792897e-06,1.0458982355026917e-06,8.447639594444818e-07,8.319746731459531e-07,5.646315581659346e-07,4.560485662109471e-07
52,52,2.25,0.02,360,100000.0,17.15,2.43,0.81,,,,360.0,,,,,,,,,,,,,,,,,,,
53,53,2.25,0.02,365,100000.0,17.15,2.43,0.81,,3.5,0.0034999999999999,365.0,0.019816184640095,0.0040091977150089,0.2737201852572378,-0.0005114414663883,0.0584740709484042,80150000000.0,54600000000.0,44100000000.0,20.08769189363489,0.0654016877544255,1497698649576.3464,1020266328969.0394,824061265705.7628,1.2573708860635945e-06,8.565495992398283e-07,6.918285224629382e-07,6.776408123235089e-07,4.6162430883173546e-07,3.72850403287171e-07
54,54,2.25,0.02,370,100000.0,17.15,2.43,0.81,,4.5,0.0044999999999999,370.0,0.0208264452321211,0.0042383351147288,0.402341927574888,-4.803232084195134e-05,0.0532424822207316,102694083330.2368,70135061204.07481,56700000000.0,20.04463153373723,0.0887179465220161,2024624042893.2056,1382719690938.099,1117846126177.4043,1.634322731914995e-06,1.1161628899444078e-06,9.023509037184814e-07,8.801268701008461e-07,6.010838200227529e-07,4.859402987632948e-07
55,55,2.25,0.02,375,100000.0,17.15,2.43,0.81,,4.1,0.0041,375.0,0.0277974084733455,0.0030648840447738,0.3837195740501089,-0.0001545009957596,0.0176803749550223,93480000000.0,63779920583.77957,51660000000.0,24.86288749994833,0.085841374801875,1957183345482.7517,1335355138455.1335,1081601322503.626,1.5084070704219135e-06,1.0291622075259012e-06,8.335933810226367e-07,8.11690848941103e-07,5.538037856658553e-07,4.485659954674516e-07
56,56,2.25,0.02,380,100000.0,17.15,2.43,0.81,,,,380.0,,,,,,,,,,,,,,,,,,,
57,57,2.25,0.02,385,100000.0,17.15,2.43,0.81,,5.0,0.0049999999999999,385.0,0.0235335647295397,0.0048410068619555,0.2388824744469852,-0.000176335520083,-0.0286598741736214,113500000000.0,77500000000.0,63000000000.0,28.96758326798307,0.1183488789694167,2686519552605.7627,1834407624025.961,1491195875014.652,1.8821817867506327e-06,1.2851902068121062e-06,1.0447352648924214e-06,1.0113791290555414e-06,6.905892731436517e-07,5.61382247845807e-07
58,58,2.25,0.02,390,100000.0,17.15,2.43,0.81,,,,390.0,,,,,,,,,,,,,,,,,,,
59,59,2.25,0.02,395,100000.0,17.15,2.43,0.81,,,,395.0,,,,,,,,,,,,,,,,,,,
60,60,2.25,0.02,400,100000.0,17.15,2.43,0.81,,5.7,0.0056999999999999,400.0,0.0259159323302916,0.0049025729456274,0.3301400593048144,-0.0003829207062258,0.0163124716041328,128763398879.009,88350000000.0,71820000000.0,19.53513947163296,0.1075567862834144,2429715328834.32,1667130187392.9248,1355215507171.0225,2.221295316247531e-06,1.5241244243239863e-06,1.2389656610633697e-06,1.1949977622597167e-06,8.199383770138837e-07,6.665305516370926e-07
61,61,2.25,0.02,405,100000.0,17.15,2.43,0.81,,,,405.0,,,,,,,,,,,,,,,,,,,
62,62,2.25,0.02,410,100000.0,17.15,2.43,0.81,,5.5,0.0054999999999999,410.0,0.0270132980965737,0.0035648228982344,0.2966096811730719,-9.510808870745995e-05,0.0143911920520134,123750000000.0,85250000000.0,69300000000.0,17.516765353145097,0.0909595791140738,2046590530066.6628,1409873476268.1455,1146090696837.3313,2.190536910857566e-06,1.5090365385907678e-06,1.2267006700802368e-06,1.1836328681696012e-06,8.153915314057253e-07,6.628344061749768e-07
63,63,2.25,0.02,415,100000.0,17.15,2.43,0.81,,4.3,0.0043,415.0,0.0298240761517354,0.0045478391654373,0.2257352184954993,-0.0004597389097944,-0.0129146763847104,96426000581.44278,66650000000.0,54180000000.0,14.88474728830692,0.0667466513016679,1496770380749.7664,1034573095175.8538,841007806401.0168,1.728194727335372e-06,1.1945344396983088e-06,9.710408993676575e-07,9.357795550562898e-07,6.46814209532867e-07,5.25797357426718e-07
64,64,2.25,0.02,420,100000.0,17.15,2.43,0.81,,4.8,0.0047999999999999,420.0,0.0347615178406831,0.0035073718502238,0.2216116002553098,-0.000142411050673,-0.0292102925563084,107213657131.72476,74355165676.10452,60480000000.0,12.828147287938998,0.0608768105862291,1359755311971.8608,943021945202.4808,767047813386.488,1.945120387933328e-06,1.348986244607405e-06,1.0972564896062809e-06,1.055917675816703e-06,7.323034753792204e-07,5.956508036558462e-07
65,65,2.25,0.02,425,100000.0,17.15,2.43,0.81,,4.8,0.0047999999999999,425.0,0.0326778880968373,0.0033302695558865,0.2762786000781532,0.0001082894753475,0.0135419198323233,107040000000.0,74213609051.03622,60480000000.0,15.045183911918915,0.066291379309299,1478297758597.3706,1024942189065.4742,835271379297.169,1.9660360295957924e-06,1.3631037862544242e-06,1.1108544382469498e-06,1.0691688520668448e-06,7.412825037073432e-07,6.041043738135537e-07
66,66,2.25,0.02,430,100000.0,17.15,2.43,0.81,,4.3,0.0042999999999999,430.0,0.024453831133576,0.0042894942347266,0.2368316807087503,-0.0002188618156411,-0.0138108400805543,95714700019.94176,66356213631.59628,54180000000.0,22.89587367904554,0.0927555902731607,2064668255387.9573,1431374363648.994,1168720437441.8264,1.7791650098658746e-06,1.2334432794118775e-06,1.007109255051205e-06,9.698098068474245e-07,6.723408913341125e-07,5.489678735246109e-07
67,67,2.25,0.02,435,100000.0,17.15,2.43,0.81,,4.6,0.0045999999999999,435.0,0.0384004249195021,0.0044519001686844,0.2749551164536686,-0.0004597349749192,0.0315933329041935,102120000000.0,70850058475.86218,57960000000.0,12.123558193115258,0.0588160708260285,1305716772337.8352,905896099422.7344,741082492407.9603,1.92065635651756e-06,1.3325363804475671e-06,1.0901022564018586e-06,1.0489564362598729e-06,7.277577834669406e-07,5.953536530123602e-07
68,68,2.25,0.02,440,100000.0,17.15,2.43,0.81,,5.1,0.0050999999999999,440.0,0.0332131376735536,0.0045853526823129,0.3957982036075415,-0.0003010972795068,-0.0378746051755227,113129663665.59676,78540000000.0,64260000000.0,14.183247836132043,0.0748468357116353,1660273990292.4497,1152641269959.185,943070129966.6062,2.1532176949334303e-06,1.4948662647840955e-06,1.2230723984597142e-06,1.178268302536589e-06,8.180099673483417e-07,6.692808823759159e-07
69,69,2.25,0.02,445,100000.0,17.15,2.43,0.81,,4.5,0.0044999999999999,445.0,0.0235299892550759,0.0047920035337219,0.2744694776843152,-0.000457689325071,0.0519890883797061,99450000000.0,69300000000.0,56700000000.0,26.36049049504549,0.1056885946689439,2335717942183.661,1627604357901.737,1331676292828.6938,1.9151397544111567e-06,1.3345317745670504e-06,1.0918896337366775e-06,1.04967069154775e-06,7.314447352866671e-07,5.984547834163641e-07
70,70,2.25,0.02,450,100000.0,17.15,2.43,0.81,,6.1,0.0060999999999999,450.0,0.0301012027340743,0.0038137189618064,0.3523084431139476,7.180949134159442e-05,0.0040910118986273,134810000000.0,93940000000.0,76860000000.0,26.46416950676053,0.1208283573490256,2670306697413.468,1860756703174.9949,1522437302597.7231,2.6251505578377965e-06,1.8292904339684197e-06,1.4966921732468884e-06,1.4422115122306085e-06,1.0049799677987044e-06,8.222563372898491e-07
71,71,2.25,0.02,455,100000.0,17.15,2.43,0.81,,4.0,0.004,455.0,0.0284215300368549,0.0034057221973809,0.3381597945542399,0.0001883981078603,0.0086107778657395,88067471284.84874,61536891060.26267,50400000000.0,18.002814328951807,0.0690402907093238,1520050954885.2483,1062131212037.1326,869907662937.4813,1.734695918336962e-06,1.2121137599615504e-06,9.927465045680745e-07,9.546511042417314e-07,6.670597003094566e-07,5.463358371919206e-07
72,72,2.25,0.02,460,100000.0,17.15,2.43,0.81,,7.2,0.0071999999999999,460.0,0.032583187145829,0.0040328199546646,0.3314991614172476,0.0002865021815803,-0.0014017087789966,157884447401.38397,110554068970.87032,90720000000.0,15.676200412506898,0.1109542895451954,2433049540507.8247,1703673358193.536,1398024048269.4624,3.1453601805871344e-06,2.202448512606386e-06,1.8073159217350724e-06,1.7344716799709096e-06,1.2145141899128217e-06,9.966229948345224e-07
73,73,2.25,0.02,465,100000.0,17.15,2.43,0.81,,7.3,0.0072999999999999,465.0,0.0340034248044421,0.0040965885199299,0.3063605623533074,-0.0002641465549238,0.0349236766074511,159870000000.0,111874258117.06332,91980000000.0,14.644214731548374,0.109737462492245,2403250428580.167,1681753041639.587,1382692027402.2878,3.22084499843694e-06,2.2538915663363147e-06,1.853088903210294e-06,1.7790701362262282e-06,1.244962479693076e-06,1.023574598924679e-06
74,74,2.25,0.02,470,100000.0,17.15,2.43,0.81,,6.4,0.0063999999999999,470.0,0.0358280323218497,0.0040776181840694,0.2261404344570903,-0.0001943084518431,0.0089659641241521,139849277649.40247,97920000000.0,80640000000.0,14.431695470331452,0.0975611938060722,2131853512561.3384,1492686265232.906,1229271041956.5107,2.848211384019779e-06,1.994267424265158e-06,1.6423378788066006e-06,1.5767312017313404e-06,1.1039994047062034e-06,9.091759803462852e-07
75,75,2.25,0.02,475,100000.0,17.15,2.43,0.81,,6.1,0.0061,475.0,0.0385882739917314,0.0034345554329328,0.2879603317080514,0.0003459811198342,0.0296553777686793,132754155670.24374,93330000000.0,76860000000.0,13.512173238357128,0.0773777862972681,1683970932381.3755,1183880130348.203,974960107345.5789,2.7329780756734184e-06,1.921362404926753e-06,1.58229845111615e-06,1.515586427052556e-06,1.0655009669766624e-06,8.774713845690162e-07
76,76,2.25,0.02,480,100000.0,17.15,2.43,0.81,,6.2,0.0061999999999999,480.0,0.0413498413058179,0.0051298205067431,0.2243235316279634,-0.0001811636840469,0.0090867649054038,134540000000.0,94860000000.0,78120000000.0,12.016693172114726,0.0724058407254526,1571206743742.3228,1107809363099.4258,912313593140.7036,2.7999326882403867e-06,1.9741460889436826e-06,1.625767367365386e-06,1.5555645482977703e-06,1.0967805340532669e-06,9.032310280438666e-07
77,77,2.25,0.02,485,100000.0,17.15,2.43,0.81,,5.2,0.0051999999999999,485.0,0.0423224974629173,0.0033748039947763,0.4081463035444113,-0.0003307258100616,-0.0087728787732359,112767360185.77962,79560000000.0,65520000000.0,46.63430701790056,0.129619769501448,2810938314339.909,1983182473372.1555,1633209095718.2458,2.371527833795597e-06,1.6731681414368245e-06,1.377903175300914e-06,1.319783228234444e-06,9.311378174087428e-07,7.668193790424943e-07
78,78,2.25,0.02,490,100000.0,17.15,2.43,0.81,,5.7,0.0057,490.0,0.0402686223293287,0.0045492349148584,0.2711982667121885,-0.0001823246835965,0.0033730359183334,123106078343.66312,87083380307.52588,71820000000.0,13.699540735738328,0.0763062291298197,1648028179186.8608,1165790240551.8086,961458487035.7296,2.6161273289183534e-06,1.8506089559698488e-06,1.5262468538588437e-06,1.4586339322836634e-06,1.031815611085614e-06,8.509660158628974e-07
79,79,2.25,0.02,495,100000.0,17.15,2.43,0.81,,7.0,0.0069999999999999,495.0,0.0366854480028104,0.0042567083612348,0.2702686950789145,-0.0006612649726893,0.0347992171410624,150563594126.75555,106738065374.98209,88200000000.0,14.228630038214725,0.0986972628618513,2122887803850.5007,1504964985097.155,1243585512059.3276,3.233231535210905e-06,2.2921137143369264e-06,1.8940237383382585e-06,1.8051825117138104e-06,1.2797362474415251e-06,1.057474075699318e-06
80,80,2.25,0.02,500,100000.0,17.15,2.43,0.81,,6.9,0.0068999999999999,500.0,0.033567461192982,0.0041944567911111,0.3214438687461279,-0.0001189808791804,0.0038282936253711,148350000000.0,105009748209.08742,86940000000.0,16.823107849363225,0.1102663974125686,2370727544370.2266,1678122699741.5952,1389356607398.3655,3.219063557656703e-06,2.27861849449666e-06,1.886520968673231e-06,1.800049505911588e-06,1.274167478123816e-06,1.054912733697024e-06
81,81,2.25,0.02,505,100000.0,17.15,2.43,0.81,,8.2,0.0081999999999999,505.0,0.0381305774911378,0.0040222143451257,0.3884004501477736,-0.000281879556048,0.0030674348166529,175743543077.99103,124640000000.0,103320000000.0,14.165447223320871,0.1151770622436192,2468490853659.507,1750691346103.0132,1451230984269.603,3.852751516197999e-06,2.7324301113345225e-06,2.2650407501851967e-06,2.157069163492715e-06,1.5298263357443485e-06,1.268145515156499e-06
82,82,2.25,0.02,510,100000.0,17.15,2.43,0.81,,5.7,0.0056999999999999,510.0,0.0369554958929379,0.0028895830167723,0.3100832479487955,-9.377873808129984e-06,-0.007694622344762,121658898262.52763,86640000000.0,71820000000.0,15.797706732868614,0.0819284818041053,1748654181159.4734,1245312923422.4011,1032298870731.7272,2.6937816026014043e-06,1.918390199011627e-06,1.5902445070754277e-06,1.5106863870914697e-06,1.0758429547435686e-06,8.918171861690108e-07
83,83,2.25,0.02,515,100000.0,17.15,2.43,0.81,,7.4,0.0073999999999999,515.0,0.0403687814055249,0.0041075298551719,0.3978787046426525,5.359111587610999e-05,-0.0041832101436563,157620000000.0,112480000000.0,93240000000.0,15.414836133397367,0.1075893340274287,2291652814784.2334,1635357877216.9172,1355625608745.6023,3.5247716111200806e-06,2.5153299760105737e-06,2.0850761643245543e-06,1.978997167480262e-06,1.4122421101267605e-06,1.1706743807629724e-06
84,84,2.25,0.02,520,100000.0,17.15,2.43,0.81,,,,520.0,,,,,,,,,,,,,,,,,,,
85,85,2.25,0.02,525,100000.0,17.15,2.43,0.81,,5.2,0.0051999999999999,525.0,0.0420254330117567,0.0036211849938715,0.2830152689630087,-0.0002586691152223,0.0441195913514231,110126888644.78146,78891016200.80185,65520000000.0,12.883193247493985,0.0662905697785034,1403918114653.147,1005717387376.2115,835261179209.1433,2.511361885347291e-06,1.7990510185216046e-06,1.494134927017678e-06,1.4139451911573794e-06,1.0129004310876675e-06,8.412267890673899e-07
86,86,2.25,0.02,530,100000.0,17.15,2.43,0.81,,,,530.0,,,,,,,,,,,,,,,,,,,
87,87,2.25,0.02,535,100000.0,17.15,2.43,0.81,,5.7,0.0057,535.0,0.0342357056867851,0.0036743052847228,0.1707716512032014,0.000334661071701,-0.0216482429333122,120270000000.0,86140493850.95715,71820000000.0,25.218463655050662,0.10541451614639,2224246290688.829,1593062891212.2336,1328222903444.5142,2.796043304829612e-06,2.002598745378607e-06,1.6696751488555972e-06,1.5792936183511631e-06,1.131131056958795e-06,9.430852886836332e-07
88,88,2.25,0.02,540,100000.0,17.15,2.43,0.81,,5.7,0.0056999999999999,540.0,0.0374548568147221,0.0036870949210589,0.2084478939208554,8.856674660716104e-05,0.0234637181767731,119773126830.3999,85972395352.93164,71820000000.0,19.22536112195656,0.0949617738233192,1995415540382.4856,1432296695184.9265,1196518350173.823,2.8113442600336523e-06,2.0179651862897044e-06,1.6857766854623814e-06,1.5906822852847457e-06,1.1417817162363245e-06,9.53826661726211e-07
89,89,2.25,0.02,545,100000.0,17.15,2.43,0.81,,6.0,0.0059999999999999,545.0,0.0363899374833622,0.0041394585394464,0.2037911694536991,-0.000395581613918,-0.0150584283558743,125546136339.34648,90320312474.47186,75600000000.0,17.618697560220106,0.0934847059391275,1956107272912.903,1407261308667.6863,1177907294833.007,2.9601033603161328e-06,2.12955546268529e-06,1.7824826837762691e-06,1.685575584909324e-06,1.21263559331565e-06,1.015001480210492e-06
90,90,2.25,0.02,550,100000.0,17.15,2.43,0.81,,,,550.0,,,,,,,,,,,,,,,,,,,
91,91,2.25,0.02,555,100000.0,17.15,2.43,0.81,,6.3,0.0062999999999999,555.0,0.0503246317738404,0.0039656922151246,0.181979602274751,-0.000254849031651,-0.0115321807486701,131040000000.0,94500000000.0,79380000000.0,13.540661413600148,0.0796162313193151,1656017611441.7563,1194243469789.7285,1003164514623.3716,3.148890716800985e-06,2.270834651539172e-06,1.9075011072929047e-06,1.7975320970727688e-06,1.2962971853890158e-06,1.0888896357267736e-06
92,92,2.25,0.02,560,100000.0,17.15,2.43,0.81,,7.6,0.0075999999999999,560.0,0.0464549895004481,0.0041255960607912,0.2245711284454574,8.783793302910659e-05,-0.0060743639996013,157767925004.45465,114000000000.0,95760000000.0,22.56447795583702,0.1088050730937347,2258677712099.5454,1632076096406.021,1370943920981.0576,3.826449695368893e-06,2.764917300267068e-06,2.3225305322243363e-06,2.187232519093024e-06,1.5804512049554078e-06,1.3275790121625423e-06
93,93,2.25,0.02,565,100000.0,17.15,2.43,0.81,,6.5,0.0064999999999999,565.0,0.0385844136549755,0.0041221735349843,0.2203149535385047,0.0001287458186614,-0.0084866140092482,134358020001.45448,97500000000.0,81900000000.0,19.360281113266968,0.1135340522679359,2346801610071.0024,1703010784019.039,1430529058575.993,3.288255608572961e-06,2.38619861942289e-06,2.0044068403152268e-06,1.8815449453944035e-06,1.365386540929737e-06,1.146924694380979e-06
94,94,2.25,0.02,570,100000.0,17.15,2.43,0.81,,6.6,0.0065999999999999,570.0,0.0440073010152495,0.004187145788678,0.1948860861233298,-0.0003892403430179,0.034657954154898,135841148269.07466,99000000000.0,83160000000.0,14.248183251053463,0.0894990652534971,1842069059552.107,1342485978802.4585,1127688222194.065,3.354594546835281e-06,2.4448030980926217e-06,2.053634602397802e-06,1.9217709494333297e-06,1.4005721124871613e-06,1.1764805744892157e-06
