sep=	
IntermediateFocus_RN	IntermediateFocus_RS	IntermediateFocus_RO	IntermediateFocus_OX	IntermediateFocus_OY	IntermediateFocus_OZ	IntermediateFocus_DX	IntermediateFocus_DY	IntermediateFocus_DZ	IntermediateFocus_EN	IntermediateFocus_PL	IntermediateFocus_S0	IntermediateFocus_S1	IntermediateFocus_S2	IntermediateFocus_S3
312752	2	1	0.000292230367883221	7.95637806991767e-05	0	5.62092167184121e-05	0.000603790508205986	0.999999816138756	1000.03019761056	1000.15619972048	1	1	-3.60046e-21	1.75449e-18
312767	2	1	-0.000438462278619822	0.000131698425445387	0	0.000130766693732761	-0.000154315206545646	0.999999979543444	999.992229267533	999.947602951915	1	1	-3.43349e-21	1.755e-18
312770	2	1	0.000228548429659081	-1.09007311887566e-05	0	-0.000239131403563322	-0.000512974349915225	0.999999839836731	1000.00447079809	999.999372981489	1	1	-3.24271e-21	1.75235e-18
312783	2	1	0.00012217799998171	0.000219092286895428	0	0.000528926486790305	-0.00112736691490851	0.999999224640005	1000.02478911411	999.880879595739	1	1	-3.2798e-21	1.75726e-18
312810	2	1	-0.000147696218599003	-0.000384760812979557	0	-0.000325559465209777	-0.00081758817464396	0.99999961278023	999.999999693593	999.675158396664	1	1	-3.13847e-21	1.7519e-18
312928	2	1	-0.000121845596572467	-0.000399176534153833	0	-0.000244081379063222	-0.00027710069322406	0.999999931819741	999.984332263569	999.581880895174	1	1	-3.30341e-21	1.75236e-18
312949	2	1	-0.000143858392157803	-0.000182189233420449	0	-0.000405074067685173	0.00044336150403242	0.999999819672772	1000.00214779461	999.767709719976	1	1	-3.44406e-21	1.75145e-18
312974	2	1	0.000321030351009388	-0.000352152497653774	0	0.000352771572718142	0.000144589103530487	0.999999927323102	999.981818142462	1000.30599645331	1	1	-3.56825e-21	1.75649e-18
312982	2	1	-0.000267862224157145	-0.000207641519465618	0	0.000290577276938925	0.00125189553101024	0.999999174160871	1000.00829017974	1000.17127079159	1	1	-3.80985e-21	1.75595e-18
313009	2	1	0.000446086543276588	-3.02421596561908e-05	0	5.64872758399357e-06	0.000982352173114286	0.999999517476034	1000.01799887225	1000.40536654771	1	1	-3.67596e-21	1.75432e-18
313025	2	1	-0.000456758067664681	-0.000210600789899429	0	0.000142796249339636	-0.00078362418795409	0.999999682771131	1000.01489197321	999.727088045408	1	1	-3.26888e-21	1.75466e-18
313052	2	1	-0.000186106792577398	0.000121347142368618	0	-7.25819805827074e-05	3.80954071951371e-05	0.999999996640298	1000.00917845939	999.810783711495	1	1	-3.42925e-21	1.7537e-18
313061	2	1	-7.02310219057589e-05	0.000228974183845931	0	-0.000149136106294722	0.000652393693218874	0.99999977607042	1000.01650262054	1000.159683529	1	1	-3.55711e-21	1.75272e-18
313068	2	1	0.000444392898429069	-0.000329941653631316	0	-0.000316327153986412	-0.000400282127030232	0.999999869855667	1000.0046042306	999.81993209478	1	1	-3.25392e-21	1.75214e-18
313075	2	1	0.000208527123934252	-0.000226665735924614	0	-9.80620001964066e-05	-0.000278579596896639	0.999999956388624	999.998389220104	1000.00232608527	1	1	-3.34095e-21	1.75335e-18
313088	2	1	-0.000275105308563367	0.00014488226502668	0	-0.000219610619452398	-5.67998082327721e-05	0.999999974272478	1000.00057900438	1000.07454048839	1	1	-3.36701e-21	1.75266e-18
313120	2	1	-0.000324710341724932	-8.21813621222356e-05	0	0.000206262720611394	0.000198945130359878	0.999999958938261	1000.0136540187	1000.21239562503	1	1	-3.54126e-21	1.75529e-18
313140	2	1	-1.16301545629444e-05	0.000482267693487914	0	0.000101258940850489	-0.000351047985730947	0.999999933255967	999.995095877412	999.759208338563	1	1	-3.37521e-21	1.75483e-18
313142	2	1	-0.000213555821545364	-0.000243017644307564	0	-0.000306575698393411	-0.00133103533497346	0.999999067177704	1000.00308014388	999.59157382087	1	1	-2.99786e-21	1.75181e-18
313147	2	1	6.03568376751629e-05	0.00047379433830752	0	-0.000136036027046989	-0.000445972793886485	0.999999891301227	1000.02315809761	1000.47894056624	1	1	-3.28762e-21	1.75314e-18
313161	2	1	-0.000136622700882438	2.45915132564001e-05	0	0.000259579502171868	0.000504679669518263	0.999999838958444	999.992290799615	1000.26837646433	1	1	-3.63056e-21	1.75587e-18
313188	2	1	9.65831945563822e-05	-0.000140926677457359	0	-0.000254668452451394	1.24910884820134e-06	0.999999967571209	999.983011864368	1000.31154416967	1	1	-3.37318e-21	1.75254e-18
313298	2	1	0.000416924580915606	-0.00035694089927224	0	0.000124186472051847	-0.000450009930126208	0.999999891034386	999.997623086336	1000.48106772318	1	1	-3.3554e-21	1.75505e-18
313329	2	1	-0.000230706472842979	-0.000489860179527457	0	-1.11335131051469e-05	-0.000830791206025227	0.999999654830949	999.97911606628	1000.25718799904	1	1	-3.2181e-21	1.75441e-18
313358	2	1	0.000176225912344424	-4.05663269553713e-05	0	6.69978675360907e-05	-0.000708361003297712	0.999999746867955	999.995209061048	1000.05028810303	1	1	-3.2702e-21	1.75438e-18
313410	2	1	-0.000212842063350982	-0.000496926327056273	0	-6.6477131168691e-05	-2.81989688152937e-05	0.999999997392805	999.99261218099	1000.25070777907	1	1	-3.41291e-21	1.75351e-18
313445	2	1	7.36104192016473e-05	0.00041714714218094	0	0.000125442478731516	-0.000142769492444008	0.999999981940528	999.983920361088	999.889718143617	1	1	-3.43572e-21	1.75509e-18
313486	2	1	-0.000273323240056134	-0.000320504056697812	0	-0.000161560927090774	0.00202728853538667	0.999997931997492	999.969557484769	1052.52664754095	1	1	-3.85468e-21	1.75219e-18
313511	2	1	0.000202898899514747	0.000190986973665153	0	-0.000311271352622575	0.0015475672488928	0.999998754072101	1000.00373640762	999.989706525561	1	1	-3.71997e-21	1.75205e-18
313518	2	1	-0.000320076659338357	0.000276757436563524	0	-1.65783244549071e-05	-0.000157498007606092	0.999999987459768	1000.02719396426	999.589743324379	1	1	-3.39116e-21	1.75332e-18
313523	2	1	-0.00045665109057863	0.000216953983735779	0	-0.000501477295941353	-0.000393115695827541	0.999999796990265	999.996444737546	1000.11775306172	1	1	-3.20837e-21	1.75075e-18
313538	2	1	0.000458783529351137	0.000103777692322726	0	0.000179045627759821	-0.000475728511424219	0.999999870812515	1000.02284469739	1000.15518829728	1	1	-3.36319e-21	1.75535e-18
313561	2	1	-0.000408695775070793	-0.000313296214155601	0	5.29403462102458e-05	-0.000317699335987506	0.999999948132224	999.986837055778	999.523083058827	1	1	-3.36913e-21	1.75408e-18
313562	2	1	-8.59667371257977e-05	-0.000141175335029341	0	-0.000456552217291616	2.60037282526649e-05	0.999999895441934	1000.01351781396	999.92530921837	1	1	-3.32784e-21	1.75106e-18
313592	2	1	-0.000106405876211371	-0.000427625257952702	0	-0.000118987266882971	0.00108758219704527	0.999999401503318	999.99227054488	999.939131748331	1	1	-3.66483e-21	1.75284e-18
313644	2	1	6.90479671689864e-05	-0.000216198601379586	0	-0.000121697002684051	5.631771758066e-05	0.999999991009076	1000.00665629529	1000.08693084806	1	1	-3.42027e-21	1.7532e-18
313650	2	1	3.06408747309805e-05	-0.000173448830518674	0	-0.000343161096839061	0.000404800370518732	0.999999859188551	1000.01333337952	1000.22037625325	1	1	-3.44936e-21	1.75164e-18
313651	2	1	-6.98094458547044e-05	0.000389252841235921	0	-9.8813804843386e-05	0.000728676059592844	0.999999729633479	1000.00963804571	1000.17402411556	1	1	-3.5896e-21	1.75345e-18
313658	2	1	-0.000335477389619115	-0.000179371365121694	0	0.000176263310188598	0.000367202173910092	0.999999917046901	1000.0006839838	999.71985897474	1	1	-3.57544e-21	1.75534e-18
313726	2	1	5.90129759666658e-05	-0.00032971312808816	0	0.000234389721275898	0.00116672409143932	0.999999291907926	999.95891753734	1000.4391687303	1	1	-3.77542e-21	1.75544e-18
313743	2	1	-0.000253196384697618	-0.000154357128691496	0	0.000344245978757865	0.00139208002233249	0.99999897180343	999.99616869935	1036.78025671702	1	1	-3.85523e-21	1.75639e-18
313777	2	1	7.87381619417049e-05	-0.000461135959387904	0	0.00026468329346401	0.000801965817691841	0.999999643396727	999.995971874059	1000.209834676	1	1	-3.69925e-21	1.75531e-18
313788	2	1	-2.29715844528577e-05	0.000176351504430627	0	-0.000382636215475116	-0.00109534475357729	0.999999326904472	1000.02454074622	1000.41502027808	1	1	-3.04636e-21	1.75143e-18
313807	2	1	0.000114885638845985	-0.00038381481021893	0	0.000326209873957531	0.000368622029176429	0.999999878852452	1000.00321020841	1000.311578087	1	1	-3.61593e-21	1.75635e-18
313821	2	1	0.000390363840429342	0.00024867391324207	0	-0.000408097421009357	0.000357889947652984	0.99999985268563	1000.01447119902	999.721794020038	1	1	-3.42228e-21	1.75132e-18
313825	2	1	-4.16266615874683e-05	0.000414672385107784	0	0.000380846231056943	0.000163118893990802	0.999999914174183	1000.01963172663	1000.16295217696	1	1	-3.58103e-21	1.7568e-18
313831	2	1	0.000284768959140619	8.93454903694857e-05	0	-0.000186911223510142	0.000190936465781433	0.99999996430373	999.983047322727	999.658184882009	1	1	-3.43777e-21	1.7529e-18
313851	2	1	2.53500307371146e-05	-0.000431217324632915	0	-0.000152238154040566	-0.000620561313424858	0.99999979586358	999.98577168816	1000.33928347214	1	1	-3.23725e-21	1.75318e-18
313868	2	1	0.000163181791128231	0.000175775788426535	0	-0.00028179825138664	0.000475908649065286	0.99999984705034	1000.00841156732	999.975305517192	1	1	-3.48273e-21	1.75217e-18
313877	2	1	-0.000348066281931306	0.000279995192209725	0	8.59119659498489e-05	-0.000487365729460114	0.999999877546882	1000.00934563979	1000.45741413438	1	1	-3.33491e-21	1.75465e-18
313884	2	1	0.000426268486328124	0.000257126885598979	0	-3.30474905456558e-05	-0.000239295557984491	0.999999970822749	1000.01460003577	1000.02367375589	1	1	-3.36808e-21	1.75374e-18
313886	2	1	0.00010794821325455	0.000181613381724732	0	-0.000171526029284273	-0.000300690393776669	0.999999940082052	1000.01401487666	1000.03549507433	1	1	-3.3167e-21	1.75295e-18
313903	2	1	0.000115296124234748	-0.00026613130627573	0	-4.53822430692748e-05	0.000721772487296846	0.99999973849243	999.985513479505	999.612028697455	1	1	-3.60227e-21	1.75395e-18
313927	2	1	-0.000301882654081598	0.000139541526849141	0	-0.000176428585079654	-0.000569402911511221	0.999999822326624	999.994779993134	1000.02313745576	1	1	-3.24301e-21	1.75258e-18
313935	2	1	-0.000234534680580614	-0.000187499036885138	0	8.42120410961666e-05	-2.30819871492299e-05	0.999999996187777	999.995906699891	1000.16241774831	1	1	-3.45379e-21	1.75454e-18
313989	2	1	-0.000202595404700356	-0.000433443150622714	0	0.000448683427481084	-0.00042043178882099	0.999999810960128	1000.00000199441	1000.04299581699	1	1	-3.45115e-21	1.7573e-18
314024	2	1	8.9839844303663e-05	-0.000443233641574725	0	-0.000406831633557109	-0.00123410379795006	0.999999155737562	1000.01515902929	999.676401633917	1	1	-3.00017e-21	1.75117e-18
314120	2	1	-0.000498745360737518	0.000381390467832449	0	0.000173982828384725	-7.9615801734028e-05	0.99999998169565	1000.00647082514	999.864569143659	1	1	-3.46395e-21	1.75527e-18
314124	2	1	-3.32996411925579e-05	-0.000337380692988276	0	0.000223187731595369	-0.00122670149188824	0.999999222695041	999.98794494377	1000.38086083228	1	1	-3.16809e-21	1.7554e-18
314132	2	1	-0.000120568680826785	-0.000211139262962456	0	4.26439841694857e-05	-0.000346925171646178	0.999999938912206	999.988843628116	1000.10084563408	1	1	-3.36016e-21	1.75435e-18
314143	2	1	0.000488021326322113	0.000330151348768237	0	-0.000182080873898729	-0.000939171060595101	0.999999542402032	1000.02369503483	1000.19027839576	1	1	-3.14184e-21	1.75274e-18
314147	2	1	-0.000143702337331353	1.71032298547091e-05	0	-0.000412200635182658	0.000188590210133652	0.999999897262179	999.990852088039	999.983540322582	1	1	-3.37941e-21	1.75128e-18
314213	2	1	-0.000406243655481364	-0.000403313874973388	0	0.000279529733428775	0.000158237858951034	0.999999948411953	1000.00088402482	1000.48329034054	1	1	-3.55137e-21	1.75595e-18
314225	2	1	-0.000498941807469254	0.000164190237702866	0	4.70178161844776e-05	0.000953519229065862	0.999999544295099	999.981061100537	1000.45665152078	1	1	-3.67822e-21	1.75418e-18
314254	2	1	0.000185491563538753	2.04241682404405e-05	0	0.00014299805986932	0.000682156883190482	0.999999757106741	999.987811582018	999.641780738137	1	1	-3.64095e-21	1.75491e-18
314267	2	1	-3.00325893767828e-05	-0.00015136662247861	0	-0.00030090447038127	-0.000656181963612555	0.999999739440831	1000.01499114199	1000.37488637385	1	1	-3.18873e-21	1.75203e-18
314280	2	1	0.000197639912851044	-0.000329304719595913	0	0.000243414279843857	0.000694892168078068	0.999999728937145	999.98631270472	1000.20688439602	1	1	-3.67077e-21	1.75565e-18
314299	2	1	5.12847190158872e-05	-0.000368541980742182	0	-0.000324452709448324	0.000232310561235963	0.999999920381118	999.977419945893	1000.07926976111	1	1	-3.4124e-21	1.7519e-18
314323	2	1	-0.0001951822583387	-0.000450944708604184	0	-0.000540514988883543	0.000963826822085801	0.999999389440515	999.96641502418	1000.14656476102	1	1	-3.53055e-21	1.74995e-18
314342	2	1	0.000422650359493681	-0.000378783457328891	0	-7.40599035498925e-05	-0.000661276364035842	0.999999778614326	999.995796619299	1000.36245401193	1	1	-3.24767e-21	1.75391e-18
314348	2	1	9.95235567981256e-05	0.000475996116052646	0	-0.000121722233898915	-0.000306452206923212	0.99999994563537	1000.01381428984	999.530323343887	1	1	-3.32796e-21	1.75325e-18
314364	2	1	0.000460361721567826	-0.000335978576896045	0	-0.000737968487140099	0.000749125385468381	0.999999447106682	999.997493487737	1000.21879514384	1	1	-3.43531e-21	1.74925e-18
314392	2	1	6.46596576205083e-05	-0.000418247019758261	0	4.0187789151061e-05	0.000140333527397037	0.999999989345721	999.988721977155	999.788256410385	1	1	-3.48606e-21	1.75496e-18
314394	2	1	0.000334600916622106	0.000192515230878876	0	5.59342176490246e-06	0.000462045446511577	0.999999893241354	1000.01646205334	1000.27473163571	1	1	-3.55383e-21	1.75423e-18
314396	2	1	0.000462538840137611	0.00038542560415411	0	0.000118961428187833	0.000771476499869559	0.999999695336048	1000.00582289152	999.728921085456	1	1	-3.65513e-21	1.75462e-18
314408	2	1	0.000421412561562223	-0.000333260704335037	0	-5.91581707322913e-05	-0.000545015717032134	0.999999849729078	1000.00204259062	999.692990501779	1	1	-3.28182e-21	1.7538e-18
314412	2	1	-0.000348620161994606	-2.67242406770674e-05	0	0.000126969045898349	-0.000615082086308187	0.999999802776425	999.994574177261	1000.24665858211	1	1	-3.31192e-21	1.75498e-18
314456	2	1	-2.66093150034499e-05	-0.000487127258569197	0	3.26872727959837e-06	-4.87881417698087e-06	0.999999999982756	1000.00447925513	999.876354287504	1	1	-3.43762e-21	1.75412e-18
314479	2	1	-0.000265902539184709	0.000271133577005145	0	0.000219538933656715	0.00152471780093654	0.999998813518438	999.996043062271	1034.98980015719	1	1	-3.85018e-21	1.75536e-18
314485	2	1	8.25631822287121e-05	0.00048293690524337	0	0.000285112238295613	0.00059974822407979	0.999999779506515	1000.02164005791	999.7242282745	1	1	-3.66086e-21	1.75616e-18
314487	2	1	0.000311475807263817	0.000168418838456641	0	-0.000524056155979792	-0.0010081280915462	0.99999935452124	999.999709187028	999.546787441437	1	1	-3.03494e-21	1.75043e-18
314489	2	1	-0.000156311492353456	-0.000250214204022492	0	7.8689470238159e-05	0.000301527537078083	0.999999951444555	1000.01585924258	1000.13111408882	1	1	-3.53368e-21	1.75468e-18
314507	2	1	-0.000143542500545046	0.000280363090138236	0	0.000105392625836233	0.0015737838775685	0.999998756047577	1000.01604134746	1014.21998914106	1	1	-3.8303e-21	1.75448e-18
314512	2	1	-0.000268189241426062	-0.000409476836121282	0	9.80643143755778e-05	2.19063274466477e-07	0.999999995191671	1000.01091962756	1000.09082388105	1	1	-3.46359e-21	1.75471e-18
314528	2	1	-5.09731348086462e-05	-0.000452868476283785	0	5.04485059725745e-05	0.000784325309067494	0.999999691144331	999.996721930526	1000.22281215805	1	1	-3.64037e-21	1.75428e-18
314556	2	1	-0.000453440161700791	0.00040878207186934	0	0.000366494229733441	0.00070638652687407	0.999999683349977	1000.0251385518	1000.44298477864	1	1	-3.70734e-21	1.75669e-18
314571	2	1	-9.99672296153054e-05	-0.00027549386210296	0	-8.64532825531721e-05	-0.000370952308317792	0.999999927460105	999.985015450066	1000.48419744455	1	1	-3.31919e-21	1.75327e-18
314595	2	1	0.000173832886048664	1.73273377099825e-05	0	1.05044489504408e-05	0.000661433636049265	0.999999781197577	1000.01899552522	999.604017442233	1	1	-3.60154e-21	1.75405e-18
314614	2	1	-0.000191480900682772	-0.000237586037509896	0	0.000172420852378711	0.00119787511487333	0.999999267682861	999.998541866409	1000.31938367454	1	1	-3.77037e-21	1.75606e-18
314615	2	1	-0.000457008867325526	-0.000103576415539264	0	-0.000218815293281693	0.000378458195754716	0.999999904444626	1000.00149619109	1000.22555505817	1	1	-3.47336e-21	1.7522e-18
314623	2	1	-0.000365376561161541	-0.000126162074540276	0	2.83942901883449e-05	-0.000238580503502721	0.999999971136553	999.997333699693	1000.47503312506	1	1	-3.38438e-21	1.7542e-18
314628	2	1	-0.000144457585132693	-7.18526014096277e-05	0	0.000113460334319481	-0.000690849088875308	0.999999754927114	999.975731873094	999.840239964927	1	1	-3.28725e-21	1.75471e-18
314640	2	1	-0.000364306087669797	0.000478270774313394	0	0.000101580032370797	-0.000590915842927107	0.999999820249966	1000.01319287523	1000.42772906665	1	1	-3.31126e-21	1.75468e-18
314664	2	1	-0.000188353656027707	-0.000315612288519729	0	0.000235095629443628	-0.00121638849738874	0.99999923256424	999.995345839936	1000.10550382706	1	1	-3.17414e-21	1.75545e-18
314670	2	1	7.17503543536391e-05	9.09383268533626e-05	0	-0.000225115322798317	-0.00086769728064103	0.99999959821218	1000.00644942768	1000.50917385133	1	1	-3.14995e-21	1.75237e-18
314685	2	1	-0.00044699588128011	0.000332370510804009	0	-0.00034996416815457	-0.000178838587923716	0.999999922770917	999.988810284605	1000.11397703026	1	1	-3.30127e-21	1.75149e-18
314698	2	1	-0.000489079211445767	8.31846547815207e-05	0	-7.85123609911824e-05	0.000324455977627952	0.999999944282062	999.986150814933	1000.16083854198	1	1	-3.49747e-21	1.75341e-18
314723	2	1	6.29196108153374e-05	0.000400471500415028	0	0.000190169321258407	0.000128907807264649	0.999999973609202	1000.02013739115	1000.19246627671	1	1	-3.52112e-21	1.75548e-18
314786	2	1	-9.88825559873341e-05	0.000437686883769661	0	0.000548202724995606	-0.0009558693647476	0.999999392893581	1000.01290276442	1000.22876169307	1	1	-3.33447e-21	1.75781e-18
314819	2	1	0.000491524439173302	-1.17906554928122e-05	0	-0.000161256430731943	-1.37863920634772e-05	0.99999998690315	1000.00451551531	1000.11729339584	1	1	-3.39428e-21	1.75336e-18
314854	2	1	-0.00043082706912928	-4.2491369240949e-06	0	0.000405465113478356	-0.00075871839838553	0.999999629972148	1000.04154368038	1000.47446164438	1	1	-3.34842e-21	1.75679e-18
314856	2	1	0.00020986375317749	0.000105651940884521	0	-5.27668867044643e-05	-0.00067836840879878	0.999999768515952	1000.02108621222	1000.28220963618	1	1	-3.24731e-21	1.75373e-18
314884	2	1	-0.000111338587611892	0.000138471004910629	0	-1.1833279576004e-05	-0.000227499539953997	0.999999974051966	999.99975330267	999.527034334037	1	1	-3.37773e-21	1.75418e-18
314894	2	1	0.000284673344355502	-3.94966061470492e-06	0	0.000267388067009409	0.000212849984963556	0.999999941599251	999.974895259378	999.949318677823	1	1	-3.56154e-21	1.7558e-18
314924	2	1	-3.7256165436747e-05	0.000352107109509864	0	-8.22813220007802e-05	0.00016955304275571	0.999999982240775	1000.01469185822	999.608234171789	1	1	-3.45855e-21	1.75341e-18
314925	2	1	-8.40372388805077e-05	-0.000417008782640393	0	0.000335770119054056	-0.000479569174339152	0.999999828635902	1000.0095563581	999.577703574116	1	1	-3.40301e-21	1.75611e-18
314933	2	1	-0.000346641352835964	0.00028177325323514	0	-0.000169421496172464	0.000404784911177359	0.999999903722762	1000.0020558117	1000.44188548749	1	1	-3.49378e-21	1.75285e-18
314969	2	1	0.000187549704469769	0.000369668860670025	0	0.000603509833297662	0.00190466641921594	0.999998004008864	1000.00575964456	1251.41855992019	1	1	-4.03303e-21	1.75797e-18
314978	2	1	5.03321183394911e-05	-0.000208691629057234	0	-0.000422640783138908	0.00041154180606247	0.99999982600404	999.985049637642	1000.25613871801	1	1	-3.43289e-21	1.75157e-18
314984	2	1	-0.000310014983662815	-0.000134545987545087	0	-0.000202389704828481	0.000358556220955148	0.999999915237918	999.993878992579	999.740850466508	1	1	-3.47395e-21	1.75261e-18
314987	2	1	-0.00020227334665146	0.000332556961509037	0	-0.000274149889091132	3.84875955583008e-05	0.999999961680271	999.9894707217	999.787159052598	1	1	-3.3778e-21	1.75243e-18
315003	2	1	-0.000466529569580793	0.000419428263176203	0	-0.000199726780662516	-0.000254323256398783	0.999999947714446	1000.01934911398	1000.28820525171	1	1	-3.32162e-21	1.75282e-18
315010	2	1	-0.000275098688743425	0.00034948959676484	0	-0.000312366251005431	0.000732678319368494	0.999999682804852	1000.02745200512	1000.05086062147	1	1	-3.53569e-21	1.75188e-18
315013	2	1	-0.000360493699432252	-0.000408495930133146	0	0.000331392660557758	0.00118797251131401	0.999999239449819	1000.00248205884	999.846858123412	1	1	-3.80619e-21	1.75616e-18
315028	2	1	-0.000489106899642933	-0.000246455068891149	0	-6.70986617564636e-05	0.000361494606358174	0.999999932409707	1000.00234994446	999.88067997931	1	1	-3.51005e-21	1.75367e-18
315032	2	1	0.00037109724605949	-0.000482733766461796	0	-1.0730229648457e-05	-0.000752820681145239	0.999999716572902	1000.00961821778	999.635430126783	1	1	-3.23862e-21	1.75411e-18
315036	2	1	0.000196282431837613	0.000156388770135907	0	-0.000380324815717184	0.000613112739389191	0.999999739722868	1000.01400186499	999.666591454432	1	1	-3.49047e-21	1.75145e-18
315061	2	1	-8.56446651061604e-05	5.09361641626294e-06	0	-0.000113862407230152	-0.000365078826278406	0.999999926876398	1000.01908446648	1000.47048120776	1	1	-3.31605e-21	1.75367e-18
315070	2	1	0.00024673615526445	5.09955528717465e-05	0	1.51621634902673e-05	0.000413284831581047	0.999999914482875	1000.02179528923	999.983286306855	1	1	-3.54435e-21	1.75425e-18
315137	2	1	0.000220155439233163	8.56483348602444e-05	0	-4.59013005312693e-05	-0.000841699207580074	0.999999644717694	999.980278064041	999.975884238146	1	1	-3.20418e-21	1.75367e-18
315248	2	1	-4.45503604830505e-05	0.000214660390982613	0	-7.85891839123285e-05	0.000259121965825818	0.999999963339773	1000.02979860231	1000.48329879494	1	1	-3.48197e-21	1.75352e-18
315285	2	1	-6.69353448533028e-05	0.000279976359395029	0	-0.00020759900787783	0.000447569269228603	0.999999878292193	1000.00131249474	1000.35559235024	1	1	-3.49504e-21	1.75275e-18
315294	2	1	-0.000421858983877227	-0.000447308035088412	0	0.000144833412758777	-0.000480726870214034	0.999999873962471	999.97761858108	999.736753955404	1	1	-3.35168e-21	1.75493e-18
315381	2	1	0.000102548939387992	-7.45472199281949e-05	0	-0.000458710314033751	0.000202863754510892	0.999999874215565	999.999660855625	999.666465148836	1	1	-3.37166e-21	1.75104e-18
315384	2	1	0.000164058832822667	0.000244011093289864	0	0.000657322888640809	-0.000782864765195004	0.999999477524553	1000.01896337601	1000.26953420811	1	1	-3.41242e-21	1.75856e-18
315395	2	1	-0.000420018424799468	-7.10137719386328e-05	0	3.32128781189867e-05	-0.000880080939380018	0.999999612177147	1000.00383528337	1000.24728440943	1	1	-3.21351e-21	1.75398e-18
315405	2	1	3.22412791863291e-05	-0.000268951833811648	0	-0.000208558266165327	0.000468383734037105	0.999999868560055	999.997076988198	999.593573009149	1	1	-3.49975e-21	1.75273e-18
315408	2	1	-7.9786197795208e-05	-0.000348629895335739	0	9.40760918199577e-07	-0.000354710324696032	0.999999937089848	999.987431222724	999.889652889154	1	1	-3.34595e-21	1.75377e-18
315424	2	1	0.000491917667090738	-0.000127559974670954	0	-9.31930508190209e-05	0.000609941229947284	0.999999809643357	1000.00581219574	1000.25349288016	1	1	-3.56327e-21	1.75351e-18
315442	2	1	0.000258893046591525	0.000347837999996048	0	-5.53572494020205e-05	0.00058212169074825	0.999999829034942	1000.00296076563	999.502901074178	1	1	-3.5661e-21	1.75367e-18
315453	2	1	-0.000455320100686385	0.000220148896600936	0	0.000349916819903557	-0.000800891820680731	0.999999618065183	999.992786793726	1000.40002615528	1	1	-3.32134e-21	1.75632e-18
315458	2	1	0.000405180005710326	0.000359617322295502	0	-0.000495960793144153	0.00125347328096187	0.9999990914134	1000.00490520294	1000.4396734687	1	1	-3.60918e-21	1.75069e-18
315462	2	1	-0.000145292413043563	6.75533503203818e-05	0	-0.000377626952392785	0.000678636737130081	0.999999698424986	999.987523451263	1000.20668062807	1	1	-3.50655e-21	1.75148e-18
315477	2	1	-0.000108960308204398	0.00013094704916039	0	-0.000344794020086405	0.000429361183173129	0.999999848383018	999.989954155344	1000.17215505119	1	1	-3.45545e-21	1.75175e-18
315488	2	1	-0.000331951975680478	-0.000151076952967788	0	0.000290044410433487	-0.00120605769785883	0.999999230649239	1000.01853809595	1000.51766583884	1	1	-3.19184e-21	1.75576e-18
315495	2	1	-0.000198123960022889	0.000387970937494625	0	0.000358490022147774	0.000187557980093875	0.999999918153451	1000.00866939926	999.975122792538	1	1	-3.58028e-21	1.7565e-18
315502	2	1	-0.000277027911244954	0.000415871857864888	0	0.00025578762050542	3.55970196037197e-05	0.999999966652772	1000.0085417535	999.806555158133	1	1	-3.51516e-21	1.75587e-18
315531	2	1	-0.000449664648380171	-0.000479918377572497	0	0.00017301122669936	-0.000254598345960628	0.999999952623398	999.987549125738	999.548482447045	1	1	-3.4183e-21	1.75515e-18
315536	2	1	-0.000347400549801424	-7.67360250026883e-05	0	-0.000805475731146784	0.000997139587543446	0.999999178460407	999.984817218033	999.728320953597	1	1	-3.47493e-21	1.74841e-18
315561	2	1	-0.000105817029518854	0.000252565113040504	0	7.58690018653458e-05	0.00166311469540773	0.999998614145742	999.999869813718	1028.34297800343	1	1	-3.84213e-21	1.75441e-18
315626	2	1	-0.000269812847772888	1.55160622828387e-05	0	0.000173074877688056	0.000326569736100117	0.999999931698645	1000.01601608549	1000.13130061109	1	1	-3.56392e-21	1.7551e-18
315641	2	1	-0.000158275484916631	-1.95052182017097e-05	0	2.73377856208987e-05	-0.00074204266297827	0.999999724312628	1000.01159691443	1000.49169483714	1	1	-3.25102e-21	1.75423e-18
315673	2	1	0.000400315576964516	-0.000436579328255069	0	-0.000155085830773458	2.94889628009798e-07	0.999999987974149	1000.00568867682	1000.16652724061	1	1	-3.39773e-21	1.75301e-18
315692	2	1	0.000125752805223367	-0.00038705575157183	0	0.000349812109761745	-0.00019984993212843	0.999999918845743	999.985841899715	1000.12648405927	1	1	-3.48057e-21	1.75646e-18
315708	2	1	0.000456463834921997	0.000269569119713597	0	-9.66367351092363e-05	-0.000480507281126114	0.99999987988704	1000.01943755359	999.828265055307	1	1	-3.28873e-21	1.7534e-18
315714	2	1	-0.000177575675759795	-0.000462279067071934	0	3.34218076269138e-05	-1.92368373323915e-05	0.999999999256463	999.97403383086	999.914699172752	1	1	-3.44089e-21	1.75408e-18
315717	2	1	0.000110537348371869	0.000181029744145245	0	7.39457661596757e-06	-0.00090109607970257	0.999999593985505	1000.00912408368	1000.10911095719	1	1	-3.20101e-21	1.75381e-18
315723	2	1	-0.000367341408008676	-0.00035267912595055	0	0.000206862784520805	0.000366091469848858	0.999999911592408	999.996604862718	999.642738234356	1	1	-3.58332e-21	1.75556e-18
