,Simulation Number,SU.numberRays,SU.photonEnergy,PG.cFactor,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,ExitSlit.openingHeight,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
10,10,500000.0,450,5.0,17.15,2.43,0.81,0.005,,0.009,1597.0,0.3193999999999999,450.0,0.0027022927646385,0.0181204974636626,0.0005249430419328,-0.0009433297960824,-1.1680071992888398e-05,6618924680019.887,4617228255163.26,3820024000000.0,3302596000000.0,2945187400000.0,3.3305051613102816,1.0637633485225038,22044362809130.24,15377702534768.902,12722609648329.145,10999313023722.691,9808961836726.008,0.0001288900958092,8.991112921672181e-05,7.438719779358926e-05,6.4311339898471e-05,5.735153435239856e-05,7.080995009355372e-05,4.939559190114159e-05,4.0867017207901615e-05,3.533151822154706e-05,3.150792355134288e-05
11,11,500000.0,450,10.0,17.15,2.43,0.81,0.0025,,0.009,304.0,0.0608,450.0,0.0008827167448544,0.0293845026641845,0.0005033773058238,-0.0013125874192311,-1.35938874866516e-05,1259958110661.2686,878921346004.7784,727168000000.0,628672000000.0,560636800000.0,10.195796162770709,0.619904406696459,12846276069931.99,8961302886972.783,7414056704089.649,6409811565241.385,5716138534148.048,2.453512155667001e-05,1.7115205561605154e-05,1.4160117801660076e-05,1.2242108534211136e-05,1.091726139206585e-05,1.34791639501818e-05,9.402792697524763e-06,7.779319493551718e-06,6.725598960144211e-06,5.99775125836458e-06
12,12,500000.0,550,1.8,17.15,2.43,0.81,0.02,,0.011,7952.0,1.5904000000000005,550.0,0.010924645677278,0.021505395146193,0.0010531749763981,-0.000755393045684,-9.650814359187512e-07,31177884427732.08,22531522223909.508,18979454838405.617,16444736000000.002,14665078400000.002,1.0068976445504962,1.6013700138931095,31392938392351.027,22686936655391.645,19110368371643.137,16558165943654.752,14766232898108.36,0.0007421526452373,0.0005363362244304,0.000451783463568,0.0003914474810155,0.0003490848377605,0.0004232180932952,0.0003058497409195,0.0002576328970335,0.0002232258519912,0.0001990682380281
13,13,500000.0,550,5.0,17.15,2.43,0.81,0.005,,0.011,1717.0,0.3434,550.0,0.0034085057343418,0.0250786898019638,0.0005782101793524,-0.0008078394375844,5.063058492166689e-07,6731945115997.985,4865018065700.782,4098053817598.396,3550756000000.0,3166491400000.0,3.227220623152071,1.1082275619904212,21725472112276.56,15700486633636.96,13225323794940.615,11459072990980.955,10218966349113.674,0.0001602459874085,0.0001158059981573,9.754932179908437e-05,8.452154488225264e-05,7.53745807890959e-05,9.138147210613458e-05,6.603923606123616e-05,5.562822990525673e-05,4.819904274005479e-05,4.29829180953622e-05
14,14,500000.0,550,10.0,17.15,2.43,0.81,0.0025,,0.011,370.0,0.074,550.0,0.0014828194671281,0.0196487880375433,0.0004118154689645,-0.0002456840043753,-1.5683594950060313e-05,1450681242236.025,1048373141706.0508,883098376535.4724,765160000000.0,682354000000.0,7.418300234015901,0.5489542173171768,10761588998761.982,7777146722453.983,6551088893312.157,5676186607059.607,5061906837881.687,3.453175034429124e-05,2.4955282072340705e-05,2.102111186118882e-05,1.8213728367171505e-05,1.624262952356755e-05,1.969198874739068e-05,1.4230936134337436e-05,1.1987446164790323e-05,1.0386514743051992e-05,9.26248089416658e-06
15,15,500000.0,650,1.8,17.15,2.43,0.81,0.02,,0.013,10556.0,2.1112,650.0,0.0128238842193013,0.0199909283629774,0.0010484687158402,-0.000935825116569,2.035907313370358e-06,38511700640149.99,29179122798506.043,24758142505190.31,21829808000000.0,19467375200000.0,1.013733419429471,2.140193995099499,39040597977983.4,29579851930481.965,25098156460508.7,22129605909328.82,19734728828812.48,0.0010878947711974,0.0008242641740814,0.0006993784571507,0.0006166576283231,0.000549922629668,0.0006177082550496,0.000468018413317,0.0003971081191155,0.0003501391105458,0.0003122468799171
16,16,500000.0,650,5.0,17.15,2.43,0.81,0.005,,0.013,2272.0,0.4544,650.0,0.0045300551843183,0.0230279578818004,0.0005369447691927,-0.0005483566414163,-7.71729687578236e-07,8288990512923.53,6280311386718.997,5328770345944.713,4698496000000.0,4190022400000.001,2.8697222155266275,1.3040017747352997,23787100219226.11,18022749106892.348,15292090643197.057,13483378350762.998,12024200364834.2,0.0002341509018719,0.0001774088862744,0.0001505293534147,0.0001327250977216,0.0001183615208986,0.0001329512273089,0.0001007330271936,8.547078880547e-05,7.53615061727999e-05,6.720584607537601e-05
17,17,500000.0,650,10.0,17.15,2.43,0.81,0.0025,,0.013,474.0,0.0948,650.0,0.0021372966009494,0.0177054002804592,0.0005511030700468,-0.0008976682985615,1.7371985486864693e-06,1729305239051.828,1310241019940.4949,1111724095060.6484,980232000000.0,874150800000.0,6.082450135477336,0.5766162728432515,10518412885552.455,7969475669245.025,6762006372615.06,5962212261199.22,5316978651887.621,4.885014414054587e-05,3.701224123859301e-05,3.140445137262605e-05,2.769000718313353e-05,2.4693380680432715e-05,2.7737183866381825e-05,2.101560514515736e-05,1.783149379128203e-05,1.572242690400843e-05,1.402093795762686e-05
18,18,500000.0,750,1.8,17.15,2.43,0.81,0.02,,0.015,10812.0,2.1624,750.0,0.0146982225044212,0.0205858844280882,0.0011184078681089,-0.0007847549491016,7.6265823021486275e-06,35928311691532.375,29024549533215.57,24877524776758.406,22359216000000.0,19939490400000.0,1.0205315639689094,2.2067974539263697,36665976121321.99,29620468928625.57,25388299268100.555,22818285673598.66,20348879322655.05,0.0011737792375083,0.0009482330790442,0.0008127496308277,0.000730476392353,0.0006514238698149,0.0006636026783902,0.0005360888920882,0.0004594925643964,0.0004129789273622,0.0003682861401554
19,19,500000.0,750,5.0,17.15,2.43,0.81,0.005,,0.015,2557.0,0.5114,750.0,0.0043573787129389,0.022360606655366,0.0005485098651628,-0.0005642345595839,-1.526436540872117e-06,8496919440921.965,6864203954534.98,5883447174821.61,5287876000000.0,4715619400000.0,3.4424366088397305,1.7604620817606382,29250106545791.79,23629586983633.668,20253393940780.6,18203177925405.0,16233220855914.846,0.0002775946642905,0.0002242537905212,0.00019221243119,0.0001727550994493,0.0001540594557081,0.0001569397011324,0.0001267831388336,0.000108668376541,9.766806485991286e-05,8.709837776337103e-05
20,20,500000.0,750,10.0,17.15,2.43,0.81,0.0025,,0.015,580.0,0.116,750.0,0.002150847068151,0.02268831053642,0.0004244064995805,-0.0007071130370918,-1.2398913362467483e-05,1927341914640.1016,1556995812917.5945,1334532405708.4607,1199440000000.0,1069636000000.0,6.9739965347208805,0.8089835980276222,13441275833922.377,10858483403862.225,9307024372883.523,8364890403605.612,7459637757412.703,6.296632979604634e-05,5.086710930869759e-05,4.359922177951562e-05,3.918574801745684e-05,3.494504666044193e-05,3.559836787517295e-05,2.875800567990784e-05,2.464906468275532e-05,2.215388252590905e-05,1.975637821773766e-05
21,21,500000.0,850,1.8,17.15,2.43,0.81,0.02,,0.017,12404.0,2.4808,850.0,0.0167148603893565,0.0197516944041312,0.001097935078545,-0.0007024211617286,-3.957316020276043e-06,36563834871334.37,32232090469004.84,27892974899463.062,25210051686579.875,22875456800000.0,1.017059048296031,2.5231200870127948,37187579096292.58,32781939256997.65,28368802505393.0,25640111175846.688,23265690322344.98,0.0013556564411519,0.0011950508257643,0.0010341719138161,0.000934698700805,0.000848140258382,0.0007527759793983,0.0006635940556082,0.0005742603742786,0.0005190243697311,0.0004709597463559
22,22,500000.0,850,5.0,17.15,2.43,0.81,0.005,,0.017,3081.0,0.6162,850.0,0.0048863854328828,0.0217398537138002,0.0005565317274498,-0.0006052468146385,-1.0421253564540567e-05,9082003808334.504,8006052139229.597,6928269563467.083,6261864660299.307,5681980200000.0,3.479054248483684,2.143793227915646,31596783934131.152,27853489708568.613,24103825659420.355,21785366849844.145,19767917354610.17,0.0003367282727498,0.0002968358266833,0.0002568754971354,0.0002321675828104,0.0002106675375745,0.0001869802315806,0.00016482854606,0.0001426391658459,0.0001289192263093,0.0001169805690521
23,23,500000.0,850,10.0,17.15,2.43,0.81,0.0025,,0.017,691.0,0.1382,850.0,0.0025061996859676,0.0179584888941789,0.0004834975987834,-0.0004571278434561,-3.249863214862245e-06,2036892123193.4893,1795580015646.7546,1553857276324.4902,1404397429492.639,1274342200000.0,6.783178569203356,0.9374352782639038,13816602997825.2,12179739881424.896,10540091376364.98,9526278546378.75,8644090700871.458,7.552068694259838e-05,6.657369563069546e-05,5.7611479558769534e-05,5.2070042103858846e-05,4.724805857320312e-05,4.193552094197253e-05,3.69673889410927e-05,3.1990802856058847e-05,2.8913724563382995e-05,2.623614839825414e-05
24,24,500000.0,950,1.8,17.15,2.43,0.81,0.02,,0.019,12990.0,2.598,950.0,0.0189394749417033,0.0198709762807446,0.0011115063226049,-0.0005615512232736,-7.216830348126275e-06,32777369511894.93,32509935148751.85,28499971232131.65,25890295658884.133,23956158000000.0,1.003195709410264,2.6063024530478662,32882116460087.8,32613827454433.8,28591048858390.43,25973033520355.76,24032714919554.38,0.0013596374159019,0.0013485439763782,0.0011822067425292,0.0010739548417333,0.000993724915791,0.0007314205718368,0.0007254528264767,0.0006359712681755,0.0005777368696097,0.0005345769671057
25,25,500000.0,950,5.0,17.15,2.43,0.81,0.005,,0.019,3341.0,0.6681999999999999,950.0,0.0060534877960662,0.020303045570794,0.000658359278981,-0.0004151603888164,-4.930144272098838e-07,8430268786700.611,8361485244956.114,7330131169095.599,6658928236823.085,6161472199999.999,3.1386864300522217,2.0972702725608943,26459970242510.016,26244080273425.64,23006983230943.18,20900287695608.184,19338929183284.008,0.0003496958126657,0.0003468426039322,0.0003040610259268,0.0002762188703796,0.0002555839063631,0.0001881197944962,0.0001865849032531,0.0001635704393359,0.0001485926775493,0.0001374920436566
26,26,500000.0,950,10.0,17.15,2.43,0.81,0.0025,,0.019,760.0,0.152,950.0,0.0021794600476141,0.022115352421673,0.0006755075181863,-0.0005382793230237,-1.5483905602493436e-06,1917690594999.2407,1902043934799.9543,1667434806498.8494,1514751709064.8145,1401591999999.9998,8.717755583911346,1.3250988487545243,16717957892768.904,16581554133447.01,14536289095163.48,13205235169939.04,12218736484365.47,7.954768561089368e-05,7.889864680888932e-05,6.916683020186803e-05,6.283338565953566e-05,5.8139410007790015e-05,4.2792889499305815e-05,4.2443737345831575e-05,3.720848066308103e-05,3.380138729048774e-05,3.127625057739555e-05
27,27,500000.0,1050,1.8,17.15,2.43,0.81,0.02,,0.021,13170.0,2.634,1050.0,0.0205770080110596,0.0194784200340379,0.0010687761713851,-0.0005413245601759,-2.948286953707343e-06,26923395463263.984,31596391888726.207,28094456080516.52,25681326197952.22,23917798892723.18,1.0205565351732862,2.688145913646436,27476847189088.863,32245904229935.742,28671980755110.0,26209245283237.062,24409465966929.03,0.001235273517116,0.0014496754761047,0.0012890030019205,0.0011782860813389,0.0010973736057995,0.0006366795499173,0.0007471857178703,0.0006643725780027,0.0006073073222618,0.0005656037498988
28,28,500000.0,1050,5.0,17.15,2.43,0.81,0.005,,0.021,3564.0,0.7128,1050.0,0.0068093113100076,0.0178333877594563,0.0005841248186019,-0.0004462343556799,-2.2823910020335867e-06,7285875583224.969,8550458670571.011,7602782192176.225,6949752966552.9,6472515964591.147,3.0840123242913555,2.198283984754878,22469730091919.28,26369719918384.88,23447073979574.324,21433123799629.555,19961319003971.65,0.0003342835850418,0.0003923039784994,0.0003488235914081,0.0003188619281618,0.0002969657958291,0.0001722950581553,0.0002021996885717,0.0001797892078968,0.0001643464917647,0.0001530608781047
29,29,500000.0,1050,10.0,17.15,2.43,0.81,0.0025,,0.021,802.0,0.1604,1050.0,0.003486076205263,0.02025226770491,0.0004468572886791,7.388810219196207e-05,-1.2074522628602006e-05,1639526435955.7869,1924093112737.921,1710839314849.981,1563889416154.7212,1456497700225.0562,6.023964699422043,0.9662439377872956,9876449373966.896,11590668989534.314,10306035639039.68,9420814636715.793,8773890730945.128,7.522318608406037e-05,8.827940256917376e-05,7.849509548521668e-05,7.175288057964048e-05,6.682563643517241e-05,3.87712224019511e-05,4.550060332057741e-05,4.045761636736367e-05,3.69825719403205e-05,3.444299221100135e-05
30,30,500000.0,1150,1.8,17.15,2.43,0.81,0.02,,0.023,12833.0,2.5666,1150.0,0.0226894752890984,0.0196881486055429,0.0010191393584946,-0.0004173098273956,-1.6389979148381386e-06,19466208182785.07,29396975043478.26,26577047536663.125,24436513907364.188,22844140120196.824,1.0136858480394528,2.60172609757806,19732619749879.02,29799297576742.89,26940776970587.21,24770948323314.348,23156781550473.805,0.0009787279688684,0.0014780301024738,0.0013362489247947,0.001228626520286,0.0011485646639779,0.0006239569261742,0.0009422711405692,0.000851883054576,0.0007832718093263,0.0007322309160906
31,31,500000.0,1150,5.0,17.15,2.43,0.81,0.005,,0.023,3626.0,0.7252,1150.0,0.0081624982926769,0.0197620086200925,0.0006617278493974,-0.0004272889472825,-7.57552947090155e-06,5500231502437.361,8306197421308.515,7509419026567.481,6904605269859.154,6454675607872.959,2.81776475477303,2.043443000161401,15498358470660.305,23404910339949.76,21159776261883.844,19455553375029.25,18187757431357.605,0.0002765423217577,0.0004176215344479,0.0003775608666177,0.0003471518555721,0.0003245301544131,0.0001763007725635,0.0002662413430767,0.0002407019368731,0.0002213156378568,0.0002068938908863
32,32,500000.0,1150,10.0,17.15,2.43,0.81,0.0025,,0.023,835.0,0.167,1150.0,0.0034678408171657,0.0149704811161393,0.0005334944260641,-0.0003044105926978,1.4560566962555232e-05,1266600470086.927,1912761954438.1165,1729278788522.848,1590001489336.016,1486391101095.952,6.632369019405453,1.1076056262407106,8400561717768.917,12686143128112.787,11469215062913.932,10545476618680.725,9858294289628.748,6.36825258322396e-05,9.617043057474206e-05,8.69452078394479e-05,7.994258119215061e-05,7.473322640236957e-05,4.0598771398388586e-05,6.131040305269942e-05,5.542915534722893e-05,5.0964853174434776e-05,4.764379450913366e-05
33,33,500000.0,1250,1.8,17.15,2.43,0.81,0.02,,0.025,12547.0,2.5094000000000003,1250.0,0.0241640710505635,0.019738860579039,0.0010767202693961,-0.0003262823442643,1.9612248549636496e-06,11784025309972.549,27306085824547.902,25121233350230.41,23283350278823.324,21857979896631.457,1.0345938789737583,2.5962098798967497,12191680455369.443,28250709252809.37,25990274256419.832,24088811680472.56,22614132207786.37,0.000644142501715,0.0014926147875959,0.0013731856195769,0.0012727226140813,0.0011948085210864,0.0004090638591597,0.000947887716813,0.0008720440079504,0.0008082447948548,0.0007587653093705
34,34,500000.0,1250,5.0,17.15,2.43,0.81,0.005,,0.025,3637.0,0.7274,1250.0,0.009013376240091,0.0173410242561545,0.0006121489161837,-0.0004400115136126,-5.879553814922386e-06,3415836459103.384,7915217513659.099,7281894133640.554,6749146805139.11,6335974566354.396,2.773655435440643,2.017556963739524,9474353361368.418,21954086079455.53,20197465244075.45,18719807720660.94,17573810294782.54,0.0001867176439577,0.0004326643805281,0.0003980454370288,0.0003689242167381,0.0003463392517088,0.0001185753770434,0.0002747642963297,0.000252779473732,0.0002342859901878,0.0002199433673532
35,35,500000.0,1250,10.0,17.15,2.43,0.81,0.0025,,0.025,814.0,0.1628,1250.0,0.0042580948079375,0.0200705940192733,0.0005277755589267,-0.0003560976750259,-2.440240949177344e-06,764501203659.652,1771511425933.051,1629766792626.7285,1510532169200.7798,1418059746222.8423,5.8711703537922695,0.9558265335973816,4488516802365.055,10400845365342.398,9568638476465.162,8868591690261.146,8325670341929.742,4.178943144943416e-05,9.683497546051765e-05,8.908688087476103e-05,8.25692363004877e-05,7.7514476461653e-05,2.653845392173692e-05,6.149522606884544e-05,5.657478460760738e-05,5.243574264859184e-05,4.922570828306861e-05
36,36,500000.0,1350,1.8,17.15,2.43,0.81,0.02,,0.027,12437.0,2.4874,1350.0,0.0264101231941822,0.0182938812638879,0.0009504550663318,-0.0005165027380908,-1.995705004615118e-06,3844164532644.58,25593744075529.773,24024857475967.44,22448400063642.016,21169576814690.266,1.0223352538524966,2.5429567104327004,3930024923331.96,26165386846492.56,24561458766463.227,22949790777645.863,21642404686796.297,0.0002268500857631,0.0015103263633045,0.0014177439421722,0.0013247147556868,0.00124924942083,0.000147623098441,0.0009828475782065,0.000922599402312,0.0008620604930662,0.0008129512916349
37,37,500000.0,1350,5.0,17.15,2.43,0.81,0.005,,0.027,3442.0,0.6884,1350.0,0.0096865865250492,0.0172974533252345,0.0006009688269417,9.154277280234071e-05,5.934914000285534e-06,1063891157141.0022,7083192659642.477,6648995692874.482,6212703466998.136,5858782937699.116,2.7873596060055474,1.9188183527742189,2965447236601.33,19743405101042.44,18533142014823.2,17317038688001.225,16330534900897.031,6.278186019109851e-05,0.0004179901376935,0.0003923675041373,0.0003666212261054,0.0003457358290984,4.0855407641242153e-05,0.000272007828591,0.000255333854045,0.0002385794176356,0.000224988208234
38,38,500000.0,1350,10.0,17.15,2.43,0.81,0.0025,,0.027,783.0,0.1566,1350.0,0.0038419522234107,0.0197644953059796,0.0004021422537641,-0.0001340751355019,-1.1949561320340712e-05,242018238245.61435,1611313147152.8352,1512540275282.0215,1413290765444.3755,1332779500353.9824,7.027677188559674,1.100534247728445,1700826052134.1047,11323788647872.275,10629644789377.236,9932151273115.48,9366344092017.645,1.4281869996987252e-05,9.508607722662072e-05,8.925733751876278e-05,8.340047066839161e-05,7.864937657875101e-05,9.293952406476642e-06,6.187743456908631e-05,5.808437179467373e-05,5.427300523203851e-05,5.1181222268244056e-05
39,39,500000.0,1450,1.8,17.15,2.43,0.81,0.02,,0.0289999999999999,11701.0,2.3402,1450.0,0.0287651432086022,0.0183630089385269,0.0009827494990335,-0.0002732299188205,-5.202055459397295e-06,548776900000.0,22645070224893.453,21746572632550.13,20499942592213.83,19427736028423.85,1.008164631397612,2.359306870396692,553257461108.0242,22829958876252.742,21924125382256.297,20667317067151.46,19586356331986.04,3.473327898735909e-05,0.0014332555576037,0.0013763876982891,0.0012974857820732,0.0012296235055958,2.263277518868313e-05,0.0009339328669482,0.0008968768355899,0.0008454630507779,0.0008012428765795
40,40,500000.0,1450,5.0,17.15,2.43,0.81,0.005,,0.0289999999999999,3340.0,0.668,1450.0,0.0104697340293569,0.0170070356848393,0.000593089971019,-0.000500769730912,-5.977841480298072e-06,156646000000.0,6463937659272.211,6207465395497.602,5851620225450.32,5545563484739.396,2.769888892944616,1.850285780487004,433892015524.20233,17904389127104.52,17193989452326.863,16208337868204.912,15360594701498.893,9.914464731029772e-06,0.0004091166192972,0.0003928839340471,0.0003703617222566,0.0003509907280309,6.46042809419722e-06,0.0002665871101279,0.0002560096257474,0.0002413337825483,0.000228711324483
41,41,500000.0,1450,10.0,17.15,2.43,0.81,0.0025,,0.0289999999999999,755.0,0.151,1450.0,0.0055023100439939,0.0190438874032484,0.0005215715334411,0.0001500599399369,-1.861171959233744e-05,35409500000.0,1461159560703.7483,1403184542994.2185,1322746488088.3208,1253563003286.8994,5.270513614850743,0.7958475558424623,186626251845.05737,7701061358158.436,7395503237999.145,6971553374465.501,6606920875896.79,2.2411439736309813e-06,9.247995436209205e-05,8.881058988191402e-05,8.371949110890256e-05,7.934071846208472e-05,1.4603662308739226e-06,6.026145752892103e-05,5.787043935308361e-05,5.4552995755694346e-05,5.1699715564271845e-05
42,42,500000.0,1550,1.8,17.15,2.43,0.81,0.02,,0.031,10497.0,2.0994,1550.0,0.0300609102171165,0.0190531206116653,0.0009997980942531,-0.0003390977152566,5.250104782584952e-06,492309300000.0,19005327991120.08,18718778301105.664,17811951319433.2,16973595628038.207,1.0312395658049218,2.1649843444508523,507688828773.7249,19599046185542.8,19303544807630.8,18368388944790.69,17503843385606.438,3.317742388888956e-05,0.0012807960826837,0.0012614850915429,0.0012003727315594,0.0011438747492075,2.1654056265174706e-05,0.0008359428547415,0.0008233390645829,0.0007834525897917,0.0007465778012965
