,Simulation Number,SU.numberRays,SU.photonEnergy,PG.cFactor,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,ExitSlit.openingHeight,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
44,44,500000.0,1550,10.0,17.15,2.43,0.81,0.0025,,0.031,1191.0,0.2382,1550.0,0.0067679730323106,0.0703048279201933,0.0024096781548526,0.0019261614215316,1.4778933931375562e-05,55857900000.0,2156363307366.2969,2123851096181.466,2020961610121.4573,1925840944364.438,4.580396501582412,1.0910504466769304,255851329745.74017,9876998949201.266,9728080130831.557,9256805488832.682,8821115124171.04,3.764343322060347e-06,0.0001453203900615,0.0001431293459109,0.000136195477116,0.0001297851601701,2.456890636545973e-06,9.484690292437704e-05,9.341686442967144e-05,8.889130555796551e-05,8.470745559152496e-05
45,45,500000.0,1650,1.8,17.15,2.43,0.81,0.02,,0.033,14983.0,2.9966,1650.0,0.0329217137882551,0.0733874487563716,0.0166649557060721,0.0002319053046046,1.8707256323479764e-05,702702700000.0,25236318821488.53,25565697501118.613,24578550572176.37,23555352414721.074,1.00237795068168,3.003725767012722,704373692364.4833,25296329543033.184,25626491468919.023,24636997153264.184,23611365881052.875,5.0011971518215966e-05,0.0017960910896242,0.0018195332610352,0.0017492771426304,0.0016764552264657,3.249852931654842e-05,0.0011671269330001,0.0011823600076363,0.0011367065279927,0.0010893857544754
46,46,500000.0,1650,5.0,17.15,2.43,0.81,0.005,,0.033,4824.0,0.9648,1650.0,0.0119207410225499,0.0728768472815684,0.0049616484317461,7.4138315143773e-05,-2.003138867832676e-05,226245600000.0,8125208702853.946,8231257074377.374,7913430418486.206,7583996532644.628,2.7682842817888096,2.6708406750698432,626312138303.8783,22492887538364.22,22786459578361.83,21906625042524.805,20994658394460.96,1.6102099085888928e-05,0.0005782782764698,0.0005858258326926,0.0005632058290095,0.0005397597285237,1.0463385531804689e-05,0.000375773898738,0.0003806784139917,0.0003659795962782,0.0003507439684702
47,47,500000.0,1650,10.0,17.15,2.43,0.81,0.0025,,0.033,1136.0,0.2272,1650.0,0.0061266302368494,0.0656733958947204,0.0023818038452414,0.0004090139794023,-1.1520310872730847e-05,53278400000.0,1913399064353.6653,1938372312705.783,1863527561235.5576,1785949432231.405,5.386321472694242,1.2237722385961316,286974589950.79285,10306182466161.22,10440696410003.156,10037558518040.615,9619697775974.104,3.791870763177824e-06,0.0001361783005948,0.0001379556687269,0.0001326289016904,0.0001271075977618,2.464014503343724e-06,8.84907025220679e-05,8.964566299639188e-05,8.618424986983793e-05,8.259642375252769e-05
48,48,500000.0,1750,1.8,17.15,2.43,0.81,0.02,,0.035,11881.0,2.3762,1750.0,0.0344104985017565,0.0806128867310663,0.0166630640820929,0.0004653397451018,-6.227983738526968e-05,557218900000.0,18508489832570.984,19342788518625.53,18806290868129.453,18129702185353.48,1.017131443132488,2.416907735171418,566764863897.6976,18825566973605.91,19674158400156.12,19128469770669.844,18440290147350.8,4.151131875448474e-05,0.0013788330243356,0.0014409860465918,0.001401018405543,0.0013506143570149,2.688878111865503e-05,0.0008931332586616,0.0009333926159032,0.0009075037454883,0.0008748547362775
49,49,500000.0,1750,5.0,17.15,2.43,0.81,0.005,,0.035,4729.0,0.9458,1750.0,0.0126925974818732,0.07922600644093,0.0046598597854117,0.0002594403321012,1.9194552758928808e-05,221790100000.0,7366942885129.887,7699019182272.55,7485476770927.042,7216173860326.284,2.7575127983050582,2.6080556046369243,611589039287.3588,20314439290128.05,21230143929512.703,20641297997246.543,19898691774644.15,1.6522769665007853e-05,0.0005488175550949,0.0005735563516819,0.0005576480127778,0.0005375856657119,1.0702554154542515e-05,0.00035549424966,0.0003715187004971,0.0003612141412687,0.0003482188408262
50,50,500000.0,1750,10.0,17.15,2.43,0.81,0.0025,,0.035,1092.0,0.2184,1750.0,0.0058044671729931,0.0762374160794972,0.0023236388246323,0.0007765221425536,-3.051283899927081e-06,51214800000.00001,1701142235263.6577,1777823841624.3655,1728513561821.1738,1666327311371.6016,6.029838563451139,1.3169167422577288,308816976059.43744,10257613052108.271,10719990759249.45,10422657732517.598,10047684681440.336,3.815365716681874e-06,0.0001267305498337,0.0001324431245583,0.0001287696405061,0.0001241369310546,2.4713870029097966e-06,8.208917754890233e-05,8.578947366100467e-05,8.3409989906007e-05,8.040917195649307e-05
51,51,500000.0,1850,1.8,17.15,2.43,0.81,0.02,,0.037,8417.0,1.6833999999999998,1850.0,0.0364973706880391,0.0803863735092489,0.0173262170114286,0.000150038334411,5.2934752383620336e-05,394757300000.0,12050063311994.88,13036959167376.396,12829225397674.418,12448739576522.424,1.0137716581355152,1.706583209305326,400193762582.099,12216012664438.986,13216499712156.176,13005905103994.66,12620179362188.35,3.098353512309049e-05,0.0009457800016938,0.0010232390439915,0.0010069345284074,0.0009770711267591,1.982071559117109e-05,0.0006050322001965,0.0006545841199903,0.0006441538329052,0.0006250496865157
52,52,500000.0,1850,5.0,17.15,2.43,0.81,0.005,,0.037,4314.0,0.8628,1850.0,0.0120223970234292,0.0727165292256719,0.0044606656237957,9.674166096925028e-05,-2.6718686225511203e-05,202326600000.0,6176069042170.121,6681886877517.142,6575416224969.4,6380404245350.808,3.07758926343012,2.655344016487508,622678171866.3206,19007403774385.91,20564103313701.363,20236430376550.04,19636263601835.605,1.5880120057147723e-05,0.0004847445559352,0.0005244449608862,0.000516088339735,0.0005007823263441,1.0158793757908057e-05,0.0003100996687237,0.0003354967201661,0.000330150841767,0.0003203593142009
53,53,500000.0,1850,10.0,17.15,2.43,0.81,0.0025,,0.037,1067.0,0.2134,1850.0,0.0074114205635851,0.0755837590053196,0.002496776350845,-0.0001956897781626,-1.6762504226171494e-05,50042300000.0,1527553469632.712,1652659549909.7798,1626325709791.922,1578092566015.1394,4.992295293805592,1.065355815698113,249825938781.2076,7625997997483.791,8250564493277.462,8119098187189.25,7878304090506.971,3.927697751733107e-06,0.0001198939362964,0.0001297132065984,0.0001276463278853,0.0001238606263813,2.5126177421622382e-06,7.669827225968106e-05,8.297983319825771e-05,8.1657614317443e-05,7.923583408724164e-05
54,54,500000.0,1950,1.8,17.15,2.43,0.81,0.02,,0.039,4666.0,0.9332,1950.0,0.0371991256236015,0.0796720861465092,0.016666093307366,-0.0003294090631613,-3.281839837188064e-05,218835400000.0,6097262171428.572,6856397815335.89,6834585946088.274,6678080810297.531,1.0484117394215284,0.9783778352281703,229429602361.00592,6392441238856.516,7188327959742.267,7165460139964.34,7001378318321.564,1.8158975724041973e-05,0.0005059512115228,0.0005689443366249,0.0005671343862962,0.0005541475799499,1.136771840877687e-05,0.0003167310198865,0.000356165408628,0.0003550323598271,0.0003469024763019
55,55,500000.0,1950,5.0,17.15,2.43,0.81,0.005,,0.039,3896.0,0.7792,1950.0,0.0141365199981464,0.0663278000909036,0.0047549287897261,0.0007278023337361,-1.024883808469348e-05,182722400000.0,5091070171428.572,5724930537622.9375,5706718141011.556,5576040042202.997,2.7588119286156383,2.1496662547773058,504096736745.2781,14045305118356.41,15794006657690.102,15743762080669.94,15383245782868.074,1.5162316635419529e-05,0.0004224573339247,0.0004750551083349,0.0004735438424796,0.0004627001653418,9.491776879681672e-06,0.0002644629347359,0.0002973897196774,0.00029644365064,0.0002896553895568
56,56,500000.0,1950,10.0,17.15,2.43,0.81,0.0025,,0.039,876.0,0.1752,1950.0,0.0077794147773602,0.0706663533360152,0.001630975345338,-0.0006402730452099,5.920003902099296e-06,41084400000.00001,1144706742857.143,1287227708151.359,1283132723697.6702,1253750276429.6267,5.013230572754451,0.87831799634658,205965570143.27304,5738678840129.599,6453169300601.037,6432640199342.851,6285339216396.35,3.4091861839393e-06,9.498783996871628e-05,0.0001068142389377,0.0001064744368614,0.0001040362794762,2.134188025308302e-06,5.946343193755743e-05,6.686688768928547e-05,6.66541678543874e-05,6.512785453074848e-05
57,57,500000.0,2050,1.8,17.15,2.43,0.81,0.02,,0.0409999999999999,1454.0,0.2908,2050.0,0.03934425231364,0.0760731359558619,0.0132850140423257,-0.0012443918337956,4.751056420343938e-05,68192600000.0,1721499649999.9995,2020986964358.264,2042699996204.5327,2010550478842.748,1.0420835977047134,0.3030379102125307,71062389944.83844,1793946548719.4043,2106037366732.788,2128664161076.2249,2095161676359.3848,5.965386602566591e-06,0.0001505942132787,0.0001767929153771,0.0001786923389109,0.0001758799472416,3.6454934245696567e-06,9.202927670266222e-05,0.0001080395041354,0.0001092002563992,0.0001074815823181
58,58,500000.0,2050,5.0,17.15,2.43,0.81,0.005,,0.0409999999999999,2898.0,0.5796,2050.0,0.0149651725996591,0.0801274392696244,0.00479850703128,-0.0002078549613046,1.4545349407822083e-05,135916200000.0,3431159549999.999,4028074431024.93,4071351161623.616,4007273237748.475,2.7396944289793144,1.5879268910364106,372368855948.0383,9400328704074.168,11035693078193.023,11154258095918.68,10978704164857.396,1.1889745786958722e-05,0.0003001527029448,0.0003523699234957,0.0003561557071279,0.0003505502662354,7.265914679781888e-06,0.000183425614776,0.0002153359580361,0.0002176494793982,0.0002142239515528
59,59,500000.0,2050,10.0,17.15,2.43,0.81,0.0025,,0.0409999999999999,741.0,0.1482,2050.0,0.0072224078430735,0.0542744375552531,0.0023772892575345,-0.000290697330938,1.7644434522253007e-05,34752900000.0,877325474999.9999,1029952778947.3684,1041018361201.8976,1024634047333.2024,5.676777176093654,0.8412983774970796,197284469523.0652,4980381232485.523,5846812427982.654,5909629272765.353,5816619173749.588,3.0401316867275406e-06,7.674711969708399e-05,9.00987278503659e-05,9.106672842712594e-05,8.96334531678667e-05,1.857847749385224e-06,4.690075243237464e-05,5.506002239641658e-05,5.565157496000735e-05,5.477568947574052e-05
