,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
10,10,0.02,600,200000.0,17.15,2.43,0.81,1.1937004579368051,,0.06,15507.8,0.045873408049986,600.0,0.0178061161419008,0.0168136718406284,0.0063968022629804,9.902453393595072e-05,8.613629382422966e-06,869380131718.5199,642184955150.9515,542695217192.17737,474331039236.8561,422998695628.9216,3.3696871934758725,0.1545804980296685,2929566811162.3657,2163982891487.493,1828730423963.157,1598362349626.7737,1425386772331.5745,2.263188408355157e-05,1.671749207846256e-05,1.4127554564552465e-05,1.2347884090724491e-05,1.101158986465866e-05,1.291673362481365e-05,9.5412026349751e-06,8.063043200763332e-06,7.047328849915774e-06,6.284663377666669e-06
11,11,0.02,610,200000.0,17.15,2.43,0.81,1.1960764897163916,,0.061,15874.8,0.0470230711251909,610.0,0.0190548097613827,0.0169674672234373,0.0065013160957863,7.681928877343391e-05,-6.8761281457273625e-06,884620783310.7682,656685380324.8967,555491891338.7317,486218555434.4748,433599738845.3861,3.209506659408377,0.1509540968885888,2839821564993.767,2108100261315.752,1783247558687.222,1560865361828.009,1391947727409.6782,2.341849438220244e-05,1.7384378911444313e-05,1.4705491869621944e-05,1.2871624456244256e-05,1.1478650784432134e-05,1.3344588573806364e-05,9.90616136111148e-06,8.379647964247295e-06,7.334653109708991e-06,6.540893261569303e-06
12,12,0.02,620,200000.0,17.15,2.43,0.81,1.198607556732719,,0.062,16050.2,0.0504085326832563,620.0,0.0187204218559144,0.016300696572266,0.0062053191274815,0.0001381834287755,8.450201176581494e-06,941290892411.5717,702255408622.5543,594626311322.0739,521224227944.8709,464817079872.307,3.31639420145986,0.1671791451053215,3121777173670.077,2329019564937.7266,1972069272648.65,1728632360389.0251,1541558897016.1704,2.533563645091399e-05,1.890179526008804e-05,1.6004867538032986e-05,1.4029188697223214e-05,1.2510942841111729e-05,1.4411623913323828e-05,1.0751873753114602e-05,9.104019636040184e-06,7.980197841295617e-06,7.116576817658307e-06
13,13,0.02,630,200000.0,17.15,2.43,0.81,1.2012994108941464,,0.063,16318.6,0.0557234157998029,630.0,0.0203254842235764,0.0170693902342157,0.0064625805202541,9.13125525721123e-05,-1.3132688701367798e-07,1032778136245.0504,774392298936.4427,656118589677.7253,576180119369.9631,513825617089.9835,3.1181609203353418,0.1737893166966054,3221012280403.952,2415162576730.51,2046292384187.1785,1796981534642.901,1602511289259.3992,2.825687351867662e-05,2.118742107035881e-05,1.7951445088857844e-05,1.5764323609916144e-05,1.4058300580951334e-05,1.6042756781890477e-05,1.202909595934614e-05,1.0191880119138405e-05,8.950148336040781e-06,7.981558782072732e-06
14,14,0.02,640,200000.0,17.15,2.43,0.81,1.2041583707096004,,0.064,16461.4,0.0595826296282622,640.0,0.0200591042731502,0.0176051168917729,0.0064842085890537,0.0001791050651177,-1.263808475963567e-05,1095926864779.0836,825761008614.2882,700119932671.0868,616084390356.2323,549411427802.2067,3.198593943349837,0.1905521124637963,3504900345828.696,2640878819270.0107,2239064186673.717,1970308842875.6536,1757081029028.6655,3.047630568752422e-05,2.2963343387371337e-05,1.946942790777743e-05,1.7132508393790843e-05,1.527841971945313e-05,1.7280352454085493e-05,1.302043204732686e-05,1.1039349052845566e-05,9.714293671377544e-06,8.663007924929625e-06
15,15,0.02,650,200000.0,17.15,2.43,0.81,1.2071913574109248,,0.065,16592.2,0.0641668278521179,650.0,0.0196248957077158,0.0176725850496424,0.006364499440627,0.0001083329306052,-1.1480312537697242e-05,1170506662215.236,886856645266.9329,752487432772.2393,663484999990.8999,591682319624.38,3.3167795028989007,0.2128228796546185,3882233341527.728,2941447963136.505,2495784000972.913,2200588575628.7563,1962439773295.2375,3.3064966135206296e-05,2.5052300759260124e-05,2.125658254237876e-05,1.8742404263122785e-05,1.6714091848187153e-05,1.87743365216948e-05,1.4224733307567482e-05,1.2069518907714184e-05,1.0641964773913684e-05,9.49028599422225e-06
16,16,0.02,660,200000.0,17.15,2.43,0.81,1.2097180783032273,,0.066,16835.6,0.0707090979285061,660.0,0.0199074115938401,0.0166503320208501,0.0063545816324452,0.0001053313236964,1.479982081075281e-05,1279116091811.1978,974592399729.9128,827864613624.4397,731132072580.7542,652008591998.7557,3.320756373002341,0.2348066319936184,4247613818390.178,3236369373267.0635,2749124332888.509,2427900574814.014,2165151953613.1555,3.669837171756831e-05,2.7961460564350748e-05,2.375177946482682e-05,2.0976482702373085e-05,1.870639719522072e-05,2.085802164881146e-05,1.589227866217332e-05,1.3499648815154034e-05,1.1922270930417402e-05,1.0632036774601438e-05
17,17,0.02,670,200000.0,17.15,2.43,0.81,1.2123951833932685,,0.067,16899.0,0.077386031255665,670.0,0.0209697686486151,0.0170734765337084,0.0062267715337615,7.525215152918967e-05,-4.9802009872289975e-06,1388155161072.183,1063653887499.5836,904567111358.308,800171563183.5774,713576594208.488,3.2018158651262185,0.247806780575469,4445172543711.977,3406049402340.4043,2896619196552.2773,2562322111150.3506,2285026323686.4,4.044210449081765e-05,3.098817975585493e-05,2.6353392374562878e-05,2.331196315536977e-05,2.078913077907782e-05,2.300200932027684e-05,1.7624958160236885e-05,1.4988858385404765e-05,1.3259003222631864e-05,1.1824107225907971e-05
18,18,0.02,680,200000.0,17.15,2.43,0.81,1.2152282360391085,,0.068,17011.2,0.0814346075661092,680.0,0.020218539008556,0.0169277189973655,0.0062930784287425,0.0001453580447588,1.316090314822796e-05,1448418701760.5603,1116175231095.1738,950235135474.8386,842033842233.5698,750908516367.0935,3.363407369534438,0.2738947427411269,4871568483682.936,3754110652852.954,3195992659056.853,2832071639943.253,2525583422815.931,4.283551288525093e-05,3.3009749484496155e-05,2.8102239594238133e-05,2.4902296176493327e-05,2.220735716087475e-05,2.43763150529133e-05,1.8784788579685216e-05,1.5992082267736106e-05,1.4171097210048114e-05,1.2637493943312732e-05
19,19,0.02,690,200000.0,17.15,2.43,0.81,1.2182232968231954,,0.069,17094.2,0.0808783212223432,690.0,0.0208161700015125,0.0165309222900931,0.0065106650799195,0.0001141726547951,-8.191577222142209e-06,1425598783416.5876,1105446456064.238,942002874446.1075,836281841439.029,745778999991.2269,3.317470246880861,0.2683240788789479,4729604603928.525,3667458690914.213,3125213898693.605,2774470975608.3213,2474216331342.779,4.279798238192136e-05,3.318667110349903e-05,2.827992201820132e-05,2.510606485679739e-05,2.2389073892120767e-05,2.4356219988939024e-05,1.8886447844299075e-05,1.6094029755858546e-05,1.428779593514278e-05,1.2741563473689709e-05
20,20,0.02,700,200000.0,17.15,2.43,0.81,1.2213869551635184,,0.07,17143.2,0.0911575382286797,700.0,0.0217445702758822,0.0169677948776662,0.00647876473059,0.0001470155993369,2.93855213527786e-06,1591784828644.2466,1242305056252.477,1059764158734.2354,942568945284.5482,840563660006.6555,3.226164530992332,0.2941020815672072,5135584402652.134,4008055834820.362,3419123103919.0063,3041015523404.923,2711915294131.218,4.848677016458954e-05,3.784139580481172e-05,3.228108489825327e-05,2.8711244756125005e-05,2.56040994096933e-05,2.7597254961402773e-05,2.1538218457855216e-05,1.8373451713605717e-05,1.634160285587931e-05,1.4573106376601849e-05
21,21,0.02,710,200000.0,17.15,2.43,0.81,1.223941831892816,,0.071,17338.4,0.1056969525853397,710.0,0.0211328696531381,0.0175508304231537,0.0063373868453914,0.0001739752516099,8.524385351843878e-06,1828278093937.102,1436088655062.0503,1226350894478.4758,1092906489732.4132,974631599789.418,3.3597440495558986,0.3551033898051123,6142350680728.545,4824736541590.043,4120093806566.7554,3671769050584.8623,3274408357392.9414,5.6500641133708025e-05,4.438051848070864e-05,3.789883608117768e-05,3.377490414278082e-05,3.011976703100405e-05,3.2137468626562496e-05,2.5243563465573505e-05,2.155679353548867e-05,1.921110805955449e-05,1.7132072284057247e-05
22,22,0.02,720,200000.0,17.15,2.43,0.81,1.2266374169211949,,0.072,17559.2,0.1167678506226952,720.0,0.0218111689296165,0.0174570601015678,0.0062938583931867,0.0001092633728931,-1.0673062275905296e-05,2000560948163.2903,1581689337018.9065,1352036434237.2012,1207379575438.67,1076716350591.8738,3.304752024372572,0.3858744131645154,6611111515332.756,5226896285886.724,4467978667553.908,3989941432121.09,3558147963789.997,6.270252219657102e-05,4.957405114478557e-05,4.2376161849087154e-05,3.784225854160301e-05,3.374695029130767e-05,3.5622587436289776e-05,2.8164034070910146e-05,2.407476570003154e-05,2.1498962345706985e-05,1.9172333828797307e-05
23,23,0.02,730,200000.0,17.15,2.43,0.81,1.229478621587225,,0.073,17582.4,0.1255963224715211,730.0,0.0220339065970392,0.0166422100185352,0.0065185211666777,0.0001682221872595,8.516259495681942e-06,2131150258556.882,1696093968410.397,1451286110344.734,1298665974355.5288,1158123689509.8967,3.31882705559601,0.4168072121923577,7072490504119.122,5628701419579.458,4816275714469.596,4309786574068.98,3843379303625.731,6.774566241845354e-05,5.391595874225832e-05,4.613393096485913e-05,4.128239496007995e-05,3.681479341652778e-05,3.842700661123089e-05,3.058245840511934e-05,2.6168300772357847e-05,2.3416390178012665e-05,2.0882256656813804e-05
24,24,0.02,740,200000.0,17.15,2.43,0.81,1.2324707631906469,,0.074,17659.8,0.1356139046118051,740.0,0.0218277985316262,0.0168910423647513,0.0064605632264058,8.974759369806122e-05,1.7781329157409064e-05,2277332870143.539,1825815723174.3315,1563638342608.4504,1402247773686.065,1250495814425.455,3.3903238958437734,0.4597571365340316,7720595040081.742,6189865346981.32,5301033762211.289,4753888791761.888,4239420555980.306,7.33842393196432e-05,5.883465686531259e-05,5.038631455581475e-05,4.518570278359403e-05,4.029568330440239e-05,4.156680234549866e-05,3.332552841943903e-05,2.8540160632271537e-05,2.5594394571115296e-05,2.282455631917352e-05
25,25,0.02,750,200000.0,17.15,2.43,0.81,1.2347562230259803,,0.075,17793.2,0.1481409915068778,750.0,0.0232835008732535,0.0169263392990194,0.0063923353250328,0.0001509434349168,-6.235900960226867e-06,2461365019030.5947,1988404340497.153,1704301325687.1584,1531777852181.1172,1366008082684.921,3.2284786656589786,0.4782367952837634,7945912247185.818,6419074895171.971,5501918111278.841,4944968463234.114,4409821489311.584,8.041288385806356e-05,6.49612414489586e-05,5.567958571849749e-05,5.00432376227994e-05,4.4627533280448085e-05,4.546187511254061e-05,3.67262023722584e-05,3.147876622259086e-05,2.829222519926779e-05,2.5230426360004665e-05
26,26,0.02,760,200000.0,17.15,2.43,0.81,1.2380444696053936,,0.076,17951.4,0.1613862120219936,760.0,0.0226209695601937,0.017059264995659,0.0066349408080211,0.000155874213358,-3.856003985747438e-06,2652747897547.632,2159576398305.9304,1852569354786.136,1666330152207.1792,1488142261054.8032,3.3597363822225117,0.5422114289239305,8912472819600.203,7255557895096.253,6224102198410.757,5598391842570.52,4999731586107.5625,8.783059805830004e-05,7.150204012644728e-05,6.13372550500434e-05,5.517100737926674e-05,4.927133290920924e-05,4.956498801485095e-05,4.035037720627067e-05,3.461413651540036e-05,3.1134369797931626e-05,2.780503695875613e-05
27,27,0.02,770,200000.0,17.15,2.43,0.81,1.240594508554498,,0.077,17989.2,0.1739575868754885,770.0,0.0232290100269892,0.0170719207526833,0.0063299767289137,0.0001562346501795,2.171143278801089e-06,2828465651927.589,2320674011288.441,1992612726806.8992,1793015898616.2898,1604062908578.8796,3.319269276009346,0.5773647924494153,9387670370734.363,7702311195138.208,6613476618690.868,5951015248929.992,5323880751176.059,9.488768383459316e-05,7.785259181642418e-05,6.684698691574568e-05,6.015103120745165e-05,5.381214865250456e-05,5.344583174000254e-05,4.3850754435074216e-05,3.7651807596578725e-05,3.388028628146445e-05,3.030988771380727e-05
28,28,0.02,780,200000.0,17.15,2.43,0.81,1.2432735686752114,,0.078,18284.6,0.187637251819985,780.0,0.0231208024065835,0.0165741431216785,0.0063527551586511,0.0001365482369217,-9.39905986960348e-07,3017537495660.4507,2495133004147.368,2144808516750.372,1930661847573.1711,1730203099032.0828,3.373774588512737,0.6330374256257819,10180356775928.36,8417905070655.81,7236004837709.389,6513531795456.953,5837238101695.336,0.0001025640912168,8.480791022600574e-05,7.290061405071087e-05,6.56219112863329e-05,5.880845183465952e-05,5.7668804491526094e-05,4.7685020518704494e-05,4.098989431021651e-05,3.689729151238829e-05,3.306628149350473e-05
29,29,0.02,790,200000.0,17.15,2.43,0.81,1.2460858129743697,,0.079,18310.8,0.1995227836017523,790.0,0.0233138575457359,0.0167260219920844,0.0065227201993652,0.0001235562892405,-8.782814697320672e-06,3171497660304.4307,2644635441097.424,2275883266882.8623,2049569687979.0105,1839799587591.759,3.3886699184724103,0.6761222933273563,10747245164980.46,8961868650643.111,7712279199259.736,6945371013550.912,6234523666771.552,0.0001092112226471,9.106860572320649e-05,7.837054313156782e-05,7.057738504001236e-05,6.335390528631262e-05,6.132218699470655e-05,5.113509339188268e-05,4.400512130805673e-05,3.962925694003725e-05,3.557326740460412e-05
30,30,0.02,800,200000.0,17.15,2.43,0.81,1.2490357206608476,,0.08,18451.8,0.2135039310394889,800.0,0.0241732390384412,0.0165071568090778,0.0063400820312684,0.0001632739395422,2.304069039234372e-06,3353194596637.061,2820806782665.048,2429967522748.7656,2189565431439.078,1968719748115.1277,3.3123643200283,0.7072136591998703,11107172636827.56,9343683167573.104,8049061275514.174,7252749742294.768,6521217151482.004,0.0001169382128765,9.837189418284708e-05,8.47418935194687e-05,7.635818952634772e-05,6.865648931625504e-05,6.557340836070246e-05,5.516229665043653e-05,4.751923817134074e-05,4.2818054255552846e-05,3.8499305742769405e-05
31,31,0.02,810,200000.0,17.15,2.43,0.81,1.2511385861979998,,0.081,18569.4,0.2283867306911047,810.0,0.0243500339286128,0.0173335203808135,0.006423284049256,0.000133367456663,-2.9795940399612383e-06,3543571904529.686,3007654256119.563,2592920400734.346,2338268678152.1846,2105954043702.677,3.3313417134220016,0.7608422352005408,11804972908354.746,10019629336659.86,8637994630520.092,7789653813079.484,7015726250784.186,0.0001251312834754,0.0001062068577859,9.156169719007446e-05,8.256938724280602e-05,7.436584879007743e-05,7.005958758960536e-05,5.946401610378064e-05,5.12643566498287e-05,4.622966421413034e-05,4.1636595999610056e-05
32,32,0.02,820,200000.0,17.15,2.43,0.81,1.2543539389756433,,0.0819999999999999,18564.4,0.2433283564535209,820.0,0.0247826724326159,0.0167537633649626,0.0063613728704436,8.208337320217089e-05,-9.052423050338908e-07,3729199003445.339,3193737996772.2983,2755700971371.632,2486550626908.314,2243730774857.917,3.314789963202624,0.8066605539290614,12362709294037.943,10587596526476.906,9135455088047.248,8243191773079.07,7438216967779.875,0.0001333364350228,0.0001141911811338,9.852929360225044e-05,8.890590064769004e-05,8.022394685673857e-05,7.451542587709986e-05,6.381604917020937e-05,5.506336113518825e-05,4.968530206027084e-05,4.48333687978643e-05
33,33,0.02,830,200000.0,17.15,2.43,0.81,1.2566873064569206,,0.083,18620.0,0.2556909123426706,830.0,0.0249433508405445,0.0156573971810241,0.0064119105158125,0.0001390712921427,-1.0865507943388804e-06,3870115420144.767,3344697746160.1426,2888504322743.124,2607950641956.927,2357725902711.7666,3.334802564819946,0.8527009812114862,12906407920108.238,11154197948906.309,9632843215545.293,8697227644788.219,7862755747751.114,0.0001400983847637,0.0001210782369231,0.0001045640106475,9.440795242955207e-05,8.534980351396218e-05,7.813064224994936e-05,6.752340813382637e-05,5.831368664173676e-05,5.264981440905978e-05,4.75982287425736e-05
34,34,0.02,840,200000.0,17.15,2.43,0.81,1.2601856033545715,,0.084,18831.0,0.2724116101320574,840.0,0.0249285191496482,0.0170455648158126,0.0064434379623649,7.611487595637055e-05,8.383666923244709e-06,4070423050476.8174,3551380957550.343,3070076252272.3545,2773241091344.08,2511907457027.7017,3.369747575274085,0.9179811009322496,13716637963137.22,11967553804558.793,10345638266448.016,9345353925805.396,8464703731696.273,0.000149135783434,0.000130118657154,0.0001124841868786,0.0001016084759938,9.203350164644368e-05,8.299668558488876e-05,7.241332045116025e-05,6.259942769379557e-05,5.654690336976544e-05,5.121826179832681e-05
35,35,0.02,850,200000.0,17.15,2.43,0.81,1.262764156886772,,0.085,18917.0,0.2886454090846567,850.0,0.0255864069117705,0.0171038995011381,0.0063638890577489,9.909990960028612e-05,-3.7869008579965742e-06,4254265992478.29,3750259972218.464,3245396303790.542,2933233506174.697,2661599317169.619,3.326738331984525,0.9603169399746077,14153849571661.02,12477032605683.426,10797362263076.793,9758803487688.682,8855082503505.855,0.0001577329925969,0.000139046248984,0.0001203277068394,0.0001087538249212,9.868259909781505e-05,8.758679882397864e-05,7.721032636536408e-05,6.681619665219761e-05,6.038939113428923e-05,5.479698833010004e-05
36,36,0.02,860,200000.0,17.15,2.43,0.81,1.2654602043467365,,0.086,19040.0,0.3062178135714603,860.0,0.025556127988716,0.0168258024309071,0.0065389400179007,0.0001492746340809,-1.0988813964157036e-05,4450960348211.739,3964799870437.0674,3434872842227.11,3106216832503.5874,2823634458942.4346,3.365301427219749,1.0304827834884664,14978351374557.344,13342326361785.137,11559018353976.725,10453026655583.668,9502081746547.15,0.0001669917274604,0.0001487518934347,0.0001288700200982,0.0001165394598347,0.0001059374964338,9.249325356825856e-05,8.239058788988543e-05,7.137843070169796e-05,6.454878917134757e-05,5.867658158311032e-05
37,37,0.02,870,200000.0,17.15,2.43,0.81,1.2682772400742597,,0.087,19159.2,0.3248842945863102,870.0,0.0261459308812617,0.0164549355810316,0.0064257723862737,0.0001239854180882,7.483645303118626e-06,4656184546421.072,4191167784226.1694,3635663212617.521,3289636894674.088,2995758080380.3667,3.3328404732675843,1.082607662351521,15515742531343.035,13966173290037.797,12115072711413.02,10962013762663.734,9982725254543.377,0.0001767291415397,0.0001590790650952,0.000137994452773,0.000124860752098,0.0001137063508819,9.763501440397133e-05,8.788412978538699e-05,7.623581638419872e-05,6.898002911895206e-05,6.281771704121366e-05
38,38,0.02,880,200000.0,17.15,2.43,0.81,1.2712189973769052,,0.088,19197.0,0.3407475028881863,880.0,0.0265230589440534,0.0172746027936276,0.0065391492807971,0.0001316279884692,5.286656560141885e-06,4814207610641.909,4379743938252.452,3803890637634.124,3443597144903.616,3142032724131.9663,3.3213719747554675,1.131776582951747,15990161022487.412,14547110651213.057,12634441371669.844,11437743715469.871,10436111871398.06,0.0001848748552147,0.000168190612443,0.0001460767353137,0.0001322407704591,0.0001206601152118,0.000101833034249,9.264299559502176e-05,8.04621979171902e-05,7.28410518112683e-05,6.646217859423943e-05
39,39,0.02,890,200000.0,17.15,2.43,0.81,1.273117706303165,,0.089,19265.0,0.3556893770217775,890.0,0.0278886053142741,0.0166767198092534,0.006455972691215,0.0001255399063353,1.0086044366071063e-05,4952946377399.795,4555025336082.848,3960985599097.18,3587440242179.6,3279811745517.811,3.198319010644432,1.137547715741464,15840261761475.473,14567650880077.562,12667823138451.38,11473169333928.549,10489327486852.04,0.0001923640856006,0.0001769095033334,0.0001538380016234,0.0001393301298359,0.0001273823577512,0.0001056547417669,9.716641145603424e-05,8.449453693363668e-05,7.652618128910845e-05,6.996394400681359e-05
40,40,0.02,900,200000.0,17.15,2.43,0.81,1.27629455732646,,0.09,19358.2,0.3754774604281231,900.0,0.0274847272664828,0.0157106049483583,0.00641878322535,0.0001458067938488,6.932699074864951e-06,5148660939820.115,4790730604078.389,4171100562050.3735,3779462549621.177,3462277662607.724,3.279383802458385,1.2312708031133053,16883559090610.06,15709829057801.09,13677929783178.686,12393665077799.104,11353548075507.787,0.0002022418070952,0.0001881821362875,0.0001638427787545,0.0001484590546587,0.0001359998841127,0.0001107300825383,0.0001030322255454,8.970610318104612e-05,8.128330938119501e-05,7.446174759465527e-05
