Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor
400,0.02,4500,500000.0,17.15,2.43,0.81,1.8874721781515744
401,0.02,4510,500000.0,17.15,2.43,0.81,1.8859674028984272
402,0.02,4520,500000.0,17.15,2.43,0.81,1.8993705648674133
403,0.02,4530,500000.0,17.15,2.43,0.81,1.897855636760752
404,0.02,4540,500000.0,17.15,2.43,0.81,1.8963461757188005
405,0.02,4550,500000.0,17.15,2.43,0.81,1.8948421507748932
406,0.02,4560,500000.0,17.15,2.43,0.81,1.893343531203232
407,0.02,4570,500000.0,17.15,2.43,0.81,1.907023573753288
408,0.02,4580,500000.0,17.15,2.43,0.81,1.905514519399374
409,0.02,4590,500000.0,17.15,2.43,0.81,1.9040108479511957
410,0.02,4600,500000.0,17.15,2.43,0.81,1.9025125292600675
411,0.02,4610,500000.0,17.15,2.43,0.81,1.901019533409316
412,0.02,4620,500000.0,17.15,2.43,0.81,1.9149861329455031
413,0.02,4630,500000.0,17.15,2.43,0.81,1.9134824183607848
414,0.02,4640,500000.0,17.15,2.43,0.81,1.91198400614754
415,0.02,4650,500000.0,17.15,2.43,0.81,1.910490866937479
416,0.02,4660,500000.0,17.15,2.43,0.81,1.909002971585538
417,0.02,4670,500000.0,17.15,2.43,0.81,1.907520291168212
418,0.02,4680,500000.0,17.15,2.43,0.81,1.9217673495324727
419,0.02,4690,500000.0,17.15,2.43,0.81,1.9202736743136133
420,0.02,4700,500000.0,17.15,2.43,0.81,1.9187851957862736
421,0.02,4710,500000.0,17.15,2.43,0.81,1.917301885542076
422,0.02,4720,500000.0,17.15,2.43,0.81,1.9158237153860092
423,0.02,4730,500000.0,17.15,2.43,0.81,1.930377830614504
424,0.02,4740,500000.0,17.15,2.43,0.81,1.928888377367968
425,0.02,4750,500000.0,17.15,2.43,0.81,1.9274040478083128
426,0.02,4760,500000.0,17.15,2.43,0.81,1.9259248142300156
427,0.02,4770,500000.0,17.15,2.43,0.81,1.9244506491338216
428,0.02,4780,500000.0,17.15,2.43,0.81,1.939322904312526
429,0.02,4790,500000.0,17.15,2.43,0.81,1.9378371643589385
430,0.02,4800,500000.0,17.15,2.43,0.81,1.93635647826721
431,0.02,4810,500000.0,17.15,2.43,0.81,1.93488081900334
432,0.02,4820,500000.0,17.15,2.43,0.81,1.933410159732219
433,0.02,4830,500000.0,17.15,2.43,0.81,1.9319444738155251
434,0.02,4840,500000.0,17.15,2.43,0.81,1.9471296336782868
435,0.02,4850,500000.0,17.15,2.43,0.81,1.9456520909224837
436,0.02,4860,500000.0,17.15,2.43,0.81,1.9441795088716889
437,0.02,4870,500000.0,17.15,2.43,0.81,1.94271186132522
438,0.02,4880,500000.0,17.15,2.43,0.81,1.9412491222726824
439,0.02,4890,500000.0,17.15,2.43,0.81,1.9397912658921956
440,0.02,4900,500000.0,17.15,2.43,0.81,1.9553010653989211
441,0.02,4910,500000.0,17.15,2.43,0.81,1.9538310678854989
442,0.02,4920,500000.0,17.15,2.43,0.81,1.952365942280483
443,0.02,4930,500000.0,17.15,2.43,0.81,1.9509056631733168
444,0.02,4940,500000.0,17.15,2.43,0.81,1.9494502053360063
445,0.02,4950,500000.0,17.15,2.43,0.81,1.9479995437207804
446,0.02,4960,500000.0,17.15,2.43,0.81,1.963846284811124
447,0.02,4970,500000.0,17.15,2.43,0.81,1.962383194876298
448,0.02,4980,500000.0,17.15,2.43,0.81,1.9609248922077431
449,0.02,4990,500000.0,17.15,2.43,0.81,1.959471352144688
450,0.02,5000,500000.0,17.15,2.43,0.81,1.958022550201222
451,0.02,5010,500000.0,17.15,2.43,0.81,1.9565784620645184
452,0.02,5020,500000.0,17.15,2.43,0.81,1.9727750474488848
453,0.02,5030,500000.0,17.15,2.43,0.81,1.9713182403340197
454,0.02,5040,500000.0,17.15,2.43,0.81,1.9698661398059096
455,0.02,5050,500000.0,17.15,2.43,0.81,1.9684187219156923
456,0.02,5060,500000.0,17.15,2.43,0.81,1.96697596288201
457,0.02,5070,500000.0,17.15,2.43,0.81,1.965537839089632
458,0.02,5080,500000.0,17.15,2.43,0.81,1.9820978085850207
459,0.02,5090,500000.0,17.15,2.43,0.81,1.9806466711036157
460,0.02,5100,500000.0,17.15,2.43,0.81,1.9792001633138585
461,0.02,5110,500000.0,17.15,2.43,0.81,1.9777582619426608
462,0.02,5120,500000.0,17.15,2.43,0.81,1.9763209438778893
463,0.02,5130,500000.0,17.15,2.43,0.81,1.9748881861671344
464,0.02,5140,500000.0,17.15,2.43,0.81,1.9918257557910668
465,0.02,5150,500000.0,17.15,2.43,0.81,1.990379685043704
466,0.02,5160,500000.0,17.15,2.43,0.81,1.9889381707106528
467,0.02,5170,500000.0,17.15,2.43,0.81,1.9875011901609607
468,0.02,5180,500000.0,17.15,2.43,0.81,1.9860687209184664
469,0.02,5190,500000.0,17.15,2.43,0.81,1.984640740660336
470,0.02,5200,500000.0,17.15,2.43,0.81,1.9832172272155888
471,0.02,5210,500000.0,17.15,2.43,0.81,2.000529246851564
472,0.02,5220,500000.0,17.15,2.43,0.81,1.9990921355812343
473,0.02,5230,500000.0,17.15,2.43,0.81,1.9976594888901007
474,0.02,5240,500000.0,17.15,2.43,0.81,1.996231284906487
475,0.02,5250,500000.0,17.15,2.43,0.81,1.994807501906064
476,0.02,5260,500000.0,17.15,2.43,0.81,1.9933881183107005
477,0.02,5270,500000.0,17.15,2.43,0.81,2.0111081273387645
478,0.02,5280,500000.0,17.15,2.43,0.81,2.0096748364256736
479,0.02,5290,500000.0,17.15,2.43,0.81,2.0082459441761618
480,0.02,5300,500000.0,17.15,2.43,0.81,2.006821429293145
481,0.02,5310,500000.0,17.15,2.43,0.81,2.0054012706216646
482,0.02,5320,500000.0,17.15,2.43,0.81,2.0039854471472918
483,0.02,5330,500000.0,17.15,2.43,0.81,2.002573937995342
484,0.02,5340,500000.0,17.15,2.43,0.81,2.0206998996719405
485,0.02,5350,500000.0,17.15,2.43,0.81,2.019274188832056
486,0.02,5360,500000.0,17.15,2.43,0.81,2.0178527931454946
487,0.02,5370,500000.0,17.15,2.43,0.81,2.016435691998448
488,0.02,5380,500000.0,17.15,2.43,0.81,2.0150228649131567
489,0.02,5390,500000.0,17.15,2.43,0.81,2.0136142915459367
490,0.02,5400,500000.0,17.15,2.43,0.81,2.0122099516866663
491,0.02,5410,500000.0,17.15,2.43,0.81,2.030758749470886
492,0.02,5420,500000.0,17.15,2.43,0.81,2.029339908200454
493,0.02,5430,500000.0,17.15,2.43,0.81,2.027925302777187
494,0.02,5440,500000.0,17.15,2.43,0.81,2.0265149132333886
495,0.02,5450,500000.0,17.15,2.43,0.81,2.0251087197311715
496,0.02,5460,500000.0,17.15,2.43,0.81,2.023706702561029
497,0.02,5470,500000.0,17.15,2.43,0.81,2.022308842141121
498,0.02,5480,500000.0,17.15,2.43,0.81,2.0412982502327752
499,0.02,5490,500000.0,17.15,2.43,0.81,2.03988558263058
500,0.02,5500,500000.0,17.15,2.43,0.81,2.03847707556838
501,0.02,5510,500000.0,17.15,2.43,0.81,2.0370727096894248
502,0.02,5520,500000.0,17.15,2.43,0.81,2.0356724657609844
503,0.02,5530,500000.0,17.15,2.43,0.81,2.0342763246734696
504,0.02,5540,500000.0,17.15,2.43,0.81,2.032884267439309
505,0.02,5550,500000.0,17.15,2.43,0.81,2.0314962751920165
506,0.02,5560,500000.0,17.15,2.43,0.81,2.050925833283631
507,0.02,5570,500000.0,17.15,2.43,0.81,2.0495227453849094
508,0.02,5580,500000.0,17.15,2.43,0.81,2.0481237277489
509,0.02,5590,500000.0,17.15,2.43,0.81,2.046728761715854
510,0.02,5600,500000.0,17.15,2.43,0.81,2.0453378287435715
511,0.02,5610,500000.0,17.15,2.43,0.81,2.043950910407085
512,0.02,5620,500000.0,17.15,2.43,0.81,2.042567988397185
513,0.02,5630,500000.0,17.15,2.43,0.81,2.0624763687630847
514,0.02,5640,500000.0,17.15,2.43,0.81,2.06107803190064
515,0.02,5650,500000.0,17.15,2.43,0.81,2.059683697982185
516,0.02,5660,500000.0,17.15,2.43,0.81,2.0582933488900563
517,0.02,5670,500000.0,17.15,2.43,0.81,2.056906966619628
518,0.02,5680,500000.0,17.15,2.43,0.81,2.0555245332782386
519,0.02,5690,500000.0,17.15,2.43,0.81,2.0541460310846804
520,0.02,5700,500000.0,17.15,2.43,0.81,2.0527714423679155
521,0.02,5710,500000.0,17.15,2.43,0.81,2.0731598007281846
522,0.02,5720,500000.0,17.15,2.43,0.81,2.0717694953258854
523,0.02,5730,500000.0,17.15,2.43,0.81,2.07038311138499
524,0.02,5740,500000.0,17.15,2.43,0.81,2.069000631409845
525,0.02,5750,500000.0,17.15,2.43,0.81,2.067622038012323
526,0.02,5760,500000.0,17.15,2.43,0.81,2.066247313911002
527,0.02,5770,500000.0,17.15,2.43,0.81,2.0648764419304544
528,0.02,5780,500000.0,17.15,2.43,0.81,2.0635094050003557
529,0.02,5790,500000.0,17.15,2.43,0.81,2.0843992054102625
530,0.02,5800,500000.0,17.15,2.43,0.81,2.083016142474708
531,0.02,5810,500000.0,17.15,2.43,0.81,2.081636923886084
532,0.02,5820,500000.0,17.15,2.43,0.81,2.0802615327342844
533,0.02,5830,500000.0,17.15,2.43,0.81,2.078889952211831
534,0.02,5840,500000.0,17.15,2.43,0.81,2.077522165612968
535,0.02,5850,500000.0,17.15,2.43,0.81,2.076158156332595
536,0.02,5860,500000.0,17.15,2.43,0.81,2.074797907866277
537,0.02,5870,500000.0,17.15,2.43,0.81,2.09621181763915
538,0.02,5880,500000.0,17.15,2.43,0.81,2.094835225545861
539,0.02,5890,500000.0,17.15,2.43,0.81,2.0934624048259662
540,0.02,5900,500000.0,17.15,2.43,0.81,2.0920933391208947
541,0.02,5910,500000.0,17.15,2.43,0.81,2.090728012170296
542,0.02,5920,500000.0,17.15,2.43,0.81,2.0893664078104006
543,0.02,5930,500000.0,17.15,2.43,0.81,2.0880085099741974
544,0.02,5940,500000.0,17.15,2.43,0.81,2.086654302690205
545,0.02,5950,500000.0,17.15,2.43,0.81,2.085303770081746
546,0.02,5960,500000.0,17.15,2.43,0.81,2.1072454012661326
547,0.02,5970,500000.0,17.15,2.43,0.81,2.1058782259301534
548,0.02,5980,500000.0,17.15,2.43,0.81,2.104514737086709
549,0.02,5990,500000.0,17.15,2.43,0.81,2.103154918990864
550,0.02,6000,500000.0,17.15,2.43,0.81,2.101798755990363
