,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
1419,1419,0.02,4772,2,100000.0,5.50341748279167,,4.772,1802.0,0.9447669520316484,4772.0,0.3350124051767125,0.0096314182200048,0.0065943107603161,-0.0003581316862109,6.81315623519747e-05,1248037143633.8074,3862207299.9053774,210261513886.84293,620433613430.7031,936154915285.5107,14.244248649487664,13.45749538055738,17777351397716.297,55014241115.71857,2995017285221.8936,8837610660207.043,13334823387766.871,0.0002444447063712,7.564647688460756e-07,4.1182519515079705e-05,0.0001215201913112,0.0001833584156948,5.702929809596389e-05,1.7648430780946286e-07,9.60794044850942e-06,2.8350833682781373e-05,4.277777949170087e-05
1420,1420,0.02,4776,2,100000.0,5.52251087964269,,4.776,1905.0,0.9960547534196096,4776.0,0.346637481226935,0.0080399430591408,0.0063894816767808,-0.0005951005178438,8.402788972598786e-05,1315788329267.3042,4071871831.979364,219919076545.7672,651326278715.4373,983851616450.1757,13.778083036765636,13.7237251017805,18129040859452.04,56102588216.07868,3030063298016.3984,8974027552168.852,13555589267306.611,0.0002578259219514,7.978746169094676e-07,4.309267486563834e-05,0.0001276259977123,0.0001927836297316,6.006322851012404e-05,1.8587318557864282e-07,1.0038886540101268e-05,2.973180278542097e-05,4.491095045037211e-05
1421,1421,0.02,4780,2,100000.0,5.50107846400201,,4.78,1884.0,0.982670558029527,4780.0,0.3822302169483009,0.0089423087564276,0.0062332884251374,-0.0002655964354487,5.13342610926752e-05,1298107807157.0051,4017157241.224706,215230849142.27875,639823425078.36,967549783894.0944,12.505552381920989,12.288838137609776,16233555179782.514,50236770306.54876,2691580658154.1,8001345357497.528,12099744504603.93,0.0002544713042726,7.874933322229295e-07,4.219223904129544e-05,0.0001254261784623,0.0001896711922528,5.919513195391577e-05,1.831867520269551e-07,9.81476148998275e-06,2.9176646088947665e-05,4.412132552767733e-05
1422,1422,0.02,4784,2,100000.0,5.51987109109956,,4.784000000000001,1882.0,0.979385287355645,4784.0,0.3607919345104164,0.0074312592051919,0.0059447892800082,-0.000262233734084,-1.91450242337418e-05,1293767964596.8071,4003727054.709877,212854908339.8239,634942713208.9115,961243754299.7983,13.259719917219716,12.9863746013816,17155000848425.098,53088299370.44798,2822396467591.54,8419162540629.7295,12745822954192.094,0.0002537294577162,7.851975951128692e-07,4.174439462345191e-05,0.0001245228469956,0.0001885159187626,5.893606179086643e-05,1.8238502695008482e-07,9.696352339590175e-06,2.8924060576042137e-05,4.37883166454446e-05
1423,1423,0.02,4788,2,100000.0,5.53871563913792,,4.788,1806.0,0.9370213031466186,4788.0,0.2957850306283944,0.0091722888946986,0.0060699282457612,-0.0003465748484923,2.476399150303516e-05,1237805141456.683,3830543087.2633767,202064024904.4684,604854771416.3201,916726035449.2688,16.187431763628837,15.167968405752458,20036886263999.0,62006654842.71605,3270897615025.28,9791045339206.998,14839440144777.023,0.000242858497913,7.515560480459501e-07,3.964514601451841e-05,0.0001186730579167,0.0001798624844173,5.632834041219373e-05,1.7431510643834069e-07,9.19525278953222e-06,2.752490220244444e-05,4.171711237904423e-05
1424,1424,0.02,4792,2,100000.0,5.5165308472682,,4.792000000000001,1769.0,0.9153169432863628,4792.0,0.3674580024598981,0.0085943180370013,0.0067128316931073,-0.0002809389820059,-1.4594610204667985e-05,1209133682081.2852,3741815664.154651,195836572141.89417,588282133176.4596,892621382629.9415,13.040946088860771,11.936598911618292,15768247162247.76,48796816350.69557,2553894179529.736,7671755583794.223,11640627328641.432,0.0002373347754203,7.344621967588492e-07,3.843977680647009e-05,0.0001154709442225,0.0001752081664098,5.4966668246292776e-05,1.701012413253936e-07,8.902641660668772e-06,2.6743038696823e-05,4.057816280836081e-05
1425,1425,0.02,4796,2,100000.0,5.53496272363446,,4.796,1761.0,0.908766083437752,4796.0,0.3156375295748148,0.009901375895023,0.0058824368206767,-0.000425852124441,-6.236027831285194e-05,1200479996221.2705,3715035749.0935297,192899040708.08,581527877214.4242,883383101375.4407,15.194644332885693,13.808377419626163,18240866571326.16,56448646891.43176,2931032315714.114,8836109263931.197,13422692035081.328,0.0002357368814474,7.295173136693051e-07,3.787936361610542e-05,0.0001141939629821,0.0001734689275099,5.451686923186791e-05,1.687092819226919e-07,8.760039159616968e-06,2.6408669312754663e-05,4.011668763404382e-05
1426,1426,0.02,4800,2,100000.0,5.55323408549147,,4.8,1783.0,0.9176989555921704,4800.0,0.3573665907733812,0.0097175351453406,0.0061870650214772,-0.0002615802669009,1.420386787834338e-05,1212280320337.257,3751553330.460793,193244134440.3863,584675137406.367,889188602084.6661,13.43158572717238,12.326152193772796,16282847047973.863,50389310168.1432,2595575158009.2734,7853114230619.909,11943212936524.764,0.0002381558688573,7.370031732693143e-07,3.796335217784401e-05,0.0001148610705068,0.0001746835946727,5.499590893918084e-05,1.70191730312923e-07,8.766649629153174e-06,2.6524179330782285e-05,4.033863667472661e-05
1427,1427,0.02,4804,2,100000.0,5.57144347263523,,4.804,1819.0,0.9335485571880848,4804.0,0.3890442776173586,0.0074863587988624,0.0063856842108723,-0.0003053798060136,-6.850174745779764e-06,1233217644045.46,3816346501.78489,195003830168.24017,592219233178.0944,901645040943.8572,12.348208870777778,11.527652575171706,15228029051801.82,47125043727.301926,2407948025519.107,7312846788574.958,11133701292875.73,0.0002423606600072,7.500154262752724e-07,3.832353292358024e-05,0.0001163871153766,0.0001771976652057,5.588732982050598e-05,1.7295034391084669e-07,8.837242497701915e-06,2.6838370153461108e-05,4.086102240554338e-05
1428,1428,0.02,4808,2,100000.0,5.58969241095798,,4.808,1790.0,0.916459467273672,4808.0,0.3611239750234745,0.0096982857208193,0.0066787895296271,-0.0004705956499271,-3.725640650612904e-05,1210642956268.5208,3746486302.2147713,189885238467.17657,578875995120.7212,882311754265.7887,13.313987252404,12.201729664626631,16118484886971.775,49880670868.99367,2528129644371.6826,7707147619759.962,11747087448940.922,0.0002380141090907,7.365644799113591e-07,3.733170513174949e-05,0.0001138078353648,0.0001734637326756,5.480705740405578e-05,1.6960730557742618e-07,8.596300925031013e-06,2.6206314363897672e-05,3.994316467455056e-05
1429,1429,0.02,4812,2,100000.0,5.60776990812506,,4.812,1857.0,0.9489974727614526,4812.0,0.4053845105854634,0.0070782613525888,0.005765094813374,-0.0002523774639886,-1.1466190016139194e-05,1253625661517.879,3879501668.648818,195062527863.4459,596837224461.4178,910708758377.3396,11.870211797314171,11.26480099679433,14880802116765.31,46050506474.89522,2315433519458.6,7084584262878.17,10810305847608.04,0.0002465613670352,7.63015040454303e-07,3.836462909440722e-05,0.0001173851225911,0.0001791169432226,5.669379472155572e-05,1.754460505841936e-07,8.821480966788766e-06,2.699128465895409e-05,4.1185767796148e-05
1430,1430,0.02,4816,2,100000.0,5.58384346440811,,4.816,1782.0,0.9096707689948554,4816.0,0.3476496320163278,0.0080641742414124,0.006264198517965,-0.0004185481060006,-4.450128779355925e-05,1201675085842.204,3718734103.650969,185495181292.8544,569620311657.452,870161491827.2643,13.853027751152084,12.601694407297591,16646838312040.111,51515726737.03256,2569669894154.899,7890965985010.582,12054371294266.99,0.0002364400601437,7.316933882420306e-07,3.649779573363044e-05,0.0001120777673883,0.000171211867406,5.4287823402219086e-05,1.6800047090709437e-07,8.380076913162728e-06,2.573361738951573e-05,3.931110327266381e-05
1431,1431,0.02,4820,2,100000.0,5.60158436369854,,4.82,1760.0,0.8979323829214595,4820.0,0.4054901521521969,0.0095174789939873,0.0060339145427909,-0.000269651053267,2.06971553955688e-05,1186168677839.248,3670747581.382928,181636796554.8771,559818163901.4325,856161900921.7847,11.886848483044927,10.67358618380687,14099807348808.877,43633620319.40248,2159089079593.4807,6654473692352.74,10177066793212.98,0.0002334841350498,7.225459077090117e-07,3.575318681832564e-05,0.0001101939903031,0.0001685259648429,5.353157407559461e-05,1.656601626200082e-07,8.197235191999256e-06,2.526449068301416e-05,3.863842898244832e-05
1432,1432,0.02,4824,2,100000.0,5.6192501420806,,4.824000000000001,1708.0,0.8711032075216081,4824.0,0.3805241531263164,0.0083861050303407,0.0060207377549799,-0.000310188132954,3.458826204252237e-05,1150727337136.0442,3561069912.348334,174788709459.6311,540712933515.1433,827892541867.7142,12.677250472452023,11.043193549107778,14588058678371.377,45144575228.7526,2215840249576.388,6854753291865.7705,10495401117531.988,0.0002265996449249,7.012409905019763e-07,3.4419152324141314e-05,0.0001064764473622,0.0001630274609536,5.1877562355107134e-05,1.6054161612996065e-07,7.879896376259202e-06,2.4376642510690995e-05,3.73233915437892e-05
1433,1433,0.02,4828,2,100000.0,5.63683783341559,,4.828,1706.0,0.8696743422562629,4828.0,0.386678134849717,0.0087902278935851,0.0065051931950715,-0.0004743520853596,5.7000263214196366e-05,1148839806120.5232,3555228711.143603,173083344611.88995,537451392200.15344,823850727210.2496,12.485836577949796,10.858611713447678,14344226073464.38,44390004684.5741,2161090355189.025,6710530251602.717,10286465544572.271,0.0002263196229658,7.003744274674327e-07,3.409714486348958e-05,0.0001058770733719,0.0001622972889423,5.173812114085284e-05,1.60110097822715e-07,7.794826574850143e-06,2.420417980716659e-05,3.710220389239536e-05
1434,1434,0.02,4832,2,100000.0,5.61178978301531,,4.832000000000001,1745.0,0.8879322505896687,4832.0,0.4064746991434731,0.0092997269862562,0.0062907461473235,-0.0004236504010946,-4.206009329734239e-05,1172958503028.9524,3629867040.410566,175268606133.70953,546314591030.7631,838406444651.7725,11.88757875996226,10.555364562395232,13943636586924.102,43150330331.07172,2083519359563.2769,6494357728594.769,9966622643657.885,0.0002311643390912,7.153670084822993e-07,3.454158983094669e-05,0.0001076665977913,0.0001652314819043,5.27689377920368e-05,1.6330008909450904e-07,7.88496622010372e-06,2.4577545236715666e-05,3.7718143828639855e-05
1435,1435,0.02,4836,2,100000.0,5.62892041107954,,4.836,1765.0,0.8982284899012511,4836.0,0.3819972244218661,0.0085721914445596,0.0062222418227664,-0.000408107389329,-6.482905134679904e-05,1186559835159.5527,3671958066.716315,175835737787.53043,550248172057.9581,845398869565.7405,12.659777848697845,11.371373139521175,15021583917307.473,46486173394.36257,2226041378252.02,6966019619905.819,10702561882242.56,0.0002339390917058,7.239538280798626e-07,3.466732276666933e-05,0.00010848551735,0.0001666766713444,5.332493697771173e-05,1.650206982323131e-07,7.902197055817828e-06,2.4728587828144533e-05,3.799289349328092e-05
1436,1436,0.02,4840,2,100000.0,5.64596423520441,,4.84,1822.0,0.9271765566901704,4840.0,0.4108253126523777,0.0079285682439039,0.0060484488263421,-0.0005566341870737,-6.894426597803171e-05,1224800231387.7148,3790297763.749416,180022977622.74997,565502808855.012,869828677625.2885,11.781163066004636,10.923218205343588,14429571249258.88,44654116023.44458,2120880055001.3208,6662280805404.546,10247593490590.7,0.0002415758143183,7.475866229624551e-07,3.550717602817201e-05,0.0001115380272207,0.000171562321536,5.4985913740537054e-05,1.701607989184826e-07,8.081912188785083e-06,2.53875594328574e-05,3.904989843344445e-05
1437,1437,0.02,4844,2,100000.0,5.66291825693059,,4.844,1701.0,0.86468539656958,4844.0,0.3840242078222218,0.0099404516005475,0.0060307091528197,-0.0004368965344751,3.71836040944304e-05,1142249408868.4153,3534833901.176443,166553336135.72067,525076577962.82153,808576837423.2551,12.613788144945428,10.906958404356804,14408092052155.338,44587645957.01061,2100868496849.8645,6623204714295.952,10199216926166.922,0.0002253733848697,6.974461751305278e-07,3.2862077961973586e-05,0.0001036010916464,0.0001595375732852,5.1226035480339465e-05,1.5852538459017996e-07,7.469355676628926e-06,2.3547914495543656e-05,3.626194545677884e-05
1438,1438,0.02,4848,2,100000.0,5.63675358463856,,4.848,1683.0,0.8548154122771693,4848.0,0.4476870328599034,0.0094341513793014,0.0066677251203248,-0.0004359276265197,-7.303549593582243e-06,1129211159618.1406,3494485405.389068,163331261230.16486,516797787270.0776,796751386030.9746,10.828993569525846,9.25679060268105,12228220386141.668,37841759983.76014,1768713177564.0012,5596399915092.856,8628015635840.229,0.0002228796382316,6.897289637328804e-07,3.2237737029816935e-05,0.0001020036889332,0.0001572599235905,5.058818077964435e-05,1.5655146330596984e-07,7.317171194865827e-06,2.315232157090956e-05,3.569412399944514e-05
1439,1439,0.02,4852,2,100000.0,5.65323565772375,,4.852,1707.0,0.8666878533015269,4852.0,0.3831736380489019,0.0096004357619131,0.0061477210758275,-0.0003465205324123,3.755315609456698e-05,1144894654211.317,3543019944.296642,164260459876.72748,521658512956.6978,805185407081.3329,12.66266652556294,10.974579268113247,14497419213177.6,44864080048.04696,2079975426754.612,6605587789791.719,10195794301120.562,0.0002260583975,6.995660325360965e-07,3.243307687372586e-05,0.000103000994063,0.0001589831187923,5.123703647299748e-05,1.5855942854020717e-07,7.351086095840757e-06,2.334558568903811e-05,3.603415730731235e-05
1440,1440,0.02,4856,2,100000.0,5.66961940354871,,4.856,1583.0,0.8030348667186032,4856.0,0.3624018731043179,0.0099921102872403,0.0063676217824556,-0.0002922682363711,-4.508142748304053e-05,1060809058935.2748,3282806535.14565,150955592413.10223,481198994073.2504,743610731403.6077,13.39948924216016,10.760257057675444,14214299573189.258,43987930851.77721,2022727836583.2776,6447820744422.81,9964003995797.49,0.0002095359596282,6.48435278546848e-07,2.981745362288049e-05,9.504867265792356e-05,0.0001468814645596,4.74242800107685e-05,1.4676037599093234e-07,6.748585170431887e-06,2.1512368925973084e-05,3.324368626762336e-05
1441,1441,0.02,4860,2,100000.0,5.68579300733066,,4.86,1658.0,0.838798676952183,4860.0,0.3215637510420492,0.0086957950285491,0.0058406531810329,-0.0004513368311161,-5.0299488919986e-05,1108053052253.8335,3429008991.380524,156382327490.013,500387117606.65216,774180759050.7997,15.113643824127683,12.677304443604836,16746719170001.984,51824820565.456566,2363506798072.1484,7562672669688.833,11700692247786.602,0.0002189516347738,6.775732649170117e-07,3.090119754106262e-05,9.887665324046012e-05,0.0001529783636801,4.948454808452314e-05,1.5313613366353568e-07,6.98387932645345e-06,2.234679136681801e-05,3.457414328622402e-05
1442,1442,0.02,4864,2,100000.0,5.65852190342792,,4.864000000000001,1641.0,0.8298102223230354,4864.0,0.3868792690882401,0.0086434814332135,0.0064378318920623,-0.0004289423260269,-5.932960273917726e-05,1096179303688.7296,3392264188.856569,153424250320.8618,492819643264.8512,763379405354.7522,12.57239761505704,10.432704060084085,13781602063371.072,42648894197.623726,1928910678825.917,6195924507636.276,9597509415265.748,0.0002166878129343,6.70567584614297e-07,3.0328218331838653e-05,9.741837882797152e-05,0.0001509014202592,4.890234441644107e-05,1.5133443147192366e-07,6.844505735309472e-06,2.1985487090503223e-05,3.405559881987753e-05
1443,1443,0.02,4868,2,100000.0,5.67431809448433,,4.868,1658.0,0.8375110855604719,4868.0,0.3764743707706657,0.0083047536869562,0.0059929510304976,-0.0005072256625236,8.602255956772742e-05,1106352144025.3833,3423745317.771209,153558742988.44208,495221622561.9599,767971825045.7698,12.930495082666347,10.829432973518236,14305680958017.59,44270721995.74255,1985590571112.476,6403460755367.473,9930255907380.629,0.0002187819974416,6.770483009396653e-07,3.036636092501054e-05,9.793046124190852e-05,0.0001518670260366,4.930386667171952e-05,1.525769923951472e-07,6.843245915384866e-06,2.206923083541047e-05,3.42241669383207e-05
1444,1444,0.02,4872,2,100000.0,5.68989557119815,,4.872000000000001,1702.0,0.8581143230429569,4872.0,0.3591653217472412,0.0085077378669814,0.0063732934625027,-0.0003169769262562,-2.726264025795506e-05,1133569020739.746,3507971352.599608,156060323335.2333,505179408450.5873,784311107232.1985,13.564783972737263,11.640135415989388,15376618884521.984,47584873580.56462,2116924572757.968,6852649543107.418,10639010737023.145,0.0002242492480481,6.939673929000747e-07,3.087276514953221e-05,9.993754275372222e-05,0.0001551570066001,5.046329116991788e-05,1.561649767620169e-07,6.94736482071301e-06,2.248916044393361e-05,3.491531529878141e-05
1445,1445,0.02,4876,2,100000.0,5.6619115861617,,4.876,1618.0,0.813795943884786,4876.0,0.388903051160014,0.009112687245993,0.0062441420481519,-0.0003524951450124,2.2040203313268665e-05,1075024441871.8024,3326797818.6010056,146790247496.10217,476978759940.1874,741383001661.1956,12.53782912079487,10.203234483623415,13478472752866.535,41710822569.052536,1840431039705.316,5980278186378.707,9295333387890.049,0.0002127481062123,6.583756685815402e-07,2.904989500598406e-05,9.439443786423791e-05,0.0001467202264786,4.780644308902657e-05,1.479430275154736e-07,6.527776801732828e-06,2.1211292556336382e-05,3.296937529566814e-05
1446,1446,0.02,4880,2,100000.0,5.67699614247359,,4.88,1657.0,0.8322052374081941,4880.0,0.3726587207765988,0.0086651201313585,0.0058439070475365,-0.0004153835477948,-1.7773934001354767e-05,1099343118616.2244,3402055010.5246973,148873342514.33234,485610976878.6649,755678044575.2046,13.095091374301848,10.897803626032864,14395998589989.414,44550221223.22234,1949510023422.9185,6359120114590.1,9895673043266.049,0.0002176431617267,6.735240311423027e-07,2.9473295837276104e-05,9.613914581111552e-05,0.0001496058474226,4.8836252759396575e-05,1.5112990255898046e-07,6.613418559728323e-06,2.157235535292681e-05,3.3569577472822134e-05
1447,1447,0.02,4884,2,100000.0,5.69196178979214,,4.884,1644.0,0.8336016954584676,4884.0,0.4117058208285016,0.008961804155275,0.0059757809773037,-0.0001417661808096,8.681251414097114e-06,1101187839700.6355,3407763731.034216,147883556441.31662,484264458524.01495,754465772848.4104,11.862839320978312,9.888882970918898,13063214404583.863,40425753585.116455,1754318868278.1665,5744751460330.955,8950106236478.414,0.0002180800514783,6.748760412139585e-07,2.928696852509423e-05,9.590409032557044e-05,0.0001494149577843,4.886601545432031e-05,1.5122200694720777e-07,6.5624409332978e-06,2.1489589387988325e-05,3.347997025265812e-05
1448,1448,0.02,4888,2,100000.0,5.70680556443083,,4.888,1599.0,0.8306034604037017,4888.0,0.3395629889573683,0.0075264093972487,0.0065859323606101,-0.0001733245153448,-9.048301011038855e-05,1097227171193.29,3395506946.1303325,146116519927.6207,480369083043.1499,749280773336.1544,14.3949728296616,11.956514244734192,15794555317293.867,48878230232.47337,2103343334322.808,6914899898615.601,10785876373961.775,0.0002173671468438,6.726698685070728e-07,2.8946540768658186e-05,9.516393665274387e-05,0.0001484369218709,4.863837084080814e-05,1.5051753217049486e-07,6.477117655115001e-06,2.1294012958229748e-05,3.321444918081724e-05
1449,1449,0.02,4892,2,100000.0,5.72152449543742,,4.892,1548.0,0.8020098646329364,4892.0,0.4017193946274346,0.0092075741777249,0.0058040032322314,-0.0003399577197835,-8.690701288441914e-05,1059455031180.1093,3278616326.6194444,139893825726.38617,461752864153.7646,721100401538.2529,12.177654515627689,9.766599049625228,12901677344554.928,39925856914.867935,1703578678565.3591,5623066851266.109,8781311561013.243,0.0002099580347747,6.497414429669312e-07,2.772352942051853e-05,9.150810657943884e-05,0.000142904435513,4.6913996559351455e-05,1.451812399202337e-07,6.19467392730374e-06,2.044699552377481e-05,3.193122951054394e-05
1450,1450,0.02,4896,2,100000.0,5.69197928332433,,4.896,1573.0,0.8129262245658184,4896.0,0.3854166953096865,0.0081212564222983,0.0062611484815937,-0.0003587874075626,2.564633346212124e-05,1073875542651.4462,3323242406.025066,140589102655.41998,465941045068.0403,728518280917.2202,12.703134191076002,10.326710918104377,13641585122815.88,42215594233.21069,1785922236834.7595,5918911620629.507,9254465483143.451,0.0002128954386388,6.588316072337549e-07,2.7871738845800907e-05,9.23726439701784e-05,0.0001444284861813,4.750198800066202e-05,1.4700085310121602e-07,6.218841571596535e-06,2.061051309278384e-05,3.222539788265297e-05
1451,1451,0.02,4900,2,100000.0,5.70607918152316,,4.9,1641.0,0.8458932912414852,4900.0,0.3642635254627748,0.0073274920867819,0.0060861592563939,-0.0003969072519408,1.4016227970106452e-05,1117425037730.0017,3458011774.595191,145078933807.387,482688824765.1143,755585723468.5444,13.45179974792932,11.378787161897314,15031377840866.348,46516481917.83622,1951572765220.063,6493033411303.664,10163987844493.16,0.000221612012594,6.858061373842706e-07,2.877260972366693e-05,9.572869615502332e-05,0.000149850654148,4.937585779373434e-05,1.527997779415488e-07,6.410628509892934e-06,2.1328656478507985e-05,3.338720001186622e-05
1452,1452,0.02,4904,2,100000.0,5.72004546624332,,4.904,1633.0,0.8393249677075264,4904.0,0.3505919476774579,0.0083739020002589,0.0058407245667367,-0.0003978628791546,9.964544527249634e-05,1108748282341.6423,3431160467.988368,142763977648.84323,476809648596.9024,747261284650.9,13.98777134639625,11.740285733614297,15508917454104.486,47994288079.01524,1996949875854.0444,6669504340329.018,10452519985711.111,0.0002199694890322,6.807231424404854e-07,2.8323578683978137e-05,9.459638083587508e-05,0.0001482524803656,4.8940036933691385e-05,1.514510756888194e-07,6.301587520098805e-06,2.1046329617205663e-05,3.298403745230243e-05
1453,1453,0.02,4908,2,100000.0,5.73398651030738,,4.908,1677.0,0.8595812148520886,4908.0,0.4164812653307308,0.0087369610729711,0.0060679625557292,-0.0002715252494154,-2.411500982129807e-05,1135506784819.6091,3513968006.315338,144992333662.03296,486134408943.3083,762779014126.9028,11.784443643827585,10.129686383717289,13381315712890.54,41410157936.63628,1708653984827.2725,5728823545517.849,8988926304672.852,0.0002253584572112,6.973999796210395e-07,2.8775916672940416e-05,9.64807096367528e-05,0.0001513850063379,5.006758465448102e-05,1.5494041337435153e-07,6.39310661717257e-06,2.1434989203602035e-05,3.36330027904918e-05
1454,1454,0.02,4912,2,100000.0,5.74756554844647,,4.912000000000001,1617.0,0.8267585865190146,4912.0,0.3365257013701921,0.0097557235386712,0.0057276410252673,-0.0004563491477424,3.424670467913899e-05,1092148092791.6184,3379789101.689732,138285250799.65747,465472426281.455,731232165688.325,14.596210571734606,12.0675424208212,15941223537904.805,49332113416.31706,2018440639636.932,6794133549340.33,10673218667212.318,0.000216830220736,6.710082833983019e-07,2.7454538128426712e-05,9.241282350197794e-05,0.0001451755791563,4.810436760106354e-05,1.4886499224310957e-07,6.090863118451843e-06,2.050203342366163e-05,3.2207592662714524e-05
1455,1455,0.02,4916,2,100000.0,5.7611135223361,,4.916,1575.0,0.8034910563810977,4916.0,0.3694535987342533,0.0088772409814794,0.006183547423383,-0.0002394551449164,-2.6773466751019964e-05,1061411685479.4302,3284671438.485928,133255791957.66023,450332466546.2436,708300606824.0726,13.306136458927991,10.69136163973509,14123288726090.057,43706286383.23706,1773119751731.1462,5992185251749.942,9424744528342.611,0.0002108025251176,6.523548241339604e-07,2.646537419506456e-05,8.943864326077128e-05,0.0001406726141265,4.6700701931868495e-05,1.445211729731101e-07,5.863077546672038e-06,1.981402935178712e-05,3.116428429230219e-05
1456,1456,0.02,4920,2,100000.0,5.77440316264329,,4.92,1558.0,0.7933489687815537,4920.0,0.3421540725030354,0.0081907206607872,0.0059838077586195,-0.0005050697975203,-4.28124583467279e-05,1048013987760.4324,3243210584.378992,130450441144.62428,442633750805.4096,697037320843.4756,14.3794868902411,11.407951095980646,15069903397790.434,46635704080.36888,1875810408265.2925,6364846216884.632,10023039017077.535,0.0002082153492323,6.443484842253458e-07,2.5917387055568348e-05,8.794075468678116e-05,0.0001384846680315,4.606209455614984e-05,1.4254492244174154e-07,5.733530873701192e-06,1.945454728797257e-05,3.0636040507883875e-05
1457,1457,0.02,4924,2,100000.0,5.78742980695119,,4.924,1605.0,0.8156361481598084,4924.0,0.3982380620327603,0.0092917849489685,0.0065233016056527,-0.0004159133639271,-4.488284819932888e-06,1077455351719.107,3334320573.677297,132960240980.46529,452997481463.2012,714230868286.5034,12.364463544408611,10.084903419423812,13322157417058.855,41227085178.60455,1643982052458.7466,5601070845260.666,8831081533219.78,0.0002141297167479,6.62651235477517e-07,2.6424054318785733e-05,9.002713870092502e-05,0.0001419437504067,4.73052808368182e-05,1.463921181384654e-07,5.837570466076877e-06,1.9888687772349266e-05,3.135804351680069e-05
1458,1458,0.02,4928,2,100000.0,5.80041729773003,,4.928,1600.0,0.8111711618985841,4928.0,0.3698508774905349,0.0098571268964028,0.005831359423635,-0.0003372747673028,-4.038437971015558e-05,1071557104868.0295,3316067709.841412,131103555199.34315,448474309475.08777,707975977166.5992,13.324289057895005,10.80827903656528,14277736607302.736,44184244701.47887,1746861665993.7417,5975601334485.93,9433276565813.44,0.0002130222745468,6.592241168414895e-07,2.60629857269108e-05,8.915532083750805e-05,0.0001407434585571,4.699589251333838e-05,1.454346772100888e-07,5.749883566889953e-06,1.9668994164973227e-05,3.10501071513542e-05
1459,1459,0.02,4932,2,100000.0,5.81313487450946,,4.932,1587.0,0.8023838279126294,4932.0,0.3393446043010044,0.008446572220512,0.0052435313268738,-0.0004730120375316,-4.408438281140393e-05,1059949036672.5834,3280145088.506829,128593128416.26614,441641854995.0827,697995762404.2247,14.53389839558266,11.661765029140836,15405191603495.045,47673295439.12773,1868959462772.1248,6418777847735.181,10144599491330.256,0.000210783479595,6.522958853781557e-07,2.557227387524464e-05,8.782573851183131e-05,0.0001388047636743,4.643701596601451e-05,1.437051637161751e-07,5.6337436525549534e-06,1.934859994405747e-05,3.057962151154605e-05
1460,1460,0.02,4936,2,100000.0,5.77981050647594,,4.936,1509.0,0.7655458212793937,4936.0,0.3636982859579802,0.0091029453168898,0.0051406321457181,-0.0003307625186962,-0.0001100221169625,1011286029910.0792,3129551317.390161,121649183547.65556,419482224022.9341,663745591452.699,13.571688926161942,10.389749745127096,13724859413312.896,42473296958.079575,1650984877230.3582,5693082254493.838,9008148693307.402,0.0002011765427295,6.225660156537069e-07,2.419984203101296e-05,8.344818485523353e-05,0.0001320398377819,4.425767178192344e-05,1.369609101018191e-07,5.323824792150865e-06,1.835811633906292e-05,2.904799795941433e-05
1461,1461,0.02,4940,2,100000.0,5.79187090357445,,4.94,1550.0,0.791864561342271,4940.0,0.3775561124421074,0.0103753466971485,0.0061219463818537,-0.0004128201402734,-5.483321520433728e-05,1046053085533.14,3237142326.767204,124755464291.83965,431955328693.1366,684284046847.57,13.084147858306691,10.360873004355444,13686713238753.54,42355248841.80505,1632318940926.1306,5651767388804.467,8953273646034.068,0.0002081655498342,6.441943737489858e-07,2.482645496514343e-05,8.595951748989118e-05,0.0001361731702002,4.57302961185054e-05,1.4151813060745654e-07,5.453933842716733e-06,1.8883788370105298e-05,2.9914841344366187e-05
1462,1462,0.02,4944,2,100000.0,5.80365299179295,,4.944,1517.0,0.7796978845621884,4944.0,0.3393343487623497,0.0090001519869134,0.0059888997339835,-0.0002613708244686,2.50828245369425e-06,1029980905506.6508,3187404952.090226,121779275219.48192,423400148837.8236,671524850476.2638,14.56970099853491,11.359965047261271,15006513827432.145,46439537113.20409,1774287627766.1438,6168813571302.27,9783916284525.027,0.0002050350797067,6.345067417419164e-07,2.4242219703064043e-05,8.428494431369798e-05,0.0001336783531678,4.4979178425081687e-05,1.39193702802221e-07,5.3180905774945325e-06,1.848984844084533e-05,2.932543302983895e-05
