,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
48,48,2,25,3000,1000000.0,390,17.15,2.43,0.81,,0.00195,10104.0,1.0104,390.0,0.000467316596314,0.0122384365365811,0.0028456138142097,-0.0008132981353943,2.470135548557539e-07,22902752470029.42,15661199999999.998,12731040000000.0,4.180743250589657,4.226141233695529,95794008886296.05,65505189122280.72,53249379544563.68,0.0003848741791786,0.0002631819691908,0.0002139414717292,0.0002067166018613,0.0001413555007987,0.0001149083425848
49,49,2,25,3000,1000000.0,395,17.15,2.43,0.81,,0.001975,10186.5,1.01865,395.0,0.0004487141473531,0.0122383394019803,0.0028594074394964,-0.0007909932745452,-7.24354775817705e-06,23021490000000.0,15789075000000.0,12834990000000.0,4.40269981029949,4.4841873378663735,101342633835780.05,69504903736928.8,56500760457116.31,0.0003919313808239,0.0002688024956977,0.0002185104158575,0.0002106796311971,0.000144492667414,0.0001174585554461
50,50,2,25,3000,1000000.0,400,17.15,2.43,0.81,,0.002,10715.5,1.0715500000000002,400.0,0.0005216865762633,0.0117812233113916,0.0027348404838549,-0.0008521159600951,2.454763339446641e-06,24206389485754.75,16609025000000.002,13501530000000.002,3.83373820496278,4.108003642736598,92800089762476.23,63674056462417.28,51760845898481.14,0.0004175840344078,0.0002865220222603,0.0002329146761599,0.0002246490968683,0.0001541412224366,0.0001253018969484
51,51,2,25,3000,1000000.0,405,17.15,2.43,0.81,,0.002025,10696.0,1.0696,405.0,0.0005262015338871,0.011952849973504,0.0028279393210997,-0.0008457477772608,-3.411109295764261e-06,24067707899384.01,16578800000000.0,13476960000000.0,3.8483432375734528,4.116229068634986,92621726693025.77,63801550563842.3,51864486264800.84,0.0004206001757347,0.0002897262266361,0.0002355193842332,0.0002267297956164,0.0001561805532658,0.000126959675558
52,52,2,25,3000,1000000.0,410,17.15,2.43,0.81,,0.00205,11044.0,1.1044,410.0,0.0005056724766063,0.0120193947742411,0.0026282145461834,-0.0008482333144125,1.1208777220318344e-05,24849000000000.0,17118200000000.0,13915440000000.0,4.074828467630955,4.497852092709712,101201672085968.52,69716707437000.53,56672936368142.37,0.0004398598117001,0.000303014536949,0.000246321494552,0.0002376734799284,0.0001637306195061,0.0001330971487599
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,0.002075,11290.0,1.129,415.0,0.0005055473400261,0.0110106444062792,0.0028419402453418,-0.00079532340208,1.2929861691668215e-06,25317431315453.227,17499499999999.996,14225400000000.0,4.11589233881877,4.644499950868084,104151291851841.12,71989749238455.28,58520699380937.86,0.0004537515923631,0.0003136347400975,0.0002549546919502,0.0002456965389903,0.0001698263354796,0.0001380523759382
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,0.0021,11538.0,1.1538,420.0,0.0005071834554257,0.0107046925701544,0.002683202404386,-0.000789781356392,1.999156761182757e-06,25771482833038.336,17873122949393.625,14537880000000.0,4.164574722298296,4.804833074085841,107321609537543.84,74430033181183.2,60540896733481.59,0.0004675583132494,0.0003242625685474,0.0002637530286891,0.0002538162113243,0.0001760274478942,0.0001431795619287
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,0.002125,11704.0,1.1704,425.0,0.0005467101394741,0.011560926156559,0.0028753901861001,-0.0007459801983886,-4.09943591742088e-06,26099920000000.0,18095751673611.004,14747040000000.0,3.886890000282267,4.549208586281249,101447351474071.84,70336080732061.2,57320028187143.73,0.0004793851185497,0.0003323701398816,0.0002708633405258,0.0002606990050956,0.0001807493838206,0.0001473007831481
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,0.00215,11787.5,1.17875,430.0,0.0005213524428312,0.0127403139802173,0.0027232562293727,-0.0007517797470487,-1.4132434869838625e-06,26238070383373.566,18190089957731.195,14852250000000.0,4.141320269825208,4.883448547287703,108701816922433.2,75359803502960.78,61531451695825.06,0.0004877187803207,0.0003381212245596,0.000276076752184,0.0002658519325165,0.0001843074013162,0.0001504874141667
57,57,2,25,3000,1000000.0,435,17.15,2.43,0.81,,0.002175,12096.0,1.2096,435.0,0.0005672478026781,0.0108556345402124,0.0027377312777584,-0.0007392191240273,3.901906269109161e-06,26853120000000.0,18630484941826.715,15240960000000.0,3.8343751439887663,4.637960440590502,102962721781109.14,71434732266211.44,58438301551440.33,0.0005050491149659,0.0003503991316933,0.0002866494976833,0.0002758299359346,0.000191368655409,0.0001565521258007
58,58,2,25,3000,1000000.0,440,17.15,2.43,0.81,,0.0022,12380.0,1.238,440.0,0.0005367692616288,0.0110224754999537,0.0028538445310081,-0.0007990296697324,2.5126816506084943e-06,27461671297648.79,19065200000000.0,15598800000000.0,4.112908034279981,5.090567022865573,112920418659600.14,78394732152129.83,64141144488106.22,0.0005226830404563,0.0003628714580004,0.000296894829273,0.0002860188546157,0.000198567909721,0.000162464653408
59,59,2,25,3000,1000000.0,445,17.15,2.43,0.81,,0.002225,12529.0,1.2529,445.0,0.0005795757493273,0.0110350550820314,0.0028353073061349,-0.0007377332104386,1.121117109250849e-06,27689090000000.0,19294660000000.0,15786540000000.0,3.839026244630221,4.809862125107115,106297952964867.22,74071876726649.56,60604262776349.64,0.0005332174662892,0.0003715633023011,0.0003040063382463,0.0002922516465422,0.0002036504686312,0.0001666231106982
60,60,2,25,3000,1000000.0,450,17.15,2.43,0.81,,0.00225,12796.0,1.2796,450.0,0.0006204629425496,0.0104736477005677,0.0028557080076509,-0.0007433194770655,1.5627154601637425e-05,28279160000000.0,19705840000000.0,16122960000000.0,3.635699515848657,4.651077994141,102788823670516.1,71626601109771.4,58603582726176.59,0.0005506791235752,0.0003837311539845,0.00031396185326,0.0003025334182049,0.0002108151420975,0.0001724851162616
61,61,2,25,3000,1000000.0,455,17.15,2.43,0.81,,0.002275,13029.5,1.30295,455.0,0.0005224499646487,0.0110941585537183,0.0025988518927637,-0.0007690702252319,-3.922205178446943e-06,28686877927648.42,20044873051742.31,16417170000000.0,4.35450524308175,5.673631877475609,124915603112596.38,87284416690062.5,71487761656192.66,0.0005650555116992,0.0003948309058854,0.0003233747645316,0.0003109656640678,0.0002172863591295,0.0001779620697672
62,62,2,25,3000,1000000.0,460,17.15,2.43,0.81,,0.0023,13050.0,1.3050000000000002,460.0,0.0005656462640217,0.0119583352538338,0.0029788245067922,-0.0007289064910009,-7.269348084369147e-06,28616556091500.84,20037925000970.25,16443000000000.0,4.088926669300204,5.33498108296366,116987575025077.0,81917203695035.14,67220761645342.11,0.0005700965327313,0.0003991937929098,0.0003275760108144,0.0003143729919946,0.0002201306969216,0.0001806379178137
63,63,2,25,3000,1000000.0,465,17.15,2.43,0.81,,0.002325,13286.5,1.32865,465.0,0.0006003562284035,0.0097024650741084,0.0028654095247654,-0.0007001955340572,-5.311611703124501e-06,29097435000000.0,20361881239347.42,16740990000000.0,3.8731468254176833,5.145480826081627,112686030091187.6,78855732886774.8,64833058408628.49,0.0005862158502976,0.0004102237026866,0.000337274872774,0.000323802950205,0.0002265916984444,0.0001862975877892
64,64,2,25,3000,1000000.0,470,17.15,2.43,0.81,,0.00235,13334.5,1.33345,470.0,0.0005427899296818,0.0111357501135219,0.0029097697066989,-0.0006623520455312,5.366899551641739e-06,29137815512749.33,20401785000000.0,16801470000000.0,4.329746183581008,5.773693995611993,126163583539848.34,88337518132863.48,72748544344711.1,0.0005934292921907,0.0004155087338884,0.0003421836632022,0.0003285144095231,0.0002300200009695,0.0001894282360925
65,65,2,25,3000,1000000.0,475,17.15,2.43,0.81,,0.002375,13559.0,1.3559,475.0,0.0006144981465183,0.0108432907142298,0.0027383101875734,-0.0007301595028247,8.213003037810163e-07,29508419618571.062,20745270000000.0,17084339999999.996,3.864967146351169,5.240454293031232,114047882786863.14,80178950683377.84,66029724092193.51,0.0006074827824271,0.0004270779155475,0.0003517112245685,0.0003368825633509,0.0002368381575612,0.0001950431885798
66,66,2,25,3000,1000000.0,480,17.15,2.43,0.81,,0.0024,13705.5,1.3705500000000002,480.0,0.0005905697858565,0.011219867452724,0.0028954684009545,-0.0007224635532254,8.326471394523122e-06,29740935000000.0,20969415000000.0,17268930000000.0,4.077356406148024,5.586896010743747,121235643433139.31,85479508964379.34,70394889735371.22,0.0006189431848173,0.0004363977293872,0.0003593863653777,0.0003438675793015,0.0002424504130558,0.000199665046046
67,67,2,25,3000,1000000.0,485,17.15,2.43,0.81,,0.002425,13864.5,1.38645,485.0,0.0005596199271735,0.0111138756447807,0.0028445572688086,-0.0007427431899819,-8.446963061205914e-06,30066597409533.484,21212685000000.0,17469270000000.0,4.333381079111367,6.007838959581619,130286180748711.5,91919936081598.77,75698770890728.4,0.0006323086086857,0.0004461084557105,0.0003673834341145,0.0003518872032279,0.0002482646205665,0.0002044532169371
68,68,2,25,3000,1000000.0,490,17.15,2.43,0.81,,0.00245,14119.0,1.4119000000000002,490.0,0.0006375599054706,0.0107606744463004,0.0030222840175142,-0.0006562355586242,-4.529210082368626e-06,30493591581301.395,21570706080034.348,17789940000000.0,3.8877716747432727,5.493745567807651,118651486363277.31,83932269227048.83,69221194154376.4,0.0006480193290701,0.000458399085076,0.0003780540233268,0.0003613061840335,0.0002555825370687,0.000210785775052
69,69,2,25,3000,1000000.0,495,17.15,2.43,0.81,,0.0024749999999999,14224.0,1.4224,495.0,0.0006366732176274,0.0109816423309358,0.002742054536481,-0.000700696161591,1.6547994763917858e-06,30594522326556.73,21689174884196.35,17922240000000.0,3.89041092218996,5.532528890295049,118999633476133.31,84361632911612.83,69709864017717.61,0.0006569926479548,0.0004657575067532,0.0003848656236303,0.0003668130863801,0.00026004240548,0.0002148787321821
70,70,2,25,3000,1000000.0,500,17.15,2.43,0.81,,0.0025,14229.0,1.4228999999999998,500.0,0.0006415386450839,0.0103247838986063,0.0028985877368282,-0.0007064281210379,4.034352843876621e-06,30592350000000.0,21654836337204.414,17928540000000.0,3.8969618018616887,5.545001110454868,119217523874779.69,84388285569271.84,69867013991731.34,0.0006638268893028,0.0004698907617129,0.0003890334328007,0.0003712015133277,0.0002627554934235,0.0002175413519966
71,71,2,25,3000,1000000.0,505,17.15,2.43,0.81,,0.002525,14281.0,1.4281,505.0,0.0005852949443862,0.0107177213626488,0.0028901381323326,-0.0006721189881893,-7.285391349709167e-06,30607238276790.12,21707120000000.0,17994060000000.0,4.314072102732493,6.160951966601339,132042381383394.6,93646469892340.34,77627994779176.88,0.000670989565888,0.0004758760295117,0.0003944761823584,0.0003756720088272,0.0002664323158629,0.0002208583670969
72,72,2,25,3000,1000000.0,510,17.15,2.43,0.81,,0.00255,14348.0,1.4348,510.0,0.0006735393894814,0.0109812770103714,0.0028416551137003,-0.0006902906810584,3.445044648516859e-06,30623892495978.008,21808960000000.0,18078480000000.0,3.785982873580568,5.432165062179724,115942318709645.62,82568908945131.81,68445279783464.52,0.0006780768146337,0.0004828958346564,0.0004002952313599,0.0003802689172278,0.0002708104335905,0.0002244875962658
73,73,2,25,3000,1000000.0,515,17.15,2.43,0.81,,0.002575,14374.0,1.4373999999999998,515.0,0.0006656067665176,0.0102968567765534,0.0028394127066138,-0.0007258137332069,1.148538496299155e-05,30616620000000.0,21848480000000.0,18111240000000.0,3.869235048349752,5.561529082316758,118460569453346.94,84535242051214.72,70075266437191.16,0.0006846630694356,0.0004885858523672,0.0004050119565675,0.0003844068281805,0.0002743184877156,0.000227395588501
74,74,2,25,3000,1000000.0,520,17.15,2.43,0.81,,0.0026,14315.0,1.4315,520.0,0.0006341121616627,0.0106729763881278,0.0028627844702288,-0.000667745487731,-6.963558605444917e-06,30443311155171.758,21758800000000.0,18036900000000.0,4.1079918671264855,5.880375954797475,125056314985183.2,89381714512921.62,74092737030448.19,0.0006875745868796,0.0004914313638467,0.0004073707358203,0.0003865297008297,0.0002762650360712,0.000229009174638
75,75,2,25,3000,1000000.0,525,17.15,2.43,0.81,,0.002625,14287.0,1.4287,525.0,0.0006452871061241,0.0107626612285165,0.0028712405104289,-0.0006199840416537,1.4829129819875935e-05,30257362655153.707,21675306701170.305,18001620000000.0,4.084897714478155,5.83627750905738,123602131411539.34,88544204522965.6,73537096614122.97,0.0006899966779991,0.0004942892673387,0.000410513571198,0.0003884814412704,0.0002782943934413,0.0002311270602962
76,76,2,25,3000,1000000.0,530,17.15,2.43,0.81,,0.00265,14321.0,1.4321,530.0,0.000684041418367,0.0104222702450971,0.002774029871178,-0.0006871993898677,-1.695421866408184e-05,30217310000000.0,21684655279777.82,18044460000000.0,3.916502745007686,5.607640867016588,118321222294050.0,84910103438341.72,70656274924409.0,0.0006957486418302,0.0004992856564486,0.0004154707529413,0.0003923719580999,0.0002815753835417,0.000234307425216
77,77,2,25,3000,1000000.0,535,17.15,2.43,0.81,,0.002675,14165.5,1.41655,535.0,0.0006590579039879,0.0108640873396638,0.0028241023995543,-0.0006483090829646,2.4603849907372687e-06,29889205000000.0,21407423958697.08,17848530000000.0,4.075011302900055,5.774267940470037,121837053543917.78,87262858249094.44,72755776049922.45,0.0006948658146414,0.0004976809215378,0.000414943567037,0.0003924821710657,0.0002811059120587,0.0002343732395938
78,78,2,25,3000,1000000.0,540,17.15,2.43,0.81,,0.0027,14052.0,1.4052,540.0,0.0006223133793241,0.0101189999770636,0.0027245678786991,-0.0006540561119645,5.824248271113424e-06,29527227688083.85,21194457885954.312,17705520000000.0,4.338869103269455,6.096833980026038,128111731500622.88,91957793216137.94,76820108148328.08,0.0006930703428419,0.0004974815227673,0.0004155883155107,0.0003921450433828,0.0002814792399394,0.0002351433728171
79,79,2,25,3000,1000000.0,545,17.15,2.43,0.81,,0.002725,14226.5,1.42265,545.0,0.0007136589329092,0.0098835278418268,0.0028978831434468,-0.0006481137257346,3.949609731893343e-06,29768035143861.875,21415698756967.902,17925390000000.0,3.818398849215815,5.43223222544573,113665961267133.5,81773485339359.03,68446126040616.2,0.0007018651742589,0.0005049353464981,0.0004226414983456,0.0003996640176451,0.0002875260044717,0.0002406653093035
80,80,2,25,3000,1000000.0,550,17.15,2.43,0.81,,0.00275,14435.0,1.4435,550.0,0.0007160204090723,0.010892927302618,0.003007465906639,-0.0006282631500312,2.535662052736691e-06,30076597881921.03,21686991634412.89,18188100000000.0,3.840749048240936,5.54437134918573,115521875703154.23,83298049925784.16,69859078999740.2,0.0007159378221939,0.0005162331731014,0.0004329461980695,0.0004082688945075,0.0002943858256354,0.0002468908055806
81,81,2,25,3000,1000000.0,555,17.15,2.43,0.81,,0.002775,14638.0,1.4638,555.0,0.000676938174422,0.0105446612912169,0.0026857979760199,-0.0006479147658481,-5.770326057775048e-06,30447040000000.0,21957000000000.0,18443880000000.0,4.114115400492519,6.02993443232816,125422636192425.72,90449016484922.4,75977173847334.81,0.000731642258929,0.0005276266290353,0.0004432063683897,0.000417655156142,0.0003011936222178,0.0002530026426629
82,82,2,25,3000,1000000.0,560,17.15,2.43,0.81,,0.0028,14775.5,1.47755,560.0,0.0007323429134657,0.0101555035772129,0.0028110556048973,-0.0006432407895437,2.544255132927436e-05,30672368103991.043,22163250000000.0,18617130000000.0,3.823906334262613,5.649769684000271,117283215762867.9,84746545260004.06,71187098018403.42,0.0007439172036042,0.0005375399417117,0.0004515335510378,0.0004252296590244,0.0003072625891949,0.0002581005749237
83,83,2,25,3000,1000000.0,565,17.15,2.43,0.81,,0.002825,15372.0,1.5372,565.0,0.0006931099600819,0.0094737967722891,0.0028896122494198,-0.0006245015248987,-4.994943168435048e-06,31774638207113.21,23058000000000.004,19368720000000.004,4.092499366393197,6.29057215411203,130029049123504.14,94358582311680.48,79261209141811.6,0.0007776471571535,0.0005643176181194,0.0004740267992202,0.000444970906163,0.0003229034139564,0.0002712388677234
84,84,2,25,3000,1000000.0,570,17.15,2.43,0.81,,0.00285,15612.5,1.56125,570.0,0.0007996898996792,0.0097104046200201,0.0027478521049344,-0.0005614325375944,-7.277345234074225e-06,32133635262892.85,23418750000000.0,19671750000000.0,3.576654863905178,5.581690545619622,114882311060546.56,83725358184294.33,70329300874807.234,0.0007935395054918,0.000578325581348,0.0004857934883323,0.0004546007416367,0.0003313095773667,0.000278300044988
85,85,2,25,3000,1000000.0,575,17.15,2.43,0.81,,0.002875,16059.5,1.60595,575.0,0.000713566687466,0.010203846361641,0.0029549036736964,-0.0006071200106283,-6.041082565895051e-06,32921975000000.0,24051413220470.723,20234970000000.0,4.046508799943689,6.496245209276365,133173026790165.5,97290624184942.98,81852689636882.22,0.000820381821,0.0005993365275149,0.0005042346802244,0.0004697958109056,0.0003432131024137,0.0002887525471907
86,86,2,25,3000,1000000.0,580,17.15,2.43,0.81,,0.0029,16031.0,1.6031,580.0,0.000758858140557,0.0103520718410642,0.0027928223689865,-0.0005982376572535,2.788792429858801e-06,32863550000000.0,23961453403854.68,20199060000000.0,3.876323687945555,6.217176192951742,127452111955510.7,92927813393405.16,78336420031191.94,0.0008261386417547,0.0006023537496566,0.0005077730188346,0.0004730678432106,0.0003449229642553,0.0002907636499733
87,87,2,25,3000,1000000.0,585,17.15,2.43,0.81,,0.0029249999999999,16576.5,1.6576499999999998,585.0,0.0007618173783043,0.0093619577825939,0.00280318961769,-0.0005668782804871,8.337304822146233e-06,33843532953891.805,24727923757757.742,20882469360153.35,3.840474808643428,6.366050038385074,129972928097131.12,94965282168887.8,80197173632419.0,0.0008582667534017,0.000627096316181,0.0005295761883124,0.0004910756314486,0.0003588065344802,0.0003030083130273
88,88,2,25,3000,1000000.0,590,17.15,2.43,0.81,,0.00295,16560.5,1.65605,590.0,0.0007727145489297,0.0098140550966331,0.0027219764798842,-0.0005244724163246,-1.8202008223857757e-07,33664350671120.64,24675145000000.0,20833010058717.12,3.8179561890013263,6.322537767475463,128525182534161.52,94205812735384.4,79537147372624.73,0.0008612422508485,0.0006312694882318,0.0005329753319826,0.0004924186783517,0.0003609308377202,0.0003047307633948
89,89,2,25,3000,1000000.0,595,17.15,2.43,0.81,,0.0029749999999999,16792.5,1.67925,595.0,0.0007663009916427,0.0090195208798205,0.0028067681207676,-0.0005154360836504,8.257853715265159e-06,33987393955501.16,25020825000000.0,21095151072974.586,3.883725319989745,6.521921412265966,132001257933900.2,97176629042762.92,81929979144152.64,0.0008771994378046,0.0006457763031829,0.0005444564148061,0.0005010237050809,0.00036884341477,0.0003109732615469
90,90,2,25,3000,1000000.0,600,17.15,2.43,0.81,,0.003,17116.5,1.71165,600.0,0.0008442947216735,0.0100958166522394,0.0030648027792646,-0.0005504782378853,2.60622434921341e-06,34491723601726.902,25503585000000.0,21471880929709.82,3.5662013822834893,6.103068219840949,122983870628479.84,90935716475630.16,76560251291047.22,0.0008978957097317,0.0006639146195968,0.0005589604622047,0.0005124575427592,0.0003789171179603,0.0003190164535328
91,91,2,25,3000,1000000.0,605,17.15,2.43,0.81,,0.003025,17343.5,1.73435,605.0,0.000778772232195,0.0100155491968061,0.0027391511184977,-0.00057952389498,7.141715797521609e-06,34795712946057.223,25840937152785.902,21725953669975.22,3.8857470540156447,6.74026211739937,135227737087792.14,100426493942411.14,84434296702573.16,0.000913458818027,0.0006783775905062,0.0005703508357667,0.0005209052134523,0.0003868487737052,0.0003252458873729
92,92,2,25,3000,1000000.0,610,17.15,2.43,0.81,,0.0030499999999999,17620.5,1.76205,610.0,0.0008399587177336,0.0102001706436718,0.0028750904917165,-0.000574109147432,6.93255791058407e-06,35241000000000.0,26201688576937.062,22041768886909.36,3.639438469195081,6.41329856677062,128265971335412.38,95365768166306.62,80224990670812.4,0.0009329321400684,0.0006936351805422,0.0005835099633539,0.0005316138336355,0.000395254961894,0.0003325021780901
93,93,2,25,3000,1000000.0,615,17.15,2.43,0.81,,0.003075,17608.5,1.76085,615.0,0.0007943993599042,0.0095836302544016,0.0029770497605249,-0.0005484028721422,2.279564847314454e-06,35191882500006.64,26131915407239.27,22010625000000.0,3.914171213463405,6.893318443864675,137768039703333.2,102300374506763.16,86166480548308.44,0.0009395109149973,0.0006976387169649,0.0005876134200382,0.0005348095023529,0.0003971255778792,0.00033449450744
94,94,2,25,3000,1000000.0,620,17.15,2.43,0.81,,0.0031,18092.0,1.8092,620.0,0.0008597491888053,0.0095879729192674,0.0030494608116946,-0.0005609538050037,1.444502075035422e-07,35998128803959.45,26796099103964.203,22615000000000.0,3.6236612241917694,6.556973792606547,130465834153458.44,97115476215333.34,81962172407581.84,0.0009689199286244,0.000721239555884,0.0006087017551709,0.0005511489573396,0.0004102613822609,0.0003462467101586
95,95,2,25,3000,1000000.0,625,17.15,2.43,0.81,,0.003125,18128.0,1.8128,625.0,0.0009194820044058,0.0091240082805005,0.0028663107998233,-0.0005423222315768,2.204091532429066e-06,35909376440339.88,26795957559474.133,22660000000000.0,3.399016640463109,6.161800674371007,122057822135000.31,91080841438870.56,77022508429637.58,0.0009744695227305,0.0007271594932167,0.0006149223844574,0.0005537669287043,0.0004132267555259,0.0003494451825218
96,96,2,25,3000,1000000.0,630,17.15,2.43,0.81,,0.00315,18356.5,1.83565,630.0,0.0008308153463757,0.0098938541494578,0.0028310710885709,-0.0005447477424882,-8.751790360264159e-06,36199600055876.75,27079580432413.613,22945625000000.0,3.791475702050846,6.959720487532875,137247894832556.1,102670068220664.8,86996506094160.92,0.0009904232906445,0.000740898991142,0.0006277937154917,0.0005623099085051,0.0004206432217981,0.0003564280344099
97,97,2,25,3000,1000000.0,635,17.15,2.43,0.81,,0.003175,18526.0,1.8526,635.0,0.0008247911653142,0.0098554548894928,0.0029523791674738,-0.0005491862103599,-1.3773930914468736e-06,36369954932766.4,27274992534768.37,23157500000000.0,3.849751799926644,7.131788430416307,140010160749360.86,104998097915984.16,89147355380203.84,0.001003277721941,0.0007523900545609,0.0006388076061352,0.0005691832348609,0.0004268487137376,0.0003624106982166
98,98,2,25,3000,1000000.0,640,17.15,2.43,0.81,,0.0032,19035.5,1.90355,640.0,0.0008930516144118,0.0088474924218081,0.0027268335581106,-0.0005253944021472,1.1437573032584256e-05,37201784882989.75,27982185000000.0,23794375000000.0,3.601196830979104,6.85479106554941,133965728579973.84,100765428663576.31,85684888319367.62,0.0010345334206621,0.0007781482973653,0.0006616907290522,0.0005865901962616,0.0004412174158472,0.0003751848774211
99,99,2,25,3000,1000000.0,645,17.15,2.43,0.81,,0.003225,18987.5,1.89875,645.0,0.0008765010958882,0.0094114817741583,0.0029038294819277,-0.0005606782160301,-1.8463865021948396e-06,36939989108489.81,27911625000000.0,23706463373931.6,3.690803752303281,7.009236757676611,136363991830099.0,103035780337846.2,87512423686675.78,0.001035164113289,0.0007821635371554,0.0006643228850344,0.0005874376580168,0.0004438642245748,0.0003769917008731
100,100,2,25,3000,1000000.0,650,17.15,2.43,0.81,,0.00325,19097.0,1.9097,650.0,0.0008887093771363,0.0094442922037386,0.0028995161086954,-0.000527820290016,6.386469403992963e-06,37048180000000.0,28072590000000.0,23809386024831.26,3.680254802421711,7.029557904892328,136373423354911.12,103334501201917.22,87641754066861.55,0.0010465526225648,0.0007930063686445,0.0006725775837287,0.0005942341221022,0.0004502701853042,0.0003818905436719
101,101,2,25,3000,1000000.0,655,17.15,2.43,0.81,,0.003275,19453.5,1.94535,655.0,0.0008547926083224,0.0090541908001268,0.002900902025378,-0.000585737518817,-4.017813416815846e-06,37696900818693.83,28596645000000.0,24219433960495.312,3.831363404060613,7.453259615091722,144428914327030.53,109562916341848.31,92792417322405.06,0.0010732671317411,0.0008141740697513,0.0006895506488503,0.0006096320207436,0.0004624632290511,0.0003916752344606
102,102,2,25,3000,1000000.0,660,17.15,2.43,0.81,,0.0033,19727.5,1.97275,660.0,0.000917305119401,0.0102383624205602,0.0029484009951102,-0.0005384802331345,4.514701020777349e-06,38053321448090.94,28950290189427.844,24525654487376.195,3.604625329163892,7.112764155885968,137201521129584.56,104380477182541.92,88427421689242.55,0.0010917655907312,0.0008305958446654,0.0007036512094221,0.0006205199103152,0.0004720805119849,0.0003999297917709
103,103,2,25,3000,1000000.0,665,17.15,2.43,0.81,,0.003325,19710.0,1.971,665.0,0.0008253413299143,0.0094309128754146,0.0027699103807437,-0.0005319331462118,1.1643418872347262e-06,37845186035290.88,28866482083660.56,24469022045762.984,4.044260957947559,7.967065489856757,152975685245547.84,116682472461847.0,98907306499920.06,0.001094140778567,0.0008345577995588,0.0007074229944849,0.0006220741296887,0.0004744881344386,0.0004022055956934
104,104,2,25,3000,1000000.0,670,17.15,2.43,0.81,,0.00335,20082.0,2.0082000000000004,670.0,0.0009396203515733,0.0087265124740643,0.0027061819476093,-0.0005251132789877,4.736906319135586e-06,38381791632139.7,29352074731777.61,24901680000000.004,3.5790648052722376,7.188922250980446,137398523999992.12,105074087815813.62,89142635912157.53,0.0011182038371941,0.0008551347188076,0.0007254782266407,0.0006359939822357,0.0004863697628933,0.0004126258299598
105,105,2,25,3000,1000000.0,675,17.15,2.43,0.81,,0.003375,20135.5,2.0135500000000004,675.0,0.0009443771403993,0.0090018639220774,0.0029135811282361,-0.0006044832018991,-1.2674044507735128e-06,38305898450853.484,29370889395702.14,24968020000000.0,3.586506639573858,7.2210230148512915,137373183838578.34,105330321220241.28,89540685384156.0,0.0011243625186566,0.0008621003164435,0.0007328663988676,0.0006396661966069,0.0004904614137903,0.0004169383576969
106,106,2,25,3000,1000000.0,680,17.15,2.43,0.81,,0.0034,19959.0,1.9959,680.0,0.0009503146250153,0.0087293465272228,0.0029165746618463,-0.000535663739741,-4.1252895296688966e-06,37793541492629.375,29054574532451.44,24749160000000.0,3.596265031345712,7.178352874216924,135926337592290.56,104496211535734.58,89011575640289.84,0.0011177056272602,0.0008592595499129,0.0007319312853324,0.0006360503860312,0.000488977021403,0.0004165185941893
107,107,2,25,3000,1000000.0,685,17.15,2.43,0.81,,0.003425,20207.0,2.0207,685.0,0.0010119499623328,0.0090736989597308,0.002751546658848,-0.0005369365863391,-4.201850788075068e-06,38084367057472.91,29355998951054.203,25056680000000.0,3.384555621317093,6.839186916653998,128898948338950.48,99357234597594.1,84805917766509.58,0.0011347553528321,0.0008746863745214,0.0007465845949676,0.0006457697361934,0.0004977689577907,0.0004248684403515
108,108,2,25,3000,1000000.0,690,17.15,2.43,0.81,,0.00345,20387.0,2.0387000000000004,690.0,0.0010060935780415,0.0092466692730877,0.0026866689911052,-0.0004963346349337,8.340934190361876e-06,38243244801505.03,29561150000000.0,25279880000000.0,3.429276702513294,6.991538595123045,131151774185736.6,101377309629284.16,86695078579525.77,0.0011481026332806,0.000887456970086,0.000758928719246,0.0006533822098556,0.0005050494437154,0.000431904351867
109,109,2,25,3000,1000000.0,695,17.15,2.43,0.81,,0.003475,20534.5,2.05345,695.0,0.0009057968383103,0.0089582715699454,0.0028858681298838,-0.0005618297819378,1.4153484732516163e-05,38338260120278.92,29775025000000.0,25462780000000.0,3.8364108907228633,7.877970724939152,147083050901000.5,114230575511617.69,97686836989245.48,0.0011594661087266,0.0009004877181613,0.0007700722555311,0.0006598082978923,0.0005124334934166,0.0004382189874735
